3.867221e-02 -6.155415e-01 2.764210e+00,3.835317e-02 -6.150467e-01 2.764017e+00,3.780923e-02 -6.145513e-01 2.763551e+00,3.621119e-02 -6.146351e-01 2.762645e+00,3.503345e-02 -6.140543e-01 2.761649e+00,3.296567e-02 -6.141626e-01 2.760481e+00,3.133372e-02 -6.133024e-01 2.759572e+00,2.927972e-02 -6.141342e-01 2.758752e+00,2.695882e-02 -6.141159e-01 2.757899e+00,2.596208e-02 -6.137072e-01 2.757471e+00,2.482097e-02 -6.145437e-01 2.756751e+00,2.406600e-02 -6.157154e-01 2.755997e+00,2.364994e-02 -6.157190e-01 2.755903e+00,2.329288e-02 -6.160558e-01 2.755736e+00,2.264154e-02 -6.165258e-01 2.755811e+00,2.223282e-02 -6.175150e-01 2.755881e+00,2.060254e-02 -6.234742e-01 2.757705e+00,2.096494e-02 -6.258932e-01 2.758328e+00,2.644426e-02 -6.312816e-01 2.760630e+00,2.403671e-02 -6.366877e-01 2.761696e+00,2.448510e-02 -6.371924e-01 2.761660e+00,2.424421e-02 -6.382085e-01 2.761693e+00,2.417250e-02 -6.383264e-01 2.761773e+00,2.378926e-02 -6.389595e-01 2.761705e+00,1.872241e-02 -6.386980e-01 2.762085e+00,1.560546e-02 -6.334348e-01 2.761362e+00,1.505559e-02 -6.280106e-01 2.761865e+00,1.494530e-02 -6.271452e-01 2.761655e+00,1.567675e-02 -6.224255e-01 2.761419e+00,1.601426e-02 -6.211624e-01 2.760877e+00,1.636470e-02 -6.193883e-01 2.760187e+00,1.529272e-02 -6.174240e-01 2.759686e+00,1.538673e-02 -6.174309e-01 2.759690e+00,1.667428e-02 -6.179160e-01 2.759593e+00,1.707659e-02 -6.177443e-01 2.759582e+00,1.720403e-02 -6.174880e-01 2.759576e+00,1.861463e-02 -6.171879e-01 2.759565e+00,1.884431e-02 -6.168693e-01 2.759588e+00,1.989378e-02 -6.159124e-01 2.759686e+00,2.036042e-02 -6.160762e-01 2.760575e+00,2.085145e-02 -6.159698e-01 2.761482e+00,2.357897e-02 -6.147583e-01 2.763346e+00,2.361070e-02 -6.147588e-01 2.763404e+00,2.512516e-02 -6.155356e-01 2.764262e+00
2.058259e-01 -6.453289e-01 2.715515e+00,2.023926e-01 -6.402748e-01 2.710575e+00,2.021399e-01 -6.345004e-01 2.709642e+00,2.196708e-01 -6.157643e-01 2.705832e+00,2.209623e-01 -6.103284e-01 2.683513e+00,2.252521e-01 -5.537181e-01 2.670100e+00,2.607711e-01 -5.301467e-01 2.611681e+00,2.686265e-01 -4.783118e-01 2.584609e+00,2.749664e-01 -3.448917e-01 2.570751e+00,2.740802e-01 -2.835615e-01 2.572220e+00,2.495274e-01 -1.689429e-01 2.617224e+00,1.993333e-01 -1.316523e-01 2.673160e+00,1.843548e-01 -1.247997e-01 2.665744e+00,1.418225e-01 -7.846634e-02 2.646168e+00,1.185833e-01 -7.338035e-02 2.554207e+00,9.216856e-02 -5.224869e-02 2.516932e+00,3.152670e-02 -4.684177e-02 2.404945e+00,5.034618e-02 -6.733871e-02 2.361945e+00,4.734966e-02 -7.559989e-02 2.294485e+00,8.069491e-02 -1.043320e-01 2.230246e+00,7.537857e-02 -1.001393e-01 2.225631e+00,8.073109e-02 -9.565832e-02 2.225719e+00,8.807675e-02 -9.345558e-02 2.225990e+00,9.502301e-02 -9.190223e-02 2.225636e+00,1.034109e-01 -7.966726e-02 2.258212e+00,1.227435e-01 -1.267530e-01 2.405425e+00,1.383085e-01 -1.743502e-01 2.465718e+00,1.461198e-01 -2.074116e-01 2.490971e+00,1.623693e-01 -2.823179e-01 2.520629e+00,1.683727e-01 -3.317705e-01 2.535211e+00,1.718416e-01 -3.789611e-01 2.562384e+00,1.887006e-01 -4.788850e-01 2.589726e+00,1.748179e-01 -5.443995e-01 2.643829e+00,1.882100e-01 -5.829228e-01 2.669489e+00,1.979434e-01 -5.817701e-01 2.685918e+00,2.251120e-01 -5.907894e-01 2.707012e+00,2.446756e-01 -6.367657e-01 2.724523e+00,2.420727e-01 -6.459502e-01 2.739148e+00,2.363858e-01 -6.472259e-01 2.741824e+00,2.251203e-01 -6.520476e-01 2.746454e+00,2.179262e-01 -6.316276e-01 2.749791e+00,2.106708e-01 -6.374716e-01 2.745159e+00,2.105279e-01 -6.549627e-01 2.742842e+00,2.032521e-01 -6.484382e-01 2.736946e+00
-3.001241e-02 -6.050514e-01 2.725856e+00,-3.043085e-02 -6.040789e-01 2.725603e+00,-3.106202e-02 -6.032354e-01 2.725063e+00,-3.271344e-02 -6.041431e-01 2.723883e+00,-3.424012e-02 -6.027856e-01 2.722515e+00,-3.605394e-02 -6.035530e-01 2.721549e+00,-3.820112e-02 -6.016510e-01 2.720321e+00,-4.041262e-02 -6.038080e-01 2.719249e+00,-4.232976e-02 -6.035680e-01 2.718696e+00,-4.363728e-02 -6.022825e-01 2.717901e+00,-4.498487e-02 -6.036175e-01 2.717178e+00,-4.575920e-02 -6.060315e-01 2.717659e+00,-4.635464e-02 -6.057602e-01 2.718317e+00,-4.673776e-02 -6.064435e-01 2.719180e+00,-4.786847e-02 -6.073626e-01 2.722634e+00,-4.829362e-02 -6.093903e-01 2.725321e+00,-5.005111e-02 -6.156090e-01 2.733396e+00,-4.912329e-02 -6.179209e-01 2.736114e+00,-4.373822e-02 -6.243476e-01 2.739949e+00,-4.455667e-02 -6.278522e-01 2.741943e+00,-4.379459e-02 -6.289384e-01 2.742447e+00,-4.402960e-02 -6.307964e-01 2.742723e+00,-4.411735e-02 -6.311392e-01 2.743157e+00,-4.416743e-02 -6.311888e-01 2.743118e+00,-4.814970e-02 -6.302681e-01 2.744920e+00,-5.292341e-02 -6.230332e-01 2.741543e+00,-5.374455e-02 -6.158253e-01 2.740051e+00,-5.383674e-02 -6.155803e-01 2.739662e+00,-5.295809e-02 -6.103989e-01 2.735601e+00,-5.258057e-02 -6.087433e-01 2.733254e+00,-5.226969e-02 -6.071812e-01 2.731163e+00,-5.359580e-02 -6.051234e-01 2.728968e+00,-5.316036e-02 -6.062846e-01 2.727932e+00,-5.122053e-02 -6.088337e-01 2.725976e+00,-5.083222e-02 -6.087113e-01 2.725612e+00,-5.069588e-02 -6.082871e-01 2.724985e+00,-4.933229e-02 -6.082426e-01 2.724178e+00,-4.917716e-02 -6.079489e-01 2.723799e+00,-4.797266e-02 -6.061100e-01 2.722981e+00,-4.755237e-02 -6.061833e-01 2.723248e+00,-4.697611e-02 -6.057441e-01 2.724073e+00,-4.448828e-02 -6.036972e-01 2.724882e+00,-4.441852e-02 -6.038121e-01 2.724891e+00,-4.241404e-02 -6.061580e-01 2.725502e+00
9.832959e-03 -9.214817e-01 2.739934e+00,9.771760e-03 -9.214936e-01 2.739979e+00,9.691786e-03 -9.214851e-01 2.740025e+00,9.058265e-03 -9.211611e-01 2.739985e+00,8.951278e-03 -9.210914e-01 2.739939e+00,8.992418e-03 -9.211609e-01 2.740052e+00,8.952678e-03 -9.211652e-01 2.740022e+00,8.773049e-03 -9.213106e-01 2.739959e+00,9.256528e-03 -9.219201e-01 2.739953e+00,9.367318e-03 -9.216400e-01 2.739888e+00,9.628075e-03 -9.219052e-01 2.739803e+00,9.561407e-03 -9.223137e-01 2.739877e+00,9.524408e-03 -9.220726e-01 2.739658e+00,9.455564e-03 -9.216565e-01 2.739413e+00,9.554219e-03 -9.218662e-01 2.739367e+00,9.463617e-03 -9.220209e-01 2.739475e+00,9.636455e-03 -9.232708e-01 2.740167e+00,9.689501e-03 -9.232082e-01 2.740205e+00,1.090827e-02 -9.240382e-01 2.741080e+00,1.164942e-02 -9.266644e-01 2.742661e+00,1.334976e-02 -9.279009e-01 2.743128e+00,1.371329e-02 -9.286111e-01 2.743668e+00,1.307232e-02 -9.296558e-01 2.744565e+00,1.289289e-02 -9.295641e-01 2.744590e+00,1.235164e-02 -9.285802e-01 2.744521e+00,1.090641e-02 -9.275931e-01 2.744046e+00,9.973468e-03 -9.274740e-01 2.744063e+00,1.001538e-02 -9.269525e-01 2.743730e+00,9.789295e-03 -9.261085e-01 2.743048e+00,9.558736e-03 -9.258813e-01 2.743046e+00,9.327256e-03 -9.257105e-01 2.742885e+00,8.747658e-03 -9.253632e-01 2.742729e+00,8.717851e-03 -9.254057e-01 2.742839e+00,8.265791e-03 -9.248781e-01 2.742547e+00,7.906892e-03 -9.245988e-01 2.742176e+00,7.331506e-03 -9.246758e-01 2.741818e+00,6.591746e-03 -9.241364e-01 2.740597e+00,6.012905e-03 -9.234859e-01 2.740069e+00,5.310981e-03 -9.226147e-01 2.739621e+00,5.132662e-03 -9.228545e-01 2.739568e+00,5.058163e-03 -9.235595e-01 2.739744e+00,3.199910e-03 -9.236849e-01 2.739669e+00,2.405802e-03 -9.238947e-01 2.739335e+00,2.104495e-03 -9.236513e-01 2.739395e+00
-1.191846e-02 -1.203664e+00 2.762799e+00,-1.108622e-02 -1.204615e+00 2.762481e+00,-2.968616e-02 -1.243239e+00 2.726436e+00,-4.912038e-03 -1.206772e+00 2.763088e+00,-6.505434e-03 -1.206567e+00 2.762680e+00,-8.212206e-03 -1.207606e+00 2.760735e+00,-8.286733e-03 -1.207780e+00 2.760400e+00,-8.137536e-03 -1.207834e+00 2.760559e+00,-7.069762e-03 -1.210655e+00 2.759912e+00,-7.160651e-03 -1.211136e+00 2.760000e+00,-7.753377e-03 -1.210811e+00 2.760016e+00,-8.156721e-03 -1.211114e+00 2.759617e+00,-7.447976e-03 -1.211175e+00 2.760343e+00,-7.330642e-03 -1.211661e+00 2.759955e+00,-8.208279e-03 -1.211283e+00 2.759949e+00,-8.074311e-03 -1.211721e+00 2.760241e+00,-7.175818e-03 -1.213287e+00 2.759158e+00,-6.834059e-03 -1.213490e+00 2.759308e+00,-6.937935e-03 -1.213555e+00 2.759158e+00,-6.201277e-03 -1.214479e+00 2.758916e+00,-5.335464e-03 -1.216266e+00 2.758502e+00,-5.334895e-03 -1.216462e+00 2.758581e+00,-5.319240e-03 -1.219599e+00 2.755828e+00,-4.989010e-03 -1.220565e+00 2.755692e+00,-7.222535e-03 -1.216511e+00 2.757487e+00,-9.501825e-03 -1.212943e+00 2.759257e+00,-9.775968e-03 -1.213122e+00 2.759167e+00,-1.002996e-02 -1.212374e+00 2.759657e+00,-7.488028e-03 -1.217484e+00 2.756008e+00,-7.227550e-03 -1.217632e+00 2.754999e+00,-1.978016e-02 -1.243632e+00 2.734314e+00,-5.035280e-03 -1.237228e+00 2.737201e+00,-4.865409e-03 -1.218432e+00 2.753851e+00,-7.893502e-03 -1.213084e+00 2.756819e+00,-7.942062e-03 -1.213105e+00 2.756913e+00,-8.012746e-03 -1.212700e+00 2.756913e+00,-1.050419e-02 -1.208665e+00 2.757618e+00,-2.299486e-02 -1.239846e+00 2.732219e+00,-1.203210e-02 -1.240502e+00 2.731351e+00,-9.942092e-03 -1.215409e+00 2.753010e+00,-1.000741e-02 -1.214935e+00 2.754299e+00,-9.502550e-03 -1.214617e+00 2.756917e+00,-1.147763e-02 -1.212462e+00 2.756917e+00,-1.846991e-02 -1.214980e+00 2.756247e+00
1.092474e-02 -1.268645e+00 2.616250e+00,9.733592e-03 -1.268463e+00 2.617078e+00,1.516109e-02 -1.272569e+00 2.608418e+00,1.205334e-02 -1.268489e+00 2.617131e+00,2.581236e-03 -1.258835e+00 2.602669e+00,1.586230e-02 -1.266258e+00 2.606145e+00,-4.185023e-03 -1.258881e+00 2.599576e+00,1.314631e-02 -1.266493e+00 2.605469e+00,1.404837e-02 -1.267468e+00 2.616663e+00,1.514080e-02 -1.267841e+00 2.617816e+00,1.533614e-02 -1.267656e+00 2.622398e+00,1.388606e-02 -1.266186e+00 2.609073e+00,1.632389e-02 -1.266947e+00 2.613565e+00,1.420888e-02 -1.267738e+00 2.617659e+00,1.274984e-02 -1.268090e+00 2.621319e+00,8.049645e-04 -1.258433e+00 2.597538e+00,1.062643e-02 -1.269705e+00 2.616285e+00,1.103326e-02 -1.269441e+00 2.616881e+00,1.154484e-02 -1.269236e+00 2.617130e+00,9.234153e-03 -1.268202e+00 2.613736e+00,1.067727e-02 -1.268004e+00 2.618545e+00,1.202912e-02 -1.267385e+00 2.620387e+00,8.407820e-03 -1.267705e+00 2.619512e+00,9.526218e-03 -1.267683e+00 2.620450e+00,1.487278e-02 -1.267130e+00 2.621366e+00,1.349849e-02 -1.266982e+00 2.620458e+00,1.276845e-02 -1.267005e+00 2.620977e+00,1.270473e-02 -1.267050e+00 2.620680e+00,1.467252e-02 -1.267354e+00 2.620457e+00,1.589624e-02 -1.267868e+00 2.620561e+00,2.035750e-02 -1.270796e+00 2.612873e+00,1.740361e-02 -1.271312e+00 2.613092e+00,1.547210e-02 -1.267614e+00 2.620827e+00,1.713568e-02 -1.267677e+00 2.620362e+00,1.489460e-02 -1.268188e+00 2.617332e+00,1.167822e-02 -1.268585e+00 2.614403e+00,1.007121e-02 -1.266583e+00 2.601889e+00,1.511849e-02 -1.268645e+00 2.610698e+00,1.777776e-02 -1.271029e+00 2.607659e+00,1.881288e-02 -1.268914e+00 2.606229e+00,1.558243e-02 -1.269335e+00 2.604997e+00,1.776714e-02 -1.269514e+00 2.615038e+00,1.757724e-02 -1.268972e+00 2.618927e+00,1.175566e-02 -1.269463e+00 2.610001e+00
1.062326e-01 -6.107134e-01 2.735931e+00,1.060452e-01 -6.105939e-01 2.735825e+00,1.056302e-01 -6.104531e-01 2.735472e+00,1.039753e-01 -6.099417e-01 2.734758e+00,1.031460e-01 -6.099666e-01 2.734097e+00,1.009104e-01 -6.095282e-01 2.732772e+00,9.976502e-02 -6.094717e-01 2.732157e+00,9.775630e-02 -6.094455e-01 2.731529e+00,9.522443e-02 -6.097077e-01 2.730472e+00,9.444728e-02 -6.098675e-01 2.730293e+00,9.344678e-02 -6.104655e-01 2.729528e+00,9.250312e-02 -6.109488e-01 2.727309e+00,9.192576e-02 -6.112046e-01 2.726371e+00,9.131580e-02 -6.115335e-01 2.724893e+00,9.044837e-02 -6.121768e-01 2.722603e+00,9.007289e-02 -6.131057e-01 2.720680e+00,8.924991e-02 -6.181640e-01 2.718159e+00,8.959646e-02 -6.210784e-01 2.716403e+00,9.528790e-02 -6.245757e-01 2.716613e+00,9.148413e-02 -6.314555e-01 2.716029e+00,9.192785e-02 -6.315770e-01 2.715509e+00,9.174248e-02 -6.317655e-01 2.715279e+00,9.166486e-02 -6.317391e-01 2.715170e+00,9.080300e-02 -6.331091e-01 2.714973e+00,8.479067e-02 -6.320739e-01 2.713048e+00,8.303478e-02 -6.278377e-01 2.714519e+00,8.287092e-02 -6.241207e-01 2.716880e+00,8.285882e-02 -6.223667e-01 2.717126e+00,8.377336e-02 -6.172487e-01 2.720327e+00,8.415488e-02 -6.163830e-01 2.720885e+00,8.459055e-02 -6.146629e-01 2.721512e+00,8.330689e-02 -6.130514e-01 2.722877e+00,8.372492e-02 -6.122947e-01 2.724124e+00,8.543605e-02 -6.118533e-01 2.725802e+00,8.587473e-02 -6.115857e-01 2.726323e+00,8.600331e-02 -6.111857e-01 2.727079e+00,8.733545e-02 -6.107710e-01 2.728080e+00,8.753357e-02 -6.103152e-01 2.728815e+00,8.845401e-02 -6.099632e-01 2.729642e+00,8.850222e-02 -6.106038e-01 2.731658e+00,8.882413e-02 -6.109238e-01 2.732712e+00,9.172616e-02 -6.106099e-01 2.736089e+00,9.170920e-02 -6.105062e-01 2.736232e+00,9.285156e-02 -6.104816e-01 2.737217e+00
3.333828e-02 -9.354087e-01 2.747581e+00,3.331222e-02 -9.346389e-01 2.747497e+00,3.325827e-02 -9.345813e-01 2.747348e+00,3.253944e-02 -9.356191e-01 2.747652e+00,3.246370e-02 -9.356615e-01 2.747618e+00,3.132171e-02 -9.375772e-01 2.747294e+00,3.155581e-02 -9.364204e-01 2.746925e+00,3.213409e-02 -9.356307e-01 2.746330e+00,3.173320e-02 -9.353585e-01 2.745930e+00,3.166028e-02 -9.345947e-01 2.745808e+00,3.151156e-02 -9.344183e-01 2.745353e+00,3.106367e-02 -9.346731e-01 2.744581e+00,3.136090e-02 -9.332801e-01 2.743959e+00,3.139264e-02 -9.332767e-01 2.743930e+00,3.135851e-02 -9.336794e-01 2.743949e+00,3.075919e-02 -9.354050e-01 2.744511e+00,3.297639e-02 -9.377949e-01 2.745634e+00,3.314584e-02 -9.381976e-01 2.745748e+00,3.443121e-02 -9.418362e-01 2.747164e+00,3.516328e-02 -9.449249e-01 2.749030e+00,3.646026e-02 -9.425084e-01 2.748523e+00,4.060325e-02 -9.393301e-01 2.748134e+00,4.076330e-02 -9.391363e-01 2.748182e+00,4.022035e-02 -9.396074e-01 2.748019e+00,3.957837e-02 -9.394113e-01 2.747603e+00,3.617797e-02 -9.393879e-01 2.747837e+00,3.352376e-02 -9.387146e-01 2.747688e+00,3.362724e-02 -9.366540e-01 2.747124e+00,3.388243e-02 -9.329857e-01 2.747054e+00,3.370114e-02 -9.330570e-01 2.747043e+00,3.188844e-02 -9.356889e-01 2.746990e+00,3.114213e-02 -9.364740e-01 2.747357e+00,3.093075e-02 -9.354032e-01 2.747290e+00,3.001858e-02 -9.349027e-01 2.746709e+00,3.019249e-02 -9.338359e-01 2.746449e+00,2.991003e-02 -9.336022e-01 2.746315e+00,2.748802e-02 -9.361401e-01 2.745831e+00,2.697561e-02 -9.365621e-01 2.745880e+00,2.698007e-02 -9.356781e-01 2.745478e+00,2.645988e-02 -9.362682e-01 2.745410e+00,2.647374e-02 -9.360740e-01 2.745380e+00,2.573450e-02 -9.371113e-01 2.745806e+00,2.682881e-02 -9.350650e-01 2.745193e+00,2.738959e-02 -9.342748e-01 2.745516e+00
4.941916e-02 -1.221501e+00 2.760872e+00,5.008430e-02 -1.218952e+00 2.762854e+00,5.094485e-02 -1.217549e+00 2.762094e+00,5.084191e-02 -1.217376e+00 2.761949e+00,5.075856e-02 -1.218761e+00 2.760554e+00,5.168138e-02 -1.223679e+00 2.757982e+00,5.123239e-02 -1.223640e+00 2.756917e+00,5.118673e-02 -1.223664e+00 2.756915e+00,5.047673e-02 -1.222849e+00 2.756507e+00,5.052581e-02 -1.216953e+00 2.761195e+00,5.077619e-02 -1.218639e+00 2.757926e+00,5.045041e-02 -1.216354e+00 2.759753e+00,5.992010e-02 -1.240146e+00 2.735062e+00,5.243039e-02 -1.226927e+00 2.748990e+00,5.257377e-02 -1.226021e+00 2.750135e+00,5.203761e-02 -1.225516e+00 2.750803e+00,5.199981e-02 -1.230148e+00 2.743301e+00,5.223714e-02 -1.227902e+00 2.745787e+00,5.254387e-02 -1.225445e+00 2.748166e+00,5.377750e-02 -1.218641e+00 2.756921e+00,5.379293e-02 -1.218623e+00 2.756219e+00,5.341545e-02 -1.218195e+00 2.755990e+00,5.368813e-02 -1.217699e+00 2.756085e+00,5.371726e-02 -1.217827e+00 2.755859e+00,5.435918e-02 -1.219021e+00 2.754586e+00,5.572706e-02 -1.224903e+00 2.749693e+00,5.379202e-02 -1.222420e+00 2.752818e+00,5.400223e-02 -1.221457e+00 2.752838e+00,5.294639e-02 -1.230627e+00 2.745662e+00,6.002214e-02 -1.237609e+00 2.736783e+00,5.263938e-02 -1.215451e+00 2.761261e+00,6.491758e-02 -1.241826e+00 2.729631e+00,5.377824e-02 -1.230641e+00 2.746801e+00,5.076881e-02 -1.226786e+00 2.751433e+00,5.011508e-02 -1.225973e+00 2.751960e+00,4.967289e-02 -1.225641e+00 2.752589e+00,4.763362e-02 -1.221484e+00 2.759554e+00,4.710878e-02 -1.221120e+00 2.759449e+00,4.703385e-02 -1.220962e+00 2.759411e+00,4.688464e-02 -1.221329e+00 2.758514e+00,4.706503e-02 -1.221405e+00 2.758673e+00,4.750793e-02 -1.221208e+00 2.758016e+00,4.720758e-02 -1.220807e+00 2.758313e+00,4.649592e-02 -1.220963e+00 2.758350e+00
5.190745e-02 -1.267119e+00 2.620076e+00,4.849622e-02 -1.266656e+00 2.623416e+00,4.823364e-02 -1.266981e+00 2.622933e+00,5.606438e-02 -1.267686e+00 2.626058e+00,4.878889e-02 -1.268104e+00 2.617103e+00,4.643244e-02 -1.268735e+00 2.616283e+00,3.243915e-02 -1.267196e+00 2.594388e+00,4.514841e-02 -1.266348e+00 2.601419e+00,4.434130e-02 -1.267049e+00 2.605741e+00,4.383652e-02 -1.267298e+00 2.606989e+00,4.464941e-02 -1.267806e+00 2.611469e+00,4.512056e-02 -1.268088e+00 2.613690e+00,4.496752e-02 -1.271794e+00 2.608268e+00,4.629187e-02 -1.267944e+00 2.616371e+00,4.582610e-02 -1.267593e+00 2.620344e+00,4.385781e-02 -1.267172e+00 2.611525e+00,4.565913e-02 -1.267726e+00 2.610386e+00,4.633723e-02 -1.268563e+00 2.614784e+00,4.680550e-02 -1.268664e+00 2.615034e+00,4.819875e-02 -1.268345e+00 2.610592e+00,4.830284e-02 -1.268642e+00 2.613710e+00,4.752618e-02 -1.268690e+00 2.604401e+00,4.670171e-02 -1.268670e+00 2.603695e+00,4.503911e-02 -1.268628e+00 2.609959e+00,4.824332e-02 -1.269159e+00 2.614620e+00,4.860367e-02 -1.268606e+00 2.612216e+00,4.785705e-02 -1.267605e+00 2.612623e+00,4.700286e-02 -1.267465e+00 2.612169e+00,4.713771e-02 -1.267446e+00 2.612653e+00,4.661572e-02 -1.269342e+00 2.609774e+00,4.722993e-02 -1.267478e+00 2.613494e+00,4.498758e-02 -1.271657e+00 2.602865e+00,4.700725e-02 -1.267110e+00 2.612442e+00,4.671108e-02 -1.267946e+00 2.615707e+00,4.462396e-02 -1.267867e+00 2.614770e+00,4.415645e-02 -1.267751e+00 2.622781e+00,5.396413e-02 -1.267244e+00 2.608971e+00,4.989207e-02 -1.266087e+00 2.604537e+00,4.894552e-02 -1.266319e+00 2.614633e+00,4.981885e-02 -1.266976e+00 2.614424e+00,4.962751e-02 -1.267362e+00 2.613365e+00,4.527381e-02 -1.266302e+00 2.611788e+00,4.530700e-02 -1.266313e+00 2.611841e+00,4.711380e-02 -1.266979e+00 2.613314e+00
4.488894e-02 -1.186056e-01 2.777139e+00,4.458149e-02 -1.187232e-01 2.776909e+00,4.470098e-02 -1.187108e-01 2.776949e+00,4.406631e-02 -1.181438e-01 2.776577e+00,4.346062e-02 -1.179389e-01 2.776977e+00,4.330773e-02 -1.175155e-01 2.776270e+00,4.327760e-02 -1.175429e-01 2.776244e+00,4.305399e-02 -1.174549e-01 2.776188e+00,4.295889e-02 -1.173877e-01 2.775922e+00,4.293708e-02 -1.173578e-01 2.775906e+00,4.314933e-02 -1.171587e-01 2.775424e+00,4.390910e-02 -1.168577e-01 2.774868e+00,4.390359e-02 -1.167099e-01 2.774893e+00,4.232778e-02 -1.163671e-01 2.775593e+00,4.273510e-02 -1.132416e-01 2.776076e+00,4.024813e-02 -1.128501e-01 2.777351e+00,3.656096e-02 -1.129065e-01 2.777607e+00,3.562998e-02 -1.125063e-01 2.777629e+00,3.527578e-02 -1.121007e-01 2.777986e+00,3.450171e-02 -1.128061e-01 2.780882e+00,3.424831e-02 -1.130077e-01 2.781559e+00,3.321029e-02 -1.135354e-01 2.782107e+00,3.273710e-02 -1.135586e-01 2.782647e+00,3.241751e-02 -1.139425e-01 2.783209e+00,3.259195e-02 -1.149352e-01 2.783518e+00,3.292758e-02 -1.153114e-01 2.781883e+00,3.359972e-02 -1.155879e-01 2.780359e+00,3.344193e-02 -1.157205e-01 2.780298e+00,3.282483e-02 -1.156194e-01 2.779040e+00,3.265981e-02 -1.162977e-01 2.776882e+00,3.231245e-02 -1.165724e-01 2.775508e+00,3.200322e-02 -1.160343e-01 2.773041e+00,3.206097e-02 -1.159580e-01 2.772718e+00,3.278431e-02 -1.164055e-01 2.771667e+00,3.249713e-02 -1.165699e-01 2.772433e+00,3.276126e-02 -1.163743e-01 2.772294e+00,3.253297e-02 -1.163217e-01 2.772140e+00,3.252276e-02 -1.163168e-01 2.772111e+00,3.264296e-02 -1.162728e-01 2.772241e+00,3.250393e-02 -1.164961e-01 2.772422e+00,3.282974e-02 -1.165456e-01 2.772892e+00,3.299480e-02 -1.161669e-01 2.774045e+00,3.278803e-02 -1.161963e-01 2.774234e+00,3.268924e-02 -1.161369e-01 2.774712e+00
-1.378131e-01 -6.693085e-01 2.649563e+00,-1.398065e-01 -6.678292e-01 2.642431e+00,-1.382013e-01 -6.697492e-01 2.652550e+00,-1.369011e-01 -6.693535e-01 2.646031e+00,-1.400846e-01 -6.698814e-01 2.651257e+00,-1.441635e-01 -6.623227e-01 2.646608e+00,-1.405776e-01 -6.623229e-01 2.643336e+00,-1.445508e-01 -6.628755e-01 2.646286e+00,-1.411422e-01 -6.673189e-01 2.640430e+00,-1.491931e-01 -6.627264e-01 2.644177e+00,-1.416912e-01 -6.614115e-01 2.638893e+00,-1.407913e-01 -6.604782e-01 2.637870e+00,-1.409358e-01 -6.610581e-01 2.640204e+00,-1.406018e-01 -6.595599e-01 2.634204e+00,-1.439160e-01 -6.599010e-01 2.634411e+00,-1.439518e-01 -6.600902e-01 2.635161e+00,-1.456282e-01 -6.604715e-01 2.635178e+00,-1.442142e-01 -6.612790e-01 2.639911e+00,-1.417460e-01 -6.615536e-01 2.639465e+00,-1.420162e-01 -6.629153e-01 2.646272e+00,-1.457976e-01 -6.529536e-01 2.637758e+00,-1.333075e-01 -6.554480e-01 2.639934e+00,-1.294850e-01 -6.559165e-01 2.641331e+00,-9.891258e-02 -6.954308e-01 2.665815e+00,-1.480919e-01 -6.616881e-01 2.661929e+00,-1.537528e-01 -6.674331e-01 2.662476e+00,-1.537410e-01 -6.681368e-01 2.664908e+00,-1.532314e-01 -6.650557e-01 2.653033e+00,-1.433222e-01 -6.721925e-01 2.654028e+00,-1.412502e-01 -6.698555e-01 2.646696e+00,-1.418760e-01 -6.694592e-01 2.642457e+00,-1.474515e-01 -6.724405e-01 2.657655e+00,-1.481783e-01 -6.735761e-01 2.663550e+00,-1.533902e-01 -6.729683e-01 2.655915e+00,-1.530982e-01 -6.738912e-01 2.660172e+00,-1.533100e-01 -6.725732e-01 2.654359e+00,-1.526668e-01 -6.698122e-01 2.643470e+00,-1.524318e-01 -6.687993e-01 2.639470e+00,-1.519241e-01 -6.707886e-01 2.649276e+00,-1.516901e-01 -6.698393e-01 2.645527e+00,-1.516844e-01 -6.697769e-01 2.645277e+00,-1.533710e-01 -6.703189e-01 2.645883e+00,-1.495384e-01 -6.713392e-01 2.649935e+00,-1.513847e-01 -6.716661e-01 2.655052e+00
