3.294969e-02 -6.120875e-01 2.777752e+00,3.257850e-02 -6.122562e-01 2.778181e+00,3.238930e-02 -6.125286e-01 2.778411e+00,3.192833e-02 -6.126171e-01 2.778635e+00,3.168076e-02 -6.125092e-01 2.778684e+00,2.826060e-02 -6.122763e-01 2.779118e+00,2.226979e-02 -6.111707e-01 2.779370e+00,2.090728e-02 -6.111618e-01 2.779494e+00,2.013062e-02 -6.111540e-01 2.779926e+00,1.836372e-02 -6.093881e-01 2.782415e+00,1.686002e-02 -6.149980e-01 2.784184e+00,1.746146e-02 -6.173092e-01 2.784883e+00,1.728217e-02 -6.180519e-01 2.784904e+00,1.385695e-02 -6.229369e-01 2.786120e+00,1.231874e-02 -6.268024e-01 2.786048e+00,1.215606e-02 -6.279748e-01 2.785397e+00,1.182060e-02 -6.291159e-01 2.784348e+00,1.338894e-02 -6.295941e-01 2.783369e+00,1.420800e-02 -6.228357e-01 2.782644e+00,1.339441e-02 -6.232514e-01 2.782357e+00,1.011899e-02 -6.205338e-01 2.781772e+00,9.402773e-03 -6.155556e-01 2.781538e+00,7.867467e-03 -6.130258e-01 2.781829e+00,6.319402e-03 -6.114416e-01 2.781823e+00,6.302704e-03 -6.105371e-01 2.781360e+00,6.303935e-03 -6.101881e-01 2.780888e+00,5.485207e-03 -6.098918e-01 2.780198e+00,5.433136e-03 -6.101619e-01 2.779660e+00,5.873961e-03 -6.098570e-01 2.779384e+00,7.112349e-03 -6.102027e-01 2.778454e+00,7.684440e-03 -6.103058e-01 2.778158e+00,7.963937e-03 -6.116366e-01 2.777787e+00,8.063708e-03 -6.117673e-01 2.777655e+00,8.303951e-03 -6.118025e-01 2.777293e+00,1.031333e-02 -6.133376e-01 2.775896e+00,1.082152e-02 -6.133150e-01 2.775756e+00,1.378935e-02 -6.135284e-01 2.775065e+00,1.479751e-02 -6.134909e-01 2.774519e+00,1.732113e-02 -6.120838e-01 2.774305e+00,2.004343e-02 -6.116932e-01 2.773984e+00,2.383454e-02 -6.118003e-01 2.773614e+00,2.622678e-02 -6.122367e-01 2.773519e+00,2.690840e-02 -6.119397e-01 2.773172e+00,2.685253e-02 -6.117523e-01 2.772984e+00,2.864958e-02 -6.117482e-01 2.771797e+00,2.897576e-02 -6.128314e-01 2.771520e+00,2.968283e-02 -6.129221e-01 2.770748e+00
1.974647e-01 -6.135498e-01 2.699910e+00,1.981833e-01 -6.128163e-01 2.699964e+00,1.977188e-01 -6.138811e-01 2.699038e+00,1.964483e-01 -6.120199e-01 2.700171e+00,1.899296e-01 -6.063255e-01 2.684847e+00,1.759891e-01 -5.857208e-01 2.673265e+00,1.580182e-01 -5.190024e-01 2.594061e+00,1.323202e-01 -4.509856e-01 2.563868e+00,1.136889e-01 -3.597384e-01 2.541422e+00,6.579611e-02 -2.155852e-01 2.511981e+00,4.788936e-02 -1.470079e-01 2.506560e+00,-2.234625e-02 -1.510496e-02 2.497755e+00,-2.850842e-02 -9.365805e-04 2.500350e+00,-5.474835e-02 2.989263e-02 2.499485e+00,-8.032725e-02 2.713319e-02 2.491524e+00,-8.891033e-02 4.790552e-03 2.485429e+00,-9.966097e-02 -5.433216e-02 2.465879e+00,-9.477334e-02 -9.935931e-02 2.458630e+00,-2.717372e-02 -9.914209e-02 2.434214e+00,4.155936e-02 -5.392290e-02 2.427923e+00,1.790629e-01 7.564503e-02 2.395350e+00,2.336624e-01 1.298209e-01 2.405016e+00,2.829082e-01 1.599986e-01 2.432317e+00,3.434809e-01 1.694453e-01 2.477704e+00,3.519727e-01 1.596753e-01 2.475281e+00,3.527826e-01 1.508954e-01 2.473933e+00,3.499807e-01 1.262061e-01 2.470208e+00,3.359342e-01 4.428190e-02 2.470302e+00,3.342898e-01 1.616178e-02 2.464015e+00,3.222061e-01 -8.345687e-02 2.470228e+00,3.171559e-01 -1.390982e-01 2.471353e+00,3.142755e-01 -2.539254e-01 2.459536e+00,3.139221e-01 -3.140973e-01 2.471936e+00,3.066480e-01 -3.796828e-01 2.497476e+00,2.897920e-01 -5.006956e-01 2.541089e+00,2.792329e-01 -5.479321e-01 2.577271e+00,2.561059e-01 -6.126759e-01 2.646378e+00,2.478219e-01 -6.201457e-01 2.679869e+00,2.373958e-01 -6.218844e-01 2.708491e+00,2.248479e-01 -6.526229e-01 2.742278e+00,2.197884e-01 -6.530449e-01 2.747383e+00,2.229903e-01 -6.417670e-01 2.757851e+00,2.219187e-01 -6.494464e-01 2.751599e+00,2.246163e-01 -6.336606e-01 2.753019e+00,2.236584e-01 -6.351978e-01 2.748107e+00,2.258699e-01 -6.527154e-01 2.740739e+00,2.215634e-01 -6.362875e-01 2.735332e+00
-3.600551e-02 -6.017497e-01 2.740349e+00,-3.633576e-02 -6.022760e-01 2.740811e+00,-3.648622e-02 -6.027533e-01 2.740993e+00,-3.684314e-02 -6.027260e-01 2.741115e+00,-3.704023e-02 -6.025519e-01 2.741207e+00,-4.102543e-02 -6.014057e-01 2.741727e+00,-4.709724e-02 -5.989188e-01 2.741812e+00,-4.810446e-02 -5.991043e-01 2.742135e+00,-4.881457e-02 -5.994497e-01 2.742945e+00,-5.028914e-02 -5.997182e-01 2.747680e+00,-5.299478e-02 -6.113009e-01 2.755271e+00,-5.182904e-02 -6.144227e-01 2.760035e+00,-5.222270e-02 -6.145838e-01 2.761307e+00,-5.561437e-02 -6.203740e-01 2.765008e+00,-5.664609e-02 -6.246766e-01 2.765883e+00,-5.677182e-02 -6.257674e-01 2.766017e+00,-5.730883e-02 -6.260126e-01 2.765189e+00,-5.501044e-02 -6.275051e-01 2.764229e+00,-5.191956e-02 -6.179311e-01 2.764885e+00,-5.339310e-02 -6.189165e-01 2.763938e+00,-5.722112e-02 -6.173694e-01 2.760819e+00,-5.745917e-02 -6.131749e-01 2.759862e+00,-5.931387e-02 -6.087149e-01 2.758815e+00,-6.041798e-02 -6.065521e-01 2.758629e+00,-6.055463e-02 -6.044708e-01 2.756589e+00,-6.065467e-02 -6.038130e-01 2.755489e+00,-6.163199e-02 -6.030410e-01 2.753082e+00,-6.163985e-02 -6.030700e-01 2.749816e+00,-6.112807e-02 -6.023296e-01 2.748863e+00,-6.008558e-02 -6.017022e-01 2.746386e+00,-5.965557e-02 -6.017272e-01 2.745971e+00,-5.953178e-02 -6.037971e-01 2.745251e+00,-5.948680e-02 -6.038616e-01 2.744968e+00,-5.931719e-02 -6.037834e-01 2.744366e+00,-5.741885e-02 -6.064982e-01 2.742379e+00,-5.701397e-02 -6.062707e-01 2.742166e+00,-5.446770e-02 -6.060680e-01 2.741144e+00,-5.373727e-02 -6.057668e-01 2.740739e+00,-5.103981e-02 -6.032658e-01 2.740343e+00,-4.826521e-02 -6.017294e-01 2.739206e+00,-4.468569e-02 -6.018943e-01 2.738692e+00,-4.224753e-02 -6.026935e-01 2.738486e+00,-4.150082e-02 -6.022707e-01 2.737913e+00,-4.172513e-02 -6.016592e-01 2.737471e+00,-3.957495e-02 -6.018184e-01 2.735231e+00,-3.923940e-02 -6.046277e-01 2.734914e+00,-3.836597e-02 -6.045688e-01 2.733754e+00
6.159644e-03 -9.250129e-01 2.753878e+00,5.959789e-03 -9.250385e-01 2.754247e+00,5.956872e-03 -9.250340e-01 2.754255e+00,5.920925e-03 -9.250255e-01 2.754272e+00,5.801289e-03 -9.251685e-01 2.754452e+00,5.846842e-03 -9.252970e-01 2.754601e+00,5.708539e-03 -9.255841e-01 2.754809e+00,5.697127e-03 -9.259523e-01 2.754987e+00,5.554406e-03 -9.259977e-01 2.755097e+00,4.904580e-03 -9.264511e-01 2.755805e+00,5.005396e-03 -9.266921e-01 2.756338e+00,6.054591e-03 -9.281064e-01 2.757888e+00,6.213948e-03 -9.283775e-01 2.758139e+00,6.812893e-03 -9.290949e-01 2.758821e+00,8.211026e-03 -9.294822e-01 2.759545e+00,8.699800e-03 -9.297636e-01 2.759458e+00,9.134918e-03 -9.299955e-01 2.759362e+00,9.147305e-03 -9.302481e-01 2.759153e+00,9.725995e-03 -9.305862e-01 2.758628e+00,9.673640e-03 -9.307044e-01 2.758521e+00,9.837955e-03 -9.303538e-01 2.758301e+00,5.853150e-03 -9.212686e-01 2.754981e+00,5.607615e-03 -9.221179e-01 2.754961e+00,4.287969e-03 -9.235822e-01 2.755315e+00,3.507414e-03 -9.243760e-01 2.754993e+00,3.437386e-03 -9.244867e-01 2.754867e+00,3.124820e-03 -9.250067e-01 2.754558e+00,3.273566e-03 -9.252870e-01 2.754356e+00,3.271459e-03 -9.252855e-01 2.754313e+00,5.531921e-03 -9.341060e-01 2.754444e+00,4.790652e-03 -9.334086e-01 2.754498e+00,3.052719e-03 -9.309635e-01 2.754075e+00,2.080748e-03 -9.303168e-01 2.754192e+00,1.803707e-03 -9.287503e-01 2.753597e+00,-8.652491e-05 -9.234667e-01 2.750503e+00,3.914069e-04 -9.247697e-01 2.750902e+00,5.739469e-04 -9.228364e-01 2.750024e+00,1.763692e-03 -9.233857e-01 2.749855e+00,2.139848e-03 -9.236618e-01 2.749770e+00,2.025731e-03 -9.245075e-01 2.749793e+00,2.075858e-03 -9.241655e-01 2.749539e+00,2.252972e-03 -9.242757e-01 2.749166e+00,2.308944e-03 -9.240384e-01 2.748774e+00,1.904078e-03 -9.229689e-01 2.747801e+00,1.492587e-03 -9.225289e-01 2.746986e+00,1.465723e-03 -9.223334e-01 2.746644e+00,2.582369e-03 -9.222142e-01 2.745538e+00
-1.276328e-02 -1.207852e+00 2.761671e+00,-1.390495e-02 -1.206265e+00 2.761717e+00,-1.652328e-02 -1.204272e+00 2.763067e+00,-1.639754e-02 -1.204175e+00 2.763176e+00,-1.575079e-02 -1.204705e+00 2.763317e+00,-1.575003e-02 -1.204739e+00 2.763371e+00,-1.309785e-02 -1.208736e+00 2.764126e+00,-1.334117e-02 -1.208879e+00 2.764028e+00,-9.062903e-03 -1.213356e+00 2.759786e+00,-1.252859e-02 -1.211723e+00 2.759334e+00,-1.255724e-02 -1.211756e+00 2.759393e+00,-1.453210e-02 -1.210605e+00 2.759792e+00,-1.368817e-02 -1.211246e+00 2.760606e+00,-1.356050e-02 -1.212340e+00 2.760940e+00,-1.309878e-02 -1.212018e+00 2.760839e+00,-1.248809e-02 -1.213248e+00 2.760841e+00,-1.238674e-02 -1.213410e+00 2.760862e+00,-1.246531e-02 -1.213786e+00 2.760682e+00,-1.310360e-02 -1.216275e+00 2.755131e+00,-1.281638e-02 -1.215848e+00 2.755570e+00,-1.609169e-02 -1.213409e+00 2.757626e+00,-1.707014e-02 -1.212229e+00 2.757857e+00,-1.005689e-02 -1.237495e+00 2.728435e+00,-1.375948e-02 -1.214121e+00 2.758625e+00,-1.419575e-02 -1.213302e+00 2.759331e+00,-1.409073e-02 -1.213614e+00 2.759669e+00,-1.513169e-02 -1.210898e+00 2.759594e+00,-1.552759e-02 -1.211650e+00 2.758239e+00,-1.300183e-02 -1.214426e+00 2.756765e+00,-1.544151e-02 -1.209241e+00 2.758832e+00,-1.540095e-02 -1.209103e+00 2.759181e+00,-1.529117e-02 -1.210389e+00 2.759789e+00,-1.559884e-02 -1.209102e+00 2.760307e+00,-1.501099e-02 -1.209276e+00 2.760602e+00,-1.507947e-02 -1.208834e+00 2.761034e+00,-1.539273e-02 -1.208131e+00 2.760480e+00,-2.496612e-02 -1.182276e+00 2.763839e+00,-1.792832e-02 -1.197623e+00 2.760988e+00,-1.766157e-02 -1.200973e+00 2.760962e+00,-1.695698e-02 -1.201962e+00 2.761168e+00,-1.684928e-02 -1.201943e+00 2.760808e+00,-1.369061e-02 -1.206632e+00 2.761072e+00,-1.431832e-02 -1.209079e+00 2.761465e+00,-1.357545e-02 -1.209893e+00 2.761668e+00,-1.424195e-02 -1.211217e+00 2.761693e+00,-1.422465e-02 -1.211226e+00 2.761674e+00,-1.458554e-02 -1.211231e+00 2.760482e+00
1.340167e-02 -1.263022e+00 2.611762e+00,1.144255e-02 -1.264878e+00 2.614553e+00,1.193948e-02 -1.264574e+00 2.617682e+00,1.210983e-02 -1.264583e+00 2.616857e+00,6.918002e-03 -1.258408e+00 2.611642e+00,6.221616e-03 -1.258056e+00 2.611356e+00,1.242442e-02 -1.264369e+00 2.614669e+00,1.363672e-02 -1.264226e+00 2.616390e+00,1.505594e-02 -1.264106e+00 2.618256e+00,1.423117e-02 -1.264813e+00 2.623870e+00,1.300542e-02 -1.265419e+00 2.618299e+00,1.640905e-02 -1.264722e+00 2.621742e+00,1.212038e-02 -1.264699e+00 2.619740e+00,1.296194e-02 -1.265285e+00 2.624365e+00,1.373510e-02 -1.265067e+00 2.619705e+00,1.378788e-02 -1.265413e+00 2.622217e+00,1.396592e-02 -1.265169e+00 2.622241e+00,9.387029e-03 -1.261804e+00 2.628087e+00,1.114687e-02 -1.263506e+00 2.623176e+00,1.122507e-02 -1.264359e+00 2.625194e+00,1.173316e-02 -1.266755e+00 2.623741e+00,1.199567e-02 -1.266438e+00 2.624071e+00,1.824016e-02 -1.273317e+00 2.611114e+00,1.383843e-02 -1.266303e+00 2.626455e+00,1.113928e-02 -1.266641e+00 2.625250e+00,2.103746e-02 -1.266180e+00 2.622479e+00,1.513974e-02 -1.266947e+00 2.619257e+00,1.204681e-02 -1.268555e+00 2.628906e+00,1.284399e-02 -1.268139e+00 2.626828e+00,1.101929e-02 -1.268532e+00 2.628363e+00,1.146821e-02 -1.268434e+00 2.628619e+00,1.419009e-02 -1.267652e+00 2.625742e+00,1.418092e-02 -1.267618e+00 2.625782e+00,1.444027e-02 -1.267542e+00 2.625724e+00,-2.925802e-02 -1.256561e+00 2.604586e+00,1.819749e-02 -1.258647e+00 2.609128e+00,8.259479e-03 -1.256381e+00 2.627801e+00,1.156767e-02 -1.264421e+00 2.618382e+00,1.163903e-02 -1.266041e+00 2.618313e+00,1.183382e-02 -1.264332e+00 2.615294e+00,1.169451e-02 -1.264178e+00 2.614667e+00,1.057671e-02 -1.265662e+00 2.611932e+00,1.197272e-02 -1.265472e+00 2.613596e+00,1.183399e-02 -1.265480e+00 2.613691e+00,5.835972e-03 -1.259643e+00 2.605843e+00,1.337629e-02 -1.264129e+00 2.625447e+00,1.488678e-02 -1.266609e+00 2.614558e+00
1.009274e-01 -6.080807e-01 2.748736e+00,1.005100e-01 -6.079766e-01 2.749207e+00,1.002988e-01 -6.080590e-01 2.749475e+00,9.976301e-02 -6.082458e-01 2.749798e+00,9.943393e-02 -6.081525e-01 2.749791e+00,9.655944e-02 -6.086028e-01 2.750116e+00,9.081239e-02 -6.087680e-01 2.750456e+00,8.908316e-02 -6.085155e-01 2.750311e+00,8.816887e-02 -6.081921e-01 2.750471e+00,8.632097e-02 -6.057190e-01 2.752342e+00,8.560237e-02 -6.077361e-01 2.751073e+00,8.645034e-02 -6.100205e-01 2.746985e+00,8.629417e-02 -6.117013e-01 2.744115e+00,8.323186e-02 -6.140419e-01 2.742849e+00,8.138514e-02 -6.163437e-01 2.741309e+00,8.104029e-02 -6.173859e-01 2.738896e+00,8.105848e-02 -6.187832e-01 2.736982e+00,8.214865e-02 -6.182514e-01 2.735895e+00,8.073223e-02 -6.123369e-01 2.734012e+00,8.019707e-02 -6.125028e-01 2.734060e+00,7.726133e-02 -6.080666e-01 2.736370e+00,7.603058e-02 -6.027023e-01 2.736882e+00,7.464305e-02 -6.014491e-01 2.738031e+00,7.275262e-02 -6.008410e-01 2.738346e+00,7.279261e-02 -6.006267e-01 2.738586e+00,7.281937e-02 -6.005979e-01 2.738559e+00,7.206391e-02 -6.005475e-01 2.738843e+00,7.254984e-02 -6.012232e-01 2.740160e+00,7.309762e-02 -6.012734e-01 2.740579e+00,7.464410e-02 -6.025596e-01 2.741181e+00,7.535838e-02 -6.029546e-01 2.741353e+00,7.581101e-02 -6.043782e-01 2.741921e+00,7.597744e-02 -6.046879e-01 2.742044e+00,7.619032e-02 -6.048104e-01 2.741996e+00,7.804294e-02 -6.054603e-01 2.741529e+00,7.870462e-02 -6.056749e-01 2.741611e+00,8.198008e-02 -6.063211e-01 2.741660e+00,8.323079e-02 -6.066065e-01 2.741086e+00,8.557177e-02 -6.060488e-01 2.741154e+00,8.845408e-02 -6.067302e-01 2.741714e+00,9.205714e-02 -6.068380e-01 2.741636e+00,9.432094e-02 -6.070198e-01 2.741738e+00,9.488218e-02 -6.068433e-01 2.741606e+00,9.488415e-02 -6.068411e-01 2.741572e+00,9.633280e-02 -6.068755e-01 2.741195e+00,9.654906e-02 -6.070723e-01 2.741061e+00,9.711196e-02 -6.070358e-01 2.740614e+00
3.081322e-02 -9.430112e-01 2.762379e+00,3.098748e-02 -9.418302e-01 2.762573e+00,3.092373e-02 -9.417914e-01 2.762479e+00,3.122105e-02 -9.407300e-01 2.762501e+00,3.008889e-02 -9.436716e-01 2.762987e+00,2.963152e-02 -9.439088e-01 2.763147e+00,2.925545e-02 -9.411662e-01 2.763241e+00,2.916846e-02 -9.411149e-01 2.763212e+00,2.936188e-02 -9.407353e-01 2.763339e+00,2.961854e-02 -9.402868e-01 2.763686e+00,2.963888e-02 -9.404452e-01 2.763889e+00,2.854450e-02 -9.452882e-01 2.766746e+00,2.908778e-02 -9.449779e-01 2.766719e+00,2.909075e-02 -9.449773e-01 2.766779e+00,2.967621e-02 -9.437414e-01 2.766822e+00,3.001143e-02 -9.446756e-01 2.766772e+00,3.215043e-02 -9.425570e-01 2.765020e+00,3.232105e-02 -9.427538e-01 2.764576e+00,3.370278e-02 -9.448812e-01 2.763468e+00,3.393684e-02 -9.446130e-01 2.763201e+00,3.149924e-02 -9.431613e-01 2.762230e+00,2.937255e-02 -9.411162e-01 2.760839e+00,2.884363e-02 -9.412100e-01 2.760818e+00,2.828661e-02 -9.362447e-01 2.759790e+00,2.842242e-02 -9.356189e-01 2.759268e+00,2.763495e-02 -9.366816e-01 2.758848e+00,2.721159e-02 -9.354350e-01 2.758352e+00,2.634320e-02 -9.364115e-01 2.758440e+00,2.633394e-02 -9.361721e-01 2.758318e+00,2.506161e-02 -9.387423e-01 2.758804e+00,2.561136e-02 -9.380732e-01 2.758793e+00,2.595696e-02 -9.375863e-01 2.759189e+00,2.508581e-02 -9.390424e-01 2.759453e+00,2.523552e-02 -9.376062e-01 2.758608e+00,2.534806e-02 -9.380679e-01 2.758145e+00,2.552998e-02 -9.390379e-01 2.758218e+00,2.708576e-02 -9.388031e-01 2.757337e+00,2.743584e-02 -9.384961e-01 2.757281e+00,2.755164e-02 -9.385805e-01 2.757252e+00,2.785534e-02 -9.381288e-01 2.757023e+00,2.880272e-02 -9.358987e-01 2.755578e+00,2.922448e-02 -9.360456e-01 2.755057e+00,2.985333e-02 -9.351016e-01 2.753979e+00,2.995478e-02 -9.351822e-01 2.753919e+00,3.201158e-02 -9.390568e-01 2.753998e+00,3.198092e-02 -9.388644e-01 2.753751e+00,3.333391e-02 -9.393730e-01 2.753629e+00
4.999598e-02 -1.221186e+00 2.759206e+00,5.045002e-02 -1.223035e+00 2.758279e+00,5.051715e-02 -1.222958e+00 2.758213e+00,5.091583e-02 -1.222412e+00 2.759234e+00,5.101729e-02 -1.222003e+00 2.758883e+00,4.992605e-02 -1.222219e+00 2.758586e+00,6.804734e-02 -1.236413e+00 2.735170e+00,5.908726e-02 -1.228124e+00 2.748082e+00,5.600578e-02 -1.225648e+00 2.751576e+00,5.253839e-02 -1.221793e+00 2.758836e+00,5.214442e-02 -1.220512e+00 2.760446e+00,5.220963e-02 -1.220190e+00 2.760846e+00,6.481266e-02 -1.233574e+00 2.734081e+00,6.593971e-02 -1.257746e+00 2.683390e+00,4.992675e-02 -1.217690e+00 2.754987e+00,5.015289e-02 -1.218055e+00 2.754796e+00,5.146331e-02 -1.216367e+00 2.756649e+00,5.254044e-02 -1.212694e+00 2.759828e+00,5.285975e-02 -1.216750e+00 2.756780e+00,6.776774e-02 -1.236434e+00 2.735634e+00,4.903745e-02 -1.236558e+00 2.740350e+00,5.560386e-02 -1.215459e+00 2.758816e+00,5.541766e-02 -1.215657e+00 2.759205e+00,5.145650e-02 -1.233103e+00 2.737996e+00,5.191767e-02 -1.226281e+00 2.749659e+00,5.199014e-02 -1.220292e+00 2.752291e+00,4.836494e-02 -1.235169e+00 2.739166e+00,5.065657e-02 -1.224024e+00 2.752360e+00,5.061461e-02 -1.223992e+00 2.752504e+00,4.927935e-02 -1.236054e+00 2.739923e+00,5.377944e-02 -1.212618e+00 2.767828e+00,5.253408e-02 -1.214660e+00 2.765808e+00,6.609768e-02 -1.240787e+00 2.727269e+00,5.330282e-02 -1.226241e+00 2.752329e+00,5.208318e-02 -1.220916e+00 2.757553e+00,6.547375e-02 -1.244177e+00 2.730577e+00,5.217222e-02 -1.222012e+00 2.758584e+00,5.175207e-02 -1.221285e+00 2.759577e+00,5.070073e-02 -1.222201e+00 2.758749e+00,5.087994e-02 -1.222095e+00 2.758664e+00,5.064842e-02 -1.222139e+00 2.757989e+00,5.189409e-02 -1.227508e+00 2.750130e+00,5.136368e-02 -1.226292e+00 2.752695e+00,5.120073e-02 -1.224543e+00 2.754523e+00,5.030831e-02 -1.222130e+00 2.757521e+00,5.042505e-02 -1.222414e+00 2.757299e+00,5.063250e-02 -1.221540e+00 2.757986e+00
4.670728e-02 -1.265400e+00 2.613165e+00,4.724817e-02 -1.264943e+00 2.618887e+00,4.735623e-02 -1.264872e+00 2.621757e+00,4.750127e-02 -1.264787e+00 2.621572e+00,4.867977e-02 -1.265294e+00 2.618244e+00,4.704479e-02 -1.265131e+00 2.615511e+00,4.567210e-02 -1.266666e+00 2.613405e+00,4.668462e-02 -1.264829e+00 2.616485e+00,4.633540e-02 -1.264904e+00 2.616732e+00,4.776276e-02 -1.264931e+00 2.618288e+00,5.243237e-02 -1.265154e+00 2.620442e+00,4.918087e-02 -1.265957e+00 2.614594e+00,4.829574e-02 -1.267396e+00 2.612661e+00,2.374612e-02 -1.296687e+00 2.574069e+00,4.433174e-02 -1.265665e+00 2.616795e+00,4.518580e-02 -1.265921e+00 2.613163e+00,4.522583e-02 -1.265934e+00 2.611737e+00,4.517262e-02 -1.266033e+00 2.611594e+00,4.359779e-02 -1.265755e+00 2.608180e+00,4.316260e-02 -1.265731e+00 2.609857e+00,4.310096e-02 -1.266838e+00 2.614940e+00,4.495393e-02 -1.265856e+00 2.619274e+00,4.505968e-02 -1.265784e+00 2.619149e+00,4.491151e-02 -1.267249e+00 2.615505e+00,4.430840e-02 -1.265957e+00 2.620620e+00,4.532358e-02 -1.265148e+00 2.617831e+00,4.378703e-02 -1.267620e+00 2.615782e+00,3.873989e-02 -1.266502e+00 2.604806e+00,4.203270e-02 -1.266528e+00 2.603417e+00,4.497977e-02 -1.267829e+00 2.613160e+00,4.504879e-02 -1.266547e+00 2.613993e+00,4.358204e-02 -1.267223e+00 2.614925e+00,4.092810e-02 -1.271397e+00 2.606137e+00,4.591205e-02 -1.266205e+00 2.612990e+00,4.510412e-02 -1.265640e+00 2.616222e+00,4.285027e-02 -1.269643e+00 2.606519e+00,4.678075e-02 -1.265700e+00 2.621710e+00,4.663695e-02 -1.265467e+00 2.622314e+00,6.961690e-02 -1.264897e+00 2.614667e+00,5.378225e-02 -1.265929e+00 2.602903e+00,6.304941e-02 -1.267452e+00 2.616849e+00,5.177162e-02 -1.266737e+00 2.610074e+00,5.050601e-02 -1.265995e+00 2.607543e+00,5.016320e-02 -1.266137e+00 2.610258e+00,5.053683e-02 -1.265669e+00 2.612091e+00,4.863461e-02 -1.266323e+00 2.613689e+00,4.975608e-02 -1.267671e+00 2.615235e+00
3.301919e-02 -1.149719e-01 2.796505e+00,3.265645e-02 -1.145953e-01 2.797134e+00,3.266832e-02 -1.145995e-01 2.797418e+00,3.255966e-02 -1.149832e-01 2.798048e+00,3.211599e-02 -1.150720e-01 2.798517e+00,3.173093e-02 -1.151804e-01 2.798738e+00,3.087435e-02 -1.149729e-01 2.799301e+00,3.077583e-02 -1.150200e-01 2.799531e+00,3.000952e-02 -1.148879e-01 2.799972e+00,3.130423e-02 -1.164922e-01 2.801259e+00,3.188546e-02 -1.153829e-01 2.801613e+00,4.118133e-02 -9.982110e-02 2.791718e+00,4.079243e-02 -9.892669e-02 2.789234e+00,3.930644e-02 -9.890180e-02 2.787828e+00,2.696025e-02 -1.036227e-01 2.783829e+00,3.148202e-02 -9.907430e-02 2.783286e+00,3.469862e-02 -9.229697e-02 2.784508e+00,3.410491e-02 -9.239712e-02 2.784803e+00,3.273958e-02 -8.781690e-02 2.785303e+00,3.186739e-02 -8.713518e-02 2.785463e+00,4.602857e-03 -1.068019e-01 2.792876e+00,5.229943e-03 -1.067423e-01 2.793225e+00,5.241798e-03 -1.067637e-01 2.793384e+00,5.701202e-03 -1.071416e-01 2.793615e+00,6.284013e-03 -1.070875e-01 2.793118e+00,7.314813e-03 -1.074833e-01 2.792669e+00,8.752596e-03 -1.074110e-01 2.792369e+00,1.111864e-02 -1.087132e-01 2.792029e+00,1.153983e-02 -1.092031e-01 2.791589e+00,1.195119e-02 -1.094883e-01 2.791145e+00,1.260996e-02 -1.105736e-01 2.790370e+00,1.584854e-02 -1.125735e-01 2.789981e+00,1.669988e-02 -1.127726e-01 2.789759e+00,1.717939e-02 -1.131416e-01 2.789351e+00,1.906786e-02 -1.143772e-01 2.787281e+00,1.993272e-02 -1.142919e-01 2.786666e+00,2.274146e-02 -1.142089e-01 2.785172e+00,2.348534e-02 -1.135125e-01 2.784174e+00,2.438494e-02 -1.133212e-01 2.783108e+00,2.848764e-02 -1.129143e-01 2.780885e+00,2.547421e-02 -1.117143e-01 2.781591e+00,2.713102e-02 -1.126771e-01 2.779608e+00,2.868809e-02 -1.124144e-01 2.779221e+00,2.920642e-02 -1.125162e-01 2.778819e+00,3.081170e-02 -1.127756e-01 2.778194e+00,3.189581e-02 -1.139206e-01 2.777734e+00,3.365067e-02 -1.133613e-01 2.777186e+00
