3.211890e-02 -6.129504e-01 2.779839e+00,3.187571e-02 -6.131658e-01 2.779093e+00,3.194501e-02 -6.131036e-01 2.778890e+00,3.218421e-02 -6.132311e-01 2.778559e+00,3.208716e-02 -6.132954e-01 2.778149e+00,3.175117e-02 -6.130738e-01 2.777946e+00,3.106332e-02 -6.126967e-01 2.777415e+00,2.939880e-02 -6.132310e-01 2.776681e+00,2.829513e-02 -6.134156e-01 2.776581e+00,2.756097e-02 -6.137537e-01 2.776210e+00,2.549857e-02 -6.132634e-01 2.776145e+00,2.468339e-02 -6.134861e-01 2.776257e+00,2.395338e-02 -6.131097e-01 2.777000e+00,2.340882e-02 -6.126303e-01 2.777171e+00,2.181661e-02 -6.118675e-01 2.778232e+00,2.174563e-02 -6.118235e-01 2.778295e+00,2.221328e-02 -6.096479e-01 2.779063e+00,2.620444e-02 -6.061610e-01 2.780747e+00,2.942141e-02 -5.991758e-01 2.782863e+00,3.543618e-02 -5.813869e-01 2.782716e+00,3.590332e-02 -5.801378e-01 2.782794e+00,3.467013e-02 -5.764743e-01 2.782041e+00,3.367087e-02 -5.725244e-01 2.781688e+00,3.279034e-02 -5.724931e-01 2.781788e+00,2.889488e-02 -5.825900e-01 2.779349e+00,2.220137e-02 -5.985901e-01 2.776875e+00,1.948373e-02 -6.043797e-01 2.776431e+00,1.959660e-02 -6.118252e-01 2.774933e+00,1.874089e-02 -6.122924e-01 2.773595e+00,1.862483e-02 -6.120281e-01 2.773194e+00,1.822445e-02 -6.116974e-01 2.772717e+00,1.766852e-02 -6.109797e-01 2.770919e+00,1.893635e-02 -6.107365e-01 2.769938e+00,2.028224e-02 -6.118081e-01 2.768699e+00,2.074229e-02 -6.118497e-01 2.768458e+00,2.096109e-02 -6.120521e-01 2.768248e+00,2.249823e-02 -6.123589e-01 2.767239e+00,2.302762e-02 -6.123779e-01 2.767095e+00,2.577625e-02 -6.121824e-01 2.766670e+00,2.619836e-02 -6.121428e-01 2.766630e+00,2.716736e-02 -6.122739e-01 2.766792e+00,2.948044e-02 -6.119663e-01 2.767560e+00,3.046734e-02 -6.121891e-01 2.767643e+00,3.319184e-02 -6.129696e-01 2.767939e+00
2.149953e-01 -6.248699e-01 2.745500e+00,2.135085e-01 -6.261883e-01 2.739428e+00,2.135289e-01 -6.255038e-01 2.734789e+00,2.139215e-01 -6.225104e-01 2.729192e+00,2.141456e-01 -6.048253e-01 2.712175e+00,2.030589e-01 -5.780033e-01 2.700406e+00,1.786909e-01 -5.793580e-01 2.691433e+00,2.584564e-01 -3.329488e-01 2.643822e+00,2.806296e-01 -2.262373e-01 2.647823e+00,2.668201e-01 -1.604420e-01 2.685338e+00,2.484564e-01 -8.151890e-02 2.753073e+00,2.505927e-01 -3.922430e-02 2.782657e+00,2.470205e-01 -1.521801e-02 2.736109e+00,2.526955e-01 2.623788e-02 2.748975e+00,2.463174e-01 1.050402e-01 2.691883e+00,2.288183e-01 1.620611e-01 2.662836e+00,1.804746e-01 2.459895e-01 2.522621e+00,1.584267e-01 2.858103e-01 2.450608e+00,1.438542e-01 2.893536e-01 2.382628e+00,1.348594e-01 2.653386e-01 2.314507e+00,1.200197e-01 2.542117e-01 2.314768e+00,1.048324e-01 2.314668e-01 2.303451e+00,1.060065e-01 2.117037e-01 2.295007e+00,1.074743e-01 1.881525e-01 2.289666e+00,1.155989e-01 1.105147e-01 2.286605e+00,1.167462e-01 6.738549e-02 2.283000e+00,1.305659e-01 -3.147877e-02 2.252534e+00,1.393496e-01 -9.279210e-02 2.256654e+00,1.573653e-01 -2.307598e-01 2.297743e+00,1.729569e-01 -2.914045e-01 2.340518e+00,1.898067e-01 -3.517804e-01 2.387893e+00,2.115163e-01 -4.650964e-01 2.470850e+00,2.191449e-01 -5.329089e-01 2.495763e+00,2.329053e-01 -5.855007e-01 2.619720e+00,2.402172e-01 -6.023260e-01 2.666145e+00,2.459847e-01 -6.147327e-01 2.704208e+00,2.484263e-01 -6.241161e-01 2.768378e+00,2.477748e-01 -6.385413e-01 2.794434e+00,2.396824e-01 -6.240146e-01 2.813077e+00,2.378691e-01 -6.264966e-01 2.816590e+00,2.349410e-01 -6.249332e-01 2.813195e+00,2.299436e-01 -6.476262e-01 2.806016e+00,2.284414e-01 -6.427170e-01 2.796402e+00,2.255042e-01 -6.480016e-01 2.792721e+00
-3.604108e-02 -6.051170e-01 2.744081e+00,-3.638779e-02 -6.053991e-01 2.743030e+00,-3.629584e-02 -6.051893e-01 2.742612e+00,-3.599191e-02 -6.053784e-01 2.742118e+00,-3.617158e-02 -6.054359e-01 2.741406e+00,-3.660833e-02 -6.050590e-01 2.740980e+00,-3.750710e-02 -6.044387e-01 2.739626e+00,-3.938080e-02 -6.050232e-01 2.738031e+00,-4.020725e-02 -6.050090e-01 2.737747e+00,-4.093708e-02 -6.052357e-01 2.737024e+00,-4.273377e-02 -6.046393e-01 2.736717e+00,-4.370065e-02 -6.048755e-01 2.737377e+00,-4.465005e-02 -6.044446e-01 2.740032e+00,-4.515777e-02 -6.039844e-01 2.740957e+00,-4.711883e-02 -6.035659e-01 2.745739e+00,-4.728995e-02 -6.036472e-01 2.746907e+00,-4.622022e-02 -6.029922e-01 2.751176e+00,-4.157978e-02 -6.027872e-01 2.754867e+00,-3.813983e-02 -5.991597e-01 2.758268e+00,-3.184672e-02 -5.769259e-01 2.761814e+00,-3.122683e-02 -5.760391e-01 2.762319e+00,-3.271003e-02 -5.725177e-01 2.762022e+00,-3.389316e-02 -5.673746e-01 2.762407e+00,-3.460456e-02 -5.670740e-01 2.763000e+00,-3.859856e-02 -5.761486e-01 2.760569e+00,-4.722115e-02 -5.965011e-01 2.754928e+00,-4.854485e-02 -5.994908e-01 2.754439e+00,-4.798462e-02 -6.060447e-01 2.753538e+00,-4.859554e-02 -6.058493e-01 2.750886e+00,-4.869241e-02 -6.051518e-01 2.749204e+00,-4.936203e-02 -6.045524e-01 2.747881e+00,-5.020390e-02 -6.030206e-01 2.743521e+00,-4.876956e-02 -6.025754e-01 2.741931e+00,-4.742547e-02 -6.035138e-01 2.740231e+00,-4.701998e-02 -6.035669e-01 2.739885e+00,-4.688340e-02 -6.037365e-01 2.739614e+00,-4.535613e-02 -6.040511e-01 2.738035e+00,-4.495312e-02 -6.041180e-01 2.737675e+00,-4.240131e-02 -6.039130e-01 2.736512e+00,-4.198432e-02 -6.038461e-01 2.736356e+00,-4.123079e-02 -6.039928e-01 2.736125e+00,-3.895450e-02 -6.032717e-01 2.735923e+00,-3.790049e-02 -6.034406e-01 2.735615e+00,-3.529600e-02 -6.040292e-01 2.735342e+00
1.844855e-02 -9.291751e-01 2.747317e+00,1.873153e-02 -9.293802e-01 2.747267e+00,1.881292e-02 -9.292520e-01 2.747379e+00,1.876051e-02 -9.292735e-01 2.747453e+00,2.000837e-02 -9.301995e-01 2.748354e+00,2.014759e-02 -9.299276e-01 2.748257e+00,1.992226e-02 -9.296325e-01 2.748265e+00,2.016046e-02 -9.300801e-01 2.748604e+00,2.017177e-02 -9.301101e-01 2.748616e+00,2.056359e-02 -9.301680e-01 2.748480e+00,2.401679e-02 -9.421982e-01 2.750850e+00,2.338886e-02 -9.353554e-01 2.749472e+00,2.334908e-02 -9.341685e-01 2.749485e+00,2.336110e-02 -9.339603e-01 2.749781e+00,2.351026e-02 -9.335597e-01 2.750272e+00,2.614883e-02 -9.425473e-01 2.753141e+00,2.497239e-02 -9.377107e-01 2.753378e+00,2.435507e-02 -9.306547e-01 2.753251e+00,2.629431e-02 -9.430040e-01 2.757036e+00,-7.066470e-03 -8.607802e-01 2.739655e+00,2.313448e-02 -9.307095e-01 2.754940e+00,2.604450e-02 -9.395894e-01 2.755937e+00,2.578502e-02 -9.381682e-01 2.755767e+00,2.702753e-02 -9.421973e-01 2.756638e+00,2.535601e-02 -9.369854e-01 2.754585e+00,2.497604e-02 -9.354819e-01 2.753938e+00,2.437727e-02 -9.341418e-01 2.753263e+00,2.435226e-02 -9.340152e-01 2.752890e+00,2.072774e-02 -9.358565e-01 2.750953e+00,2.198920e-02 -9.415016e-01 2.750281e+00,2.209344e-02 -9.429600e-01 2.750060e+00,2.110355e-02 -9.382287e-01 2.748210e+00,2.094221e-02 -9.394711e-01 2.748026e+00,1.894073e-02 -9.342697e-01 2.746387e+00,1.894845e-02 -9.340745e-01 2.746307e+00,1.842665e-02 -9.339348e-01 2.746186e+00,1.771180e-02 -9.328625e-01 2.744581e+00,1.751282e-02 -9.313241e-01 2.743572e+00,1.780815e-02 -9.302491e-01 2.742229e+00,1.781384e-02 -9.301907e-01 2.742049e+00,1.819653e-02 -9.293894e-01 2.741346e+00,1.842100e-02 -9.286021e-01 2.740730e+00,1.883196e-02 -9.274182e-01 2.739794e+00,2.086411e-02 -9.220119e-01 2.737100e+00
-2.602949e-03 -1.217647e+00 2.760869e+00,-3.966481e-03 -1.215105e+00 2.762459e+00,-3.790854e-03 -1.215494e+00 2.762958e+00,-3.739715e-03 -1.215613e+00 2.763069e+00,-3.790486e-03 -1.214850e+00 2.763966e+00,-3.022174e-03 -1.214194e+00 2.765720e+00,-1.814277e-03 -1.215778e+00 2.764677e+00,-6.814955e-03 -1.227313e+00 2.750268e+00,1.777547e-04 -1.240530e+00 2.739505e+00,-1.222711e-03 -1.227106e+00 2.752585e+00,-1.075202e-03 -1.217526e+00 2.764861e+00,4.001314e-03 -1.245360e+00 2.730844e+00,3.870150e-03 -1.245923e+00 2.730641e+00,3.762389e-02 -1.263159e+00 2.693962e+00,-6.378300e-03 -1.214904e+00 2.759001e+00,-6.670351e-03 -1.215499e+00 2.758496e+00,-7.974460e-03 -1.217103e+00 2.759005e+00,-7.994211e-03 -1.217252e+00 2.759124e+00,-7.200779e-03 -1.217417e+00 2.759359e+00,-3.958844e-03 -1.191875e+00 2.757591e+00,-4.982060e-03 -1.218310e+00 2.760595e+00,-5.493339e-03 -1.218775e+00 2.760245e+00,-8.003560e-03 -1.242099e+00 2.732515e+00,-1.004170e-02 -1.243224e+00 2.731859e+00,-1.803299e-02 -1.232149e+00 2.726620e+00,-1.750275e-02 -1.234273e+00 2.726821e+00,-1.525323e-02 -1.236135e+00 2.727978e+00,-2.500930e-02 -1.216567e+00 2.722576e+00,-3.190201e-02 -1.210986e+00 2.720710e+00,-3.114644e-02 -1.215869e+00 2.720431e+00,-3.117699e-02 -1.217221e+00 2.720331e+00,-3.243453e-02 -1.212423e+00 2.718713e+00,-3.265537e-02 -1.213642e+00 2.718583e+00,-3.479789e-02 -1.208416e+00 2.717052e+00,-3.480185e-02 -1.208225e+00 2.716985e+00,-3.535234e-02 -1.208082e+00 2.716878e+00,-3.609694e-02 -1.207021e+00 2.715320e+00,-3.631508e-02 -1.205492e+00 2.714331e+00,-1.806083e-02 -1.228308e+00 2.716878e+00,-1.663355e-02 -1.236415e+00 2.718036e+00,-1.582879e-02 -1.236678e+00 2.718264e+00,-1.459866e-02 -1.236531e+00 2.718896e+00,-1.447004e-02 -1.236472e+00 2.718837e+00,-1.413064e-02 -1.236752e+00 2.718477e+00
2.063496e-02 -1.265862e+00 2.620801e+00,2.266315e-02 -1.264944e+00 2.610942e+00,1.976139e-02 -1.265189e+00 2.616690e+00,1.892698e-02 -1.264878e+00 2.614792e+00,1.803046e-02 -1.264502e+00 2.617900e+00,2.044998e-02 -1.264994e+00 2.619107e+00,2.167060e-02 -1.266430e+00 2.612648e+00,2.151808e-02 -1.266456e+00 2.611914e+00,2.186135e-02 -1.267693e+00 2.609291e+00,2.401194e-02 -1.265557e+00 2.609292e+00,2.071483e-02 -1.265485e+00 2.609926e+00,2.206259e-02 -1.271173e+00 2.599415e+00,5.804384e-03 -1.266357e+00 2.595628e+00,3.775761e-03 -1.280761e+00 2.563903e+00,2.198306e-02 -1.265876e+00 2.604923e+00,2.349095e-02 -1.264145e+00 2.613283e+00,2.275555e-02 -1.264806e+00 2.610711e+00,2.264637e-02 -1.264977e+00 2.612876e+00,2.087289e-02 -1.265453e+00 2.608984e+00,2.153021e-02 -1.266422e+00 2.617265e+00,2.196045e-02 -1.266612e+00 2.618541e+00,2.058271e-02 -1.266610e+00 2.618836e+00,2.346801e-02 -1.272906e+00 2.606553e+00,2.381974e-02 -1.273010e+00 2.606245e+00,2.369086e-02 -1.272275e+00 2.609753e+00,2.505179e-02 -1.274462e+00 2.610419e+00,2.526975e-02 -1.274745e+00 2.609672e+00,2.106548e-02 -1.271555e+00 2.619395e+00,1.898272e-02 -1.266800e+00 2.621488e+00,1.760649e-02 -1.268181e+00 2.616687e+00,1.864229e-02 -1.267848e+00 2.615870e+00,1.836056e-02 -1.267105e+00 2.618678e+00,1.946660e-02 -1.268207e+00 2.619513e+00,1.957071e-02 -1.266823e+00 2.591817e+00,1.620883e-02 -1.265989e+00 2.592328e+00,1.607533e-02 -1.266086e+00 2.592415e+00,1.670481e-02 -1.266413e+00 2.612470e+00,1.661309e-02 -1.266766e+00 2.612540e+00,2.158315e-02 -1.270684e+00 2.600898e+00,9.396309e-03 -1.265869e+00 2.590295e+00,1.246735e-02 -1.268449e+00 2.592271e+00,2.065602e-02 -1.274213e+00 2.598356e+00,2.312968e-02 -1.274148e+00 2.599241e+00,2.449800e-02 -1.275239e+00 2.599800e+00
9.978347e-02 -6.061222e-01 2.748336e+00,9.961069e-02 -6.062436e-01 2.747940e+00,9.963795e-02 -6.062520e-01 2.747899e+00,9.977595e-02 -6.063192e-01 2.747761e+00,9.969680e-02 -6.063757e-01 2.747629e+00,9.943162e-02 -6.062658e-01 2.747612e+00,9.883212e-02 -6.060652e-01 2.747676e+00,9.724016e-02 -6.066391e-01 2.747611e+00,9.580325e-02 -6.070988e-01 2.747927e+00,9.506205e-02 -6.075534e-01 2.747947e+00,9.281775e-02 -6.071671e-01 2.748335e+00,9.205149e-02 -6.074084e-01 2.748074e+00,9.139483e-02 -6.069936e-01 2.747896e+00,9.060057e-02 -6.062348e-01 2.747272e+00,8.878082e-02 -6.049607e-01 2.746051e+00,8.870403e-02 -6.046843e-01 2.745075e+00,8.952649e-02 -5.989105e-01 2.741467e+00,9.407634e-02 -5.916730e-01 2.740721e+00,9.645689e-02 -5.824709e-01 2.740707e+00,1.016423e-01 -5.689563e-01 2.737575e+00,1.019342e-01 -5.679526e-01 2.737094e+00,1.011344e-01 -5.652608e-01 2.735761e+00,1.003826e-01 -5.628299e-01 2.734743e+00,9.891837e-02 -5.633305e-01 2.734119e+00,9.540092e-02 -5.749733e-01 2.731390e+00,9.060659e-02 -5.870216e-01 2.731358e+00,8.666740e-02 -5.960318e-01 2.731400e+00,8.644547e-02 -6.032773e-01 2.729499e+00,8.554798e-02 -6.040249e-01 2.728773e+00,8.545303e-02 -6.039333e-01 2.728856e+00,8.524729e-02 -6.037946e-01 2.728921e+00,8.502546e-02 -6.036490e-01 2.728861e+00,8.606027e-02 -6.036468e-01 2.728768e+00,8.741402e-02 -6.049438e-01 2.728530e+00,8.794524e-02 -6.050159e-01 2.728579e+00,8.827144e-02 -6.052977e-01 2.728583e+00,8.979124e-02 -6.056597e-01 2.728422e+00,9.060369e-02 -6.056538e-01 2.728678e+00,9.365243e-02 -6.055104e-01 2.729315e+00,9.406269e-02 -6.055123e-01 2.729459e+00,9.539607e-02 -6.056669e-01 2.730330e+00,9.783491e-02 -6.058474e-01 2.732452e+00,9.871656e-02 -6.061432e-01 2.732927e+00,1.012966e-01 -6.071141e-01 2.733812e+00
2.585986e-02 -9.363012e-01 2.751638e+00,2.595070e-02 -9.359415e-01 2.751573e+00,2.604592e-02 -9.358050e-01 2.751659e+00,2.615183e-02 -9.356424e-01 2.751619e+00,6.546835e-02 -9.878866e-01 2.771849e+00,6.552430e-02 -9.877920e-01 2.771907e+00,5.972101e-02 -9.873079e-01 2.770905e+00,5.841878e-02 -9.878348e-01 2.771219e+00,5.845661e-02 -9.884674e-01 2.771277e+00,5.822296e-02 -9.888588e-01 2.771900e+00,2.590868e-02 -9.302330e-01 2.751030e+00,2.608014e-02 -9.303755e-01 2.751171e+00,2.606203e-02 -9.309425e-01 2.751660e+00,2.617836e-02 -9.309309e-01 2.751728e+00,5.397116e-02 -9.860366e-01 2.772470e+00,5.519653e-02 -9.857862e-01 2.771980e+00,5.834489e-02 -9.799240e-01 2.770332e+00,6.002964e-02 -9.725682e-01 2.769587e+00,6.289797e-02 -9.639017e-01 2.767587e+00,8.235490e-02 -8.529192e-01 2.721544e+00,8.277448e-02 -8.519346e-01 2.721092e+00,8.574609e-02 -8.494381e-01 2.720279e+00,8.727404e-02 -8.471149e-01 2.719545e+00,8.888905e-02 -8.476622e-01 2.719506e+00,8.904392e-02 -8.589808e-01 2.719351e+00,9.807426e-02 -8.709685e-01 2.717157e+00,1.525928e-01 -8.731959e-01 2.700476e+00,1.584081e-01 -8.787548e-01 2.701191e+00,1.658471e-01 -8.774238e-01 2.692975e+00,1.696509e-01 -8.762049e-01 2.689853e+00,1.711865e-01 -8.755243e-01 2.686853e+00,1.745947e-01 -8.740795e-01 2.679902e+00,1.739566e-01 -8.745902e-01 2.679212e+00,1.498933e-01 -8.828691e-01 2.684641e+00,1.497481e-01 -8.830898e-01 2.684804e+00,1.281600e-01 -8.873494e-01 2.687956e+00,1.184786e-01 -8.890706e-01 2.687847e+00,1.169009e-01 -8.893006e-01 2.688572e+00,1.490183e-01 -8.848518e-01 2.682905e+00,1.543360e-01 -8.838105e-01 2.681814e+00,1.547388e-01 -8.841100e-01 2.681132e+00,1.592687e-01 -8.838355e-01 2.683311e+00,1.570919e-01 -8.848110e-01 2.684796e+00,1.559397e-01 -8.865620e-01 2.687482e+00
4.526277e-02 -1.215747e+00 2.763366e+00,4.564326e-02 -1.215960e+00 2.762737e+00,4.565598e-02 -1.216210e+00 2.762749e+00,4.645528e-02 -1.214880e+00 2.765108e+00,4.547818e-02 -1.230210e+00 2.733582e+00,4.401136e-02 -1.230029e+00 2.734006e+00,5.155028e-02 -1.230761e+00 2.737491e+00,5.953440e-02 -1.231400e+00 2.737708e+00,5.748459e-02 -1.231897e+00 2.736249e+00,5.727329e-02 -1.231994e+00 2.733915e+00,4.700499e-02 -1.213790e+00 2.765059e+00,4.701141e-02 -1.213668e+00 2.765158e+00,4.698205e-02 -1.215939e+00 2.762494e+00,4.692773e-02 -1.215876e+00 2.762422e+00,6.421405e-02 -1.225615e+00 2.712450e+00,6.152833e-02 -1.225117e+00 2.710063e+00,5.730461e-02 -1.219268e+00 2.707943e+00,5.896848e-02 -1.211484e+00 2.705055e+00,5.657515e-02 -1.202410e+00 2.701394e+00,5.338242e-02 -1.181854e+00 2.748569e+00,5.367869e-02 -1.180495e+00 2.751009e+00,5.553245e-02 -1.177866e+00 2.750558e+00,5.638692e-02 -1.175375e+00 2.750703e+00,5.756792e-02 -1.176032e+00 2.749536e+00,5.818836e-02 -1.187108e+00 2.751094e+00,6.443702e-02 -1.198562e+00 2.750434e+00,9.921781e-02 -1.197233e+00 2.740393e+00,1.036404e-01 -1.202474e+00 2.741539e+00,1.103545e-01 -1.200900e+00 2.734118e+00,1.125900e-01 -1.199315e+00 2.731639e+00,1.145939e-01 -1.198354e+00 2.730734e+00,1.166764e-01 -1.196189e+00 2.726534e+00,1.163770e-01 -1.196622e+00 2.726553e+00,9.681848e-02 -1.205554e+00 2.732180e+00,9.666102e-02 -1.205831e+00 2.732028e+00,8.155538e-02 -1.211100e+00 2.734770e+00,7.437140e-02 -1.213040e+00 2.735225e+00,7.326213e-02 -1.213432e+00 2.735403e+00,9.418039e-02 -1.207085e+00 2.731256e+00,9.779344e-02 -1.205742e+00 2.730290e+00,9.802663e-02 -1.205933e+00 2.730015e+00,1.000396e-01 -1.205461e+00 2.730961e+00,9.776533e-02 -1.206569e+00 2.731616e+00,9.611813e-02 -1.208363e+00 2.733547e+00
4.217771e-02 -1.265465e+00 2.618560e+00,4.013913e-02 -1.265743e+00 2.611969e+00,4.098753e-02 -1.265987e+00 2.611883e+00,4.133699e-02 -1.265937e+00 2.610997e+00,4.404147e-02 -1.268064e+00 2.606066e+00,4.236242e-02 -1.270341e+00 2.607788e+00,4.366661e-02 -1.266979e+00 2.609238e+00,4.197052e-02 -1.265960e+00 2.609797e+00,4.210179e-02 -1.266194e+00 2.607907e+00,4.152011e-02 -1.266578e+00 2.605745e+00,4.242991e-02 -1.265288e+00 2.610598e+00,4.287889e-02 -1.265081e+00 2.609940e+00,4.037127e-02 -1.265650e+00 2.605175e+00,4.275800e-02 -1.266137e+00 2.607219e+00,3.578763e-02 -1.268249e+00 2.591754e+00,3.548691e-02 -1.269681e+00 2.589907e+00,3.670261e-02 -1.276775e+00 2.596028e+00,3.880483e-02 -1.270195e+00 2.594013e+00,3.822136e-02 -1.267361e+00 2.589932e+00,3.933550e-02 -1.267507e+00 2.608721e+00,4.188585e-02 -1.267530e+00 2.613396e+00,4.298536e-02 -1.264481e+00 2.609955e+00,4.314493e-02 -1.262737e+00 2.610826e+00,4.377072e-02 -1.264506e+00 2.610772e+00,4.146099e-02 -1.267629e+00 2.607781e+00,4.105940e-02 -1.267624e+00 2.607749e+00,4.111137e-02 -1.265259e+00 2.604142e+00,4.091957e-02 -1.265699e+00 2.605875e+00,4.198576e-02 -1.266549e+00 2.606607e+00,4.185356e-02 -1.266311e+00 2.603290e+00,3.931463e-02 -1.266835e+00 2.600786e+00,4.310039e-02 -1.266688e+00 2.610971e+00,4.503365e-02 -1.267493e+00 2.614391e+00,4.108959e-02 -1.266977e+00 2.601535e+00,3.608893e-02 -1.265180e+00 2.587747e+00,3.523733e-02 -1.265387e+00 2.588336e+00,3.635360e-02 -1.264814e+00 2.600197e+00,4.285593e-02 -1.266512e+00 2.617837e+00,4.469319e-02 -1.266537e+00 2.615164e+00,4.302234e-02 -1.266563e+00 2.607415e+00,4.315221e-02 -1.266450e+00 2.608124e+00,4.228033e-02 -1.267114e+00 2.611588e+00,4.231366e-02 -1.266630e+00 2.613455e+00,4.372413e-02 -1.266309e+00 2.616253e+00
4.197273e-02 -1.128823e-01 2.791232e+00,4.174705e-02 -1.126806e-01 2.791436e+00,4.175654e-02 -1.124442e-01 2.791602e+00,4.150029e-02 -1.123286e-01 2.791619e+00,4.098566e-02 -1.121020e-01 2.792085e+00,4.059073e-02 -1.117539e-01 2.792067e+00,4.022104e-02 -1.115071e-01 2.791871e+00,4.003687e-02 -1.115592e-01 2.791788e+00,4.038458e-02 -1.112492e-01 2.791632e+00,4.023067e-02 -1.111567e-01 2.791523e+00,4.037798e-02 -1.109547e-01 2.791444e+00,3.976386e-02 -1.107008e-01 2.791717e+00,3.785194e-02 -1.090915e-01 2.792418e+00,3.508551e-02 -1.085226e-01 2.792371e+00,3.296506e-02 -1.067886e-01 2.792418e+00,3.213168e-02 -1.066292e-01 2.792412e+00,3.174001e-02 -1.062285e-01 2.792173e+00,3.157298e-02 -1.065707e-01 2.792402e+00,3.175554e-02 -1.063456e-01 2.792822e+00,3.370396e-02 -1.047064e-01 2.792400e+00,3.488200e-02 -9.125087e-02 2.789950e+00,3.338766e-02 -8.319765e-02 2.786796e+00,3.879746e-02 -7.491177e-02 2.783170e+00,3.862396e-02 -7.515807e-02 2.783247e+00,3.787217e-02 -8.776068e-02 2.781673e+00,3.348386e-02 -9.725866e-02 2.782389e+00,2.863787e-02 -9.962139e-02 2.783975e+00,2.669466e-02 -1.035564e-01 2.784174e+00,2.769534e-02 -1.052139e-01 2.784555e+00,2.795784e-02 -1.051873e-01 2.784534e+00,2.831329e-02 -1.053287e-01 2.784350e+00,2.963441e-02 -1.062586e-01 2.782840e+00,2.947914e-02 -1.069074e-01 2.782422e+00,3.343519e-02 -1.076422e-01 2.777775e+00,3.411286e-02 -1.080469e-01 2.777196e+00,3.584999e-02 -1.081168e-01 2.775190e+00,3.819580e-02 -1.090207e-01 2.771614e+00,3.900646e-02 -1.092553e-01 2.771179e+00,4.085777e-02 -1.100261e-01 2.770175e+00,4.201039e-02 -1.106068e-01 2.769274e+00,4.317155e-02 -1.111723e-01 2.768899e+00,4.271741e-02 -1.108574e-01 2.770771e+00,4.444173e-02 -1.114275e-01 2.770379e+00,4.616915e-02 -1.120392e-01 2.770632e+00
-1.436001e-01 -6.629995e-01 2.674107e+00,-1.376632e-01 -6.679541e-01 2.670102e+00,-1.434801e-01 -6.624697e-01 2.671965e+00,-1.429050e-01 -6.637148e-01 2.679227e+00,-1.343686e-01 -6.702279e-01 2.676770e+00,-1.428355e-01 -6.628077e-01 2.676109e+00,-1.401707e-01 -6.645346e-01 2.682743e+00,-1.402879e-01 -6.647078e-01 2.684407e+00,-1.400204e-01 -6.631959e-01 2.680110e+00,-1.403063e-01 -6.647503e-01 2.684910e+00,-1.412263e-01 -6.659946e-01 2.689745e+00,-1.398080e-01 -6.622068e-01 2.676110e+00,-1.401419e-01 -6.638854e-01 2.682860e+00,-1.436430e-01 -6.558948e-01 2.674687e+00,-1.400685e-01 -6.634461e-01 2.681110e+00,-1.399613e-01 -6.629505e-01 2.679110e+00,-1.452851e-01 -6.640085e-01 2.676107e+00,-1.476323e-01 -6.640247e-01 2.679107e+00,-1.419205e-01 -6.653807e-01 2.681608e+00,-1.391077e-01 -6.672710e-01 2.674604e+00,-1.435878e-01 -6.629284e-01 2.673822e+00,-1.328568e-01 -6.712794e-01 2.683354e+00,-1.366898e-01 -6.648115e-01 2.681395e+00,-1.325755e-01 -6.697736e-01 2.677354e+00,-1.440615e-01 -6.650850e-01 2.682536e+00,-1.454448e-01 -6.665303e-01 2.685953e+00,-1.414700e-01 -6.576139e-01 2.687784e+00,-1.510350e-01 -6.619804e-01 2.695256e+00,-1.437070e-01 -6.647099e-01 2.687710e+00,-1.433065e-01 -6.649536e-01 2.684775e+00,-1.440917e-01 -6.652260e-01 2.683108e+00,-1.431191e-01 -6.619396e-01 2.676510e+00,-1.431259e-01 -6.619900e-01 2.676710e+00,-1.440805e-01 -6.651114e-01 2.689877e+00,-1.475768e-01 -6.648418e-01 2.681107e+00,-1.513144e-01 -6.648650e-01 2.681678e+00,-1.472454e-01 -6.633507e-01 2.675107e+00,-1.460937e-01 -6.667425e-01 2.689516e+00,-1.433909e-01 -6.584308e-01 2.675489e+00,-1.437949e-01 -6.638458e-01 2.677537e+00,-1.435810e-01 -6.628891e-01 2.673680e+00,-1.410971e-01 -6.615648e-01 2.666234e+00,-1.351283e-01 -6.658939e-01 2.663305e+00,-1.302478e-01 -6.672123e-01 2.667105e+00
