3.295743e-02 -6.147768e-01 2.766707e+00,3.375072e-02 -6.152599e-01 2.766778e+00,3.377699e-02 -6.148971e-01 2.766747e+00,3.377375e-02 -6.150159e-01 2.766338e+00,3.097943e-02 -6.135088e-01 2.764475e+00,2.955756e-02 -6.125605e-01 2.763654e+00,2.842150e-02 -6.121364e-01 2.763152e+00,2.557049e-02 -6.113715e-01 2.761584e+00,2.506438e-02 -6.114087e-01 2.761352e+00,2.456717e-02 -6.114600e-01 2.760647e+00,2.447518e-02 -6.114286e-01 2.760338e+00,2.449262e-02 -6.123811e-01 2.759812e+00,2.291848e-02 -6.128144e-01 2.758650e+00,2.273085e-02 -6.134976e-01 2.758340e+00,2.173599e-02 -6.149834e-01 2.758087e+00,2.114300e-02 -6.173874e-01 2.757909e+00,2.012837e-02 -6.209772e-01 2.757770e+00,2.292119e-02 -6.294599e-01 2.759905e+00,2.302748e-02 -6.296140e-01 2.759727e+00,2.286308e-02 -6.289831e-01 2.759521e+00,2.285571e-02 -6.289347e-01 2.759487e+00,2.199361e-02 -6.290987e-01 2.759502e+00,2.110837e-02 -6.296005e-01 2.759481e+00,2.016608e-02 -6.299396e-01 2.759507e+00,1.972620e-02 -6.298324e-01 2.759607e+00,1.938510e-02 -6.296265e-01 2.759618e+00,1.661498e-02 -6.270922e-01 2.759416e+00,1.618161e-02 -6.266419e-01 2.759378e+00,1.611264e-02 -6.266536e-01 2.759315e+00,1.488381e-02 -6.275056e-01 2.759462e+00,1.385738e-02 -6.267936e-01 2.758991e+00,1.496695e-02 -6.263260e-01 2.758584e+00,1.715069e-02 -6.239830e-01 2.758112e+00,1.946811e-02 -6.210817e-01 2.757420e+00,1.930773e-02 -6.208337e-01 2.757412e+00,1.813711e-02 -6.188612e-01 2.757515e+00,1.757489e-02 -6.182342e-01 2.757421e+00,1.770214e-02 -6.181187e-01 2.757386e+00,1.858102e-02 -6.171430e-01 2.757401e+00,1.919974e-02 -6.172373e-01 2.757419e+00,1.968676e-02 -6.167821e-01 2.757711e+00,2.064762e-02 -6.162683e-01 2.757782e+00,2.148135e-02 -6.161095e-01 2.758244e+00,2.221182e-02 -6.145310e-01 2.758480e+00,2.249365e-02 -6.143127e-01 2.758641e+00,2.330068e-02 -6.138635e-01 2.759238e+00,2.377426e-02 -6.140119e-01 2.759341e+00,2.454195e-02 -6.137955e-01 2.759890e+00,2.469627e-02 -6.139057e-01 2.760545e+00,2.627667e-02 -6.164543e-01 2.761635e+00
2.156381e-01 -6.308515e-01 2.732186e+00,2.177560e-01 -6.285998e-01 2.731222e+00,2.183547e-01 -6.267374e-01 2.725735e+00,2.117596e-01 -6.113075e-01 2.687297e+00,2.314947e-01 -5.250543e-01 2.672168e+00,2.581334e-01 -4.750105e-01 2.630970e+00,2.738551e-01 -4.186545e-01 2.611928e+00,3.042699e-01 -3.102656e-01 2.605319e+00,3.105353e-01 -2.650668e-01 2.617272e+00,2.954207e-01 -1.951545e-01 2.650736e+00,2.761969e-01 -1.617398e-01 2.655561e+00,2.536784e-01 -1.346858e-01 2.650369e+00,2.086154e-01 -1.186536e-01 2.631687e+00,1.762809e-01 -9.761751e-02 2.604143e+00,1.265375e-01 -7.222398e-02 2.514303e+00,1.024089e-01 -5.727346e-02 2.447162e+00,9.099519e-02 -6.344844e-02 2.392298e+00,9.281201e-02 -6.970869e-02 2.232193e+00,1.137695e-01 -8.138331e-02 2.222778e+00,1.005439e-01 -4.841775e-02 2.211740e+00,9.534412e-02 -3.873168e-02 2.208896e+00,1.021370e-01 -3.541819e-02 2.206912e+00,1.100524e-01 -3.789553e-02 2.211454e+00,1.141173e-01 -3.856598e-02 2.213963e+00,1.179706e-01 -3.922117e-02 2.225025e+00,1.199812e-01 -4.037837e-02 2.238771e+00,1.268943e-01 -5.032858e-02 2.286141e+00,1.275170e-01 -5.946716e-02 2.319340e+00,1.388843e-01 -7.460995e-02 2.353329e+00,1.527138e-01 -9.979038e-02 2.394429e+00,1.757389e-01 -1.551207e-01 2.445067e+00,1.767433e-01 -1.775701e-01 2.458839e+00,1.281340e-01 -1.112094e-01 2.400714e+00,1.266210e-01 -2.107782e-01 2.409893e+00,1.201874e-01 -2.254965e-01 2.365183e+00,2.045379e-01 -3.789527e-01 2.539085e+00,2.110073e-01 -4.189869e-01 2.557269e+00,2.128321e-01 -4.717874e-01 2.562591e+00,2.138598e-01 -5.414898e-01 2.644396e+00,2.222122e-01 -5.639549e-01 2.659183e+00,2.463234e-01 -6.285886e-01 2.682256e+00,2.489836e-01 -6.114297e-01 2.722204e+00,2.459860e-01 -6.102540e-01 2.726645e+00,2.455730e-01 -6.077378e-01 2.731510e+00,2.441226e-01 -6.069114e-01 2.729378e+00,2.399945e-01 -6.120775e-01 2.730666e+00,2.366064e-01 -6.142750e-01 2.728019e+00,2.340774e-01 -6.488077e-01 2.719499e+00,2.186888e-01 -6.503046e-01 2.722239e+00,1.984548e-01 -6.417342e-01 2.712242e+00
-3.475572e-02 -6.050428e-01 2.727977e+00,-3.397600e-02 -6.056645e-01 2.728157e+00,-3.400528e-02 -6.046641e-01 2.728279e+00,-3.418927e-02 -6.048164e-01 2.727736e+00,-3.815669e-02 -6.019188e-01 2.725258e+00,-3.962340e-02 -6.006813e-01 2.725001e+00,-4.062388e-02 -6.002281e-01 2.724597e+00,-4.361898e-02 -5.990024e-01 2.722905e+00,-4.403590e-02 -5.990289e-01 2.722743e+00,-4.450132e-02 -5.989714e-01 2.721699e+00,-4.451658e-02 -5.991872e-01 2.721483e+00,-4.441547e-02 -6.019106e-01 2.721577e+00,-4.582107e-02 -6.020455e-01 2.721559e+00,-4.614985e-02 -6.033239e-01 2.722297e+00,-4.782697e-02 -6.057470e-01 2.725451e+00,-4.849037e-02 -6.092885e-01 2.728311e+00,-4.950831e-02 -6.136009e-01 2.731506e+00,-4.510061e-02 -6.236754e-01 2.739249e+00,-4.498858e-02 -6.237308e-01 2.738985e+00,-4.502233e-02 -6.223509e-01 2.739663e+00,-4.502042e-02 -6.223865e-01 2.740034e+00,-4.564797e-02 -6.222197e-01 2.740158e+00,-4.664904e-02 -6.229668e-01 2.740297e+00,-4.733822e-02 -6.232453e-01 2.740538e+00,-4.799070e-02 -6.226280e-01 2.740604e+00,-4.878719e-02 -6.209996e-01 2.740053e+00,-5.252720e-02 -6.162677e-01 2.739158e+00,-5.301152e-02 -6.156338e-01 2.738699e+00,-5.310587e-02 -6.159046e-01 2.738296e+00,-5.439226e-02 -6.183406e-01 2.737172e+00,-5.546379e-02 -6.170275e-01 2.734571e+00,-5.387008e-02 -6.173717e-01 2.733046e+00,-5.145369e-02 -6.152009e-01 2.731290e+00,-4.910607e-02 -6.127040e-01 2.729120e+00,-4.939342e-02 -6.121977e-01 2.728475e+00,-5.063312e-02 -6.098390e-01 2.726932e+00,-5.125555e-02 -6.089383e-01 2.726086e+00,-5.101199e-02 -6.091245e-01 2.725679e+00,-4.994224e-02 -6.077600e-01 2.724687e+00,-4.906341e-02 -6.086092e-01 2.724049e+00,-4.858307e-02 -6.081785e-01 2.723608e+00,-4.776577e-02 -6.073078e-01 2.723312e+00,-4.718614e-02 -6.073393e-01 2.723399e+00,-4.639937e-02 -6.045901e-01 2.722980e+00,-4.618705e-02 -6.045582e-01 2.723001e+00,-4.554117e-02 -6.040069e-01 2.723090e+00,-4.508804e-02 -6.040829e-01 2.722993e+00,-4.432505e-02 -6.037246e-01 2.723282e+00,-4.408777e-02 -6.037661e-01 2.723967e+00,-4.195134e-02 -6.074286e-01 2.724827e+00
5.565197e-03 -9.240411e-01 2.741765e+00,6.160739e-03 -9.238617e-01 2.741436e+00,6.575790e-03 -9.239935e-01 2.741586e+00,7.131184e-03 -9.253191e-01 2.742234e+00,9.144071e-03 -9.289674e-01 2.743539e+00,9.139043e-03 -9.289640e-01 2.743532e+00,9.345325e-03 -9.283448e-01 2.743237e+00,9.575789e-03 -9.275253e-01 2.742824e+00,1.001984e-02 -9.271699e-01 2.742631e+00,1.004323e-02 -9.266824e-01 2.742410e+00,1.002122e-02 -9.264269e-01 2.742119e+00,1.082214e-02 -9.260027e-01 2.741977e+00,1.069639e-02 -9.250063e-01 2.741406e+00,1.082694e-02 -9.240816e-01 2.740771e+00,1.161388e-02 -9.232914e-01 2.740198e+00,1.172570e-02 -9.236270e-01 2.740103e+00,1.211451e-02 -9.236395e-01 2.740188e+00,1.322927e-02 -9.245886e-01 2.740698e+00,1.430948e-02 -9.254489e-01 2.741083e+00,1.968394e-02 -9.408736e-01 2.745161e+00,1.875242e-02 -9.394650e-01 2.745118e+00,1.720892e-02 -9.364573e-01 2.744828e+00,1.524754e-02 -9.336606e-01 2.744353e+00,1.519614e-02 -9.336193e-01 2.744295e+00,1.395915e-02 -9.302735e-01 2.743435e+00,1.386473e-02 -9.301063e-01 2.743534e+00,1.384181e-02 -9.294336e-01 2.743105e+00,1.354224e-02 -9.288100e-01 2.742858e+00,1.347264e-02 -9.287820e-01 2.742771e+00,1.282165e-02 -9.285779e-01 2.742813e+00,1.080962e-02 -9.275420e-01 2.742065e+00,1.076471e-02 -9.272472e-01 2.741986e+00,1.076593e-02 -9.272185e-01 2.742015e+00,1.011663e-02 -9.270851e-01 2.741246e+00,9.508152e-03 -9.263378e-01 2.740944e+00,9.275832e-03 -9.259083e-01 2.740828e+00,8.809848e-03 -9.257938e-01 2.740654e+00,9.023873e-03 -9.257909e-01 2.740680e+00,8.773807e-03 -9.252605e-01 2.740271e+00,8.915353e-03 -9.252329e-01 2.740205e+00,9.371758e-03 -9.255089e-01 2.740253e+00,8.950910e-03 -9.249721e-01 2.740062e+00,9.013989e-03 -9.250943e-01 2.740115e+00,8.786909e-03 -9.248958e-01 2.740005e+00,8.816412e-03 -9.247966e-01 2.739962e+00,8.020230e-03 -9.232684e-01 2.739446e+00,8.051917e-03 -9.235104e-01 2.739421e+00,8.180348e-03 -9.234732e-01 2.739405e+00,7.242445e-03 -9.232332e-01 2.739714e+00,7.193340e-03 -9.233028e-01 2.739775e+00
-1.612429e-02 -1.213293e+00 2.754492e+00,-1.523357e-02 -1.213068e+00 2.755221e+00,-1.539144e-02 -1.213908e+00 2.756088e+00,-1.499326e-02 -1.213490e+00 2.756391e+00,-1.380920e-02 -1.213171e+00 2.757501e+00,-1.321233e-02 -1.213102e+00 2.757650e+00,-1.140011e-02 -1.211163e+00 2.757933e+00,-1.057048e-02 -1.209525e+00 2.758637e+00,-1.084087e-02 -1.209201e+00 2.759099e+00,-8.320361e-03 -1.215517e+00 2.756443e+00,-9.181226e-03 -1.214889e+00 2.757136e+00,-9.179032e-03 -1.214876e+00 2.757195e+00,-9.382506e-03 -1.213206e+00 2.758016e+00,-9.229320e-03 -1.213786e+00 2.757890e+00,-8.685119e-03 -1.213270e+00 2.758606e+00,-6.429253e-03 -1.218104e+00 2.755985e+00,-6.501334e-03 -1.217774e+00 2.756248e+00,-5.985252e-03 -1.218431e+00 2.756779e+00,-5.735321e-03 -1.218308e+00 2.757535e+00,-5.580744e-03 -1.217698e+00 2.758101e+00,-5.482341e-03 -1.217819e+00 2.758288e+00,-5.936822e-03 -1.218279e+00 2.758478e+00,-6.038296e-03 -1.218067e+00 2.758655e+00,-6.553271e-03 -1.217093e+00 2.758391e+00,-6.584262e-03 -1.217141e+00 2.758638e+00,-6.581879e-03 -1.216443e+00 2.759559e+00,-5.661735e-03 -1.217844e+00 2.758599e+00,-5.683561e-03 -1.217774e+00 2.758712e+00,-6.914922e-03 -1.219162e+00 2.757502e+00,-7.513922e-03 -1.215709e+00 2.756259e+00,-1.032356e-02 -1.212739e+00 2.757824e+00,-1.063275e-02 -1.212633e+00 2.757561e+00,-1.068227e-02 -1.212630e+00 2.757608e+00,-1.145117e-02 -1.211857e+00 2.757669e+00,-1.025201e-02 -1.211804e+00 2.758544e+00,-1.044864e-02 -1.211532e+00 2.758730e+00,-9.080010e-03 -1.210174e+00 2.759147e+00,-8.895236e-03 -1.210135e+00 2.759257e+00,-8.822680e-03 -1.209377e+00 2.759338e+00,-9.506083e-03 -1.209139e+00 2.758739e+00,-9.911921e-03 -1.209428e+00 2.758278e+00,-1.191857e-02 -1.210588e+00 2.756901e+00,-1.014549e-02 -1.210338e+00 2.759284e+00,-1.034771e-02 -1.211133e+00 2.758710e+00,-1.036282e-02 -1.211108e+00 2.758802e+00,-9.022511e-03 -1.211912e+00 2.759926e+00,-8.763281e-03 -1.212163e+00 2.759635e+00,-8.913368e-03 -1.212191e+00 2.759444e+00,-9.964140e-03 -1.210351e+00 2.760119e+00,-1.003269e-02 -1.210064e+00 2.760174e+00
1.720700e-02 -1.267105e+00 2.609886e+00,1.718704e-02 -1.267711e+00 2.607208e+00,1.341230e-02 -1.268446e+00 2.614389e+00,1.829212e-02 -1.268083e+00 2.610613e+00,1.763346e-02 -1.267996e+00 2.611310e+00,1.728047e-02 -1.268136e+00 2.611133e+00,1.850947e-02 -1.268288e+00 2.617567e+00,-1.663342e-06 -1.263064e+00 2.598842e+00,1.342584e-02 -1.267336e+00 2.614301e+00,1.364275e-02 -1.267357e+00 2.614383e+00,1.307937e-02 -1.267192e+00 2.616708e+00,1.398842e-02 -1.267777e+00 2.617826e+00,1.513710e-02 -1.267806e+00 2.616737e+00,1.505193e-02 -1.267589e+00 2.616768e+00,1.615864e-02 -1.267959e+00 2.618422e+00,1.642888e-02 -1.267816e+00 2.611337e+00,1.705552e-02 -1.267523e+00 2.614160e+00,1.668865e-02 -1.267552e+00 2.616496e+00,1.213304e-02 -1.267149e+00 2.624247e+00,1.313285e-02 -1.267575e+00 2.623582e+00,1.300828e-02 -1.267651e+00 2.623843e+00,1.568516e-02 -1.268532e+00 2.619068e+00,1.433041e-02 -1.268538e+00 2.622112e+00,1.411565e-02 -1.268606e+00 2.622175e+00,1.413166e-02 -1.268159e+00 2.622861e+00,1.113691e-02 -1.267755e+00 2.621390e+00,1.124700e-02 -1.268143e+00 2.621595e+00,1.095491e-02 -1.268645e+00 2.619413e+00,1.220293e-02 -1.268630e+00 2.620018e+00,1.465701e-02 -1.268438e+00 2.612964e+00,4.918016e-03 -1.267957e+00 2.607586e+00,8.046768e-03 -1.264505e+00 2.597629e+00,1.064509e-02 -1.266628e+00 2.617544e+00,1.366834e-02 -1.266774e+00 2.618003e+00,1.351809e-02 -1.266744e+00 2.616506e+00,1.376672e-02 -1.266870e+00 2.616615e+00,1.457921e-02 -1.267060e+00 2.613088e+00,1.512224e-02 -1.267123e+00 2.613587e+00,1.779348e-02 -1.266672e+00 2.612305e+00,1.451373e-02 -1.267286e+00 2.608165e+00,-4.268240e-03 -1.264351e+00 2.598659e+00,1.010232e-02 -1.268118e+00 2.617409e+00,1.011731e-02 -1.268098e+00 2.617474e+00,9.571701e-03 -1.268625e+00 2.608030e+00,1.049276e-02 -1.268598e+00 2.615250e+00,1.336742e-02 -1.268445e+00 2.618571e+00,1.355033e-02 -1.268593e+00 2.618472e+00,1.522700e-02 -1.268332e+00 2.615628e+00,1.815253e-02 -1.267525e+00 2.614007e+00,1.666815e-02 -1.267540e+00 2.617629e+00
1.002541e-01 -6.100174e-01 2.739408e+00,1.009905e-01 -6.103384e-01 2.739316e+00,1.010156e-01 -6.102552e-01 2.739221e+00,1.011101e-01 -6.103315e-01 2.738795e+00,9.917821e-02 -6.097940e-01 2.737315e+00,9.776205e-02 -6.092115e-01 2.735827e+00,9.660393e-02 -6.089287e-01 2.735262e+00,9.398531e-02 -6.086842e-01 2.733794e+00,9.342442e-02 -6.087708e-01 2.733502e+00,9.293804e-02 -6.089512e-01 2.733050e+00,9.270076e-02 -6.085546e-01 2.732479e+00,9.269679e-02 -6.087898e-01 2.731399e+00,9.080402e-02 -6.093212e-01 2.728435e+00,9.065583e-02 -6.098885e-01 2.726939e+00,8.966324e-02 -6.113950e-01 2.723918e+00,8.912307e-02 -6.135284e-01 2.721111e+00,8.815856e-02 -6.166646e-01 2.717928e+00,9.032929e-02 -6.218545e-01 2.715874e+00,9.045149e-02 -6.219974e-01 2.715631e+00,8.963626e-02 -6.213450e-01 2.713253e+00,8.965766e-02 -6.207318e-01 2.712278e+00,8.854169e-02 -6.214939e-01 2.712250e+00,8.791445e-02 -6.216865e-01 2.712155e+00,8.680090e-02 -6.219897e-01 2.711955e+00,8.642107e-02 -6.222324e-01 2.712138e+00,8.608581e-02 -6.226213e-01 2.712506e+00,8.456080e-02 -6.218903e-01 2.712831e+00,8.420870e-02 -6.216372e-01 2.713170e+00,8.413722e-02 -6.215742e-01 2.713256e+00,8.263046e-02 -6.217725e-01 2.714911e+00,8.171466e-02 -6.213993e-01 2.715688e+00,8.334701e-02 -6.197823e-01 2.716449e+00,8.558875e-02 -6.171018e-01 2.717537e+00,8.803965e-02 -6.137590e-01 2.718736e+00,8.773600e-02 -6.135284e-01 2.719390e+00,8.624163e-02 -6.116908e-01 2.721356e+00,8.561014e-02 -6.112949e-01 2.721898e+00,8.587509e-02 -6.107773e-01 2.722291e+00,8.658381e-02 -6.102716e-01 2.723291e+00,8.748003e-02 -6.099546e-01 2.724013e+00,8.813223e-02 -6.096196e-01 2.725221e+00,8.908768e-02 -6.095616e-01 2.725723e+00,9.014381e-02 -6.092618e-01 2.726786e+00,9.071440e-02 -6.086411e-01 2.727664e+00,9.100495e-02 -6.082734e-01 2.728024e+00,9.197498e-02 -6.081783e-01 2.729329e+00,9.248105e-02 -6.085241e-01 2.729658e+00,9.318227e-02 -6.085636e-01 2.730451e+00,9.323709e-02 -6.088997e-01 2.731171e+00,9.427138e-02 -6.106215e-01 2.732337e+00
2.938137e-02 -9.374610e-01 2.747399e+00,2.990153e-02 -9.387388e-01 2.747721e+00,2.998735e-02 -9.385209e-01 2.747973e+00,3.021276e-02 -9.385660e-01 2.747978e+00,3.113850e-02 -9.364858e-01 2.747293e+00,3.116574e-02 -9.369025e-01 2.747252e+00,3.191559e-02 -9.342861e-01 2.746715e+00,3.175574e-02 -9.343007e-01 2.746607e+00,3.146110e-02 -9.346662e-01 2.746631e+00,3.140726e-02 -9.343024e-01 2.746531e+00,3.128636e-02 -9.347067e-01 2.746378e+00,3.084592e-02 -9.364982e-01 2.746090e+00,3.170149e-02 -9.347817e-01 2.745263e+00,3.189128e-02 -9.338772e-01 2.744632e+00,3.147187e-02 -9.333512e-01 2.744174e+00,3.263089e-02 -9.358447e-01 2.744337e+00,3.264964e-02 -9.358831e-01 2.744354e+00,3.606594e-02 -9.367685e-01 2.745374e+00,3.607442e-02 -9.366302e-01 2.745350e+00,3.794071e-02 -9.401771e-01 2.745945e+00,3.691041e-02 -9.411902e-01 2.746438e+00,3.806565e-02 -9.416637e-01 2.746322e+00,3.791589e-02 -9.410453e-01 2.745908e+00,3.787666e-02 -9.412969e-01 2.745974e+00,3.721497e-02 -9.398427e-01 2.745418e+00,3.709181e-02 -9.381788e-01 2.745330e+00,3.654235e-02 -9.375896e-01 2.744615e+00,3.633330e-02 -9.374081e-01 2.744637e+00,3.597231e-02 -9.376134e-01 2.744478e+00,3.562332e-02 -9.376396e-01 2.744488e+00,3.524785e-02 -9.347621e-01 2.742959e+00,3.544201e-02 -9.344615e-01 2.742960e+00,3.527413e-02 -9.343832e-01 2.742961e+00,3.396214e-02 -9.352273e-01 2.743089e+00,3.376515e-02 -9.349656e-01 2.742911e+00,3.346764e-02 -9.351906e-01 2.743324e+00,3.431049e-02 -9.359262e-01 2.743559e+00,3.333183e-02 -9.363937e-01 2.743757e+00,3.282493e-02 -9.346292e-01 2.743593e+00,3.267904e-02 -9.343164e-01 2.743359e+00,3.240131e-02 -9.337776e-01 2.743410e+00,3.225269e-02 -9.338382e-01 2.743368e+00,3.219352e-02 -9.336129e-01 2.743480e+00,3.176472e-02 -9.342598e-01 2.743728e+00,3.166400e-02 -9.342222e-01 2.743555e+00,3.172861e-02 -9.337955e-01 2.743649e+00,3.207060e-02 -9.327425e-01 2.743844e+00,3.206713e-02 -9.318988e-01 2.743735e+00,3.083639e-02 -9.363716e-01 2.746198e+00,3.037330e-02 -9.369372e-01 2.746276e+00
4.867653e-02 -1.220742e+00 2.756097e+00,4.846157e-02 -1.221318e+00 2.754944e+00,4.924142e-02 -1.221076e+00 2.755193e+00,4.956751e-02 -1.220956e+00 2.757715e+00,4.963865e-02 -1.220176e+00 2.757777e+00,4.971933e-02 -1.219887e+00 2.757860e+00,4.986969e-02 -1.219474e+00 2.757952e+00,5.064757e-02 -1.217802e+00 2.758418e+00,5.073353e-02 -1.217529e+00 2.758615e+00,5.086496e-02 -1.217765e+00 2.758004e+00,5.096198e-02 -1.217147e+00 2.758336e+00,5.067431e-02 -1.217308e+00 2.757689e+00,4.997690e-02 -1.217773e+00 2.757017e+00,5.039539e-02 -1.218756e+00 2.756700e+00,5.014464e-02 -1.220179e+00 2.755774e+00,5.035028e-02 -1.220581e+00 2.755689e+00,5.045384e-02 -1.220896e+00 2.755167e+00,5.128589e-02 -1.218872e+00 2.754234e+00,5.210115e-02 -1.217536e+00 2.758609e+00,5.159104e-02 -1.218001e+00 2.757827e+00,5.202523e-02 -1.216829e+00 2.757989e+00,5.351553e-02 -1.214963e+00 2.759418e+00,5.255543e-02 -1.217828e+00 2.757097e+00,5.216236e-02 -1.217918e+00 2.756272e+00,6.058274e-02 -1.239029e+00 2.727576e+00,5.275371e-02 -1.225292e+00 2.746765e+00,5.267837e-02 -1.224241e+00 2.747895e+00,5.249367e-02 -1.224365e+00 2.748440e+00,5.075864e-02 -1.221575e+00 2.750835e+00,5.058932e-02 -1.222270e+00 2.752309e+00,5.089510e-02 -1.222268e+00 2.752541e+00,5.075832e-02 -1.222337e+00 2.752448e+00,5.110185e-02 -1.221204e+00 2.753183e+00,5.108501e-02 -1.219819e+00 2.754683e+00,6.024271e-02 -1.240796e+00 2.725378e+00,5.371450e-02 -1.214573e+00 2.762660e+00,5.168294e-02 -1.218692e+00 2.758580e+00,5.156332e-02 -1.218376e+00 2.758215e+00,5.110235e-02 -1.214713e+00 2.758738e+00,5.068434e-02 -1.215755e+00 2.756620e+00,5.038028e-02 -1.216557e+00 2.756078e+00,4.932748e-02 -1.217978e+00 2.755502e+00,4.925326e-02 -1.220545e+00 2.755800e+00,4.878815e-02 -1.220825e+00 2.754748e+00,4.887260e-02 -1.220471e+00 2.755179e+00,7.407665e-02 -1.251141e+00 2.721503e+00,7.210822e-02 -1.248718e+00 2.722777e+00,3.614513e-02 -1.247409e+00 2.727522e+00,5.237921e-02 -1.217805e+00 2.759463e+00,6.032789e-02 -1.241057e+00 2.730917e+00
4.524002e-02 -1.267815e+00 2.611521e+00,4.680030e-02 -1.266884e+00 2.613322e+00,4.409828e-02 -1.267090e+00 2.616785e+00,4.491157e-02 -1.267087e+00 2.616401e+00,4.465970e-02 -1.267077e+00 2.617732e+00,4.474923e-02 -1.267042e+00 2.617975e+00,4.489656e-02 -1.267099e+00 2.618511e+00,4.471207e-02 -1.267190e+00 2.619345e+00,4.677306e-02 -1.266494e+00 2.609701e+00,4.491182e-02 -1.267557e+00 2.613577e+00,5.315196e-02 -1.267995e+00 2.618598e+00,5.079516e-02 -1.268395e+00 2.616197e+00,4.814465e-02 -1.267918e+00 2.611223e+00,4.785109e-02 -1.267890e+00 2.611393e+00,4.754341e-02 -1.267559e+00 2.613957e+00,4.889620e-02 -1.267568e+00 2.604045e+00,4.784729e-02 -1.268180e+00 2.608752e+00,4.470782e-02 -1.268011e+00 2.612459e+00,4.690090e-02 -1.268603e+00 2.610801e+00,4.716526e-02 -1.268790e+00 2.610410e+00,4.812908e-02 -1.268576e+00 2.611603e+00,4.826238e-02 -1.269546e+00 2.612568e+00,5.101687e-02 -1.269276e+00 2.610103e+00,4.942119e-02 -1.269529e+00 2.608751e+00,4.447424e-02 -1.274221e+00 2.602150e+00,4.613580e-02 -1.269355e+00 2.611909e+00,4.451817e-02 -1.269612e+00 2.614567e+00,4.504440e-02 -1.269602e+00 2.614200e+00,4.477545e-02 -1.269078e+00 2.617504e+00,4.601962e-02 -1.268448e+00 2.613649e+00,4.630591e-02 -1.268261e+00 2.610059e+00,4.595127e-02 -1.269495e+00 2.617275e+00,5.071462e-02 -1.268594e+00 2.617248e+00,5.069784e-02 -1.268190e+00 2.616690e+00,4.936809e-02 -1.274900e+00 2.598811e+00,4.881903e-02 -1.267425e+00 2.614073e+00,5.046371e-02 -1.267197e+00 2.610603e+00,4.972661e-02 -1.266973e+00 2.611263e+00,5.154403e-02 -1.266877e+00 2.613092e+00,4.947330e-02 -1.266258e+00 2.609886e+00,5.865701e-02 -1.267171e+00 2.621863e+00,5.367133e-02 -1.267690e+00 2.620570e+00,5.178017e-02 -1.267892e+00 2.622514e+00,4.953292e-02 -1.268002e+00 2.624948e+00,4.753833e-02 -1.267895e+00 2.627424e+00,3.659971e-02 -1.280861e+00 2.599497e+00,3.817802e-02 -1.280821e+00 2.600566e+00,5.196708e-02 -1.276912e+00 2.599658e+00,5.022849e-02 -1.266884e+00 2.618962e+00,5.233372e-02 -1.272967e+00 2.602989e+00
3.569363e-02 -1.148161e-01 2.780442e+00,3.596519e-02 -1.148582e-01 2.780216e+00,3.598258e-02 -1.148304e-01 2.780215e+00,3.736810e-02 -1.151797e-01 2.780046e+00,3.893513e-02 -1.153679e-01 2.779634e+00,3.935858e-02 -1.151397e-01 2.778940e+00,4.120354e-02 -1.151448e-01 2.778007e+00,4.163239e-02 -1.148239e-01 2.777289e+00,4.187341e-02 -1.148300e-01 2.777027e+00,4.451357e-02 -1.147857e-01 2.776160e+00,4.560906e-02 -1.146374e-01 2.775812e+00,4.402685e-02 -1.156118e-01 2.776430e+00,4.401268e-02 -1.155818e-01 2.776417e+00,4.406616e-02 -1.151880e-01 2.776486e+00,4.200250e-02 -1.125060e-01 2.777345e+00,3.861014e-02 -1.115081e-01 2.776434e+00,3.331163e-02 -1.123623e-01 2.777580e+00,3.244649e-02 -1.128542e-01 2.778614e+00,3.285814e-02 -1.124396e-01 2.779390e+00,3.217858e-02 -1.127715e-01 2.780196e+00,3.168915e-02 -1.126867e-01 2.780268e+00,3.030903e-02 -1.132755e-01 2.780636e+00,3.038343e-02 -1.130431e-01 2.780663e+00,3.029598e-02 -1.127952e-01 2.780693e+00,3.016979e-02 -1.130510e-01 2.780963e+00,3.033026e-02 -1.129490e-01 2.781084e+00,3.030274e-02 -1.126774e-01 2.781069e+00,3.043540e-02 -1.127405e-01 2.780962e+00,3.036908e-02 -1.128167e-01 2.780696e+00,3.097343e-02 -1.130554e-01 2.780065e+00,3.191376e-02 -1.138948e-01 2.779156e+00,3.380600e-02 -1.144010e-01 2.778776e+00,3.440394e-02 -1.151607e-01 2.778308e+00,3.499854e-02 -1.158611e-01 2.777162e+00,3.470410e-02 -1.166844e-01 2.776417e+00,3.430390e-02 -1.164035e-01 2.776191e+00,3.437583e-02 -1.160628e-01 2.775460e+00,3.417744e-02 -1.159535e-01 2.775181e+00,3.422146e-02 -1.158308e-01 2.775049e+00,3.409821e-02 -1.160661e-01 2.775752e+00,3.412146e-02 -1.162615e-01 2.775753e+00,3.429242e-02 -1.162528e-01 2.776102e+00,3.488142e-02 -1.164536e-01 2.776517e+00,3.539199e-02 -1.160254e-01 2.777178e+00,3.513414e-02 -1.160189e-01 2.777692e+00,3.615225e-02 -1.162971e-01 2.778481e+00,3.622332e-02 -1.166693e-01 2.778730e+00,3.643796e-02 -1.161847e-01 2.779034e+00,3.651297e-02 -1.162341e-01 2.779313e+00,3.655675e-02 -1.164825e-01 2.779710e+00
