3.067747e-02 -6.150603e-01 2.768684e+00,3.065443e-02 -6.150188e-01 2.768595e+00,3.047412e-02 -6.150514e-01 2.768386e+00,3.028831e-02 -6.150597e-01 2.768118e+00,3.004199e-02 -6.146564e-01 2.767672e+00,2.929685e-02 -6.141270e-01 2.766877e+00,2.799071e-02 -6.130034e-01 2.766029e+00,2.521067e-02 -6.124024e-01 2.764610e+00,2.401255e-02 -6.115863e-01 2.763476e+00,2.274707e-02 -6.121538e-01 2.762874e+00,2.242298e-02 -6.121469e-01 2.762603e+00,2.136150e-02 -6.119407e-01 2.761895e+00,2.095461e-02 -6.125087e-01 2.761796e+00,2.004699e-02 -6.144461e-01 2.761445e+00,1.939994e-02 -6.154119e-01 2.761239e+00,1.858415e-02 -6.158871e-01 2.761449e+00,1.712009e-02 -6.185193e-01 2.762233e+00,1.597411e-02 -6.213309e-01 2.762845e+00,1.587072e-02 -6.229093e-01 2.763241e+00,1.585130e-02 -6.232629e-01 2.763674e+00,1.427752e-02 -6.253664e-01 2.763955e+00,1.362831e-02 -6.261032e-01 2.764154e+00,1.337045e-02 -6.272020e-01 2.764084e+00,1.448178e-02 -6.279648e-01 2.763616e+00,1.430613e-02 -6.282620e-01 2.763555e+00,1.435914e-02 -6.285090e-01 2.763360e+00,1.360864e-02 -6.284430e-01 2.763476e+00,1.089991e-02 -6.300365e-01 2.763125e+00,1.058381e-02 -6.300775e-01 2.762701e+00,1.162899e-02 -6.276891e-01 2.762119e+00,1.251351e-02 -6.193235e-01 2.760616e+00,1.337319e-02 -6.186112e-01 2.760601e+00,1.489661e-02 -6.170866e-01 2.759371e+00,1.586298e-02 -6.160911e-01 2.759216e+00,1.572782e-02 -6.153187e-01 2.759257e+00,1.561107e-02 -6.145332e-01 2.759097e+00,1.568545e-02 -6.140714e-01 2.759136e+00,1.633682e-02 -6.133493e-01 2.759392e+00,1.784648e-02 -6.134191e-01 2.759729e+00,1.957434e-02 -6.129109e-01 2.760412e+00,2.119407e-02 -6.126477e-01 2.760991e+00,2.320347e-02 -6.134033e-01 2.761286e+00,2.746178e-02 -6.153126e-01 2.764107e+00,2.991999e-02 -6.162767e-01 2.765160e+00,3.024668e-02 -6.166269e-01 2.765243e+00,3.137797e-02 -6.163455e-01 2.765846e+00,3.172414e-02 -6.168493e-01 2.765933e+00,3.242183e-02 -6.164863e-01 2.766430e+00,3.266941e-02 -6.169338e-01 2.766542e+00,3.282874e-02 -6.169437e-01 2.766660e+00
2.082359e-01 -6.127895e-01 2.705121e+00,2.074975e-01 -6.140274e-01 2.705733e+00,2.064809e-01 -6.150321e-01 2.705026e+00,2.126943e-01 -6.051905e-01 2.700420e+00,2.370523e-01 -6.220304e-01 2.672498e+00,2.419750e-01 -5.505127e-01 2.677124e+00,2.580973e-01 -5.154535e-01 2.657518e+00,2.783985e-01 -4.269438e-01 2.624669e+00,2.821265e-01 -3.727202e-01 2.599585e+00,2.667343e-01 -2.626675e-01 2.594670e+00,2.524047e-01 -2.187077e-01 2.611102e+00,2.201803e-01 -1.529600e-01 2.634226e+00,2.052280e-01 -1.401926e-01 2.642640e+00,1.747929e-01 -1.164988e-01 2.627511e+00,1.488238e-01 -9.801754e-02 2.576068e+00,1.335350e-01 -8.598875e-02 2.537081e+00,9.532250e-02 -5.454563e-02 2.417216e+00,8.348850e-02 -5.381878e-02 2.351696e+00,1.047616e-01 -8.228634e-02 2.249891e+00,1.077618e-01 -8.571418e-02 2.240302e+00,9.176364e-02 -6.618904e-02 2.235398e+00,8.985557e-02 -6.107301e-02 2.236926e+00,9.214514e-02 -5.821072e-02 2.238410e+00,9.933585e-02 -6.114327e-02 2.240083e+00,1.027511e-01 -6.151398e-02 2.239276e+00,1.087352e-01 -6.881691e-02 2.257294e+00,1.120811e-01 -7.528783e-02 2.271066e+00,1.188579e-01 -8.729231e-02 2.291044e+00,1.390161e-01 -1.274633e-01 2.344582e+00,1.591203e-01 -1.603137e-01 2.374739e+00,1.823470e-01 -2.257280e-01 2.417126e+00,1.543222e-01 -1.878002e-01 2.328978e+00,2.038163e-01 -3.352089e-01 2.461252e+00,2.147238e-01 -3.804161e-01 2.459977e+00,2.217470e-01 -4.112790e-01 2.512355e+00,2.310046e-01 -4.917791e-01 2.547045e+00,2.348373e-01 -5.227965e-01 2.572860e+00,2.321147e-01 -5.590667e-01 2.662281e+00,2.346582e-01 -5.764363e-01 2.680258e+00,2.446565e-01 -5.876716e-01 2.697243e+00,2.400341e-01 -5.967081e-01 2.723084e+00,2.377775e-01 -5.996900e-01 2.735308e+00,2.285170e-01 -6.151767e-01 2.741758e+00,2.208272e-01 -6.383152e-01 2.739857e+00,2.195188e-01 -6.373947e-01 2.735820e+00,2.196667e-01 -6.350762e-01 2.739153e+00,2.173313e-01 -6.221328e-01 2.736511e+00,2.154326e-01 -6.255004e-01 2.734864e+00,1.898343e-01 -6.274830e-01 2.712144e+00,2.080193e-01 -6.387053e-01 2.729828e+00
-3.758687e-02 -6.062247e-01 2.729504e+00,-3.758596e-02 -6.062118e-01 2.729438e+00,-3.777863e-02 -6.062254e-01 2.728977e+00,-3.792817e-02 -6.063133e-01 2.728781e+00,-3.833904e-02 -6.053349e-01 2.728004e+00,-3.909687e-02 -6.048266e-01 2.727077e+00,-4.075314e-02 -6.026044e-01 2.726169e+00,-4.312009e-02 -6.021926e-01 2.725403e+00,-4.458961e-02 -6.007353e-01 2.724095e+00,-4.592599e-02 -6.025142e-01 2.723904e+00,-4.611809e-02 -6.025853e-01 2.723852e+00,-4.727451e-02 -6.017691e-01 2.723599e+00,-4.783158e-02 -6.026303e-01 2.723930e+00,-4.917466e-02 -6.064416e-01 2.725080e+00,-5.003236e-02 -6.069235e-01 2.726249e+00,-5.135394e-02 -6.078783e-01 2.728412e+00,-5.284254e-02 -6.108071e-01 2.732900e+00,-5.410759e-02 -6.131683e-01 2.735485e+00,-5.415377e-02 -6.144223e-01 2.738587e+00,-5.392739e-02 -6.148667e-01 2.740386e+00,-5.524591e-02 -6.191380e-01 2.743335e+00,-5.560379e-02 -6.196271e-01 2.743766e+00,-5.565137e-02 -6.213030e-01 2.744358e+00,-5.423273e-02 -6.216503e-01 2.743330e+00,-5.452510e-02 -6.222450e-01 2.743232e+00,-5.454147e-02 -6.221505e-01 2.742954e+00,-5.524294e-02 -6.214254e-01 2.742815e+00,-5.732948e-02 -6.221699e-01 2.742382e+00,-5.738610e-02 -6.214533e-01 2.740777e+00,-5.649652e-02 -6.184040e-01 2.738907e+00,-5.588528e-02 -6.071981e-01 2.733783e+00,-5.521590e-02 -6.071238e-01 2.733709e+00,-5.346563e-02 -6.062237e-01 2.730041e+00,-5.261185e-02 -6.054293e-01 2.729418e+00,-5.280123e-02 -6.043957e-01 2.728950e+00,-5.321885e-02 -6.028004e-01 2.728129e+00,-5.313074e-02 -6.023988e-01 2.727855e+00,-5.244401e-02 -6.014556e-01 2.727102e+00,-5.101776e-02 -6.017807e-01 2.726764e+00,-4.945880e-02 -6.012395e-01 2.726798e+00,-4.776822e-02 -6.011631e-01 2.726748e+00,-4.533139e-02 -6.028115e-01 2.726170e+00,-4.033063e-02 -6.073794e-01 2.728630e+00,-3.787994e-02 -6.091484e-01 2.729130e+00,-3.748124e-02 -6.098871e-01 2.729013e+00,-3.641614e-02 -6.089043e-01 2.729095e+00,-3.604320e-02 -6.100414e-01 2.729197e+00,-3.524649e-02 -6.084907e-01 2.729502e+00,-3.500026e-02 -6.096588e-01 2.729679e+00,-3.490768e-02 -6.095659e-01 2.729660e+00
6.086655e-03 -9.247516e-01 2.743771e+00,6.025404e-03 -9.246916e-01 2.743606e+00,5.914891e-03 -9.243928e-01 2.743383e+00,6.195195e-03 -9.245502e-01 2.743508e+00,6.231529e-03 -9.245418e-01 2.743494e+00,7.214427e-03 -9.253664e-01 2.743816e+00,7.327110e-03 -9.253073e-01 2.743877e+00,7.412582e-03 -9.253263e-01 2.743813e+00,7.445415e-03 -9.251842e-01 2.743622e+00,7.305727e-03 -9.249306e-01 2.743282e+00,7.531195e-03 -9.242387e-01 2.742719e+00,7.352610e-03 -9.238582e-01 2.742080e+00,7.321109e-03 -9.239410e-01 2.742121e+00,7.336071e-03 -9.239490e-01 2.742094e+00,7.463073e-03 -9.237211e-01 2.741821e+00,7.667318e-03 -9.236212e-01 2.741904e+00,8.038053e-03 -9.242268e-01 2.742459e+00,8.129391e-03 -9.243748e-01 2.742491e+00,8.341206e-03 -9.245538e-01 2.742811e+00,9.025373e-03 -9.248468e-01 2.743368e+00,9.361930e-03 -9.251359e-01 2.743501e+00,9.561863e-03 -9.249560e-01 2.743613e+00,9.594539e-03 -9.250071e-01 2.743667e+00,1.029432e-02 -9.255876e-01 2.743372e+00,1.038661e-02 -9.257985e-01 2.743346e+00,1.067644e-02 -9.258025e-01 2.742936e+00,1.067812e-02 -9.257960e-01 2.742937e+00,1.059267e-02 -9.257091e-01 2.742830e+00,9.758024e-03 -9.258029e-01 2.742390e+00,9.683086e-03 -9.258704e-01 2.742154e+00,9.759874e-03 -9.253339e-01 2.741755e+00,9.039538e-03 -9.255041e-01 2.741668e+00,8.786459e-03 -9.237721e-01 2.740045e+00,7.793427e-03 -9.228884e-01 2.739896e+00,7.791939e-03 -9.228954e-01 2.739882e+00,7.842493e-03 -9.225381e-01 2.739788e+00,7.869236e-03 -9.224660e-01 2.739633e+00,8.452568e-03 -9.227024e-01 2.739758e+00,8.490045e-03 -9.227050e-01 2.739740e+00,8.669009e-03 -9.229367e-01 2.740038e+00,8.907543e-03 -9.239230e-01 2.740516e+00,8.880653e-03 -9.239985e-01 2.740659e+00,8.861468e-03 -9.238227e-01 2.741066e+00,8.878581e-03 -9.238403e-01 2.741145e+00,8.772079e-03 -9.238370e-01 2.741141e+00,9.437691e-03 -9.270212e-01 2.742810e+00,9.635792e-03 -9.272994e-01 2.742997e+00,9.383710e-03 -9.272100e-01 2.743634e+00,9.839619e-03 -9.271140e-01 2.743763e+00,9.644408e-03 -9.271768e-01 2.744317e+00
-1.037596e-02 -1.213815e+00 2.759211e+00,-1.112030e-02 -1.212580e+00 2.758816e+00,-1.098076e-02 -1.212242e+00 2.758820e+00,-1.155317e-02 -1.211364e+00 2.759434e+00,-1.155089e-02 -1.211369e+00 2.759472e+00,-1.106498e-02 -1.212128e+00 2.759635e+00,-9.307542e-03 -1.212206e+00 2.760235e+00,-8.826632e-03 -1.211369e+00 2.760531e+00,-8.129769e-03 -1.209702e+00 2.760967e+00,-8.583962e-03 -1.210152e+00 2.760842e+00,-8.668059e-03 -1.210005e+00 2.760841e+00,-2.476059e-02 -1.247202e+00 2.721528e+00,-1.145551e-02 -1.209578e+00 2.762775e+00,-1.139532e-02 -1.209825e+00 2.762047e+00,-1.173579e-02 -1.209875e+00 2.761366e+00,-1.175607e-02 -1.209500e+00 2.761492e+00,-1.223307e-02 -1.209577e+00 2.761387e+00,-1.222263e-02 -1.209602e+00 2.761373e+00,-1.268437e-02 -1.209841e+00 2.761164e+00,-9.287921e-03 -1.215816e+00 2.756187e+00,-9.212214e-03 -1.216046e+00 2.756660e+00,-9.807220e-03 -1.215392e+00 2.758159e+00,-9.773551e-03 -1.215598e+00 2.758072e+00,-9.307867e-03 -1.216118e+00 2.758736e+00,-1.042466e-02 -1.215545e+00 2.759068e+00,-7.445493e-03 -1.218038e+00 2.755929e+00,-9.066235e-03 -1.216042e+00 2.757083e+00,-8.825256e-03 -1.215300e+00 2.757589e+00,-1.090344e-02 -1.212447e+00 2.757389e+00,-1.097817e-02 -1.212189e+00 2.757697e+00,-1.149208e-02 -1.211355e+00 2.757535e+00,-1.190590e-02 -1.210541e+00 2.758005e+00,-1.221071e-02 -1.210603e+00 2.758070e+00,-1.186524e-02 -1.210408e+00 2.758338e+00,-5.550061e-03 -1.217411e+00 2.755964e+00,2.903188e-03 -1.241716e+00 2.733320e+00,2.036525e-03 -1.241947e+00 2.732570e+00,-1.996753e-03 -1.213889e+00 2.757609e+00,-2.547664e-03 -1.214304e+00 2.756570e+00,-1.229174e-02 -1.237359e+00 2.731275e+00,-1.197121e-02 -1.241140e+00 2.729559e+00,-6.949826e-03 -1.215267e+00 2.754365e+00,-6.921702e-03 -1.215598e+00 2.756100e+00,-7.131507e-03 -1.216018e+00 2.757078e+00,-7.746245e-03 -1.214381e+00 2.756280e+00,-8.060330e-03 -1.214212e+00 2.759145e+00,-8.297307e-03 -1.213550e+00 2.759112e+00,-9.103157e-03 -1.212889e+00 2.759859e+00,-9.438911e-03 -1.212257e+00 2.759740e+00,-9.410287e-03 -1.212688e+00 2.759450e+00
1.759622e-02 -1.267532e+00 2.612628e+00,1.640151e-02 -1.267695e+00 2.613045e+00,1.497466e-02 -1.267921e+00 2.616190e+00,1.417302e-02 -1.268315e+00 2.608850e+00,1.403430e-02 -1.268341e+00 2.608264e+00,1.496782e-02 -1.268275e+00 2.610935e+00,1.630577e-02 -1.268506e+00 2.609931e+00,1.744197e-02 -1.268800e+00 2.611858e+00,1.748151e-02 -1.268622e+00 2.612132e+00,1.526074e-02 -1.267264e+00 2.622512e+00,1.444282e-02 -1.267549e+00 2.624783e+00,2.412888e-02 -1.277604e+00 2.605320e+00,1.305464e-02 -1.267698e+00 2.624761e+00,1.295561e-02 -1.266858e+00 2.621059e+00,1.524187e-02 -1.266316e+00 2.621046e+00,1.715778e-02 -1.266144e+00 2.623495e+00,1.686404e-02 -1.266179e+00 2.616494e+00,1.996506e-02 -1.266994e+00 2.621419e+00,1.989029e-02 -1.266909e+00 2.621737e+00,1.940564e-02 -1.267060e+00 2.624240e+00,1.918853e-02 -1.266630e+00 2.625324e+00,1.932943e-02 -1.266624e+00 2.627925e+00,1.921386e-02 -1.267012e+00 2.627632e+00,1.944420e-02 -1.267548e+00 2.623229e+00,1.989673e-02 -1.267319e+00 2.620353e+00,1.925274e-02 -1.267873e+00 2.622746e+00,1.740311e-02 -1.268029e+00 2.624606e+00,1.668933e-02 -1.267975e+00 2.624653e+00,1.734383e-02 -1.268192e+00 2.624522e+00,1.754290e-02 -1.267979e+00 2.625371e+00,1.576434e-02 -1.267721e+00 2.622675e+00,1.056098e-02 -1.267674e+00 2.621521e+00,1.271263e-02 -1.267810e+00 2.622664e+00,1.285671e-02 -1.267780e+00 2.623457e+00,1.474905e-02 -1.267531e+00 2.624607e+00,2.256410e-02 -1.274611e+00 2.607473e+00,2.294535e-02 -1.275211e+00 2.607172e+00,2.160759e-02 -1.268907e+00 2.620006e+00,2.136724e-02 -1.268804e+00 2.615771e+00,2.339915e-02 -1.271367e+00 2.610683e+00,2.365454e-02 -1.271025e+00 2.606934e+00,2.019746e-02 -1.269497e+00 2.609085e+00,1.537042e-02 -1.269371e+00 2.616081e+00,1.512148e-02 -1.269470e+00 2.616347e+00,1.688943e-02 -1.269496e+00 2.607649e+00,1.842901e-02 -1.268834e+00 2.606294e+00,1.879028e-02 -1.268783e+00 2.607932e+00,1.519689e-02 -1.268838e+00 2.614475e+00,1.502450e-02 -1.268035e+00 2.616118e+00,1.593037e-02 -1.267929e+00 2.618617e+00
9.815247e-02 -6.095442e-01 2.741559e+00,9.809180e-02 -6.094297e-01 2.741424e+00,9.792288e-02 -6.094523e-01 2.741361e+00,9.770294e-02 -6.093121e-01 2.741006e+00,9.758090e-02 -6.092225e-01 2.740791e+00,9.684273e-02 -6.086243e-01 2.740149e+00,9.582809e-02 -6.082795e-01 2.739369e+00,9.270092e-02 -6.075969e-01 2.737228e+00,9.180713e-02 -6.073437e-01 2.736299e+00,9.030302e-02 -6.071298e-01 2.735122e+00,8.988260e-02 -6.069710e-01 2.734542e+00,8.885448e-02 -6.073584e-01 2.733286e+00,8.858461e-02 -6.077734e-01 2.732909e+00,8.794157e-02 -6.087735e-01 2.731603e+00,8.726596e-02 -6.101689e-01 2.729595e+00,8.648185e-02 -6.104380e-01 2.728663e+00,8.520273e-02 -6.138269e-01 2.726375e+00,8.439913e-02 -6.168171e-01 2.724931e+00,8.450582e-02 -6.191612e-01 2.722489e+00,8.447970e-02 -6.192455e-01 2.722387e+00,8.256160e-02 -6.197261e-01 2.720243e+00,8.184953e-02 -6.201671e-01 2.719892e+00,8.150544e-02 -6.206025e-01 2.719102e+00,8.262262e-02 -6.208093e-01 2.718485e+00,8.256449e-02 -6.208239e-01 2.718425e+00,8.261473e-02 -6.210064e-01 2.717961e+00,8.154131e-02 -6.214480e-01 2.718335e+00,7.853351e-02 -6.236501e-01 2.718004e+00,7.846855e-02 -6.237204e-01 2.718225e+00,7.970335e-02 -6.216113e-01 2.718641e+00,8.067530e-02 -6.156102e-01 2.719950e+00,8.178081e-02 -6.140595e-01 2.720260e+00,8.315113e-02 -6.124203e-01 2.720695e+00,8.428456e-02 -6.112333e-01 2.721368e+00,8.411119e-02 -6.105578e-01 2.722072e+00,8.416455e-02 -6.103280e-01 2.722495e+00,8.423530e-02 -6.097667e-01 2.723108e+00,8.517593e-02 -6.091686e-01 2.724982e+00,8.692970e-02 -6.092165e-01 2.726271e+00,8.872611e-02 -6.089834e-01 2.727763e+00,9.013320e-02 -6.087419e-01 2.729051e+00,9.192221e-02 -6.089764e-01 2.730088e+00,9.551920e-02 -6.089295e-01 2.733465e+00,9.778467e-02 -6.090350e-01 2.735026e+00,9.799428e-02 -6.091093e-01 2.735212e+00,9.916745e-02 -6.092914e-01 2.736441e+00,9.937570e-02 -6.093869e-01 2.736493e+00,9.997857e-02 -6.093401e-01 2.737112e+00,1.001391e-01 -6.094359e-01 2.737174e+00,1.004168e-01 -6.096597e-01 2.737600e+00
2.915557e-02 -9.380645e-01 2.749619e+00,3.087630e-02 -9.393095e-01 2.750264e+00,3.190335e-02 -9.365942e-01 2.749443e+00,3.034695e-02 -9.380650e-01 2.749753e+00,3.045477e-02 -9.380420e-01 2.749708e+00,3.080214e-02 -9.370844e-01 2.749416e+00,3.090765e-02 -9.362602e-01 2.749343e+00,3.025989e-02 -9.392257e-01 2.749552e+00,2.899387e-02 -9.439471e-01 2.749300e+00,2.875447e-02 -9.415427e-01 2.747545e+00,2.875581e-02 -9.369978e-01 2.746151e+00,2.958405e-02 -9.343601e-01 2.745150e+00,2.983232e-02 -9.334550e-01 2.745123e+00,2.988302e-02 -9.336039e-01 2.745111e+00,2.979528e-02 -9.343421e-01 2.745208e+00,2.986288e-02 -9.343532e-01 2.745197e+00,3.214840e-02 -9.396019e-01 2.747993e+00,3.205801e-02 -9.396733e-01 2.748033e+00,3.270131e-02 -9.400408e-01 2.748394e+00,3.392221e-02 -9.395555e-01 2.748786e+00,3.595957e-02 -9.410075e-01 2.748607e+00,3.583277e-02 -9.407507e-01 2.748623e+00,3.445459e-02 -9.506260e-01 2.750408e+00,3.466760e-02 -9.435000e-01 2.747627e+00,3.396253e-02 -9.428746e-01 2.747239e+00,3.524960e-02 -9.389136e-01 2.746454e+00,3.501958e-02 -9.387827e-01 2.746483e+00,3.456916e-02 -9.388122e-01 2.746716e+00,3.408197e-02 -9.379140e-01 2.746436e+00,3.387086e-02 -9.379614e-01 2.746330e+00,3.385867e-02 -9.367758e-01 2.745594e+00,3.449162e-02 -9.358370e-01 2.745190e+00,3.433462e-02 -9.354088e-01 2.744612e+00,3.426815e-02 -9.354684e-01 2.744531e+00,3.425038e-02 -9.355826e-01 2.744447e+00,3.332926e-02 -9.404746e-01 2.745776e+00,3.367105e-02 -9.386615e-01 2.745230e+00,3.487698e-02 -9.321059e-01 2.743686e+00,3.467396e-02 -9.324755e-01 2.743619e+00,3.451724e-02 -9.327154e-01 2.743914e+00,3.480906e-02 -9.325560e-01 2.744448e+00,3.477829e-02 -9.324792e-01 2.744468e+00,3.416323e-02 -9.343308e-01 2.745876e+00,3.421184e-02 -9.343487e-01 2.746058e+00,3.407851e-02 -9.344529e-01 2.746105e+00,3.305953e-02 -9.383143e-01 2.747795e+00,3.322932e-02 -9.384545e-01 2.748034e+00,3.359997e-02 -9.381053e-01 2.748502e+00,3.365869e-02 -9.378585e-01 2.748525e+00,3.373490e-02 -9.380546e-01 2.748688e+00
4.767352e-02 -1.223652e+00 2.755535e+00,4.800068e-02 -1.222188e+00 2.757005e+00,4.837772e-02 -1.221237e+00 2.757961e+00,4.868155e-02 -1.221161e+00 2.757387e+00,4.926656e-02 -1.221776e+00 2.756738e+00,4.969750e-02 -1.222011e+00 2.756938e+00,4.949208e-02 -1.221804e+00 2.757090e+00,5.044303e-02 -1.217652e+00 2.759231e+00,5.029325e-02 -1.217893e+00 2.758400e+00,5.025532e-02 -1.225222e+00 2.749043e+00,5.022483e-02 -1.224861e+00 2.749798e+00,6.733626e-02 -1.239714e+00 2.732078e+00,5.543035e-02 -1.223317e+00 2.754215e+00,5.494118e-02 -1.221148e+00 2.756316e+00,4.967928e-02 -1.210570e+00 2.760811e+00,4.971235e-02 -1.210681e+00 2.760921e+00,5.064780e-02 -1.215004e+00 2.758986e+00,5.072905e-02 -1.215444e+00 2.758775e+00,5.775532e-02 -1.235693e+00 2.733760e+00,5.161918e-02 -1.240239e+00 2.731628e+00,5.262927e-02 -1.225506e+00 2.748078e+00,5.362919e-02 -1.213919e+00 2.758417e+00,5.333659e-02 -1.214601e+00 2.758226e+00,5.297036e-02 -1.215564e+00 2.756475e+00,5.292698e-02 -1.215594e+00 2.756488e+00,5.248016e-02 -1.216345e+00 2.756056e+00,5.293950e-02 -1.214225e+00 2.757097e+00,5.206397e-02 -1.215790e+00 2.756676e+00,5.146808e-02 -1.216606e+00 2.756362e+00,5.132253e-02 -1.217310e+00 2.756185e+00,5.180533e-02 -1.218803e+00 2.755072e+00,5.285589e-02 -1.216287e+00 2.756489e+00,5.285338e-02 -1.217203e+00 2.753613e+00,5.266358e-02 -1.215491e+00 2.756474e+00,5.238687e-02 -1.215482e+00 2.760452e+00,5.191619e-02 -1.215569e+00 2.759623e+00,5.188286e-02 -1.215564e+00 2.759180e+00,5.157283e-02 -1.216247e+00 2.758525e+00,5.152496e-02 -1.216899e+00 2.758070e+00,5.169391e-02 -1.217391e+00 2.758364e+00,5.023110e-02 -1.219802e+00 2.756638e+00,5.019087e-02 -1.220264e+00 2.756856e+00,6.146628e-02 -1.244652e+00 2.728320e+00,4.986879e-02 -1.225974e+00 2.748835e+00,4.980257e-02 -1.225944e+00 2.748944e+00,4.921395e-02 -1.224119e+00 2.751530e+00,4.929397e-02 -1.224068e+00 2.751771e+00,4.891634e-02 -1.224706e+00 2.752338e+00,4.865396e-02 -1.224768e+00 2.752041e+00,4.926074e-02 -1.224861e+00 2.753093e+00
4.662213e-02 -1.268701e+00 2.616683e+00,4.677872e-02 -1.267638e+00 2.614726e+00,4.640064e-02 -1.268006e+00 2.622775e+00,4.597434e-02 -1.267709e+00 2.617178e+00,4.597862e-02 -1.267941e+00 2.613438e+00,4.849552e-02 -1.266475e+00 2.625146e+00,4.701027e-02 -1.267826e+00 2.615584e+00,4.679548e-02 -1.267970e+00 2.615304e+00,4.586205e-02 -1.268057e+00 2.614712e+00,4.555481e-02 -1.267499e+00 2.609021e+00,4.662780e-02 -1.267364e+00 2.609369e+00,4.303169e-02 -1.270928e+00 2.606219e+00,4.482830e-02 -1.267964e+00 2.613317e+00,4.484170e-02 -1.267948e+00 2.613393e+00,4.596806e-02 -1.267288e+00 2.612640e+00,4.590022e-02 -1.267409e+00 2.613074e+00,4.672392e-02 -1.268023e+00 2.611584e+00,4.709214e-02 -1.268491e+00 2.616345e+00,4.498686e-02 -1.272799e+00 2.608651e+00,4.607046e-02 -1.273832e+00 2.604139e+00,4.871393e-02 -1.269818e+00 2.609959e+00,4.870481e-02 -1.269746e+00 2.609815e+00,4.779433e-02 -1.269715e+00 2.610314e+00,4.627032e-02 -1.269260e+00 2.609840e+00,4.590578e-02 -1.269110e+00 2.609798e+00,4.570069e-02 -1.267913e+00 2.620390e+00,4.713739e-02 -1.268625e+00 2.623801e+00,4.684933e-02 -1.268708e+00 2.624088e+00,4.711055e-02 -1.269338e+00 2.623992e+00,4.745015e-02 -1.269083e+00 2.624086e+00,4.894609e-02 -1.268896e+00 2.620514e+00,4.964361e-02 -1.268847e+00 2.619756e+00,4.832637e-02 -1.268479e+00 2.617382e+00,4.854118e-02 -1.268497e+00 2.620047e+00,4.831591e-02 -1.268333e+00 2.619801e+00,4.852671e-02 -1.267772e+00 2.622922e+00,4.694544e-02 -1.267059e+00 2.628149e+00,4.724617e-02 -1.266748e+00 2.624983e+00,4.736318e-02 -1.266005e+00 2.618770e+00,4.737385e-02 -1.265999e+00 2.618776e+00,5.098621e-02 -1.266244e+00 2.607246e+00,5.112397e-02 -1.266343e+00 2.611085e+00,4.183898e-02 -1.274871e+00 2.601117e+00,4.625554e-02 -1.267361e+00 2.622129e+00,4.641759e-02 -1.269158e+00 2.605922e+00,4.734104e-02 -1.268978e+00 2.604929e+00,4.830799e-02 -1.269373e+00 2.608094e+00,4.885127e-02 -1.269561e+00 2.615936e+00,4.871059e-02 -1.269192e+00 2.617623e+00,4.806387e-02 -1.268387e+00 2.622347e+00
3.385718e-02 -1.151109e-01 2.784940e+00,3.406941e-02 -1.150130e-01 2.784849e+00,3.409904e-02 -1.149523e-01 2.784794e+00,3.381829e-02 -1.150156e-01 2.784714e+00,3.383849e-02 -1.149129e-01 2.784645e+00,3.368806e-02 -1.148678e-01 2.784629e+00,3.344618e-02 -1.147689e-01 2.784348e+00,3.303441e-02 -1.146148e-01 2.783470e+00,3.314035e-02 -1.142380e-01 2.783001e+00,3.364418e-02 -1.143503e-01 2.782338e+00,3.374663e-02 -1.139435e-01 2.782039e+00,3.365706e-02 -1.138529e-01 2.781842e+00,3.380115e-02 -1.140734e-01 2.781921e+00,3.398555e-02 -1.141231e-01 2.781739e+00,3.444359e-02 -1.135438e-01 2.782268e+00,3.410068e-02 -1.119059e-01 2.782748e+00,2.849456e-02 -1.110053e-01 2.784711e+00,2.525859e-02 -1.108977e-01 2.784816e+00,2.494762e-02 -1.114115e-01 2.786876e+00,2.511186e-02 -1.124197e-01 2.788158e+00,2.487247e-02 -1.131615e-01 2.788226e+00,2.438059e-02 -1.131651e-01 2.788265e+00,2.407556e-02 -1.130500e-01 2.788136e+00,2.370894e-02 -1.132813e-01 2.787994e+00,2.421421e-02 -1.132610e-01 2.787941e+00,2.500686e-02 -1.137692e-01 2.787687e+00,2.496606e-02 -1.137957e-01 2.787309e+00,2.465971e-02 -1.143132e-01 2.786777e+00,2.523966e-02 -1.152469e-01 2.785597e+00,2.601655e-02 -1.152437e-01 2.784181e+00,2.761181e-02 -1.146942e-01 2.782097e+00,2.764813e-02 -1.143712e-01 2.781304e+00,2.854146e-02 -1.151351e-01 2.776908e+00,2.898739e-02 -1.147331e-01 2.775526e+00,2.886682e-02 -1.143154e-01 2.774132e+00,2.840364e-02 -1.146268e-01 2.772268e+00,2.799599e-02 -1.146978e-01 2.770826e+00,2.901237e-02 -1.149035e-01 2.770987e+00,3.029986e-02 -1.151981e-01 2.770990e+00,3.038234e-02 -1.152343e-01 2.770921e+00,3.129857e-02 -1.153819e-01 2.770655e+00,3.199265e-02 -1.160277e-01 2.770720e+00,3.218659e-02 -1.168413e-01 2.772865e+00,3.221011e-02 -1.168136e-01 2.772887e+00,3.246915e-02 -1.163365e-01 2.773827e+00,3.274100e-02 -1.165859e-01 2.774017e+00,3.282693e-02 -1.164388e-01 2.775279e+00,3.321431e-02 -1.163981e-01 2.775429e+00,3.327692e-02 -1.165784e-01 2.775415e+00,3.400858e-02 -1.166081e-01 2.775610e+00
