4.206814e-02 -6.139386e-01 2.764923e+00,4.192366e-02 -6.138720e-01 2.764945e+00,4.155094e-02 -6.139508e-01 2.765048e+00,4.132187e-02 -6.139020e-01 2.765206e+00,4.018363e-02 -6.142238e-01 2.764788e+00,3.230345e-02 -6.111524e-01 2.764102e+00,3.095609e-02 -6.102604e-01 2.764320e+00,3.008195e-02 -6.091662e-01 2.765435e+00,2.875351e-02 -6.098464e-01 2.766119e+00,2.882344e-02 -6.126791e-01 2.767456e+00,2.965642e-02 -6.148270e-01 2.767903e+00,2.975500e-02 -6.190032e-01 2.768777e+00,3.010176e-02 -6.233522e-01 2.768229e+00,3.024432e-02 -6.233836e-01 2.767959e+00,3.048612e-02 -6.245403e-01 2.767259e+00,3.059727e-02 -6.296906e-01 2.765783e+00,2.884959e-02 -6.307710e-01 2.765500e+00,2.826784e-02 -6.134066e-01 2.765431e+00,2.869410e-02 -6.139703e-01 2.765164e+00,2.838650e-02 -6.153200e-01 2.764606e+00,2.796095e-02 -6.148361e-01 2.764465e+00,2.682517e-02 -6.111335e-01 2.764366e+00,2.584586e-02 -6.094968e-01 2.764578e+00,2.564948e-02 -6.089969e-01 2.764360e+00,2.503023e-02 -6.085384e-01 2.764323e+00,2.504528e-02 -6.080644e-01 2.764113e+00,2.379524e-02 -6.064968e-01 2.763789e+00,2.371698e-02 -6.063221e-01 2.763724e+00,2.403023e-02 -6.062925e-01 2.763741e+00,2.406361e-02 -6.062038e-01 2.763691e+00,2.392266e-02 -6.062567e-01 2.763768e+00,2.401944e-02 -6.064272e-01 2.763733e+00,2.438369e-02 -6.068373e-01 2.763728e+00,2.409893e-02 -6.072847e-01 2.763507e+00,2.431872e-02 -6.077511e-01 2.763206e+00,2.506494e-02 -6.085672e-01 2.762838e+00,2.633725e-02 -6.097716e-01 2.762427e+00,2.908318e-02 -6.119434e-01 2.761442e+00,3.103954e-02 -6.124501e-01 2.760919e+00,3.404944e-02 -6.126443e-01 2.760574e+00,3.506476e-02 -6.121586e-01 2.760525e+00,3.622724e-02 -6.123837e-01 2.760502e+00,3.667125e-02 -6.125489e-01 2.760375e+00,3.723984e-02 -6.124867e-01 2.760238e+00,3.818666e-02 -6.123102e-01 2.759901e+00,3.879694e-02 -6.123405e-01 2.759801e+00,3.896517e-02 -6.124534e-01 2.759588e+00,4.109468e-02 -6.133333e-01 2.759753e+00
2.179721e-01 -6.381782e-01 2.720341e+00,2.188074e-01 -6.497698e-01 2.718638e+00,2.190324e-01 -6.471284e-01 2.709248e+00,2.162197e-01 -6.427267e-01 2.696821e+00,2.062638e-01 -6.156471e-01 2.672527e+00,1.677045e-01 -5.280434e-01 2.596127e+00,1.316953e-01 -4.378154e-01 2.572825e+00,7.324111e-02 -2.548510e-01 2.526000e+00,5.860690e-02 -1.927642e-01 2.505053e+00,5.506834e-04 -6.746977e-02 2.483562e+00,-5.430605e-03 -4.144555e-02 2.481513e+00,-2.189012e-02 -1.250498e-02 2.478230e+00,-4.600763e-02 1.656560e-02 2.459190e+00,-5.433863e-02 1.718136e-02 2.454930e+00,-5.315833e-02 -1.831188e-02 2.438432e+00,-4.539432e-02 -3.470777e-02 2.431300e+00,-8.397835e-02 3.251503e-03 2.429965e+00,5.438621e-02 -7.893597e-02 2.406593e+00,8.856887e-02 -6.635782e-02 2.388794e+00,1.704780e-01 8.584470e-03 2.388484e+00,2.099815e-01 6.778158e-02 2.393756e+00,2.653077e-01 1.162956e-01 2.415780e+00,3.468421e-01 1.549457e-01 2.469440e+00,3.746672e-01 1.574447e-01 2.497142e+00,3.791890e-01 1.588920e-01 2.500670e+00,3.777547e-01 1.532860e-01 2.498337e+00,3.770470e-01 1.380930e-01 2.489243e+00,3.693611e-01 1.115065e-01 2.487856e+00,3.706229e-01 7.082795e-02 2.484926e+00,3.674298e-01 3.368120e-02 2.484167e+00,3.642738e-01 -5.289757e-02 2.481665e+00,3.620858e-01 -1.062569e-01 2.481102e+00,3.569492e-01 -1.705944e-01 2.486192e+00,3.344378e-01 -3.748989e-01 2.506824e+00,3.107244e-01 -5.048140e-01 2.550971e+00,2.950875e-01 -5.510107e-01 2.586874e+00,2.795306e-01 -5.825766e-01 2.626150e+00,2.587958e-01 -6.205808e-01 2.695753e+00,2.526465e-01 -6.212741e-01 2.713804e+00,2.456920e-01 -6.529214e-01 2.728472e+00,2.413213e-01 -6.547291e-01 2.729405e+00,2.385327e-01 -6.529815e-01 2.728082e+00,2.400682e-01 -6.510696e-01 2.725533e+00,2.425205e-01 -6.496767e-01 2.726356e+00,2.449676e-01 -6.491969e-01 2.724803e+00,2.425478e-01 -6.494678e-01 2.721911e+00,2.396991e-01 -6.503022e-01 2.724550e+00,2.333918e-01 -6.512330e-01 2.719625e+00
-2.560975e-02 -6.042690e-01 2.726379e+00,-2.579864e-02 -6.042531e-01 2.726498e+00,-2.639373e-02 -6.045660e-01 2.726983e+00,-2.661160e-02 -6.045475e-01 2.727062e+00,-2.806201e-02 -6.055484e-01 2.726636e+00,-3.780954e-02 -5.995032e-01 2.727413e+00,-3.891937e-02 -5.981926e-01 2.727906e+00,-3.947107e-02 -5.971919e-01 2.730149e+00,-4.107521e-02 -5.991918e-01 2.733162e+00,-4.052192e-02 -6.060284e-01 2.739738e+00,-3.917325e-02 -6.096077e-01 2.743427e+00,-3.960780e-02 -6.138684e-01 2.746045e+00,-3.944911e-02 -6.185325e-01 2.748175e+00,-3.940276e-02 -6.182893e-01 2.748021e+00,-3.903958e-02 -6.190821e-01 2.748504e+00,-3.947506e-02 -6.242090e-01 2.746250e+00,-4.088073e-02 -6.250359e-01 2.745896e+00,-3.796281e-02 -6.058355e-01 2.748914e+00,-3.735765e-02 -6.077529e-01 2.747860e+00,-3.852334e-02 -6.089339e-01 2.744247e+00,-4.015109e-02 -6.052930e-01 2.743155e+00,-4.131074e-02 -6.013524e-01 2.742743e+00,-4.252923e-02 -5.993315e-01 2.742095e+00,-4.281724e-02 -5.981008e-01 2.741597e+00,-4.343132e-02 -5.976636e-01 2.741225e+00,-4.332703e-02 -5.967867e-01 2.740160e+00,-4.505134e-02 -5.947953e-01 2.738453e+00,-4.526730e-02 -5.945082e-01 2.737662e+00,-4.499176e-02 -5.946872e-01 2.736354e+00,-4.497324e-02 -5.944445e-01 2.735803e+00,-4.544804e-02 -5.944526e-01 2.734788e+00,-4.508036e-02 -5.953395e-01 2.734058e+00,-4.465086e-02 -5.958293e-01 2.733594e+00,-4.504419e-02 -5.957549e-01 2.732057e+00,-4.461108e-02 -5.965698e-01 2.730774e+00,-4.362225e-02 -5.981864e-01 2.729936e+00,-4.228551e-02 -5.998290e-01 2.729410e+00,-3.930381e-02 -6.025944e-01 2.727776e+00,-3.744103e-02 -6.033505e-01 2.727314e+00,-3.442902e-02 -6.039085e-01 2.726442e+00,-3.333842e-02 -6.036136e-01 2.726097e+00,-3.202810e-02 -6.038908e-01 2.725794e+00,-3.156074e-02 -6.040967e-01 2.725382e+00,-3.098549e-02 -6.040337e-01 2.724993e+00,-3.003063e-02 -6.031017e-01 2.724296e+00,-2.949464e-02 -6.032494e-01 2.724243e+00,-2.936555e-02 -6.034505e-01 2.724065e+00,-2.707248e-02 -6.052166e-01 2.724062e+00
9.732410e-03 -9.180353e-01 2.734364e+00,1.015644e-02 -9.188430e-01 2.735105e+00,6.643164e-03 -9.233922e-01 2.738142e+00,7.416146e-03 -9.241898e-01 2.739409e+00,8.113773e-03 -9.243320e-01 2.739892e+00,8.806676e-03 -9.234997e-01 2.741552e+00,8.758303e-03 -9.231320e-01 2.741693e+00,9.683308e-03 -9.236205e-01 2.743040e+00,9.795199e-03 -9.237674e-01 2.743397e+00,1.227537e-02 -9.256874e-01 2.746155e+00,1.372031e-02 -9.261369e-01 2.746653e+00,1.503495e-02 -9.265012e-01 2.747402e+00,1.909970e-02 -9.279613e-01 2.747253e+00,1.984261e-02 -9.279342e-01 2.746979e+00,2.050222e-02 -9.283741e-01 2.746983e+00,2.030143e-02 -9.284999e-01 2.746623e+00,2.385732e-02 -9.397944e-01 2.749645e+00,2.135978e-02 -9.338254e-01 2.746726e+00,2.037552e-02 -9.323596e-01 2.746024e+00,1.967802e-02 -9.305260e-01 2.745605e+00,1.964071e-02 -9.286619e-01 2.744706e+00,1.872454e-02 -9.281770e-01 2.744758e+00,1.864658e-02 -9.276934e-01 2.744938e+00,1.839320e-02 -9.273942e-01 2.745112e+00,1.838787e-02 -9.273883e-01 2.745185e+00,1.786512e-02 -9.274754e-01 2.745172e+00,1.669002e-02 -9.255540e-01 2.744895e+00,1.669565e-02 -9.255834e-01 2.744899e+00,1.576443e-02 -9.241973e-01 2.744676e+00,1.561096e-02 -9.240284e-01 2.744566e+00,1.480424e-02 -9.238560e-01 2.744528e+00,1.476790e-02 -9.237068e-01 2.744445e+00,1.711024e-02 -9.286323e-01 2.745276e+00,1.447581e-02 -9.247162e-01 2.742821e+00,1.434198e-02 -9.233806e-01 2.741228e+00,1.389587e-02 -9.216899e-01 2.738843e+00,1.419723e-02 -9.219651e-01 2.738472e+00,1.490749e-02 -9.221867e-01 2.736071e+00,1.517609e-02 -9.217743e-01 2.735090e+00,1.611956e-02 -9.195718e-01 2.732798e+00,1.604785e-02 -9.200447e-01 2.732657e+00,1.599560e-02 -9.199391e-01 2.732692e+00,1.578998e-02 -9.203534e-01 2.733075e+00,1.584739e-02 -9.207308e-01 2.733529e+00,1.545972e-02 -9.214467e-01 2.734880e+00,1.490628e-02 -9.219837e-01 2.735482e+00,1.422636e-02 -9.222240e-01 2.735971e+00,1.372639e-02 -9.236370e-01 2.736556e+00
-4.655716e-03 -1.215724e+00 2.759384e+00,-4.131175e-03 -1.215815e+00 2.759779e+00,-1.129241e-03 -1.239090e+00 2.726553e+00,-3.020155e-03 -1.220970e+00 2.756984e+00,-1.173542e-03 -1.240960e+00 2.737103e+00,-5.754592e-03 -1.238931e+00 2.735359e+00,-7.743406e-03 -1.224122e+00 2.749038e+00,-9.289973e-03 -1.220362e+00 2.754426e+00,-8.730272e-03 -1.219914e+00 2.755435e+00,-7.519186e-03 -1.219597e+00 2.756831e+00,-7.150711e-03 -1.219689e+00 2.757260e+00,-6.198783e-03 -1.220203e+00 2.758671e+00,-5.289685e-03 -1.220664e+00 2.758509e+00,-4.827612e-03 -1.219989e+00 2.758819e+00,-4.312071e-03 -1.219850e+00 2.758831e+00,-4.025965e-03 -1.220543e+00 2.758592e+00,-3.704859e-03 -1.220103e+00 2.759482e+00,-4.462604e-03 -1.219221e+00 2.759168e+00,-4.529061e-03 -1.219129e+00 2.759259e+00,-4.136323e-03 -1.225452e+00 2.753790e+00,-4.087303e-03 -1.224264e+00 2.754663e+00,-4.316209e-03 -1.223283e+00 2.755716e+00,-3.880459e-03 -1.222432e+00 2.757663e+00,-3.637583e-03 -1.222191e+00 2.757383e+00,-1.186104e-02 -1.241321e+00 2.734817e+00,-5.573493e-03 -1.222764e+00 2.752162e+00,-4.972036e-03 -1.220862e+00 2.754839e+00,-4.955795e-03 -1.219006e+00 2.755658e+00,-6.013616e-03 -1.218798e+00 2.755910e+00,-5.869624e-03 -1.218661e+00 2.756432e+00,-6.768394e-03 -1.218075e+00 2.757994e+00,-7.792179e-03 -1.216030e+00 2.758623e+00,-6.556196e-03 -1.216666e+00 2.755723e+00,-6.125589e-03 -1.216135e+00 2.757823e+00,-3.434655e-03 -1.217218e+00 2.758531e+00,-2.932157e-03 -1.216348e+00 2.759197e+00,-1.904627e-03 -1.215147e+00 2.759500e+00,4.765257e-05 -1.215509e+00 2.760008e+00,5.512622e-05 -1.215646e+00 2.760201e+00,-5.733690e-04 -1.216015e+00 2.759748e+00,-5.966645e-04 -1.216073e+00 2.759791e+00,4.788913e-04 -1.218800e+00 2.756675e+00,-1.997163e-02 -1.246835e+00 2.731740e+00,-7.628867e-04 -1.216042e+00 2.760450e+00,-2.360922e-03 -1.225958e+00 2.752313e+00,-2.013710e-03 -1.223564e+00 2.754482e+00,-3.336283e-03 -1.221857e+00 2.756500e+00,-3.619483e-03 -1.220791e+00 2.757002e+00
1.396456e-02 -1.264665e+00 2.603003e+00,1.646142e-02 -1.264631e+00 2.603642e+00,1.855057e-02 -1.267869e+00 2.602531e+00,1.823576e-02 -1.266788e+00 2.605237e+00,1.942497e-02 -1.266409e+00 2.610410e+00,2.006187e-02 -1.267679e+00 2.612676e+00,1.944849e-02 -1.267212e+00 2.612784e+00,1.953338e-02 -1.266758e+00 2.612537e+00,1.885388e-02 -1.266357e+00 2.614164e+00,1.503679e-02 -1.265643e+00 2.616778e+00,1.445670e-02 -1.265221e+00 2.618958e+00,1.505503e-02 -1.265668e+00 2.618459e+00,1.704810e-02 -1.265651e+00 2.608231e+00,1.720683e-02 -1.266078e+00 2.607250e+00,1.834826e-02 -1.266511e+00 2.613756e+00,-1.603212e-02 -1.268244e+00 2.603418e+00,1.491484e-03 -1.265862e+00 2.616424e+00,1.157572e-02 -1.265495e+00 2.613059e+00,1.259468e-02 -1.265031e+00 2.616098e+00,1.159602e-02 -1.265824e+00 2.610807e+00,1.289773e-02 -1.265743e+00 2.618952e+00,1.360092e-02 -1.265924e+00 2.621049e+00,7.790366e-03 -1.265253e+00 2.597117e+00,1.665938e-02 -1.265644e+00 2.618020e+00,1.772704e-02 -1.269090e+00 2.612561e+00,1.486955e-02 -1.265270e+00 2.622109e+00,1.465086e-02 -1.265902e+00 2.615135e+00,1.388582e-02 -1.265746e+00 2.615148e+00,1.367259e-02 -1.266312e+00 2.619184e+00,1.533064e-02 -1.266746e+00 2.619931e+00,1.463644e-02 -1.266913e+00 2.620373e+00,1.548332e-02 -1.267003e+00 2.620737e+00,1.604143e-02 -1.267367e+00 2.619946e+00,1.530622e-02 -1.266379e+00 2.618620e+00,1.567244e-02 -1.266675e+00 2.616759e+00,1.824456e-02 -1.266195e+00 2.617787e+00,1.768058e-02 -1.266446e+00 2.616260e+00,1.771835e-02 -1.266350e+00 2.615854e+00,1.741689e-02 -1.264652e+00 2.602839e+00,1.851714e-02 -1.266337e+00 2.609154e+00,1.528902e-02 -1.264317e+00 2.601729e+00,1.436740e-02 -1.266497e+00 2.602263e+00,1.224043e-02 -1.268145e+00 2.607402e+00,1.259414e-02 -1.267219e+00 2.616927e+00,1.339285e-02 -1.267341e+00 2.617200e+00,9.904115e-03 -1.267756e+00 2.612518e+00,1.091759e-02 -1.267727e+00 2.611694e+00,1.469717e-02 -1.267192e+00 2.610444e+00
1.086420e-01 -6.092590e-01 2.736767e+00,1.084927e-01 -6.090864e-01 2.736711e+00,1.082205e-01 -6.089967e-01 2.736616e+00,1.080010e-01 -6.088752e-01 2.736872e+00,1.070622e-01 -6.086380e-01 2.736420e+00,1.006322e-01 -6.073200e-01 2.734516e+00,9.931210e-02 -6.069676e-01 2.734438e+00,9.821837e-02 -6.059868e-01 2.734719e+00,9.674873e-02 -6.061493e-01 2.734080e+00,9.691408e-02 -6.071078e-01 2.732552e+00,9.801294e-02 -6.088045e-01 2.729640e+00,9.848729e-02 -6.118135e-01 2.728107e+00,9.910110e-02 -6.158445e-01 2.722981e+00,9.948792e-02 -6.160271e-01 2.722157e+00,9.951125e-02 -6.173974e-01 2.719643e+00,1.000022e-01 -6.211910e-01 2.718984e+00,9.799732e-02 -6.222323e-01 2.718785e+00,9.402467e-02 -6.049442e-01 2.715781e+00,9.434307e-02 -6.050575e-01 2.715801e+00,9.462166e-02 -6.075712e-01 2.717865e+00,9.447093e-02 -6.078917e-01 2.718031e+00,9.373856e-02 -6.053139e-01 2.718464e+00,9.296274e-02 -6.041726e-01 2.719722e+00,9.273867e-02 -6.042481e-01 2.719897e+00,9.219629e-02 -6.038796e-01 2.720254e+00,9.222668e-02 -6.036168e-01 2.720489e+00,9.144629e-02 -6.025349e-01 2.721188e+00,9.142309e-02 -6.022749e-01 2.721790e+00,9.218007e-02 -6.022788e-01 2.723709e+00,9.230673e-02 -6.022291e-01 2.724008e+00,9.207267e-02 -6.027819e-01 2.726180e+00,9.217717e-02 -6.028094e-01 2.726465e+00,9.271700e-02 -6.033688e-01 2.727017e+00,9.240938e-02 -6.046541e-01 2.727969e+00,9.248851e-02 -6.048505e-01 2.728111e+00,9.303871e-02 -6.050840e-01 2.728139e+00,9.418164e-02 -6.057288e-01 2.728015e+00,9.671518e-02 -6.071560e-01 2.727910e+00,9.872933e-02 -6.072776e-01 2.727465e+00,1.018208e-01 -6.069609e-01 2.727797e+00,1.028381e-01 -6.061692e-01 2.728115e+00,1.038360e-01 -6.063173e-01 2.728384e+00,1.042539e-01 -6.064674e-01 2.728508e+00,1.048397e-01 -6.063752e-01 2.728626e+00,1.059150e-01 -6.065752e-01 2.728543e+00,1.065098e-01 -6.065005e-01 2.728448e+00,1.066823e-01 -6.065351e-01 2.728235e+00,1.085506e-01 -6.067969e-01 2.728635e+00
3.577824e-02 -9.336822e-01 2.743751e+00,3.569566e-02 -9.337291e-01 2.743811e+00,3.749673e-02 -9.403358e-01 2.747411e+00,3.671806e-02 -9.405037e-01 2.747876e+00,3.623278e-02 -9.405622e-01 2.747978e+00,3.583559e-02 -9.380906e-01 2.748795e+00,3.571466e-02 -9.379598e-01 2.748934e+00,3.527400e-02 -9.382704e-01 2.750011e+00,3.524632e-02 -9.383925e-01 2.750200e+00,3.616221e-02 -9.370849e-01 2.752109e+00,3.708189e-02 -9.355825e-01 2.752626e+00,3.719593e-02 -9.355420e-01 2.752984e+00,3.731732e-02 -9.366730e-01 2.752702e+00,3.811884e-02 -9.413925e-01 2.753325e+00,4.018734e-02 -9.387802e-01 2.752493e+00,4.119366e-02 -9.388301e-01 2.751955e+00,4.097503e-02 -9.386845e-01 2.751695e+00,4.292283e-02 -9.410061e-01 2.751389e+00,4.303041e-02 -9.419830e-01 2.751311e+00,3.994608e-02 -9.380000e-01 2.749774e+00,3.967950e-02 -9.337763e-01 2.748377e+00,3.892864e-02 -9.323391e-01 2.748484e+00,3.799823e-02 -9.307277e-01 2.748360e+00,3.730797e-02 -9.295248e-01 2.748065e+00,3.667598e-02 -9.271741e-01 2.747842e+00,3.645746e-02 -9.268834e-01 2.747772e+00,3.571773e-02 -9.273836e-01 2.747805e+00,3.572384e-02 -9.273250e-01 2.747776e+00,3.557304e-02 -9.270212e-01 2.747690e+00,3.558475e-02 -9.270253e-01 2.747677e+00,3.411100e-02 -9.289350e-01 2.748137e+00,3.496604e-02 -9.282441e-01 2.747972e+00,3.495475e-02 -9.282553e-01 2.747995e+00,3.448766e-02 -9.301271e-01 2.747095e+00,3.380862e-02 -9.316221e-01 2.746708e+00,3.543413e-02 -9.296630e-01 2.744825e+00,3.519247e-02 -9.298569e-01 2.744128e+00,3.459077e-02 -9.311872e-01 2.742835e+00,3.446427e-02 -9.316280e-01 2.742429e+00,3.902617e-02 -9.333320e-01 2.741904e+00,3.900732e-02 -9.350433e-01 2.742112e+00,3.851442e-02 -9.322011e-01 2.741407e+00,3.869075e-02 -9.304607e-01 2.741038e+00,3.863767e-02 -9.295422e-01 2.741324e+00,3.795051e-02 -9.301022e-01 2.742129e+00,3.798828e-02 -9.303686e-01 2.742198e+00,3.788909e-02 -9.306117e-01 2.742262e+00,3.825801e-02 -9.344235e-01 2.743484e+00
5.022080e-02 -1.219354e+00 2.757813e+00,4.905601e-02 -1.217973e+00 2.761469e+00,4.935090e-02 -1.218876e+00 2.760938e+00,4.940924e-02 -1.219774e+00 2.759971e+00,4.910026e-02 -1.219906e+00 2.758354e+00,6.524447e-02 -1.244841e+00 2.723587e+00,5.057483e-02 -1.210587e+00 2.764798e+00,5.056033e-02 -1.211593e+00 2.765710e+00,5.046207e-02 -1.214594e+00 2.763280e+00,5.149529e-02 -1.216328e+00 2.761663e+00,5.130329e-02 -1.215640e+00 2.761805e+00,4.998752e-02 -1.219953e+00 2.759646e+00,4.995995e-02 -1.220720e+00 2.758104e+00,5.022375e-02 -1.220582e+00 2.757525e+00,4.899566e-02 -1.226709e+00 2.748375e+00,4.909651e-02 -1.225899e+00 2.750000e+00,5.407708e-02 -1.212950e+00 2.762608e+00,5.319971e-02 -1.211293e+00 2.764103e+00,5.350910e-02 -1.211431e+00 2.764610e+00,5.383764e-02 -1.212984e+00 2.762170e+00,5.381175e-02 -1.212864e+00 2.762203e+00,5.369629e-02 -1.216242e+00 2.760778e+00,5.317827e-02 -1.217909e+00 2.758215e+00,5.348083e-02 -1.217808e+00 2.758209e+00,5.273953e-02 -1.220007e+00 2.755879e+00,5.395512e-02 -1.218147e+00 2.758103e+00,5.361704e-02 -1.214538e+00 2.760629e+00,5.369673e-02 -1.214538e+00 2.760982e+00,5.295048e-02 -1.216437e+00 2.759477e+00,6.367964e-02 -1.240506e+00 2.726684e+00,5.349062e-02 -1.230651e+00 2.746761e+00,5.271929e-02 -1.228343e+00 2.748824e+00,5.367805e-02 -1.222336e+00 2.754512e+00,5.490260e-02 -1.226140e+00 2.752393e+00,5.231272e-02 -1.221828e+00 2.756393e+00,5.177775e-02 -1.220388e+00 2.759705e+00,5.178791e-02 -1.220637e+00 2.759478e+00,5.110124e-02 -1.218257e+00 2.762825e+00,5.097404e-02 -1.218277e+00 2.762495e+00,5.094361e-02 -1.219273e+00 2.762040e+00,4.979066e-02 -1.222213e+00 2.757860e+00,4.961126e-02 -1.221028e+00 2.758023e+00,4.944951e-02 -1.220702e+00 2.758131e+00,4.929383e-02 -1.220668e+00 2.759021e+00,4.938431e-02 -1.220790e+00 2.759009e+00,4.952790e-02 -1.221567e+00 2.758447e+00,4.951319e-02 -1.221565e+00 2.758455e+00,5.030948e-02 -1.222254e+00 2.758003e+00
5.090207e-02 -1.267596e+00 2.618848e+00,5.091181e-02 -1.267591e+00 2.614146e+00,4.923478e-02 -1.266866e+00 2.611624e+00,4.901822e-02 -1.266744e+00 2.611212e+00,4.902082e-02 -1.266719e+00 2.611214e+00,4.846165e-02 -1.271913e+00 2.598098e+00,5.052014e-02 -1.266562e+00 2.610422e+00,5.160072e-02 -1.265142e+00 2.609943e+00,5.130721e-02 -1.266021e+00 2.608169e+00,5.120281e-02 -1.266483e+00 2.610269e+00,5.152763e-02 -1.266720e+00 2.607962e+00,5.128981e-02 -1.267069e+00 2.607912e+00,4.652682e-02 -1.264426e+00 2.597565e+00,4.692326e-02 -1.266004e+00 2.597751e+00,4.943711e-02 -1.268565e+00 2.605342e+00,4.843356e-02 -1.268561e+00 2.613135e+00,4.838253e-02 -1.269101e+00 2.612343e+00,4.795524e-02 -1.269189e+00 2.613502e+00,4.821967e-02 -1.268957e+00 2.613307e+00,4.811388e-02 -1.268793e+00 2.616507e+00,4.783533e-02 -1.268760e+00 2.617403e+00,4.735486e-02 -1.268963e+00 2.617832e+00,4.964558e-02 -1.266920e+00 2.619677e+00,5.195635e-02 -1.267826e+00 2.612993e+00,5.156691e-02 -1.267800e+00 2.612616e+00,5.000387e-02 -1.266794e+00 2.602084e+00,5.008325e-02 -1.266258e+00 2.618357e+00,4.900682e-02 -1.266572e+00 2.615753e+00,4.895639e-02 -1.266768e+00 2.615419e+00,4.614726e-02 -1.273614e+00 2.603724e+00,4.824603e-02 -1.267245e+00 2.620479e+00,4.819103e-02 -1.267374e+00 2.620404e+00,4.823432e-02 -1.267487e+00 2.620842e+00,4.913868e-02 -1.267631e+00 2.621516e+00,5.080727e-02 -1.266872e+00 2.609908e+00,5.105372e-02 -1.266456e+00 2.610600e+00,5.128764e-02 -1.266715e+00 2.610661e+00,5.139402e-02 -1.267201e+00 2.612061e+00,5.282237e-02 -1.267332e+00 2.617905e+00,5.300915e-02 -1.267482e+00 2.613690e+00,4.981723e-02 -1.266626e+00 2.603602e+00,4.980259e-02 -1.266513e+00 2.603486e+00,4.643222e-02 -1.266314e+00 2.603360e+00,4.714309e-02 -1.266483e+00 2.620724e+00,4.697741e-02 -1.266899e+00 2.620251e+00,4.699299e-02 -1.266994e+00 2.619275e+00,4.801860e-02 -1.267339e+00 2.617088e+00,4.877500e-02 -1.266718e+00 2.608016e+00
4.412921e-02 -1.146342e-01 2.776603e+00,4.483147e-02 -1.137089e-01 2.777501e+00,4.503255e-02 -1.135349e-01 2.777875e+00,4.511772e-02 -1.134743e-01 2.778248e+00,4.517819e-02 -1.134685e-01 2.778314e+00,4.523966e-02 -1.133837e-01 2.778613e+00,4.533674e-02 -1.134628e-01 2.778698e+00,4.507736e-02 -1.141726e-01 2.779155e+00,4.497442e-02 -1.141966e-01 2.779146e+00,5.948889e-02 -8.955508e-02 2.773149e+00,5.913405e-02 -9.019598e-02 2.772925e+00,5.886319e-02 -9.062543e-02 2.771853e+00,5.705510e-02 -9.178619e-02 2.769344e+00,5.703073e-02 -8.396021e-02 2.766639e+00,5.521480e-02 -8.346333e-02 2.764701e+00,5.474324e-02 -8.461169e-02 2.763904e+00,5.343768e-02 -7.720260e-02 2.762488e+00,4.827392e-02 -7.758700e-02 2.764834e+00,3.944222e-02 -8.768237e-02 2.769832e+00,3.703249e-02 -9.194537e-02 2.771550e+00,3.672729e-02 -9.728647e-02 2.772613e+00,3.584806e-02 -9.916460e-02 2.773077e+00,3.457667e-02 -1.017176e-01 2.773911e+00,3.328927e-02 -1.029705e-01 2.773722e+00,3.301219e-02 -1.032656e-01 2.773674e+00,3.296123e-02 -1.035252e-01 2.773622e+00,3.199970e-02 -1.052608e-01 2.773473e+00,3.168171e-02 -1.061052e-01 2.773412e+00,3.213788e-02 -1.071189e-01 2.773525e+00,3.218748e-02 -1.073062e-01 2.773600e+00,3.370238e-02 -1.032547e-01 2.773277e+00,3.503535e-02 -1.051396e-01 2.773233e+00,3.582918e-02 -1.058103e-01 2.773465e+00,3.710994e-02 -1.089237e-01 2.773453e+00,3.809970e-02 -1.099857e-01 2.773523e+00,3.833252e-02 -1.102489e-01 2.773460e+00,3.917616e-02 -1.107597e-01 2.773599e+00,4.078120e-02 -1.069518e-01 2.772599e+00,4.142869e-02 -1.058088e-01 2.772365e+00,4.268088e-02 -1.056990e-01 2.772166e+00,4.352920e-02 -1.066285e-01 2.771981e+00,4.406205e-02 -1.075833e-01 2.771576e+00,4.590573e-02 -1.092872e-01 2.771672e+00,4.743782e-02 -1.097281e-01 2.771828e+00,4.927070e-02 -1.111231e-01 2.771358e+00,5.068766e-02 -1.116336e-01 2.771868e+00,5.119348e-02 -1.120868e-01 2.771917e+00,5.095320e-02 -1.122124e-01 2.771999e+00
