9.407017e-03 -4.764121e-01 2.809962e+00,9.323340e-03 -4.765419e-01 2.809837e+00,9.363326e-03 -4.765361e-01 2.809675e+00,9.119102e-03 -4.766028e-01 2.809346e+00,8.742696e-03 -4.766001e-01 2.809380e+00,8.322874e-03 -4.765352e-01 2.809205e+00,7.956204e-03 -4.763913e-01 2.809095e+00,7.808891e-03 -4.763123e-01 2.808949e+00,6.526462e-03 -4.756199e-01 2.808769e+00,5.939044e-03 -4.752898e-01 2.808909e+00,4.239907e-03 -4.744320e-01 2.809722e+00,3.000857e-03 -4.735357e-01 2.810597e+00,2.305427e-03 -4.727440e-01 2.810811e+00,1.768407e-03 -4.705778e-01 2.811554e+00,1.440939e-03 -4.688011e-01 2.812408e+00,3.178084e-03 -4.626136e-01 2.813886e+00,4.038889e-03 -4.585270e-01 2.814932e+00,4.213226e-03 -4.571011e-01 2.815142e+00,4.146951e-03 -4.566521e-01 2.815143e+00,4.200632e-03 -4.562788e-01 2.814934e+00,4.028764e-03 -4.567404e-01 2.814510e+00,4.456892e-03 -4.574800e-01 2.814221e+00,3.590087e-03 -4.584583e-01 2.813001e+00,3.306016e-03 -4.601305e-01 2.811832e+00,2.638117e-03 -4.613348e-01 2.811586e+00,2.251602e-03 -4.628963e-01 2.810729e+00,1.485963e-03 -4.664048e-01 2.809703e+00,1.299591e-03 -4.671815e-01 2.809181e+00,1.020269e-03 -4.685096e-01 2.808212e+00,1.218171e-03 -4.690331e-01 2.807959e+00,1.383100e-03 -4.700277e-01 2.807828e+00,1.467310e-03 -4.701973e-01 2.807823e+00,1.760248e-03 -4.707292e-01 2.808032e+00,2.190415e-03 -4.716988e-01 2.808578e+00,2.468694e-03 -4.721144e-01 2.808595e+00,3.323500e-03 -4.730420e-01 2.808839e+00,3.972598e-03 -4.735697e-01 2.808990e+00,4.210403e-03 -4.740652e-01 2.809037e+00,4.372793e-03 -4.741898e-01 2.809089e+00,4.385099e-03 -4.743564e-01 2.809077e+00,4.405411e-03 -4.750088e-01 2.808900e+00,4.356063e-03 -4.755472e-01 2.808661e+00,4.352902e-03 -4.757595e-01 2.808542e+00
2.099207e-01 -5.025923e-01 2.740372e+00,2.127528e-01 -5.001312e-01 2.737720e+00,2.124318e-01 -5.006816e-01 2.733589e+00,2.228929e-01 -4.840863e-01 2.725689e+00,2.298141e-01 -4.719989e-01 2.713210e+00,2.393469e-01 -4.141609e-01 2.646605e+00,2.387794e-01 -3.542497e-01 2.599330e+00,2.362988e-01 -2.772883e-01 2.555400e+00,2.418745e-01 -8.840822e-02 2.499868e+00,2.447717e-01 -4.230501e-03 2.516992e+00,2.273281e-01 1.571523e-01 2.508241e+00,2.104335e-01 2.789622e-01 2.475489e+00,2.014891e-01 3.267106e-01 2.455717e+00,1.829358e-01 3.904600e-01 2.421610e+00,1.738302e-01 4.128887e-01 2.400946e+00,1.644915e-01 4.306632e-01 2.362420e+00,1.625104e-01 4.359893e-01 2.346256e+00,1.637989e-01 4.354839e-01 2.345453e+00,1.637493e-01 4.351462e-01 2.350714e+00,1.617818e-01 4.241684e-01 2.367265e+00,1.638230e-01 3.931767e-01 2.404643e+00,1.661021e-01 3.693766e-01 2.429387e+00,1.676946e-01 3.354793e-01 2.455454e+00,1.734849e-01 2.527834e-01 2.496439e+00,1.772430e-01 2.032064e-01 2.514071e+00,1.801586e-01 9.672686e-02 2.531453e+00,1.912650e-01 3.149543e-02 2.549464e+00,1.980157e-01 -3.533125e-02 2.561008e+00,2.057134e-01 -1.676831e-01 2.565159e+00,2.110403e-01 -2.254702e-01 2.584549e+00,2.101946e-01 -3.470018e-01 2.620188e+00,2.070946e-01 -3.879642e-01 2.656011e+00,1.997031e-01 -4.211776e-01 2.688122e+00,2.195823e-01 -4.533438e-01 2.701689e+00,2.109780e-01 -4.698340e-01 2.715064e+00,2.119491e-01 -4.847242e-01 2.730276e+00,2.081310e-01 -4.888490e-01 2.735144e+00,2.091776e-01 -4.959207e-01 2.737064e+00,2.053026e-01 -4.942223e-01 2.738633e+00,2.050507e-01 -4.972566e-01 2.737777e+00,2.022358e-01 -5.005243e-01 2.736939e+00,1.980831e-01 -5.033665e-01 2.736262e+00,1.980719e-01 -5.038698e-01 2.735895e+00
-6.275751e-02 -4.717515e-01 2.768328e+00,-6.285114e-02 -4.718749e-01 2.768083e+00,-6.278257e-02 -4.718243e-01 2.767604e+00,-6.304815e-02 -4.718765e-01 2.767120e+00,-6.350403e-02 -4.717942e-01 2.766907e+00,-6.396094e-02 -4.717015e-01 2.766517e+00,-6.434309e-02 -4.715471e-01 2.766309e+00,-6.457794e-02 -4.714587e-01 2.765932e+00,-6.613612e-02 -4.704833e-01 2.765292e+00,-6.674524e-02 -4.700686e-01 2.765210e+00,-6.895140e-02 -4.689527e-01 2.766346e+00,-7.046036e-02 -4.680392e-01 2.768283e+00,-7.092337e-02 -4.675840e-01 2.768999e+00,-7.144924e-02 -4.655596e-01 2.772713e+00,-7.206196e-02 -4.637211e-01 2.775734e+00,-7.113849e-02 -4.586398e-01 2.780992e+00,-7.089232e-02 -4.559105e-01 2.783454e+00,-7.086012e-02 -4.551358e-01 2.783862e+00,-7.100122e-02 -4.548734e-01 2.784097e+00,-7.104290e-02 -4.546836e-01 2.784207e+00,-7.111194e-02 -4.550023e-01 2.783663e+00,-7.024328e-02 -4.561437e-01 2.782517e+00,-7.085396e-02 -4.569537e-01 2.780530e+00,-7.135270e-02 -4.586257e-01 2.777488e+00,-7.197855e-02 -4.595496e-01 2.776256e+00,-7.233451e-02 -4.607441e-01 2.772894e+00,-7.266309e-02 -4.638826e-01 2.770478e+00,-7.267455e-02 -4.645037e-01 2.769284e+00,-7.252743e-02 -4.655522e-01 2.766067e+00,-7.207096e-02 -4.659950e-01 2.765014e+00,-7.176659e-02 -4.664510e-01 2.764330e+00,-7.164864e-02 -4.665868e-01 2.764091e+00,-7.136517e-02 -4.668058e-01 2.763996e+00,-7.101660e-02 -4.672244e-01 2.764073e+00,-7.069306e-02 -4.675486e-01 2.764074e+00,-6.964670e-02 -4.681539e-01 2.764156e+00,-6.868105e-02 -4.687722e-01 2.764478e+00,-6.839719e-02 -4.690872e-01 2.764673e+00,-6.814073e-02 -4.691951e-01 2.764861e+00,-6.812186e-02 -4.693740e-01 2.764941e+00,-6.803685e-02 -4.698694e-01 2.765043e+00,-6.805909e-02 -4.702262e-01 2.765042e+00,-6.805553e-02 -4.704551e-01 2.764988e+00
-1.033847e-01 -8.020507e-01 2.786573e+00,-1.048633e-01 -8.086299e-01 2.788124e+00,-1.040335e-01 -8.054228e-01 2.786774e+00,-1.032796e-01 -8.020680e-01 2.786319e+00,-1.033527e-01 -8.020659e-01 2.786343e+00,-1.039737e-01 -8.029020e-01 2.786462e+00,-1.040441e-01 -8.032570e-01 2.786331e+00,-1.044650e-01 -8.023988e-01 2.786147e+00,-1.057269e-01 -8.037851e-01 2.786238e+00,-1.058777e-01 -8.039795e-01 2.786148e+00,-1.064800e-01 -8.046619e-01 2.786287e+00,-1.059166e-01 -8.025045e-01 2.786206e+00,-1.070095e-01 -8.010762e-01 2.786727e+00,-1.059777e-01 -8.000442e-01 2.786875e+00,-1.017560e-01 -7.947893e-01 2.786213e+00,-9.734295e-02 -7.921112e-01 2.785391e+00,-9.495368e-02 -7.877225e-01 2.783880e+00,-9.404141e-02 -7.866285e-01 2.783754e+00,-9.436880e-02 -7.862301e-01 2.783690e+00,-9.794366e-02 -7.910883e-01 2.785489e+00,-9.988660e-02 -7.949176e-01 2.786397e+00,-1.021857e-01 -7.989452e-01 2.787766e+00,-1.029994e-01 -7.993025e-01 2.788197e+00,-1.033594e-01 -7.968993e-01 2.787429e+00,-1.032550e-01 -7.970632e-01 2.787399e+00,-1.026969e-01 -7.946640e-01 2.786022e+00,-1.038457e-01 -7.967042e-01 2.786649e+00,-1.039999e-01 -7.976202e-01 2.786124e+00,-1.047855e-01 -7.994896e-01 2.785851e+00,-1.052051e-01 -7.993550e-01 2.785771e+00,-1.046216e-01 -7.997214e-01 2.785204e+00,-1.056223e-01 -8.011808e-01 2.785526e+00,-1.062718e-01 -8.009915e-01 2.785464e+00,-1.062704e-01 -8.011969e-01 2.785188e+00,-1.062689e-01 -8.012317e-01 2.785182e+00,-1.031962e-01 -7.986301e-01 2.783988e+00,-1.039423e-01 -8.012545e-01 2.785171e+00,-1.032734e-01 -7.991014e-01 2.783992e+00,-1.032201e-01 -7.992352e-01 2.783939e+00,-1.041090e-01 -8.001914e-01 2.784435e+00,-1.045205e-01 -8.011238e-01 2.784543e+00,-1.037395e-01 -7.982389e-01 2.784214e+00,-1.040429e-01 -7.988550e-01 2.784303e+00
-9.789644e-02 -1.178809e+00 2.810761e+00,-9.792224e-02 -1.180524e+00 2.810431e+00,-9.793778e-02 -1.180487e+00 2.810830e+00,-9.776463e-02 -1.183652e+00 2.809289e+00,-9.854075e-02 -1.184160e+00 2.808662e+00,-9.876318e-02 -1.184704e+00 2.808921e+00,-9.892390e-02 -1.184930e+00 2.808554e+00,-9.890940e-02 -1.183419e+00 2.808637e+00,-9.914065e-02 -1.182539e+00 2.808860e+00,-9.903479e-02 -1.182715e+00 2.808736e+00,-9.911128e-02 -1.182934e+00 2.808723e+00,-9.897879e-02 -1.182730e+00 2.809139e+00,-9.904174e-02 -1.183560e+00 2.808861e+00,-9.943203e-02 -1.183368e+00 2.808124e+00,-9.990982e-02 -1.180871e+00 2.808333e+00,-1.000713e-01 -1.181396e+00 2.808954e+00,-1.000354e-01 -1.181861e+00 2.808263e+00,-9.941128e-02 -1.181897e+00 2.809286e+00,-9.935891e-02 -1.181645e+00 2.809620e+00,-9.954740e-02 -1.182245e+00 2.809811e+00,-9.948321e-02 -1.182258e+00 2.809684e+00,-9.953314e-02 -1.182347e+00 2.809746e+00,-1.001545e-01 -1.185040e+00 2.808065e+00,-9.987071e-02 -1.182834e+00 2.807573e+00,-1.000434e-01 -1.181225e+00 2.809117e+00,-1.010162e-01 -1.185337e+00 2.807145e+00,-1.009659e-01 -1.185292e+00 2.807142e+00,-1.007629e-01 -1.183273e+00 2.807131e+00,-1.005302e-01 -1.183096e+00 2.807547e+00,-1.005763e-01 -1.183131e+00 2.807530e+00,-1.007430e-01 -1.183346e+00 2.807488e+00,-1.007498e-01 -1.183045e+00 2.807816e+00,-1.008111e-01 -1.182358e+00 2.808537e+00,-1.010660e-01 -1.183579e+00 2.809013e+00,-1.010344e-01 -1.183736e+00 2.809136e+00,-1.011670e-01 -1.185340e+00 2.808321e+00,-1.013563e-01 -1.185320e+00 2.808063e+00,-1.013412e-01 -1.185045e+00 2.807979e+00,-1.013169e-01 -1.185077e+00 2.807950e+00,-1.012452e-01 -1.185221e+00 2.807743e+00,-1.008618e-01 -1.182311e+00 2.808296e+00,-1.007032e-01 -1.180719e+00 2.809153e+00,-1.005284e-01 -1.181016e+00 2.808968e+00
-1.313135e-01 -1.246582e+00 2.667975e+00,-1.266113e-01 -1.244705e+00 2.664560e+00,-1.238088e-01 -1.244249e+00 2.667876e+00,-1.197685e-01 -1.243575e+00 2.673824e+00,-1.328964e-01 -1.243332e+00 2.662276e+00,-1.314549e-01 -1.243291e+00 2.661908e+00,-1.321843e-01 -1.243557e+00 2.657089e+00,-1.252260e-01 -1.242601e+00 2.661524e+00,-1.223149e-01 -1.243058e+00 2.666269e+00,-1.274849e-01 -1.243734e+00 2.664903e+00,-1.246194e-01 -1.243124e+00 2.657764e+00,-1.203765e-01 -1.242439e+00 2.675576e+00,-1.220219e-01 -1.244018e+00 2.672335e+00,-1.384727e-01 -1.242007e+00 2.655898e+00,-1.222598e-01 -1.241110e+00 2.668591e+00,-1.220964e-01 -1.243849e+00 2.670184e+00,-1.304552e-01 -1.241739e+00 2.654207e+00,-1.260804e-01 -1.242402e+00 2.657767e+00,-1.246982e-01 -1.243655e+00 2.663220e+00,-1.205071e-01 -1.244027e+00 2.669840e+00,-1.175130e-01 -1.242306e+00 2.675689e+00,-1.215744e-01 -1.243377e+00 2.669772e+00,-1.212369e-01 -1.243255e+00 2.669386e+00,-1.302164e-01 -1.243510e+00 2.665595e+00,-1.309023e-01 -1.243704e+00 2.660918e+00,-1.298142e-01 -1.243761e+00 2.661340e+00,-1.298071e-01 -1.243811e+00 2.662220e+00,-1.298251e-01 -1.243193e+00 2.664982e+00,-1.263398e-01 -1.243140e+00 2.663587e+00,-1.265340e-01 -1.243297e+00 2.663780e+00,-1.280638e-01 -1.241172e+00 2.667181e+00,-1.275344e-01 -1.241331e+00 2.666078e+00,-1.260348e-01 -1.241480e+00 2.666067e+00,-1.259741e-01 -1.241711e+00 2.666422e+00,-1.210641e-01 -1.242535e+00 2.681687e+00,-1.345939e-01 -1.242478e+00 2.653560e+00,-1.336643e-01 -1.242739e+00 2.653154e+00,-1.464255e-01 -1.240797e+00 2.656336e+00,-1.310235e-01 -1.243398e+00 2.675657e+00,-1.336780e-01 -1.242941e+00 2.669074e+00,-1.369969e-01 -1.243636e+00 2.664867e+00,-1.289596e-01 -1.243590e+00 2.667842e+00,-1.328486e-01 -1.243028e+00 2.660854e+00
8.144498e-02 -4.688399e-01 2.777653e+00,8.136109e-02 -4.689589e-01 2.777618e+00,8.137000e-02 -4.689594e-01 2.777608e+00,8.114377e-02 -4.689993e-01 2.777443e+00,8.069103e-02 -4.690597e-01 2.777787e+00,8.028305e-02 -4.689867e-01 2.777807e+00,7.993831e-02 -4.688400e-01 2.777804e+00,7.985173e-02 -4.687662e-01 2.777795e+00,7.882334e-02 -4.682813e-01 2.778061e+00,7.822194e-02 -4.680023e-01 2.778491e+00,7.706926e-02 -4.673999e-01 2.779091e+00,7.588977e-02 -4.664149e-01 2.779012e+00,7.481866e-02 -4.650268e-01 2.778604e+00,7.444342e-02 -4.617316e-01 2.777046e+00,7.434706e-02 -4.598775e-01 2.776426e+00,7.752442e-02 -4.523701e-01 2.773494e+00,7.904667e-02 -4.476052e-01 2.772673e+00,7.935532e-02 -4.458360e-01 2.772521e+00,7.936373e-02 -4.452298e-01 2.772204e+00,7.954818e-02 -4.447854e-01 2.771566e+00,7.913685e-02 -4.458600e-01 2.771038e+00,7.935593e-02 -4.465630e-01 2.771294e+00,7.809898e-02 -4.478458e-01 2.770741e+00,7.793903e-02 -4.499299e-01 2.771053e+00,7.690322e-02 -4.519368e-01 2.772178e+00,7.631476e-02 -4.542339e-01 2.773337e+00,7.521503e-02 -4.578666e-01 2.773993e+00,7.491839e-02 -4.586878e-01 2.774086e+00,7.425877e-02 -4.602485e-01 2.774783e+00,7.438481e-02 -4.609970e-01 2.775297e+00,7.438324e-02 -4.627627e-01 2.776475e+00,7.450841e-02 -4.629781e-01 2.776850e+00,7.480604e-02 -4.638256e-01 2.777765e+00,7.525064e-02 -4.650531e-01 2.779109e+00,7.543986e-02 -4.653606e-01 2.779149e+00,7.608490e-02 -4.663433e-01 2.779585e+00,7.645380e-02 -4.666595e-01 2.779620e+00,7.664725e-02 -4.672591e-01 2.779459e+00,7.674856e-02 -4.673572e-01 2.779429e+00,7.675620e-02 -4.674839e-01 2.779337e+00,7.667233e-02 -4.681925e-01 2.778758e+00,7.658990e-02 -4.688303e-01 2.778220e+00,7.658423e-02 -4.689785e-01 2.778060e+00
1.021056e-01 -7.996305e-01 2.771924e+00,1.019710e-01 -7.998233e-01 2.771722e+00,1.017141e-01 -7.989876e-01 2.771404e+00,1.017919e-01 -7.990558e-01 2.771305e+00,1.016705e-01 -7.993243e-01 2.771304e+00,1.016297e-01 -7.968257e-01 2.770349e+00,1.016803e-01 -7.967149e-01 2.770299e+00,1.017687e-01 -7.947358e-01 2.770122e+00,1.019681e-01 -7.939384e-01 2.770251e+00,1.020420e-01 -7.935648e-01 2.770349e+00,1.019643e-01 -7.921325e-01 2.770309e+00,1.020728e-01 -7.917100e-01 2.770778e+00,1.020993e-01 -7.917615e-01 2.770916e+00,1.020465e-01 -7.912173e-01 2.770905e+00,1.020821e-01 -7.911894e-01 2.771027e+00,1.026013e-01 -7.863138e-01 2.770667e+00,1.025259e-01 -7.843667e-01 2.770578e+00,1.024610e-01 -7.815007e-01 2.770315e+00,1.023794e-01 -7.793885e-01 2.769734e+00,1.024772e-01 -7.796046e-01 2.769475e+00,1.029674e-01 -7.816505e-01 2.769719e+00,1.041744e-01 -7.866293e-01 2.770864e+00,1.038160e-01 -7.886861e-01 2.771360e+00,1.038145e-01 -7.899595e-01 2.771505e+00,1.024465e-01 -7.872916e-01 2.770501e+00,1.017913e-01 -7.854079e-01 2.769863e+00,1.017903e-01 -7.854438e-01 2.769850e+00,1.017569e-01 -7.858552e-01 2.769618e+00,1.017057e-01 -7.867736e-01 2.769217e+00,1.006676e-01 -7.901689e-01 2.769253e+00,1.003892e-01 -7.906017e-01 2.769439e+00,1.000123e-01 -7.907479e-01 2.769618e+00,9.981736e-02 -7.912779e-01 2.769803e+00,9.927523e-02 -7.963464e-01 2.771745e+00,9.908232e-02 -7.965062e-01 2.771715e+00,9.911074e-02 -8.010115e-01 2.772779e+00,9.926794e-02 -8.014451e-01 2.772822e+00,9.953325e-02 -8.018942e-01 2.772977e+00,9.966397e-02 -8.016903e-01 2.772855e+00,9.970293e-02 -8.018085e-01 2.772875e+00,9.986605e-02 -8.018909e-01 2.772785e+00,1.000943e-01 -8.023158e-01 2.772723e+00,1.002076e-01 -7.998136e-01 2.771477e+00
1.211170e-01 -1.193834e+00 2.817501e+00,1.219777e-01 -1.193687e+00 2.816398e+00,1.218200e-01 -1.193707e+00 2.816795e+00,1.216496e-01 -1.194408e+00 2.816212e+00,1.216571e-01 -1.194665e+00 2.816108e+00,1.213725e-01 -1.195440e+00 2.815663e+00,1.213991e-01 -1.195898e+00 2.815370e+00,1.213146e-01 -1.195179e+00 2.815543e+00,1.208669e-01 -1.192450e+00 2.816589e+00,1.205240e-01 -1.192049e+00 2.816158e+00,1.197234e-01 -1.189131e+00 2.817387e+00,1.198031e-01 -1.188878e+00 2.817727e+00,1.198455e-01 -1.188885e+00 2.817556e+00,1.199098e-01 -1.189093e+00 2.817602e+00,1.200168e-01 -1.188879e+00 2.817547e+00,1.198928e-01 -1.190108e+00 2.816857e+00,1.207663e-01 -1.190473e+00 2.817301e+00,1.206459e-01 -1.190504e+00 2.817146e+00,1.207101e-01 -1.190459e+00 2.816776e+00,1.208503e-01 -1.189553e+00 2.817472e+00,1.210303e-01 -1.189425e+00 2.817154e+00,1.211729e-01 -1.190036e+00 2.817112e+00,1.211773e-01 -1.189930e+00 2.817198e+00,1.209804e-01 -1.190563e+00 2.817729e+00,1.208481e-01 -1.190642e+00 2.817787e+00,1.206722e-01 -1.190629e+00 2.817871e+00,1.206598e-01 -1.190420e+00 2.817630e+00,1.206398e-01 -1.190479e+00 2.817673e+00,1.199582e-01 -1.190128e+00 2.817733e+00,1.198581e-01 -1.189963e+00 2.817964e+00,1.200263e-01 -1.190810e+00 2.817533e+00,1.201285e-01 -1.190283e+00 2.817238e+00,1.200651e-01 -1.190602e+00 2.817026e+00,1.196069e-01 -1.191085e+00 2.817282e+00,1.195606e-01 -1.191432e+00 2.817059e+00,1.200264e-01 -1.191766e+00 2.817061e+00,1.200257e-01 -1.189045e+00 2.817466e+00,1.201968e-01 -1.190045e+00 2.817234e+00,1.200765e-01 -1.190254e+00 2.817343e+00,1.201148e-01 -1.190417e+00 2.817429e+00,1.199936e-01 -1.190798e+00 2.816027e+00,1.192329e-01 -1.189794e+00 2.816256e+00,1.192611e-01 -1.190189e+00 2.816494e+00
1.299124e-01 -1.247033e+00 2.691311e+00,1.300843e-01 -1.246969e+00 2.691450e+00,1.308337e-01 -1.246757e+00 2.694278e+00,1.307495e-01 -1.246701e+00 2.695216e+00,1.303721e-01 -1.247383e+00 2.682396e+00,1.291900e-01 -1.247863e+00 2.678969e+00,1.303815e-01 -1.248135e+00 2.681425e+00,1.312856e-01 -1.247241e+00 2.690927e+00,1.304238e-01 -1.246582e+00 2.692928e+00,1.299685e-01 -1.245357e+00 2.680401e+00,1.316537e-01 -1.245238e+00 2.685124e+00,1.326787e-01 -1.245705e+00 2.695507e+00,1.297067e-01 -1.245144e+00 2.689835e+00,1.293650e-01 -1.245864e+00 2.694821e+00,1.294185e-01 -1.245880e+00 2.694582e+00,1.296152e-01 -1.245779e+00 2.688782e+00,1.303992e-01 -1.246158e+00 2.690583e+00,1.301034e-01 -1.245964e+00 2.690287e+00,1.314905e-01 -1.246427e+00 2.692269e+00,1.320836e-01 -1.244584e+00 2.698009e+00,1.319630e-01 -1.244286e+00 2.693962e+00,1.318037e-01 -1.244545e+00 2.694269e+00,1.320089e-01 -1.244652e+00 2.694206e+00,1.330634e-01 -1.244799e+00 2.696747e+00,1.316940e-01 -1.244862e+00 2.695287e+00,1.320628e-01 -1.245512e+00 2.699214e+00,1.321100e-01 -1.245531e+00 2.699214e+00,1.320754e-01 -1.245232e+00 2.698474e+00,1.301444e-01 -1.245666e+00 2.692497e+00,1.307273e-01 -1.245099e+00 2.699346e+00,1.307733e-01 -1.245495e+00 2.699741e+00,1.306587e-01 -1.245293e+00 2.700828e+00,1.301483e-01 -1.246040e+00 2.699953e+00,1.312320e-01 -1.245795e+00 2.701848e+00,1.299838e-01 -1.246414e+00 2.690136e+00,1.267472e-01 -1.246725e+00 2.684310e+00,1.283509e-01 -1.246834e+00 2.689009e+00,1.295736e-01 -1.246701e+00 2.690647e+00,1.311721e-01 -1.246534e+00 2.694085e+00,1.312368e-01 -1.246739e+00 2.694346e+00,1.318001e-01 -1.246340e+00 2.680408e+00,1.323394e-01 -1.246431e+00 2.690803e+00,1.325445e-01 -1.245942e+00 2.693014e+00
-2.914728e-05 7.304492e-02 2.804291e+00,-4.574152e-05 7.301485e-02 2.804221e+00,-4.627304e-05 7.307592e-02 2.803963e+00,-1.261971e-04 7.283090e-02 2.803491e+00,-2.487703e-04 7.282523e-02 2.803337e+00,-4.851469e-04 7.280063e-02 2.803033e+00,-5.262485e-04 7.279519e-02 2.803018e+00,-6.617295e-04 7.283058e-02 2.802868e+00,-8.238424e-04 7.309415e-02 2.803066e+00,-9.381844e-04 7.337036e-02 2.803347e+00,-1.154089e-03 7.449876e-02 2.805519e+00,-1.263574e-03 7.574350e-02 2.807913e+00,-1.620710e-03 7.705838e-02 2.808884e+00,-2.183304e-03 7.956482e-02 2.810437e+00,-2.213834e-03 8.142634e-02 2.810742e+00,-1.655847e-03 8.592732e-02 2.810843e+00,-2.091492e-03 8.582630e-02 2.810289e+00,-2.038062e-03 8.732951e-02 2.810002e+00,-1.980027e-03 8.809429e-02 2.810027e+00,-1.912082e-03 8.840103e-02 2.810175e+00,-2.268097e-03 8.823783e-02 2.810510e+00,-2.754749e-03 8.789421e-02 2.811083e+00,-3.214981e-03 8.749384e-02 2.811265e+00,-3.766110e-03 8.626072e-02 2.811234e+00,-4.212715e-03 8.542205e-02 2.811248e+00,-5.063922e-03 8.413311e-02 2.809840e+00,-5.189089e-03 8.288752e-02 2.808384e+00,-5.368211e-03 8.190738e-02 2.806907e+00,-4.908317e-03 8.100296e-02 2.805043e+00,-4.598938e-03 8.089074e-02 2.804214e+00,-3.914010e-03 8.002691e-02 2.802962e+00,-3.556850e-03 7.989726e-02 2.802551e+00,-3.058635e-03 7.934429e-02 2.801847e+00,-2.874402e-03 7.915893e-02 2.801646e+00,-2.687198e-03 7.911013e-02 2.801259e+00,-2.296134e-03 7.874414e-02 2.801125e+00,-2.264069e-03 7.870944e-02 2.801123e+00,-1.852200e-03 7.806218e-02 2.801001e+00,-1.736019e-03 7.767271e-02 2.801004e+00,-1.668777e-03 7.751806e-02 2.800998e+00,-1.681902e-03 7.720559e-02 2.800977e+00,-1.502901e-03 7.664625e-02 2.800939e+00,-1.487416e-03 7.646226e-02 2.800923e+00
-2.023927e-01 -5.509787e-01 2.666766e+00,-2.011895e-01 -5.533141e-01 2.673365e+00,-1.989715e-01 -5.541934e-01 2.674223e+00,-2.022761e-01 -5.525897e-01 2.676509e+00,-2.000638e-01 -5.572266e-01 2.674696e+00,-2.038918e-01 -5.557497e-01 2.686650e+00,-2.048063e-01 -5.544114e-01 2.677239e+00,-2.062142e-01 -5.557231e-01 2.681179e+00,-2.045103e-01 -5.618774e-01 2.693966e+00,-2.052698e-01 -5.647610e-01 2.697328e+00,-2.127445e-01 -5.560273e-01 2.685112e+00,-2.081904e-01 -5.570299e-01 2.685488e+00,-2.072784e-01 -5.546191e-01 2.673863e+00,-2.132785e-01 -5.481653e-01 2.668991e+00,-2.103540e-01 -5.492442e-01 2.675968e+00,-2.206101e-01 -5.450578e-01 2.680494e+00,-2.170499e-01 -5.503815e-01 2.688553e+00,-2.208944e-01 -5.506657e-01 2.694355e+00,-2.192322e-01 -5.512729e-01 2.692407e+00,-2.253056e-01 -5.500304e-01 2.689651e+00,-2.234707e-01 -5.538751e-01 2.693077e+00,-2.285297e-01 -5.508881e-01 2.685361e+00,-2.286140e-01 -5.527412e-01 2.686471e+00,-2.251368e-01 -5.523257e-01 2.675501e+00,-2.252007e-01 -5.511933e-01 2.675026e+00,-2.236786e-01 -5.518606e-01 2.673859e+00,-2.205485e-01 -5.523641e-01 2.670645e+00,-2.186561e-01 -5.525177e-01 2.668234e+00,-2.164493e-01 -5.535281e-01 2.671217e+00,-2.171491e-01 -5.529809e-01 2.669560e+00,-2.173297e-01 -5.523534e-01 2.663026e+00,-2.151026e-01 -5.515915e-01 2.665195e+00,-2.178530e-01 -5.536634e-01 2.669359e+00,-2.133183e-01 -5.534742e-01 2.670933e+00,-2.142679e-01 -5.519915e-01 2.669987e+00,-2.174029e-01 -5.538932e-01 2.682389e+00,-2.118612e-01 -5.537484e-01 2.674112e+00,-2.111702e-01 -5.534169e-01 2.676863e+00,-2.067796e-01 -5.555041e-01 2.680650e+00,-2.046281e-01 -5.572827e-01 2.686697e+00,-2.063910e-01 -5.579727e-01 2.693893e+00,-1.975226e-01 -5.579234e-01 2.689700e+00,-1.978862e-01 -5.589299e-01 2.698053e+00
