4.789761e-02 -5.646615e-01 2.781799e+00,4.788202e-02 -5.646293e-01 2.781880e+00,4.730721e-02 -5.647422e-01 2.782143e+00,4.701651e-02 -5.647409e-01 2.782197e+00,4.525020e-02 -5.648751e-01 2.782045e+00,4.389551e-02 -5.645927e-01 2.781723e+00,4.061672e-02 -5.643347e-01 2.780739e+00,3.905283e-02 -5.638095e-01 2.780746e+00,3.850008e-02 -5.637485e-01 2.780445e+00,3.529333e-02 -5.633567e-01 2.779521e+00,3.336767e-02 -5.630887e-01 2.778907e+00,2.800687e-02 -5.618189e-01 2.777049e+00,2.615154e-02 -5.608656e-01 2.776345e+00,2.363383e-02 -5.600018e-01 2.774696e+00,1.891287e-02 -5.589567e-01 2.772828e+00,1.642893e-02 -5.593133e-01 2.772335e+00,1.070421e-02 -5.596548e-01 2.773543e+00,1.370027e-02 -5.592782e-01 2.770733e+00,1.361742e-02 -5.592648e-01 2.770588e+00,9.808770e-03 -5.611250e-01 2.773576e+00,7.676663e-03 -5.613967e-01 2.775836e+00,6.763685e-03 -5.646614e-01 2.779359e+00,1.443694e-02 -5.715062e-01 2.775792e+00,1.450091e-02 -5.728321e-01 2.775985e+00,1.315023e-02 -5.771700e-01 2.777153e+00,1.319389e-02 -5.782849e-01 2.777034e+00,1.506238e-02 -5.800720e-01 2.776966e+00,1.855098e-02 -5.790322e-01 2.777428e+00,1.603656e-02 -5.740563e-01 2.780291e+00,2.070759e-02 -5.596440e-01 2.786289e+00,4.896787e-03 -5.595697e-01 2.787550e+00,4.274663e-03 -5.599474e-01 2.786291e+00,5.663226e-03 -5.606607e-01 2.783040e+00,6.441812e-03 -5.609367e-01 2.782765e+00,9.071648e-03 -5.610192e-01 2.781203e+00,1.194506e-02 -5.607845e-01 2.780419e+00,1.326703e-02 -5.607968e-01 2.779771e+00,1.429349e-02 -5.610609e-01 2.779293e+00,1.867374e-02 -5.607646e-01 2.778978e+00,2.036086e-02 -5.607173e-01 2.778859e+00,2.475863e-02 -5.608042e-01 2.779168e+00,2.568864e-02 -5.608024e-01 2.779309e+00,2.676915e-02 -5.608273e-01 2.779501e+00,2.697183e-02 -5.608249e-01 2.779545e+00,2.753340e-02 -5.608526e-01 2.779501e+00,2.807665e-02 -5.611012e-01 2.779866e+00,2.835411e-02 -5.611365e-01 2.779877e+00,2.942597e-02 -5.614282e-01 2.779979e+00,2.976415e-02 -5.614039e-01 2.779990e+00
2.198657e-01 -5.803143e-01 2.736789e+00,2.195352e-01 -5.825093e-01 2.739089e+00,2.203863e-01 -5.814747e-01 2.734169e+00,2.243540e-01 -5.758028e-01 2.728348e+00,2.428674e-01 -5.324365e-01 2.711514e+00,2.610519e-01 -5.107935e-01 2.695008e+00,3.125506e-01 -4.428194e-01 2.625321e+00,3.350027e-01 -3.823140e-01 2.613057e+00,3.419337e-01 -3.106270e-01 2.624324e+00,3.659249e-01 -1.747993e-01 2.632946e+00,3.647591e-01 -1.157209e-01 2.644008e+00,3.421973e-01 -1.107840e-02 2.667629e+00,3.204544e-01 8.804484e-03 2.666281e+00,2.976956e-01 4.928732e-02 2.666883e+00,2.530699e-01 1.243544e-01 2.672572e+00,2.232818e-01 1.568673e-01 2.668085e+00,1.646653e-01 2.227868e-01 2.585911e+00,1.148189e-01 2.531508e-01 2.524810e+00,4.916617e-02 3.063191e-01 2.467498e+00,-1.022051e-01 2.751216e-01 2.367031e+00,-1.515709e-01 2.380710e-01 2.329249e+00,-1.995075e-01 1.671623e-01 2.322166e+00,-2.110945e-01 1.403246e-01 2.324639e+00,-2.147282e-01 1.137401e-01 2.332827e+00,-2.114996e-01 6.496549e-02 2.332921e+00,-1.771365e-01 3.898958e-02 2.336847e+00,-1.531784e-01 -6.634371e-03 2.321909e+00,-1.118455e-01 -7.780830e-02 2.316743e+00,-7.549491e-02 -1.254936e-01 2.317467e+00,-2.103510e-02 -1.740701e-01 2.329881e+00,7.742304e-02 -2.851816e-01 2.354503e+00,1.282446e-01 -3.393138e-01 2.376497e+00,2.124206e-01 -4.248296e-01 2.449768e+00,2.405502e-01 -4.572805e-01 2.492408e+00,2.593859e-01 -4.853649e-01 2.542531e+00,2.748123e-01 -5.185613e-01 2.631488e+00,2.625165e-01 -5.329921e-01 2.696954e+00,2.498082e-01 -5.467018e-01 2.716173e+00,2.225924e-01 -5.328231e-01 2.742681e+00,2.080700e-01 -5.381916e-01 2.745793e+00,2.067145e-01 -5.390211e-01 2.750081e+00,2.105188e-01 -5.363207e-01 2.752238e+00,2.107413e-01 -5.381834e-01 2.749316e+00,2.096951e-01 -5.405464e-01 2.746337e+00,2.100530e-01 -5.404205e-01 2.744488e+00,2.094672e-01 -5.424157e-01 2.745817e+00,2.102449e-01 -5.434540e-01 2.746555e+00,2.132198e-01 -5.413604e-01 2.746824e+00,2.126900e-01 -5.431138e-01 2.743933e+00
-2.095032e-02 -5.574989e-01 2.749391e+00,-2.098244e-02 -5.574526e-01 2.749474e+00,-2.162916e-02 -5.577222e-01 2.749892e+00,-2.194732e-02 -5.577354e-01 2.749949e+00,-2.367557e-02 -5.580539e-01 2.749833e+00,-2.506902e-02 -5.577627e-01 2.749351e+00,-2.846192e-02 -5.575153e-01 2.748133e+00,-3.024245e-02 -5.564554e-01 2.747993e+00,-3.088354e-02 -5.563921e-01 2.747310e+00,-3.376487e-02 -5.559154e-01 2.746575e+00,-3.545862e-02 -5.556953e-01 2.746346e+00,-4.031478e-02 -5.545213e-01 2.746255e+00,-4.210548e-02 -5.534686e-01 2.746837e+00,-4.395781e-02 -5.531139e-01 2.747301e+00,-4.806713e-02 -5.530653e-01 2.750217e+00,-5.035180e-02 -5.546563e-01 2.752671e+00,-5.706316e-02 -5.586174e-01 2.761325e+00,-5.332157e-02 -5.582923e-01 2.759263e+00,-5.331117e-02 -5.580783e-01 2.760931e+00,-5.478324e-02 -5.587867e-01 2.764072e+00,-5.695803e-02 -5.585104e-01 2.768305e+00,-5.352144e-02 -5.629124e-01 2.776685e+00,-4.509921e-02 -5.691404e-01 2.774488e+00,-4.555736e-02 -5.707378e-01 2.776201e+00,-4.809622e-02 -5.744129e-01 2.778409e+00,-4.836958e-02 -5.755013e-01 2.778087e+00,-4.637415e-02 -5.779927e-01 2.772565e+00,-4.197678e-02 -5.764741e-01 2.776003e+00,-4.346693e-02 -5.721136e-01 2.784558e+00,-3.765732e-02 -5.607842e-01 2.786275e+00,-5.760020e-02 -5.560074e-01 2.781452e+00,-5.857236e-02 -5.568229e-01 2.776263e+00,-5.786840e-02 -5.577162e-01 2.767804e+00,-5.738116e-02 -5.577538e-01 2.767062e+00,-5.536719e-02 -5.576449e-01 2.763623e+00,-5.309624e-02 -5.565054e-01 2.760498e+00,-5.276834e-02 -5.557565e-01 2.757547e+00,-5.184555e-02 -5.559820e-01 2.755947e+00,-4.823047e-02 -5.548478e-01 2.753505e+00,-4.674575e-02 -5.546606e-01 2.752445e+00,-4.304528e-02 -5.547567e-01 2.751173e+00,-4.222845e-02 -5.545391e-01 2.750844e+00,-4.129664e-02 -5.540872e-01 2.750445e+00,-4.109802e-02 -5.540869e-01 2.750268e+00,-4.058453e-02 -5.540530e-01 2.749992e+00,-4.016626e-02 -5.541877e-01 2.749974e+00,-3.994657e-02 -5.541840e-01 2.749875e+00,-3.887031e-02 -5.545929e-01 2.749638e+00,-3.858833e-02 -5.545407e-01 2.749563e+00
5.062321e-03 -9.267321e-01 2.778702e+00,4.179989e-03 -9.230663e-01 2.777747e+00,4.972453e-03 -9.240949e-01 2.777321e+00,4.860323e-03 -9.272999e-01 2.777762e+00,3.758892e-03 -9.175394e-01 2.775890e+00,3.580780e-03 -9.179662e-01 2.776015e+00,2.183260e-03 -9.171158e-01 2.775584e+00,1.481311e-03 -9.169217e-01 2.775544e+00,2.259391e-03 -9.213985e-01 2.776021e+00,-1.333214e-03 -9.171402e-01 2.774508e+00,-1.794134e-03 -9.161145e-01 2.774017e+00,-2.558374e-03 -9.144330e-01 2.773050e+00,-2.965133e-03 -9.137759e-01 2.772204e+00,-2.756668e-03 -9.136475e-01 2.771701e+00,-2.061020e-03 -9.139329e-01 2.769611e+00,-6.441272e-05 -9.158766e-01 2.768604e+00,9.051590e-03 -9.120712e-01 2.763463e+00,1.264648e-02 -9.199064e-01 2.761828e+00,1.219955e-02 -9.170203e-01 2.760262e+00,1.798276e-02 -9.265363e-01 2.761496e+00,2.022655e-02 -9.352064e-01 2.762284e+00,2.807498e-02 -9.487411e-01 2.765025e+00,2.779064e-02 -9.467523e-01 2.764700e+00,2.826128e-02 -9.442635e-01 2.763960e+00,2.801207e-02 -9.478655e-01 2.764879e+00,2.696103e-02 -9.450500e-01 2.764521e+00,2.610096e-02 -9.438018e-01 2.764936e+00,2.514828e-02 -9.430900e-01 2.766070e+00,2.537331e-02 -9.522475e-01 2.769130e+00,2.187711e-02 -9.418021e-01 2.770130e+00,7.327476e-03 -9.180334e-01 2.768071e+00,7.034960e-03 -9.147872e-01 2.766889e+00,4.559751e-03 -9.169721e-01 2.768098e+00,2.216646e-03 -9.152690e-01 2.766968e+00,-5.302791e-04 -9.135887e-01 2.767092e+00,-2.163446e-03 -9.118340e-01 2.766283e+00,-4.668532e-03 -9.102916e-01 2.766056e+00,-5.035213e-03 -9.104532e-01 2.766183e+00,-5.833020e-03 -9.097501e-01 2.766050e+00,-5.949647e-03 -9.100687e-01 2.766373e+00,-6.668326e-03 -9.098046e-01 2.767246e+00,-7.134737e-03 -9.098321e-01 2.767464e+00,-7.822575e-03 -9.094186e-01 2.768041e+00,-7.914090e-03 -9.089504e-01 2.768405e+00,-8.273892e-03 -9.086805e-01 2.768502e+00,-8.824952e-03 -9.091433e-01 2.769907e+00,-8.811804e-03 -9.096552e-01 2.770614e+00,-9.039543e-03 -9.105534e-01 2.770996e+00,-8.468836e-03 -9.109098e-01 2.771273e+00
-1.568975e-02 -1.215372e+00 2.763546e+00,-1.611870e-02 -1.212614e+00 2.764467e+00,-1.506095e-02 -1.212782e+00 2.764795e+00,-1.624318e-02 -1.212631e+00 2.764258e+00,-1.670890e-02 -1.209509e+00 2.765782e+00,-1.481673e-02 -1.213844e+00 2.763063e+00,-1.570420e-02 -1.212596e+00 2.763551e+00,-1.521583e-02 -1.211086e+00 2.764684e+00,-1.557934e-02 -1.209678e+00 2.765978e+00,-1.760291e-02 -1.208804e+00 2.766961e+00,-1.769469e-02 -1.208617e+00 2.766986e+00,-1.843383e-02 -1.212104e+00 2.764269e+00,-1.880429e-02 -1.211781e+00 2.764380e+00,-1.962992e-02 -1.212089e+00 2.763643e+00,-2.246567e-02 -1.211216e+00 2.763854e+00,-2.344889e-02 -1.211314e+00 2.763185e+00,-1.912860e-02 -1.213100e+00 2.761667e+00,-1.757803e-02 -1.220712e+00 2.754340e+00,-1.781344e-02 -1.220715e+00 2.754289e+00,-1.514668e-02 -1.222685e+00 2.752775e+00,-1.490437e-02 -1.222606e+00 2.753003e+00,-1.105016e-02 -1.223168e+00 2.755158e+00,-1.001452e-02 -1.224312e+00 2.753603e+00,-9.932886e-03 -1.226552e+00 2.751700e+00,-1.224085e-02 -1.227152e+00 2.752638e+00,-1.188068e-02 -1.226771e+00 2.752958e+00,-1.223882e-02 -1.225138e+00 2.755214e+00,-1.343601e-02 -1.227892e+00 2.752850e+00,-1.324949e-02 -1.228145e+00 2.752553e+00,-1.353809e-02 -1.225326e+00 2.754964e+00,-1.547900e-02 -1.217760e+00 2.760669e+00,-1.478139e-02 -1.219197e+00 2.759200e+00,-1.545489e-02 -1.218340e+00 2.759921e+00,-1.608388e-02 -1.217896e+00 2.760113e+00,-1.651556e-02 -1.216998e+00 2.760602e+00,-1.830134e-02 -1.218103e+00 2.759803e+00,-2.114055e-02 -1.215531e+00 2.761885e+00,-2.213588e-02 -1.214544e+00 2.762493e+00,-2.177457e-02 -1.211852e+00 2.764195e+00,-2.191336e-02 -1.211796e+00 2.764153e+00,-2.168324e-02 -1.209979e+00 2.766339e+00,-1.960129e-02 -1.212221e+00 2.765084e+00,-2.016244e-02 -1.210300e+00 2.766925e+00,-1.903045e-02 -1.212524e+00 2.765629e+00,-2.055862e-02 -1.212585e+00 2.764424e+00,-2.049364e-02 -1.211663e+00 2.765747e+00,-2.000620e-02 -1.212340e+00 2.765435e+00,-2.066636e-02 -1.210516e+00 2.766265e+00,-2.060400e-02 -1.209258e+00 2.767591e+00
2.091162e-03 -1.266321e+00 2.625313e+00,1.192355e-03 -1.265415e+00 2.628163e+00,-2.040765e-03 -1.264927e+00 2.628073e+00,-1.863441e-03 -1.265039e+00 2.627998e+00,-4.834711e-04 -1.264514e+00 2.631849e+00,2.276624e-03 -1.264547e+00 2.630648e+00,5.000189e-03 -1.263440e+00 2.633876e+00,3.453794e-03 -1.263481e+00 2.633688e+00,3.068559e-03 -1.263054e+00 2.633363e+00,1.997724e-03 -1.263453e+00 2.636201e+00,1.170936e-03 -1.263147e+00 2.634912e+00,-9.782739e-04 -1.264492e+00 2.640080e+00,-1.560495e-03 -1.264516e+00 2.641040e+00,-1.080125e-03 -1.264742e+00 2.640783e+00,-1.258212e-02 -1.263806e+00 2.624199e+00,-1.030759e-02 -1.264447e+00 2.623038e+00,-3.489318e-03 -1.265521e+00 2.632416e+00,-1.904284e-03 -1.268179e+00 2.610674e+00,1.125213e-03 -1.267859e+00 2.624563e+00,-6.234509e-03 -1.267196e+00 2.619964e+00,-2.991922e-03 -1.266555e+00 2.627593e+00,6.722655e-04 -1.267030e+00 2.624648e+00,3.070711e-03 -1.266215e+00 2.631995e+00,3.463436e-03 -1.267682e+00 2.629699e+00,4.744139e-03 -1.266469e+00 2.623154e+00,4.770302e-03 -1.266862e+00 2.616886e+00,6.902481e-03 -1.267484e+00 2.619583e+00,6.537058e-03 -1.267681e+00 2.621700e+00,5.684914e-03 -1.267474e+00 2.620087e+00,1.748220e-03 -1.266386e+00 2.620375e+00,-2.102205e-03 -1.264784e+00 2.627546e+00,-3.454229e-03 -1.264923e+00 2.627448e+00,-5.341123e-04 -1.265142e+00 2.624216e+00,-5.425341e-04 -1.265321e+00 2.624416e+00,-4.215774e-04 -1.265100e+00 2.625281e+00,-2.201162e-03 -1.264778e+00 2.629249e+00,-1.127198e-02 -1.264293e+00 2.624106e+00,-9.599891e-03 -1.264755e+00 2.623114e+00,-4.206078e-03 -1.265526e+00 2.635391e+00,-2.622886e-04 -1.265567e+00 2.627901e+00,-2.219929e-03 -1.264654e+00 2.638181e+00,-2.987272e-03 -1.265087e+00 2.638832e+00,-3.231923e-03 -1.265610e+00 2.638289e+00,-3.641986e-03 -1.266068e+00 2.635650e+00,-4.766169e-03 -1.266167e+00 2.636930e+00,-8.458082e-03 -1.264039e+00 2.621255e+00,-2.481868e-02 -1.264391e+00 2.624547e+00,-1.187717e-02 -1.264132e+00 2.626197e+00,-1.629611e-02 -1.264773e+00 2.618137e+00
1.155650e-01 -5.576534e-01 2.746460e+00,1.155649e-01 -5.576494e-01 2.746519e+00,1.150550e-01 -5.576850e-01 2.746628e+00,1.148046e-01 -5.576898e-01 2.746657e+00,1.130238e-01 -5.576991e-01 2.746407e+00,1.117425e-01 -5.574585e-01 2.746202e+00,1.086650e-01 -5.572415e-01 2.745392e+00,1.072663e-01 -5.571662e-01 2.745502e+00,1.067709e-01 -5.571232e-01 2.745456e+00,1.033899e-01 -5.569097e-01 2.744351e+00,1.012613e-01 -5.566093e-01 2.743295e+00,9.512119e-02 -5.552381e-01 2.739376e+00,9.290939e-02 -5.542225e-01 2.736961e+00,8.933730e-02 -5.524507e-01 2.731489e+00,8.279389e-02 -5.499263e-01 2.723732e+00,7.955799e-02 -5.494851e-01 2.720840e+00,7.451303e-02 -5.475301e-01 2.718001e+00,7.854219e-02 -5.467979e-01 2.713517e+00,7.826821e-02 -5.469126e-01 2.709867e+00,7.274046e-02 -5.505834e-01 2.713912e+00,7.100250e-02 -5.510389e-01 2.715064e+00,6.714613e-02 -5.541248e-01 2.716136e+00,7.393949e-02 -5.608696e-01 2.710106e+00,7.448156e-02 -5.625153e-01 2.708776e+00,7.417291e-02 -5.667447e-01 2.708814e+00,7.450396e-02 -5.677082e-01 2.708766e+00,7.886610e-02 -5.691290e-01 2.713002e+00,8.159711e-02 -5.676268e-01 2.713405e+00,7.518373e-02 -5.590239e-01 2.710799e+00,7.801230e-02 -5.443535e-01 2.719579e+00,6.535274e-02 -5.484849e-01 2.725486e+00,6.517695e-02 -5.487002e-01 2.725573e+00,6.807040e-02 -5.494501e-01 2.726036e+00,7.016940e-02 -5.504436e-01 2.727295e+00,7.412060e-02 -5.507181e-01 2.727996e+00,7.853342e-02 -5.512789e-01 2.730402e+00,8.029716e-02 -5.516363e-01 2.731588e+00,8.160962e-02 -5.521252e-01 2.732348e+00,8.643137e-02 -5.526757e-01 2.734717e+00,8.847357e-02 -5.528365e-01 2.736011e+00,9.316427e-02 -5.529933e-01 2.738626e+00,9.419505e-02 -5.532765e-01 2.739447e+00,9.526796e-02 -5.536375e-01 2.740316e+00,9.550470e-02 -5.536501e-01 2.740697e+00,9.598317e-02 -5.537534e-01 2.740878e+00,9.656138e-02 -5.542021e-01 2.741863e+00,9.681461e-02 -5.542839e-01 2.741984e+00,9.769142e-02 -5.544738e-01 2.742373e+00,9.799774e-02 -5.544847e-01 2.742463e+00
8.451024e-02 -9.346125e-01 2.784511e+00,8.434932e-02 -9.346905e-01 2.784676e+00,8.409793e-02 -9.343427e-01 2.784455e+00,8.413283e-02 -9.343218e-01 2.784400e+00,8.412661e-02 -9.339948e-01 2.784036e+00,8.276165e-02 -9.337901e-01 2.783523e+00,8.179938e-02 -9.333126e-01 2.783132e+00,8.194079e-02 -9.328563e-01 2.782919e+00,8.194676e-02 -9.330214e-01 2.782588e+00,7.637150e-02 -9.355661e-01 2.781958e+00,7.723642e-02 -9.346246e-01 2.781486e+00,7.404806e-02 -9.344879e-01 2.779389e+00,7.574330e-02 -9.316120e-01 2.777716e+00,7.544517e-02 -9.291430e-01 2.775574e+00,7.423249e-02 -9.244751e-01 2.770772e+00,7.427026e-02 -9.243643e-01 2.770188e+00,7.549608e-02 -8.802738e-01 2.750410e+00,7.424056e-02 -8.840995e-01 2.750821e+00,7.345102e-02 -8.847865e-01 2.750693e+00,7.160147e-02 -9.112645e-01 2.758791e+00,7.224139e-02 -9.164771e-01 2.759030e+00,7.521093e-02 -9.230877e-01 2.759143e+00,7.452284e-02 -9.225363e-01 2.758294e+00,7.375403e-02 -9.227831e-01 2.758205e+00,6.458951e-02 -9.263973e-01 2.758899e+00,6.291385e-02 -9.298486e-01 2.759605e+00,6.051377e-02 -9.334049e-01 2.761549e+00,6.133839e-02 -9.351813e-01 2.763497e+00,6.778692e-02 -9.330720e-01 2.763474e+00,7.119341e-02 -9.320784e-01 2.764519e+00,6.890305e-02 -9.260861e-01 2.765754e+00,6.505763e-02 -9.273152e-01 2.766772e+00,6.086317e-02 -9.318814e-01 2.769240e+00,6.301937e-02 -9.287620e-01 2.769270e+00,6.491864e-02 -9.255869e-01 2.769295e+00,6.634092e-02 -9.284494e-01 2.772122e+00,6.462485e-02 -9.304094e-01 2.774059e+00,6.413478e-02 -9.313861e-01 2.774525e+00,6.372510e-02 -9.340698e-01 2.776004e+00,7.185677e-02 -9.315243e-01 2.776467e+00,7.468953e-02 -9.306309e-01 2.776665e+00,7.300401e-02 -9.325998e-01 2.777208e+00,7.577936e-02 -9.331101e-01 2.777737e+00,7.576158e-02 -9.324400e-01 2.777895e+00,7.497437e-02 -9.316665e-01 2.777481e+00,6.683563e-02 -9.349228e-01 2.780008e+00,7.044660e-02 -9.343506e-01 2.780281e+00,6.980736e-02 -9.361818e-01 2.781088e+00,7.311851e-02 -9.342959e-01 2.780536e+00
7.247531e-02 -1.214451e+00 2.763794e+00,7.332504e-02 -1.212256e+00 2.765062e+00,7.323931e-02 -1.216837e+00 2.763936e+00,7.437753e-02 -1.239028e+00 2.738616e+00,7.497172e-02 -1.231413e+00 2.747778e+00,7.440253e-02 -1.217772e+00 2.762607e+00,7.328075e-02 -1.215808e+00 2.765651e+00,7.258877e-02 -1.216204e+00 2.766142e+00,7.199971e-02 -1.216894e+00 2.764459e+00,7.612669e-02 -1.212784e+00 2.765674e+00,7.614315e-02 -1.214025e+00 2.765620e+00,7.558256e-02 -1.213561e+00 2.766695e+00,7.443222e-02 -1.213093e+00 2.767469e+00,7.305791e-02 -1.215869e+00 2.765878e+00,7.410403e-02 -1.208491e+00 2.768469e+00,7.425705e-02 -1.207851e+00 2.768341e+00,7.633705e-02 -1.159799e+00 2.752247e+00,7.507571e-02 -1.163687e+00 2.752686e+00,7.890917e-02 -1.215873e+00 2.766817e+00,7.733133e-02 -1.219967e+00 2.764298e+00,7.632296e-02 -1.220807e+00 2.759851e+00,8.115710e-02 -1.231071e+00 2.746656e+00,7.785910e-02 -1.230067e+00 2.749247e+00,7.525899e-02 -1.228501e+00 2.752202e+00,7.800248e-02 -1.217615e+00 2.763043e+00,7.657398e-02 -1.219302e+00 2.759882e+00,7.431550e-02 -1.225718e+00 2.754817e+00,7.700019e-02 -1.214837e+00 2.764856e+00,7.587068e-02 -1.215969e+00 2.762712e+00,7.543278e-02 -1.215045e+00 2.761419e+00,6.917050e-02 -1.236871e+00 2.744469e+00,6.370933e-02 -1.241768e+00 2.739171e+00,7.634251e-02 -1.216268e+00 2.768048e+00,7.621476e-02 -1.215425e+00 2.768210e+00,7.628229e-02 -1.215147e+00 2.768292e+00,7.630339e-02 -1.218500e+00 2.764495e+00,7.546174e-02 -1.220406e+00 2.763519e+00,7.498722e-02 -1.220211e+00 2.763955e+00,7.373537e-02 -1.220625e+00 2.763165e+00,7.475150e-02 -1.215050e+00 2.766035e+00,7.421479e-02 -1.215563e+00 2.765503e+00,7.480161e-02 -1.218178e+00 2.763425e+00,7.708200e-02 -1.216814e+00 2.765653e+00,7.710116e-02 -1.216928e+00 2.765518e+00,7.710394e-02 -1.216872e+00 2.765415e+00,7.657341e-02 -1.219620e+00 2.762918e+00,7.634120e-02 -1.219334e+00 2.762573e+00,7.624850e-02 -1.218923e+00 2.761864e+00,7.578912e-02 -1.219025e+00 2.762569e+00
6.928833e-02 -1.268952e+00 2.616884e+00,6.672552e-02 -1.269101e+00 2.618972e+00,6.920783e-02 -1.267886e+00 2.634164e+00,6.411117e-02 -1.275977e+00 2.613775e+00,6.546690e-02 -1.268985e+00 2.623094e+00,6.566213e-02 -1.268479e+00 2.623881e+00,7.613508e-02 -1.267282e+00 2.622033e+00,7.713953e-02 -1.267487e+00 2.621256e+00,7.593964e-02 -1.267679e+00 2.620168e+00,6.492601e-02 -1.266327e+00 2.630525e+00,6.480467e-02 -1.266760e+00 2.624561e+00,6.343895e-02 -1.267331e+00 2.616844e+00,6.932379e-02 -1.267421e+00 2.619804e+00,6.703237e-02 -1.267763e+00 2.623733e+00,6.163980e-02 -1.266751e+00 2.638948e+00,6.862466e-02 -1.269138e+00 2.620156e+00,6.740026e-02 -1.261070e+00 2.632159e+00,6.542515e-02 -1.262802e+00 2.630016e+00,6.467287e-02 -1.269627e+00 2.623116e+00,6.408893e-02 -1.269738e+00 2.622440e+00,6.924374e-02 -1.270472e+00 2.615308e+00,5.856155e-02 -1.270860e+00 2.625546e+00,5.856246e-02 -1.269902e+00 2.627420e+00,5.794598e-02 -1.269529e+00 2.628494e+00,5.733324e-02 -1.268929e+00 2.617578e+00,5.594554e-02 -1.269218e+00 2.606136e+00,5.771329e-02 -1.268711e+00 2.609134e+00,5.826212e-02 -1.267646e+00 2.613321e+00,6.131519e-02 -1.268163e+00 2.615452e+00,6.135185e-02 -1.268329e+00 2.624499e+00,6.155716e-02 -1.268334e+00 2.610292e+00,5.893165e-02 -1.269368e+00 2.609682e+00,5.965862e-02 -1.268169e+00 2.612881e+00,6.126553e-02 -1.267599e+00 2.614720e+00,6.032824e-02 -1.266724e+00 2.618928e+00,6.110706e-02 -1.266373e+00 2.618145e+00,7.261223e-02 -1.265443e+00 2.637806e+00,7.151842e-02 -1.265492e+00 2.634364e+00,6.767638e-02 -1.266119e+00 2.638650e+00,6.898400e-02 -1.264959e+00 2.627549e+00,6.675541e-02 -1.266215e+00 2.624895e+00,5.900062e-02 -1.267636e+00 2.641564e+00,6.494588e-02 -1.266532e+00 2.618641e+00,6.068910e-02 -1.267459e+00 2.620607e+00,5.827214e-02 -1.267492e+00 2.623391e+00,5.960966e-02 -1.266866e+00 2.616406e+00,5.930189e-02 -1.267753e+00 2.621868e+00,5.680722e-02 -1.267910e+00 2.623676e+00,5.791466e-02 -1.268255e+00 2.625620e+00
4.540229e-02 -6.014322e-02 2.818874e+00,4.524756e-02 -6.008637e-02 2.819017e+00,4.480093e-02 -6.023776e-02 2.819302e+00,4.440462e-02 -6.021930e-02 2.819295e+00,4.349810e-02 -6.021858e-02 2.819760e+00,4.330602e-02 -6.015626e-02 2.819704e+00,4.274494e-02 -5.976259e-02 2.819369e+00,4.223644e-02 -5.945867e-02 2.819326e+00,4.184010e-02 -5.929881e-02 2.819090e+00,4.043427e-02 -5.820952e-02 2.818527e+00,3.938944e-02 -5.735112e-02 2.818229e+00,3.739443e-02 -5.608809e-02 2.817209e+00,3.625995e-02 -5.532089e-02 2.816782e+00,3.517346e-02 -5.481606e-02 2.816642e+00,3.073915e-02 -5.326619e-02 2.815439e+00,2.925465e-02 -5.239710e-02 2.814902e+00,2.260460e-02 -5.111912e-02 2.811427e+00,2.039745e-02 -4.900213e-02 2.808558e+00,1.510386e-02 -4.843508e-02 2.804281e+00,1.691360e-02 -5.210200e-02 2.801088e+00,5.724926e-03 -5.036582e-02 2.792620e+00,5.386889e-03 -5.445996e-02 2.792255e+00,1.677726e-03 -7.001780e-02 2.790545e+00,1.031031e-03 -6.993393e-02 2.789834e+00,-9.188321e-04 -7.092374e-02 2.789476e+00,-9.157184e-04 -7.001782e-02 2.789607e+00,2.196588e-03 -6.119650e-02 2.792006e+00,7.718795e-03 -5.178830e-02 2.797799e+00,7.519458e-03 -5.182698e-02 2.797861e+00,7.465468e-03 -5.176257e-02 2.798209e+00,6.673637e-03 -5.048645e-02 2.801167e+00,6.335436e-03 -5.025971e-02 2.801919e+00,6.097879e-03 -5.019085e-02 2.802748e+00,6.154599e-03 -5.021728e-02 2.802892e+00,6.233565e-03 -5.019031e-02 2.803159e+00,7.093790e-03 -5.036177e-02 2.803572e+00,9.044302e-03 -5.043975e-02 2.803473e+00,1.000689e-02 -5.057174e-02 2.803418e+00,1.182659e-02 -5.093637e-02 2.803797e+00,1.292453e-02 -5.115890e-02 2.803975e+00,1.574556e-02 -5.198508e-02 2.804904e+00,1.745524e-02 -5.213540e-02 2.805281e+00,1.919433e-02 -5.384643e-02 2.805524e+00,1.966523e-02 -5.423188e-02 2.805893e+00,2.060645e-02 -5.461299e-02 2.806274e+00,2.199206e-02 -5.507315e-02 2.807629e+00,2.232610e-02 -5.533322e-02 2.807721e+00,2.307072e-02 -5.560562e-02 2.808420e+00,2.338593e-02 -5.568065e-02 2.808583e+00
