5.305821e-02 -4.422316e-01 2.840186e+00,5.304766e-02 -4.422290e-01 2.840222e+00,5.309751e-02 -4.422741e-01 2.840256e+00,5.292258e-02 -4.422546e-01 2.840221e+00,5.292684e-02 -4.422403e-01 2.840209e+00,5.282401e-02 -4.422149e-01 2.840202e+00,5.252279e-02 -4.419708e-01 2.840281e+00,5.249129e-02 -4.418534e-01 2.840319e+00,5.228296e-02 -4.410704e-01 2.840986e+00,5.200732e-02 -4.407637e-01 2.841378e+00,5.135086e-02 -4.390986e-01 2.843401e+00,5.125557e-02 -4.391609e-01 2.843817e+00,5.087527e-02 -4.411503e-01 2.844376e+00,4.943259e-02 -4.518246e-01 2.844456e+00,4.976814e-02 -4.547408e-01 2.844287e+00,4.962444e-02 -4.558904e-01 2.844216e+00,4.948062e-02 -4.555833e-01 2.844331e+00,4.941354e-02 -4.550851e-01 2.844486e+00,4.922298e-02 -4.537840e-01 2.844624e+00,4.921554e-02 -4.535554e-01 2.844789e+00,4.912028e-02 -4.534054e-01 2.844698e+00,4.899498e-02 -4.540876e-01 2.844781e+00,4.898546e-02 -4.542916e-01 2.844821e+00,4.878203e-02 -4.550218e-01 2.844547e+00,4.888898e-02 -4.528150e-01 2.844507e+00,4.890586e-02 -4.516962e-01 2.844641e+00,4.878597e-02 -4.503781e-01 2.844415e+00,4.859239e-02 -4.483019e-01 2.843977e+00,4.848000e-02 -4.473030e-01 2.843771e+00,4.892419e-02 -4.430092e-01 2.843852e+00,4.920763e-02 -4.407905e-01 2.843680e+00,4.935060e-02 -4.387916e-01 2.843557e+00,4.928870e-02 -4.385183e-01 2.843368e+00,4.926857e-02 -4.385816e-01 2.843296e+00,4.946407e-02 -4.390426e-01 2.842424e+00,4.947726e-02 -4.391686e-01 2.842188e+00,4.960039e-02 -4.395315e-01 2.842049e+00,4.988662e-02 -4.402307e-01 2.841516e+00,4.995997e-02 -4.404449e-01 2.841322e+00,5.074384e-02 -4.410437e-01 2.841096e+00,5.091076e-02 -4.411748e-01 2.841090e+00,5.131970e-02 -4.415232e-01 2.840953e+00,5.168709e-02 -4.417598e-01 2.840858e+00,5.171446e-02 -4.418104e-01 2.840861e+00,5.185658e-02 -4.418748e-01 2.840699e+00,5.191566e-02 -4.419031e-01 2.840707e+00,5.216777e-02 -4.420409e-01 2.840671e+00,5.220516e-02 -4.420646e-01 2.840723e+00,5.254845e-02 -4.421874e-01 2.840470e+00,5.273636e-02 -4.422964e-01 2.840290e+00
2.711646e-01 -4.353910e-01 2.730268e+00,2.689379e-01 -4.384096e-01 2.725447e+00,2.676146e-01 -4.364648e-01 2.720929e+00,2.578657e-01 -4.273576e-01 2.705984e+00,2.509040e-01 -4.177051e-01 2.690276e+00,2.428529e-01 -4.033726e-01 2.669313e+00,2.137661e-01 -3.619042e-01 2.621969e+00,2.044165e-01 -3.180490e-01 2.592311e+00,1.821925e-01 -2.003193e-01 2.557049e+00,1.537053e-01 -1.343118e-01 2.537274e+00,1.319549e-01 -3.150402e-03 2.582449e+00,-4.535615e-03 3.877890e-02 2.575003e+00,5.775036e-03 9.933557e-02 2.602139e+00,1.419312e-01 1.125139e-01 2.675492e+00,1.452787e-01 1.063203e-01 2.685799e+00,1.351829e-01 8.209304e-02 2.699011e+00,9.258540e-02 1.337868e-01 2.669600e+00,8.240894e-02 1.431495e-01 2.660347e+00,7.072359e-02 9.578016e-02 2.660655e+00,6.711560e-02 1.065057e-01 2.659065e+00,1.125212e-01 1.173543e-01 2.676241e+00,1.223306e-01 1.174083e-01 2.684121e+00,1.310211e-01 1.100737e-01 2.692529e+00,1.168204e-01 1.174004e-01 2.682333e+00,5.625704e-02 8.200859e-02 2.667117e+00,6.244875e-02 6.783757e-02 2.658882e+00,1.008255e-01 3.280344e-02 2.663560e+00,9.027432e-02 4.511581e-02 2.643274e+00,5.973811e-02 5.579796e-02 2.625355e+00,4.752947e-02 4.217909e-02 2.556015e+00,4.920168e-02 1.870090e-02 2.552825e+00,1.073819e-01 -5.873122e-02 2.548140e+00,1.250735e-01 -1.119151e-01 2.543858e+00,1.375196e-01 -1.579901e-01 2.544255e+00,1.753062e-01 -2.527896e-01 2.559663e+00,1.971068e-01 -2.915806e-01 2.568963e+00,2.141029e-01 -3.267184e-01 2.589834e+00,2.396165e-01 -3.736562e-01 2.632295e+00,2.426680e-01 -3.894970e-01 2.661103e+00,2.762549e-01 -4.172778e-01 2.679997e+00,2.840298e-01 -4.249649e-01 2.693276e+00,2.928026e-01 -4.362132e-01 2.717884e+00,2.955451e-01 -4.394306e-01 2.724723e+00,2.944452e-01 -4.385918e-01 2.729341e+00,2.920164e-01 -4.362206e-01 2.732638e+00,2.908836e-01 -4.344867e-01 2.732297e+00,2.875478e-01 -4.362825e-01 2.732418e+00,2.857962e-01 -4.353794e-01 2.730098e+00,2.836039e-01 -4.342374e-01 2.729456e+00,2.828321e-01 -4.323512e-01 2.728805e+00
-3.547506e-02 -4.374436e-01 2.804262e+00,-3.545128e-02 -4.374020e-01 2.804282e+00,-3.541429e-02 -4.374153e-01 2.804302e+00,-3.576233e-02 -4.372454e-01 2.804135e+00,-3.573105e-02 -4.371988e-01 2.804104e+00,-3.578238e-02 -4.371556e-01 2.804093e+00,-3.597004e-02 -4.369172e-01 2.804154e+00,-3.595001e-02 -4.367926e-01 2.804141e+00,-3.593705e-02 -4.357196e-01 2.805017e+00,-3.616453e-02 -4.353774e-01 2.805735e+00,-3.629672e-02 -4.336736e-01 2.808367e+00,-3.635662e-02 -4.338179e-01 2.809683e+00,-3.705299e-02 -4.358332e-01 2.810260e+00,-4.064784e-02 -4.464329e-01 2.808611e+00,-4.065245e-02 -4.490327e-01 2.807743e+00,-4.099437e-02 -4.506357e-01 2.809351e+00,-4.099886e-02 -4.501932e-01 2.809287e+00,-4.085931e-02 -4.493963e-01 2.809920e+00,-4.060743e-02 -4.478599e-01 2.810801e+00,-4.052995e-02 -4.475412e-01 2.810878e+00,-4.055827e-02 -4.472674e-01 2.810576e+00,-4.085526e-02 -4.480535e-01 2.811125e+00,-4.087600e-02 -4.483489e-01 2.811317e+00,-4.130680e-02 -4.492777e-01 2.811327e+00,-4.062380e-02 -4.466544e-01 2.811298e+00,-4.032207e-02 -4.455973e-01 2.811579e+00,-4.024163e-02 -4.442196e-01 2.811483e+00,-4.008450e-02 -4.420461e-01 2.810912e+00,-4.005229e-02 -4.410273e-01 2.810670e+00,-3.887201e-02 -4.369796e-01 2.810749e+00,-3.806804e-02 -4.346032e-01 2.810259e+00,-3.757349e-02 -4.326653e-01 2.809766e+00,-3.766718e-02 -4.321997e-01 2.809004e+00,-3.771553e-02 -4.323385e-01 2.808846e+00,-3.758521e-02 -4.330779e-01 2.807960e+00,-3.755827e-02 -4.333391e-01 2.807575e+00,-3.748828e-02 -4.338706e-01 2.807560e+00,-3.746203e-02 -4.348110e-01 2.807050e+00,-3.749963e-02 -4.350806e-01 2.806957e+00,-3.690436e-02 -4.359166e-01 2.806862e+00,-3.675126e-02 -4.361785e-01 2.806938e+00,-3.639998e-02 -4.366314e-01 2.806858e+00,-3.605451e-02 -4.369821e-01 2.806658e+00,-3.603835e-02 -4.370457e-01 2.806631e+00,-3.599882e-02 -4.371833e-01 2.806434e+00,-3.595787e-02 -4.372128e-01 2.806447e+00,-3.574696e-02 -4.374062e-01 2.806332e+00,-3.572954e-02 -4.374105e-01 2.806326e+00,-3.544499e-02 -4.375915e-01 2.806114e+00,-3.531328e-02 -4.376830e-01 2.805841e+00
-6.425269e-02 -8.647775e-01 2.812402e+00,-6.435869e-02 -8.648143e-01 2.812462e+00,-6.424406e-02 -8.635227e-01 2.811949e+00,-6.424943e-02 -8.631355e-01 2.812039e+00,-6.448959e-02 -8.624715e-01 2.811954e+00,-6.478523e-02 -8.656240e-01 2.812765e+00,-6.471421e-02 -8.653870e-01 2.812929e+00,-6.452550e-02 -8.652480e-01 2.813338e+00,-6.417111e-02 -8.647677e-01 2.813650e+00,-6.409883e-02 -8.646666e-01 2.813920e+00,-6.448019e-02 -8.639820e-01 2.814380e+00,-6.446756e-02 -8.643584e-01 2.814644e+00,-6.397700e-02 -8.649196e-01 2.815261e+00,-6.404451e-02 -8.657581e-01 2.815799e+00,-6.420360e-02 -8.653654e-01 2.815746e+00,-6.431441e-02 -8.695150e-01 2.816015e+00,-6.409776e-02 -8.695461e-01 2.816264e+00,-6.406839e-02 -8.695068e-01 2.816226e+00,-6.445981e-02 -8.759994e-01 2.816566e+00,-6.474801e-02 -8.777825e-01 2.817034e+00,-6.462468e-02 -8.672137e-01 2.815108e+00,-6.458066e-02 -8.672203e-01 2.815111e+00,-6.478703e-02 -8.666451e-01 2.815122e+00,-6.668925e-02 -8.785564e-01 2.816504e+00,-6.643178e-02 -8.724453e-01 2.814739e+00,-6.617843e-02 -8.725932e-01 2.814770e+00,-6.613576e-02 -8.705549e-01 2.814465e+00,-6.587189e-02 -8.691503e-01 2.814024e+00,-6.595762e-02 -8.678306e-01 2.813901e+00,-6.569618e-02 -8.663145e-01 2.814016e+00,-6.545702e-02 -8.653662e-01 2.813913e+00,-6.548394e-02 -8.649215e-01 2.813960e+00,-6.543472e-02 -8.646794e-01 2.813911e+00,-6.537548e-02 -8.623843e-01 2.813356e+00,-6.752929e-02 -8.802755e-01 2.815407e+00,-6.656088e-02 -8.752620e-01 2.815343e+00,-6.421747e-02 -8.701729e-01 2.814652e+00,-6.284985e-02 -8.680902e-01 2.813925e+00,-6.299022e-02 -8.673935e-01 2.813599e+00,-6.265359e-02 -8.667345e-01 2.813405e+00,-6.293834e-02 -8.662878e-01 2.812919e+00,-6.469685e-02 -8.715125e-01 2.813642e+00,-6.470425e-02 -8.682545e-01 2.812525e+00,-6.433479e-02 -8.666155e-01 2.811931e+00,-6.418961e-02 -8.647718e-01 2.811274e+00,-6.408201e-02 -8.647078e-01 2.811275e+00,-6.437470e-02 -8.638802e-01 2.810925e+00,-6.447882e-02 -8.653704e-01 2.811323e+00,-6.397653e-02 -8.651763e-01 2.811320e+00,-6.407893e-02 -8.634893e-01 2.811000e+00
-7.619031e-02 -1.199144e+00 2.825059e+00,-7.537559e-02 -1.200536e+00 2.825163e+00,-7.570682e-02 -1.200410e+00 2.824627e+00,-7.505465e-02 -1.199622e+00 2.825565e+00,-7.558957e-02 -1.199598e+00 2.825205e+00,-7.565746e-02 -1.199722e+00 2.825010e+00,-7.582394e-02 -1.199835e+00 2.825032e+00,-7.582176e-02 -1.199781e+00 2.825080e+00,-7.511505e-02 -1.199041e+00 2.824778e+00,-7.512652e-02 -1.199020e+00 2.824829e+00,-7.486138e-02 -1.199205e+00 2.825055e+00,-7.476032e-02 -1.199027e+00 2.825010e+00,-7.472033e-02 -1.199146e+00 2.824975e+00,-7.400876e-02 -1.200965e+00 2.825592e+00,-7.432304e-02 -1.200319e+00 2.824854e+00,-7.397819e-02 -1.199868e+00 2.824787e+00,-7.396358e-02 -1.199859e+00 2.824779e+00,-7.433783e-02 -1.200300e+00 2.824229e+00,-7.386091e-02 -1.200917e+00 2.823825e+00,-7.363491e-02 -1.200615e+00 2.823871e+00,-7.339825e-02 -1.200311e+00 2.823032e+00,-7.308575e-02 -1.198828e+00 2.824027e+00,-7.334574e-02 -1.198872e+00 2.823902e+00,-7.322031e-02 -1.200597e+00 2.823741e+00,-7.330878e-02 -1.200325e+00 2.823922e+00,-7.306910e-02 -1.200252e+00 2.824109e+00,-7.305260e-02 -1.200300e+00 2.824037e+00,-7.270520e-02 -1.200233e+00 2.824069e+00,-7.280178e-02 -1.200127e+00 2.823970e+00,-7.278041e-02 -1.200098e+00 2.824007e+00,-7.252964e-02 -1.199872e+00 2.823870e+00,-7.280716e-02 -1.199949e+00 2.824028e+00,-7.274931e-02 -1.199654e+00 2.824220e+00,-7.225550e-02 -1.199524e+00 2.824439e+00,-7.317024e-02 -1.199015e+00 2.824367e+00,-7.396346e-02 -1.199322e+00 2.824363e+00,-7.402277e-02 -1.199420e+00 2.824362e+00,-7.405195e-02 -1.199570e+00 2.824556e+00,-7.397941e-02 -1.199512e+00 2.824644e+00,-7.472905e-02 -1.199137e+00 2.824237e+00,-7.477843e-02 -1.199277e+00 2.824366e+00,-7.523677e-02 -1.199684e+00 2.824045e+00,-7.534484e-02 -1.199723e+00 2.823956e+00,-7.566324e-02 -1.199613e+00 2.823823e+00,-7.570153e-02 -1.199910e+00 2.823756e+00,-7.578868e-02 -1.199833e+00 2.823685e+00,-7.632720e-02 -1.199015e+00 2.822872e+00,-7.653932e-02 -1.198974e+00 2.822973e+00,-7.677052e-02 -1.198860e+00 2.823075e+00,-7.637700e-02 -1.199204e+00 2.823346e+00
-9.795652e-02 -1.256769e+00 2.665397e+00,-9.553722e-02 -1.257253e+00 2.672579e+00,-9.430379e-02 -1.256869e+00 2.676155e+00,-9.253274e-02 -1.256381e+00 2.681468e+00,-9.198721e-02 -1.256678e+00 2.683531e+00,-9.301403e-02 -1.256258e+00 2.683837e+00,-9.494656e-02 -1.255339e+00 2.681321e+00,-9.388271e-02 -1.255593e+00 2.680380e+00,-9.453674e-02 -1.254357e+00 2.675660e+00,-9.622245e-02 -1.252206e+00 2.673658e+00,-9.139533e-02 -1.255307e+00 2.675841e+00,-9.271139e-02 -1.254889e+00 2.675143e+00,-9.268959e-02 -1.255239e+00 2.674518e+00,-9.190933e-02 -1.255565e+00 2.672404e+00,-9.223577e-02 -1.255448e+00 2.670972e+00,-9.116571e-02 -1.256940e+00 2.676701e+00,-9.083884e-02 -1.257468e+00 2.675069e+00,-9.148913e-02 -1.257725e+00 2.673306e+00,-9.012731e-02 -1.258438e+00 2.670330e+00,-8.825016e-02 -1.258557e+00 2.664890e+00,-9.129047e-02 -1.256464e+00 2.670181e+00,-9.241612e-02 -1.256182e+00 2.669089e+00,-9.198911e-02 -1.256449e+00 2.677398e+00,-9.463407e-02 -1.255173e+00 2.671011e+00,-9.483430e-02 -1.255304e+00 2.673003e+00,-9.619125e-02 -1.255232e+00 2.672477e+00,-9.750497e-02 -1.254952e+00 2.670701e+00,-9.458455e-02 -1.255664e+00 2.674077e+00,-9.568053e-02 -1.254575e+00 2.676287e+00,-9.532692e-02 -1.255255e+00 2.677370e+00,-9.539776e-02 -1.255338e+00 2.677287e+00,-9.543397e-02 -1.255568e+00 2.676060e+00,-9.521835e-02 -1.255480e+00 2.675274e+00,-9.690168e-02 -1.254943e+00 2.676615e+00,-9.694950e-02 -1.254793e+00 2.675945e+00,-9.472944e-02 -1.255121e+00 2.680094e+00,-9.892890e-02 -1.255039e+00 2.675921e+00,-9.983839e-02 -1.256131e+00 2.674597e+00,-9.831811e-02 -1.256449e+00 2.673713e+00,-9.509412e-02 -1.256822e+00 2.672684e+00,-9.533694e-02 -1.254102e+00 2.680149e+00,-9.280968e-02 -1.255216e+00 2.679231e+00,-9.544422e-02 -1.255093e+00 2.672882e+00,-9.551376e-02 -1.255014e+00 2.673074e+00,-9.663867e-02 -1.255344e+00 2.677362e+00,-9.567480e-02 -1.255574e+00 2.678022e+00,-9.384876e-02 -1.256234e+00 2.673708e+00,-9.496621e-02 -1.256178e+00 2.673726e+00,-9.507610e-02 -1.256024e+00 2.673038e+00,-9.620924e-02 -1.255729e+00 2.675038e+00
1.401440e-01 -4.343373e-01 2.794080e+00,1.400696e-01 -4.344063e-01 2.794203e+00,1.401286e-01 -4.344884e-01 2.794252e+00,1.400464e-01 -4.345319e-01 2.794264e+00,1.400413e-01 -4.345300e-01 2.794259e+00,1.398589e-01 -4.345332e-01 2.794261e+00,1.394268e-01 -4.342879e-01 2.794361e+00,1.393258e-01 -4.341471e-01 2.794477e+00,1.389653e-01 -4.335871e-01 2.794994e+00,1.386535e-01 -4.333107e-01 2.795158e+00,1.375474e-01 -4.317289e-01 2.796622e+00,1.374867e-01 -4.317500e-01 2.796644e+00,1.373974e-01 -4.336931e-01 2.797050e+00,1.380375e-01 -4.449706e-01 2.798561e+00,1.387454e-01 -4.479881e-01 2.799086e+00,1.386746e-01 -4.494363e-01 2.797332e+00,1.382927e-01 -4.489645e-01 2.797712e+00,1.380563e-01 -4.483537e-01 2.797514e+00,1.373974e-01 -4.466791e-01 2.796808e+00,1.373266e-01 -4.465073e-01 2.797052e+00,1.372029e-01 -4.464252e-01 2.796996e+00,1.372258e-01 -4.472073e-01 2.796660e+00,1.372358e-01 -4.473577e-01 2.796590e+00,1.370517e-01 -4.480268e-01 2.795664e+00,1.367376e-01 -4.455265e-01 2.795536e+00,1.365091e-01 -4.444097e-01 2.795546e+00,1.362417e-01 -4.432646e-01 2.795222e+00,1.357893e-01 -4.412911e-01 2.794797e+00,1.355609e-01 -4.404153e-01 2.794659e+00,1.352794e-01 -4.360305e-01 2.794787e+00,1.351060e-01 -4.339918e-01 2.794911e+00,1.348926e-01 -4.319961e-01 2.795147e+00,1.348400e-01 -4.318141e-01 2.795220e+00,1.348361e-01 -4.318387e-01 2.795211e+00,1.350833e-01 -4.320919e-01 2.794451e+00,1.350872e-01 -4.321337e-01 2.794356e+00,1.352699e-01 -4.324040e-01 2.794128e+00,1.358093e-01 -4.329204e-01 2.793609e+00,1.360315e-01 -4.331004e-01 2.793282e+00,1.370347e-01 -4.334714e-01 2.792978e+00,1.372335e-01 -4.335139e-01 2.792924e+00,1.376762e-01 -4.337469e-01 2.792763e+00,1.380610e-01 -4.338811e-01 2.792779e+00,1.381032e-01 -4.339278e-01 2.792825e+00,1.383736e-01 -4.339078e-01 2.792702e+00,1.384431e-01 -4.339283e-01 2.792711e+00,1.387348e-01 -4.340074e-01 2.792780e+00,1.388026e-01 -4.340766e-01 2.793021e+00,1.391821e-01 -4.341176e-01 2.792731e+00,1.394123e-01 -4.342344e-01 2.792642e+00
1.757780e-01 -8.849510e-01 2.810147e+00,1.760002e-01 -8.812882e-01 2.808965e+00,1.759171e-01 -8.848989e-01 2.809525e+00,1.758461e-01 -8.841268e-01 2.809637e+00,1.754599e-01 -8.817768e-01 2.809114e+00,1.753313e-01 -8.847530e-01 2.810084e+00,1.750257e-01 -8.821778e-01 2.809849e+00,1.753670e-01 -8.864577e-01 2.810776e+00,1.758461e-01 -8.845533e-01 2.810480e+00,1.757246e-01 -8.797324e-01 2.810094e+00,1.759649e-01 -8.808516e-01 2.810493e+00,1.760784e-01 -8.820986e-01 2.810585e+00,1.761856e-01 -8.822266e-01 2.810615e+00,1.764734e-01 -8.845440e-01 2.811089e+00,1.764330e-01 -8.844763e-01 2.811090e+00,1.764528e-01 -8.856952e-01 2.811086e+00,1.764587e-01 -8.856905e-01 2.811087e+00,1.766498e-01 -8.720423e-01 2.809124e+00,1.759597e-01 -8.764930e-01 2.810345e+00,1.782974e-01 -9.078439e-01 2.815464e+00,1.755531e-01 -8.921809e-01 2.813317e+00,1.755760e-01 -8.908007e-01 2.813275e+00,1.758042e-01 -8.881610e-01 2.812781e+00,1.748783e-01 -8.820004e-01 2.811456e+00,1.752421e-01 -8.828561e-01 2.811098e+00,1.753833e-01 -8.817471e-01 2.811106e+00,1.755760e-01 -8.789517e-01 2.810661e+00,1.757103e-01 -8.805785e-01 2.811242e+00,1.757214e-01 -8.811157e-01 2.811227e+00,1.745437e-01 -8.774422e-01 2.810735e+00,1.745291e-01 -8.776714e-01 2.810761e+00,1.754191e-01 -8.720682e-01 2.810199e+00,1.757032e-01 -8.745853e-01 2.810403e+00,1.757741e-01 -8.750430e-01 2.810473e+00,1.756088e-01 -8.754622e-01 2.810184e+00,1.755850e-01 -8.755137e-01 2.810148e+00,1.748838e-01 -8.790556e-01 2.810399e+00,1.748141e-01 -8.785650e-01 2.810224e+00,1.747570e-01 -8.784518e-01 2.810272e+00,1.734575e-01 -8.569240e-01 2.807025e+00,1.741972e-01 -8.630263e-01 2.807786e+00,1.754454e-01 -8.822646e-01 2.808542e+00,1.752020e-01 -8.803238e-01 2.808289e+00,1.751944e-01 -8.801450e-01 2.808343e+00,1.754754e-01 -8.771005e-01 2.807564e+00,1.749822e-01 -8.753853e-01 2.807511e+00,1.751244e-01 -8.751310e-01 2.807574e+00,1.751729e-01 -8.756960e-01 2.807746e+00,1.754802e-01 -8.742713e-01 2.807327e+00,1.761385e-01 -8.765910e-01 2.807782e+00
1.877466e-01 -1.206900e+00 2.813867e+00,1.882184e-01 -1.205723e+00 2.813854e+00,1.882689e-01 -1.206030e+00 2.813236e+00,1.878044e-01 -1.206203e+00 2.813605e+00,1.878742e-01 -1.205527e+00 2.813480e+00,1.878394e-01 -1.205422e+00 2.813529e+00,1.877145e-01 -1.205582e+00 2.813559e+00,1.877643e-01 -1.206235e+00 2.813659e+00,1.878287e-01 -1.206050e+00 2.813627e+00,1.876901e-01 -1.205593e+00 2.813520e+00,1.876408e-01 -1.205670e+00 2.813537e+00,1.876209e-01 -1.205300e+00 2.813449e+00,1.878460e-01 -1.205678e+00 2.813543e+00,1.875816e-01 -1.206204e+00 2.813696e+00,1.879251e-01 -1.204647e+00 2.813840e+00,1.880955e-01 -1.204621e+00 2.813598e+00,1.881301e-01 -1.205271e+00 2.813471e+00,1.881846e-01 -1.205276e+00 2.813653e+00,1.891312e-01 -1.204390e+00 2.813822e+00,1.888997e-01 -1.206065e+00 2.813199e+00,1.891170e-01 -1.205659e+00 2.812835e+00,1.888365e-01 -1.205302e+00 2.813228e+00,1.879840e-01 -1.206545e+00 2.813794e+00,1.882422e-01 -1.206061e+00 2.813770e+00,1.885566e-01 -1.206104e+00 2.814031e+00,1.884837e-01 -1.206113e+00 2.814048e+00,1.885392e-01 -1.206037e+00 2.814067e+00,1.885066e-01 -1.204722e+00 2.814157e+00,1.885262e-01 -1.204736e+00 2.814165e+00,1.880069e-01 -1.205511e+00 2.814400e+00,1.882245e-01 -1.204702e+00 2.815342e+00,1.881157e-01 -1.204584e+00 2.815229e+00,1.881082e-01 -1.204601e+00 2.815212e+00,1.883738e-01 -1.204420e+00 2.815312e+00,1.883672e-01 -1.203678e+00 2.815691e+00,1.885156e-01 -1.203782e+00 2.815614e+00,1.882337e-01 -1.204024e+00 2.815878e+00,1.881141e-01 -1.203728e+00 2.815805e+00,1.878613e-01 -1.204708e+00 2.815311e+00,1.879991e-01 -1.204422e+00 2.814645e+00,1.878619e-01 -1.204044e+00 2.814446e+00,1.881514e-01 -1.204992e+00 2.813796e+00,1.881514e-01 -1.205116e+00 2.813728e+00,1.880857e-01 -1.204227e+00 2.813831e+00,1.882611e-01 -1.204922e+00 2.813990e+00,1.882794e-01 -1.204884e+00 2.813751e+00,1.882310e-01 -1.205049e+00 2.813831e+00,1.885296e-01 -1.205162e+00 2.814060e+00,1.882937e-01 -1.205032e+00 2.814090e+00,1.882159e-01 -1.206005e+00 2.813757e+00
1.922057e-01 -1.262482e+00 2.662312e+00,1.927184e-01 -1.262018e+00 2.662271e+00,1.879609e-01 -1.261876e+00 2.651951e+00,1.887633e-01 -1.261626e+00 2.652594e+00,1.889556e-01 -1.261163e+00 2.653828e+00,1.891954e-01 -1.261019e+00 2.654279e+00,1.926149e-01 -1.262157e+00 2.658505e+00,1.926557e-01 -1.261882e+00 2.658321e+00,1.907900e-01 -1.261667e+00 2.659029e+00,1.905338e-01 -1.260798e+00 2.663498e+00,1.903901e-01 -1.259827e+00 2.666106e+00,1.908965e-01 -1.260013e+00 2.664094e+00,1.892911e-01 -1.260151e+00 2.663353e+00,1.880308e-01 -1.259812e+00 2.662773e+00,1.880261e-01 -1.260023e+00 2.663348e+00,1.895536e-01 -1.261269e+00 2.662101e+00,1.936493e-01 -1.261752e+00 2.666069e+00,1.935243e-01 -1.262060e+00 2.667315e+00,1.975688e-01 -1.260881e+00 2.674804e+00,1.903783e-01 -1.266639e+00 2.654651e+00,1.959540e-01 -1.265926e+00 2.653535e+00,1.957456e-01 -1.262671e+00 2.660893e+00,1.944600e-01 -1.263060e+00 2.662285e+00,1.953082e-01 -1.262470e+00 2.665033e+00,1.944625e-01 -1.262694e+00 2.666376e+00,1.948262e-01 -1.263092e+00 2.667122e+00,1.933853e-01 -1.261773e+00 2.666065e+00,1.909208e-01 -1.262226e+00 2.664907e+00,1.918038e-01 -1.262158e+00 2.665056e+00,1.919493e-01 -1.261935e+00 2.666309e+00,1.912658e-01 -1.261130e+00 2.665646e+00,1.958335e-01 -1.261806e+00 2.663460e+00,1.951307e-01 -1.261789e+00 2.661657e+00,1.935844e-01 -1.261952e+00 2.662089e+00,1.916675e-01 -1.260788e+00 2.663697e+00,1.912676e-01 -1.258269e+00 2.683847e+00,1.911403e-01 -1.258443e+00 2.683967e+00,1.940166e-01 -1.260420e+00 2.681040e+00,1.972957e-01 -1.262618e+00 2.673046e+00,1.923679e-01 -1.260520e+00 2.665964e+00,1.941644e-01 -1.259587e+00 2.668450e+00,1.934766e-01 -1.260668e+00 2.665844e+00,1.957480e-01 -1.261808e+00 2.672579e+00,1.953000e-01 -1.261539e+00 2.669450e+00,1.932536e-01 -1.261393e+00 2.674696e+00,1.933362e-01 -1.261167e+00 2.673761e+00,1.918934e-01 -1.261399e+00 2.670372e+00,1.916896e-01 -1.261596e+00 2.671491e+00,1.904519e-01 -1.260545e+00 2.671919e+00,1.926118e-01 -1.261024e+00 2.674288e+00
5.418751e-02 1.630648e-01 2.872179e+00,5.453810e-02 1.630103e-01 2.873059e+00,5.465253e-02 1.630137e-01 2.873496e+00,5.491197e-02 1.628494e-01 2.874139e+00,5.515639e-02 1.627874e-01 2.874693e+00,5.536461e-02 1.629623e-01 2.875167e+00,5.609488e-02 1.628778e-01 2.876934e+00,5.609966e-02 1.628846e-01 2.877276e+00,5.641951e-02 1.630267e-01 2.878120e+00,5.637826e-02 1.629383e-01 2.878368e+00,5.602039e-02 1.626295e-01 2.881020e+00,5.610771e-02 1.622977e-01 2.881480e+00,5.613565e-02 1.623615e-01 2.882071e+00,5.665066e-02 1.671461e-01 2.878253e+00,5.771698e-02 1.670436e-01 2.874246e+00,5.564810e-02 1.799719e-01 2.863003e+00,5.188675e-02 1.813238e-01 2.862229e+00,5.033404e-02 1.821598e-01 2.861699e+00,4.070766e-02 1.768774e-01 2.871571e+00,4.074302e-02 1.765850e-01 2.871882e+00,4.136033e-02 1.802496e-01 2.867965e+00,4.263631e-02 1.814845e-01 2.865720e+00,4.605898e-02 1.834818e-01 2.863289e+00,4.743069e-02 1.848908e-01 2.861485e+00,4.491480e-02 1.792800e-01 2.867639e+00,4.481572e-02 1.746552e-01 2.872809e+00,4.533501e-02 1.728163e-01 2.874798e+00,4.757646e-02 1.699856e-01 2.876215e+00,4.847266e-02 1.686699e-01 2.876821e+00,4.938084e-02 1.669449e-01 2.877567e+00,4.958893e-02 1.664161e-01 2.877789e+00,5.029234e-02 1.656353e-01 2.877810e+00,5.037965e-02 1.654620e-01 2.877801e+00,5.074087e-02 1.652434e-01 2.877634e+00,5.132354e-02 1.645973e-01 2.876652e+00,5.132589e-02 1.642592e-01 2.876413e+00,5.137782e-02 1.642039e-01 2.876393e+00,5.136573e-02 1.636335e-01 2.875524e+00,5.146223e-02 1.631768e-01 2.875176e+00,5.128856e-02 1.621890e-01 2.873602e+00,5.125064e-02 1.621214e-01 2.873191e+00,5.146637e-02 1.617657e-01 2.871790e+00,5.149991e-02 1.615328e-01 2.871332e+00,5.156942e-02 1.613396e-01 2.870667e+00,5.177119e-02 1.612155e-01 2.869648e+00,5.187383e-02 1.614357e-01 2.868965e+00,5.198384e-02 1.614258e-01 2.868832e+00,5.199673e-02 1.614526e-01 2.868790e+00,5.214422e-02 1.614771e-01 2.868684e+00,5.275039e-02 1.615020e-01 2.868279e+00
