3.289583e-02 -6.154603e-01 2.775204e+00,3.298889e-02 -6.157185e-01 2.775409e+00,3.290708e-02 -6.155958e-01 2.775766e+00,3.261659e-02 -6.156559e-01 2.775940e+00,3.225051e-02 -6.156030e-01 2.775963e+00,3.149715e-02 -6.153229e-01 2.776059e+00,2.441781e-02 -6.127748e-01 2.775622e+00,2.141201e-02 -6.118739e-01 2.774856e+00,2.108958e-02 -6.117334e-01 2.774716e+00,2.046881e-02 -6.115155e-01 2.774430e+00,2.034585e-02 -6.115432e-01 2.774280e+00,2.027571e-02 -6.115647e-01 2.774337e+00,1.981040e-02 -6.106255e-01 2.774234e+00,1.843774e-02 -6.089696e-01 2.774632e+00,1.915561e-02 -5.873625e-01 2.774893e+00,1.990767e-02 -5.837683e-01 2.774811e+00,2.329135e-02 -5.787891e-01 2.774393e+00,2.374198e-02 -5.782157e-01 2.774140e+00,2.441498e-02 -5.776923e-01 2.773824e+00,2.401249e-02 -5.770899e-01 2.773075e+00,2.283430e-02 -5.771769e-01 2.772843e+00,2.048785e-02 -5.776639e-01 2.772408e+00,2.023206e-02 -5.804614e-01 2.771841e+00,1.392918e-02 -5.929955e-01 2.771340e+00,1.206771e-02 -5.975802e-01 2.772131e+00,1.190092e-02 -5.988367e-01 2.772188e+00,1.076727e-02 -6.082540e-01 2.771285e+00,9.421863e-03 -6.180285e-01 2.770893e+00,1.002824e-02 -6.164462e-01 2.770712e+00,1.043983e-02 -6.150081e-01 2.770698e+00,1.215253e-02 -6.123791e-01 2.770757e+00,1.222670e-02 -6.124083e-01 2.770795e+00,1.364114e-02 -6.122293e-01 2.770622e+00,1.396756e-02 -6.123782e-01 2.770622e+00,1.551409e-02 -6.120365e-01 2.771329e+00,1.696981e-02 -6.110125e-01 2.771944e+00,1.822158e-02 -6.113375e-01 2.772329e+00,2.309041e-02 -6.125486e-01 2.773347e+00,2.478776e-02 -6.126101e-01 2.773939e+00,2.750335e-02 -6.126626e-01 2.774279e+00,2.839376e-02 -6.121857e-01 2.774711e+00,2.908350e-02 -6.115904e-01 2.775437e+00,2.984433e-02 -6.116370e-01 2.776047e+00,3.031545e-02 -6.118472e-01 2.776193e+00,3.083972e-02 -6.119781e-01 2.776744e+00,3.150755e-02 -6.122175e-01 2.776961e+00,3.305224e-02 -6.128964e-01 2.778071e+00,3.388338e-02 -6.134664e-01 2.778419e+00,3.450332e-02 -6.136413e-01 2.778526e+00
2.219651e-01 -6.150380e-01 2.736145e+00,2.203337e-01 -6.150387e-01 2.733511e+00,2.237289e-01 -6.351663e-01 2.724162e+00,2.177967e-01 -6.039710e-01 2.717108e+00,2.199462e-01 -5.882023e-01 2.709510e+00,2.490512e-01 -5.798054e-01 2.664544e+00,2.936943e-01 -4.843223e-01 2.575469e+00,2.746161e-01 -3.277566e-01 2.608680e+00,2.686726e-01 -2.500580e-01 2.608253e+00,2.622170e-01 -1.768489e-01 2.610382e+00,2.312163e-01 -6.868156e-02 2.611676e+00,2.142195e-01 -2.728048e-02 2.600074e+00,1.720030e-01 5.809972e-02 2.550051e+00,1.528402e-01 1.355525e-01 2.538345e+00,1.231835e-01 2.040813e-01 2.452897e+00,1.086171e-01 2.497737e-01 2.412325e+00,9.486062e-02 2.624114e-01 2.344273e+00,9.428728e-02 2.536841e-01 2.322069e+00,9.334290e-02 2.235908e-01 2.317199e+00,8.962644e-02 2.112561e-01 2.314678e+00,8.921479e-02 2.056707e-01 2.314663e+00,9.313215e-02 1.725694e-01 2.316167e+00,9.725086e-02 1.437475e-01 2.326461e+00,1.086990e-01 8.606537e-02 2.335209e+00,1.142298e-01 5.549372e-02 2.339704e+00,1.231228e-01 1.928843e-02 2.346129e+00,1.401771e-01 -5.659368e-02 2.358099e+00,1.713039e-01 -1.519655e-01 2.386964e+00,1.833746e-01 -2.034422e-01 2.403519e+00,2.041851e-01 -2.447889e-01 2.417162e+00,2.193416e-01 -3.233799e-01 2.429677e+00,2.388669e-01 -3.711018e-01 2.442676e+00,2.503936e-01 -4.370559e-01 2.523295e+00,2.574976e-01 -4.727598e-01 2.524656e+00,2.546065e-01 -5.333543e-01 2.574844e+00,2.325370e-01 -5.444384e-01 2.651621e+00,2.474944e-01 -5.773353e-01 2.639533e+00,2.252856e-01 -5.822765e-01 2.697943e+00,2.285814e-01 -5.911003e-01 2.714212e+00,2.322816e-01 -6.090962e-01 2.733944e+00,2.335165e-01 -6.097653e-01 2.741645e+00,2.364604e-01 -6.150796e-01 2.750220e+00,2.343961e-01 -6.173065e-01 2.758860e+00,2.331991e-01 -6.174295e-01 2.759243e+00,2.292132e-01 -6.198145e-01 2.757707e+00,2.267973e-01 -6.209092e-01 2.755319e+00,2.223515e-01 -6.235856e-01 2.753687e+00,2.050640e-01 -6.447465e-01 2.731066e+00,2.140845e-01 -6.277421e-01 2.740064e+00
-3.404195e-02 -6.059693e-01 2.741708e+00,-3.394905e-02 -6.064726e-01 2.741818e+00,-3.399008e-02 -6.064553e-01 2.742018e+00,-3.428861e-02 -6.066142e-01 2.742106e+00,-3.470954e-02 -6.065562e-01 2.741977e+00,-3.529868e-02 -6.064359e-01 2.742002e+00,-4.332116e-02 -6.020113e-01 2.740640e+00,-4.612648e-02 -6.003076e-01 2.739815e+00,-4.655544e-02 -6.000826e-01 2.739473e+00,-4.719487e-02 -5.997021e-01 2.739250e+00,-4.719494e-02 -6.003018e-01 2.739451e+00,-4.730145e-02 -6.018416e-01 2.740354e+00,-4.772167e-02 -6.014788e-01 2.741892e+00,-4.991422e-02 -5.961623e-01 2.744375e+00,-4.637350e-02 -5.692754e-01 2.749319e+00,-4.583283e-02 -5.663189e-01 2.750434e+00,-4.448639e-02 -5.662889e-01 2.750503e+00,-4.400935e-02 -5.666949e-01 2.750455e+00,-4.267814e-02 -5.694079e-01 2.751863e+00,-4.275067e-02 -5.693265e-01 2.751668e+00,-4.336741e-02 -5.697274e-01 2.751673e+00,-4.521643e-02 -5.703840e-01 2.752567e+00,-4.545567e-02 -5.724287e-01 2.751886e+00,-5.276372e-02 -5.841787e-01 2.749621e+00,-5.401478e-02 -5.858853e-01 2.749724e+00,-5.440143e-02 -5.882415e-01 2.749548e+00,-5.578726e-02 -5.990002e-01 2.748812e+00,-5.689330e-02 -6.098810e-01 2.748343e+00,-5.618230e-02 -6.085631e-01 2.747787e+00,-5.580324e-02 -6.052238e-01 2.746777e+00,-5.411410e-02 -6.012956e-01 2.745626e+00,-5.396732e-02 -6.015968e-01 2.745500e+00,-5.226846e-02 -6.020203e-01 2.744390e+00,-5.193245e-02 -6.023786e-01 2.744153e+00,-5.081659e-02 -6.012564e-01 2.743673e+00,-4.949279e-02 -5.997396e-01 2.743520e+00,-4.828776e-02 -6.005158e-01 2.743254e+00,-4.340145e-02 -6.025372e-01 2.742523e+00,-4.179450e-02 -6.029391e-01 2.742797e+00,-3.910068e-02 -6.027312e-01 2.742360e+00,-3.827251e-02 -6.018260e-01 2.742396e+00,-3.767166e-02 -6.009372e-01 2.742754e+00,-3.689731e-02 -6.013004e-01 2.743026e+00,-3.632755e-02 -6.018464e-01 2.743152e+00,-3.569485e-02 -6.022528e-01 2.743527e+00,-3.499564e-02 -6.025435e-01 2.743584e+00,-3.354699e-02 -6.033873e-01 2.744247e+00,-3.263557e-02 -6.041338e-01 2.744421e+00,-3.192236e-02 -6.044052e-01 2.744368e+00
1.598026e-02 -9.293241e-01 2.749113e+00,1.605086e-02 -9.295023e-01 2.749128e+00,1.553869e-02 -9.309635e-01 2.749500e+00,1.598990e-02 -9.305272e-01 2.749473e+00,1.620395e-02 -9.305121e-01 2.749599e+00,1.625848e-02 -9.304414e-01 2.749587e+00,1.623157e-02 -9.303682e-01 2.749475e+00,1.640634e-02 -9.306623e-01 2.749361e+00,1.643544e-02 -9.304073e-01 2.749207e+00,1.695935e-02 -9.308595e-01 2.749215e+00,1.757200e-02 -9.297103e-01 2.748786e+00,1.759399e-02 -9.297016e-01 2.748798e+00,1.987558e-02 -9.345872e-01 2.749768e+00,1.991566e-02 -9.327227e-01 2.749684e+00,1.311835e-02 -9.117813e-01 2.745229e+00,1.482045e-02 -9.196526e-01 2.746869e+00,1.592220e-02 -9.220888e-01 2.748021e+00,1.630816e-02 -9.227387e-01 2.748181e+00,1.800614e-02 -9.242918e-01 2.749162e+00,1.909881e-02 -9.257002e-01 2.749187e+00,2.011830e-02 -9.282171e-01 2.750141e+00,2.001429e-02 -9.282286e-01 2.750081e+00,1.950335e-02 -9.288343e-01 2.750496e+00,1.885593e-02 -9.282675e-01 2.749593e+00,1.896736e-02 -9.284084e-01 2.749440e+00,1.896610e-02 -9.284268e-01 2.749351e+00,2.400983e-02 -9.465272e-01 2.751626e+00,1.946050e-02 -9.367325e-01 2.749884e+00,1.888683e-02 -9.356614e-01 2.749794e+00,1.825856e-02 -9.342834e-01 2.749364e+00,1.767076e-02 -9.326152e-01 2.748619e+00,1.778394e-02 -9.323013e-01 2.748514e+00,1.738259e-02 -9.316961e-01 2.748643e+00,1.733228e-02 -9.312155e-01 2.748515e+00,1.748212e-02 -9.309129e-01 2.748451e+00,1.736007e-02 -9.304811e-01 2.748534e+00,1.780474e-02 -9.305651e-01 2.748812e+00,1.809943e-02 -9.281873e-01 2.748744e+00,1.858233e-02 -9.289452e-01 2.749408e+00,1.846524e-02 -9.287438e-01 2.749574e+00,1.846961e-02 -9.286725e-01 2.749564e+00,1.768135e-02 -9.278238e-01 2.750153e+00,1.801195e-02 -9.279531e-01 2.750937e+00,1.789856e-02 -9.280299e-01 2.751319e+00,1.743622e-02 -9.286106e-01 2.752411e+00,1.730026e-02 -9.283652e-01 2.752473e+00,1.714280e-02 -9.282596e-01 2.752940e+00,1.671163e-02 -9.291965e-01 2.753401e+00,1.655710e-02 -9.293469e-01 2.753583e+00
-3.228193e-03 -1.214846e+00 2.764071e+00,-5.144409e-03 -1.213773e+00 2.763531e+00,-4.794267e-03 -1.214900e+00 2.762805e+00,-4.063722e-03 -1.214381e+00 2.763042e+00,-3.955577e-03 -1.214396e+00 2.763153e+00,-4.103878e-03 -1.214475e+00 2.763274e+00,-3.548632e-03 -1.215118e+00 2.763602e+00,-3.342514e-03 -1.214198e+00 2.763413e+00,-3.464517e-03 -1.214172e+00 2.763397e+00,-3.486986e-03 -1.214407e+00 2.763374e+00,-3.582972e-03 -1.214847e+00 2.762831e+00,-2.380996e-03 -1.216347e+00 2.762873e+00,-1.511947e-03 -1.216799e+00 2.763507e+00,-1.224334e-03 -1.217225e+00 2.763900e+00,-2.026187e-03 -1.218835e+00 2.762457e+00,-2.302781e-03 -1.218621e+00 2.762136e+00,-1.835116e-03 -1.218833e+00 2.762332e+00,-1.748801e-03 -1.218965e+00 2.762091e+00,-2.710421e-03 -1.218434e+00 2.761897e+00,-4.651912e-03 -1.218267e+00 2.760921e+00,-4.176150e-03 -1.218300e+00 2.761140e+00,-3.345469e-03 -1.218585e+00 2.760916e+00,-2.948230e-03 -1.218476e+00 2.761369e+00,-3.317646e-03 -1.217893e+00 2.761897e+00,-3.925679e-03 -1.217243e+00 2.762679e+00,-4.990957e-03 -1.216080e+00 2.762405e+00,-4.901654e-03 -1.216114e+00 2.762356e+00,-4.836600e-03 -1.215973e+00 2.762602e+00,-5.239789e-03 -1.216881e+00 2.761724e+00,-5.417242e-03 -1.216591e+00 2.761493e+00,-4.639988e-03 -1.217317e+00 2.762660e+00,-3.783650e-03 -1.216219e+00 2.762733e+00,-2.198477e-03 -1.215448e+00 2.762712e+00,-1.686027e-03 -1.215262e+00 2.762751e+00,-1.636102e-03 -1.215561e+00 2.763034e+00,-1.495575e-03 -1.215566e+00 2.763372e+00,-1.420207e-03 -1.215458e+00 2.763466e+00,-1.492263e-03 -1.215938e+00 2.763472e+00,-2.007878e-03 -1.216241e+00 2.763203e+00,-2.044267e-03 -1.216240e+00 2.763053e+00,-2.043813e-03 -1.216383e+00 2.762936e+00,-2.334836e-03 -1.216578e+00 2.763121e+00,-4.307714e-03 -1.216295e+00 2.763109e+00,-4.076709e-03 -1.216021e+00 2.763511e+00,-4.758392e-03 -1.215249e+00 2.762813e+00,-4.795808e-03 -1.215159e+00 2.762938e+00,-4.756623e-03 -1.215214e+00 2.763662e+00,-4.475677e-03 -1.215086e+00 2.763988e+00,-4.412021e-03 -1.214769e+00 2.764931e+00
2.093552e-02 -1.262669e+00 2.597129e+00,1.828040e-02 -1.261909e+00 2.596552e+00,2.044125e-02 -1.263525e+00 2.596383e+00,2.094969e-02 -1.266587e+00 2.598271e+00,2.086444e-02 -1.266363e+00 2.603933e+00,1.908783e-02 -1.266457e+00 2.611442e+00,1.848508e-02 -1.266059e+00 2.609361e+00,2.122268e-02 -1.265707e+00 2.610800e+00,1.720613e-02 -1.264724e+00 2.614160e+00,1.773101e-02 -1.265021e+00 2.615258e+00,1.829518e-02 -1.265243e+00 2.615109e+00,1.891225e-02 -1.265547e+00 2.614618e+00,1.873740e-02 -1.265755e+00 2.615779e+00,1.806926e-02 -1.265351e+00 2.609165e+00,1.901066e-02 -1.267798e+00 2.610798e+00,1.841584e-02 -1.267254e+00 2.609539e+00,1.979043e-02 -1.266367e+00 2.614506e+00,1.417151e-02 -1.265545e+00 2.604579e+00,1.576981e-02 -1.265599e+00 2.621403e+00,1.615943e-02 -1.266620e+00 2.608149e+00,1.604773e-02 -1.266486e+00 2.607265e+00,1.632021e-02 -1.266683e+00 2.608144e+00,1.300543e-02 -1.265807e+00 2.605660e+00,1.427837e-02 -1.266508e+00 2.615369e+00,1.523741e-02 -1.266737e+00 2.617426e+00,1.856753e-02 -1.267208e+00 2.617364e+00,1.759912e-02 -1.266919e+00 2.616826e+00,1.994962e-02 -1.266375e+00 2.616227e+00,2.035183e-02 -1.266416e+00 2.617815e+00,2.019127e-02 -1.266545e+00 2.618396e+00,1.547355e-02 -1.266208e+00 2.613729e+00,1.538002e-02 -1.265972e+00 2.614842e+00,1.938591e-02 -1.265810e+00 2.606556e+00,1.837187e-02 -1.265332e+00 2.614951e+00,1.861562e-02 -1.266059e+00 2.610538e+00,1.866079e-02 -1.265968e+00 2.612769e+00,1.809123e-02 -1.265921e+00 2.612041e+00,1.351505e-02 -1.264652e+00 2.595598e+00,1.582482e-02 -1.264832e+00 2.595644e+00,2.088381e-02 -1.264699e+00 2.604051e+00,1.183982e-02 -1.263760e+00 2.610207e+00,9.594596e-03 -1.263298e+00 2.611344e+00,-1.361365e-02 -1.262726e+00 2.596256e+00,1.363085e-03 -1.264345e+00 2.600311e+00,1.091762e-02 -1.263871e+00 2.597395e+00,1.442150e-02 -1.263512e+00 2.600459e+00,8.563490e-03 -1.263160e+00 2.607674e+00,1.470019e-02 -1.263245e+00 2.612505e+00,1.694424e-02 -1.264594e+00 2.619696e+00
9.902811e-02 -6.100762e-01 2.741846e+00,9.913535e-02 -6.100997e-01 2.742165e+00,9.900212e-02 -6.098254e-01 2.742692e+00,9.870566e-02 -6.097908e-01 2.742940e+00,9.835997e-02 -6.097407e-01 2.743084e+00,9.744880e-02 -6.092740e-01 2.743239e+00,9.124210e-02 -6.082336e-01 2.743525e+00,8.812808e-02 -6.082827e-01 2.742775e+00,8.792619e-02 -6.082315e-01 2.742770e+00,8.737354e-02 -6.082073e-01 2.742440e+00,8.702157e-02 -6.074042e-01 2.741592e+00,8.669622e-02 -6.064739e-01 2.741351e+00,8.562918e-02 -6.040602e-01 2.739047e+00,8.491560e-02 -6.040859e-01 2.738693e+00,8.424009e-02 -5.902761e-01 2.734576e+00,8.529688e-02 -5.859674e-01 2.732578e+00,9.136412e-02 -5.725923e-01 2.730872e+00,9.174900e-02 -5.710865e-01 2.730224e+00,9.181830e-02 -5.697544e-01 2.728395e+00,9.072310e-02 -5.687516e-01 2.726876e+00,8.844047e-02 -5.687248e-01 2.726290e+00,8.513589e-02 -5.697240e-01 2.724307e+00,8.501652e-02 -5.739980e-01 2.724083e+00,8.015139e-02 -5.877829e-01 2.725799e+00,7.781493e-02 -5.964193e-01 2.727802e+00,7.779679e-02 -5.966532e-01 2.727882e+00,7.709043e-02 -6.033937e-01 2.726739e+00,7.561605e-02 -6.113683e-01 2.726425e+00,7.611732e-02 -6.093681e-01 2.726640e+00,7.651237e-02 -6.088822e-01 2.727076e+00,7.823491e-02 -6.075226e-01 2.728153e+00,7.838409e-02 -6.074250e-01 2.728511e+00,7.980032e-02 -6.068808e-01 2.729240e+00,8.018226e-02 -6.069589e-01 2.729517e+00,8.206595e-02 -6.067877e-01 2.731444e+00,8.378005e-02 -6.064035e-01 2.733119e+00,8.522359e-02 -6.064963e-01 2.734388e+00,8.986526e-02 -6.072944e-01 2.737218e+00,9.141642e-02 -6.070869e-01 2.738101e+00,9.406327e-02 -6.075433e-01 2.739202e+00,9.506124e-02 -6.074834e-01 2.740119e+00,9.578016e-02 -6.072260e-01 2.741289e+00,9.645196e-02 -6.071746e-01 2.742191e+00,9.678997e-02 -6.071522e-01 2.742330e+00,9.707982e-02 -6.069803e-01 2.743069e+00,9.763395e-02 -6.071539e-01 2.743411e+00,9.916972e-02 -6.076276e-01 2.744995e+00,9.985781e-02 -6.080272e-01 2.745471e+00,1.003389e-01 -6.081175e-01 2.745687e+00
1.108797e-01 -8.950459e-01 2.709543e+00,1.159393e-01 -8.948519e-01 2.707739e+00,1.175383e-01 -8.944994e-01 2.706388e+00,1.253676e-01 -8.938196e-01 2.704330e+00,1.274159e-01 -8.935343e-01 2.703100e+00,1.336753e-01 -8.922346e-01 2.701578e+00,1.528142e-01 -8.867089e-01 2.695361e+00,1.595997e-01 -8.843580e-01 2.692745e+00,1.609795e-01 -8.838595e-01 2.691695e+00,1.637859e-01 -8.829460e-01 2.691559e+00,1.669096e-01 -8.811741e-01 2.690583e+00,1.665877e-01 -8.802859e-01 2.691082e+00,9.894115e-02 -8.888517e-01 2.712221e+00,9.842000e-02 -8.888416e-01 2.712417e+00,9.246179e-02 -8.751254e-01 2.713787e+00,9.367194e-02 -8.707925e-01 2.712904e+00,9.013887e-02 -8.577108e-01 2.711941e+00,8.987937e-02 -8.561630e-01 2.712125e+00,8.904316e-02 -8.546578e-01 2.712614e+00,8.966386e-02 -8.536518e-01 2.711312e+00,9.026814e-02 -8.536094e-01 2.710706e+00,1.113999e-01 -8.537072e-01 2.703575e+00,1.125857e-01 -8.578929e-01 2.701825e+00,1.323481e-01 -8.685606e-01 2.687476e+00,1.205853e-01 -8.781726e-01 2.704603e+00,1.186973e-01 -8.791517e-01 2.691469e+00,1.313823e-01 -8.835322e-01 2.691333e+00,1.360338e-01 -8.901324e-01 2.692241e+00,1.354622e-01 -8.884003e-01 2.691763e+00,1.584192e-01 -8.822873e-01 2.688227e+00,1.717976e-01 -8.772371e-01 2.685642e+00,1.718889e-01 -8.771545e-01 2.685453e+00,1.736775e-01 -8.764964e-01 2.687307e+00,1.738418e-01 -8.766469e-01 2.687701e+00,1.742274e-01 -8.769434e-01 2.686828e+00,1.736830e-01 -8.772472e-01 2.685895e+00,1.726899e-01 -8.780740e-01 2.685729e+00,1.688168e-01 -8.812999e-01 2.685856e+00,1.677268e-01 -8.817916e-01 2.685918e+00,1.272969e-01 -8.907645e-01 2.708189e+00,1.257325e-01 -8.910078e-01 2.708772e+00,1.250742e-01 -8.909183e-01 2.709402e+00,1.206283e-01 -8.913562e-01 2.710440e+00,1.198604e-01 -8.914090e-01 2.711234e+00,1.173527e-01 -8.914877e-01 2.711049e+00,1.136887e-01 -8.919351e-01 2.711583e+00,1.115478e-01 -8.926547e-01 2.710894e+00,1.098369e-01 -8.931733e-01 2.710199e+00,1.255615e-01 -8.922498e-01 2.699943e+00
8.181847e-02 -1.225896e+00 2.719975e+00,8.513903e-02 -1.225496e+00 2.718940e+00,7.294402e-02 -1.224510e+00 2.689919e+00,8.565213e-02 -1.223574e+00 2.715190e+00,8.666959e-02 -1.223135e+00 2.714416e+00,8.151358e-02 -1.221198e+00 2.688923e+00,9.648138e-02 -1.215038e+00 2.683890e+00,1.022635e-01 -1.212534e+00 2.681287e+00,1.054089e-01 -1.212323e+00 2.681692e+00,1.115340e-01 -1.211918e+00 2.683656e+00,1.148495e-01 -1.210172e+00 2.683478e+00,1.147209e-01 -1.209314e+00 2.684194e+00,6.918565e-02 -1.220519e+00 2.698879e+00,6.917795e-02 -1.220553e+00 2.699320e+00,6.647587e-02 -1.207163e+00 2.701085e+00,6.710465e-02 -1.202805e+00 2.700737e+00,6.341138e-02 -1.189773e+00 2.697993e+00,6.284676e-02 -1.188197e+00 2.696018e+00,6.415901e-02 -1.186860e+00 2.696330e+00,6.525010e-02 -1.185900e+00 2.695919e+00,6.999141e-02 -1.186119e+00 2.694328e+00,8.239749e-02 -1.185603e+00 2.692536e+00,8.370526e-02 -1.189770e+00 2.691756e+00,9.880314e-02 -1.199865e+00 2.682974e+00,8.346336e-02 -1.209177e+00 2.691551e+00,8.832080e-02 -1.210739e+00 2.685133e+00,9.438455e-02 -1.214461e+00 2.684558e+00,9.493695e-02 -1.220490e+00 2.688467e+00,1.032946e-01 -1.218270e+00 2.710860e+00,1.187611e-01 -1.211305e+00 2.708373e+00,1.271214e-01 -1.205522e+00 2.707165e+00,1.281831e-01 -1.205597e+00 2.706683e+00,1.283636e-01 -1.204841e+00 2.707494e+00,1.346080e-01 -1.205853e+00 2.706830e+00,1.309395e-01 -1.205761e+00 2.704885e+00,1.290285e-01 -1.205886e+00 2.703947e+00,1.273411e-01 -1.206643e+00 2.703495e+00,1.226937e-01 -1.209780e+00 2.703264e+00,1.215689e-01 -1.210235e+00 2.703632e+00,9.150747e-02 -1.220941e+00 2.719476e+00,9.049650e-02 -1.221226e+00 2.720250e+00,8.973896e-02 -1.221116e+00 2.721018e+00,8.647582e-02 -1.221702e+00 2.721635e+00,8.597491e-02 -1.221817e+00 2.721932e+00,8.448505e-02 -1.222094e+00 2.720325e+00,8.206254e-02 -1.222682e+00 2.720466e+00,8.065190e-02 -1.223489e+00 2.719393e+00,7.886769e-02 -1.224041e+00 2.718029e+00,8.927359e-02 -1.222380e+00 2.710984e+00
4.330128e-02 -1.265930e+00 2.598844e+00,4.642348e-02 -1.267034e+00 2.598755e+00,3.724471e-02 -1.283186e+00 2.581705e+00,4.384090e-02 -1.270399e+00 2.599905e+00,4.364322e-02 -1.270475e+00 2.600094e+00,3.859930e-02 -1.285875e+00 2.590657e+00,3.586328e-02 -1.279962e+00 2.600651e+00,3.346955e-02 -1.274382e+00 2.603589e+00,3.225554e-02 -1.272155e+00 2.607308e+00,3.580000e-02 -1.267208e+00 2.606163e+00,3.810175e-02 -1.266669e+00 2.609427e+00,3.906666e-02 -1.266530e+00 2.609414e+00,3.269922e-02 -1.280097e+00 2.591791e+00,3.380115e-02 -1.283035e+00 2.594594e+00,3.673168e-02 -1.276253e+00 2.600983e+00,3.980412e-02 -1.272825e+00 2.600703e+00,4.416982e-02 -1.266153e+00 2.602364e+00,4.076702e-02 -1.266006e+00 2.600509e+00,4.176261e-02 -1.267392e+00 2.608993e+00,4.160731e-02 -1.266549e+00 2.609026e+00,3.929643e-02 -1.266568e+00 2.602705e+00,3.917425e-02 -1.266689e+00 2.605694e+00,4.190156e-02 -1.269853e+00 2.615416e+00,3.361905e-02 -1.267266e+00 2.609430e+00,3.128531e-02 -1.275609e+00 2.602069e+00,2.963482e-02 -1.277019e+00 2.601798e+00,2.960271e-02 -1.275390e+00 2.600389e+00,2.831852e-02 -1.277014e+00 2.600743e+00,3.931653e-02 -1.267026e+00 2.611961e+00,3.961404e-02 -1.266504e+00 2.612758e+00,4.053973e-02 -1.265968e+00 2.607884e+00,4.050688e-02 -1.265944e+00 2.608124e+00,4.310811e-02 -1.265283e+00 2.609057e+00,4.400566e-02 -1.265189e+00 2.609683e+00,4.663332e-02 -1.265340e+00 2.626634e+00,4.652631e-02 -1.265376e+00 2.627406e+00,4.644637e-02 -1.265345e+00 2.627387e+00,4.467536e-02 -1.264511e+00 2.617584e+00,4.973757e-02 -1.265159e+00 2.601443e+00,5.046250e-02 -1.268692e+00 2.604441e+00,5.004482e-02 -1.268361e+00 2.604497e+00,3.596657e-02 -1.262471e+00 2.598473e+00,4.748903e-02 -1.267611e+00 2.604382e+00,4.213478e-02 -1.270935e+00 2.609335e+00,4.466829e-02 -1.267984e+00 2.603446e+00,4.461173e-02 -1.268478e+00 2.602514e+00,3.680141e-02 -1.272813e+00 2.607023e+00,3.819049e-02 -1.273358e+00 2.604087e+00,3.769289e-02 -1.274132e+00 2.605175e+00
4.042849e-02 -1.121293e-01 2.784853e+00,3.979445e-02 -1.121590e-01 2.784823e+00,3.947959e-02 -1.118427e-01 2.785095e+00,3.893273e-02 -1.116413e-01 2.785794e+00,3.880666e-02 -1.117527e-01 2.786266e+00,3.818038e-02 -1.114093e-01 2.786373e+00,3.739652e-02 -1.111360e-01 2.786478e+00,3.653270e-02 -1.103014e-01 2.786374e+00,3.568924e-02 -1.103055e-01 2.786418e+00,3.566948e-02 -1.102823e-01 2.786422e+00,3.357947e-02 -1.085473e-01 2.786517e+00,3.023368e-02 -1.081621e-01 2.787089e+00,3.005130e-02 -1.077503e-01 2.787131e+00,3.070962e-02 -1.048863e-01 2.787122e+00,3.326570e-02 -8.916239e-02 2.783134e+00,3.321048e-02 -8.799744e-02 2.782332e+00,3.234844e-02 -9.006453e-02 2.781597e+00,2.993972e-02 -8.517446e-02 2.780427e+00,2.963987e-02 -8.483759e-02 2.779430e+00,2.965782e-02 -8.383904e-02 2.777699e+00,2.926396e-02 -8.217958e-02 2.776334e+00,2.955821e-02 -8.232839e-02 2.775498e+00,2.947658e-02 -8.350471e-02 2.774373e+00,2.785398e-02 -9.235103e-02 2.774356e+00,2.572483e-02 -9.393307e-02 2.774469e+00,2.413008e-02 -9.439983e-02 2.775149e+00,2.252495e-02 -9.747212e-02 2.776496e+00,2.126776e-02 -1.036354e-01 2.776555e+00,2.197507e-02 -1.039861e-01 2.776938e+00,2.251683e-02 -1.041673e-01 2.777232e+00,2.436898e-02 -1.049300e-01 2.777172e+00,2.480589e-02 -1.052156e-01 2.777081e+00,2.846698e-02 -1.058776e-01 2.776139e+00,3.012866e-02 -1.067948e-01 2.776140e+00,3.203255e-02 -1.075161e-01 2.776131e+00,3.341742e-02 -1.076826e-01 2.776501e+00,3.658371e-02 -1.081744e-01 2.776527e+00,4.070408e-02 -1.086943e-01 2.777259e+00,4.103556e-02 -1.087899e-01 2.777545e+00,4.155938e-02 -1.092994e-01 2.777771e+00,4.258020e-02 -1.093809e-01 2.778153e+00,4.336929e-02 -1.099878e-01 2.778797e+00,4.375117e-02 -1.100678e-01 2.779204e+00,4.367741e-02 -1.100044e-01 2.779316e+00,4.391574e-02 -1.104252e-01 2.780371e+00,4.374789e-02 -1.102116e-01 2.780447e+00,4.393470e-02 -1.104280e-01 2.781153e+00,4.412583e-02 -1.108435e-01 2.781460e+00,4.382804e-02 -1.110026e-01 2.782360e+00
