2.896754e-02 -6.124333e-01 2.772979e+00,2.888454e-02 -6.127937e-01 2.772992e+00,2.887766e-02 -6.127805e-01 2.773000e+00,2.918079e-02 -6.130627e-01 2.772965e+00,2.905821e-02 -6.126778e-01 2.772949e+00,2.795370e-02 -6.125087e-01 2.772472e+00,2.397962e-02 -6.119655e-01 2.771132e+00,2.250682e-02 -6.108058e-01 2.770362e+00,2.180055e-02 -6.104952e-01 2.770264e+00,2.113333e-02 -6.096008e-01 2.770199e+00,2.125951e-02 -6.090427e-01 2.770194e+00,2.213337e-02 -6.081858e-01 2.770167e+00,2.192626e-02 -6.063187e-01 2.770865e+00,2.318037e-02 -6.047950e-01 2.772048e+00,2.382931e-02 -6.043147e-01 2.772461e+00,2.647861e-02 -6.038660e-01 2.773914e+00,2.656741e-02 -6.038762e-01 2.774499e+00,2.694228e-02 -6.040093e-01 2.775183e+00,2.837216e-02 -6.044416e-01 2.775721e+00,3.098056e-02 -6.040158e-01 2.776209e+00,3.235791e-02 -6.043262e-01 2.777033e+00,3.269675e-02 -6.035170e-01 2.777499e+00,3.134289e-02 -6.018643e-01 2.778749e+00,3.117192e-02 -6.015942e-01 2.778851e+00,3.114052e-02 -6.016237e-01 2.778814e+00,3.103129e-02 -6.014047e-01 2.778219e+00,3.107809e-02 -6.018928e-01 2.777957e+00,3.092837e-02 -6.022137e-01 2.777588e+00,3.023628e-02 -6.028476e-01 2.777545e+00,3.022592e-02 -6.042526e-01 2.777440e+00,2.996969e-02 -6.054547e-01 2.777367e+00,2.996723e-02 -6.057749e-01 2.777236e+00,3.010764e-02 -6.076446e-01 2.776833e+00,3.016080e-02 -6.080562e-01 2.776751e+00,3.033437e-02 -6.084495e-01 2.776746e+00,3.102906e-02 -6.094898e-01 2.776549e+00,3.134256e-02 -6.100382e-01 2.776181e+00,3.319189e-02 -6.113419e-01 2.775761e+00,3.362953e-02 -6.114557e-01 2.775574e+00,3.391086e-02 -6.116687e-01 2.775528e+00,3.415795e-02 -6.118495e-01 2.775521e+00,3.428805e-02 -6.119617e-01 2.775531e+00,3.429893e-02 -6.121255e-01 2.775527e+00,3.431083e-02 -6.122074e-01 2.775494e+00,3.421858e-02 -6.133915e-01 2.775566e+00,3.429747e-02 -6.133842e-01 2.775481e+00,3.422071e-02 -6.131609e-01 2.775473e+00,3.428663e-02 -6.132758e-01 2.775040e+00
2.109170e-01 -6.232680e-01 2.697242e+00,2.128471e-01 -6.234117e-01 2.696812e+00,2.115638e-01 -6.183468e-01 2.696273e+00,2.140503e-01 -6.119748e-01 2.690149e+00,2.436657e-01 -5.660716e-01 2.638468e+00,1.743028e-01 -5.784947e-01 2.692009e+00,2.870196e-01 -3.661191e-01 2.610161e+00,2.683171e-01 -2.284739e-01 2.613797e+00,2.690825e-01 -1.601258e-01 2.611691e+00,2.603736e-01 -1.076902e-01 2.603036e+00,2.441424e-01 -8.396926e-04 2.574806e+00,2.325770e-01 5.335197e-02 2.560220e+00,2.114796e-01 1.703953e-01 2.516365e+00,2.032005e-01 2.191509e-01 2.491892e+00,1.965395e-01 2.703155e-01 2.463934e+00,1.894290e-01 3.140906e-01 2.398210e+00,1.845669e-01 3.101500e-01 2.377162e+00,1.729492e-01 2.691265e-01 2.350152e+00,1.671226e-01 2.648017e-01 2.342519e+00,1.603793e-01 2.584356e-01 2.338329e+00,1.544645e-01 2.477003e-01 2.332604e+00,1.551222e-01 2.370968e-01 2.337563e+00,1.563621e-01 2.168045e-01 2.339268e+00,1.603771e-01 1.981457e-01 2.337020e+00,1.636660e-01 1.785827e-01 2.335270e+00,1.757116e-01 1.066133e-01 2.344468e+00,1.818306e-01 7.110853e-02 2.351132e+00,1.983379e-01 -1.295524e-02 2.374505e+00,2.061151e-01 -5.889881e-02 2.390499e+00,2.166700e-01 -1.131074e-01 2.407512e+00,2.294607e-01 -2.268506e-01 2.445621e+00,2.301001e-01 -2.740276e-01 2.448738e+00,2.384564e-01 -3.743518e-01 2.469768e+00,2.436789e-01 -4.194136e-01 2.505194e+00,2.469662e-01 -4.630775e-01 2.528279e+00,2.514729e-01 -5.282299e-01 2.577619e+00,2.446672e-01 -5.569165e-01 2.608566e+00,2.308615e-01 -5.724892e-01 2.681503e+00,2.333792e-01 -5.841067e-01 2.692420e+00,2.458951e-01 -5.984262e-01 2.711541e+00,2.471854e-01 -6.019958e-01 2.718996e+00,2.459217e-01 -6.013852e-01 2.724748e+00,2.480670e-01 -6.029355e-01 2.730679e+00,2.539150e-01 -6.338518e-01 2.731549e+00,2.468679e-01 -6.083071e-01 2.742996e+00,2.450625e-01 -6.072907e-01 2.742815e+00,2.451764e-01 -6.090112e-01 2.742751e+00,2.413472e-01 -6.053644e-01 2.734305e+00
-3.795462e-02 -6.017042e-01 2.735036e+00,-3.805903e-02 -6.027129e-01 2.735155e+00,-3.811366e-02 -6.025116e-01 2.735121e+00,-3.767832e-02 -6.031711e-01 2.734873e+00,-3.795323e-02 -6.022549e-01 2.734792e+00,-3.902000e-02 -6.017612e-01 2.734369e+00,-4.316217e-02 -6.012021e-01 2.732756e+00,-4.498580e-02 -5.990486e-01 2.731639e+00,-4.577478e-02 -5.985197e-01 2.731820e+00,-4.646607e-02 -5.972936e-01 2.731585e+00,-4.631947e-02 -5.965620e-01 2.732245e+00,-4.535986e-02 -5.958972e-01 2.732936e+00,-4.554189e-02 -5.938649e-01 2.737435e+00,-4.349104e-02 -5.925939e-01 2.741645e+00,-4.262850e-02 -5.922974e-01 2.743385e+00,-3.894037e-02 -5.944244e-01 2.748720e+00,-3.871839e-02 -5.945508e-01 2.750738e+00,-3.796476e-02 -5.962631e-01 2.753410e+00,-3.620796e-02 -5.970766e-01 2.755297e+00,-3.390928e-02 -5.969997e-01 2.756660e+00,-3.232447e-02 -5.980329e-01 2.758270e+00,-3.200626e-02 -5.952449e-01 2.760101e+00,-3.385530e-02 -5.914699e-01 2.762447e+00,-3.404636e-02 -5.907954e-01 2.762496e+00,-3.418116e-02 -5.907210e-01 2.762288e+00,-3.447513e-02 -5.897888e-01 2.760514e+00,-3.457929e-02 -5.900859e-01 2.760129e+00,-3.513447e-02 -5.907300e-01 2.758636e+00,-3.613571e-02 -5.917775e-01 2.757909e+00,-3.597878e-02 -5.958354e-01 2.756526e+00,-3.613928e-02 -5.981783e-01 2.755708e+00,-3.622337e-02 -5.987623e-01 2.754894e+00,-3.622232e-02 -6.009589e-01 2.752704e+00,-3.616423e-02 -6.015514e-01 2.751758e+00,-3.600993e-02 -6.019494e-01 2.751219e+00,-3.533477e-02 -6.029149e-01 2.749727e+00,-3.502113e-02 -6.034985e-01 2.748085e+00,-3.310505e-02 -6.045477e-01 2.745951e+00,-3.260985e-02 -6.045457e-01 2.745384e+00,-3.236021e-02 -6.046485e-01 2.744806e+00,-3.217745e-02 -6.047172e-01 2.744468e+00,-3.203396e-02 -6.047807e-01 2.744235e+00,-3.204824e-02 -6.048225e-01 2.744033e+00,-3.207621e-02 -6.047755e-01 2.743614e+00,-3.233904e-02 -6.061468e-01 2.742837e+00,-3.217809e-02 -6.059765e-01 2.742395e+00,-3.265813e-02 -6.040311e-01 2.741868e+00,-3.253965e-02 -6.041742e-01 2.740819e+00
9.845838e-03 -9.271525e-01 2.752414e+00,1.008011e-02 -9.278908e-01 2.752811e+00,1.069739e-02 -9.278864e-01 2.752865e+00,1.074886e-02 -9.278854e-01 2.752805e+00,1.153870e-02 -9.281795e-01 2.752511e+00,1.257868e-02 -9.300460e-01 2.752664e+00,1.253622e-02 -9.305632e-01 2.752666e+00,1.250245e-02 -9.302645e-01 2.752186e+00,1.290135e-02 -9.304578e-01 2.752104e+00,1.321256e-02 -9.304087e-01 2.752043e+00,1.443677e-02 -9.292139e-01 2.751030e+00,1.466357e-02 -9.292226e-01 2.751051e+00,1.582527e-02 -9.291976e-01 2.751120e+00,1.635792e-02 -9.206443e-01 2.749629e+00,1.715524e-02 -9.231349e-01 2.750482e+00,1.727870e-02 -9.241416e-01 2.751033e+00,1.777690e-02 -9.252583e-01 2.751738e+00,1.930612e-02 -9.269699e-01 2.752978e+00,2.134963e-02 -9.290122e-01 2.754013e+00,2.135938e-02 -9.289980e-01 2.753998e+00,2.439138e-02 -9.304991e-01 2.754396e+00,3.009751e-02 -9.483586e-01 2.758448e+00,2.788783e-02 -9.390532e-01 2.755753e+00,2.772932e-02 -9.387347e-01 2.755708e+00,2.641868e-02 -9.373773e-01 2.755233e+00,2.215107e-02 -9.165225e-01 2.749419e+00,2.077375e-02 -9.169320e-01 2.749421e+00,2.329553e-02 -9.214327e-01 2.748996e+00,2.512714e-02 -9.246404e-01 2.749095e+00,2.547665e-02 -9.254646e-01 2.749132e+00,2.601154e-02 -9.272416e-01 2.749216e+00,2.937369e-02 -9.369669e-01 2.751027e+00,2.923460e-02 -9.361638e-01 2.750868e+00,3.026858e-02 -9.395537e-01 2.752034e+00,2.962901e-02 -9.380910e-01 2.751909e+00,2.973535e-02 -9.394533e-01 2.752070e+00,2.901824e-02 -9.362913e-01 2.750853e+00,2.822328e-02 -9.351918e-01 2.750521e+00,2.745697e-02 -9.343978e-01 2.750349e+00,2.512088e-02 -9.276756e-01 2.749224e+00,2.461525e-02 -9.283282e-01 2.749793e+00,2.468187e-02 -9.285969e-01 2.749908e+00,2.356949e-02 -9.300891e-01 2.751859e+00,2.146835e-02 -9.319058e-01 2.754943e+00,2.158564e-02 -9.384027e-01 2.758248e+00,2.145993e-02 -9.380328e-01 2.758150e+00,2.103227e-02 -9.374178e-01 2.758523e+00,1.981226e-02 -9.344775e-01 2.757046e+00
-6.646141e-03 -1.207893e+00 2.766214e+00,-2.712423e-02 -1.245855e+00 2.731696e+00,-3.069689e-03 -1.217886e+00 2.764769e+00,-3.718242e-03 -1.215718e+00 2.765263e+00,-5.127947e-03 -1.209609e+00 2.765609e+00,-5.112217e-03 -1.209537e+00 2.765590e+00,-3.716551e-03 -1.209100e+00 2.766668e+00,-3.647414e-03 -1.209568e+00 2.765842e+00,-3.622205e-03 -1.209268e+00 2.765342e+00,-4.260371e-03 -1.210609e+00 2.764585e+00,-5.010518e-03 -1.210410e+00 2.764266e+00,-4.970369e-03 -1.211456e+00 2.764101e+00,-4.921116e-03 -1.212666e+00 2.764087e+00,-4.177590e-03 -1.214799e+00 2.763454e+00,-3.457350e-03 -1.215156e+00 2.763412e+00,-3.805991e-03 -1.215601e+00 2.763590e+00,-2.935408e-03 -1.215747e+00 2.764078e+00,-2.761449e-03 -1.215464e+00 2.764354e+00,-2.480309e-03 -1.215554e+00 2.764410e+00,-1.942380e-03 -1.216241e+00 2.764768e+00,-1.861825e-03 -1.216507e+00 2.764385e+00,-1.910078e-03 -1.216418e+00 2.764324e+00,-1.226651e-03 -1.217160e+00 2.764128e+00,-6.972371e-04 -1.217555e+00 2.764011e+00,-9.282792e-04 -1.217670e+00 2.763497e+00,-3.605460e-04 -1.218037e+00 2.763654e+00,-3.403370e-04 -1.218091e+00 2.763635e+00,-2.284037e-04 -1.218322e+00 2.763438e+00,-7.940309e-05 -1.218339e+00 2.763536e+00,8.262020e-04 -1.218849e+00 2.762855e+00,3.215624e-04 -1.218360e+00 2.762796e+00,1.099308e-03 -1.218532e+00 2.762307e+00,5.704345e-04 -1.215651e+00 2.765089e+00,1.612616e-03 -1.215209e+00 2.765090e+00,2.828587e-03 -1.214780e+00 2.765755e+00,3.247704e-03 -1.214692e+00 2.765661e+00,3.384058e-03 -1.214338e+00 2.765783e+00,3.792448e-03 -1.214548e+00 2.765500e+00,3.070479e-03 -1.214885e+00 2.764495e+00,2.936964e-03 -1.214861e+00 2.764553e+00,2.465688e-03 -1.215499e+00 2.764093e+00,2.498537e-03 -1.215538e+00 2.764125e+00,1.171089e-03 -1.218025e+00 2.761079e+00,1.203356e-03 -1.220186e+00 2.759145e+00,1.148050e-03 -1.219787e+00 2.759830e+00,-6.709736e-04 -1.218955e+00 2.759305e+00,-6.225560e-04 -1.218623e+00 2.759686e+00,-1.111361e-03 -1.218411e+00 2.760252e+00
1.523224e-02 -1.265585e+00 2.613758e+00,1.779845e-02 -1.268142e+00 2.605944e+00,7.160061e-03 -1.264532e+00 2.611505e+00,1.153398e-02 -1.265646e+00 2.616441e+00,1.301916e-02 -1.265410e+00 2.614851e+00,1.281312e-02 -1.265675e+00 2.614180e+00,1.563054e-02 -1.266298e+00 2.607644e+00,1.081287e-02 -1.265807e+00 2.615047e+00,1.362431e-02 -1.266001e+00 2.616048e+00,1.003511e-02 -1.265612e+00 2.618060e+00,1.162507e-02 -1.265196e+00 2.619488e+00,1.137659e-02 -1.265283e+00 2.617426e+00,1.769491e-02 -1.264933e+00 2.610831e+00,1.498381e-02 -1.264794e+00 2.622590e+00,1.490459e-02 -1.264917e+00 2.621498e+00,1.491080e-02 -1.264498e+00 2.619995e+00,1.461045e-02 -1.264515e+00 2.619473e+00,1.814894e-02 -1.264201e+00 2.613538e+00,1.813298e-02 -1.264430e+00 2.613520e+00,1.826205e-02 -1.265299e+00 2.617229e+00,1.592281e-02 -1.264741e+00 2.621078e+00,1.623980e-02 -1.264816e+00 2.621246e+00,1.592821e-02 -1.265611e+00 2.621714e+00,1.575348e-02 -1.266049e+00 2.611930e+00,1.720681e-02 -1.265470e+00 2.609402e+00,6.615651e-03 -1.263418e+00 2.595845e+00,7.159488e-03 -1.264566e+00 2.597996e+00,8.134254e-03 -1.264766e+00 2.598445e+00,1.728900e-02 -1.266172e+00 2.606840e+00,1.734827e-02 -1.266188e+00 2.606861e+00,2.096755e-02 -1.266256e+00 2.606107e+00,1.462337e-02 -1.266011e+00 2.602072e+00,1.596103e-02 -1.264926e+00 2.612639e+00,1.580713e-02 -1.264549e+00 2.608131e+00,1.216402e-02 -1.264988e+00 2.600676e+00,1.716854e-02 -1.265082e+00 2.602343e+00,1.649382e-02 -1.265159e+00 2.603056e+00,1.746841e-02 -1.265556e+00 2.601893e+00,1.824723e-02 -1.265739e+00 2.603205e+00,1.728063e-02 -1.265602e+00 2.614637e+00,-9.570263e-03 -1.262765e+00 2.596433e+00,1.990489e-02 -1.267201e+00 2.602484e+00,2.127098e-02 -1.266680e+00 2.601840e+00,2.082251e-02 -1.266279e+00 2.606855e+00,1.965591e-02 -1.265730e+00 2.609821e+00,2.177607e-02 -1.264440e+00 2.605278e+00,2.175658e-02 -1.264455e+00 2.605001e+00,1.796087e-02 -1.263948e+00 2.608470e+00
9.530684e-02 -6.078589e-01 2.743904e+00,9.525181e-02 -6.079193e-01 2.743853e+00,9.525004e-02 -6.079926e-01 2.743899e+00,9.547130e-02 -6.080797e-01 2.743968e+00,9.542042e-02 -6.079766e-01 2.743989e+00,9.419716e-02 -6.081796e-01 2.743399e+00,9.041227e-02 -6.076547e-01 2.742223e+00,8.928762e-02 -6.072772e-01 2.741714e+00,8.862133e-02 -6.071923e-01 2.741378e+00,8.805359e-02 -6.066720e-01 2.741453e+00,8.822097e-02 -6.062201e-01 2.740883e+00,8.925068e-02 -6.050062e-01 2.740017e+00,8.882114e-02 -6.021331e-01 2.738030e+00,8.986758e-02 -6.004735e-01 2.737351e+00,9.059033e-02 -5.998949e-01 2.736633e+00,9.323464e-02 -5.973737e-01 2.734464e+00,9.316320e-02 -5.974171e-01 2.734373e+00,9.325675e-02 -5.971019e-01 2.734106e+00,9.443475e-02 -5.973546e-01 2.732942e+00,9.698889e-02 -5.964906e-01 2.731551e+00,9.784336e-02 -5.965061e-01 2.731289e+00,9.800329e-02 -5.964149e-01 2.731038e+00,9.662134e-02 -5.963215e-01 2.730837e+00,9.638681e-02 -5.963559e-01 2.730773e+00,9.631871e-02 -5.967568e-01 2.730573e+00,9.622592e-02 -5.971889e-01 2.730036e+00,9.646688e-02 -5.983874e-01 2.729637e+00,9.637912e-02 -5.988871e-01 2.729585e+00,9.576280e-02 -5.993704e-01 2.730003e+00,9.571452e-02 -5.996181e-01 2.730313e+00,9.542409e-02 -5.998936e-01 2.730753e+00,9.546285e-02 -6.000386e-01 2.731048e+00,9.573736e-02 -6.015856e-01 2.732501e+00,9.583633e-02 -6.019905e-01 2.733265e+00,9.616389e-02 -6.024024e-01 2.734066e+00,9.710871e-02 -6.033505e-01 2.735579e+00,9.747522e-02 -6.038244e-01 2.735962e+00,9.952706e-02 -6.051257e-01 2.737447e+00,9.987494e-02 -6.051733e-01 2.737601e+00,1.002982e-01 -6.054671e-01 2.738307e+00,1.007011e-01 -6.057454e-01 2.738853e+00,1.008393e-01 -6.058794e-01 2.739242e+00,1.007906e-01 -6.060846e-01 2.739580e+00,1.007482e-01 -6.063119e-01 2.739975e+00,1.006773e-01 -6.073408e-01 2.740993e+00,1.007039e-01 -6.073365e-01 2.741023e+00,1.006603e-01 -6.074557e-01 2.741217e+00,1.006604e-01 -6.075055e-01 2.741172e+00
2.947484e-02 -9.352770e-01 2.756116e+00,2.935325e-02 -9.371001e-01 2.756712e+00,2.960175e-02 -9.363945e-01 2.756771e+00,2.977289e-02 -9.359284e-01 2.756616e+00,2.929811e-02 -9.363287e-01 2.756483e+00,2.964282e-02 -9.360363e-01 2.756363e+00,3.008376e-02 -9.351320e-01 2.755491e+00,3.012898e-02 -9.340219e-01 2.755034e+00,3.005090e-02 -9.340346e-01 2.754950e+00,3.029713e-02 -9.332492e-01 2.754451e+00,2.970086e-02 -9.318705e-01 2.753884e+00,2.925779e-02 -9.313917e-01 2.753581e+00,2.951131e-02 -9.309701e-01 2.753740e+00,2.966007e-02 -9.311760e-01 2.754047e+00,3.008306e-02 -9.312918e-01 2.754375e+00,3.122458e-02 -9.309300e-01 2.754152e+00,3.220231e-02 -9.307742e-01 2.754306e+00,3.271993e-02 -9.305115e-01 2.754408e+00,3.374010e-02 -9.305542e-01 2.754527e+00,3.460649e-02 -9.306549e-01 2.754362e+00,3.526217e-02 -9.306077e-01 2.754186e+00,3.643513e-02 -9.307145e-01 2.754347e+00,3.666215e-02 -9.303753e-01 2.753995e+00,3.684378e-02 -9.306600e-01 2.754098e+00,4.948967e-02 -9.056300e-01 2.746170e+00,4.128413e-02 -9.188542e-01 2.750155e+00,4.125162e-02 -9.199858e-01 2.750335e+00,4.033030e-02 -9.214650e-01 2.750099e+00,3.968874e-02 -9.230505e-01 2.750704e+00,3.967882e-02 -9.253494e-01 2.750416e+00,4.038233e-02 -9.272025e-01 2.751514e+00,4.054489e-02 -9.276500e-01 2.751496e+00,4.012694e-02 -9.282914e-01 2.751626e+00,4.015115e-02 -9.283696e-01 2.751900e+00,4.057837e-02 -9.291267e-01 2.752366e+00,4.012496e-02 -9.295372e-01 2.752506e+00,4.008818e-02 -9.296559e-01 2.752441e+00,3.964873e-02 -9.302324e-01 2.752374e+00,3.930186e-02 -9.302402e-01 2.752284e+00,3.680473e-02 -9.332694e-01 2.752616e+00,3.673435e-02 -9.332231e-01 2.753036e+00,3.656254e-02 -9.333745e-01 2.753196e+00,3.551999e-02 -9.336016e-01 2.754885e+00,3.463578e-02 -9.339742e-01 2.756455e+00,3.511478e-02 -9.343193e-01 2.757831e+00,3.512289e-02 -9.342813e-01 2.758042e+00,3.550410e-02 -9.338838e-01 2.758384e+00,3.499943e-02 -9.336172e-01 2.758157e+00
4.589046e-02 -1.225383e+00 2.754313e+00,4.685709e-02 -1.222657e+00 2.758479e+00,4.683456e-02 -1.222959e+00 2.758533e+00,4.686964e-02 -1.223056e+00 2.758694e+00,4.942668e-02 -1.226947e+00 2.750433e+00,4.864568e-02 -1.224914e+00 2.751497e+00,4.820643e-02 -1.221181e+00 2.756778e+00,4.858880e-02 -1.221225e+00 2.756825e+00,6.052614e-02 -1.239552e+00 2.735836e+00,6.196729e-02 -1.240622e+00 2.733374e+00,4.372673e-02 -1.236856e+00 2.739604e+00,4.417341e-02 -1.238216e+00 2.736956e+00,4.632341e-02 -1.241631e+00 2.731867e+00,4.971992e-02 -1.227388e+00 2.752666e+00,4.918730e-02 -1.226317e+00 2.753079e+00,4.990448e-02 -1.219334e+00 2.758076e+00,4.989284e-02 -1.219351e+00 2.758266e+00,5.091103e-02 -1.218955e+00 2.758116e+00,5.091253e-02 -1.218040e+00 2.759327e+00,5.074879e-02 -1.218542e+00 2.758482e+00,5.139940e-02 -1.219696e+00 2.756763e+00,5.128550e-02 -1.219903e+00 2.756656e+00,5.183049e-02 -1.218121e+00 2.761109e+00,5.150494e-02 -1.218799e+00 2.760223e+00,5.134477e-02 -1.219602e+00 2.759063e+00,4.978893e-02 -1.226546e+00 2.748684e+00,5.051571e-02 -1.224974e+00 2.750628e+00,5.348421e-02 -1.230105e+00 2.744675e+00,5.184478e-02 -1.226265e+00 2.749993e+00,5.206325e-02 -1.220212e+00 2.756274e+00,5.198353e-02 -1.217252e+00 2.759344e+00,5.194599e-02 -1.216020e+00 2.761486e+00,5.143225e-02 -1.220057e+00 2.759902e+00,5.139508e-02 -1.220088e+00 2.759753e+00,6.483775e-02 -1.241630e+00 2.733344e+00,4.022599e-02 -1.260115e+00 2.696434e+00,5.048829e-02 -1.217644e+00 2.759203e+00,4.941113e-02 -1.216567e+00 2.761113e+00,4.940864e-02 -1.216570e+00 2.761039e+00,4.879902e-02 -1.216706e+00 2.761882e+00,4.884955e-02 -1.217183e+00 2.761807e+00,4.885168e-02 -1.217211e+00 2.762019e+00,4.875196e-02 -1.219070e+00 2.759897e+00,4.759866e-02 -1.219562e+00 2.760188e+00,4.824117e-02 -1.218460e+00 2.762971e+00,4.834693e-02 -1.218473e+00 2.762667e+00,4.874498e-02 -1.217678e+00 2.763706e+00,6.637090e-02 -1.246204e+00 2.726964e+00
4.063685e-02 -1.264498e+00 2.610107e+00,4.341407e-02 -1.264412e+00 2.609903e+00,4.360184e-02 -1.264465e+00 2.612415e+00,4.485141e-02 -1.264979e+00 2.614972e+00,4.243017e-02 -1.265309e+00 2.617070e+00,4.237944e-02 -1.265673e+00 2.615835e+00,4.426265e-02 -1.265707e+00 2.618736e+00,4.538140e-02 -1.265839e+00 2.608979e+00,4.449070e-02 -1.268053e+00 2.603634e+00,4.063818e-02 -1.270248e+00 2.602610e+00,4.310796e-02 -1.267979e+00 2.607357e+00,4.165478e-02 -1.264797e+00 2.602929e+00,4.069450e-02 -1.268381e+00 2.598181e+00,4.184354e-02 -1.265661e+00 2.604040e+00,4.261549e-02 -1.265534e+00 2.603974e+00,4.201778e-02 -1.265451e+00 2.604766e+00,4.227899e-02 -1.265727e+00 2.604655e+00,4.249262e-02 -1.265716e+00 2.604108e+00,4.291295e-02 -1.265908e+00 2.603846e+00,4.291511e-02 -1.265968e+00 2.603482e+00,4.294713e-02 -1.266522e+00 2.602767e+00,4.304303e-02 -1.267350e+00 2.611034e+00,4.329841e-02 -1.266744e+00 2.612092e+00,3.726128e-02 -1.263854e+00 2.592019e+00,3.835607e-02 -1.264242e+00 2.590575e+00,3.976489e-02 -1.265268e+00 2.593726e+00,4.074353e-02 -1.266257e+00 2.594836e+00,4.442101e-02 -1.266748e+00 2.597005e+00,4.490557e-02 -1.267695e+00 2.598697e+00,4.406944e-02 -1.267158e+00 2.599890e+00,4.597039e-02 -1.267120e+00 2.597956e+00,4.573701e-02 -1.266717e+00 2.601562e+00,4.313253e-02 -1.266205e+00 2.602999e+00,4.428972e-02 -1.265570e+00 2.602033e+00,4.531293e-02 -1.266134e+00 2.600364e+00,5.206238e-02 -1.278960e+00 2.560793e+00,4.705282e-02 -1.264892e+00 2.605731e+00,4.240977e-02 -1.263885e+00 2.618566e+00,4.368579e-02 -1.264167e+00 2.618659e+00,4.440477e-02 -1.263770e+00 2.623431e+00,4.297866e-02 -1.264523e+00 2.615342e+00,3.666341e-02 -1.263186e+00 2.605974e+00,3.981356e-02 -1.263730e+00 2.597735e+00,4.615796e-02 -1.263830e+00 2.610805e+00,4.540444e-02 -1.264209e+00 2.614980e+00,4.694476e-02 -1.263036e+00 2.604063e+00,4.686652e-02 -1.262804e+00 2.603611e+00,4.586661e-02 -1.267783e+00 2.593076e+00
3.412484e-02 -1.122467e-01 2.785383e+00,3.407036e-02 -1.124152e-01 2.785944e+00,3.439605e-02 -1.125386e-01 2.786018e+00,3.449794e-02 -1.128227e-01 2.785940e+00,3.429838e-02 -1.126452e-01 2.785810e+00,3.382682e-02 -1.127765e-01 2.785698e+00,3.362356e-02 -1.125240e-01 2.785197e+00,3.392193e-02 -1.121499e-01 2.784933e+00,3.393452e-02 -1.118111e-01 2.784761e+00,3.271856e-02 -1.115411e-01 2.785305e+00,3.149299e-02 -1.104722e-01 2.786046e+00,3.116717e-02 -1.094037e-01 2.786642e+00,2.969492e-02 -1.078123e-01 2.787410e+00,2.943556e-02 -1.074282e-01 2.787558e+00,2.884510e-02 -1.069278e-01 2.787496e+00,2.831462e-02 -1.067579e-01 2.787211e+00,2.753544e-02 -1.074751e-01 2.787014e+00,2.524513e-02 -1.087223e-01 2.786377e+00,2.537608e-02 -1.088990e-01 2.786202e+00,2.511373e-02 -1.090843e-01 2.786160e+00,2.402923e-02 -1.097042e-01 2.785912e+00,2.400430e-02 -1.097081e-01 2.785914e+00,2.403612e-02 -1.092822e-01 2.786632e+00,2.432357e-02 -1.092186e-01 2.787095e+00,2.539873e-02 -1.074662e-01 2.787863e+00,2.587504e-02 -1.071387e-01 2.789383e+00,2.637481e-02 -1.076457e-01 2.789741e+00,2.656665e-02 -1.077435e-01 2.790195e+00,2.801341e-02 -1.071858e-01 2.790921e+00,2.835667e-02 -1.071065e-01 2.791048e+00,2.946346e-02 -1.073073e-01 2.791498e+00,2.978581e-02 -1.074080e-01 2.791258e+00,3.132649e-02 -1.081685e-01 2.790380e+00,3.199821e-02 -1.083906e-01 2.789971e+00,3.427974e-02 -1.087030e-01 2.789756e+00,3.758885e-02 -1.092446e-01 2.788301e+00,3.994538e-02 -1.097019e-01 2.787187e+00,4.123450e-02 -1.100389e-01 2.785747e+00,4.153867e-02 -1.099875e-01 2.785346e+00,4.246017e-02 -1.101499e-01 2.784580e+00,4.483318e-02 -1.105029e-01 2.783162e+00,4.495058e-02 -1.107250e-01 2.782919e+00,4.520720e-02 -1.107998e-01 2.782338e+00,4.780724e-02 -1.106232e-01 2.780791e+00,4.846924e-02 -1.105004e-01 2.780459e+00,4.923871e-02 -1.109083e-01 2.779908e+00,4.967153e-02 -1.111189e-01 2.779570e+00,4.993537e-02 -1.113902e-01 2.779468e+00
