4.067085e-02 -6.146823e-01 2.770350e+00,4.103843e-02 -6.146553e-01 2.770296e+00,4.129522e-02 -6.144798e-01 2.770036e+00,4.131903e-02 -6.145101e-01 2.769922e+00,4.120426e-02 -6.144379e-01 2.769853e+00,4.084499e-02 -6.140483e-01 2.769434e+00,3.911619e-02 -6.138239e-01 2.768984e+00,3.770243e-02 -6.137164e-01 2.768596e+00,3.456573e-02 -6.133754e-01 2.768730e+00,3.411362e-02 -6.134229e-01 2.768732e+00,3.356412e-02 -6.134194e-01 2.768910e+00,3.256241e-02 -6.134589e-01 2.769220e+00,3.196984e-02 -6.127279e-01 2.769245e+00,3.138855e-02 -6.117499e-01 2.769645e+00,2.839774e-02 -6.008328e-01 2.772101e+00,2.979440e-02 -5.911835e-01 2.772848e+00,2.672671e-02 -5.795196e-01 2.773746e+00,2.710380e-02 -5.771134e-01 2.774162e+00,2.676009e-02 -5.777870e-01 2.774330e+00,2.777049e-02 -5.812556e-01 2.775107e+00,2.846051e-02 -5.822863e-01 2.774696e+00,2.703706e-02 -5.885016e-01 2.774098e+00,2.666186e-02 -5.942386e-01 2.773754e+00,2.565005e-02 -5.961653e-01 2.773431e+00,2.544588e-02 -5.993361e-01 2.773411e+00,2.454391e-02 -6.049176e-01 2.772902e+00,2.366974e-02 -6.116161e-01 2.771913e+00,2.272521e-02 -6.135427e-01 2.771487e+00,2.217058e-02 -6.128668e-01 2.771413e+00,2.200418e-02 -6.127483e-01 2.771212e+00,2.194987e-02 -6.127298e-01 2.771198e+00,2.306125e-02 -6.130605e-01 2.770535e+00,2.343157e-02 -6.132864e-01 2.770371e+00,2.611898e-02 -6.134570e-01 2.769749e+00,2.737539e-02 -6.132405e-01 2.769411e+00,2.963056e-02 -6.133816e-01 2.769320e+00,3.191388e-02 -6.137361e-01 2.769439e+00,3.294957e-02 -6.138798e-01 2.769945e+00,3.303416e-02 -6.139188e-01 2.769943e+00,3.297051e-02 -6.140808e-01 2.769825e+00,3.295262e-02 -6.140752e-01 2.769800e+00,3.291498e-02 -6.141137e-01 2.769772e+00,3.284281e-02 -6.140976e-01 2.769736e+00,3.259149e-02 -6.135265e-01 2.769369e+00
2.262736e-01 -6.150998e-01 2.731440e+00,2.262406e-01 -6.147010e-01 2.731424e+00,2.270465e-01 -6.101815e-01 2.728554e+00,2.300237e-01 -6.093050e-01 2.723872e+00,2.319163e-01 -5.976840e-01 2.720051e+00,2.481619e-01 -5.888901e-01 2.674522e+00,2.533719e-01 -5.277094e-01 2.624494e+00,2.670186e-01 -4.580446e-01 2.581848e+00,2.556013e-01 -3.140199e-01 2.586810e+00,2.533823e-01 -2.360418e-01 2.589681e+00,2.480081e-01 -1.618663e-01 2.594854e+00,2.261084e-01 -5.547756e-02 2.592898e+00,2.048980e-01 1.176117e-02 2.601186e+00,1.728363e-01 5.435286e-02 2.579490e+00,1.409057e-01 1.003576e-01 2.480708e+00,1.171581e-01 1.970553e-01 2.453625e+00,7.885273e-02 2.224778e-01 2.375410e+00,6.267588e-02 2.145377e-01 2.337324e+00,5.929872e-02 1.989938e-01 2.321747e+00,5.198101e-02 1.869605e-01 2.314920e+00,4.711546e-02 1.818311e-01 2.310947e+00,5.590088e-02 1.515982e-01 2.316578e+00,7.356611e-02 1.033559e-01 2.331095e+00,8.054229e-02 8.359867e-02 2.328717e+00,7.130872e-02 7.179875e-02 2.305460e+00,1.093537e-01 -2.933191e-02 2.357041e+00,1.216288e-01 -7.227438e-02 2.356032e+00,1.592162e-01 -1.903601e-01 2.403059e+00,1.855258e-01 -2.896290e-01 2.419944e+00,2.010028e-01 -3.491920e-01 2.444701e+00,2.174050e-01 -4.035986e-01 2.477457e+00,2.337421e-01 -5.145234e-01 2.533137e+00,2.253362e-01 -5.392163e-01 2.617385e+00,2.312300e-01 -5.956461e-01 2.668366e+00,2.262469e-01 -5.944353e-01 2.701407e+00,2.281570e-01 -6.022839e-01 2.725244e+00,2.272019e-01 -6.458617e-01 2.752012e+00,2.229964e-01 -6.160508e-01 2.767392e+00,2.169353e-01 -6.199986e-01 2.762386e+00,2.169228e-01 -6.218546e-01 2.760965e+00,2.227574e-01 -6.210636e-01 2.765817e+00,2.210377e-01 -6.205901e-01 2.753654e+00,1.777852e-01 -6.134739e-01 2.701399e+00,2.260377e-01 -6.189570e-01 2.751031e+00
-2.597513e-02 -6.060634e-01 2.735525e+00,-2.559914e-02 -6.061478e-01 2.735497e+00,-2.535623e-02 -6.060124e-01 2.735218e+00,-2.534247e-02 -6.061076e-01 2.735173e+00,-2.546676e-02 -6.061229e-01 2.735126e+00,-2.588820e-02 -6.059667e-01 2.734778e+00,-2.764845e-02 -6.058114e-01 2.734631e+00,-2.904952e-02 -6.057057e-01 2.734400e+00,-3.243193e-02 -6.053306e-01 2.735590e+00,-3.283204e-02 -6.054052e-01 2.735746e+00,-3.352525e-02 -6.055240e-01 2.736466e+00,-3.460083e-02 -6.056952e-01 2.737958e+00,-3.513569e-02 -6.050549e-01 2.738830e+00,-3.600547e-02 -6.043618e-01 2.740558e+00,-3.838272e-02 -5.935182e-01 2.748434e+00,-3.632264e-02 -5.842096e-01 2.751869e+00,-3.977230e-02 -5.727195e-01 2.754234e+00,-3.903370e-02 -5.705044e-01 2.754834e+00,-3.898014e-02 -5.734181e-01 2.756012e+00,-3.652801e-02 -5.814327e-01 2.758127e+00,-3.612269e-02 -5.820421e-01 2.757831e+00,-3.735599e-02 -5.833179e-01 2.757809e+00,-3.853118e-02 -5.867695e-01 2.756959e+00,-3.944021e-02 -5.879812e-01 2.756497e+00,-4.022107e-02 -5.905839e-01 2.755132e+00,-4.133153e-02 -5.981847e-01 2.753631e+00,-4.200772e-02 -6.060352e-01 2.753479e+00,-4.289008e-02 -6.079219e-01 2.753311e+00,-4.361931e-02 -6.065418e-01 2.752112e+00,-4.406753e-02 -6.060211e-01 2.750389e+00,-4.419852e-02 -6.059104e-01 2.749987e+00,-4.285289e-02 -6.064134e-01 2.746852e+00,-4.239190e-02 -6.064043e-01 2.746086e+00,-3.946920e-02 -6.059664e-01 2.743470e+00,-3.823539e-02 -6.056587e-01 2.742283e+00,-3.591384e-02 -6.057228e-01 2.740927e+00,-3.388573e-02 -6.057981e-01 2.739168e+00,-3.309153e-02 -6.058655e-01 2.739050e+00,-3.293278e-02 -6.058611e-01 2.738754e+00,-3.318865e-02 -6.061543e-01 2.737797e+00,-3.327894e-02 -6.061381e-01 2.737424e+00,-3.342768e-02 -6.061608e-01 2.736940e+00,-3.357303e-02 -6.060526e-01 2.736660e+00,-3.417910e-02 -6.037133e-01 2.735355e+00
1.752046e-02 -9.305725e-01 2.746668e+00,1.757823e-02 -9.306576e-01 2.746605e+00,1.783709e-02 -9.305720e-01 2.746453e+00,1.803322e-02 -9.302481e-01 2.746533e+00,2.003003e-02 -9.357676e-01 2.748146e+00,2.040635e-02 -9.333731e-01 2.747547e+00,1.979516e-02 -9.310849e-01 2.747113e+00,2.016367e-02 -9.308732e-01 2.746950e+00,2.054931e-02 -9.304135e-01 2.747221e+00,2.068082e-02 -9.303259e-01 2.747229e+00,2.152916e-02 -9.305936e-01 2.747509e+00,2.210227e-02 -9.304218e-01 2.747694e+00,2.391294e-02 -9.367902e-01 2.749706e+00,2.495022e-02 -9.373369e-01 2.750261e+00,2.173336e-02 -9.194599e-01 2.745762e+00,2.298260e-02 -9.227927e-01 2.746715e+00,2.427810e-02 -9.254996e-01 2.747759e+00,3.050616e-02 -9.395049e-01 2.753426e+00,3.070835e-02 -9.385462e-01 2.753114e+00,3.034762e-02 -9.356211e-01 2.752821e+00,3.008297e-02 -9.354442e-01 2.752480e+00,3.134019e-02 -9.457456e-01 2.754531e+00,2.955523e-02 -9.412696e-01 2.752465e+00,2.935492e-02 -9.395685e-01 2.751863e+00,2.764008e-02 -9.377248e-01 2.751727e+00,2.695443e-02 -9.362366e-01 2.750795e+00,2.655101e-02 -9.360989e-01 2.750652e+00,2.487118e-02 -9.352939e-01 2.750412e+00,2.370621e-02 -9.338323e-01 2.750124e+00,2.610974e-02 -9.427090e-01 2.751399e+00,2.386361e-02 -9.380400e-01 2.750084e+00,2.511273e-02 -9.467599e-01 2.751182e+00,2.397898e-02 -9.406768e-01 2.749100e+00,2.198853e-02 -9.368985e-01 2.747713e+00,2.192441e-02 -9.352819e-01 2.746905e+00,2.084829e-02 -9.338354e-01 2.746230e+00,2.046706e-02 -9.321361e-01 2.745527e+00,1.928594e-02 -9.312153e-01 2.745498e+00,1.912409e-02 -9.311235e-01 2.745620e+00,1.850661e-02 -9.302715e-01 2.746754e+00,1.827443e-02 -9.306175e-01 2.747270e+00,1.751736e-02 -9.316151e-01 2.748934e+00,1.749125e-02 -9.315450e-01 2.749059e+00,1.763892e-02 -9.318916e-01 2.749505e+00
2.057979e-03 -1.217614e+00 2.761109e+00,1.739231e-03 -1.217824e+00 2.760695e+00,-4.599174e-03 -1.223968e+00 2.755929e+00,-1.667419e-03 -1.219969e+00 2.759845e+00,-1.297507e-03 -1.219907e+00 2.760918e+00,-7.625121e-04 -1.219437e+00 2.760990e+00,-2.636930e-05 -1.219155e+00 2.761485e+00,4.557430e-04 -1.218745e+00 2.761213e+00,1.267951e-03 -1.217299e+00 2.762110e+00,1.098791e-03 -1.217696e+00 2.761515e+00,9.051618e-04 -1.217825e+00 2.761487e+00,9.227241e-04 -1.217428e+00 2.762228e+00,6.622272e-04 -1.217369e+00 2.762145e+00,7.352001e-04 -1.217247e+00 2.762348e+00,2.463835e-04 -1.217274e+00 2.762155e+00,1.406125e-04 -1.217519e+00 2.762077e+00,6.569884e-04 -1.217418e+00 2.762411e+00,9.888846e-04 -1.218038e+00 2.763026e+00,1.001878e-03 -1.218048e+00 2.763027e+00,9.604740e-04 -1.218264e+00 2.762876e+00,1.044692e-03 -1.218518e+00 2.762739e+00,9.033429e-04 -1.218657e+00 2.762631e+00,6.140225e-04 -1.218710e+00 2.762518e+00,7.072754e-04 -1.218702e+00 2.762666e+00,1.203882e-03 -1.219164e+00 2.762949e+00,4.667919e-04 -1.219066e+00 2.762452e+00,2.544670e-04 -1.221317e+00 2.761727e+00,1.130187e-05 -1.220557e+00 2.760960e+00,-9.866127e-05 -1.219082e+00 2.761534e+00,3.672655e-05 -1.219185e+00 2.761370e+00,2.992248e-04 -1.218788e+00 2.761779e+00,1.647763e-03 -1.217910e+00 2.762370e+00,2.002600e-03 -1.216473e+00 2.762841e+00,2.206996e-03 -1.216252e+00 2.762891e+00,2.393493e-03 -1.216286e+00 2.762570e+00,2.195625e-03 -1.216176e+00 2.762604e+00,2.265612e-03 -1.216049e+00 2.762678e+00,2.151675e-03 -1.216201e+00 2.762707e+00,2.082398e-03 -1.216609e+00 2.762556e+00,1.761500e-03 -1.216700e+00 2.762615e+00,1.140350e-03 -1.216804e+00 2.762444e+00,-6.224147e-04 -1.216134e+00 2.762609e+00,-4.991761e-04 -1.215741e+00 2.763106e+00,-6.141138e-04 -1.215930e+00 2.763103e+00
1.898124e-02 -1.265273e+00 2.613703e+00,1.852208e-02 -1.265095e+00 2.609701e+00,1.836908e-02 -1.265721e+00 2.607708e+00,1.819905e-02 -1.265774e+00 2.607690e+00,1.799953e-02 -1.266536e+00 2.611365e+00,1.984545e-02 -1.266059e+00 2.614029e+00,1.825090e-02 -1.265912e+00 2.610386e+00,1.849937e-02 -1.265881e+00 2.609852e+00,1.765602e-02 -1.265202e+00 2.619802e+00,1.688101e-02 -1.265286e+00 2.621608e+00,1.638788e-02 -1.264883e+00 2.618551e+00,1.570732e-02 -1.265436e+00 2.611017e+00,1.641400e-02 -1.265460e+00 2.610549e+00,1.569624e-02 -1.265035e+00 2.624271e+00,1.771674e-02 -1.264596e+00 2.604274e+00,1.615385e-02 -1.266429e+00 2.623022e+00,2.227339e-02 -1.266778e+00 2.621633e+00,-2.934114e-02 -1.259757e+00 2.594705e+00,2.531433e-02 -1.264648e+00 2.615234e+00,2.208193e-02 -1.264455e+00 2.618799e+00,2.075095e-02 -1.264523e+00 2.612716e+00,1.816220e-02 -1.265461e+00 2.614525e+00,1.900392e-02 -1.265631e+00 2.616339e+00,1.807705e-02 -1.265781e+00 2.617073e+00,2.014652e-02 -1.265136e+00 2.612925e+00,1.821615e-02 -1.265198e+00 2.619461e+00,1.931844e-02 -1.265273e+00 2.618372e+00,1.836301e-02 -1.264438e+00 2.619870e+00,1.637215e-02 -1.264246e+00 2.614396e+00,1.212510e-02 -1.263666e+00 2.608864e+00,1.226417e-02 -1.263720e+00 2.608892e+00,2.087940e-02 -1.264162e+00 2.601811e+00,-1.616479e-02 -1.257076e+00 2.591914e+00,2.091158e-02 -1.266154e+00 2.604821e+00,2.122419e-02 -1.265942e+00 2.605737e+00,2.134978e-02 -1.265829e+00 2.599365e+00,2.083772e-02 -1.265808e+00 2.603501e+00,1.945120e-02 -1.266099e+00 2.605113e+00,2.016249e-02 -1.266173e+00 2.604304e+00,2.177285e-02 -1.265883e+00 2.610365e+00,2.462929e-02 -1.265788e+00 2.604267e+00,1.275859e-02 -1.266042e+00 2.595209e+00,1.145408e-02 -1.261637e+00 2.593742e+00,1.625179e-02 -1.266492e+00 2.603856e+00
1.064821e-01 -6.082094e-01 2.738212e+00,1.068369e-01 -6.080883e-01 2.738119e+00,1.070855e-01 -6.078833e-01 2.737847e+00,1.071253e-01 -6.078305e-01 2.737562e+00,1.069899e-01 -6.076345e-01 2.737448e+00,1.066619e-01 -6.070977e-01 2.736970e+00,1.049375e-01 -6.068392e-01 2.736205e+00,1.035329e-01 -6.067517e-01 2.735661e+00,1.004289e-01 -6.064516e-01 2.734791e+00,9.992940e-02 -6.064827e-01 2.734625e+00,9.939487e-02 -6.063980e-01 2.734445e+00,9.819359e-02 -6.062554e-01 2.733753e+00,9.733572e-02 -6.050150e-01 2.732669e+00,9.691042e-02 -6.033702e-01 2.732018e+00,9.371852e-02 -5.919667e-01 2.729389e+00,9.480884e-02 -5.826994e-01 2.727155e+00,9.259500e-02 -5.718964e-01 2.726233e+00,9.256952e-02 -5.694069e-01 2.726426e+00,9.188254e-02 -5.693447e-01 2.726166e+00,9.211908e-02 -5.698855e-01 2.725837e+00,9.282465e-02 -5.706527e-01 2.725264e+00,9.168983e-02 -5.825043e-01 2.723175e+00,9.195244e-02 -5.886841e-01 2.723543e+00,9.076994e-02 -5.909854e-01 2.723399e+00,9.103983e-02 -5.948826e-01 2.724923e+00,9.019121e-02 -5.980936e-01 2.724943e+00,8.910342e-02 -6.030499e-01 2.723379e+00,8.805306e-02 -6.047630e-01 2.722636e+00,8.724558e-02 -6.042793e-01 2.723422e+00,8.708867e-02 -6.042500e-01 2.723743e+00,8.696086e-02 -6.042980e-01 2.724199e+00,8.868016e-02 -6.049738e-01 2.725507e+00,8.926119e-02 -6.056486e-01 2.726074e+00,9.208664e-02 -6.063108e-01 2.727549e+00,9.343790e-02 -6.060963e-01 2.728156e+00,9.583074e-02 -6.063156e-01 2.729652e+00,9.855177e-02 -6.070513e-01 2.732325e+00,9.953262e-02 -6.072371e-01 2.733788e+00,9.958562e-02 -6.073708e-01 2.734071e+00,9.946707e-02 -6.075330e-01 2.734530e+00,9.937311e-02 -6.074939e-01 2.734685e+00,9.918872e-02 -6.076352e-01 2.735057e+00,9.902639e-02 -6.076411e-01 2.735193e+00,9.893746e-02 -6.076491e-01 2.735192e+00
3.341200e-02 -9.347234e-01 2.749486e+00,3.405671e-02 -9.346711e-01 2.749689e+00,3.460046e-02 -9.336327e-01 2.749321e+00,3.470922e-02 -9.332195e-01 2.749507e+00,3.502364e-02 -9.326761e-01 2.749485e+00,3.468361e-02 -9.322247e-01 2.749455e+00,3.479474e-02 -9.322801e-01 2.749524e+00,3.464460e-02 -9.323471e-01 2.749380e+00,3.483161e-02 -9.321800e-01 2.749502e+00,3.497398e-02 -9.319822e-01 2.749488e+00,3.499949e-02 -9.318866e-01 2.749480e+00,3.471883e-02 -9.312441e-01 2.749779e+00,3.517200e-02 -9.307338e-01 2.749724e+00,3.511549e-02 -9.303501e-01 2.749689e+00,3.928503e-02 -9.149904e-01 2.745762e+00,3.851358e-02 -9.173493e-01 2.746571e+00,4.323887e-02 -9.073615e-01 2.744511e+00,8.689186e-02 -8.537598e-01 2.716208e+00,8.826186e-02 -8.536446e-01 2.716670e+00,8.047028e-02 -8.537597e-01 2.718563e+00,8.606312e-02 -8.549352e-01 2.715360e+00,9.289086e-02 -8.661020e-01 2.718105e+00,9.485025e-02 -8.721569e-01 2.718616e+00,9.180132e-02 -8.745123e-01 2.717932e+00,9.269315e-02 -8.785521e-01 2.717749e+00,9.400430e-02 -8.817157e-01 2.717520e+00,9.446264e-02 -8.862313e-01 2.718783e+00,9.464788e-02 -8.877993e-01 2.718749e+00,9.485548e-02 -8.874995e-01 2.717880e+00,9.488332e-02 -8.875346e-01 2.717624e+00,9.501479e-02 -8.876593e-01 2.717358e+00,9.475824e-02 -8.885974e-01 2.716771e+00,9.393721e-02 -8.895126e-01 2.715285e+00,9.615228e-02 -8.903368e-01 2.715172e+00,9.516969e-02 -8.902001e-01 2.715363e+00,9.365880e-02 -8.905875e-01 2.715197e+00,9.382076e-02 -8.913506e-01 2.717299e+00,9.307483e-02 -8.914161e-01 2.719845e+00,9.200657e-02 -8.915380e-01 2.720009e+00,9.095253e-02 -8.917705e-01 2.719422e+00,9.095640e-02 -8.917428e-01 2.719483e+00,9.064067e-02 -8.919194e-01 2.719389e+00,9.005297e-02 -8.919553e-01 2.719042e+00,8.926993e-02 -8.919994e-01 2.718371e+00
4.803675e-02 -1.216998e+00 2.763588e+00,4.838813e-02 -1.217449e+00 2.763027e+00,4.831667e-02 -1.218882e+00 2.761785e+00,5.932666e-02 -1.241852e+00 2.731667e+00,5.954130e-02 -1.241857e+00 2.731148e+00,5.990730e-02 -1.242698e+00 2.731036e+00,5.006068e-02 -1.219654e+00 2.760497e+00,4.999444e-02 -1.219552e+00 2.760527e+00,4.973746e-02 -1.219137e+00 2.761716e+00,4.976737e-02 -1.219223e+00 2.761563e+00,4.995128e-02 -1.219603e+00 2.761063e+00,5.005144e-02 -1.219188e+00 2.761711e+00,4.996284e-02 -1.219135e+00 2.761291e+00,4.992268e-02 -1.219187e+00 2.761284e+00,5.027643e-02 -1.218280e+00 2.761708e+00,5.088641e-02 -1.216288e+00 2.762406e+00,5.007095e-02 -1.214344e+00 2.763720e+00,5.921669e-02 -1.181829e+00 2.753808e+00,6.014742e-02 -1.181883e+00 2.752944e+00,5.596187e-02 -1.182383e+00 2.754118e+00,5.860873e-02 -1.183303e+00 2.751079e+00,6.072124e-02 -1.194056e+00 2.753485e+00,6.248505e-02 -1.200098e+00 2.753768e+00,6.164988e-02 -1.202617e+00 2.753275e+00,6.223390e-02 -1.206604e+00 2.753137e+00,6.237513e-02 -1.209319e+00 2.755052e+00,6.239640e-02 -1.213593e+00 2.757460e+00,6.188023e-02 -1.214902e+00 2.758568e+00,6.261721e-02 -1.213830e+00 2.762541e+00,6.413242e-02 -1.213689e+00 2.764027e+00,6.435379e-02 -1.213544e+00 2.765252e+00,5.514405e-02 -1.217844e+00 2.734014e+00,5.662449e-02 -1.215687e+00 2.757761e+00,5.883392e-02 -1.219939e+00 2.731290e+00,6.511854e-02 -1.220791e+00 2.728321e+00,6.734191e-02 -1.221588e+00 2.726824e+00,6.808125e-02 -1.222530e+00 2.727032e+00,6.839933e-02 -1.222808e+00 2.727574e+00,6.820996e-02 -1.223003e+00 2.727540e+00,6.864288e-02 -1.223281e+00 2.727782e+00,6.879704e-02 -1.223265e+00 2.727815e+00,6.891648e-02 -1.223477e+00 2.727590e+00,6.854811e-02 -1.223523e+00 2.727295e+00,6.827188e-02 -1.223577e+00 2.726941e+00
4.401205e-02 -1.264597e+00 2.619122e+00,4.665498e-02 -1.264986e+00 2.612476e+00,4.745769e-02 -1.265225e+00 2.614284e+00,4.831977e-02 -1.272247e+00 2.598851e+00,4.525082e-02 -1.272701e+00 2.598914e+00,4.583488e-02 -1.274234e+00 2.599087e+00,3.967655e-02 -1.263723e+00 2.604223e+00,4.115757e-02 -1.264472e+00 2.603327e+00,4.340311e-02 -1.265162e+00 2.616850e+00,4.463619e-02 -1.265029e+00 2.619977e+00,4.492056e-02 -1.265113e+00 2.619037e+00,4.537938e-02 -1.266054e+00 2.608349e+00,4.533279e-02 -1.266442e+00 2.605127e+00,4.529889e-02 -1.266284e+00 2.605147e+00,4.321653e-02 -1.265601e+00 2.600713e+00,4.363273e-02 -1.265971e+00 2.607527e+00,4.456495e-02 -1.266507e+00 2.610748e+00,4.625665e-02 -1.265386e+00 2.620419e+00,4.572674e-02 -1.265707e+00 2.616986e+00,4.447833e-02 -1.265574e+00 2.614195e+00,4.547060e-02 -1.265282e+00 2.603269e+00,4.299032e-02 -1.267407e+00 2.607183e+00,4.282318e-02 -1.267653e+00 2.603523e+00,4.193067e-02 -1.267643e+00 2.603255e+00,4.245178e-02 -1.267625e+00 2.599621e+00,4.374432e-02 -1.267460e+00 2.608563e+00,4.472281e-02 -1.268020e+00 2.605086e+00,4.311876e-02 -1.266908e+00 2.605903e+00,4.168994e-02 -1.265388e+00 2.599167e+00,4.076794e-02 -1.265286e+00 2.598959e+00,4.531838e-02 -1.264346e+00 2.615257e+00,4.390386e-02 -1.264053e+00 2.602230e+00,4.493854e-02 -1.263803e+00 2.603544e+00,7.341496e-02 -1.265971e+00 2.606255e+00,5.014303e-02 -1.273005e+00 2.608465e+00,4.974103e-02 -1.271330e+00 2.605657e+00,4.661528e-02 -1.272077e+00 2.606539e+00,4.193820e-02 -1.273032e+00 2.608865e+00,4.381772e-02 -1.270962e+00 2.606669e+00,3.921100e-02 -1.273059e+00 2.609673e+00,3.952197e-02 -1.265659e+00 2.593991e+00,3.896151e-02 -1.265299e+00 2.596659e+00,4.004267e-02 -1.264858e+00 2.597489e+00,4.099317e-02 -1.265124e+00 2.598112e+00
4.777971e-02 -1.117355e-01 2.781739e+00,4.782797e-02 -1.112533e-01 2.782285e+00,4.788099e-02 -1.114514e-01 2.783492e+00,4.765755e-02 -1.118141e-01 2.783969e+00,4.750718e-02 -1.119870e-01 2.784325e+00,4.751242e-02 -1.120068e-01 2.784563e+00,4.630885e-02 -1.112953e-01 2.785142e+00,4.626833e-02 -1.113621e-01 2.785103e+00,4.592664e-02 -1.112316e-01 2.785231e+00,4.544200e-02 -1.111489e-01 2.785323e+00,4.380753e-02 -1.101532e-01 2.785029e+00,4.299686e-02 -1.091294e-01 2.785702e+00,4.205937e-02 -1.088975e-01 2.786621e+00,4.128886e-02 -1.083115e-01 2.786373e+00,4.021397e-02 -1.025869e-01 2.787458e+00,4.049239e-02 -9.481164e-02 2.787195e+00,3.989903e-02 -8.938973e-02 2.785027e+00,3.727096e-02 -9.193796e-02 2.781372e+00,3.765256e-02 -8.009134e-02 2.779968e+00,3.767118e-02 -7.693814e-02 2.779219e+00,3.740176e-02 -7.944044e-02 2.778774e+00,3.591932e-02 -8.085182e-02 2.778607e+00,3.476868e-02 -9.316593e-02 2.777897e+00,3.431738e-02 -9.594425e-02 2.778540e+00,3.305541e-02 -9.919493e-02 2.779352e+00,3.074377e-02 -1.013590e-01 2.780484e+00,2.862730e-02 -1.034549e-01 2.781518e+00,2.937635e-02 -1.039791e-01 2.782228e+00,3.067549e-02 -1.040984e-01 2.782594e+00,3.107550e-02 -1.043357e-01 2.782441e+00,3.155168e-02 -1.046659e-01 2.782318e+00,3.307340e-02 -1.061771e-01 2.781213e+00,3.392552e-02 -1.071565e-01 2.780272e+00,3.636562e-02 -1.087462e-01 2.779091e+00,3.838469e-02 -1.091841e-01 2.778405e+00,3.897905e-02 -1.094409e-01 2.777868e+00,4.191654e-02 -1.114895e-01 2.776258e+00,4.297346e-02 -1.118719e-01 2.776150e+00,4.305546e-02 -1.118327e-01 2.775888e+00,4.334453e-02 -1.120432e-01 2.775260e+00,4.322197e-02 -1.121022e-01 2.775203e+00,4.390796e-02 -1.124325e-01 2.775066e+00,4.469096e-02 -1.128248e-01 2.774953e+00,4.475744e-02 -1.127695e-01 2.774785e+00
-1.393011e-01 -6.603799e-01 2.663062e+00,-1.352465e-01 -6.665167e-01 2.665768e+00,-1.319466e-01 -6.671820e-01 2.661389e+00,-1.318282e-01 -6.665975e-01 2.659056e+00,-1.263138e-01 -6.725799e-01 2.661162e+00,-1.318619e-01 -6.697922e-01 2.672711e+00,-1.194259e-01 -6.754771e-01 2.668830e+00,-1.226988e-01 -6.729382e-01 2.661163e+00,-1.315705e-01 -6.672944e-01 2.669837e+00,-1.306901e-01 -6.672403e-01 2.666169e+00,-1.330967e-01 -6.709781e-01 2.674191e+00,-1.280822e-01 -6.741335e-01 2.667363e+00,-1.339901e-01 -6.696262e-01 2.669542e+00,-1.281341e-01 -6.745448e-01 2.668963e+00,-1.328354e-01 -6.730069e-01 2.680783e+00,-1.341226e-01 -6.702814e-01 2.672167e+00,-1.326154e-01 -6.704667e-01 2.674502e+00,-1.354394e-01 -6.729191e-01 2.683436e+00,-1.328754e-01 -6.717989e-01 2.679738e+00,-1.329403e-01 -6.720209e-01 2.680723e+00,-1.385850e-01 -6.669658e-01 2.687974e+00,-1.448208e-01 -6.663743e-01 2.690507e+00,-1.398987e-01 -6.713700e-01 2.700369e+00,-1.409773e-01 -6.720468e-01 2.703419e+00,-1.453035e-01 -6.713237e-01 2.703897e+00,-1.324753e-01 -6.679180e-01 2.693614e+00,-1.465775e-01 -6.700588e-01 2.700473e+00,-1.483310e-01 -6.683301e-01 2.695172e+00,-1.481703e-01 -6.675596e-01 2.692061e+00,-1.456493e-01 -6.657879e-01 2.683272e+00,-1.457520e-01 -6.662577e-01 2.685172e+00,-1.493900e-01 -6.660980e-01 2.684547e+00,-1.477501e-01 -6.656882e-01 2.684506e+00,-1.278039e-01 -6.691654e-01 2.676371e+00,-1.277899e-01 -6.692191e-01 2.676571e+00,-1.257992e-01 -6.700596e-01 2.677807e+00,-1.411026e-01 -6.688630e-01 2.666541e+00,-1.485747e-01 -6.624697e-01 2.669922e+00,-1.412115e-01 -6.693631e-01 2.668540e+00,-1.414221e-01 -6.703667e-01 2.672540e+00,-1.399589e-01 -6.678632e-01 2.664595e+00,-1.430577e-01 -6.677824e-01 2.664308e+00,-1.456716e-01 -6.640812e-01 2.661834e+00,-1.409042e-01 -6.678573e-01 2.662540e+00
