3.569645e-02 -6.132308e-01 2.768018e+00,3.575172e-02 -6.131936e-01 2.767902e+00,3.525908e-02 -6.120741e-01 2.767712e+00,3.496448e-02 -6.123548e-01 2.767526e+00,3.436182e-02 -6.124510e-01 2.767205e+00,3.326556e-02 -6.122549e-01 2.767132e+00,3.128469e-02 -6.122380e-01 2.766852e+00,2.930744e-02 -6.121783e-01 2.766861e+00,2.766593e-02 -6.118649e-01 2.767243e+00,2.691644e-02 -6.110422e-01 2.767915e+00,2.721705e-02 -6.107985e-01 2.768207e+00,2.777428e-02 -6.107358e-01 2.768399e+00,2.927199e-02 -6.096391e-01 2.769941e+00,3.030891e-02 -6.088753e-01 2.770642e+00,3.656475e-02 -6.042320e-01 2.772696e+00,3.860980e-02 -6.003739e-01 2.773692e+00,3.829319e-02 -5.979746e-01 2.773736e+00,3.974928e-02 -5.973027e-01 2.773779e+00,3.971462e-02 -5.975480e-01 2.773555e+00,3.844804e-02 -5.955465e-01 2.773038e+00,3.534950e-02 -5.948775e-01 2.773410e+00,3.541496e-02 -5.953500e-01 2.772825e+00,3.212012e-02 -5.964446e-01 2.771519e+00,2.954946e-02 -5.958549e-01 2.769827e+00,2.835618e-02 -5.971507e-01 2.768172e+00,2.508618e-02 -6.007575e-01 2.767150e+00,2.174167e-02 -6.062170e-01 2.765229e+00,2.198544e-02 -6.064397e-01 2.764636e+00,2.300855e-02 -6.069303e-01 2.763700e+00,2.503182e-02 -6.090387e-01 2.761912e+00,2.687181e-02 -6.098390e-01 2.761528e+00,2.978467e-02 -6.106320e-01 2.760092e+00,3.102917e-02 -6.106027e-01 2.759604e+00,3.255032e-02 -6.107022e-01 2.759099e+00,3.503504e-02 -6.107713e-01 2.758171e+00,3.684311e-02 -6.111941e-01 2.757571e+00,3.865471e-02 -6.114407e-01 2.756943e+00,4.278310e-02 -6.124864e-01 2.757032e+00,4.428564e-02 -6.124967e-01 2.756578e+00,4.444398e-02 -6.126207e-01 2.756706e+00,4.480225e-02 -6.127300e-01 2.756961e+00,4.517666e-02 -6.131195e-01 2.757136e+00,4.541466e-02 -6.133666e-01 2.757272e+00,4.672285e-02 -6.140508e-01 2.758228e+00
2.202926e-01 -6.064219e-01 2.711696e+00,2.265176e-01 -6.065525e-01 2.715592e+00,2.287285e-01 -5.919726e-01 2.712285e+00,2.282867e-01 -5.709602e-01 2.713558e+00,2.494529e-01 -5.395887e-01 2.663980e+00,2.648244e-01 -5.710177e-01 2.610306e+00,3.090681e-01 -4.051083e-01 2.638992e+00,2.817429e-01 -2.497614e-01 2.646439e+00,2.699726e-01 -1.378375e-01 2.637374e+00,2.409634e-01 -1.781895e-02 2.608682e+00,2.242783e-01 3.758996e-02 2.580597e+00,2.090904e-01 8.731520e-02 2.542320e+00,1.809719e-01 2.301009e-01 2.481751e+00,1.711977e-01 2.619289e-01 2.439948e+00,1.578489e-01 2.926181e-01 2.382457e+00,1.547263e-01 2.739810e-01 2.366427e+00,1.501364e-01 2.609243e-01 2.347972e+00,1.413788e-01 2.484070e-01 2.335620e+00,1.392048e-01 2.419627e-01 2.334416e+00,1.430362e-01 2.150462e-01 2.335667e+00,1.461328e-01 2.002888e-01 2.331475e+00,1.492168e-01 1.839000e-01 2.325478e+00,1.607191e-01 1.221286e-01 2.336953e+00,1.656930e-01 8.945595e-02 2.339438e+00,1.800372e-01 8.062179e-03 2.358717e+00,1.855415e-01 -3.434236e-02 2.368296e+00,2.159984e-01 -1.569045e-01 2.417089e+00,2.231565e-01 -2.187488e-01 2.433233e+00,1.910381e-01 -2.808814e-01 2.344727e+00,2.432140e-01 -3.972358e-01 2.480961e+00,2.525477e-01 -4.532972e-01 2.507933e+00,2.473254e-01 -5.224466e-01 2.619690e+00,2.387134e-01 -5.459019e-01 2.650821e+00,2.393336e-01 -5.596185e-01 2.667696e+00,2.634437e-01 -6.113405e-01 2.685029e+00,2.692942e-01 -6.210990e-01 2.699710e+00,2.607412e-01 -5.994406e-01 2.730689e+00,2.612367e-01 -6.028655e-01 2.738411e+00,2.611967e-01 -6.060297e-01 2.740784e+00,2.597043e-01 -6.112347e-01 2.742104e+00,2.579874e-01 -6.126260e-01 2.742407e+00,2.526845e-01 -6.148022e-01 2.741724e+00,2.507277e-01 -6.154262e-01 2.740896e+00,2.463331e-01 -6.181741e-01 2.740201e+00
-3.107115e-02 -6.025162e-01 2.731499e+00,-3.099428e-02 -6.026110e-01 2.731280e+00,-3.189265e-02 -6.003119e-01 2.731141e+00,-3.227337e-02 -6.011416e-01 2.731028e+00,-3.287478e-02 -6.016710e-01 2.730554e+00,-3.380873e-02 -6.016984e-01 2.730397e+00,-3.573864e-02 -6.018945e-01 2.729817e+00,-3.748021e-02 -6.020455e-01 2.729142e+00,-3.894312e-02 -6.020067e-01 2.729181e+00,-4.012547e-02 -6.003948e-01 2.730550e+00,-3.968885e-02 -6.004414e-01 2.731168e+00,-3.853753e-02 -6.016150e-01 2.732492e+00,-3.630454e-02 -6.013625e-01 2.739285e+00,-3.530265e-02 -6.027743e-01 2.742240e+00,-2.916885e-02 -6.019230e-01 2.747076e+00,-2.742665e-02 -6.005689e-01 2.748838e+00,-2.751542e-02 -5.996208e-01 2.749568e+00,-2.588513e-02 -6.001936e-01 2.751573e+00,-2.599913e-02 -6.008325e-01 2.752103e+00,-2.648308e-02 -5.995342e-01 2.752504e+00,-2.850906e-02 -5.989283e-01 2.753146e+00,-2.859096e-02 -5.993671e-01 2.752830e+00,-3.216479e-02 -6.002403e-01 2.751170e+00,-3.709273e-02 -5.956090e-01 2.747813e+00,-3.813043e-02 -5.956506e-01 2.745491e+00,-4.080919e-02 -5.972990e-01 2.743548e+00,-4.407601e-02 -6.008540e-01 2.741113e+00,-4.384754e-02 -6.008872e-01 2.740411e+00,-4.279381e-02 -6.010388e-01 2.738860e+00,-4.087990e-02 -6.026350e-01 2.735683e+00,-3.929158e-02 -6.030506e-01 2.734858e+00,-3.650166e-02 -6.033809e-01 2.732345e+00,-3.515320e-02 -6.031204e-01 2.731270e+00,-3.386265e-02 -6.031765e-01 2.730598e+00,-3.151251e-02 -6.027337e-01 2.728443e+00,-2.961770e-02 -6.026481e-01 2.727173e+00,-2.808695e-02 -6.024302e-01 2.725326e+00,-2.453387e-02 -6.032084e-01 2.724839e+00,-2.304745e-02 -6.033919e-01 2.724051e+00,-2.295444e-02 -6.034079e-01 2.723902e+00,-2.272842e-02 -6.034247e-01 2.723961e+00,-2.240000e-02 -6.036674e-01 2.723926e+00,-2.216154e-02 -6.038992e-01 2.723950e+00,-2.087954e-02 -6.046970e-01 2.724451e+00
1.685813e-02 -9.298683e-01 2.749282e+00,1.684412e-02 -9.299383e-01 2.749190e+00,1.689335e-02 -9.297784e-01 2.749074e+00,1.659909e-02 -9.295106e-01 2.748917e+00,1.692861e-02 -9.287689e-01 2.748444e+00,1.695622e-02 -9.286832e-01 2.748395e+00,1.693455e-02 -9.287211e-01 2.748359e+00,1.758617e-02 -9.294340e-01 2.747850e+00,1.788640e-02 -9.283477e-01 2.746669e+00,1.793096e-02 -9.272588e-01 2.746763e+00,1.829493e-02 -9.277211e-01 2.747053e+00,1.903293e-02 -9.282911e-01 2.747367e+00,1.917686e-02 -9.255472e-01 2.747609e+00,2.009631e-02 -9.238861e-01 2.747572e+00,2.174553e-02 -9.231541e-01 2.747805e+00,2.276257e-02 -9.243833e-01 2.748444e+00,2.371239e-02 -9.256338e-01 2.748953e+00,3.395290e-02 -9.498053e-01 2.754386e+00,3.189969e-02 -9.425332e-01 2.752388e+00,3.066521e-02 -9.398624e-01 2.751762e+00,2.134206e-02 -9.167069e-01 2.744467e+00,2.105445e-02 -9.201348e-01 2.744711e+00,1.905694e-02 -9.169232e-01 2.744681e+00,1.904553e-02 -9.177685e-01 2.744524e+00,2.196738e-02 -9.363341e-01 2.746710e+00,2.187201e-02 -9.351253e-01 2.745804e+00,2.179849e-02 -9.346583e-01 2.745224e+00,2.156546e-02 -9.311643e-01 2.743044e+00,2.488229e-02 -9.349682e-01 2.743149e+00,2.418106e-02 -9.324986e-01 2.742044e+00,2.351331e-02 -9.318703e-01 2.742235e+00,2.321148e-02 -9.318751e-01 2.742980e+00,2.298176e-02 -9.314642e-01 2.743227e+00,2.317185e-02 -9.317005e-01 2.743643e+00,2.312644e-02 -9.314856e-01 2.743615e+00,2.310853e-02 -9.315013e-01 2.743521e+00,2.502347e-02 -9.343967e-01 2.743870e+00,2.515452e-02 -9.341191e-01 2.743836e+00,2.520935e-02 -9.329271e-01 2.743058e+00,2.519388e-02 -9.315332e-01 2.742537e+00,2.528384e-02 -9.313124e-01 2.742599e+00,2.519334e-02 -9.310313e-01 2.742773e+00,2.536259e-02 -9.302573e-01 2.742611e+00,2.547784e-02 -9.300487e-01 2.742895e+00
-6.929385e-04 -1.217318e+00 2.760589e+00,-8.432133e-04 -1.216977e+00 2.760823e+00,-1.284817e-03 -1.217212e+00 2.762461e+00,-1.371238e-03 -1.217283e+00 2.762392e+00,-1.154586e-03 -1.217295e+00 2.762602e+00,-8.648066e-04 -1.217550e+00 2.760833e+00,-6.521815e-04 -1.217554e+00 2.760851e+00,-1.585150e-03 -1.217742e+00 2.760900e+00,-1.369869e-03 -1.217964e+00 2.760691e+00,-1.077065e-03 -1.217711e+00 2.761020e+00,-1.630569e-03 -1.217820e+00 2.760562e+00,-1.371837e-03 -1.217879e+00 2.760456e+00,-1.130297e-03 -1.217940e+00 2.760929e+00,-8.002180e-05 -1.218037e+00 2.761245e+00,-2.461059e-05 -1.218181e+00 2.761381e+00,-6.824043e-05 -1.218324e+00 2.761482e+00,3.074465e-04 -1.218061e+00 2.761638e+00,4.517004e-04 -1.219023e+00 2.760153e+00,4.169445e-04 -1.219010e+00 2.760182e+00,-3.039598e-03 -1.230313e+00 2.747729e+00,-2.425357e-03 -1.224897e+00 2.751956e+00,-8.646572e-04 -1.221223e+00 2.755599e+00,-1.601387e-04 -1.220901e+00 2.757964e+00,-5.132100e-04 -1.220438e+00 2.758094e+00,-8.072898e-04 -1.219574e+00 2.758908e+00,-6.427883e-04 -1.219449e+00 2.758925e+00,-1.321777e-03 -1.219189e+00 2.758964e+00,-1.313270e-03 -1.219064e+00 2.758664e+00,-1.350112e-03 -1.219047e+00 2.758610e+00,2.035765e-03 -1.216181e+00 2.761219e+00,2.333539e-03 -1.216234e+00 2.761939e+00,2.739226e-03 -1.216016e+00 2.762025e+00,2.662294e-03 -1.216093e+00 2.761981e+00,3.045964e-03 -1.216048e+00 2.762282e+00,3.325930e-03 -1.216088e+00 2.761992e+00,2.616348e-03 -1.221011e+00 2.757341e+00,3.370031e-03 -1.219156e+00 2.758630e+00,3.827576e-03 -1.218750e+00 2.758918e+00,3.732637e-03 -1.218670e+00 2.758672e+00,5.254284e-03 -1.218869e+00 2.757601e+00,4.888644e-03 -1.216710e+00 2.759358e+00,5.066960e-03 -1.216579e+00 2.759817e+00,5.042295e-03 -1.216326e+00 2.760101e+00,4.558099e-03 -1.216621e+00 2.760043e+00
1.116658e-02 -1.264470e+00 2.592323e+00,1.482151e-02 -1.268725e+00 2.597240e+00,1.553128e-02 -1.266779e+00 2.619510e+00,1.613332e-02 -1.266099e+00 2.617290e+00,1.532576e-02 -1.266328e+00 2.613695e+00,1.818277e-02 -1.266426e+00 2.607949e+00,1.903326e-02 -1.266848e+00 2.601326e+00,1.612873e-02 -1.265610e+00 2.608658e+00,1.434762e-02 -1.265619e+00 2.621280e+00,1.410039e-02 -1.265432e+00 2.620072e+00,1.482137e-02 -1.265714e+00 2.619693e+00,9.472652e-03 -1.265680e+00 2.615081e+00,1.710227e-02 -1.264935e+00 2.609561e+00,1.767949e-02 -1.264885e+00 2.608175e+00,1.307412e-02 -1.266054e+00 2.608145e+00,1.507302e-02 -1.265962e+00 2.609242e+00,1.532847e-02 -1.265857e+00 2.609410e+00,1.094175e-02 -1.265470e+00 2.610443e+00,1.514605e-02 -1.265524e+00 2.614839e+00,1.572419e-02 -1.264937e+00 2.614884e+00,1.754836e-02 -1.264433e+00 2.613205e+00,1.416485e-02 -1.264836e+00 2.608605e+00,1.716072e-02 -1.265016e+00 2.616148e+00,1.559099e-02 -1.264901e+00 2.620725e+00,1.505688e-02 -1.265025e+00 2.603788e+00,1.506504e-02 -1.265511e+00 2.608527e+00,1.684370e-02 -1.265953e+00 2.612041e+00,1.814414e-02 -1.265704e+00 2.610785e+00,-4.444481e-03 -1.267677e+00 2.603049e+00,1.403377e-02 -1.264887e+00 2.617226e+00,1.320264e-02 -1.265472e+00 2.615096e+00,1.821594e-02 -1.265712e+00 2.601077e+00,1.780929e-02 -1.265449e+00 2.604094e+00,1.900420e-02 -1.264713e+00 2.600806e+00,1.651677e-02 -1.265270e+00 2.601949e+00,1.997966e-02 -1.265882e+00 2.601846e+00,2.150782e-02 -1.265805e+00 2.602126e+00,1.842045e-02 -1.265491e+00 2.604091e+00,1.969329e-02 -1.265205e+00 2.605596e+00,2.035520e-02 -1.265150e+00 2.611206e+00,1.672353e-02 -1.264475e+00 2.601447e+00,1.809356e-02 -1.265329e+00 2.605135e+00,1.984176e-02 -1.264824e+00 2.609401e+00,1.740328e-02 -1.264188e+00 2.606603e+00
1.016253e-01 -6.081960e-01 2.736884e+00,1.016703e-01 -6.081103e-01 2.736846e+00,1.015048e-01 -6.079063e-01 2.736757e+00,1.012125e-01 -6.079809e-01 2.736524e+00,1.005533e-01 -6.078323e-01 2.736350e+00,9.934489e-02 -6.074714e-01 2.736441e+00,9.737200e-02 -6.073399e-01 2.736518e+00,9.498295e-02 -6.071537e-01 2.737404e+00,9.328569e-02 -6.066121e-01 2.738183e+00,9.287181e-02 -6.063513e-01 2.738395e+00,9.320384e-02 -6.058182e-01 2.738479e+00,9.403976e-02 -6.047367e-01 2.737931e+00,9.576350e-02 -6.024271e-01 2.736533e+00,9.792442e-02 -5.980521e-01 2.734593e+00,1.032143e-01 -5.901015e-01 2.732348e+00,1.049213e-01 -5.832479e-01 2.731629e+00,1.039169e-01 -5.794116e-01 2.730298e+00,1.057065e-01 -5.783932e-01 2.728314e+00,1.054732e-01 -5.788889e-01 2.726568e+00,1.028351e-01 -5.762976e-01 2.725198e+00,9.823410e-02 -5.758225e-01 2.725524e+00,9.851549e-02 -5.763884e-01 2.724737e+00,9.555010e-02 -5.778405e-01 2.724076e+00,9.380942e-02 -5.795738e-01 2.723084e+00,9.265016e-02 -5.836133e-01 2.722281e+00,8.898684e-02 -5.904030e-01 2.723090e+00,8.636241e-02 -5.973539e-01 2.722098e+00,8.671435e-02 -5.977129e-01 2.721583e+00,8.793214e-02 -5.984844e-01 2.721095e+00,9.040266e-02 -6.012075e-01 2.720485e+00,9.257295e-02 -6.023521e-01 2.720721e+00,9.559946e-02 -6.034362e-01 2.720362e+00,9.677904e-02 -6.035331e-01 2.720380e+00,9.841420e-02 -6.036193e-01 2.720152e+00,1.012403e-01 -6.041056e-01 2.720347e+00,1.029955e-01 -6.049965e-01 2.720407e+00,1.051395e-01 -6.056743e-01 2.720641e+00,1.095254e-01 -6.069479e-01 2.721643e+00,1.108846e-01 -6.067523e-01 2.721628e+00,1.112631e-01 -6.071286e-01 2.722543e+00,1.117053e-01 -6.073535e-01 2.723079e+00,1.120309e-01 -6.078926e-01 2.723511e+00,1.122234e-01 -6.081251e-01 2.723746e+00,1.134494e-01 -6.086320e-01 2.725176e+00
3.322146e-02 -9.305934e-01 2.751806e+00,3.310666e-02 -9.305767e-01 2.751651e+00,3.315995e-02 -9.303887e-01 2.751475e+00,3.306561e-02 -9.302784e-01 2.751463e+00,3.316578e-02 -9.301494e-01 2.751559e+00,3.308209e-02 -9.301558e-01 2.751546e+00,3.026112e-02 -9.355310e-01 2.752104e+00,3.085225e-02 -9.339626e-01 2.751163e+00,3.025924e-02 -9.330748e-01 2.750473e+00,3.012194e-02 -9.313419e-01 2.750333e+00,3.003149e-02 -9.310070e-01 2.750412e+00,3.022830e-02 -9.308516e-01 2.750473e+00,3.018765e-02 -9.310112e-01 2.750632e+00,3.024278e-02 -9.311255e-01 2.750799e+00,3.223981e-02 -9.305298e-01 2.750926e+00,3.334833e-02 -9.301978e-01 2.750978e+00,4.550399e-02 -8.959293e-01 2.742991e+00,4.628475e-02 -8.956734e-01 2.742925e+00,4.092697e-02 -9.183920e-01 2.747303e+00,3.560790e-02 -9.298663e-01 2.748439e+00,3.583464e-02 -9.298974e-01 2.748498e+00,3.652586e-02 -9.284597e-01 2.747532e+00,4.111547e-02 -9.175630e-01 2.744091e+00,4.073653e-02 -9.176499e-01 2.743848e+00,3.789565e-02 -9.213443e-01 2.744129e+00,3.614321e-02 -9.266247e-01 2.743890e+00,3.587789e-02 -9.285049e-01 2.743691e+00,3.593864e-02 -9.286168e-01 2.743558e+00,3.639747e-02 -9.282077e-01 2.743546e+00,3.662049e-02 -9.298490e-01 2.743872e+00,3.722412e-02 -9.298469e-01 2.744291e+00,3.833915e-02 -9.294520e-01 2.744955e+00,3.878735e-02 -9.294901e-01 2.745194e+00,3.931136e-02 -9.292539e-01 2.745434e+00,3.968137e-02 -9.289712e-01 2.745430e+00,3.986133e-02 -9.284974e-01 2.744972e+00,4.101229e-02 -9.281640e-01 2.745060e+00,4.143464e-02 -9.276040e-01 2.745102e+00,4.232366e-02 -9.291304e-01 2.744980e+00,4.253438e-02 -9.290507e-01 2.745046e+00,4.297278e-02 -9.285823e-01 2.745086e+00,4.420836e-02 -9.277566e-01 2.745332e+00,4.338618e-02 -9.299063e-01 2.745755e+00,4.287595e-02 -9.312162e-01 2.746374e+00
4.812754e-02 -1.216474e+00 2.764515e+00,4.809161e-02 -1.216644e+00 2.764243e+00,4.796898e-02 -1.216769e+00 2.764605e+00,4.792692e-02 -1.216381e+00 2.764832e+00,4.760583e-02 -1.217171e+00 2.763469e+00,4.768757e-02 -1.219115e+00 2.761548e+00,4.775066e-02 -1.219186e+00 2.761621e+00,4.819832e-02 -1.216718e+00 2.763725e+00,4.675465e-02 -1.216433e+00 2.763893e+00,4.660236e-02 -1.217821e+00 2.762354e+00,4.668312e-02 -1.217905e+00 2.761812e+00,4.677934e-02 -1.217136e+00 2.762574e+00,4.739140e-02 -1.219480e+00 2.760370e+00,4.757670e-02 -1.220216e+00 2.759622e+00,4.838613e-02 -1.220594e+00 2.758969e+00,4.859351e-02 -1.221043e+00 2.758542e+00,5.048894e-02 -1.217343e+00 2.761944e+00,5.060821e-02 -1.216737e+00 2.762265e+00,5.143396e-02 -1.214165e+00 2.762924e+00,5.056562e-02 -1.217094e+00 2.760229e+00,5.076860e-02 -1.217198e+00 2.760154e+00,5.124749e-02 -1.218086e+00 2.758371e+00,5.125112e-02 -1.218395e+00 2.758511e+00,5.122674e-02 -1.218344e+00 2.758291e+00,5.026890e-02 -1.215969e+00 2.761051e+00,5.019551e-02 -1.215627e+00 2.761466e+00,5.022068e-02 -1.211024e+00 2.763696e+00,4.976147e-02 -1.212565e+00 2.762378e+00,4.915145e-02 -1.213188e+00 2.761587e+00,4.898346e-02 -1.213200e+00 2.763489e+00,4.905923e-02 -1.212804e+00 2.764652e+00,4.919769e-02 -1.215587e+00 2.762903e+00,4.901812e-02 -1.215894e+00 2.762521e+00,4.951464e-02 -1.216361e+00 2.762096e+00,5.050959e-02 -1.215819e+00 2.762844e+00,5.031497e-02 -1.215985e+00 2.762506e+00,5.112589e-02 -1.215980e+00 2.762134e+00,5.106364e-02 -1.216064e+00 2.763065e+00,5.148160e-02 -1.215597e+00 2.763386e+00,5.183840e-02 -1.215604e+00 2.762821e+00,5.245849e-02 -1.215458e+00 2.763731e+00,5.267839e-02 -1.215187e+00 2.764206e+00,5.266216e-02 -1.215172e+00 2.764175e+00,5.327817e-02 -1.214374e+00 2.764608e+00
4.876702e-02 -1.264306e+00 2.596026e+00,4.747146e-02 -1.264753e+00 2.598865e+00,5.188975e-02 -1.266456e+00 2.623279e+00,5.076995e-02 -1.263881e+00 2.616423e+00,5.241764e-02 -1.264906e+00 2.613897e+00,5.320194e-02 -1.264634e+00 2.611605e+00,4.707901e-02 -1.264640e+00 2.606889e+00,3.875946e-02 -1.258062e+00 2.592784e+00,4.194710e-02 -1.265479e+00 2.612734e+00,4.133894e-02 -1.265510e+00 2.611384e+00,4.119403e-02 -1.265926e+00 2.609408e+00,4.081749e-02 -1.264408e+00 2.593926e+00,4.290469e-02 -1.265383e+00 2.593699e+00,4.312552e-02 -1.265815e+00 2.592907e+00,4.421837e-02 -1.267199e+00 2.601823e+00,4.574655e-02 -1.266520e+00 2.610981e+00,4.419801e-02 -1.266312e+00 2.608799e+00,4.410138e-02 -1.266958e+00 2.610830e+00,4.458901e-02 -1.266883e+00 2.612991e+00,4.498535e-02 -1.266538e+00 2.609799e+00,4.577534e-02 -1.266308e+00 2.606745e+00,4.616883e-02 -1.266337e+00 2.607000e+00,5.060095e-02 -1.268261e+00 2.607062e+00,5.001215e-02 -1.267951e+00 2.606875e+00,4.124864e-02 -1.266176e+00 2.595186e+00,4.149003e-02 -1.266219e+00 2.595632e+00,4.512192e-02 -1.267420e+00 2.607128e+00,4.787874e-02 -1.266982e+00 2.608152e+00,4.700356e-02 -1.266916e+00 2.609384e+00,4.419491e-02 -1.266082e+00 2.616301e+00,4.607032e-02 -1.265923e+00 2.622039e+00,5.172326e-02 -1.263702e+00 2.611325e+00,5.111143e-02 -1.263407e+00 2.612196e+00,5.118519e-02 -1.263531e+00 2.612257e+00,4.694398e-02 -1.264881e+00 2.609180e+00,4.804355e-02 -1.265441e+00 2.614327e+00,5.027269e-02 -1.263726e+00 2.613043e+00,5.014671e-02 -1.263666e+00 2.612942e+00,5.175541e-02 -1.263835e+00 2.611273e+00,4.867027e-02 -1.264451e+00 2.618410e+00,4.881660e-02 -1.264465e+00 2.618172e+00,5.157131e-02 -1.264162e+00 2.609276e+00,5.256135e-02 -1.264953e+00 2.614372e+00,5.248768e-02 -1.264284e+00 2.604622e+00
4.964885e-02 -1.107912e-01 2.782529e+00,4.881712e-02 -1.110870e-01 2.782510e+00,4.775355e-02 -1.108395e-01 2.783021e+00,4.696884e-02 -1.111616e-01 2.782938e+00,4.627053e-02 -1.111164e-01 2.782848e+00,4.550091e-02 -1.110262e-01 2.782804e+00,4.534514e-02 -1.110232e-01 2.782666e+00,4.420115e-02 -1.105144e-01 2.782636e+00,4.391999e-02 -1.102115e-01 2.782646e+00,4.134209e-02 -1.095983e-01 2.784206e+00,4.067561e-02 -1.091744e-01 2.785065e+00,3.881579e-02 -1.086745e-01 2.785312e+00,3.670420e-02 -1.086556e-01 2.785264e+00,3.616810e-02 -1.080711e-01 2.785248e+00,3.435984e-02 -1.085330e-01 2.784748e+00,3.395386e-02 -1.077160e-01 2.784357e+00,3.273842e-02 -1.065527e-01 2.783860e+00,3.006268e-02 -1.049516e-01 2.782175e+00,2.938960e-02 -1.050150e-01 2.781285e+00,2.860318e-02 -1.055367e-01 2.780810e+00,2.848251e-02 -1.056727e-01 2.780635e+00,2.844734e-02 -1.059311e-01 2.780537e+00,2.946886e-02 -1.052492e-01 2.779907e+00,3.022874e-02 -1.050758e-01 2.779771e+00,3.124618e-02 -1.042528e-01 2.779225e+00,3.122322e-02 -1.045369e-01 2.779197e+00,3.155008e-02 -1.057377e-01 2.778748e+00,3.250613e-02 -1.059446e-01 2.777835e+00,3.335231e-02 -1.059120e-01 2.777408e+00,3.798115e-02 -1.077072e-01 2.774581e+00,4.004902e-02 -1.087073e-01 2.773891e+00,4.529876e-02 -1.094726e-01 2.772265e+00,4.535935e-02 -1.091376e-01 2.772376e+00,4.716175e-02 -1.085026e-01 2.771763e+00,5.304303e-02 -1.090809e-01 2.770334e+00,5.467663e-02 -1.091049e-01 2.770107e+00,5.591634e-02 -1.100671e-01 2.769435e+00,5.682639e-02 -1.105815e-01 2.769421e+00,5.873353e-02 -1.109862e-01 2.769022e+00,5.940334e-02 -1.110927e-01 2.768946e+00,6.007631e-02 -1.112607e-01 2.768822e+00,6.024347e-02 -1.115020e-01 2.768924e+00,6.046761e-02 -1.118837e-01 2.768979e+00,6.052806e-02 -1.118396e-01 2.768974e+00
-1.348553e-01 -6.645638e-01 2.657975e+00,-1.395094e-01 -6.617252e-01 2.656463e+00,-1.350466e-01 -6.655165e-01 2.661774e+00,-1.384683e-01 -6.642569e-01 2.662508e+00,-1.349359e-01 -6.649137e-01 2.659374e+00,-1.399478e-01 -6.623423e-01 2.662050e+00,-1.149065e-01 -6.665634e-01 2.658842e+00,-1.268198e-01 -6.640992e-01 2.672256e+00,-1.295294e-01 -6.627402e-01 2.672314e+00,-1.335060e-01 -6.621047e-01 2.671718e+00,-1.310293e-01 -6.641427e-01 2.658840e+00,-1.384105e-01 -6.633556e-01 2.646169e+00,-1.176538e-01 -6.654310e-01 2.657508e+00,-1.309670e-01 -6.623467e-01 2.650745e+00,-1.295340e-01 -6.725756e-01 2.652663e+00,-1.186909e-01 -6.786159e-01 2.652825e+00,-1.247489e-01 -6.758315e-01 2.663981e+00,-1.245592e-01 -6.720679e-01 2.674392e+00,-1.423114e-01 -6.701401e-01 2.669596e+00,-1.319143e-01 -6.728854e-01 2.679334e+00,-1.455263e-01 -6.724382e-01 2.680834e+00,-1.388091e-01 -6.743152e-01 2.685966e+00,-1.535152e-01 -6.730441e-01 2.680365e+00,-1.401127e-01 -6.717007e-01 2.684297e+00,-1.419380e-01 -6.718682e-01 2.682169e+00,-1.437486e-01 -6.709315e-01 2.676883e+00,-1.409553e-01 -6.681374e-01 2.663668e+00,-1.412780e-01 -6.696430e-01 2.669668e+00,-1.409529e-01 -6.681380e-01 2.663668e+00,-1.358083e-01 -6.678246e-01 2.664455e+00,-1.393662e-01 -6.679797e-01 2.664612e+00,-1.391832e-01 -6.670322e-01 2.660834e+00,-1.371537e-01 -6.673664e-01 2.660568e+00,-1.370802e-01 -6.670432e-01 2.659268e+00,-1.334280e-01 -6.668327e-01 2.658418e+00,-1.281275e-01 -6.656977e-01 2.655884e+00,-1.116337e-01 -6.720744e-01 2.657666e+00,-1.116231e-01 -6.726867e-01 2.657721e+00,-1.074801e-01 -6.711349e-01 2.654722e+00,-1.181341e-01 -6.679297e-01 2.656969e+00,-1.181511e-01 -6.672263e-01 2.655987e+00,-1.174833e-01 -6.691548e-01 2.663023e+00,-1.182029e-01 -6.675694e-01 2.657350e+00,-1.141733e-01 -6.728477e-01 2.666201e+00
