4.628817e-02 -6.153275e-01 2.762760e+00,4.611839e-02 -6.151901e-01 2.762812e+00,4.531144e-02 -6.150491e-01 2.763124e+00,4.482578e-02 -6.151466e-01 2.763282e+00,4.363894e-02 -6.147243e-01 2.763067e+00,4.064861e-02 -6.142548e-01 2.763597e+00,3.934785e-02 -6.147761e-01 2.763797e+00,3.686676e-02 -6.129212e-01 2.764047e+00,3.580519e-02 -6.129888e-01 2.763973e+00,3.435026e-02 -6.130014e-01 2.763740e+00,3.113731e-02 -6.134395e-01 2.763506e+00,2.883137e-02 -6.121662e-01 2.763631e+00,2.691326e-02 -6.123453e-01 2.763779e+00,2.672110e-02 -6.122940e-01 2.763772e+00,2.667026e-02 -6.121004e-01 2.763998e+00,2.421152e-02 -6.097972e-01 2.764685e+00,2.355597e-02 -6.080962e-01 2.765065e+00,2.339454e-02 -6.047342e-01 2.766219e+00,2.517325e-02 -6.001409e-01 2.767613e+00,2.593369e-02 -5.963150e-01 2.769219e+00,2.918521e-02 -5.939094e-01 2.769376e+00,2.932789e-02 -5.939031e-01 2.769503e+00,2.988527e-02 -5.892927e-01 2.768874e+00,2.982923e-02 -5.869278e-01 2.768430e+00,2.839309e-02 -5.843610e-01 2.767668e+00,2.732881e-02 -5.852074e-01 2.767019e+00,2.756134e-02 -5.868655e-01 2.766531e+00,2.667229e-02 -5.917980e-01 2.765954e+00,2.467480e-02 -5.948043e-01 2.765984e+00,2.111731e-02 -6.063640e-01 2.764924e+00,1.781482e-02 -6.150233e-01 2.765141e+00,1.805723e-02 -6.130131e-01 2.764442e+00,1.850438e-02 -6.120121e-01 2.763628e+00,1.853749e-02 -6.120106e-01 2.763595e+00,2.077405e-02 -6.104347e-01 2.762531e+00,2.212253e-02 -6.113409e-01 2.761826e+00,2.434289e-02 -6.117569e-01 2.760956e+00,2.602161e-02 -6.124289e-01 2.760404e+00,2.613077e-02 -6.124898e-01 2.760379e+00,2.892641e-02 -6.125987e-01 2.760038e+00,3.095026e-02 -6.127806e-01 2.759995e+00,3.217249e-02 -6.130608e-01 2.759639e+00,3.727834e-02 -6.142526e-01 2.760470e+00,3.768534e-02 -6.141946e-01 2.760602e+00,3.859686e-02 -6.143503e-01 2.760357e+00,3.914631e-02 -6.141974e-01 2.760388e+00
2.245205e-01 -6.227260e-01 2.721128e+00,2.240538e-01 -6.199977e-01 2.720162e+00,2.310757e-01 -6.161833e-01 2.724958e+00,2.305131e-01 -6.115724e-01 2.721402e+00,2.317282e-01 -6.071215e-01 2.715844e+00,2.328543e-01 -5.907068e-01 2.711183e+00,2.327361e-01 -5.789881e-01 2.706825e+00,1.923185e-01 -5.883624e-01 2.692024e+00,1.829820e-01 -5.807999e-01 2.684038e+00,2.881255e-01 -5.064374e-01 2.595599e+00,2.821121e-01 -3.700631e-01 2.602809e+00,2.843484e-01 -2.935666e-01 2.603493e+00,2.744401e-01 -1.563557e-01 2.605050e+00,2.614281e-01 -1.055776e-01 2.604313e+00,2.474829e-01 -6.916375e-02 2.593277e+00,2.185047e-01 2.507853e-02 2.555962e+00,2.022887e-01 7.650001e-02 2.529286e+00,1.724231e-01 1.901952e-01 2.481301e+00,1.574241e-01 2.229975e-01 2.445054e+00,1.426308e-01 2.518888e-01 2.411503e+00,1.252855e-01 2.283536e-01 2.358875e+00,1.206371e-01 2.211248e-01 2.338847e+00,1.086712e-01 2.058349e-01 2.317686e+00,1.034210e-01 1.943181e-01 2.313865e+00,1.002339e-01 1.835700e-01 2.306058e+00,1.029411e-01 1.446352e-01 2.307061e+00,1.051795e-01 1.258526e-01 2.310385e+00,1.170630e-01 7.072914e-02 2.331524e+00,1.256393e-01 3.797831e-02 2.347640e+00,1.454640e-01 -4.222023e-02 2.373450e+00,1.843283e-01 -1.721537e-01 2.422105e+00,2.052263e-01 -2.857440e-01 2.431902e+00,2.273950e-01 -4.166194e-01 2.503818e+00,2.321266e-01 -4.856333e-01 2.515449e+00,2.351913e-01 -5.336384e-01 2.551875e+00,2.242558e-01 -5.694578e-01 2.658350e+00,2.381211e-01 -5.814665e-01 2.680346e+00,2.408114e-01 -6.017461e-01 2.714846e+00,2.409554e-01 -6.052046e-01 2.724736e+00,2.417786e-01 -6.064921e-01 2.732222e+00,2.385952e-01 -6.099820e-01 2.745081e+00,2.356022e-01 -6.151038e-01 2.746497e+00,2.339320e-01 -6.163204e-01 2.746191e+00,2.295420e-01 -6.409407e-01 2.741348e+00,2.278598e-01 -6.191338e-01 2.738374e+00,2.281657e-01 -6.195939e-01 2.738026e+00
-2.073386e-02 -6.060354e-01 2.727221e+00,-2.094638e-02 -6.059121e-01 2.727351e+00,-2.172558e-02 -6.058156e-01 2.727603e+00,-2.220217e-02 -6.059024e-01 2.727761e+00,-2.325432e-02 -6.055218e-01 2.727847e+00,-2.623018e-02 -6.050349e-01 2.728314e+00,-2.796630e-02 -6.064062e-01 2.728588e+00,-3.089302e-02 -6.029628e-01 2.728846e+00,-3.178743e-02 -6.031908e-01 2.728882e+00,-3.304036e-02 -6.034645e-01 2.728783e+00,-3.605953e-02 -6.041147e-01 2.728260e+00,-3.920789e-02 -6.013155e-01 2.728315e+00,-4.064823e-02 -6.019812e-01 2.728450e+00,-4.078449e-02 -6.020694e-01 2.728451e+00,-4.077120e-02 -6.020803e-01 2.728765e+00,-4.380963e-02 -5.982046e-01 2.730701e+00,-4.452040e-02 -5.967931e-01 2.732377e+00,-4.438765e-02 -5.916687e-01 2.737892e+00,-4.124330e-02 -5.850207e-01 2.741627e+00,-4.028000e-02 -5.806337e-01 2.744572e+00,-3.725576e-02 -5.793492e-01 2.745545e+00,-3.693776e-02 -5.795500e-01 2.746037e+00,-3.680709e-02 -5.794676e-01 2.746281e+00,-3.672918e-02 -5.787421e-01 2.746277e+00,-3.774317e-02 -5.771986e-01 2.746193e+00,-3.903140e-02 -5.784326e-01 2.745931e+00,-3.893375e-02 -5.804027e-01 2.745977e+00,-4.027274e-02 -5.855854e-01 2.745129e+00,-4.287529e-02 -5.882555e-01 2.744519e+00,-4.573580e-02 -5.990845e-01 2.743624e+00,-4.881150e-02 -6.088593e-01 2.744797e+00,-4.838840e-02 -6.041286e-01 2.743505e+00,-4.793916e-02 -6.014773e-01 2.741306e+00,-4.794551e-02 -6.013563e-01 2.740886e+00,-4.571271e-02 -5.994300e-01 2.739733e+00,-4.380266e-02 -6.018465e-01 2.737297e+00,-4.144218e-02 -6.027429e-01 2.735267e+00,-3.983246e-02 -6.036922e-01 2.733524e+00,-3.972352e-02 -6.038003e-01 2.733292e+00,-3.716192e-02 -6.041803e-01 2.732137e+00,-3.512904e-02 -6.044356e-01 2.730589e+00,-3.400951e-02 -6.047427e-01 2.729681e+00,-2.937008e-02 -6.060292e-01 2.728749e+00,-2.896599e-02 -6.059234e-01 2.728621e+00,-2.799908e-02 -6.059585e-01 2.727910e+00,-2.748067e-02 -6.057456e-01 2.727709e+00
1.933601e-02 -9.301769e-01 2.745068e+00,1.862349e-02 -9.296796e-01 2.745113e+00,1.807913e-02 -9.295740e-01 2.745154e+00,1.772146e-02 -9.292654e-01 2.745179e+00,1.754614e-02 -9.289096e-01 2.745021e+00,1.681631e-02 -9.285681e-01 2.744832e+00,1.693959e-02 -9.282031e-01 2.744884e+00,1.680158e-02 -9.271490e-01 2.744137e+00,1.657135e-02 -9.270478e-01 2.743923e+00,1.657237e-02 -9.270514e-01 2.743917e+00,1.631660e-02 -9.269440e-01 2.743736e+00,1.603384e-02 -9.261445e-01 2.743440e+00,1.918131e-02 -9.329432e-01 2.744872e+00,1.898737e-02 -9.321744e-01 2.744691e+00,1.917811e-02 -9.316730e-01 2.744560e+00,1.885993e-02 -9.300367e-01 2.744587e+00,1.880943e-02 -9.296806e-01 2.744489e+00,1.887517e-02 -9.293241e-01 2.744447e+00,1.575973e-02 -9.106703e-01 2.740277e+00,1.791503e-02 -9.183048e-01 2.743169e+00,1.778481e-02 -9.171847e-01 2.742691e+00,1.797085e-02 -9.180390e-01 2.743066e+00,1.954998e-02 -9.218860e-01 2.744354e+00,1.973316e-02 -9.221804e-01 2.744442e+00,2.636780e-02 -9.402159e-01 2.748630e+00,2.430980e-02 -9.347951e-01 2.747715e+00,2.394998e-02 -9.334584e-01 2.747325e+00,2.331618e-02 -9.309911e-01 2.746448e+00,2.309654e-02 -9.303651e-01 2.746080e+00,2.281876e-02 -9.308035e-01 2.745786e+00,2.436670e-02 -9.423409e-01 2.747699e+00,2.257184e-02 -9.389855e-01 2.747307e+00,2.065938e-02 -9.360178e-01 2.747320e+00,1.862583e-02 -9.347355e-01 2.748204e+00,1.814481e-02 -9.343579e-01 2.748109e+00,1.695187e-02 -9.330827e-01 2.747603e+00,1.648769e-02 -9.328115e-01 2.747098e+00,1.631341e-02 -9.321788e-01 2.746930e+00,1.626744e-02 -9.320850e-01 2.746852e+00,1.646130e-02 -9.316720e-01 2.746162e+00,1.653159e-02 -9.293146e-01 2.743591e+00,1.715278e-02 -9.290649e-01 2.743063e+00,1.748667e-02 -9.282447e-01 2.741747e+00,1.786267e-02 -9.275513e-01 2.740272e+00,1.726099e-02 -9.267862e-01 2.738016e+00,1.725502e-02 -9.264935e-01 2.737567e+00
7.111434e-04 -1.216270e+00 2.762565e+00,-9.657674e-04 -1.214456e+00 2.764104e+00,-1.451910e-04 -1.214226e+00 2.764272e+00,-3.020148e-04 -1.215041e+00 2.764368e+00,-3.326854e-04 -1.215028e+00 2.764326e+00,5.948526e-04 -1.215261e+00 2.764595e+00,-4.121155e-04 -1.215334e+00 2.763241e+00,-1.452978e-03 -1.215595e+00 2.763091e+00,-7.696104e-04 -1.215835e+00 2.763088e+00,-6.406716e-04 -1.215952e+00 2.762958e+00,-1.077771e-03 -1.213809e+00 2.762686e+00,-1.059199e-03 -1.214739e+00 2.762468e+00,-9.183558e-04 -1.215207e+00 2.762423e+00,-1.138804e-03 -1.215395e+00 2.762321e+00,-1.015864e-03 -1.215344e+00 2.762502e+00,-2.100799e-03 -1.215809e+00 2.762217e+00,-2.179032e-03 -1.215756e+00 2.762167e+00,-2.311009e-03 -1.216030e+00 2.762043e+00,-2.295782e-03 -1.216090e+00 2.762082e+00,-2.391638e-03 -1.216699e+00 2.761972e+00,-2.196403e-03 -1.216966e+00 2.762405e+00,-2.137868e-03 -1.217115e+00 2.762443e+00,-1.983030e-03 -1.217114e+00 2.762169e+00,-1.721447e-03 -1.217430e+00 2.762071e+00,-1.345948e-03 -1.217533e+00 2.762160e+00,-4.503269e-04 -1.217682e+00 2.762543e+00,-4.819409e-04 -1.217479e+00 2.762447e+00,-1.149120e-03 -1.218690e+00 2.761591e+00,-1.238852e-03 -1.218580e+00 2.761566e+00,-1.127386e-03 -1.218297e+00 2.761664e+00,-2.244985e-02 -1.248315e+00 2.726738e+00,-1.185572e-03 -1.220002e+00 2.760542e+00,3.022645e-04 -1.217934e+00 2.761679e+00,-1.701050e-02 -1.242695e+00 2.733659e+00,5.558622e-03 -1.209704e+00 2.767013e+00,4.704533e-03 -1.211594e+00 2.764788e+00,3.687871e-03 -1.212124e+00 2.763818e+00,3.740198e-03 -1.212811e+00 2.763320e+00,3.635644e-03 -1.213156e+00 2.763122e+00,3.374646e-03 -1.213608e+00 2.763116e+00,1.495703e-03 -1.213336e+00 2.763010e+00,1.078940e-03 -1.213834e+00 2.762789e+00,1.777086e-03 -1.214624e+00 2.761912e+00,1.719841e-03 -1.214663e+00 2.761881e+00,2.703123e-03 -1.215693e+00 2.761766e+00,2.612381e-03 -1.215906e+00 2.762351e+00
1.970179e-02 -1.264472e+00 2.608885e+00,1.501804e-02 -1.264529e+00 2.610913e+00,1.561847e-02 -1.264647e+00 2.624243e+00,1.796059e-02 -1.265355e+00 2.618145e+00,1.798918e-02 -1.261815e+00 2.595999e+00,2.136441e-02 -1.265169e+00 2.605245e+00,2.085028e-02 -1.265066e+00 2.603355e+00,1.712761e-02 -1.265530e+00 2.611695e+00,1.456290e-02 -1.265254e+00 2.615860e+00,1.718813e-02 -1.265092e+00 2.618310e+00,1.739613e-02 -1.264792e+00 2.619412e+00,1.704338e-02 -1.264779e+00 2.619211e+00,1.468210e-02 -1.264872e+00 2.624532e+00,3.565295e-02 -1.264457e+00 2.598654e+00,1.699121e-02 -1.265237e+00 2.595395e+00,1.664345e-02 -1.265122e+00 2.618124e+00,1.798995e-02 -1.265412e+00 2.619475e+00,-3.751717e-02 -1.261984e+00 2.596663e+00,9.490967e-03 -1.265625e+00 2.628906e+00,1.691514e-02 -1.266155e+00 2.616179e+00,1.637156e-02 -1.265590e+00 2.617394e+00,1.601079e-02 -1.265595e+00 2.618602e+00,8.719199e-03 -1.264307e+00 2.603638e+00,8.681807e-03 -1.264348e+00 2.602921e+00,9.977262e-03 -1.264418e+00 2.605353e+00,1.403129e-02 -1.264514e+00 2.609802e+00,1.293462e-02 -1.264566e+00 2.617182e+00,1.425017e-02 -1.264729e+00 2.616187e+00,1.446821e-02 -1.265069e+00 2.617789e+00,1.564537e-02 -1.264267e+00 2.620328e+00,2.497122e-02 -1.271386e+00 2.601977e+00,1.095782e-02 -1.264745e+00 2.618969e+00,1.820707e-02 -1.264472e+00 2.619617e+00,2.371460e-02 -1.267200e+00 2.606364e+00,2.827843e-02 -1.263694e+00 2.602934e+00,2.795156e-02 -1.264778e+00 2.600418e+00,2.713823e-02 -1.265182e+00 2.599990e+00,2.049276e-02 -1.265415e+00 2.606482e+00,1.793099e-02 -1.267068e+00 2.599015e+00,1.828790e-02 -1.265466e+00 2.596850e+00,1.814920e-02 -1.265629e+00 2.597153e+00,1.442947e-02 -1.266371e+00 2.611087e+00,1.748389e-02 -1.265903e+00 2.606475e+00,1.537980e-02 -1.266496e+00 2.612337e+00,1.618930e-02 -1.266138e+00 2.611315e+00,1.805714e-02 -1.265983e+00 2.615430e+00
1.121943e-01 -6.096179e-01 2.731671e+00,1.120488e-01 -6.094623e-01 2.731630e+00,1.112486e-01 -6.092955e-01 2.731934e+00,1.107730e-01 -6.094068e-01 2.732058e+00,1.093835e-01 -6.089286e-01 2.731408e+00,1.065052e-01 -6.085204e-01 2.731936e+00,1.054843e-01 -6.084806e-01 2.732079e+00,1.034236e-01 -6.074747e-01 2.732209e+00,1.022585e-01 -6.074387e-01 2.732007e+00,1.006630e-01 -6.072384e-01 2.731622e+00,9.741183e-02 -6.075875e-01 2.731687e+00,9.578811e-02 -6.073884e-01 2.731845e+00,9.345571e-02 -6.072055e-01 2.732021e+00,9.317964e-02 -6.069946e-01 2.732003e+00,9.307557e-02 -6.065661e-01 2.732193e+00,9.135988e-02 -6.057056e-01 2.732161e+00,9.062465e-02 -6.033626e-01 2.731136e+00,9.037966e-02 -6.008924e-01 2.729459e+00,9.115630e-02 -5.987125e-01 2.728915e+00,9.162196e-02 -5.963172e-01 2.728840e+00,9.521239e-02 -5.930417e-01 2.727145e+00,9.527733e-02 -5.929983e-01 2.727084e+00,9.628000e-02 -5.821544e-01 2.723914e+00,9.586113e-02 -5.787190e-01 2.722911e+00,9.411334e-02 -5.758688e-01 2.721462e+00,9.310200e-02 -5.768596e-01 2.720484e+00,9.349556e-02 -5.786203e-01 2.719457e+00,9.297942e-02 -5.835839e-01 2.719316e+00,9.149823e-02 -5.871021e-01 2.720091e+00,8.728741e-02 -5.990857e-01 2.718922e+00,8.389502e-02 -6.069753e-01 2.718359e+00,8.400075e-02 -6.063120e-01 2.718089e+00,8.433040e-02 -6.062611e-01 2.718032e+00,8.455606e-02 -6.065074e-01 2.718327e+00,8.660395e-02 -6.056435e-01 2.717597e+00,8.780633e-02 -6.059592e-01 2.717954e+00,9.003173e-02 -6.060134e-01 2.718232e+00,9.198692e-02 -6.065518e-01 2.719090e+00,9.215678e-02 -6.066071e-01 2.719347e+00,9.508108e-02 -6.063629e-01 2.720083e+00,9.749990e-02 -6.064488e-01 2.721896e+00,9.861603e-02 -6.066691e-01 2.722090e+00,1.039578e-01 -6.077117e-01 2.725154e+00,1.043392e-01 -6.076833e-01 2.725616e+00,1.050217e-01 -6.079249e-01 2.725751e+00,1.055341e-01 -6.078163e-01 2.726013e+00
4.037786e-02 -9.302830e-01 2.746950e+00,4.029504e-02 -9.302574e-01 2.747082e+00,3.932871e-02 -9.294441e-01 2.747418e+00,3.928760e-02 -9.295116e-01 2.747511e+00,3.909668e-02 -9.292965e-01 2.747339e+00,3.842494e-02 -9.292989e-01 2.747341e+00,3.832441e-02 -9.292547e-01 2.747342e+00,3.809080e-02 -9.291515e-01 2.747199e+00,3.811923e-02 -9.291183e-01 2.747123e+00,3.658451e-02 -9.310113e-01 2.747164e+00,3.625440e-02 -9.307202e-01 2.747010e+00,3.603577e-02 -9.303566e-01 2.746858e+00,3.507311e-02 -9.294899e-01 2.746045e+00,3.488029e-02 -9.294167e-01 2.746003e+00,3.426467e-02 -9.291823e-01 2.745934e+00,3.321428e-02 -9.254501e-01 2.745404e+00,3.306810e-02 -9.244385e-01 2.745126e+00,3.237896e-02 -9.263175e-01 2.745953e+00,3.227597e-02 -9.263431e-01 2.745927e+00,3.271006e-02 -9.259008e-01 2.746090e+00,3.358253e-02 -9.250357e-01 2.745701e+00,3.409109e-02 -9.249163e-01 2.745875e+00,3.480671e-02 -9.253285e-01 2.745785e+00,3.577458e-02 -9.253363e-01 2.745733e+00,3.615953e-02 -9.251596e-01 2.745704e+00,3.955018e-02 -9.217650e-01 2.742832e+00,4.274747e-02 -9.099119e-01 2.739272e+00,3.973284e-02 -9.155651e-01 2.741153e+00,3.963180e-02 -9.157723e-01 2.741041e+00,3.756872e-02 -9.247518e-01 2.741869e+00,3.762062e-02 -9.248710e-01 2.741904e+00,3.811773e-02 -9.248048e-01 2.742310e+00,3.818627e-02 -9.245382e-01 2.742425e+00,3.860195e-02 -9.254628e-01 2.743210e+00,3.852959e-02 -9.253937e-01 2.743222e+00,3.735813e-02 -9.268967e-01 2.743436e+00,3.716655e-02 -9.280315e-01 2.743733e+00,3.688448e-02 -9.276779e-01 2.743771e+00,3.695102e-02 -9.280508e-01 2.744136e+00,3.695069e-02 -9.282684e-01 2.744089e+00,3.689981e-02 -9.287968e-01 2.743728e+00,3.684736e-02 -9.288255e-01 2.743614e+00,3.745430e-02 -9.283000e-01 2.743075e+00,3.672988e-02 -9.295294e-01 2.742448e+00,3.520101e-02 -9.324512e-01 2.741105e+00,3.586497e-02 -9.313607e-01 2.740517e+00
5.114601e-02 -1.214859e+00 2.765600e+00,5.135970e-02 -1.214537e+00 2.765939e+00,4.941851e-02 -1.220957e+00 2.762448e+00,4.972318e-02 -1.221203e+00 2.761344e+00,4.775472e-02 -1.238379e+00 2.738094e+00,5.058991e-02 -1.231203e+00 2.747552e+00,5.033647e-02 -1.227889e+00 2.751166e+00,4.967754e-02 -1.220245e+00 2.760737e+00,4.965594e-02 -1.220230e+00 2.760746e+00,4.985344e-02 -1.220449e+00 2.760408e+00,4.909009e-02 -1.219665e+00 2.761174e+00,4.965677e-02 -1.218693e+00 2.762673e+00,4.910289e-02 -1.216771e+00 2.763912e+00,4.909536e-02 -1.217395e+00 2.761578e+00,4.483365e-02 -1.242362e+00 2.726646e+00,4.856812e-02 -1.221502e+00 2.753292e+00,4.906048e-02 -1.217597e+00 2.757187e+00,4.893222e-02 -1.218246e+00 2.757363e+00,4.922262e-02 -1.218040e+00 2.758085e+00,4.890198e-02 -1.217305e+00 2.759249e+00,4.948879e-02 -1.218221e+00 2.758195e+00,4.946508e-02 -1.218520e+00 2.757930e+00,6.349725e-02 -1.237600e+00 2.733465e+00,6.206192e-02 -1.238498e+00 2.732066e+00,5.140895e-02 -1.220650e+00 2.754750e+00,4.802955e-02 -1.227708e+00 2.744989e+00,4.867502e-02 -1.224938e+00 2.748706e+00,5.838748e-02 -1.228416e+00 2.745378e+00,5.672107e-02 -1.225510e+00 2.748303e+00,5.431236e-02 -1.220212e+00 2.755745e+00,5.388365e-02 -1.219583e+00 2.755826e+00,5.306496e-02 -1.219670e+00 2.756469e+00,6.346668e-02 -1.238341e+00 2.732727e+00,4.161990e-02 -1.257106e+00 2.703715e+00,4.702989e-02 -1.210680e+00 2.768962e+00,4.786889e-02 -1.218310e+00 2.761815e+00,4.789514e-02 -1.217343e+00 2.762287e+00,4.802759e-02 -1.217569e+00 2.762142e+00,4.810964e-02 -1.218614e+00 2.761688e+00,4.826034e-02 -1.218889e+00 2.762000e+00,4.823652e-02 -1.217970e+00 2.761959e+00,4.869626e-02 -1.218173e+00 2.761366e+00,4.837162e-02 -1.219600e+00 2.760319e+00,4.834399e-02 -1.219854e+00 2.760049e+00,4.853102e-02 -1.220033e+00 2.759659e+00,4.862538e-02 -1.219700e+00 2.759991e+00
5.046300e-02 -1.265359e+00 2.605301e+00,4.903467e-02 -1.264861e+00 2.609386e+00,4.742473e-02 -1.264754e+00 2.613952e+00,4.792156e-02 -1.264734e+00 2.615674e+00,4.833513e-02 -1.270428e+00 2.605514e+00,4.591732e-02 -1.263930e+00 2.588228e+00,4.983436e-02 -1.264281e+00 2.599528e+00,4.924568e-02 -1.263853e+00 2.605194e+00,4.720212e-02 -1.264403e+00 2.609524e+00,5.063365e-02 -1.265569e+00 2.615205e+00,4.794800e-02 -1.265590e+00 2.614660e+00,4.772071e-02 -1.265379e+00 2.612157e+00,4.007131e-02 -1.262958e+00 2.603518e+00,4.176551e-02 -1.263517e+00 2.608683e+00,2.787578e-02 -1.264306e+00 2.588732e+00,4.132643e-02 -1.264673e+00 2.614840e+00,4.187132e-02 -1.265215e+00 2.615440e+00,3.969005e-02 -1.266444e+00 2.612118e+00,3.934590e-02 -1.266271e+00 2.611852e+00,4.276184e-02 -1.267014e+00 2.607865e+00,3.864546e-02 -1.267452e+00 2.605793e+00,4.071023e-02 -1.267212e+00 2.602393e+00,4.026423e-02 -1.269013e+00 2.603184e+00,4.445652e-02 -1.267198e+00 2.597797e+00,4.400851e-02 -1.267381e+00 2.598569e+00,4.470130e-02 -1.267226e+00 2.600164e+00,4.225025e-02 -1.266638e+00 2.606414e+00,4.100108e-02 -1.266111e+00 2.604021e+00,4.270360e-02 -1.266536e+00 2.607837e+00,4.423216e-02 -1.266341e+00 2.605966e+00,4.502661e-02 -1.266960e+00 2.612131e+00,4.525388e-02 -1.267048e+00 2.613294e+00,4.676472e-02 -1.276060e+00 2.604379e+00,4.718989e-02 -1.272339e+00 2.565699e+00,4.628420e-02 -1.261262e+00 2.601311e+00,4.022543e-02 -1.262581e+00 2.593084e+00,4.066106e-02 -1.263234e+00 2.594144e+00,4.060256e-02 -1.264270e+00 2.616894e+00,4.082325e-02 -1.264465e+00 2.617082e+00,4.334354e-02 -1.263241e+00 2.607554e+00,4.250228e-02 -1.263511e+00 2.610724e+00,4.207464e-02 -1.263536e+00 2.609611e+00,5.213505e-02 -1.264521e+00 2.605702e+00,4.853313e-02 -1.266250e+00 2.613974e+00,4.782642e-02 -1.266242e+00 2.613003e+00,4.738912e-02 -1.266137e+00 2.614380e+00
5.520636e-02 -1.121570e-01 2.772273e+00,5.490376e-02 -1.120496e-01 2.772545e+00,5.360908e-02 -1.120641e-01 2.773427e+00,5.354771e-02 -1.122269e-01 2.773737e+00,5.276143e-02 -1.117904e-01 2.773913e+00,5.187234e-02 -1.122358e-01 2.774181e+00,5.135313e-02 -1.121594e-01 2.774309e+00,4.896169e-02 -1.114709e-01 2.775103e+00,4.820070e-02 -1.115274e-01 2.775577e+00,4.768382e-02 -1.115276e-01 2.775532e+00,4.639091e-02 -1.113910e-01 2.775827e+00,4.584965e-02 -1.114315e-01 2.775774e+00,4.373845e-02 -1.109480e-01 2.776613e+00,4.321350e-02 -1.109313e-01 2.776832e+00,4.219509e-02 -1.104624e-01 2.777309e+00,3.996244e-02 -1.096737e-01 2.778687e+00,3.725737e-02 -1.092698e-01 2.779172e+00,3.648718e-02 -1.060634e-01 2.779489e+00,3.708175e-02 -1.051840e-01 2.779248e+00,3.670359e-02 -1.044781e-01 2.779326e+00,3.643171e-02 -1.025613e-01 2.778640e+00,3.534723e-02 -1.013844e-01 2.778820e+00,3.658448e-02 -9.541678e-02 2.777128e+00,3.770620e-02 -9.207311e-02 2.776279e+00,3.780632e-02 -9.177849e-02 2.776060e+00,3.804819e-02 -9.072788e-02 2.775183e+00,3.788452e-02 -9.174485e-02 2.775207e+00,3.722918e-02 -9.529610e-02 2.775023e+00,3.589453e-02 -9.491079e-02 2.773370e+00,3.142737e-02 -9.740904e-02 2.772066e+00,3.093570e-02 -1.029710e-01 2.771043e+00,3.104594e-02 -1.040441e-01 2.769955e+00,3.265417e-02 -1.049758e-01 2.768033e+00,3.251220e-02 -1.050039e-01 2.767801e+00,3.332043e-02 -1.058029e-01 2.766568e+00,3.608115e-02 -1.075443e-01 2.765090e+00,3.769287e-02 -1.077629e-01 2.764947e+00,4.124444e-02 -1.094649e-01 2.763985e+00,4.137731e-02 -1.093426e-01 2.765095e+00,4.196869e-02 -1.090806e-01 2.766017e+00,4.393446e-02 -1.100552e-01 2.765607e+00,4.445171e-02 -1.103309e-01 2.765462e+00,4.575953e-02 -1.109894e-01 2.765448e+00,4.629619e-02 -1.107799e-01 2.765561e+00,4.635626e-02 -1.110756e-01 2.765621e+00,4.666260e-02 -1.111285e-01 2.766044e+00
-1.210478e-01 -6.700585e-01 2.675382e+00,-1.178814e-01 -6.664299e-01 2.661506e+00,-1.225614e-01 -6.662112e-01 2.667062e+00,-1.214681e-01 -6.666808e-01 2.666373e+00,-1.225083e-01 -6.667616e-01 2.666061e+00,-1.372730e-01 -6.619317e-01 2.662840e+00,-1.117841e-01 -6.818274e-01 2.660656e+00,-1.419393e-01 -6.644534e-01 2.663313e+00,-1.385099e-01 -6.655744e-01 2.663002e+00,-1.434862e-01 -6.628594e-01 2.660545e+00,-1.294812e-01 -6.674411e-01 2.666570e+00,-1.295693e-01 -6.680946e-01 2.669170e+00,-1.253868e-01 -6.677496e-01 2.666837e+00,-1.222473e-01 -6.748482e-01 2.667263e+00,-1.220343e-01 -6.737328e-01 2.662863e+00,-1.358722e-01 -6.672847e-01 2.671044e+00,-1.386532e-01 -6.608943e-01 2.662404e+00,-1.480071e-01 -6.671227e-01 2.659663e+00,-1.436839e-01 -6.675806e-01 2.647160e+00,-1.479690e-01 -6.670035e-01 2.659163e+00,-1.432293e-01 -6.696545e-01 2.668660e+00,-1.436354e-01 -6.700383e-01 2.670397e+00,-1.328719e-01 -6.706764e-01 2.671333e+00,-1.336849e-01 -6.727206e-01 2.674710e+00,-1.242654e-01 -6.755405e-01 2.675039e+00,-1.411671e-01 -6.719102e-01 2.678112e+00,-1.402022e-01 -6.733168e-01 2.682443e+00,-1.400159e-01 -6.709262e-01 2.676388e+00,-1.399670e-01 -6.707067e-01 2.675499e+00,-1.413801e-01 -6.729566e-01 2.682402e+00,-1.415115e-01 -6.737881e-01 2.685363e+00,-1.418010e-01 -6.730463e-01 2.682961e+00,-1.451018e-01 -6.705185e-01 2.673164e+00,-1.452170e-01 -6.725045e-01 2.680950e+00,-1.436905e-01 -6.707191e-01 2.676023e+00,-1.414537e-01 -6.704915e-01 2.673040e+00,-1.447471e-01 -6.689620e-01 2.666965e+00,-1.411102e-01 -6.688930e-01 2.666666e+00,-1.409912e-01 -6.683624e-01 2.664540e+00,-1.407908e-01 -6.673581e-01 2.660541e+00,-1.397327e-01 -6.667488e-01 2.660167e+00,-1.404391e-01 -6.657568e-01 2.654165e+00,-1.390798e-01 -6.664442e-01 2.658499e+00,-1.252461e-01 -6.673819e-01 2.667080e+00,-1.248618e-01 -6.653125e-01 2.658807e+00,-1.221120e-01 -6.668503e-01 2.664171e+00
