3.190468e-02 -6.082550e-01 2.784968e+00,3.225896e-02 -6.094265e-01 2.785063e+00,3.236547e-02 -6.096250e-01 2.784958e+00,3.233752e-02 -6.098379e-01 2.784466e+00,3.218574e-02 -6.098314e-01 2.784303e+00,3.204835e-02 -6.101347e-01 2.783416e+00,3.012720e-02 -6.095738e-01 2.781266e+00,2.885826e-02 -6.091919e-01 2.779111e+00,2.706872e-02 -6.090131e-01 2.775528e+00,2.664527e-02 -6.093962e-01 2.773916e+00,2.670084e-02 -6.094050e-01 2.771572e+00,2.618820e-02 -6.095900e-01 2.766442e+00,2.775189e-02 -6.085883e-01 2.761962e+00,2.775176e-02 -6.085181e-01 2.760611e+00,2.797670e-02 -6.076062e-01 2.758547e+00,2.817654e-02 -6.077265e-01 2.758079e+00,2.818503e-02 -6.076982e-01 2.758018e+00,2.762312e-02 -6.071456e-01 2.758115e+00,2.849851e-02 -6.068994e-01 2.758782e+00,3.050622e-02 -6.054562e-01 2.762273e+00,3.248430e-02 -6.031552e-01 2.765523e+00,3.422799e-02 -6.003796e-01 2.768476e+00,3.391492e-02 -5.957440e-01 2.772680e+00,3.397337e-02 -5.934929e-01 2.774752e+00,3.181354e-02 -5.869091e-01 2.776372e+00,3.172349e-02 -5.885522e-01 2.776714e+00,2.007309e-02 -6.002474e-01 2.778522e+00,1.877566e-02 -6.070639e-01 2.779527e+00,1.848029e-02 -6.140147e-01 2.779407e+00,2.288634e-02 -6.199478e-01 2.781096e+00,2.108804e-02 -6.178365e-01 2.780794e+00,1.889998e-02 -6.150834e-01 2.780765e+00,1.709935e-02 -6.137941e-01 2.780269e+00,1.680289e-02 -6.137154e-01 2.780259e+00,1.747163e-02 -6.132229e-01 2.780257e+00,1.821897e-02 -6.126566e-01 2.780446e+00,1.886958e-02 -6.124166e-01 2.780535e+00,2.154629e-02 -6.118278e-01 2.781110e+00,2.395891e-02 -6.116179e-01 2.781357e+00,2.774706e-02 -6.115560e-01 2.782597e+00,2.974402e-02 -6.118457e-01 2.783082e+00,3.051313e-02 -6.119114e-01 2.783443e+00,3.107518e-02 -6.119564e-01 2.783572e+00,3.142014e-02 -6.119843e-01 2.783544e+00,3.143860e-02 -6.120623e-01 2.783518e+00,3.140273e-02 -6.121986e-01 2.783336e+00,3.129514e-02 -6.120805e-01 2.783066e+00,3.133995e-02 -6.121163e-01 2.783024e+00,3.183214e-02 -6.121593e-01 2.782658e+00,3.188931e-02 -6.123576e-01 2.782470e+00
2.242178e-01 -5.999424e-01 2.718303e+00,2.295799e-01 -6.179771e-01 2.705904e+00,2.297579e-01 -6.146168e-01 2.702633e+00,2.297322e-01 -6.022381e-01 2.684756e+00,2.319698e-01 -5.816228e-01 2.674077e+00,2.329991e-01 -5.546113e-01 2.662483e+00,2.535056e-01 -4.503206e-01 2.611113e+00,2.593293e-01 -3.871454e-01 2.612662e+00,2.670271e-01 -2.599160e-01 2.654701e+00,2.697964e-01 -1.918858e-01 2.681621e+00,2.712252e-01 -1.442386e-01 2.717397e+00,2.633314e-01 -7.135577e-02 2.783319e+00,2.445814e-01 -3.648605e-02 2.830135e+00,2.428046e-01 -2.950383e-02 2.828284e+00,2.405961e-01 2.916933e-03 2.783878e+00,2.450248e-01 3.701576e-02 2.750871e+00,2.452811e-01 7.875048e-02 2.703526e+00,2.250070e-01 1.878960e-01 2.609112e+00,2.131557e-01 2.541114e-01 2.543972e+00,1.846992e-01 3.250309e-01 2.399040e+00,1.745362e-01 3.095389e-01 2.349759e+00,1.605628e-01 3.015443e-01 2.328231e+00,1.255822e-01 2.739971e-01 2.303171e+00,1.177192e-01 2.484389e-01 2.284368e+00,1.057533e-01 1.835494e-01 2.258157e+00,1.072407e-01 1.425296e-01 2.256581e+00,1.069363e-01 9.705396e-02 2.250648e+00,1.152100e-01 -3.257891e-03 2.242614e+00,1.187650e-01 -5.754376e-02 2.231775e+00,1.400604e-01 -7.589769e-02 2.270980e+00,1.485908e-01 -2.567069e-01 2.255829e+00,1.630166e-01 -3.715007e-01 2.336151e+00,1.750444e-01 -4.141413e-01 2.380574e+00,1.970923e-01 -4.947691e-01 2.460971e+00,2.050411e-01 -5.291933e-01 2.493575e+00,2.141894e-01 -5.770696e-01 2.577975e+00,2.186140e-01 -5.915418e-01 2.611173e+00,2.127524e-01 -6.055295e-01 2.689434e+00,2.115408e-01 -6.131359e-01 2.708930e+00,2.180677e-01 -6.387879e-01 2.753240e+00,1.781037e-01 -6.212683e-01 2.712066e+00,1.781089e-01 -6.196555e-01 2.713400e+00,1.756024e-01 -6.110854e-01 2.705831e+00,1.784405e-01 -6.157125e-01 2.711684e+00,1.819102e-01 -6.023166e-01 2.717657e+00,1.854875e-01 -6.164103e-01 2.724370e+00,1.892606e-01 -6.085519e-01 2.727277e+00,2.086344e-01 -6.289972e-01 2.749683e+00,2.091322e-01 -6.300344e-01 2.751682e+00,2.088152e-01 -6.292283e-01 2.751618e+00
-3.665040e-02 -5.988196e-01 2.751122e+00,-3.622790e-02 -6.004838e-01 2.750810e+00,-3.610967e-02 -6.007599e-01 2.750476e+00,-3.619892e-02 -6.011705e-01 2.749530e+00,-3.640210e-02 -6.011924e-01 2.749055e+00,-3.653026e-02 -6.015751e-01 2.748147e+00,-3.925761e-02 -5.991365e-01 2.743531e+00,-4.083173e-02 -5.977114e-01 2.739596e+00,-4.259125e-02 -5.967969e-01 2.734874e+00,-4.249667e-02 -5.979229e-01 2.732328e+00,-4.167822e-02 -5.984681e-01 2.728328e+00,-4.149658e-02 -5.992106e-01 2.721582e+00,-3.908283e-02 -5.986426e-01 2.716513e+00,-3.916401e-02 -5.986924e-01 2.716071e+00,-3.912262e-02 -5.985258e-01 2.715915e+00,-3.902356e-02 -5.993022e-01 2.716058e+00,-3.921336e-02 -5.998794e-01 2.717007e+00,-4.008538e-02 -6.008062e-01 2.723081e+00,-3.795809e-02 -6.020738e-01 2.727988e+00,-3.539411e-02 -6.015755e-01 2.735925e+00,-3.282492e-02 -5.987849e-01 2.742325e+00,-3.106903e-02 -5.944154e-01 2.749657e+00,-3.316581e-02 -5.860439e-01 2.759201e+00,-3.285050e-02 -5.836871e-01 2.760362e+00,-3.460722e-02 -5.777045e-01 2.762079e+00,-3.476005e-02 -5.841126e-01 2.763374e+00,-4.743534e-02 -5.988553e-01 2.765298e+00,-4.852783e-02 -6.059165e-01 2.766120e+00,-4.864444e-02 -6.101830e-01 2.766165e+00,-4.323953e-02 -6.176785e-01 2.768837e+00,-4.506483e-02 -6.133934e-01 2.766545e+00,-4.763415e-02 -6.087853e-01 2.763265e+00,-4.951069e-02 -6.072046e-01 2.761949e+00,-5.045049e-02 -6.060660e-01 2.760301e+00,-4.941981e-02 -6.044592e-01 2.758825e+00,-4.861580e-02 -6.026078e-01 2.756812e+00,-4.802761e-02 -6.025283e-01 2.756295e+00,-4.557625e-02 -6.024561e-01 2.755015e+00,-4.311452e-02 -6.026453e-01 2.753567e+00,-4.003413e-02 -6.030684e-01 2.753230e+00,-3.810833e-02 -6.034601e-01 2.753098e+00,-3.746172e-02 -6.035941e-01 2.753036e+00,-3.687261e-02 -6.036760e-01 2.752460e+00,-3.643373e-02 -6.036997e-01 2.751822e+00,-3.646520e-02 -6.038989e-01 2.751051e+00,-3.662618e-02 -6.041318e-01 2.750272e+00,-3.686872e-02 -6.040303e-01 2.749378e+00,-3.681248e-02 -6.040929e-01 2.749213e+00,-3.621725e-02 -6.042121e-01 2.748379e+00,-3.616447e-02 -6.045846e-01 2.747702e+00
1.816606e-02 -9.198042e-01 2.752253e+00,2.153112e-02 -9.316387e-01 2.754492e+00,2.106037e-02 -9.300884e-01 2.753851e+00,2.143530e-02 -9.314248e-01 2.752843e+00,2.156808e-02 -9.313596e-01 2.752850e+00,2.139520e-02 -9.305993e-01 2.752336e+00,2.179677e-02 -9.270615e-01 2.748448e+00,2.195907e-02 -9.267989e-01 2.747836e+00,2.128542e-02 -9.261583e-01 2.746433e+00,2.119264e-02 -9.260393e-01 2.745406e+00,2.110627e-02 -9.253746e-01 2.743304e+00,2.094690e-02 -9.233448e-01 2.738521e+00,2.045245e-02 -9.221874e-01 2.734503e+00,2.021380e-02 -9.215770e-01 2.732076e+00,1.945004e-02 -9.217575e-01 2.730016e+00,1.887935e-02 -9.209408e-01 2.728933e+00,1.917719e-02 -9.213297e-01 2.728991e+00,1.813598e-02 -9.214526e-01 2.729122e+00,1.834684e-02 -9.216410e-01 2.729954e+00,1.818316e-02 -9.171339e-01 2.733692e+00,1.963947e-02 -9.190187e-01 2.735546e+00,2.070969e-02 -9.216286e-01 2.738995e+00,2.657860e-02 -9.330052e-01 2.748225e+00,2.614901e-02 -9.330246e-01 2.748505e+00,2.633065e-02 -9.330447e-01 2.749474e+00,2.634174e-02 -9.330495e-01 2.749521e+00,2.500371e-02 -9.335048e-01 2.750118e+00,2.649347e-02 -9.466783e-01 2.752472e+00,2.505794e-02 -9.449993e-01 2.752568e+00,2.376211e-02 -9.421781e-01 2.752399e+00,2.122211e-02 -9.374909e-01 2.751954e+00,2.022454e-02 -9.344065e-01 2.751011e+00,2.002728e-02 -9.341877e-01 2.750851e+00,2.173898e-02 -9.370970e-01 2.750660e+00,2.140004e-02 -9.356586e-01 2.750386e+00,2.429764e-02 -9.484571e-01 2.753684e+00,2.280312e-02 -9.427285e-01 2.753438e+00,2.234848e-02 -9.396151e-01 2.752981e+00,2.163442e-02 -9.373812e-01 2.752980e+00,2.112395e-02 -9.363936e-01 2.752441e+00,2.077418e-02 -9.353113e-01 2.752226e+00,2.079761e-02 -9.345674e-01 2.752078e+00,2.041112e-02 -9.319997e-01 2.750535e+00,1.965740e-02 -9.309452e-01 2.749922e+00,2.237204e-02 -9.378915e-01 2.750308e+00,2.109142e-02 -9.352495e-01 2.749922e+00,2.094556e-02 -9.340587e-01 2.749476e+00,2.078857e-02 -9.336971e-01 2.749252e+00,1.959548e-02 -9.314623e-01 2.748471e+00,1.945018e-02 -9.309188e-01 2.748087e+00
-1.425751e-04 -1.209002e+00 2.768685e+00,7.302332e-04 -1.209541e+00 2.768030e+00,7.167804e-04 -1.209631e+00 2.768063e+00,3.160702e-04 -1.209656e+00 2.767714e+00,2.163833e-04 -1.209650e+00 2.768221e+00,3.298686e-04 -1.209848e+00 2.768259e+00,5.743210e-04 -1.209932e+00 2.768326e+00,1.073866e-03 -1.210024e+00 2.767613e+00,1.621182e-03 -1.212036e+00 2.765813e+00,1.565202e-03 -1.212459e+00 2.765231e+00,2.499446e-03 -1.214218e+00 2.763860e+00,2.431682e-03 -1.214332e+00 2.763779e+00,2.065189e-03 -1.214337e+00 2.764054e+00,1.367389e-03 -1.214894e+00 2.762836e+00,7.127122e-04 -1.215073e+00 2.761775e+00,6.875327e-04 -1.214938e+00 2.761837e+00,1.868000e-04 -1.215616e+00 2.761124e+00,-1.352074e-04 -1.216360e+00 2.759718e+00,-2.182148e-05 -1.216302e+00 2.759948e+00,-1.877850e-03 -1.218084e+00 2.757713e+00,-1.300871e-03 -1.218644e+00 2.757872e+00,-1.431558e-03 -1.218692e+00 2.757933e+00,-8.240402e-04 -1.219597e+00 2.758543e+00,-7.457719e-04 -1.219492e+00 2.758565e+00,-1.367859e-03 -1.219788e+00 2.758502e+00,-1.184513e-03 -1.219138e+00 2.759477e+00,-1.249973e-03 -1.219057e+00 2.759550e+00,-7.673602e-04 -1.219329e+00 2.760053e+00,-6.180289e-04 -1.219270e+00 2.760257e+00,-2.232228e-03 -1.219946e+00 2.759873e+00,-2.285362e-03 -1.219966e+00 2.759912e+00,-1.980925e-03 -1.219699e+00 2.760670e+00,-1.904414e-03 -1.219587e+00 2.760684e+00,1.975014e-02 -1.266333e+00 2.689469e+00,2.011470e-03 -1.245772e+00 2.726576e+00,-2.582444e-03 -1.206679e+00 2.764894e+00,-1.357584e-02 -1.270108e+00 2.693229e+00,2.104600e-04 -1.214564e+00 2.764862e+00,1.819953e-04 -1.214874e+00 2.764860e+00,5.557889e-04 -1.215118e+00 2.764111e+00,4.145105e-04 -1.215275e+00 2.763552e+00,4.308054e-04 -1.215392e+00 2.763619e+00,-5.964611e-05 -1.215376e+00 2.763330e+00,3.650920e-04 -1.216601e+00 2.762781e+00,3.490909e-04 -1.216769e+00 2.762787e+00,6.667300e-04 -1.216644e+00 2.762151e+00,6.357876e-04 -1.216704e+00 2.761941e+00,4.753981e-04 -1.216910e+00 2.761868e+00,4.130578e-04 -1.216945e+00 2.761953e+00,2.401017e-04 -1.217242e+00 2.761867e+00
1.945484e-02 -1.256763e+00 2.620490e+00,1.754976e-02 -1.256638e+00 2.614388e+00,1.831419e-02 -1.256663e+00 2.614753e+00,2.297774e-02 -1.257940e+00 2.622410e+00,2.147190e-02 -1.258587e+00 2.620300e+00,2.051629e-02 -1.259079e+00 2.611672e+00,1.568582e-02 -1.260455e+00 2.621580e+00,1.671257e-02 -1.260940e+00 2.621506e+00,1.744165e-02 -1.261340e+00 2.625074e+00,1.726384e-02 -1.261501e+00 2.625069e+00,1.726607e-02 -1.261880e+00 2.624883e+00,1.719209e-02 -1.265605e+00 2.606650e+00,2.240001e-02 -1.265234e+00 2.616004e+00,1.299758e-02 -1.263262e+00 2.597896e+00,1.595547e-02 -1.265999e+00 2.614468e+00,1.693937e-02 -1.266457e+00 2.615657e+00,1.702148e-02 -1.266152e+00 2.614266e+00,1.706562e-02 -1.265612e+00 2.619771e+00,1.725149e-02 -1.265532e+00 2.620039e+00,1.503238e-02 -1.266203e+00 2.605769e+00,1.351047e-02 -1.265079e+00 2.596098e+00,1.273788e-02 -1.265346e+00 2.597398e+00,-1.629915e-02 -1.263152e+00 2.592217e+00,2.368019e-02 -1.262770e+00 2.610695e+00,1.644868e-02 -1.263699e+00 2.603213e+00,1.724973e-02 -1.264119e+00 2.605406e+00,1.694067e-02 -1.264367e+00 2.606703e+00,1.677794e-02 -1.264132e+00 2.609813e+00,2.550497e-02 -1.263916e+00 2.603211e+00,1.668389e-02 -1.266025e+00 2.610092e+00,1.835649e-02 -1.266227e+00 2.616004e+00,1.930995e-02 -1.266615e+00 2.607811e+00,1.875464e-02 -1.267117e+00 2.609088e+00,3.484228e-02 -1.285980e+00 2.556411e+00,2.926910e-02 -1.272383e+00 2.598341e+00,2.522366e-02 -1.267386e+00 2.609673e+00,5.221409e-02 -1.276166e+00 2.577823e+00,2.370706e-02 -1.267612e+00 2.610472e+00,2.273793e-02 -1.267259e+00 2.611664e+00,1.799837e-02 -1.265200e+00 2.611929e+00,1.741413e-02 -1.265519e+00 2.611325e+00,-1.818622e-02 -1.257176e+00 2.596610e+00,1.794444e-02 -1.262716e+00 2.598582e+00,1.770605e-02 -1.264232e+00 2.611000e+00,1.734960e-02 -1.264702e+00 2.611035e+00,1.794065e-02 -1.264847e+00 2.609969e+00,1.714533e-02 -1.264819e+00 2.609325e+00,1.662477e-02 -1.264981e+00 2.607366e+00,1.701983e-02 -1.265357e+00 2.606657e+00,2.033143e-02 -1.265972e+00 2.608492e+00
9.992588e-02 -6.037771e-01 2.752453e+00,1.001322e-01 -6.044101e-01 2.752759e+00,1.002169e-01 -6.045192e-01 2.752780e+00,1.002112e-01 -6.045249e-01 2.752584e+00,1.000639e-01 -6.044662e-01 2.752576e+00,9.991905e-02 -6.045949e-01 2.751786e+00,9.838552e-02 -6.047738e-01 2.750996e+00,9.756200e-02 -6.050665e-01 2.750285e+00,9.605863e-02 -6.057132e-01 2.748389e+00,9.533034e-02 -6.057355e-01 2.747566e+00,9.496925e-02 -6.055377e-01 2.746652e+00,9.371635e-02 -6.053717e-01 2.743650e+00,9.433712e-02 -6.040143e-01 2.739721e+00,9.442831e-02 -6.036673e-01 2.737365e+00,9.473908e-02 -6.015967e-01 2.732241e+00,9.524553e-02 -6.009474e-01 2.730744e+00,9.544625e-02 -6.001119e-01 2.729546e+00,9.413360e-02 -5.976548e-01 2.726374e+00,9.528842e-02 -5.964700e-01 2.725226e+00,9.671791e-02 -5.946583e-01 2.724957e+00,9.780049e-02 -5.930848e-01 2.725403e+00,9.921451e-02 -5.913576e-01 2.725198e+00,9.962265e-02 -5.898080e-01 2.724766e+00,9.956190e-02 -5.886289e-01 2.725930e+00,9.729535e-02 -5.819450e-01 2.725683e+00,9.728345e-02 -5.819497e-01 2.725628e+00,8.782710e-02 -5.885246e-01 2.726092e+00,8.598365e-02 -5.953529e-01 2.726995e+00,8.535972e-02 -6.040109e-01 2.726374e+00,8.819997e-02 -6.076621e-01 2.727090e+00,8.614462e-02 -6.065824e-01 2.727998e+00,8.383904e-02 -6.048782e-01 2.730378e+00,8.248901e-02 -6.042426e-01 2.730734e+00,8.214370e-02 -6.054164e-01 2.732709e+00,8.364492e-02 -6.055973e-01 2.734261e+00,8.569838e-02 -6.061978e-01 2.737547e+00,8.651268e-02 -6.059447e-01 2.738393e+00,8.959061e-02 -6.051953e-01 2.741262e+00,9.216008e-02 -6.048467e-01 2.743182e+00,9.592860e-02 -6.046266e-01 2.746001e+00,9.768831e-02 -6.049513e-01 2.746953e+00,9.850209e-02 -6.050212e-01 2.747805e+00,9.921523e-02 -6.051550e-01 2.748691e+00,9.956007e-02 -6.053098e-01 2.749121e+00,9.957115e-02 -6.055619e-01 2.749545e+00,9.952428e-02 -6.056574e-01 2.749610e+00,9.942543e-02 -6.055284e-01 2.749598e+00,9.944504e-02 -6.055496e-01 2.749623e+00,9.973475e-02 -6.055375e-01 2.749590e+00,9.975775e-02 -6.056417e-01 2.749637e+00
3.261375e-02 -9.235489e-01 2.753778e+00,3.255494e-02 -9.248724e-01 2.754308e+00,3.233462e-02 -9.250116e-01 2.754210e+00,3.217311e-02 -9.251598e-01 2.754093e+00,3.217271e-02 -9.254935e-01 2.753807e+00,3.216715e-02 -9.255379e-01 2.753647e+00,3.224185e-02 -9.263917e-01 2.752901e+00,3.211378e-02 -9.267636e-01 2.752149e+00,3.184824e-02 -9.268590e-01 2.750150e+00,3.151632e-02 -9.278184e-01 2.748909e+00,3.089899e-02 -9.284365e-01 2.746897e+00,2.967651e-02 -9.292848e-01 2.742702e+00,3.019814e-02 -9.243977e-01 2.736445e+00,2.997466e-02 -9.246668e-01 2.734835e+00,2.981999e-02 -9.235553e-01 2.730996e+00,2.931217e-02 -9.243543e-01 2.730789e+00,2.891178e-02 -9.263394e-01 2.731751e+00,2.884906e-02 -9.262234e-01 2.731828e+00,2.900987e-02 -9.262356e-01 2.732454e+00,3.031088e-02 -9.265469e-01 2.736660e+00,3.084719e-02 -9.267340e-01 2.737645e+00,3.203670e-02 -9.260476e-01 2.739161e+00,3.728029e-02 -9.211614e-01 2.746475e+00,4.346922e-02 -9.103359e-01 2.743916e+00,4.023492e-02 -9.128091e-01 2.746348e+00,3.792859e-02 -9.180282e-01 2.747267e+00,3.526976e-02 -9.215350e-01 2.748390e+00,3.113289e-02 -9.290544e-01 2.748704e+00,3.188813e-02 -9.358637e-01 2.751030e+00,3.143639e-02 -9.340875e-01 2.751027e+00,3.141147e-02 -9.338271e-01 2.750874e+00,3.129248e-02 -9.335421e-01 2.750891e+00,3.106684e-02 -9.334015e-01 2.750749e+00,2.841255e-02 -9.365996e-01 2.751385e+00,2.849437e-02 -9.362091e-01 2.751352e+00,2.834808e-02 -9.359394e-01 2.751604e+00,2.788884e-02 -9.361266e-01 2.751967e+00,2.519422e-02 -9.392761e-01 2.753380e+00,2.537775e-02 -9.386131e-01 2.753561e+00,2.571686e-02 -9.378692e-01 2.753821e+00,2.636124e-02 -9.374776e-01 2.753714e+00,2.631167e-02 -9.370173e-01 2.753642e+00,2.702284e-02 -9.358764e-01 2.753043e+00,2.775086e-02 -9.347951e-01 2.752603e+00,2.828004e-02 -9.341677e-01 2.752115e+00,2.814847e-02 -9.339896e-01 2.752390e+00,2.815711e-02 -9.339957e-01 2.752351e+00,2.803577e-02 -9.340577e-01 2.752383e+00,2.805974e-02 -9.359469e-01 2.753024e+00,2.805144e-02 -9.359434e-01 2.753024e+00
4.821124e-02 -1.207475e+00 2.771564e+00,4.832698e-02 -1.207635e+00 2.771667e+00,4.832559e-02 -1.207635e+00 2.771689e+00,4.868896e-02 -1.208755e+00 2.770463e+00,4.874527e-02 -1.208866e+00 2.770599e+00,4.864939e-02 -1.208905e+00 2.770503e+00,4.996977e-02 -1.210891e+00 2.767991e+00,5.610575e-02 -1.251732e+00 2.714802e+00,4.911333e-02 -1.209777e+00 2.765433e+00,4.855829e-02 -1.212296e+00 2.763255e+00,4.790587e-02 -1.213015e+00 2.762206e+00,4.750325e-02 -1.213933e+00 2.760367e+00,4.745448e-02 -1.213930e+00 2.760509e+00,4.737983e-02 -1.213406e+00 2.761042e+00,6.090021e-02 -1.236781e+00 2.734010e+00,5.006595e-02 -1.224226e+00 2.747761e+00,4.911263e-02 -1.235763e+00 2.732201e+00,4.634928e-02 -1.219523e+00 2.757011e+00,3.394647e-02 -1.258357e+00 2.697472e+00,4.854310e-02 -1.217920e+00 2.754882e+00,4.877918e-02 -1.219245e+00 2.753335e+00,4.651275e-02 -1.237158e+00 2.737604e+00,6.302053e-02 -1.239916e+00 2.733521e+00,5.585157e-02 -1.229905e+00 2.744765e+00,4.965849e-02 -1.230061e+00 2.741160e+00,4.881068e-02 -1.233418e+00 2.737043e+00,4.833601e-02 -1.228691e+00 2.743413e+00,4.664236e-02 -1.225357e+00 2.747663e+00,4.699894e-02 -1.222846e+00 2.750891e+00,4.723363e-02 -1.221585e+00 2.752544e+00,4.734154e-02 -1.221668e+00 2.752961e+00,5.878482e-02 -1.238584e+00 2.728761e+00,4.836872e-02 -1.218283e+00 2.760569e+00,4.803189e-02 -1.217319e+00 2.758577e+00,4.775669e-02 -1.217178e+00 2.758451e+00,4.606852e-02 -1.217834e+00 2.758142e+00,4.622395e-02 -1.215527e+00 2.760324e+00,4.694405e-02 -1.215346e+00 2.760870e+00,4.708178e-02 -1.215249e+00 2.761593e+00,4.695860e-02 -1.215272e+00 2.761547e+00,4.688363e-02 -1.215929e+00 2.760544e+00,4.715588e-02 -1.241991e+00 2.733866e+00,4.679319e-02 -1.226920e+00 2.747009e+00,4.669004e-02 -1.221771e+00 2.753769e+00,4.679072e-02 -1.221741e+00 2.754317e+00,4.954241e-02 -1.218592e+00 2.762026e+00,4.957747e-02 -1.216937e+00 2.763428e+00,4.913865e-02 -1.216686e+00 2.763165e+00,7.369421e-02 -1.247741e+00 2.726563e+00,4.517548e-02 -1.211592e+00 2.768788e+00
4.503960e-02 -1.256554e+00 2.623053e+00,4.565904e-02 -1.257494e+00 2.619916e+00,4.736092e-02 -1.257567e+00 2.617960e+00,4.744824e-02 -1.257598e+00 2.621213e+00,4.821425e-02 -1.257998e+00 2.619751e+00,4.855387e-02 -1.258379e+00 2.608174e+00,4.427697e-02 -1.258342e+00 2.621279e+00,3.581805e-02 -1.271947e+00 2.582287e+00,4.331594e-02 -1.260291e+00 2.622929e+00,4.404816e-02 -1.261328e+00 2.613712e+00,4.403527e-02 -1.262790e+00 2.614331e+00,4.404980e-02 -1.263124e+00 2.614429e+00,4.364802e-02 -1.263858e+00 2.608035e+00,4.061352e-02 -1.264672e+00 2.604957e+00,4.088586e-02 -1.265016e+00 2.601624e+00,4.210594e-02 -1.264951e+00 2.602662e+00,4.209888e-02 -1.265341e+00 2.601408e+00,4.083356e-02 -1.265631e+00 2.602910e+00,4.580165e-02 -1.277799e+00 2.563687e+00,4.531253e-02 -1.265261e+00 2.606428e+00,4.590410e-02 -1.265180e+00 2.605783e+00,4.589995e-02 -1.266732e+00 2.606652e+00,4.366090e-02 -1.266959e+00 2.601437e+00,4.395132e-02 -1.266924e+00 2.601071e+00,3.435324e-02 -1.266841e+00 2.582757e+00,3.978135e-02 -1.266706e+00 2.597820e+00,3.592622e-02 -1.265873e+00 2.590638e+00,3.731245e-02 -1.266319e+00 2.595650e+00,3.941459e-02 -1.266155e+00 2.593816e+00,3.637505e-02 -1.266308e+00 2.593376e+00,3.901897e-02 -1.266130e+00 2.595512e+00,3.878998e-02 -1.266171e+00 2.596553e+00,3.713047e-02 -1.265838e+00 2.615113e+00,4.224964e-02 -1.264507e+00 2.608839e+00,4.210213e-02 -1.264166e+00 2.608186e+00,4.211517e-02 -1.264400e+00 2.611607e+00,4.323174e-02 -1.264611e+00 2.612571e+00,4.314412e-02 -1.265020e+00 2.616540e+00,4.398155e-02 -1.265219e+00 2.621904e+00,4.398182e-02 -1.265110e+00 2.622947e+00,4.271572e-02 -1.265257e+00 2.619069e+00,4.228725e-02 -1.272544e+00 2.603288e+00,4.138365e-02 -1.264669e+00 2.610899e+00,4.424454e-02 -1.265787e+00 2.614795e+00,4.427477e-02 -1.266168e+00 2.615662e+00,4.504237e-02 -1.266125e+00 2.619288e+00,3.137076e-02 -1.265796e+00 2.602474e+00,2.932646e-02 -1.263659e+00 2.598317e+00,4.086452e-02 -1.270394e+00 2.597795e+00,4.437558e-02 -1.266242e+00 2.609212e+00
4.145593e-02 -1.083978e-01 2.800590e+00,4.175701e-02 -1.092663e-01 2.799603e+00,4.229816e-02 -1.093097e-01 2.799609e+00,4.209864e-02 -1.095740e-01 2.799258e+00,4.201139e-02 -1.094604e-01 2.799270e+00,4.197233e-02 -1.094854e-01 2.798987e+00,4.267260e-02 -1.097366e-01 2.797734e+00,4.266211e-02 -1.096858e-01 2.797551e+00,4.249505e-02 -1.096495e-01 2.797271e+00,4.223663e-02 -1.093868e-01 2.796353e+00,4.176410e-02 -1.093013e-01 2.795838e+00,4.103126e-02 -1.091110e-01 2.795172e+00,3.979533e-02 -1.085990e-01 2.794624e+00,3.895771e-02 -1.083788e-01 2.794574e+00,3.395208e-02 -1.076702e-01 2.793598e+00,3.167877e-02 -1.073686e-01 2.793378e+00,2.926083e-02 -1.055239e-01 2.793256e+00,2.652185e-02 -1.042880e-01 2.792918e+00,2.533746e-02 -1.039167e-01 2.792764e+00,2.366695e-02 -1.043903e-01 2.792021e+00,2.358669e-02 -1.048277e-01 2.791592e+00,2.410203e-02 -1.062523e-01 2.790680e+00,2.339132e-02 -1.061097e-01 2.790478e+00,2.252405e-02 -1.044510e-01 2.789504e+00,2.634715e-02 -9.275503e-02 2.786377e+00,2.886445e-02 -9.296550e-02 2.786146e+00,2.831188e-02 -9.615933e-02 2.785995e+00,2.148031e-02 -1.020920e-01 2.789860e+00,1.875377e-02 -1.043218e-01 2.792618e+00,2.013529e-02 -1.055725e-01 2.794884e+00,2.260926e-02 -1.050094e-01 2.795474e+00,2.475834e-02 -1.036471e-01 2.795990e+00,2.528819e-02 -1.038319e-01 2.796132e+00,2.612777e-02 -1.050920e-01 2.795406e+00,2.729132e-02 -1.054335e-01 2.794615e+00,3.017371e-02 -1.048962e-01 2.793369e+00,3.192981e-02 -1.050926e-01 2.793215e+00,3.529058e-02 -1.049749e-01 2.792463e+00,3.537534e-02 -1.054253e-01 2.792482e+00,3.805042e-02 -1.057827e-01 2.791832e+00,3.797315e-02 -1.068474e-01 2.791756e+00,3.888425e-02 -1.074385e-01 2.791452e+00,4.014711e-02 -1.085647e-01 2.790713e+00,4.198502e-02 -1.093787e-01 2.791262e+00,4.223200e-02 -1.096176e-01 2.791095e+00,4.280196e-02 -1.106525e-01 2.791286e+00,4.285783e-02 -1.107803e-01 2.791140e+00,4.390059e-02 -1.110534e-01 2.790856e+00,4.364260e-02 -1.114359e-01 2.790756e+00,4.368518e-02 -1.114652e-01 2.790755e+00
