4.984359e-02 -6.146601e-01 2.763526e+00,4.968908e-02 -6.146948e-01 2.763805e+00,4.906173e-02 -6.149832e-01 2.764261e+00,4.835226e-02 -6.150457e-01 2.764777e+00,4.605534e-02 -6.145886e-01 2.765568e+00,4.269731e-02 -6.146562e-01 2.766213e+00,3.916287e-02 -6.139289e-01 2.766202e+00,3.676982e-02 -6.134735e-01 2.767974e+00,3.607256e-02 -6.105639e-01 2.769775e+00,3.340911e-02 -6.142449e-01 2.772678e+00,3.297605e-02 -6.183046e-01 2.774889e+00,3.205488e-02 -6.233139e-01 2.776071e+00,3.137684e-02 -6.240605e-01 2.776602e+00,3.051488e-02 -6.259395e-01 2.777967e+00,3.007178e-02 -6.268876e-01 2.778132e+00,2.897801e-02 -6.291394e-01 2.779172e+00,2.897463e-02 -6.301172e-01 2.779143e+00,2.888017e-02 -6.301627e-01 2.779178e+00,2.605461e-02 -6.278118e-01 2.780253e+00,2.536736e-02 -6.262362e-01 2.780094e+00,2.323204e-02 -6.250942e-01 2.780257e+00,2.307931e-02 -6.245918e-01 2.780255e+00,2.259479e-02 -6.220064e-01 2.780086e+00,2.058408e-02 -6.194021e-01 2.780179e+00,2.002479e-02 -6.184241e-01 2.779959e+00,1.939269e-02 -6.170835e-01 2.779606e+00,1.927740e-02 -6.163172e-01 2.779279e+00,1.909351e-02 -6.151101e-01 2.779011e+00,1.799284e-02 -6.112754e-01 2.778365e+00,1.793354e-02 -6.104911e-01 2.778209e+00,1.811216e-02 -6.113911e-01 2.778254e+00,1.798173e-02 -6.112773e-01 2.778232e+00,1.755139e-02 -6.117333e-01 2.777955e+00,1.740047e-02 -6.121748e-01 2.777863e+00,1.728489e-02 -6.120459e-01 2.777498e+00,1.734832e-02 -6.131985e-01 2.776019e+00,1.881844e-02 -6.134224e-01 2.774379e+00,2.095121e-02 -6.141831e-01 2.771574e+00,2.203779e-02 -6.136349e-01 2.770239e+00,2.320655e-02 -6.145621e-01 2.768142e+00,2.637738e-02 -6.141481e-01 2.765678e+00,2.685558e-02 -6.141164e-01 2.765218e+00,2.827187e-02 -6.139286e-01 2.764293e+00,2.924117e-02 -6.139545e-01 2.764140e+00,3.132149e-02 -6.140384e-01 2.763965e+00,3.159807e-02 -6.139870e-01 2.764054e+00,3.387693e-02 -6.135392e-01 2.764663e+00,3.466144e-02 -6.136299e-01 2.764875e+00,3.581493e-02 -6.136246e-01 2.765373e+00,3.605137e-02 -6.138368e-01 2.765710e+00
2.257541e-01 -6.504421e-01 2.708397e+00,2.236986e-01 -6.409103e-01 2.711092e+00,2.248145e-01 -6.449937e-01 2.698972e+00,2.225496e-01 -6.318188e-01 2.683508e+00,2.023789e-01 -5.857356e-01 2.642271e+00,1.981643e-01 -5.390553e-01 2.590359e+00,1.697807e-01 -4.805616e-01 2.557955e+00,1.120673e-01 -3.218798e-01 2.537027e+00,8.858040e-02 -2.591346e-01 2.521822e+00,2.636797e-02 -1.120223e-01 2.493793e+00,-1.814596e-02 -1.534610e-02 2.497041e+00,-2.414913e-02 -3.292590e-03 2.499000e+00,-3.420749e-02 2.267292e-03 2.500725e+00,-7.026981e-02 1.868312e-02 2.482527e+00,-7.128024e-02 -6.594950e-03 2.480698e+00,-6.275827e-02 -6.095719e-02 2.478036e+00,-6.394665e-02 -8.468062e-02 2.458529e+00,-4.368794e-02 -1.035869e-01 2.452435e+00,3.343036e-02 -9.138788e-02 2.429831e+00,7.324373e-02 -6.389017e-02 2.411721e+00,1.582664e-01 3.196533e-02 2.408854e+00,2.093711e-01 6.565572e-02 2.420710e+00,2.568264e-01 9.839796e-02 2.439588e+00,3.101928e-01 1.159085e-01 2.468356e+00,3.234691e-01 1.140371e-01 2.476319e+00,3.430535e-01 1.069921e-01 2.489889e+00,3.481689e-01 9.448103e-02 2.495258e+00,3.569154e-01 8.376750e-02 2.498865e+00,3.741552e-01 5.308857e-02 2.500365e+00,3.790199e-01 2.091702e-02 2.501700e+00,3.946910e-01 -4.181259e-02 2.499476e+00,4.002240e-01 -8.106692e-02 2.496951e+00,4.016126e-01 -1.829075e-01 2.501373e+00,3.902724e-01 -2.473706e-01 2.517101e+00,3.817840e-01 -3.082363e-01 2.524792e+00,3.522651e-01 -4.362446e-01 2.561118e+00,3.339109e-01 -5.067320e-01 2.579367e+00,3.003763e-01 -5.840682e-01 2.652807e+00,2.893215e-01 -6.105868e-01 2.684901e+00,2.828889e-01 -6.079441e-01 2.708741e+00,2.674024e-01 -6.484091e-01 2.731269e+00,2.592893e-01 -6.529447e-01 2.733021e+00,2.469604e-01 -6.323408e-01 2.730293e+00,2.394956e-01 -6.302074e-01 2.732606e+00,2.338025e-01 -6.484009e-01 2.726551e+00,2.324373e-01 -6.479501e-01 2.722081e+00,2.288752e-01 -6.451020e-01 2.720403e+00,2.281165e-01 -6.455551e-01 2.718719e+00,2.252547e-01 -6.447151e-01 2.720074e+00,2.269555e-01 -6.332228e-01 2.722054e+00
-1.849487e-02 -6.063817e-01 2.726779e+00,-1.869641e-02 -6.064247e-01 2.727159e+00,-1.939529e-02 -6.066449e-01 2.727863e+00,-2.009303e-02 -6.067146e-01 2.728601e+00,-2.246914e-02 -6.061881e-01 2.729895e+00,-2.573973e-02 -6.059608e-01 2.730721e+00,-2.917763e-02 -6.049735e-01 2.731356e+00,-3.147594e-02 -6.053963e-01 2.734451e+00,-3.166096e-02 -6.024922e-01 2.735801e+00,-3.651861e-02 -6.067365e-01 2.745600e+00,-3.684532e-02 -6.131892e-01 2.754200e+00,-3.768924e-02 -6.183753e-01 2.757009e+00,-3.865400e-02 -6.194193e-01 2.759089e+00,-3.940759e-02 -6.215110e-01 2.761530e+00,-3.998960e-02 -6.225084e-01 2.762489e+00,-4.059350e-02 -6.234874e-01 2.763203e+00,-4.055407e-02 -6.249604e-01 2.763133e+00,-4.059732e-02 -6.250430e-01 2.763222e+00,-4.146147e-02 -6.232792e-01 2.763958e+00,-4.201933e-02 -6.216370e-01 2.763904e+00,-4.409457e-02 -6.193861e-01 2.761708e+00,-4.421641e-02 -6.184999e-01 2.760860e+00,-4.477621e-02 -6.165652e-01 2.759614e+00,-4.661562e-02 -6.146177e-01 2.758415e+00,-4.724344e-02 -6.134201e-01 2.757668e+00,-4.799035e-02 -6.123107e-01 2.756111e+00,-4.819272e-02 -6.112788e-01 2.754785e+00,-4.839532e-02 -6.096899e-01 2.753263e+00,-5.057587e-02 -6.005610e-01 2.749720e+00,-5.064620e-02 -5.991203e-01 2.748839e+00,-5.025017e-02 -6.020685e-01 2.747606e+00,-5.061991e-02 -6.013710e-01 2.747222e+00,-5.121157e-02 -6.028008e-01 2.746097e+00,-5.133090e-02 -6.038579e-01 2.745777e+00,-5.146344e-02 -6.033024e-01 2.745252e+00,-5.124624e-02 -6.053734e-01 2.743581e+00,-4.957299e-02 -6.061487e-01 2.741914e+00,-4.768863e-02 -6.063954e-01 2.739327e+00,-4.636249e-02 -6.042104e-01 2.737531e+00,-4.510661e-02 -6.062474e-01 2.734955e+00,-4.208753e-02 -6.060163e-01 2.732649e+00,-4.163550e-02 -6.060348e-01 2.732157e+00,-4.012657e-02 -6.058303e-01 2.730863e+00,-3.898750e-02 -6.057688e-01 2.730415e+00,-3.685206e-02 -6.060359e-01 2.729691e+00,-3.651251e-02 -6.058881e-01 2.729635e+00,-3.421372e-02 -6.053109e-01 2.729890e+00,-3.335439e-02 -6.053855e-01 2.730056e+00,-3.240711e-02 -6.053183e-01 2.730243e+00,-3.220638e-02 -6.055083e-01 2.730560e+00
1.143070e-02 -9.247671e-01 2.738714e+00,1.139525e-02 -9.244590e-01 2.738753e+00,1.104580e-02 -9.252565e-01 2.740053e+00,1.174134e-02 -9.251890e-01 2.740757e+00,1.224332e-02 -9.255227e-01 2.741576e+00,1.283757e-02 -9.255550e-01 2.742327e+00,1.297995e-02 -9.255006e-01 2.742518e+00,1.378642e-02 -9.247355e-01 2.743563e+00,1.380560e-02 -9.245107e-01 2.744186e+00,1.889052e-02 -9.329295e-01 2.749425e+00,2.086518e-02 -9.312773e-01 2.750858e+00,2.307725e-02 -9.320213e-01 2.751734e+00,2.375035e-02 -9.320379e-01 2.751865e+00,2.457437e-02 -9.318200e-01 2.752212e+00,2.440798e-02 -9.315823e-01 2.752263e+00,2.448662e-02 -9.316069e-01 2.752716e+00,2.471575e-02 -9.321725e-01 2.753223e+00,2.427684e-02 -9.322183e-01 2.753376e+00,2.278108e-02 -9.338195e-01 2.754342e+00,2.228464e-02 -9.334009e-01 2.754172e+00,2.032296e-02 -9.323205e-01 2.754844e+00,1.962520e-02 -9.316743e-01 2.755116e+00,1.914148e-02 -9.312060e-01 2.755313e+00,1.853761e-02 -9.303223e-01 2.755521e+00,1.778216e-02 -9.301701e-01 2.755945e+00,1.667963e-02 -9.296931e-01 2.755732e+00,1.641487e-02 -9.295626e-01 2.755481e+00,1.600760e-02 -9.287556e-01 2.755123e+00,1.384563e-02 -9.274831e-01 2.754652e+00,1.357498e-02 -9.272525e-01 2.754669e+00,1.330252e-02 -9.271711e-01 2.754686e+00,1.266297e-02 -9.263404e-01 2.754111e+00,1.225208e-02 -9.264588e-01 2.754045e+00,1.224342e-02 -9.264530e-01 2.754016e+00,1.214204e-02 -9.264033e-01 2.753802e+00,1.174487e-02 -9.257796e-01 2.752594e+00,1.189044e-02 -9.259285e-01 2.751444e+00,1.170551e-02 -9.257439e-01 2.749480e+00,1.216423e-02 -9.261975e-01 2.747976e+00,1.258792e-02 -9.258932e-01 2.745619e+00,1.388891e-02 -9.248090e-01 2.742888e+00,1.422035e-02 -9.245734e-01 2.741674e+00,1.397758e-02 -9.240862e-01 2.740839e+00,1.397239e-02 -9.240021e-01 2.740761e+00,1.379961e-02 -9.235740e-01 2.740391e+00,1.337290e-02 -9.237402e-01 2.740276e+00,1.399168e-02 -9.254739e-01 2.741577e+00,1.324164e-02 -9.255781e-01 2.742039e+00,1.183220e-02 -9.262229e-01 2.744689e+00,1.168874e-02 -9.262242e-01 2.745480e+00
-7.922074e-04 -1.244570e+00 2.730817e+00,-3.363226e-04 -1.245189e+00 2.729584e+00,1.431898e-04 -1.246129e+00 2.728071e+00,3.057199e-04 -1.214431e+00 2.763793e+00,-4.070674e-04 -1.214536e+00 2.762814e+00,-5.719726e-05 -1.214749e+00 2.763239e+00,-1.945559e-04 -1.214822e+00 2.762839e+00,-1.824936e-03 -1.215718e+00 2.762923e+00,-2.284475e-03 -1.215698e+00 2.762468e+00,-2.558074e-03 -1.216259e+00 2.762515e+00,-1.479492e-03 -1.218975e+00 2.759073e+00,-1.659209e-03 -1.218696e+00 2.759060e+00,-1.366694e-03 -1.218846e+00 2.759212e+00,-1.366760e-03 -1.219118e+00 2.760457e+00,-1.486089e-03 -1.219136e+00 2.760476e+00,-1.439780e-03 -1.219077e+00 2.760786e+00,-2.100740e-03 -1.218474e+00 2.760797e+00,-2.076331e-03 -1.218584e+00 2.760692e+00,-2.127613e-03 -1.218810e+00 2.760947e+00,-2.062273e-03 -1.218742e+00 2.761044e+00,-4.374643e-03 -1.218132e+00 2.760076e+00,-5.272743e-03 -1.217596e+00 2.760487e+00,-5.853085e-03 -1.217183e+00 2.761067e+00,-8.200753e-03 -1.217354e+00 2.759007e+00,-8.359163e-03 -1.217070e+00 2.758598e+00,-8.945619e-03 -1.216502e+00 2.758904e+00,-9.172847e-03 -1.216246e+00 2.759076e+00,-7.399756e-03 -1.218081e+00 2.757035e+00,-9.231525e-03 -1.216148e+00 2.758179e+00,-9.868844e-03 -1.216754e+00 2.757732e+00,-1.147164e-02 -1.213334e+00 2.759117e+00,-1.058272e-02 -1.236974e+00 2.730234e+00,-1.109260e-02 -1.220586e+00 2.752857e+00,-1.141253e-02 -1.216147e+00 2.755423e+00,-1.121631e-02 -1.215412e+00 2.755889e+00,-1.072504e-02 -1.217736e+00 2.755631e+00,-7.255506e-03 -1.215969e+00 2.757141e+00,-5.508582e-03 -1.213484e+00 2.758532e+00,-2.412180e-03 -1.217472e+00 2.756033e+00,-6.939383e-04 -1.215526e+00 2.757720e+00,-9.336154e-04 -1.214950e+00 2.758873e+00,-9.975780e-04 -1.214893e+00 2.758876e+00,-1.229279e-03 -1.215433e+00 2.758989e+00,-1.096050e-03 -1.215525e+00 2.759316e+00,-1.280419e-03 -1.215720e+00 2.759507e+00,-1.438871e-03 -1.215767e+00 2.759473e+00,-3.348504e-03 -1.214813e+00 2.759478e+00,-3.841936e-03 -1.214263e+00 2.759917e+00,-4.163214e-03 -1.214178e+00 2.759785e+00,-4.398405e-03 -1.214328e+00 2.760342e+00
1.609034e-02 -1.266666e+00 2.602714e+00,1.644296e-02 -1.270159e+00 2.602614e+00,1.645083e-02 -1.269499e+00 2.600485e+00,1.552204e-02 -1.266494e+00 2.608299e+00,1.845462e-02 -1.266669e+00 2.619874e+00,1.809495e-02 -1.266943e+00 2.619804e+00,1.697955e-02 -1.266255e+00 2.615507e+00,1.470418e-02 -1.265699e+00 2.625849e+00,1.260756e-02 -1.266951e+00 2.621106e+00,1.343522e-02 -1.266423e+00 2.616175e+00,1.538777e-02 -1.266050e+00 2.618698e+00,1.547989e-02 -1.265975e+00 2.618617e+00,1.563468e-02 -1.266018e+00 2.618786e+00,1.671951e-02 -1.266357e+00 2.616101e+00,1.914423e-02 -1.266627e+00 2.615909e+00,1.649993e-02 -1.266690e+00 2.623073e+00,1.752193e-02 -1.266486e+00 2.621576e+00,1.710709e-02 -1.266097e+00 2.619405e+00,2.119873e-02 -1.266692e+00 2.609487e+00,2.094603e-02 -1.266318e+00 2.615605e+00,1.898988e-02 -1.266284e+00 2.610479e+00,2.098817e-02 -1.265812e+00 2.614109e+00,2.142164e-02 -1.265756e+00 2.618510e+00,1.929625e-02 -1.266231e+00 2.618554e+00,2.032540e-02 -1.266308e+00 2.616640e+00,1.949457e-02 -1.266581e+00 2.616191e+00,1.995269e-02 -1.266583e+00 2.616502e+00,1.932739e-02 -1.266469e+00 2.616816e+00,1.734427e-02 -1.265549e+00 2.617001e+00,1.754547e-02 -1.265558e+00 2.616329e+00,1.912411e-02 -1.265555e+00 2.618941e+00,2.076672e-02 -1.270972e+00 2.611083e+00,8.693910e-03 -1.266035e+00 2.614464e+00,1.192463e-02 -1.266476e+00 2.616915e+00,1.434292e-02 -1.266504e+00 2.616975e+00,1.271315e-02 -1.267100e+00 2.612670e+00,1.520289e-02 -1.266544e+00 2.612366e+00,1.664345e-02 -1.266683e+00 2.611088e+00,1.631141e-02 -1.266674e+00 2.611521e+00,1.846259e-02 -1.266208e+00 2.601881e+00,1.871090e-02 -1.265414e+00 2.601978e+00,1.958137e-02 -1.266062e+00 2.602553e+00,1.823037e-02 -1.266922e+00 2.620857e+00,-6.404681e-03 -1.261534e+00 2.598862e+00,1.175006e-02 -1.267756e+00 2.612531e+00,9.713192e-03 -1.266307e+00 2.601953e+00,1.497337e-02 -1.265928e+00 2.611779e+00,1.588527e-02 -1.266272e+00 2.613721e+00,1.836042e-02 -1.266982e+00 2.612587e+00,1.886920e-02 -1.266483e+00 2.619302e+00
1.170549e-01 -6.081635e-01 2.733882e+00,1.169415e-01 -6.081895e-01 2.734064e+00,1.163680e-01 -6.085311e-01 2.734321e+00,1.156459e-01 -6.085890e-01 2.734633e+00,1.134155e-01 -6.082028e-01 2.734928e+00,1.100478e-01 -6.085697e-01 2.735342e+00,1.063836e-01 -6.080972e-01 2.734627e+00,1.037490e-01 -6.068381e-01 2.735404e+00,1.026151e-01 -6.039848e-01 2.737565e+00,1.011137e-01 -6.081903e-01 2.736200e+00,1.011417e-01 -6.114241e-01 2.733881e+00,1.004747e-01 -6.151407e-01 2.732329e+00,9.983740e-02 -6.156768e-01 2.731422e+00,9.926250e-02 -6.166149e-01 2.731119e+00,9.885551e-02 -6.177093e-01 2.729969e+00,9.753545e-02 -6.209533e-01 2.730296e+00,9.754106e-02 -6.213185e-01 2.730159e+00,9.734649e-02 -6.212649e-01 2.730045e+00,9.173827e-02 -6.173913e-01 2.730842e+00,9.117407e-02 -6.159345e-01 2.730442e+00,8.898038e-02 -6.153813e-01 2.732112e+00,8.882102e-02 -6.148798e-01 2.732858e+00,8.865011e-02 -6.114647e-01 2.734056e+00,8.653366e-02 -6.084546e-01 2.735787e+00,8.617141e-02 -6.078362e-01 2.735899e+00,8.565246e-02 -6.061938e-01 2.736567e+00,8.565121e-02 -6.055995e-01 2.736801e+00,8.553715e-02 -6.045433e-01 2.737463e+00,8.529081e-02 -6.040592e-01 2.738158e+00,8.531763e-02 -6.039378e-01 2.738594e+00,8.573664e-02 -6.045214e-01 2.740737e+00,8.560473e-02 -6.048166e-01 2.741113e+00,8.521949e-02 -6.051351e-01 2.741476e+00,8.509556e-02 -6.053484e-01 2.741632e+00,8.504327e-02 -6.054765e-01 2.741502e+00,8.510171e-02 -6.059702e-01 2.740707e+00,8.641535e-02 -6.057640e-01 2.739360e+00,8.883361e-02 -6.070988e-01 2.736660e+00,8.999820e-02 -6.076822e-01 2.735494e+00,9.102786e-02 -6.078725e-01 2.733988e+00,9.412846e-02 -6.073692e-01 2.731741e+00,9.461267e-02 -6.073045e-01 2.731376e+00,9.594538e-02 -6.071656e-01 2.730872e+00,9.681477e-02 -6.072775e-01 2.731004e+00,9.899215e-02 -6.072382e-01 2.731450e+00,9.925921e-02 -6.072747e-01 2.731740e+00,1.013848e-01 -6.069819e-01 2.732769e+00,1.020399e-01 -6.070871e-01 2.733039e+00,1.033714e-01 -6.071711e-01 2.733959e+00,1.036164e-01 -6.073998e-01 2.734313e+00
4.355761e-02 -9.347998e-01 2.746326e+00,4.276973e-02 -9.351724e-01 2.746410e+00,4.309478e-02 -9.337710e-01 2.747150e+00,4.226273e-02 -9.333468e-01 2.747399e+00,4.037541e-02 -9.331813e-01 2.748356e+00,3.878175e-02 -9.349251e-01 2.749871e+00,3.847047e-02 -9.344838e-01 2.749979e+00,3.870370e-02 -9.327395e-01 2.750355e+00,3.885255e-02 -9.315794e-01 2.751096e+00,3.906223e-02 -9.309716e-01 2.752631e+00,3.871916e-02 -9.322006e-01 2.753945e+00,3.846695e-02 -9.326163e-01 2.754244e+00,3.856674e-02 -9.339006e-01 2.755011e+00,3.529153e-02 -9.386302e-01 2.757198e+00,3.558401e-02 -9.383022e-01 2.757157e+00,3.623326e-02 -9.381958e-01 2.757370e+00,3.659252e-02 -9.376228e-01 2.757783e+00,3.674519e-02 -9.381140e-01 2.758389e+00,3.661246e-02 -9.398716e-01 2.758640e+00,3.675700e-02 -9.397518e-01 2.758512e+00,3.620549e-02 -9.378645e-01 2.758194e+00,3.494262e-02 -9.336414e-01 2.757195e+00,3.389451e-02 -9.332681e-01 2.757425e+00,3.132657e-02 -9.350678e-01 2.758296e+00,3.075742e-02 -9.356586e-01 2.758606e+00,3.101105e-02 -9.332060e-01 2.758071e+00,3.089183e-02 -9.329841e-01 2.757977e+00,3.063446e-02 -9.324911e-01 2.757616e+00,3.109343e-02 -9.322148e-01 2.757471e+00,3.118075e-02 -9.321051e-01 2.757434e+00,3.147277e-02 -9.323573e-01 2.757526e+00,3.131781e-02 -9.323733e-01 2.757483e+00,3.166442e-02 -9.322166e-01 2.757283e+00,3.181849e-02 -9.321055e-01 2.757106e+00,3.197161e-02 -9.321412e-01 2.756955e+00,3.202111e-02 -9.326735e-01 2.756403e+00,3.389049e-02 -9.309646e-01 2.753906e+00,3.381276e-02 -9.323058e-01 2.752307e+00,3.400769e-02 -9.327570e-01 2.751159e+00,3.459012e-02 -9.302637e-01 2.747630e+00,3.398474e-02 -9.322878e-01 2.746011e+00,3.393135e-02 -9.322796e-01 2.745073e+00,3.739838e-02 -9.326161e-01 2.745272e+00,3.677211e-02 -9.323987e-01 2.745245e+00,3.572020e-02 -9.327741e-01 2.744806e+00,3.592094e-02 -9.323868e-01 2.744642e+00,3.581999e-02 -9.324849e-01 2.744982e+00,3.544560e-02 -9.352670e-01 2.747042e+00,3.634319e-02 -9.336783e-01 2.748733e+00,3.667618e-02 -9.335710e-01 2.749166e+00
4.985484e-02 -1.215816e+00 2.762117e+00,5.000381e-02 -1.216124e+00 2.762010e+00,4.987183e-02 -1.219615e+00 2.760073e+00,4.963550e-02 -1.219149e+00 2.761068e+00,4.934857e-02 -1.220085e+00 2.760622e+00,4.955444e-02 -1.220498e+00 2.760642e+00,7.157941e-02 -1.245750e+00 2.722579e+00,5.520350e-02 -1.213551e+00 2.762829e+00,5.433062e-02 -1.214750e+00 2.762485e+00,5.239270e-02 -1.226121e+00 2.751588e+00,5.308902e-02 -1.224394e+00 2.754427e+00,5.236986e-02 -1.224279e+00 2.754254e+00,4.643390e-02 -1.237705e+00 2.739599e+00,5.298179e-02 -1.222690e+00 2.756992e+00,5.268530e-02 -1.221213e+00 2.757695e+00,6.936856e-02 -1.243472e+00 2.724721e+00,5.988283e-02 -1.243596e+00 2.726354e+00,5.666918e-02 -1.236086e+00 2.740345e+00,5.623687e-02 -1.227354e+00 2.748649e+00,5.617606e-02 -1.213929e+00 2.757825e+00,5.418555e-02 -1.217087e+00 2.754595e+00,5.354302e-02 -1.216804e+00 2.756084e+00,6.398310e-02 -1.238208e+00 2.734919e+00,5.533114e-02 -1.227936e+00 2.747023e+00,5.374217e-02 -1.227154e+00 2.748792e+00,5.324317e-02 -1.225436e+00 2.751093e+00,5.304262e-02 -1.224980e+00 2.751540e+00,5.275636e-02 -1.224011e+00 2.752056e+00,5.248412e-02 -1.222720e+00 2.753483e+00,5.294257e-02 -1.218876e+00 2.758056e+00,5.492829e-02 -1.217011e+00 2.761507e+00,5.451487e-02 -1.217371e+00 2.761437e+00,5.485132e-02 -1.217684e+00 2.759077e+00,5.464896e-02 -1.217409e+00 2.758890e+00,5.441838e-02 -1.217575e+00 2.759047e+00,5.391698e-02 -1.218639e+00 2.758715e+00,5.391042e-02 -1.218443e+00 2.759092e+00,5.339986e-02 -1.218284e+00 2.759921e+00,5.134552e-02 -1.221725e+00 2.757161e+00,5.056101e-02 -1.221193e+00 2.756148e+00,6.178839e-02 -1.240958e+00 2.731034e+00,5.576685e-02 -1.231759e+00 2.742180e+00,5.087437e-02 -1.226778e+00 2.748168e+00,4.989547e-02 -1.219302e+00 2.755847e+00,4.980874e-02 -1.220320e+00 2.755668e+00,4.984006e-02 -1.220466e+00 2.755487e+00,5.065011e-02 -1.219922e+00 2.756143e+00,5.060961e-02 -1.219666e+00 2.756641e+00,5.071792e-02 -1.218997e+00 2.757195e+00,5.051285e-02 -1.218414e+00 2.758466e+00
5.336719e-02 -1.266495e+00 2.615247e+00,5.321398e-02 -1.266742e+00 2.615405e+00,5.075774e-02 -1.264848e+00 2.605968e+00,5.060854e-02 -1.264693e+00 2.605134e+00,5.077980e-02 -1.265373e+00 2.607877e+00,5.286971e-02 -1.266912e+00 2.614213e+00,4.901040e-02 -1.273995e+00 2.598059e+00,5.223836e-02 -1.266734e+00 2.613436e+00,5.037702e-02 -1.267041e+00 2.619771e+00,4.679396e-02 -1.264874e+00 2.601555e+00,4.686908e-02 -1.267261e+00 2.607942e+00,4.578030e-02 -1.266886e+00 2.605587e+00,4.694806e-02 -1.267022e+00 2.607090e+00,4.546236e-02 -1.267780e+00 2.597374e+00,4.659775e-02 -1.267053e+00 2.599706e+00,4.510936e-02 -1.267201e+00 2.597535e+00,4.512351e-02 -1.267217e+00 2.597623e+00,4.238581e-02 -1.266843e+00 2.597631e+00,4.506687e-02 -1.268633e+00 2.610278e+00,4.794928e-02 -1.267340e+00 2.609024e+00,5.314364e-02 -1.267169e+00 2.597895e+00,5.165092e-02 -1.266903e+00 2.608763e+00,5.012579e-02 -1.269394e+00 2.610049e+00,4.893143e-02 -1.267311e+00 2.615409e+00,4.946013e-02 -1.267375e+00 2.612532e+00,4.686093e-02 -1.267056e+00 2.606932e+00,4.443067e-02 -1.266458e+00 2.615300e+00,4.407351e-02 -1.266290e+00 2.615475e+00,4.313326e-02 -1.266431e+00 2.614150e+00,4.344943e-02 -1.266043e+00 2.611836e+00,4.364961e-02 -1.265469e+00 2.608415e+00,4.336454e-02 -1.265596e+00 2.608960e+00,4.442316e-02 -1.266529e+00 2.603940e+00,4.264972e-02 -1.266113e+00 2.605574e+00,4.306112e-02 -1.266167e+00 2.605133e+00,4.604388e-02 -1.266243e+00 2.612509e+00,4.539982e-02 -1.266284e+00 2.612373e+00,4.899136e-02 -1.266752e+00 2.617616e+00,5.138531e-02 -1.266702e+00 2.622718e+00,5.379459e-02 -1.264919e+00 2.605678e+00,4.874691e-02 -1.264534e+00 2.602222e+00,4.874158e-02 -1.264540e+00 2.602085e+00,4.500607e-02 -1.267212e+00 2.609797e+00,4.577986e-02 -1.266728e+00 2.610006e+00,4.873068e-02 -1.266653e+00 2.620396e+00,4.553155e-02 -1.266200e+00 2.611233e+00,4.529735e-02 -1.266306e+00 2.613526e+00,4.580635e-02 -1.266686e+00 2.614805e+00,4.669895e-02 -1.266864e+00 2.609449e+00,4.641291e-02 -1.266831e+00 2.610170e+00
5.232024e-02 -1.153062e-01 2.778497e+00,5.175667e-02 -1.153359e-01 2.779209e+00,5.263760e-02 -1.155495e-01 2.780834e+00,5.322981e-02 -1.157088e-01 2.782301e+00,5.250762e-02 -1.156285e-01 2.784692e+00,5.177841e-02 -1.153262e-01 2.786078e+00,5.118762e-02 -1.152766e-01 2.786979e+00,5.074824e-02 -1.160881e-01 2.790469e+00,5.106529e-02 -1.164510e-01 2.791816e+00,5.834094e-02 -1.115330e-01 2.795081e+00,5.963920e-02 -1.057827e-01 2.793558e+00,6.040079e-02 -1.022859e-01 2.791435e+00,6.007094e-02 -9.926533e-02 2.789873e+00,5.879514e-02 -9.634509e-02 2.788596e+00,5.735189e-02 -9.653885e-02 2.788334e+00,5.700533e-02 -9.634452e-02 2.788243e+00,5.679090e-02 -9.574126e-02 2.788300e+00,5.657718e-02 -9.538582e-02 2.788733e+00,5.396117e-02 -9.367654e-02 2.790333e+00,5.159914e-02 -9.318301e-02 2.791132e+00,3.112544e-02 -1.020912e-01 2.797675e+00,3.153096e-02 -1.035840e-01 2.798245e+00,3.204893e-02 -1.038649e-01 2.798529e+00,3.147196e-02 -1.053002e-01 2.798817e+00,3.139629e-02 -1.055358e-01 2.798954e+00,3.065390e-02 -1.064338e-01 2.799531e+00,3.067799e-02 -1.064690e-01 2.799506e+00,3.064386e-02 -1.067255e-01 2.799455e+00,3.048200e-02 -1.067012e-01 2.798495e+00,3.007494e-02 -1.070653e-01 2.797028e+00,2.991416e-02 -1.086109e-01 2.794927e+00,2.930986e-02 -1.094697e-01 2.792808e+00,3.051431e-02 -1.098688e-01 2.790473e+00,3.082230e-02 -1.103704e-01 2.789731e+00,3.101961e-02 -1.100134e-01 2.789116e+00,3.092308e-02 -1.107518e-01 2.788313e+00,3.082943e-02 -1.108326e-01 2.787566e+00,3.665885e-02 -1.097244e-01 2.786246e+00,3.688030e-02 -1.099558e-01 2.786000e+00,3.662178e-02 -1.107714e-01 2.784959e+00,3.725541e-02 -1.116428e-01 2.783892e+00,3.823740e-02 -1.127563e-01 2.782763e+00,4.400939e-02 -1.103306e-01 2.782145e+00,4.373166e-02 -1.107808e-01 2.781680e+00,4.420572e-02 -1.118627e-01 2.780666e+00,4.485026e-02 -1.122502e-01 2.780136e+00,4.488933e-02 -1.130223e-01 2.779528e+00,4.693744e-02 -1.108336e-01 2.780353e+00,4.748372e-02 -1.115705e-01 2.779824e+00,4.734890e-02 -1.120891e-01 2.779906e+00
