4.920819e-02 -5.612060e-01 2.779528e+00,4.901162e-02 -5.611909e-01 2.779530e+00,4.894003e-02 -5.611651e-01 2.779531e+00,4.860098e-02 -5.612119e-01 2.779514e+00,4.475646e-02 -5.613935e-01 2.778290e+00,4.252102e-02 -5.614520e-01 2.777920e+00,3.830342e-02 -5.614294e-01 2.776258e+00,3.381984e-02 -5.618083e-01 2.775331e+00,3.140657e-02 -5.620510e-01 2.775013e+00,2.752933e-02 -5.616223e-01 2.773247e+00,2.434430e-02 -5.616183e-01 2.772990e+00,2.050554e-02 -5.602900e-01 2.771459e+00,1.817008e-02 -5.588993e-01 2.771008e+00,1.761979e-02 -5.589035e-01 2.770826e+00,1.699981e-02 -5.600563e-01 2.770403e+00,1.348417e-02 -5.618275e-01 2.772551e+00,1.163968e-02 -5.630140e-01 2.773856e+00,1.229319e-02 -5.641169e-01 2.774591e+00,1.378796e-02 -5.658049e-01 2.774527e+00,1.691992e-02 -5.693240e-01 2.774515e+00,1.721350e-02 -5.693230e-01 2.774946e+00,1.718180e-02 -5.692062e-01 2.775156e+00,1.414521e-02 -5.721121e-01 2.777902e+00,1.403256e-02 -5.728312e-01 2.777591e+00,1.811949e-02 -5.776002e-01 2.775474e+00,1.760053e-02 -5.762638e-01 2.775892e+00,2.188719e-02 -5.620850e-01 2.776507e+00,1.700186e-02 -5.626563e-01 2.775602e+00,1.093926e-02 -5.613745e-01 2.772511e+00,1.217218e-02 -5.607125e-01 2.771057e+00,1.383605e-02 -5.604722e-01 2.770845e+00,1.486262e-02 -5.601991e-01 2.770400e+00,1.893087e-02 -5.600272e-01 2.770259e+00,2.074774e-02 -5.598122e-01 2.769958e+00,2.414292e-02 -5.600172e-01 2.769890e+00,2.880940e-02 -5.595077e-01 2.771001e+00,3.318423e-02 -5.599596e-01 2.772097e+00,3.970913e-02 -5.592583e-01 2.773236e+00,4.072499e-02 -5.596468e-01 2.773875e+00,4.321774e-02 -5.602530e-01 2.775257e+00,4.423529e-02 -5.605381e-01 2.775556e+00,4.573417e-02 -5.604537e-01 2.776532e+00,4.653615e-02 -5.604258e-01 2.777233e+00,4.722981e-02 -5.605980e-01 2.777793e+00
2.187735e-01 -5.621291e-01 2.739789e+00,2.176144e-01 -5.591867e-01 2.735780e+00,2.200320e-01 -5.584128e-01 2.734422e+00,2.254754e-01 -5.407619e-01 2.727777e+00,2.649620e-01 -5.108107e-01 2.686614e+00,3.038977e-01 -4.733143e-01 2.633231e+00,3.084055e-01 -3.890288e-01 2.627594e+00,3.440185e-01 -2.227625e-01 2.603795e+00,3.544233e-01 -1.311451e-01 2.595099e+00,3.194566e-01 -3.798054e-05 2.609385e+00,2.959810e-01 8.696073e-02 2.622618e+00,2.610859e-01 1.329675e-01 2.616635e+00,1.817783e-01 2.208583e-01 2.572250e+00,1.275207e-01 3.667619e-01 2.587840e+00,-2.613633e-02 3.065583e-01 2.427166e+00,-1.126414e-01 3.000984e-01 2.388224e+00,-1.744728e-01 2.612311e-01 2.359824e+00,-2.304923e-01 1.902815e-01 2.352406e+00,-2.495137e-01 1.652616e-01 2.353421e+00,-2.472319e-01 1.211083e-01 2.344535e+00,-2.554993e-01 1.103917e-01 2.334902e+00,-2.141610e-01 9.317958e-02 2.340136e+00,-1.673511e-01 6.202248e-02 2.325954e+00,-1.610216e-01 3.769508e-02 2.310420e+00,-1.132558e-01 -5.009560e-02 2.310944e+00,-9.477738e-02 -1.203750e-01 2.316256e+00,4.079166e-02 -2.552323e-01 2.353998e+00,9.988255e-02 -3.240926e-01 2.382160e+00,1.900288e-01 -4.647816e-01 2.448941e+00,2.470286e-01 -5.010855e-01 2.554587e+00,2.623163e-01 -5.257289e-01 2.602999e+00,2.688668e-01 -5.380019e-01 2.643518e+00,2.683250e-01 -5.551355e-01 2.716216e+00,2.603847e-01 -5.600041e-01 2.738365e+00,2.424813e-01 -5.660346e-01 2.766003e+00,2.310781e-01 -5.751878e-01 2.766417e+00,2.151805e-01 -5.788313e-01 2.756798e+00,2.019242e-01 -5.760691e-01 2.738733e+00,2.033497e-01 -5.742798e-01 2.736723e+00,2.164427e-01 -5.760005e-01 2.747601e+00,2.170442e-01 -5.755839e-01 2.745807e+00,2.167494e-01 -5.750377e-01 2.745989e+00,2.172666e-01 -5.754458e-01 2.744362e+00,2.182439e-01 -5.770125e-01 2.747918e+00
-1.937253e-02 -5.550658e-01 2.748867e+00,-1.957714e-02 -5.549312e-01 2.748814e+00,-1.964874e-02 -5.548489e-01 2.748832e+00,-1.998674e-02 -5.547616e-01 2.748829e+00,-2.417061e-02 -5.543993e-01 2.747442e+00,-2.633267e-02 -5.543993e-01 2.746792e+00,-3.067938e-02 -5.542587e-01 2.744769e+00,-3.482678e-02 -5.543839e-01 2.744361e+00,-3.701064e-02 -5.548722e-01 2.744656e+00,-4.028690e-02 -5.549557e-01 2.744718e+00,-4.326697e-02 -5.554136e-01 2.746584e+00,-4.685146e-02 -5.541127e-01 2.748110e+00,-4.924304e-02 -5.546948e-01 2.752411e+00,-4.996080e-02 -5.550033e-01 2.754059e+00,-4.891932e-02 -5.572133e-01 2.756116e+00,-5.094686e-02 -5.595711e-01 2.758916e+00,-5.300766e-02 -5.633090e-01 2.769159e+00,-4.899306e-02 -5.652382e-01 2.774900e+00,-4.576257e-02 -5.702348e-01 2.776435e+00,-4.280919e-02 -5.749089e-01 2.776203e+00,-4.258363e-02 -5.731481e-01 2.776823e+00,-4.278113e-02 -5.720850e-01 2.777712e+00,-4.828006e-02 -5.720566e-01 2.780787e+00,-4.920271e-02 -5.738400e-01 2.778498e+00,-4.498560e-02 -5.803316e-01 2.765879e+00,-4.535037e-02 -5.762557e-01 2.769482e+00,-4.024466e-02 -5.571246e-01 2.765913e+00,-4.757692e-02 -5.553638e-01 2.762091e+00,-5.509121e-02 -5.538663e-01 2.753696e+00,-5.377718e-02 -5.532622e-01 2.749364e+00,-5.253248e-02 -5.532674e-01 2.748529e+00,-5.150183e-02 -5.529662e-01 2.746993e+00,-4.781871e-02 -5.527839e-01 2.744510e+00,-4.611954e-02 -5.522410e-01 2.742948e+00,-4.318887e-02 -5.522574e-01 2.741064e+00,-3.926851e-02 -5.517082e-01 2.740564e+00,-3.511875e-02 -5.523333e-01 2.740014e+00,-2.909665e-02 -5.524480e-01 2.739877e+00,-2.814311e-02 -5.527452e-01 2.740357e+00,-2.566226e-02 -5.533444e-01 2.741387e+00,-2.465402e-02 -5.536542e-01 2.741645e+00,-2.296826e-02 -5.532542e-01 2.743094e+00,-2.217489e-02 -5.531257e-01 2.743653e+00,-2.141239e-02 -5.534841e-01 2.744345e+00
9.149453e-04 -9.220136e-01 2.776833e+00,5.063321e-04 -9.209496e-01 2.776593e+00,-8.865423e-04 -9.196050e-01 2.775785e+00,-8.089532e-04 -9.184102e-01 2.775394e+00,-2.094528e-03 -9.179448e-01 2.774919e+00,-2.365445e-03 -9.254974e-01 2.776539e+00,-2.620563e-03 -9.221557e-01 2.775148e+00,-2.850393e-03 -9.176794e-01 2.773162e+00,-3.227663e-03 -9.164508e-01 2.772871e+00,-4.194933e-03 -9.145924e-01 2.771529e+00,-3.910341e-03 -9.144343e-01 2.771108e+00,-3.689851e-03 -9.140747e-01 2.770716e+00,-4.377248e-03 -9.131006e-01 2.770147e+00,-1.268126e-03 -9.152494e-01 2.769932e+00,1.034992e-02 -9.309425e-01 2.772166e+00,1.151874e-02 -9.329243e-01 2.773275e+00,1.213818e-02 -9.337637e-01 2.773263e+00,1.515619e-02 -9.344666e-01 2.772936e+00,1.846369e-02 -9.339201e-01 2.772504e+00,1.870590e-02 -9.338588e-01 2.772574e+00,1.844299e-02 -9.339376e-01 2.772789e+00,1.836281e-02 -9.343041e-01 2.773263e+00,1.805943e-02 -9.351266e-01 2.774289e+00,1.795401e-02 -9.354858e-01 2.774364e+00,1.758829e-02 -9.363675e-01 2.774382e+00,1.663439e-02 -9.383398e-01 2.774950e+00,5.371761e-03 -9.138808e-01 2.769427e+00,3.784221e-03 -9.103504e-01 2.768889e+00,1.210509e-03 -9.098822e-01 2.767435e+00,-2.866176e-03 -9.086420e-01 2.766752e+00,-3.453838e-03 -9.086928e-01 2.767057e+00,-3.579422e-03 -9.087754e-01 2.766965e+00,-3.628152e-03 -9.091976e-01 2.767089e+00,-3.642726e-03 -9.094930e-01 2.767116e+00,-4.151565e-03 -9.102249e-01 2.767387e+00,-3.550429e-03 -9.105964e-01 2.767911e+00,-2.728622e-03 -9.127631e-01 2.768659e+00,-2.570606e-03 -9.125606e-01 2.768858e+00,-2.623548e-03 -9.125772e-01 2.768876e+00,-2.405010e-03 -9.128990e-01 2.769216e+00,-2.032512e-03 -9.131594e-01 2.769428e+00,-2.273914e-03 -9.124978e-01 2.769878e+00,7.416666e-04 -9.200342e-01 2.773773e+00,4.033891e-04 -9.213924e-01 2.774358e+00
-1.422777e-02 -1.212770e+00 2.764791e+00,-1.518895e-02 -1.213209e+00 2.764588e+00,-1.564370e-02 -1.210944e+00 2.765997e+00,-1.656334e-02 -1.210165e+00 2.765904e+00,-1.626923e-02 -1.210613e+00 2.765347e+00,-1.604788e-02 -1.210726e+00 2.765719e+00,-1.466115e-02 -1.211884e+00 2.765274e+00,-1.585330e-02 -1.212684e+00 2.764681e+00,-1.613631e-02 -1.212511e+00 2.764377e+00,-2.014266e-02 -1.213519e+00 2.763845e+00,-2.051152e-02 -1.213086e+00 2.764258e+00,-2.096961e-02 -1.212714e+00 2.763935e+00,-2.182403e-02 -1.212183e+00 2.763820e+00,-2.321612e-02 -1.212811e+00 2.764090e+00,-2.204316e-02 -1.213220e+00 2.762299e+00,-2.120203e-02 -1.214421e+00 2.761420e+00,-2.117227e-02 -1.214763e+00 2.761022e+00,-1.641355e-02 -1.219374e+00 2.760020e+00,-1.374097e-02 -1.223148e+00 2.758626e+00,-1.427814e-02 -1.223115e+00 2.758272e+00,-1.439106e-02 -1.223482e+00 2.757323e+00,-1.524118e-02 -1.221687e+00 2.758176e+00,-1.647517e-02 -1.225318e+00 2.754023e+00,-1.682349e-02 -1.221129e+00 2.757824e+00,-1.774082e-02 -1.213709e+00 2.759307e+00,-1.866714e-02 -1.214322e+00 2.759629e+00,-1.979698e-02 -1.214133e+00 2.761206e+00,-1.925809e-02 -1.216006e+00 2.758850e+00,-2.844243e-02 -1.239075e+00 2.735224e+00,-2.042037e-02 -1.221232e+00 2.752825e+00,-2.075280e-02 -1.224055e+00 2.751547e+00,-2.086941e-02 -1.225047e+00 2.749464e+00,-1.773540e-02 -1.217653e+00 2.756575e+00,-1.647195e-02 -1.217500e+00 2.757422e+00,-1.127515e-02 -1.215097e+00 2.762162e+00,-1.168291e-02 -1.214236e+00 2.762338e+00,-1.245114e-02 -1.223116e+00 2.756505e+00,-1.629887e-02 -1.219649e+00 2.758869e+00,-1.579565e-02 -1.219334e+00 2.758721e+00,-1.355488e-02 -1.217513e+00 2.762667e+00,-1.485509e-02 -1.215000e+00 2.762850e+00,-1.481460e-02 -1.214301e+00 2.764266e+00,-1.466516e-02 -1.215201e+00 2.763867e+00,-1.482964e-02 -1.215257e+00 2.763453e+00
2.433906e-04 -1.264761e+00 2.634403e+00,5.260484e-04 -1.264909e+00 2.634432e+00,-4.899650e-04 -1.264967e+00 2.626915e+00,-5.820663e-03 -1.262678e+00 2.634667e+00,-8.257555e-03 -1.264081e+00 2.625089e+00,-7.939335e-03 -1.264684e+00 2.632679e+00,-4.064097e-03 -1.264671e+00 2.637550e+00,-3.365659e-03 -1.264968e+00 2.636604e+00,-5.775200e-03 -1.265192e+00 2.631313e+00,-1.079712e-02 -1.264731e+00 2.619697e+00,-1.551378e-02 -1.265122e+00 2.627988e+00,-1.678090e-02 -1.264344e+00 2.627457e+00,-9.269368e-03 -1.264665e+00 2.628901e+00,-5.749535e-03 -1.264659e+00 2.634634e+00,-2.954421e-03 -1.264318e+00 2.642328e+00,-1.790732e-03 -1.265428e+00 2.642373e+00,8.259889e-04 -1.268428e+00 2.636597e+00,9.034998e-04 -1.267883e+00 2.634578e+00,1.994532e-03 -1.267837e+00 2.634902e+00,4.442323e-03 -1.268253e+00 2.631411e+00,4.947116e-03 -1.267953e+00 2.631124e+00,4.380745e-03 -1.266888e+00 2.633974e+00,-5.688190e-04 -1.267837e+00 2.628146e+00,-6.995741e-04 -1.267698e+00 2.628194e+00,-5.372456e-03 -1.267224e+00 2.624943e+00,-1.209451e-02 -1.269273e+00 2.621909e+00,-6.417079e-03 -1.268149e+00 2.621969e+00,-3.273858e-03 -1.266821e+00 2.628306e+00,-7.873535e-03 -1.271484e+00 2.578125e+00,7.361069e-03 -1.267207e+00 2.622453e+00,5.484217e-03 -1.267717e+00 2.623868e+00,5.325121e-03 -1.267244e+00 2.624945e+00,-5.232653e-04 -1.267189e+00 2.626618e+00,-2.348960e-04 -1.266860e+00 2.626649e+00,2.137462e-03 -1.266390e+00 2.626744e+00,3.715019e-03 -1.266612e+00 2.626055e+00,3.873063e-03 -1.266611e+00 2.625540e+00,-4.482064e-04 -1.265885e+00 2.627109e+00,-5.702623e-04 -1.265864e+00 2.627413e+00,-9.195695e-04 -1.264299e+00 2.628861e+00,-2.734602e-03 -1.263902e+00 2.631286e+00,-6.077971e-03 -1.262285e+00 2.630654e+00,-5.880232e-03 -1.264150e+00 2.626649e+00,-5.054706e-03 -1.264036e+00 2.623924e+00
1.163593e-01 -5.534627e-01 2.741898e+00,1.161320e-01 -5.535764e-01 2.741975e+00,1.160752e-01 -5.535896e-01 2.741975e+00,1.157303e-01 -5.537978e-01 2.741958e+00,1.123910e-01 -5.544801e-01 2.740927e+00,1.101806e-01 -5.546258e-01 2.740867e+00,1.062702e-01 -5.547406e-01 2.739594e+00,1.015071e-01 -5.554023e-01 2.738089e+00,9.879078e-02 -5.553858e-01 2.737098e+00,9.401561e-02 -5.541548e-01 2.732672e+00,8.986835e-02 -5.537161e-01 2.730173e+00,8.523244e-02 -5.521064e-01 2.724447e+00,8.227888e-02 -5.470941e-01 2.718750e+00,8.155591e-02 -5.472401e-01 2.716899e+00,8.071779e-02 -5.482562e-01 2.716328e+00,7.608659e-02 -5.497040e-01 2.717956e+00,7.308093e-02 -5.506272e-01 2.715121e+00,7.281745e-02 -5.514051e-01 2.710833e+00,7.399248e-02 -5.512655e-01 2.708740e+00,7.669449e-02 -5.521817e-01 2.707537e+00,7.736813e-02 -5.532962e-01 2.707952e+00,7.734535e-02 -5.533655e-01 2.707839e+00,7.598151e-02 -5.591581e-01 2.709294e+00,7.617857e-02 -5.594402e-01 2.709476e+00,8.242318e-02 -5.636599e-01 2.714825e+00,8.118018e-02 -5.625097e-01 2.714091e+00,8.332324e-02 -5.524150e-01 2.717191e+00,7.914393e-02 -5.552651e-01 2.718947e+00,7.525964e-02 -5.546854e-01 2.719567e+00,7.740808e-02 -5.538142e-01 2.720739e+00,8.036211e-02 -5.532722e-01 2.722417e+00,8.175608e-02 -5.530150e-01 2.723259e+00,8.690603e-02 -5.530884e-01 2.726837e+00,8.890870e-02 -5.532313e-01 2.727924e+00,9.260355e-02 -5.538254e-01 2.730225e+00,9.753014e-02 -5.534425e-01 2.733466e+00,1.018445e-01 -5.537589e-01 2.736440e+00,1.083651e-01 -5.519994e-01 2.738826e+00,1.092208e-01 -5.525039e-01 2.739545e+00,1.113854e-01 -5.531866e-01 2.741186e+00,1.123014e-01 -5.534655e-01 2.741500e+00,1.135312e-01 -5.537043e-01 2.742065e+00,1.142796e-01 -5.538204e-01 2.742886e+00,1.148662e-01 -5.538565e-01 2.743313e+00
7.546007e-02 -9.386523e-01 2.782382e+00,7.562203e-02 -9.385987e-01 2.782415e+00,7.679483e-02 -9.381557e-01 2.781956e+00,7.767428e-02 -9.371092e-01 2.781803e+00,7.939783e-02 -9.364911e-01 2.781061e+00,7.982845e-02 -9.361597e-01 2.781057e+00,8.019883e-02 -9.354056e-01 2.780499e+00,8.019377e-02 -9.337053e-01 2.779785e+00,8.268142e-02 -9.305986e-01 2.778464e+00,8.149581e-02 -9.292364e-01 2.776919e+00,8.023169e-02 -9.286553e-01 2.776277e+00,7.992280e-02 -9.282318e-01 2.775201e+00,7.964391e-02 -8.772143e-01 2.759506e+00,7.946131e-02 -8.799236e-01 2.760011e+00,7.833152e-02 -8.799719e-01 2.759685e+00,7.865703e-02 -8.805465e-01 2.759920e+00,8.029809e-02 -8.813790e-01 2.759505e+00,8.377444e-02 -8.846791e-01 2.759180e+00,8.941586e-02 -8.744131e-01 2.754618e+00,9.363472e-02 -8.768733e-01 2.755282e+00,9.875821e-02 -8.820294e-01 2.756974e+00,9.866264e-02 -8.755745e-01 2.755885e+00,9.867626e-02 -8.806672e-01 2.758439e+00,9.718344e-02 -8.738641e-01 2.756750e+00,9.165908e-02 -8.831262e-01 2.757902e+00,9.297976e-02 -8.918668e-01 2.760305e+00,9.282798e-02 -8.991864e-01 2.762251e+00,9.623577e-02 -9.308077e-01 2.772733e+00,8.814914e-02 -9.300541e-01 2.772965e+00,6.963257e-02 -9.320015e-01 2.773123e+00,6.341717e-02 -9.346811e-01 2.774590e+00,6.264570e-02 -9.345101e-01 2.774414e+00,6.500772e-02 -9.344560e-01 2.775848e+00,7.015976e-02 -9.320828e-01 2.776279e+00,7.460659e-02 -9.322558e-01 2.777752e+00,7.706825e-02 -9.304048e-01 2.778581e+00,7.857426e-02 -9.302147e-01 2.779015e+00,8.048607e-02 -9.301878e-01 2.779231e+00,8.102608e-02 -9.306799e-01 2.779210e+00,8.165437e-02 -9.309034e-01 2.779397e+00,8.165623e-02 -9.309078e-01 2.779393e+00,8.312216e-02 -9.309469e-01 2.779594e+00,8.417939e-02 -9.313115e-01 2.780123e+00,8.521555e-02 -9.314535e-01 2.780252e+00
7.395319e-02 -1.214480e+00 2.763305e+00,7.709683e-02 -1.238317e+00 2.739172e+00,6.152886e-02 -1.244960e+00 2.738813e+00,8.049223e-02 -1.195038e+00 2.771303e+00,7.236818e-02 -1.228950e+00 2.753538e+00,7.562549e-02 -1.206848e+00 2.769506e+00,7.576209e-02 -1.206788e+00 2.769369e+00,7.477357e-02 -1.215856e+00 2.763446e+00,7.495575e-02 -1.215277e+00 2.764281e+00,7.435948e-02 -1.214873e+00 2.764457e+00,7.386472e-02 -1.218194e+00 2.765189e+00,7.401705e-02 -1.216932e+00 2.763666e+00,7.346408e-02 -1.209418e+00 2.764007e+00,7.368045e-02 -1.212008e+00 2.765606e+00,7.485621e-02 -1.207413e+00 2.766142e+00,7.565725e-02 -1.207475e+00 2.765784e+00,7.856079e-02 -1.207585e+00 2.764174e+00,8.263565e-02 -1.209644e+00 2.762712e+00,8.937925e-02 -1.197270e+00 2.756668e+00,7.713408e-02 -1.209041e+00 2.753032e+00,7.651547e-02 -1.213884e+00 2.753713e+00,7.688209e-02 -1.206966e+00 2.763678e+00,7.560695e-02 -1.212101e+00 2.763750e+00,7.568083e-02 -1.205312e+00 2.764055e+00,7.616954e-02 -1.206441e+00 2.766142e+00,7.291502e-02 -1.223877e+00 2.754452e+00,6.924525e-02 -1.230978e+00 2.754484e+00,6.804912e-02 -1.235237e+00 2.752937e+00,6.937358e-02 -1.227902e+00 2.755605e+00,7.383736e-02 -1.214245e+00 2.766762e+00,7.336877e-02 -1.214627e+00 2.766821e+00,7.305226e-02 -1.217824e+00 2.761471e+00,7.311337e-02 -1.217626e+00 2.762505e+00,7.308917e-02 -1.215575e+00 2.765314e+00,7.137142e-02 -1.218026e+00 2.764953e+00,7.292061e-02 -1.216777e+00 2.765429e+00,7.313657e-02 -1.216619e+00 2.764153e+00,7.318549e-02 -1.218125e+00 2.763039e+00,7.111511e-02 -1.223086e+00 2.760449e+00,7.464051e-02 -1.217476e+00 2.763791e+00,7.709357e-02 -1.211612e+00 2.764366e+00,7.651833e-02 -1.210831e+00 2.766541e+00,7.393883e-02 -1.216096e+00 2.764018e+00,7.412072e-02 -1.217372e+00 2.765416e+00
6.100734e-02 -1.267471e+00 2.618755e+00,9.107518e-02 -1.271414e+00 2.611343e+00,7.069159e-02 -1.266690e+00 2.607309e+00,6.994928e-02 -1.260812e+00 2.618928e+00,6.752155e-02 -1.269668e+00 2.630298e+00,6.777998e-02 -1.268244e+00 2.632564e+00,6.803236e-02 -1.268076e+00 2.632988e+00,6.927975e-02 -1.268581e+00 2.635144e+00,6.429206e-02 -1.267248e+00 2.637664e+00,6.071770e-02 -1.266768e+00 2.635036e+00,5.773139e-02 -1.267083e+00 2.628094e+00,5.668646e-02 -1.266689e+00 2.624620e+00,5.769109e-02 -1.267948e+00 2.622121e+00,5.723332e-02 -1.268173e+00 2.628988e+00,5.976307e-02 -1.267912e+00 2.620957e+00,5.774199e-02 -1.269786e+00 2.622460e+00,5.815303e-02 -1.269568e+00 2.622325e+00,5.937734e-02 -1.269802e+00 2.618058e+00,5.929553e-02 -1.269523e+00 2.617811e+00,6.053406e-02 -1.268135e+00 2.630217e+00,5.970555e-02 -1.268012e+00 2.632522e+00,5.989148e-02 -1.268407e+00 2.632999e+00,5.251753e-02 -1.267946e+00 2.625498e+00,5.458551e-02 -1.268083e+00 2.624072e+00,6.113233e-02 -1.267850e+00 2.623043e+00,5.554924e-02 -1.268746e+00 2.622385e+00,5.741990e-02 -1.269296e+00 2.627866e+00,5.709834e-02 -1.269801e+00 2.626975e+00,5.880173e-02 -1.268376e+00 2.626240e+00,6.538206e-02 -1.266937e+00 2.619632e+00,6.437819e-02 -1.267383e+00 2.623262e+00,7.040232e-02 -1.265957e+00 2.635375e+00,6.613533e-02 -1.266489e+00 2.639939e+00,6.535836e-02 -1.266503e+00 2.639779e+00,6.440561e-02 -1.267748e+00 2.625673e+00,6.531870e-02 -1.267722e+00 2.624979e+00,6.509338e-02 -1.267514e+00 2.624593e+00,6.339310e-02 -1.268044e+00 2.628309e+00,5.897547e-02 -1.268250e+00 2.621448e+00,6.152971e-02 -1.268236e+00 2.619868e+00,6.088465e-02 -1.268332e+00 2.624353e+00,6.293967e-02 -1.267556e+00 2.635313e+00,6.300132e-02 -1.267789e+00 2.635115e+00,6.472117e-02 -1.267390e+00 2.629743e+00
4.492912e-02 -5.423296e-02 2.817144e+00,4.406106e-02 -5.448766e-02 2.817139e+00,4.320704e-02 -5.467060e-02 2.816819e+00,4.263153e-02 -5.473002e-02 2.816185e+00,4.169890e-02 -5.465812e-02 2.815606e+00,4.061459e-02 -5.434680e-02 2.814967e+00,3.957961e-02 -5.426742e-02 2.814371e+00,3.770056e-02 -5.371906e-02 2.813536e+00,3.631770e-02 -5.334176e-02 2.813151e+00,3.407676e-02 -5.295943e-02 2.812466e+00,3.229523e-02 -5.298929e-02 2.812204e+00,3.057021e-02 -5.276229e-02 2.812206e+00,2.623371e-02 -5.104764e-02 2.810090e+00,2.403555e-02 -4.937264e-02 2.808022e+00,1.853745e-02 -5.234390e-02 2.799180e+00,1.159177e-02 -5.384227e-02 2.790655e+00,1.072929e-02 -5.399084e-02 2.785208e+00,8.654080e-03 -5.233349e-02 2.776434e+00,-1.435931e-02 -8.982117e-02 2.773915e+00,-1.597102e-02 -9.231612e-02 2.773860e+00,-1.753730e-02 -9.362273e-02 2.774286e+00,-1.815343e-02 -9.514083e-02 2.773796e+00,-1.225666e-02 -8.205654e-02 2.773252e+00,-3.523601e-03 -6.284948e-02 2.775586e+00,9.159528e-03 -4.873636e-02 2.782892e+00,1.184232e-02 -4.878830e-02 2.787178e+00,1.209737e-02 -4.807283e-02 2.789608e+00,1.288478e-02 -4.808750e-02 2.791613e+00,1.397722e-02 -4.808759e-02 2.793230e+00,1.571321e-02 -4.787521e-02 2.793897e+00,1.705029e-02 -4.803793e-02 2.794438e+00,1.906252e-02 -4.813544e-02 2.794578e+00,2.168649e-02 -4.795097e-02 2.795350e+00,2.275539e-02 -4.811493e-02 2.795586e+00,2.618471e-02 -4.866340e-02 2.797826e+00,2.804464e-02 -4.916836e-02 2.798829e+00,2.951415e-02 -4.956720e-02 2.800364e+00,3.477605e-02 -5.138113e-02 2.804785e+00,3.661065e-02 -5.192098e-02 2.807408e+00,3.928229e-02 -5.244144e-02 2.811871e+00,4.002761e-02 -5.257223e-02 2.812949e+00,4.078051e-02 -5.283548e-02 2.815523e+00,4.127603e-02 -5.324561e-02 2.817129e+00,4.204377e-02 -5.336947e-02 2.818311e+00
-1.298508e-01 -5.938570e-01 2.689094e+00,-1.299546e-01 -5.943334e-01 2.691237e+00,-1.317357e-01 -5.945894e-01 2.695547e+00,-1.298276e-01 -5.937344e-01 2.688523e+00,-1.389808e-01 -5.953190e-01 2.693377e+00,-1.450766e-01 -5.866475e-01 2.692718e+00,-1.346223e-01 -5.789197e-01 2.697770e+00,-1.376640e-01 -5.959191e-01 2.699527e+00,-1.334317e-01 -5.938869e-01 2.688712e+00,-1.410208e-01 -5.939186e-01 2.690378e+00,-1.354374e-01 -5.923923e-01 2.696668e+00,-1.373005e-01 -5.923335e-01 2.691666e+00,-1.531728e-01 -5.968698e-01 2.706042e+00,-1.612897e-01 -5.922118e-01 2.718381e+00,-1.572711e-01 -5.967374e-01 2.723088e+00,-1.553048e-01 -5.940586e-01 2.743886e+00,-1.482562e-01 -5.926924e-01 2.747880e+00,-1.272269e-01 -6.129252e-01 2.756044e+00,-1.254551e-01 -6.190242e-01 2.758122e+00,-1.280351e-01 -6.144040e-01 2.761007e+00,-1.310194e-01 -6.245369e-01 2.757866e+00,-1.334798e-01 -6.169972e-01 2.767479e+00,-1.539696e-01 -6.123171e-01 2.764707e+00,-1.269565e-01 -6.268051e-01 2.751363e+00,-1.593420e-01 -6.010122e-01 2.727625e+00,-1.522706e-01 -5.893814e-01 2.733675e+00,-1.572030e-01 -5.996376e-01 2.716374e+00,-1.617465e-01 -5.906338e-01 2.705546e+00,-1.530669e-01 -5.950987e-01 2.695775e+00,-1.488008e-01 -5.941807e-01 2.690661e+00,-1.515376e-01 -5.953348e-01 2.699042e+00,-1.508786e-01 -5.928372e-01 2.687709e+00,-1.437023e-01 -5.933965e-01 2.690211e+00,-1.404692e-01 -5.915813e-01 2.679778e+00,-1.368227e-01 -5.922731e-01 2.681950e+00,-1.366380e-01 -5.915514e-01 2.678664e+00,-1.369303e-01 -5.927513e-01 2.684093e+00,-1.355863e-01 -5.899851e-01 2.674713e+00,-1.291173e-01 -5.905159e-01 2.673951e+00,-1.333962e-01 -5.926049e-01 2.684379e+00,-1.369165e-01 -5.853767e-01 2.683671e+00,-1.332669e-01 -5.920805e-01 2.681979e+00,-1.341455e-01 -5.938049e-01 2.694298e+00,-1.340186e-01 -5.932041e-01 2.692330e+00
