3.592760e-02 -5.625584e-01 2.791238e+00,3.582485e-02 -5.625869e-01 2.791197e+00,3.468065e-02 -5.623793e-01 2.789962e+00,3.322385e-02 -5.622212e-01 2.789004e+00,3.140397e-02 -5.619278e-01 2.786109e+00,2.946120e-02 -5.617167e-01 2.783578e+00,2.721357e-02 -5.615318e-01 2.780825e+00,2.473837e-02 -5.621518e-01 2.778710e+00,2.052144e-02 -5.627757e-01 2.773642e+00,1.748395e-02 -5.641785e-01 2.770176e+00,1.452249e-02 -5.630315e-01 2.765589e+00,9.741070e-03 -5.619546e-01 2.756573e+00,1.083754e-02 -5.587004e-01 2.750690e+00,1.126048e-02 -5.520446e-01 2.742548e+00,1.217601e-02 -5.500547e-01 2.742017e+00,1.398542e-02 -5.453022e-01 2.739702e+00,1.356327e-02 -5.291785e-01 2.737639e+00,1.504755e-02 -5.250596e-01 2.736808e+00,1.541306e-02 -5.284327e-01 2.736392e+00,1.638716e-02 -5.299265e-01 2.736324e+00,2.064864e-02 -5.562764e-01 2.739062e+00,2.051653e-02 -5.562195e-01 2.739313e+00,1.902106e-02 -5.534208e-01 2.740310e+00,1.881619e-02 -5.527653e-01 2.741429e+00,1.609361e-02 -5.533211e-01 2.747203e+00,1.621283e-02 -5.549694e-01 2.750462e+00,1.840439e-02 -5.574468e-01 2.758505e+00,1.992813e-02 -5.579928e-01 2.760895e+00,3.016460e-02 -5.590580e-01 2.769840e+00,3.368476e-02 -5.593187e-01 2.773426e+00,3.858121e-02 -5.592563e-01 2.777108e+00,4.194409e-02 -5.593116e-01 2.781339e+00,4.272055e-02 -5.592424e-01 2.782636e+00,4.517927e-02 -5.595337e-01 2.787320e+00,4.616211e-02 -5.597407e-01 2.789644e+00,4.616309e-02 -5.598485e-01 2.790405e+00,4.582981e-02 -5.599221e-01 2.792976e+00,4.545914e-02 -5.597044e-01 2.794641e+00,4.402933e-02 -5.586482e-01 2.796579e+00,4.302472e-02 -5.584229e-01 2.797167e+00,4.127597e-02 -5.580005e-01 2.798136e+00,4.002602e-02 -5.580366e-01 2.798665e+00,3.904585e-02 -5.578688e-01 2.798931e+00,3.672387e-02 -5.580492e-01 2.798591e+00
2.082755e-01 -5.590290e-01 2.750731e+00,2.109066e-01 -5.593524e-01 2.748829e+00,2.156996e-01 -5.518141e-01 2.729066e+00,2.014856e-01 -5.317008e-01 2.716451e+00,2.050743e-01 -4.858134e-01 2.664983e+00,2.085271e-01 -4.452729e-01 2.634480e+00,1.923208e-01 -3.318163e-01 2.531089e+00,1.907936e-01 -2.586262e-01 2.531891e+00,1.706969e-01 -1.171984e-01 2.534597e+00,1.755211e-01 -1.109520e-01 2.557125e+00,1.650693e-01 2.430550e-02 2.536809e+00,1.477111e-01 1.732474e-01 2.542771e+00,1.321259e-01 2.342117e-01 2.524357e+00,4.764014e-02 3.244026e-01 2.481037e+00,1.008634e-02 3.535633e-01 2.457251e+00,-3.323177e-02 3.912381e-01 2.439391e+00,-9.696028e-02 4.165685e-01 2.410187e+00,-1.297211e-01 3.777073e-01 2.411577e+00,-1.209454e-01 3.402871e-01 2.427016e+00,-6.835648e-02 2.567087e-01 2.466122e+00,-2.019346e-02 2.005735e-01 2.495052e+00,1.442416e-02 1.687165e-01 2.542256e+00,1.045232e-01 7.702213e-02 2.449095e+00,1.715664e-01 -1.270105e-02 2.400218e+00,2.807904e-01 -3.229033e-01 2.461527e+00,2.912059e-01 -4.018338e-01 2.510753e+00,2.884665e-01 -5.094132e-01 2.626502e+00,2.754121e-01 -5.414725e-01 2.679636e+00,2.132746e-01 -5.589505e-01 2.733807e+00,2.144517e-01 -5.601195e-01 2.742910e+00,2.169792e-01 -5.670688e-01 2.753318e+00,2.161377e-01 -5.687732e-01 2.760026e+00,2.145502e-01 -5.603994e-01 2.761642e+00,2.145254e-01 -5.624798e-01 2.769765e+00,2.085516e-01 -5.694331e-01 2.769955e+00,2.080912e-01 -5.717040e-01 2.771431e+00,2.067555e-01 -5.637883e-01 2.776120e+00,2.056167e-01 -5.654091e-01 2.774684e+00,2.055696e-01 -5.669656e-01 2.776299e+00,2.065152e-01 -5.649493e-01 2.773143e+00,2.029063e-01 -5.668029e-01 2.774359e+00,2.057132e-01 -5.635964e-01 2.772546e+00,1.953708e-01 -5.649350e-01 2.767866e+00,1.998623e-01 -5.667856e-01 2.770195e+00
-3.290028e-02 -5.544167e-01 2.755918e+00,-3.302078e-02 -5.544717e-01 2.755868e+00,-3.402146e-02 -5.541946e-01 2.754895e+00,-3.541111e-02 -5.538691e-01 2.754058e+00,-3.717652e-02 -5.535850e-01 2.751832e+00,-3.887366e-02 -5.536569e-01 2.750020e+00,-4.079398e-02 -5.534306e-01 2.748614e+00,-4.282859e-02 -5.543689e-01 2.747856e+00,-4.630730e-02 -5.555351e-01 2.745814e+00,-4.936158e-02 -5.573874e-01 2.743506e+00,-5.193438e-02 -5.564507e-01 2.741160e+00,-5.631312e-02 -5.558600e-01 2.736171e+00,-5.546596e-02 -5.539195e-01 2.732849e+00,-5.569863e-02 -5.510682e-01 2.729671e+00,-5.478825e-02 -5.500804e-01 2.729537e+00,-5.248422e-02 -5.457132e-01 2.727581e+00,-4.794397e-02 -5.315210e-01 2.723106e+00,-4.622404e-02 -5.280340e-01 2.720504e+00,-4.641040e-02 -5.321274e-01 2.721462e+00,-4.391529e-02 -5.351377e-01 2.724809e+00,-3.801269e-02 -5.576638e-01 2.739235e+00,-3.761279e-02 -5.574566e-01 2.739274e+00,-3.877690e-02 -5.542988e-01 2.738413e+00,-4.003869e-02 -5.525301e-01 2.737190e+00,-4.412000e-02 -5.515102e-01 2.738322e+00,-4.469754e-02 -5.519487e-01 2.738719e+00,-4.555299e-02 -5.524068e-01 2.741269e+00,-4.528640e-02 -5.524012e-01 2.741717e+00,-3.867768e-02 -5.530579e-01 2.744367e+00,-3.575446e-02 -5.532514e-01 2.745726e+00,-3.114409e-02 -5.529341e-01 2.746917e+00,-2.764397e-02 -5.523450e-01 2.749117e+00,-2.697599e-02 -5.522262e-01 2.749411e+00,-2.438559e-02 -5.523759e-01 2.752398e+00,-2.339847e-02 -5.525540e-01 2.753630e+00,-2.331596e-02 -5.526105e-01 2.753823e+00,-2.334260e-02 -5.526001e-01 2.755116e+00,-2.346222e-02 -5.524165e-01 2.756314e+00,-2.490449e-02 -5.503211e-01 2.758168e+00,-2.577864e-02 -5.499699e-01 2.758563e+00,-2.749827e-02 -5.495598e-01 2.759771e+00,-2.883203e-02 -5.498659e-01 2.760524e+00,-2.979506e-02 -5.497780e-01 2.761062e+00,-3.181798e-02 -5.501596e-01 2.761128e+00
-1.641379e-02 -9.054402e-01 2.774744e+00,-1.726205e-02 -9.049302e-01 2.773941e+00,-1.916451e-02 -9.044568e-01 2.772993e+00,-2.025560e-02 -9.058371e-01 2.772351e+00,-2.062332e-02 -8.969867e-01 2.767324e+00,-1.938711e-02 -8.986780e-01 2.766134e+00,-1.324006e-02 -8.958442e-01 2.758412e+00,-9.492751e-03 -8.961920e-01 2.754394e+00,-2.662305e-03 -9.014846e-01 2.744012e+00,-1.341028e-03 -9.040009e-01 2.739705e+00,-3.811334e-04 -9.015103e-01 2.735655e+00,-8.626231e-05 -9.025109e-01 2.729265e+00,-2.898733e-03 -8.891969e-01 2.721304e+00,-5.444384e-03 -8.829815e-01 2.717210e+00,-5.725771e-03 -8.801482e-01 2.715676e+00,-5.980634e-03 -8.796607e-01 2.715390e+00,-1.011363e-02 -9.010957e-01 2.721891e+00,-8.242570e-03 -8.958706e-01 2.721639e+00,-6.506211e-03 -8.974167e-01 2.722309e+00,1.242698e-03 -9.137551e-01 2.729275e+00,1.821632e-03 -9.151870e-01 2.730731e+00,2.913361e-03 -9.480593e-01 2.741743e+00,-2.593688e-03 -8.935926e-01 2.733094e+00,1.585483e-03 -9.157658e-01 2.738336e+00,2.732418e-03 -9.164460e-01 2.739087e+00,4.224599e-03 -9.179843e-01 2.741321e+00,5.051864e-03 -9.196795e-01 2.746917e+00,1.090573e-03 -9.163493e-01 2.749294e+00,-4.174438e-04 -9.119198e-01 2.752476e+00,-4.606215e-04 -9.121083e-01 2.753584e+00,-1.599790e-03 -9.073378e-01 2.754349e+00,-2.337448e-03 -9.050485e-01 2.755517e+00,-2.085738e-03 -9.020621e-01 2.756127e+00,-2.673392e-03 -8.991194e-01 2.757397e+00,-3.277251e-03 -8.975129e-01 2.758280e+00,-3.886904e-03 -8.965338e-01 2.758861e+00,-5.441266e-03 -8.950005e-01 2.760720e+00,-6.511522e-03 -8.942696e-01 2.761624e+00,-1.273312e-02 -8.894827e-01 2.762723e+00,-1.405220e-02 -8.881182e-01 2.762956e+00,-1.581969e-02 -8.856926e-01 2.763249e+00,-1.601820e-02 -8.854518e-01 2.763479e+00,-1.615039e-02 -8.854761e-01 2.763501e+00,-1.872544e-02 -8.893225e-01 2.763439e+00
-3.039938e-02 -1.203769e+00 2.767894e+00,-3.017275e-02 -1.203701e+00 2.768210e+00,-2.792651e-02 -1.204547e+00 2.767781e+00,-2.811168e-02 -1.204514e+00 2.767767e+00,-2.880727e-02 -1.204152e+00 2.768098e+00,-2.843549e-02 -1.205764e+00 2.767628e+00,-2.531903e-02 -1.209681e+00 2.766034e+00,-2.439444e-02 -1.209715e+00 2.766238e+00,-2.299058e-02 -1.210398e+00 2.764238e+00,-2.329182e-02 -1.211438e+00 2.763502e+00,-2.190896e-02 -1.211955e+00 2.761891e+00,-2.284559e-02 -1.213950e+00 2.758520e+00,-2.602804e-02 -1.216237e+00 2.752178e+00,-2.732600e-02 -1.212452e+00 2.738138e+00,-2.696577e-02 -1.209725e+00 2.736113e+00,-2.824841e-02 -1.209259e+00 2.734977e+00,-2.973250e-02 -1.222543e+00 2.732053e+00,-2.669029e-02 -1.221525e+00 2.728754e+00,-2.652710e-02 -1.221201e+00 2.728538e+00,-2.486451e-02 -1.221107e+00 2.731144e+00,-2.451893e-02 -1.222125e+00 2.730716e+00,-2.498124e-02 -1.222201e+00 2.730867e+00,-2.652683e-02 -1.217493e+00 2.735964e+00,-2.247787e-02 -1.222064e+00 2.737357e+00,-2.231882e-02 -1.215934e+00 2.751100e+00,-2.201324e-02 -1.216369e+00 2.752089e+00,-2.241997e-02 -1.214318e+00 2.758162e+00,-2.214103e-02 -1.214555e+00 2.759305e+00,-2.212393e-02 -1.213295e+00 2.760343e+00,-2.136024e-02 -1.212732e+00 2.762949e+00,-2.110217e-02 -1.212534e+00 2.763444e+00,-2.148457e-02 -1.212301e+00 2.763840e+00,-2.167541e-02 -1.210561e+00 2.764169e+00,-2.583063e-02 -1.206715e+00 2.766720e+00,-2.563558e-02 -1.206185e+00 2.767036e+00,-2.579777e-02 -1.205497e+00 2.769252e+00,-2.634147e-02 -1.204462e+00 2.768898e+00,-2.652941e-02 -1.204365e+00 2.768807e+00,-2.655425e-02 -1.200239e+00 2.771339e+00,-2.661664e-02 -1.199914e+00 2.771757e+00,-2.813902e-02 -1.198424e+00 2.771544e+00,-2.918040e-02 -1.199853e+00 2.771156e+00,-2.924332e-02 -1.199824e+00 2.771169e+00,-2.957220e-02 -1.199815e+00 2.771122e+00
-1.201619e-02 -1.261767e+00 2.633836e+00,-1.820539e-02 -1.260845e+00 2.625267e+00,-1.497199e-02 -1.260816e+00 2.640808e+00,-1.446163e-02 -1.261013e+00 2.640789e+00,-1.382516e-02 -1.261259e+00 2.633096e+00,-1.341706e-02 -1.261003e+00 2.631708e+00,-1.272463e-02 -1.261546e+00 2.630835e+00,-1.024282e-02 -1.262396e+00 2.633517e+00,-3.147053e-03 -1.261444e+00 2.630798e+00,-3.812502e-03 -1.262030e+00 2.629380e+00,-6.417978e-03 -1.262875e+00 2.629728e+00,-1.969661e-02 -1.266862e+00 2.594272e+00,-7.985087e-03 -1.265935e+00 2.632925e+00,-9.679418e-03 -1.270980e+00 2.625914e+00,-9.113157e-03 -1.271233e+00 2.626671e+00,-1.016756e-02 -1.270274e+00 2.625112e+00,-8.162647e-03 -1.265471e+00 2.607011e+00,-2.885791e-02 -1.264946e+00 2.599232e+00,-1.568154e-02 -1.264282e+00 2.602483e+00,-8.271640e-03 -1.265407e+00 2.608134e+00,-7.693602e-03 -1.266094e+00 2.607551e+00,-7.479805e-03 -1.266151e+00 2.607813e+00,-6.867296e-03 -1.266035e+00 2.614252e+00,-6.663336e-03 -1.270904e+00 2.617228e+00,-7.322150e-03 -1.266725e+00 2.626696e+00,-6.277585e-03 -1.266707e+00 2.626447e+00,-5.964856e-03 -1.265975e+00 2.621919e+00,-2.260517e-02 -1.265747e+00 2.608634e+00,-1.718162e-02 -1.262292e+00 2.629570e+00,-1.049257e-02 -1.262440e+00 2.630042e+00,-9.522072e-03 -1.262477e+00 2.629590e+00,-7.658903e-03 -1.259048e+00 2.636243e+00,-6.505615e-03 -1.258642e+00 2.637407e+00,-5.461469e-03 -1.258148e+00 2.640554e+00,-7.227562e-03 -1.256974e+00 2.627563e+00,-6.347125e-03 -1.257376e+00 2.627194e+00,-5.822679e-03 -1.257109e+00 2.628247e+00,-6.932090e-03 -1.255825e+00 2.630844e+00,-1.176050e-02 -1.255750e+00 2.644307e+00,-1.699924e-02 -1.254309e+00 2.632452e+00,-1.444054e-02 -1.254776e+00 2.640978e+00,-1.434410e-02 -1.254874e+00 2.640593e+00,-1.451041e-02 -1.254627e+00 2.641340e+00,-1.629571e-02 -1.258420e+00 2.631212e+00
1.036307e-01 -5.565335e-01 2.758184e+00,1.035586e-01 -5.565543e-01 2.758149e+00,1.023552e-01 -5.565162e-01 2.756606e+00,1.008980e-01 -5.565799e-01 2.755515e+00,9.913097e-02 -5.563440e-01 2.751852e+00,9.700353e-02 -5.558029e-01 2.748492e+00,9.447771e-02 -5.557398e-01 2.744007e+00,9.144508e-02 -5.558892e-01 2.740083e+00,8.670213e-02 -5.557579e-01 2.731461e+00,8.392091e-02 -5.566817e-01 2.727356e+00,8.079666e-02 -5.554946e-01 2.720384e+00,7.597859e-02 -5.539668e-01 2.707547e+00,7.705381e-02 -5.493796e-01 2.699177e+00,7.829066e-02 -5.385345e-01 2.685611e+00,7.896908e-02 -5.355411e-01 2.684877e+00,8.011374e-02 -5.310136e-01 2.682682e+00,7.402886e-02 -5.122049e-01 2.683771e+00,7.563136e-02 -5.077427e-01 2.684566e+00,7.674401e-02 -5.115114e-01 2.682649e+00,7.693279e-02 -5.130565e-01 2.680097e+00,7.945602e-02 -5.460215e-01 2.669710e+00,7.754855e-02 -5.450408e-01 2.671307e+00,7.542755e-02 -5.394351e-01 2.675002e+00,7.746548e-02 -5.394884e-01 2.680986e+00,7.676320e-02 -5.421861e-01 2.691705e+00,7.851917e-02 -5.451927e-01 2.698211e+00,8.365426e-02 -5.493859e-01 2.709900e+00,8.625025e-02 -5.506106e-01 2.713990e+00,9.866646e-02 -5.514709e-01 2.729071e+00,1.023229e-01 -5.517225e-01 2.734576e+00,1.074332e-01 -5.519587e-01 2.740745e+00,1.103437e-01 -5.526913e-01 2.746331e+00,1.111591e-01 -5.527040e-01 2.748999e+00,1.132767e-01 -5.530710e-01 2.754644e+00,1.141938e-01 -5.532693e-01 2.758085e+00,1.140493e-01 -5.534068e-01 2.759522e+00,1.134885e-01 -5.535887e-01 2.763084e+00,1.129267e-01 -5.533532e-01 2.765002e+00,1.115818e-01 -5.530314e-01 2.767007e+00,1.105492e-01 -5.530049e-01 2.767701e+00,1.088906e-01 -5.526356e-01 2.768291e+00,1.077537e-01 -5.524610e-01 2.768588e+00,1.067545e-01 -5.522261e-01 2.768564e+00,1.041558e-01 -5.521969e-01 2.767682e+00
7.873730e-02 -9.307871e-01 2.785000e+00,8.092201e-02 -8.925579e-01 2.776742e+00,8.054234e-02 -9.220602e-01 2.780996e+00,7.764561e-02 -9.265284e-01 2.781083e+00,7.904886e-02 -9.264522e-01 2.779888e+00,7.972434e-02 -9.259729e-01 2.778848e+00,7.915423e-02 -9.244800e-01 2.773796e+00,7.794066e-02 -9.229912e-01 2.770467e+00,7.379994e-02 -9.231379e-01 2.761631e+00,7.297964e-02 -9.229992e-01 2.757872e+00,7.189418e-02 -9.204219e-01 2.751166e+00,7.143409e-02 -9.148622e-01 2.740090e+00,7.550246e-02 -8.980646e-01 2.727545e+00,7.530443e-02 -8.821093e-01 2.722509e+00,7.475208e-02 -8.770248e-01 2.721377e+00,7.480891e-02 -8.769486e-01 2.721236e+00,7.618000e-02 -8.802305e-01 2.719841e+00,8.179674e-02 -8.755738e-01 2.719437e+00,8.435540e-02 -8.788889e-01 2.719280e+00,8.877721e-02 -8.837354e-01 2.718597e+00,1.034610e-01 -9.430236e-01 2.730353e+00,7.925957e-02 -8.697466e-01 2.724842e+00,7.868370e-02 -8.700217e-01 2.725113e+00,8.221964e-02 -9.124530e-01 2.736612e+00,8.135347e-02 -9.137293e-01 2.738950e+00,8.119661e-02 -9.151047e-01 2.742593e+00,7.940409e-02 -9.169722e-01 2.750712e+00,7.975908e-02 -9.190724e-01 2.754571e+00,8.061759e-02 -9.215049e-01 2.760556e+00,8.023103e-02 -9.231614e-01 2.763364e+00,8.026206e-02 -9.236507e-01 2.764775e+00,8.013511e-02 -9.269103e-01 2.769676e+00,8.026288e-02 -9.267995e-01 2.770358e+00,8.198981e-02 -8.954158e-01 2.778722e+00,8.165520e-02 -9.202811e-01 2.784721e+00,8.165284e-02 -9.067971e-01 2.783029e+00,8.247209e-02 -9.020212e-01 2.783888e+00,8.181503e-02 -9.015285e-01 2.784077e+00,8.252520e-02 -9.028074e-01 2.786101e+00,8.243363e-02 -9.015012e-01 2.786298e+00,7.763661e-02 -9.199920e-01 2.787930e+00,8.035953e-02 -9.038376e-01 2.785350e+00,8.068506e-02 -9.013914e-01 2.785356e+00,7.693183e-02 -9.293450e-01 2.786593e+00
6.975600e-02 -1.214789e+00 2.769924e+00,7.048327e-02 -1.212941e+00 2.772952e+00,7.157566e-02 -1.211855e+00 2.773054e+00,7.169504e-02 -1.210580e+00 2.774202e+00,7.223613e-02 -1.209100e+00 2.774384e+00,7.294641e-02 -1.207734e+00 2.776343e+00,7.236426e-02 -1.207226e+00 2.775802e+00,7.054579e-02 -1.210136e+00 2.772691e+00,6.253277e-02 -1.206950e+00 2.771442e+00,6.135831e-02 -1.214669e+00 2.764229e+00,5.883621e-02 -1.220110e+00 2.756003e+00,6.138038e-02 -1.223051e+00 2.754832e+00,6.316810e-02 -1.222600e+00 2.753816e+00,6.737863e-02 -1.211474e+00 2.749953e+00,6.758022e-02 -1.206576e+00 2.747630e+00,6.911515e-02 -1.206830e+00 2.744899e+00,7.230497e-02 -1.210512e+00 2.739852e+00,7.363927e-02 -1.206255e+00 2.734705e+00,7.451546e-02 -1.209683e+00 2.732512e+00,7.521629e-02 -1.214277e+00 2.733086e+00,7.484212e-02 -1.221505e+00 2.733699e+00,7.474367e-02 -1.201023e+00 2.733656e+00,7.449538e-02 -1.201285e+00 2.734147e+00,7.501143e-02 -1.222696e+00 2.738199e+00,7.395763e-02 -1.221906e+00 2.744060e+00,7.191907e-02 -1.220132e+00 2.747506e+00,7.185260e-02 -1.219891e+00 2.753481e+00,7.387825e-02 -1.217574e+00 2.756415e+00,7.494903e-02 -1.212480e+00 2.764933e+00,7.431842e-02 -1.213071e+00 2.765280e+00,7.458257e-02 -1.211428e+00 2.766532e+00,7.500461e-02 -1.211684e+00 2.768099e+00,7.600944e-02 -1.208411e+00 2.770144e+00,7.654712e-02 -1.207767e+00 2.771077e+00,7.685898e-02 -1.207444e+00 2.771569e+00,7.666050e-02 -1.207307e+00 2.771916e+00,7.715560e-02 -1.205089e+00 2.773566e+00,7.673234e-02 -1.203697e+00 2.775777e+00,7.698094e-02 -1.204001e+00 2.775716e+00,7.695034e-02 -1.204029e+00 2.775706e+00,7.724178e-02 -1.203188e+00 2.776257e+00,7.725570e-02 -1.203209e+00 2.776234e+00,7.682382e-02 -1.203057e+00 2.776855e+00,7.697877e-02 -1.203477e+00 2.776161e+00
6.213864e-02 -1.264540e+00 2.621794e+00,6.586084e-02 -1.264600e+00 2.636443e+00,6.339689e-02 -1.263969e+00 2.634134e+00,6.274033e-02 -1.263676e+00 2.631580e+00,8.360572e-02 -1.263336e+00 2.611796e+00,7.740377e-02 -1.262542e+00 2.622123e+00,6.485279e-02 -1.263242e+00 2.621294e+00,6.550571e-02 -1.263292e+00 2.621271e+00,6.133392e-02 -1.262886e+00 2.632738e+00,4.307095e-02 -1.263558e+00 2.601067e+00,4.225781e-02 -1.265619e+00 2.623886e+00,5.453820e-02 -1.266758e+00 2.614460e+00,5.456211e-02 -1.266486e+00 2.614184e+00,5.655743e-02 -1.267575e+00 2.623058e+00,5.566968e-02 -1.267433e+00 2.622486e+00,5.739409e-02 -1.267464e+00 2.620921e+00,5.922113e-02 -1.267078e+00 2.625003e+00,5.680790e-02 -1.268251e+00 2.622600e+00,5.608223e-02 -1.267425e+00 2.610108e+00,6.253357e-02 -1.266264e+00 2.611219e+00,5.858264e-02 -1.270008e+00 2.613325e+00,6.045096e-02 -1.265270e+00 2.626008e+00,5.616944e-02 -1.267248e+00 2.614970e+00,5.984769e-02 -1.274637e+00 2.620132e+00,5.731529e-02 -1.268795e+00 2.615441e+00,5.724962e-02 -1.268728e+00 2.615322e+00,6.051262e-02 -1.268652e+00 2.613242e+00,6.354737e-02 -1.268058e+00 2.616084e+00,6.490806e-02 -1.266692e+00 2.614766e+00,6.308250e-02 -1.266174e+00 2.617361e+00,6.761821e-02 -1.265112e+00 2.617308e+00,7.232366e-02 -1.262889e+00 2.648076e+00,7.647783e-02 -1.260188e+00 2.647909e+00,9.461626e-02 -1.257172e+00 2.611661e+00,9.121852e-02 -1.257745e+00 2.651572e+00,1.013764e-01 -1.259061e+00 2.632990e+00,8.071151e-02 -1.259366e+00 2.624403e+00,7.073149e-02 -1.255976e+00 2.640537e+00,6.717873e-02 -1.255902e+00 2.625746e+00,6.682765e-02 -1.256326e+00 2.636059e+00,6.380412e-02 -1.256239e+00 2.627318e+00,6.573947e-02 -1.256061e+00 2.638135e+00,7.220022e-02 -1.256797e+00 2.644105e+00,6.511299e-02 -1.259605e+00 2.633851e+00
3.645811e-02 -5.570846e-02 2.828028e+00,3.600724e-02 -5.571467e-02 2.827961e+00,3.509353e-02 -5.553673e-02 2.827302e+00,3.463740e-02 -5.526089e-02 2.826498e+00,3.361901e-02 -5.521477e-02 2.824494e+00,3.293055e-02 -5.508323e-02 2.822015e+00,3.214828e-02 -5.430840e-02 2.818880e+00,3.163807e-02 -5.429645e-02 2.817675e+00,3.102922e-02 -5.421588e-02 2.813536e+00,3.009452e-02 -5.419760e-02 2.811882e+00,2.896342e-02 -5.368201e-02 2.809859e+00,2.746085e-02 -5.267226e-02 2.800604e+00,2.613430e-02 -4.842035e-02 2.796454e+00,2.720383e-02 -4.108778e-02 2.790315e+00,2.985531e-02 -3.338176e-02 2.784159e+00,3.279451e-02 -1.026318e-02 2.757169e+00,3.216815e-02 -9.959454e-03 2.749329e+00,2.723842e-02 -9.842066e-03 2.744586e+00,2.287956e-02 -1.574916e-02 2.739902e+00,2.103301e-02 -1.748779e-02 2.741934e+00,6.696646e-03 -3.160577e-02 2.744410e+00,7.147706e-03 -3.041922e-02 2.745501e+00,1.002350e-02 -2.559568e-02 2.748244e+00,1.122595e-02 -2.752218e-02 2.756606e+00,1.485665e-02 -3.325960e-02 2.766404e+00,1.705698e-02 -3.718856e-02 2.771721e+00,2.239585e-02 -4.237613e-02 2.781956e+00,2.472387e-02 -4.377431e-02 2.784787e+00,3.183524e-02 -4.679963e-02 2.794147e+00,3.385921e-02 -4.799751e-02 2.799075e+00,3.708102e-02 -4.853505e-02 2.803694e+00,4.207668e-02 -4.991288e-02 2.813425e+00,4.329010e-02 -5.051821e-02 2.817383e+00,4.424325e-02 -5.202696e-02 2.824787e+00,4.405262e-02 -5.237380e-02 2.827686e+00,4.397422e-02 -5.257589e-02 2.829266e+00,4.366918e-02 -5.286365e-02 2.833258e+00,4.272546e-02 -5.277804e-02 2.835136e+00,4.115278e-02 -5.244531e-02 2.837299e+00,4.033267e-02 -5.236142e-02 2.837738e+00,3.783703e-02 -5.184191e-02 2.839152e+00,3.721439e-02 -5.166058e-02 2.839545e+00,3.614902e-02 -5.154821e-02 2.839952e+00,3.390664e-02 -5.120514e-02 2.840025e+00
-1.420304e-01 -5.847372e-01 2.713387e+00,-1.420451e-01 -5.847689e-01 2.713541e+00,-1.456921e-01 -5.912064e-01 2.710457e+00,-1.455257e-01 -5.905551e-01 2.707457e+00,-1.450467e-01 -5.886878e-01 2.698885e+00,-1.508326e-01 -5.912350e-01 2.708205e+00,-1.534721e-01 -5.980693e-01 2.711449e+00,-1.407415e-01 -5.941992e-01 2.709080e+00,-1.502669e-01 -5.963339e-01 2.698073e+00,-1.524879e-01 -5.963035e-01 2.700305e+00,-1.521579e-01 -5.950420e-01 2.694591e+00,-1.514156e-01 -5.920767e-01 2.681162e+00,-1.636411e-01 -5.896621e-01 2.676196e+00,-1.710141e-01 -5.826079e-01 2.677201e+00,-1.752826e-01 -5.791551e-01 2.686455e+00,-1.825595e-01 -5.716363e-01 2.685460e+00,-1.763592e-01 -5.705423e-01 2.713371e+00,-1.765456e-01 -5.533417e-01 2.737044e+00,-1.758812e-01 -5.669010e-01 2.741717e+00,-1.758455e-01 -5.680851e-01 2.747721e+00,-1.649007e-01 -5.795598e-01 2.757640e+00,-1.536551e-01 -5.832736e-01 2.775226e+00,-1.419341e-01 -5.916151e-01 2.781473e+00,-1.516090e-01 -5.595778e-01 2.788500e+00,-1.484398e-01 -5.619038e-01 2.797541e+00,-1.519736e-01 -5.609323e-01 2.795250e+00,-1.611617e-01 -5.852356e-01 2.786586e+00,-1.653277e-01 -5.886345e-01 2.765091e+00,-1.619547e-01 -5.836642e-01 2.730131e+00,-1.460689e-01 -5.906519e-01 2.711124e+00,-1.380313e-01 -5.879010e-01 2.698459e+00,-1.317882e-01 -5.874032e-01 2.696127e+00,-1.297126e-01 -5.858995e-01 2.686032e+00,-1.295727e-01 -5.853079e-01 2.683317e+00,-1.313643e-01 -5.868058e-01 2.687793e+00,-1.332049e-01 -5.845193e-01 2.680660e+00,-1.368472e-01 -5.850474e-01 2.682173e+00,-1.388472e-01 -5.874110e-01 2.690624e+00,-1.371048e-01 -5.882199e-01 2.697032e+00,-1.412003e-01 -5.872980e-01 2.693458e+00,-1.451548e-01 -5.869511e-01 2.694124e+00,-1.425843e-01 -5.888992e-01 2.702224e+00,-1.486661e-01 -5.877681e-01 2.695657e+00,-1.500914e-01 -5.865177e-01 2.694957e+00
