4.431086e-02 -5.652612e-01 2.708138e+00,4.431519e-02 -5.652652e-01 2.708139e+00,4.410182e-02 -5.654945e-01 2.708010e+00,4.364853e-02 -5.657868e-01 2.707917e+00,4.363396e-02 -5.660848e-01 2.707903e+00,4.279470e-02 -5.661088e-01 2.708125e+00,4.279948e-02 -5.661075e-01 2.708124e+00,4.285041e-02 -5.662279e-01 2.707949e+00,4.281671e-02 -5.662428e-01 2.707977e+00,4.282093e-02 -5.662381e-01 2.707956e+00,4.294589e-02 -5.660842e-01 2.707774e+00,4.323117e-02 -5.645430e-01 2.707635e+00,4.284399e-02 -5.640383e-01 2.707854e+00,4.291148e-02 -5.641713e-01 2.707769e+00,4.379765e-02 -5.648133e-01 2.707402e+00,4.545739e-02 -5.684489e-01 2.706602e+00,4.585842e-02 -5.674534e-01 2.705852e+00,4.538519e-02 -5.667579e-01 2.705873e+00,4.378055e-02 -5.625282e-01 2.706353e+00,4.192765e-02 -5.600602e-01 2.706340e+00,4.273166e-02 -5.605839e-01 2.705717e+00,4.310981e-02 -5.604517e-01 2.705555e+00,4.491014e-02 -5.644199e-01 2.704160e+00,4.549004e-02 -5.644993e-01 2.703806e+00,4.488857e-02 -5.633433e-01 2.703871e+00,4.335319e-02 -5.623096e-01 2.703357e+00,4.359028e-02 -5.600418e-01 2.703226e+00,4.312471e-02 -5.606627e-01 2.702919e+00,4.359784e-02 -5.607682e-01 2.702848e+00,4.563380e-02 -5.648641e-01 2.701156e+00,4.548083e-02 -5.643981e-01 2.701123e+00,4.406427e-02 -5.626025e-01 2.701220e+00,4.405837e-02 -5.611295e-01 2.701318e+00,4.396021e-02 -5.609139e-01 2.701373e+00,4.260414e-02 -5.606087e-01 2.701133e+00,4.263125e-02 -5.605816e-01 2.700957e+00,4.251913e-02 -5.607200e-01 2.700464e+00,4.243099e-02 -5.607445e-01 2.700367e+00,4.195213e-02 -5.612772e-01 2.700249e+00,4.050229e-02 -5.628800e-01 2.700244e+00,3.917415e-02 -5.637090e-01 2.700628e+00,3.868936e-02 -5.644487e-01 2.701301e+00,3.922620e-02 -5.648474e-01 2.701547e+00,3.943021e-02 -5.648560e-01 2.701701e+00,4.055883e-02 -5.651865e-01 2.701981e+00,4.159317e-02 -5.655135e-01 2.702552e+00,4.174749e-02 -5.656829e-01 2.702682e+00,4.221084e-02 -5.660284e-01 2.702791e+00,4.231939e-02 -5.660689e-01 2.702991e+00
1.966224e-01 -6.550685e-01 2.619626e+00,2.161333e-01 -5.915958e-01 2.630126e+00,2.167533e-01 -5.957292e-01 2.617858e+00,2.168625e-01 -5.905275e-01 2.605882e+00,2.487902e-01 -5.249732e-01 2.541483e+00,2.733687e-01 -4.965693e-01 2.482283e+00,2.924335e-01 -4.634645e-01 2.447254e+00,3.065344e-01 -3.586399e-01 2.423299e+00,2.949843e-01 -2.946948e-01 2.411567e+00,2.545680e-01 -1.925095e-01 2.399718e+00,2.279873e-01 -1.562662e-01 2.401117e+00,1.550581e-01 -1.142639e-01 2.419021e+00,1.190642e-01 -1.312805e-01 2.445426e+00,8.901192e-02 -1.482996e-01 2.459588e+00,1.019404e-02 -1.297672e-01 2.449431e+00,-3.915473e-02 -1.613947e-01 2.478434e+00,-8.027592e-02 -1.162933e-01 2.457928e+00,1.239730e-01 -3.501955e-02 2.430872e+00,1.382564e-01 -6.328511e-02 2.433742e+00,1.116070e-01 -7.703304e-02 2.445381e+00,8.310317e-02 -9.758133e-02 2.449708e+00,8.115667e-03 -1.055277e-01 2.444337e+00,6.494103e-03 -9.873690e-02 2.445605e+00,6.168274e-02 -9.085518e-02 2.447228e+00,-1.776183e-03 -8.710618e-02 2.417448e+00,1.283602e-01 -1.227719e-01 2.465289e+00,9.575685e-02 -5.408691e-02 2.455531e+00,6.367208e-02 -7.768010e-02 2.439361e+00,1.225853e-01 -3.521423e-02 2.460542e+00,-4.142762e-02 -9.504313e-02 2.438901e+00,7.954257e-02 -1.503218e-01 2.454361e+00,1.091775e-01 -1.055862e-01 2.374627e+00,1.481597e-01 -1.302062e-01 2.359648e+00,1.895807e-01 -1.616119e-01 2.235676e+00,2.327598e-01 -2.660711e-01 2.382455e+00,2.491878e-01 -3.101503e-01 2.392111e+00,2.697809e-01 -4.028712e-01 2.434721e+00,2.773203e-01 -4.490334e-01 2.452118e+00,2.744000e-01 -4.874429e-01 2.486005e+00,2.688813e-01 -5.418858e-01 2.555956e+00,2.615648e-01 -5.618954e-01 2.587120e+00,2.311424e-01 -5.920085e-01 2.633269e+00,1.961737e-01 -6.047260e-01 2.620797e+00,2.252965e-01 -5.605828e-01 2.642928e+00,2.250508e-01 -5.917926e-01 2.634365e+00,2.296398e-01 -5.907198e-01 2.632176e+00,2.320273e-01 -5.907126e-01 2.630175e+00,2.313066e-01 -5.895049e-01 2.623021e+00,2.276221e-01 -5.878235e-01 2.621073e+00
-2.804770e-02 -5.595227e-01 2.679172e+00,-2.804347e-02 -5.595293e-01 2.679179e+00,-2.826313e-02 -5.597014e-01 2.679170e+00,-2.881230e-02 -5.600047e-01 2.679318e+00,-2.884048e-02 -5.603018e-01 2.679258e+00,-2.970657e-02 -5.603127e-01 2.679760e+00,-2.970359e-02 -5.603145e-01 2.679770e+00,-2.971851e-02 -5.605149e-01 2.679732e+00,-2.980031e-02 -5.605276e-01 2.679799e+00,-2.978843e-02 -5.605994e-01 2.679698e+00,-2.968336e-02 -5.605359e-01 2.679586e+00,-2.925142e-02 -5.594137e-01 2.679014e+00,-2.939013e-02 -5.588534e-01 2.679273e+00,-2.920155e-02 -5.589491e-01 2.678806e+00,-2.719410e-02 -5.600806e-01 2.672673e+00,-2.618937e-02 -5.643288e-01 2.667940e+00,-2.587061e-02 -5.628671e-01 2.668504e+00,-2.674258e-02 -5.611278e-01 2.671223e+00,-2.679197e-02 -5.554659e-01 2.673074e+00,-2.781583e-02 -5.523551e-01 2.674595e+00,-2.722202e-02 -5.532255e-01 2.672370e+00,-2.696244e-02 -5.532510e-01 2.672161e+00,-2.588279e-02 -5.593436e-01 2.662889e+00,-2.563749e-02 -5.592457e-01 2.662799e+00,-2.613423e-02 -5.555545e-01 2.668246e+00,-2.752997e-02 -5.545270e-01 2.669121e+00,-2.671312e-02 -5.522678e-01 2.670105e+00,-2.803183e-02 -5.533174e-01 2.668494e+00,-2.740614e-02 -5.535216e-01 2.668167e+00,-2.606767e-02 -5.600294e-01 2.660546e+00,-2.626143e-02 -5.589498e-01 2.661325e+00,-2.833105e-02 -5.558154e-01 2.665569e+00,-2.821690e-02 -5.547072e-01 2.666312e+00,-2.849439e-02 -5.543208e-01 2.668006e+00,-2.984352e-02 -5.544573e-01 2.668978e+00,-2.984199e-02 -5.544642e-01 2.668984e+00,-3.000234e-02 -5.547747e-01 2.669242e+00,-3.006914e-02 -5.548184e-01 2.669229e+00,-3.070607e-02 -5.556608e-01 2.669762e+00,-3.227067e-02 -5.575745e-01 2.670811e+00,-3.346647e-02 -5.582340e-01 2.671506e+00,-3.395944e-02 -5.590506e-01 2.672936e+00,-3.336048e-02 -5.595183e-01 2.673292e+00,-3.298878e-02 -5.595144e-01 2.673942e+00,-3.173277e-02 -5.599565e-01 2.674566e+00,-3.060153e-02 -5.603772e-01 2.675317e+00,-3.047962e-02 -5.605098e-01 2.675405e+00,-3.004418e-02 -5.608988e-01 2.675348e+00,-2.989198e-02 -5.609381e-01 2.675644e+00
-1.028928e-02 -8.753833e-01 2.689022e+00,-1.193102e-02 -8.742387e-01 2.688836e+00,-1.172780e-02 -8.752880e-01 2.689122e+00,-8.552291e-03 -8.762564e-01 2.688591e+00,-8.010757e-03 -8.735660e-01 2.687377e+00,-8.324094e-03 -8.737425e-01 2.687742e+00,-8.205090e-03 -8.737476e-01 2.687809e+00,-9.182167e-03 -8.722765e-01 2.687926e+00,-8.919507e-03 -8.723379e-01 2.688486e+00,-1.169181e-02 -8.699943e-01 2.688487e+00,-1.172641e-02 -8.697856e-01 2.688394e+00,-1.283535e-02 -8.682649e-01 2.688338e+00,-1.221838e-02 -8.690852e-01 2.688730e+00,-1.155078e-02 -8.717550e-01 2.690268e+00,-1.280253e-02 -8.708732e-01 2.689766e+00,-1.299670e-02 -8.749189e-01 2.691254e+00,-2.834504e-03 -8.869545e-01 2.694141e+00,-5.346671e-03 -8.827728e-01 2.692515e+00,-9.630386e-03 -8.777521e-01 2.691976e+00,-1.207967e-02 -8.743716e-01 2.690914e+00,-1.332998e-02 -8.731731e-01 2.690935e+00,-1.501796e-02 -8.707998e-01 2.690315e+00,-1.676676e-02 -8.700236e-01 2.689677e+00,-1.439044e-02 -8.966197e-01 2.699352e+00,-1.534367e-02 -8.732027e-01 2.690847e+00,-1.564048e-02 -8.721208e-01 2.689868e+00,-1.507722e-02 -8.706246e-01 2.689313e+00,-1.469339e-02 -8.711768e-01 2.689511e+00,-1.435392e-02 -8.728633e-01 2.689781e+00,-1.404719e-02 -8.714332e-01 2.688880e+00,-1.444015e-02 -8.713353e-01 2.688715e+00,-1.546939e-02 -8.695467e-01 2.688052e+00,-1.572167e-02 -8.684491e-01 2.687608e+00,-1.633594e-02 -8.671715e-01 2.687195e+00,-1.626240e-02 -8.648224e-01 2.686004e+00,-1.642764e-02 -8.647016e-01 2.685951e+00,-1.673258e-02 -8.632876e-01 2.685009e+00,-1.711848e-02 -8.629683e-01 2.684583e+00,-1.745076e-02 -8.628840e-01 2.684469e+00,-1.739124e-02 -8.635505e-01 2.684462e+00,-1.742483e-02 -8.649220e-01 2.684574e+00,-1.742725e-02 -8.661472e-01 2.684516e+00,-1.739011e-02 -8.660635e-01 2.684288e+00,-1.613715e-02 -8.667541e-01 2.684039e+00,-1.427725e-02 -8.698950e-01 2.684861e+00,-1.346331e-02 -8.716923e-01 2.685281e+00,-1.334364e-02 -8.715926e-01 2.685274e+00,-1.324707e-02 -8.715225e-01 2.685079e+00,-1.297100e-02 -8.716248e-01 2.685083e+00
6.199194e-03 -1.220857e+00 2.747375e+00,5.956346e-03 -1.218418e+00 2.748657e+00,6.255480e-03 -1.219004e+00 2.748163e+00,6.694728e-03 -1.221578e+00 2.748775e+00,6.883750e-03 -1.222318e+00 2.748170e+00,8.446505e-03 -1.220587e+00 2.748761e+00,9.208951e-03 -1.220931e+00 2.748777e+00,6.150387e-03 -1.216377e+00 2.750157e+00,4.445225e-03 -1.215561e+00 2.751108e+00,4.457761e-03 -1.217262e+00 2.750333e+00,4.586579e-03 -1.217273e+00 2.749752e+00,2.570710e-03 -1.217890e+00 2.748669e+00,2.781643e-03 -1.218069e+00 2.748687e+00,2.925278e-03 -1.218470e+00 2.748520e+00,1.934872e-03 -1.218439e+00 2.749577e+00,1.739089e-03 -1.218433e+00 2.749535e+00,1.608504e-03 -1.216190e+00 2.749447e+00,1.160695e-03 -1.216208e+00 2.750127e+00,4.660152e-04 -1.214565e+00 2.750275e+00,-1.042641e-03 -1.213930e+00 2.750638e+00,-3.830524e-04 -1.215102e+00 2.749602e+00,5.124871e-04 -1.215609e+00 2.749422e+00,6.336353e-04 -1.216219e+00 2.748847e+00,-1.599129e-02 -1.248352e+00 2.723094e+00,-1.687497e-02 -1.250950e+00 2.723155e+00,-1.822829e-02 -1.250482e+00 2.724310e+00,-2.320664e-02 -1.246317e+00 2.726303e+00,-2.411550e-02 -1.248207e+00 2.726901e+00,-2.440222e-02 -1.248526e+00 2.727126e+00,-2.250743e-02 -1.251331e+00 2.727368e+00,-2.149722e-02 -1.253699e+00 2.727328e+00,-2.146516e-02 -1.253630e+00 2.727318e+00,-2.079504e-02 -1.253540e+00 2.727810e+00,-2.072192e-02 -1.253442e+00 2.727955e+00,-2.178292e-02 -1.247189e+00 2.727309e+00,-2.128928e-02 -1.248019e+00 2.727721e+00,-2.076045e-02 -1.249891e+00 2.729046e+00,-2.077229e-02 -1.249898e+00 2.729192e+00,-2.058925e-02 -1.249747e+00 2.729549e+00,-2.090787e-02 -1.250828e+00 2.726752e+00,-2.120953e-02 -1.252414e+00 2.725315e+00,-2.276239e-02 -1.253081e+00 2.727574e+00,-2.193364e-02 -1.253139e+00 2.727769e+00,-1.947745e-02 -1.253802e+00 2.727757e+00,-1.740432e-02 -1.257229e+00 2.726559e+00,-1.853904e-02 -1.253806e+00 2.726269e+00,-1.828929e-02 -1.253927e+00 2.726192e+00,-1.818702e-02 -1.253696e+00 2.724727e+00,-1.876612e-02 -1.253794e+00 2.725474e+00
8.098297e-03 -1.275057e+00 2.625153e+00,6.756605e-03 -1.275301e+00 2.626214e+00,8.150024e-03 -1.275651e+00 2.634101e+00,8.317466e-03 -1.275972e+00 2.633477e+00,9.621903e-03 -1.276697e+00 2.634144e+00,9.731581e-03 -1.276505e+00 2.633088e+00,9.991523e-03 -1.276284e+00 2.632646e+00,5.737954e-03 -1.274831e+00 2.618412e+00,9.117866e-03 -1.275367e+00 2.623431e+00,6.558497e-03 -1.274203e+00 2.631759e+00,6.621059e-03 -1.275618e+00 2.637490e+00,7.044576e-03 -1.275389e+00 2.637054e+00,7.853799e-03 -1.275634e+00 2.634036e+00,7.775480e-03 -1.275619e+00 2.634197e+00,7.870159e-03 -1.275667e+00 2.634977e+00,6.825536e-03 -1.275624e+00 2.635547e+00,-7.332454e-03 -1.276625e+00 2.621227e+00,-3.987136e-03 -1.276297e+00 2.620154e+00,2.905268e-03 -1.275407e+00 2.628910e+00,3.553132e-03 -1.274781e+00 2.629634e+00,3.797078e-03 -1.275196e+00 2.633019e+00,5.651839e-03 -1.275028e+00 2.637844e+00,5.258713e-03 -1.275395e+00 2.638154e+00,1.158342e-02 -1.284444e+00 2.614302e+00,8.886028e-03 -1.283327e+00 2.611454e+00,1.506231e-02 -1.283615e+00 2.615877e+00,1.822850e-02 -1.284360e+00 2.625327e+00,1.721323e-02 -1.284070e+00 2.624266e+00,1.831982e-02 -1.283462e+00 2.624658e+00,1.338760e-02 -1.283602e+00 2.619545e+00,1.166558e-02 -1.284396e+00 2.617374e+00,1.533741e-02 -1.286899e+00 2.620588e+00,1.470412e-02 -1.286812e+00 2.620460e+00,1.436979e-02 -1.286884e+00 2.620522e+00,1.183691e-02 -1.282938e+00 2.620650e+00,1.172910e-02 -1.282543e+00 2.619998e+00,9.586927e-03 -1.280787e+00 2.618036e+00,1.105706e-02 -1.282693e+00 2.619893e+00,1.312128e-02 -1.282721e+00 2.621155e+00,1.376155e-02 -1.280483e+00 2.616827e+00,8.804210e-03 -1.279929e+00 2.612367e+00,1.521023e-02 -1.289205e+00 2.623336e+00,6.217367e-03 -1.275600e+00 2.609571e+00,7.159006e-03 -1.275896e+00 2.611093e+00,9.021107e-03 -1.278213e+00 2.609398e+00,6.590322e-03 -1.282200e+00 2.612164e+00,1.242901e-02 -1.285559e+00 2.615819e+00,7.475574e-03 -1.278926e+00 2.609208e+00,7.058699e-03 -1.276519e+00 2.608849e+00
1.155665e-01 -5.561182e-01 2.666510e+00,1.155719e-01 -5.561235e-01 2.666509e+00,1.153520e-01 -5.564575e-01 2.666226e+00,1.149180e-01 -5.567983e-01 2.665884e+00,1.148939e-01 -5.571936e-01 2.665946e+00,1.140607e-01 -5.572225e-01 2.665935e+00,1.140832e-01 -5.572109e-01 2.665913e+00,1.142563e-01 -5.571900e-01 2.665471e+00,1.142494e-01 -5.572039e-01 2.665484e+00,1.142562e-01 -5.571417e-01 2.665493e+00,1.144012e-01 -5.568654e-01 2.665238e+00,1.145792e-01 -5.547118e-01 2.665666e+00,1.138750e-01 -5.542656e-01 2.665868e+00,1.139200e-01 -5.545899e-01 2.666009e+00,1.152518e-01 -5.564164e-01 2.669891e+00,1.176900e-01 -5.604861e-01 2.673027e+00,1.176143e-01 -5.585688e-01 2.670073e+00,1.165173e-01 -5.574314e-01 2.668439e+00,1.132255e-01 -5.539302e-01 2.668226e+00,1.102693e-01 -5.520903e-01 2.666940e+00,1.118058e-01 -5.528447e-01 2.667365e+00,1.123139e-01 -5.526055e-01 2.667453e+00,1.160786e-01 -5.581542e-01 2.671997e+00,1.166223e-01 -5.580789e-01 2.671779e+00,1.144457e-01 -5.558458e-01 2.668201e+00,1.122877e-01 -5.546063e-01 2.665821e+00,1.122329e-01 -5.523685e-01 2.664843e+00,1.121565e-01 -5.531063e-01 2.665323e+00,1.128019e-01 -5.531908e-01 2.665650e+00,1.165794e-01 -5.574455e-01 2.668262e+00,1.162873e-01 -5.567861e-01 2.667943e+00,1.142865e-01 -5.541965e-01 2.665388e+00,1.143365e-01 -5.522081e-01 2.664880e+00,1.142625e-01 -5.516897e-01 2.663904e+00,1.129989e-01 -5.513529e-01 2.662153e+00,1.132071e-01 -5.512751e-01 2.661461e+00,1.133212e-01 -5.514598e-01 2.659890e+00,1.132662e-01 -5.514794e-01 2.659778e+00,1.128386e-01 -5.519933e-01 2.659215e+00,1.115792e-01 -5.534990e-01 2.658534e+00,1.102683e-01 -5.544792e-01 2.658708e+00,1.098770e-01 -5.551758e-01 2.658964e+00,1.104311e-01 -5.555212e-01 2.659148e+00,1.106261e-01 -5.555357e-01 2.659096e+00,1.117169e-01 -5.557709e-01 2.659072e+00,1.126494e-01 -5.559888e-01 2.659445e+00,1.128353e-01 -5.561820e-01 2.659606e+00,1.133957e-01 -5.565000e-01 2.659915e+00,1.134598e-01 -5.565301e-01 2.660018e+00
7.057741e-02 -9.016852e-01 2.697847e+00,6.919666e-02 -9.011530e-01 2.697656e+00,6.826971e-02 -9.001715e-01 2.697201e+00,6.900140e-02 -9.003397e-01 2.697142e+00,7.008460e-02 -9.007374e-01 2.697255e+00,7.042076e-02 -9.014389e-01 2.697703e+00,6.950670e-02 -9.004617e-01 2.697214e+00,6.926798e-02 -9.003430e-01 2.697406e+00,6.938396e-02 -8.998708e-01 2.697535e+00,6.947766e-02 -9.004963e-01 2.697897e+00,6.864086e-02 -9.004397e-01 2.697999e+00,6.977218e-02 -9.014855e-01 2.698457e+00,6.969525e-02 -9.019373e-01 2.698672e+00,7.013704e-02 -9.027826e-01 2.698942e+00,7.129502e-02 -9.028821e-01 2.698609e+00,7.169914e-02 -9.030828e-01 2.698613e+00,6.577452e-02 -9.053961e-01 2.699267e+00,6.590136e-02 -9.054016e-01 2.699339e+00,6.630537e-02 -9.056556e-01 2.699463e+00,6.632478e-02 -9.049762e-01 2.699114e+00,6.723288e-02 -9.055651e-01 2.699332e+00,6.893884e-02 -9.052097e-01 2.698843e+00,6.912075e-02 -9.052306e-01 2.698697e+00,6.918974e-02 -9.051954e-01 2.698596e+00,6.969785e-02 -9.052857e-01 2.698397e+00,6.961284e-02 -9.051865e-01 2.698301e+00,6.749074e-02 -9.044980e-01 2.698005e+00,6.812955e-02 -9.048588e-01 2.698082e+00,6.967906e-02 -9.048877e-01 2.697840e+00,6.889795e-02 -9.047586e-01 2.697649e+00,6.998436e-02 -9.052569e-01 2.697500e+00,7.021967e-02 -9.061627e-01 2.697954e+00,6.840675e-02 -9.046241e-01 2.697689e+00,6.850927e-02 -9.039993e-01 2.697582e+00,6.820873e-02 -9.037904e-01 2.697268e+00,6.798835e-02 -9.035495e-01 2.697047e+00,6.818826e-02 -9.029191e-01 2.696320e+00,6.907876e-02 -9.030706e-01 2.696108e+00,6.880430e-02 -9.024454e-01 2.695694e+00,6.784713e-02 -9.028638e-01 2.695898e+00,6.794980e-02 -9.024907e-01 2.695593e+00,6.900105e-02 -9.029989e-01 2.695221e+00,6.895687e-02 -9.030020e-01 2.695097e+00,6.802190e-02 -9.029715e-01 2.694854e+00,6.793665e-02 -9.029501e-01 2.694746e+00,6.841254e-02 -9.027694e-01 2.694748e+00,6.835092e-02 -9.027619e-01 2.694749e+00,6.850275e-02 -9.028481e-01 2.694643e+00,6.813196e-02 -9.028231e-01 2.694652e+00
8.873569e-02 -1.245873e+00 2.711755e+00,8.764056e-02 -1.246845e+00 2.712059e+00,8.767651e-02 -1.248463e+00 2.712725e+00,8.740629e-02 -1.247555e+00 2.712281e+00,8.757990e-02 -1.251895e+00 2.713476e+00,8.725006e-02 -1.252503e+00 2.713714e+00,8.665193e-02 -1.254730e+00 2.714083e+00,8.851961e-02 -1.252981e+00 2.713947e+00,8.908421e-02 -1.251878e+00 2.713569e+00,8.896926e-02 -1.249443e+00 2.712662e+00,8.899969e-02 -1.249462e+00 2.712628e+00,8.813708e-02 -1.253718e+00 2.713513e+00,8.744682e-02 -1.259005e+00 2.714780e+00,8.749998e-02 -1.260960e+00 2.715297e+00,8.744682e-02 -1.259888e+00 2.714995e+00,8.750077e-02 -1.259474e+00 2.714855e+00,6.051178e-02 -1.230740e+00 2.741374e+00,6.108560e-02 -1.233255e+00 2.739847e+00,6.115167e-02 -1.233248e+00 2.740051e+00,6.058025e-02 -1.233498e+00 2.740203e+00,6.524333e-02 -1.245403e+00 2.730039e+00,6.790103e-02 -1.253234e+00 2.726037e+00,6.917007e-02 -1.252317e+00 2.724935e+00,6.621134e-02 -1.249509e+00 2.729034e+00,6.064546e-02 -1.236367e+00 2.743560e+00,6.045428e-02 -1.236343e+00 2.743116e+00,5.833901e-02 -1.232423e+00 2.745606e+00,5.874294e-02 -1.231785e+00 2.745525e+00,5.752663e-02 -1.232735e+00 2.743682e+00,5.786882e-02 -1.232147e+00 2.743901e+00,5.769899e-02 -1.231799e+00 2.743820e+00,5.620918e-02 -1.229446e+00 2.744506e+00,5.669592e-02 -1.228751e+00 2.744830e+00,5.690763e-02 -1.228276e+00 2.745051e+00,5.850295e-02 -1.226609e+00 2.744482e+00,5.870588e-02 -1.224794e+00 2.743813e+00,5.869321e-02 -1.224906e+00 2.743988e+00,5.877633e-02 -1.225045e+00 2.743485e+00,5.887938e-02 -1.224706e+00 2.743264e+00,6.063716e-02 -1.226020e+00 2.742826e+00,6.070307e-02 -1.226085e+00 2.742941e+00,6.111537e-02 -1.225914e+00 2.743030e+00,6.136705e-02 -1.226222e+00 2.742250e+00,6.112636e-02 -1.225402e+00 2.743697e+00,6.040464e-02 -1.225005e+00 2.743610e+00,6.050514e-02 -1.224438e+00 2.744163e+00,6.059536e-02 -1.224743e+00 2.744681e+00,6.133019e-02 -1.224393e+00 2.744725e+00,6.112577e-02 -1.224147e+00 2.744745e+00
7.028461e-02 -1.290300e+00 2.605997e+00,6.197320e-02 -1.292119e+00 2.609104e+00,7.713655e-02 -1.292746e+00 2.605455e+00,7.147720e-02 -1.299669e+00 2.612810e+00,1.125272e-01 -1.287219e+00 2.603682e+00,1.027575e-01 -1.282896e+00 2.598526e+00,6.242345e-02 -1.284047e+00 2.599938e+00,5.781838e-02 -1.285152e+00 2.603520e+00,5.789956e-02 -1.285762e+00 2.604364e+00,5.284871e-02 -1.285298e+00 2.606856e+00,5.357391e-02 -1.285665e+00 2.606735e+00,6.340049e-02 -1.308669e+00 2.619738e+00,5.609593e-02 -1.278906e+00 2.598509e+00,4.418841e-02 -1.284184e+00 2.605893e+00,4.690890e-02 -1.285428e+00 2.605290e+00,4.549621e-02 -1.287126e+00 2.607050e+00,5.683992e-02 -1.275035e+00 2.607175e+00,6.040981e-02 -1.274749e+00 2.617204e+00,6.112426e-02 -1.274862e+00 2.615821e+00,6.038331e-02 -1.276136e+00 2.628786e+00,6.198988e-02 -1.279662e+00 2.615383e+00,6.076387e-02 -1.281277e+00 2.608300e+00,6.234843e-02 -1.280971e+00 2.607477e+00,6.150017e-02 -1.278917e+00 2.611797e+00,5.947489e-02 -1.276096e+00 2.618938e+00,5.774792e-02 -1.276601e+00 2.626922e+00,5.712353e-02 -1.275887e+00 2.621187e+00,6.051745e-02 -1.276089e+00 2.629370e+00,7.317553e-02 -1.275104e+00 2.617605e+00,6.543937e-02 -1.274114e+00 2.628821e+00,6.478100e-02 -1.274158e+00 2.629703e+00,6.306651e-02 -1.275064e+00 2.634893e+00,6.170056e-02 -1.276255e+00 2.639471e+00,5.667816e-02 -1.275086e+00 2.638889e+00,5.904491e-02 -1.275607e+00 2.632773e+00,7.685022e-02 -1.272200e+00 2.619750e+00,6.194583e-02 -1.275358e+00 2.626599e+00,6.536414e-02 -1.275917e+00 2.611645e+00,6.463182e-02 -1.274212e+00 2.614690e+00,6.553451e-02 -1.275623e+00 2.628452e+00,6.676038e-02 -1.275979e+00 2.630158e+00,5.920668e-02 -1.275838e+00 2.634401e+00,6.065677e-02 -1.273282e+00 2.617411e+00,6.044295e-02 -1.273674e+00 2.617909e+00,6.122037e-02 -1.274525e+00 2.630134e+00,7.552990e-02 -1.276619e+00 2.632925e+00,7.015298e-02 -1.276118e+00 2.639252e+00,6.398986e-02 -1.275213e+00 2.637891e+00,5.963449e-02 -1.274165e+00 2.621061e+00
3.816937e-02 -4.790714e-02 2.750863e+00,3.837077e-02 -4.797277e-02 2.750947e+00,3.841378e-02 -4.815838e-02 2.751186e+00,3.846100e-02 -4.816812e-02 2.751212e+00,3.869073e-02 -4.845851e-02 2.751456e+00,3.874124e-02 -4.861351e-02 2.751846e+00,3.879717e-02 -4.872334e-02 2.752136e+00,3.899131e-02 -4.930112e-02 2.753470e+00,3.888299e-02 -4.973590e-02 2.754604e+00,3.945222e-02 -4.996950e-02 2.757585e+00,3.967229e-02 -4.988411e-02 2.758839e+00,3.846177e-02 -4.990305e-02 2.761519e+00,3.763605e-02 -4.912716e-02 2.762239e+00,3.827852e-02 -4.806752e-02 2.762491e+00,4.316583e-02 -4.586859e-02 2.763004e+00,4.391320e-02 -4.563135e-02 2.763082e+00,4.174728e-02 -4.439708e-02 2.762741e+00,4.061073e-02 -4.436136e-02 2.762900e+00,4.009338e-02 -4.421011e-02 2.762835e+00,3.705610e-02 -4.366172e-02 2.762374e+00,3.752764e-02 -4.305467e-02 2.761472e+00,4.260391e-02 -4.138844e-02 2.759579e+00,4.385440e-02 -4.096874e-02 2.759037e+00,4.357417e-02 -4.061694e-02 2.758945e+00,3.852373e-02 -4.050243e-02 2.758621e+00,3.766049e-02 -4.077556e-02 2.758312e+00,3.490384e-02 -4.067989e-02 2.757949e+00,3.514555e-02 -4.030068e-02 2.756952e+00,4.043777e-02 -3.983521e-02 2.754478e+00,4.137165e-02 -3.990334e-02 2.753975e+00,4.129228e-02 -3.990407e-02 2.754000e+00,4.058365e-02 -4.092703e-02 2.754780e+00,3.960239e-02 -4.171407e-02 2.755041e+00,3.918669e-02 -4.201764e-02 2.755651e+00,3.851496e-02 -4.282847e-02 2.755357e+00,3.816537e-02 -4.312238e-02 2.755070e+00,3.769305e-02 -4.350273e-02 2.754108e+00,3.711835e-02 -4.380023e-02 2.753080e+00,3.656539e-02 -4.432419e-02 2.752266e+00,3.575341e-02 -4.526978e-02 2.751163e+00,3.529179e-02 -4.570723e-02 2.750505e+00,3.472554e-02 -4.619909e-02 2.749887e+00,3.451858e-02 -4.634583e-02 2.749575e+00,3.432497e-02 -4.671041e-02 2.749076e+00,3.431766e-02 -4.701914e-02 2.748844e+00,3.422642e-02 -4.720109e-02 2.748795e+00,3.422992e-02 -4.740889e-02 2.749015e+00,3.418097e-02 -4.767958e-02 2.749328e+00,3.441535e-02 -4.765953e-02 2.749520e+00
