4.368297e-02 -5.609514e-01 2.759011e+00,4.366805e-02 -5.610113e-01 2.759122e+00,4.331647e-02 -5.610715e-01 2.759101e+00,4.316472e-02 -5.612583e-01 2.759341e+00,4.208394e-02 -5.611908e-01 2.758958e+00,3.822859e-02 -5.610476e-01 2.757492e+00,3.543645e-02 -5.608858e-01 2.756876e+00,3.340121e-02 -5.606413e-01 2.756322e+00,3.009100e-02 -5.605120e-01 2.755716e+00,2.761146e-02 -5.606704e-01 2.756030e+00,2.395655e-02 -5.595257e-01 2.755403e+00,2.146153e-02 -5.592211e-01 2.755346e+00,2.063532e-02 -5.589031e-01 2.755351e+00,2.056998e-02 -5.579786e-01 2.755061e+00,2.094740e-02 -5.590246e-01 2.755076e+00,1.413082e-02 -5.630453e-01 2.757854e+00,1.394144e-02 -5.631633e-01 2.758422e+00,1.396660e-02 -5.629213e-01 2.759212e+00,1.667865e-02 -5.627134e-01 2.760093e+00,1.938349e-02 -5.649800e-01 2.761523e+00,2.025542e-02 -5.656084e-01 2.762157e+00,2.095930e-02 -5.669674e-01 2.763215e+00,2.096811e-02 -5.691558e-01 2.764230e+00,2.024656e-02 -5.699617e-01 2.764373e+00,2.006112e-02 -5.697904e-01 2.764539e+00,2.018528e-02 -5.712822e-01 2.763968e+00,1.758513e-02 -5.621799e-01 2.766019e+00,1.572261e-02 -5.608134e-01 2.765122e+00,1.515692e-02 -5.599722e-01 2.764374e+00,1.504432e-02 -5.598529e-01 2.763917e+00,1.521978e-02 -5.596524e-01 2.763505e+00,1.568590e-02 -5.591989e-01 2.762709e+00,1.571072e-02 -5.592338e-01 2.762724e+00,1.600113e-02 -5.592948e-01 2.762675e+00,1.800543e-02 -5.595654e-01 2.763375e+00,2.050570e-02 -5.597972e-01 2.763198e+00,2.512233e-02 -5.599663e-01 2.764345e+00,2.642659e-02 -5.598194e-01 2.764623e+00,2.722061e-02 -5.598369e-01 2.764684e+00,2.951613e-02 -5.601346e-01 2.765432e+00,3.035833e-02 -5.600427e-01 2.765697e+00,3.269459e-02 -5.603864e-01 2.766458e+00,3.485582e-02 -5.604762e-01 2.766654e+00,3.546210e-02 -5.605313e-01 2.766760e+00,3.614881e-02 -5.606701e-01 2.767173e+00,3.645284e-02 -5.607379e-01 2.767180e+00
2.116485e-01 -5.230212e-01 2.726134e+00,2.135208e-01 -5.711612e-01 2.722851e+00,2.125147e-01 -5.722893e-01 2.724464e+00,2.199880e-01 -5.782033e-01 2.721882e+00,2.407271e-01 -5.667928e-01 2.702010e+00,2.900590e-01 -4.999372e-01 2.637392e+00,3.176574e-01 -4.342744e-01 2.600402e+00,3.364547e-01 -3.521930e-01 2.578609e+00,3.418516e-01 -1.771898e-01 2.594629e+00,3.379519e-01 -1.026061e-01 2.604964e+00,2.992696e-01 1.832739e-02 2.623583e+00,2.733190e-01 8.477154e-02 2.638196e+00,2.427584e-01 1.271214e-01 2.627654e+00,1.627344e-01 2.290272e-01 2.576541e+00,9.875201e-02 2.567911e-01 2.512045e+00,-1.137942e-01 2.752528e-01 2.396199e+00,-1.567793e-01 2.010238e-01 2.365074e+00,-2.009095e-01 1.571541e-01 2.338253e+00,-2.286011e-01 1.056285e-01 2.342603e+00,-2.433352e-01 9.718602e-02 2.337261e+00,-2.302693e-01 7.204864e-02 2.337341e+00,-2.222283e-01 6.312730e-02 2.337785e+00,-1.514397e-01 4.280423e-02 2.343853e+00,-1.445544e-01 3.200620e-02 2.336737e+00,-1.009816e-01 -1.241061e-02 2.320646e+00,-7.811588e-02 -5.104129e-02 2.315893e+00,4.690059e-02 -1.717048e-01 2.337128e+00,1.072268e-01 -2.341362e-01 2.356374e+00,1.584622e-01 -3.015493e-01 2.371212e+00,2.320610e-01 -4.250837e-01 2.437193e+00,2.561370e-01 -4.586230e-01 2.493721e+00,2.702788e-01 -5.185382e-01 2.595380e+00,2.665172e-01 -5.360017e-01 2.636398e+00,2.553633e-01 -5.497692e-01 2.667639e+00,2.243730e-01 -5.620745e-01 2.715791e+00,2.094313e-01 -5.325235e-01 2.723284e+00,2.105260e-01 -5.311050e-01 2.732923e+00,2.096089e-01 -5.388951e-01 2.734315e+00,2.118088e-01 -5.354617e-01 2.731525e+00,2.100712e-01 -5.380878e-01 2.730340e+00,2.105051e-01 -5.360264e-01 2.730873e+00,2.095383e-01 -5.415226e-01 2.730084e+00,2.119678e-01 -5.383148e-01 2.730644e+00,2.136598e-01 -5.304791e-01 2.733911e+00,2.190057e-01 -5.273820e-01 2.734450e+00,2.175107e-01 -5.307900e-01 2.729811e+00
-2.492872e-02 -5.544031e-01 2.727010e+00,-2.496474e-02 -5.543529e-01 2.726992e+00,-2.532491e-02 -5.544469e-01 2.727054e+00,-2.544889e-02 -5.546228e-01 2.727165e+00,-2.664505e-02 -5.545703e-01 2.726628e+00,-3.063499e-02 -5.538405e-01 2.724587e+00,-3.339269e-02 -5.538259e-01 2.723772e+00,-3.542720e-02 -5.530360e-01 2.723125e+00,-3.836031e-02 -5.527657e-01 2.722655e+00,-4.079986e-02 -5.528883e-01 2.723415e+00,-4.434071e-02 -5.518129e-01 2.724847e+00,-4.698546e-02 -5.516360e-01 2.726822e+00,-4.796239e-02 -5.518554e-01 2.729061e+00,-4.697275e-02 -5.534082e-01 2.733631e+00,-4.642953e-02 -5.552359e-01 2.735150e+00,-5.258121e-02 -5.623124e-01 2.745272e+00,-5.245617e-02 -5.626566e-01 2.750076e+00,-5.123961e-02 -5.627832e-01 2.752073e+00,-4.737880e-02 -5.623939e-01 2.754065e+00,-4.455769e-02 -5.638289e-01 2.755619e+00,-4.354266e-02 -5.646514e-01 2.757241e+00,-4.202449e-02 -5.662238e-01 2.759624e+00,-4.220094e-02 -5.675406e-01 2.759737e+00,-4.416140e-02 -5.685786e-01 2.758759e+00,-4.490450e-02 -5.684161e-01 2.756009e+00,-4.498856e-02 -5.707726e-01 2.753953e+00,-4.607312e-02 -5.577623e-01 2.753629e+00,-4.862199e-02 -5.559452e-01 2.751776e+00,-5.005621e-02 -5.540818e-01 2.748665e+00,-5.066358e-02 -5.539583e-01 2.746370e+00,-5.071620e-02 -5.533630e-01 2.743832e+00,-5.071942e-02 -5.535953e-01 2.741685e+00,-5.070765e-02 -5.536563e-01 2.741221e+00,-5.028581e-02 -5.533879e-01 2.739683e+00,-4.882979e-02 -5.534884e-01 2.737808e+00,-4.661307e-02 -5.537022e-01 2.736093e+00,-4.286187e-02 -5.530857e-01 2.735416e+00,-4.181441e-02 -5.527713e-01 2.735021e+00,-4.112084e-02 -5.526309e-01 2.734611e+00,-3.915940e-02 -5.525952e-01 2.734201e+00,-3.834131e-02 -5.523286e-01 2.734181e+00,-3.593697e-02 -5.527609e-01 2.734571e+00,-3.371932e-02 -5.526324e-01 2.734237e+00,-3.311282e-02 -5.525967e-01 2.734226e+00,-3.239754e-02 -5.527033e-01 2.734665e+00,-3.215212e-02 -5.527239e-01 2.734676e+00
7.420513e-04 -9.182345e-01 2.767012e+00,2.182597e-04 -9.213901e-01 2.767837e+00,-3.877101e-04 -9.198653e-01 2.767406e+00,1.184218e-04 -9.175591e-01 2.766915e+00,-1.005280e-04 -9.124643e-01 2.765844e+00,1.688750e-03 -9.189453e-01 2.767074e+00,6.948276e-04 -9.156964e-01 2.766145e+00,-6.977752e-04 -9.147677e-01 2.766027e+00,-7.696584e-03 -9.087315e-01 2.763335e+00,-7.838718e-03 -9.086705e-01 2.763347e+00,-8.410947e-03 -9.065161e-01 2.762556e+00,-8.955112e-03 -9.060583e-01 2.762677e+00,-9.083911e-03 -9.080541e-01 2.763678e+00,-7.734962e-03 -9.083351e-01 2.763230e+00,-7.317435e-03 -9.084062e-01 2.763259e+00,1.082679e-02 -9.289904e-01 2.766229e+00,1.138078e-02 -9.301040e-01 2.766727e+00,1.312991e-02 -9.228828e-01 2.764717e+00,1.530483e-02 -9.235787e-01 2.764623e+00,1.542681e-02 -9.217755e-01 2.764414e+00,1.727488e-02 -9.260563e-01 2.766375e+00,1.743632e-02 -9.304991e-01 2.768503e+00,1.743364e-02 -9.317456e-01 2.768942e+00,1.752485e-02 -9.321314e-01 2.769160e+00,1.751141e-02 -9.342963e-01 2.770037e+00,1.675770e-02 -9.348397e-01 2.769934e+00,8.209171e-03 -9.214180e-01 2.766189e+00,6.561648e-03 -9.193019e-01 2.765082e+00,4.427098e-03 -9.169573e-01 2.764190e+00,-1.405847e-04 -9.138245e-01 2.763924e+00,-2.919745e-03 -9.119818e-01 2.763829e+00,-3.496682e-03 -9.102993e-01 2.763565e+00,-4.890935e-03 -9.099325e-01 2.763562e+00,-6.465211e-03 -9.096953e-01 2.763910e+00,-6.726726e-03 -9.097005e-01 2.764262e+00,-3.689270e-03 -9.163658e-01 2.766225e+00,-3.477710e-03 -9.184004e-01 2.767168e+00,-4.076550e-03 -9.173432e-01 2.767211e+00,-4.905390e-03 -9.156414e-01 2.766878e+00,-2.678256e-03 -9.204628e-01 2.769240e+00,-2.506277e-03 -9.197199e-01 2.769013e+00,-7.281237e-07 -9.261641e-01 2.771382e+00,-1.027449e-03 -9.227339e-01 2.770309e+00,-1.050555e-03 -9.223692e-01 2.770228e+00,-3.704863e-05 -9.249639e-01 2.771523e+00,6.550294e-04 -9.267476e-01 2.772257e+00
-1.685917e-02 -1.213215e+00 2.759817e+00,-1.694033e-02 -1.214061e+00 2.759770e+00,-1.698025e-02 -1.212922e+00 2.760354e+00,-1.709764e-02 -1.210936e+00 2.762211e+00,-1.823865e-02 -1.212579e+00 2.761225e+00,-1.774586e-02 -1.211591e+00 2.761554e+00,-1.779426e-02 -1.211602e+00 2.761635e+00,-1.836552e-02 -1.211001e+00 2.761616e+00,-1.950941e-02 -1.205120e+00 2.765248e+00,-1.692669e-02 -1.219874e+00 2.757350e+00,-1.937830e-02 -1.220320e+00 2.755448e+00,-2.079036e-02 -1.216975e+00 2.756019e+00,-2.135759e-02 -1.215168e+00 2.757672e+00,-2.258787e-02 -1.217033e+00 2.755394e+00,-2.260056e-02 -1.217001e+00 2.755399e+00,-2.173522e-02 -1.217524e+00 2.754380e+00,-1.791159e-02 -1.223468e+00 2.750969e+00,-1.728179e-02 -1.220560e+00 2.753303e+00,-1.424725e-02 -1.221959e+00 2.755274e+00,-2.459969e-02 -1.250200e+00 2.717915e+00,-1.607797e-02 -1.227665e+00 2.748642e+00,-1.749856e-02 -1.222757e+00 2.755539e+00,-1.662968e-02 -1.220724e+00 2.756477e+00,-1.637083e-02 -1.222389e+00 2.755931e+00,-1.403537e-02 -1.223845e+00 2.753586e+00,-1.321041e-02 -1.224585e+00 2.752072e+00,-1.708331e-02 -1.221747e+00 2.753498e+00,-2.573004e-02 -1.235247e+00 2.743994e+00,-2.158133e-02 -1.234488e+00 2.743928e+00,-1.716337e-02 -1.227879e+00 2.751264e+00,-1.673116e-02 -1.227039e+00 2.751315e+00,-1.666427e-02 -1.219071e+00 2.756155e+00,-1.625941e-02 -1.219790e+00 2.756076e+00,-1.607489e-02 -1.219788e+00 2.755242e+00,-1.552850e-02 -1.213237e+00 2.765041e+00,-1.558968e-02 -1.210720e+00 2.765125e+00,-1.640846e-02 -1.211089e+00 2.763708e+00,-1.644659e-02 -1.211678e+00 2.763179e+00,-1.660657e-02 -1.211294e+00 2.764011e+00,-1.763961e-02 -1.211342e+00 2.764524e+00,-1.767596e-02 -1.211537e+00 2.764282e+00,-2.867879e-02 -1.247498e+00 2.722174e+00,-1.584852e-02 -1.212821e+00 2.763414e+00,-1.641281e-02 -1.211138e+00 2.763792e+00,-1.709853e-02 -1.212554e+00 2.763448e+00,-1.730485e-02 -1.212847e+00 2.762681e+00
-3.664017e-03 -1.269531e+00 2.634766e+00,-1.136509e-04 -1.267953e+00 2.620433e+00,-2.935638e-03 -1.267091e+00 2.622135e+00,-2.054413e-03 -1.265265e+00 2.636098e+00,-3.823790e-03 -1.264772e+00 2.636217e+00,4.270680e-03 -1.266258e+00 2.633064e+00,3.469927e-03 -1.265441e+00 2.637920e+00,-4.057428e-04 -1.265840e+00 2.633479e+00,-1.125666e-03 -1.265781e+00 2.633369e+00,-5.342652e-03 -1.271326e+00 2.597700e+00,-1.414966e-02 -1.270617e+00 2.631392e+00,-1.426067e-02 -1.270240e+00 2.632052e+00,-1.277676e-02 -1.269484e+00 2.633428e+00,-7.298416e-03 -1.267884e+00 2.632770e+00,-4.117480e-03 -1.267456e+00 2.628223e+00,-1.942832e-03 -1.266444e+00 2.623307e+00,1.873460e-05 -1.266496e+00 2.628371e+00,1.259012e-04 -1.266507e+00 2.627794e+00,-6.005127e-04 -1.266520e+00 2.626746e+00,7.708028e-03 -1.279348e+00 2.594790e+00,-7.700148e-04 -1.267496e+00 2.621658e+00,-1.260827e-03 -1.268087e+00 2.622442e+00,-4.169064e-03 -1.266096e+00 2.619003e+00,-1.580392e-03 -1.266868e+00 2.632303e+00,-1.887147e-03 -1.267136e+00 2.631168e+00,-1.806461e-03 -1.267461e+00 2.631175e+00,-2.460476e-03 -1.267305e+00 2.628611e+00,-2.225155e-03 -1.272315e+00 2.622062e+00,-1.989502e-03 -1.272349e+00 2.621533e+00,-1.559080e-04 -1.268411e+00 2.628756e+00,-4.027904e-03 -1.268161e+00 2.626455e+00,-4.636461e-04 -1.267675e+00 2.630667e+00,-1.182273e-03 -1.268014e+00 2.632126e+00,-7.698416e-04 -1.268109e+00 2.633627e+00,-1.918098e-03 -1.268656e+00 2.632552e+00,-2.727656e-03 -1.268033e+00 2.633200e+00,-1.759692e-03 -1.266116e+00 2.622535e+00,-2.678409e-03 -1.265740e+00 2.625673e+00,-3.004179e-02 -1.264178e+00 2.617789e+00,1.183292e-03 -1.264261e+00 2.637461e+00,1.858204e-03 -1.264322e+00 2.636420e+00,5.781572e-03 -1.276872e+00 2.599891e+00,-4.060408e-03 -1.264937e+00 2.630856e+00,-3.997476e-02 -1.255326e+00 2.602328e+00,8.241409e-04 -1.264937e+00 2.624866e+00,-1.738785e-03 -1.265626e+00 2.633002e+00
1.113337e-01 -5.535570e-01 2.723309e+00,1.112963e-01 -5.537202e-01 2.723570e+00,1.109180e-01 -5.537607e-01 2.723429e+00,1.107152e-01 -5.539627e-01 2.723787e+00,1.097510e-01 -5.538942e-01 2.723493e+00,1.060084e-01 -5.543108e-01 2.722433e+00,1.032942e-01 -5.540296e-01 2.721997e+00,1.012209e-01 -5.543205e-01 2.721492e+00,9.762459e-02 -5.543434e-01 2.720706e+00,9.516218e-02 -5.545540e-01 2.720593e+00,9.077170e-02 -5.530593e-01 2.717413e+00,8.776901e-02 -5.526055e-01 2.715318e+00,8.613119e-02 -5.512330e-01 2.712900e+00,8.638294e-02 -5.456591e-01 2.706393e+00,8.719502e-02 -5.475287e-01 2.705424e+00,8.028430e-02 -5.507772e-01 2.704352e+00,7.972530e-02 -5.508000e-01 2.703227e+00,7.901277e-02 -5.500343e-01 2.703023e+00,8.093158e-02 -5.498117e-01 2.702183e+00,8.310348e-02 -5.525143e-01 2.702329e+00,8.435723e-02 -5.528992e-01 2.701311e+00,8.443567e-02 -5.540322e-01 2.701229e+00,8.441250e-02 -5.570326e-01 2.702714e+00,8.417633e-02 -5.579297e-01 2.703393e+00,8.406409e-02 -5.571347e-01 2.707433e+00,8.439602e-02 -5.582154e-01 2.707355e+00,8.071326e-02 -5.505462e-01 2.710274e+00,7.960898e-02 -5.500312e-01 2.710091e+00,7.948510e-02 -5.498948e-01 2.710221e+00,8.000671e-02 -5.501773e-01 2.711102e+00,8.054063e-02 -5.502239e-01 2.711756e+00,8.167976e-02 -5.494634e-01 2.712533e+00,8.198233e-02 -5.500935e-01 2.714252e+00,8.308892e-02 -5.509879e-01 2.716298e+00,8.666699e-02 -5.520283e-01 2.721795e+00,8.915866e-02 -5.522608e-01 2.722904e+00,9.376664e-02 -5.532957e-01 2.725929e+00,9.522130e-02 -5.533058e-01 2.726928e+00,9.605007e-02 -5.534677e-01 2.727409e+00,9.838726e-02 -5.541032e-01 2.729385e+00,9.908402e-02 -5.541630e-01 2.729822e+00,1.009317e-01 -5.543531e-01 2.730706e+00,1.029473e-01 -5.546315e-01 2.731343e+00,1.034839e-01 -5.547632e-01 2.731526e+00,1.040281e-01 -5.549072e-01 2.731843e+00,1.043571e-01 -5.550207e-01 2.731827e+00
8.272002e-02 -9.301888e-01 2.770816e+00,8.261453e-02 -9.301996e-01 2.770843e+00,7.777857e-02 -9.318281e-01 2.771592e+00,7.833839e-02 -9.307982e-01 2.771433e+00,7.824534e-02 -9.306317e-01 2.771286e+00,7.879815e-02 -9.306750e-01 2.770957e+00,7.916139e-02 -9.297363e-01 2.770417e+00,7.967118e-02 -9.294262e-01 2.770296e+00,7.490896e-02 -9.291660e-01 2.768636e+00,7.487742e-02 -9.291434e-01 2.768656e+00,6.573442e-02 -9.276032e-01 2.767196e+00,6.185455e-02 -9.274159e-01 2.766700e+00,6.104640e-02 -9.274169e-01 2.766536e+00,6.775869e-02 -8.773133e-01 2.752482e+00,6.877358e-02 -8.775490e-01 2.752686e+00,6.873576e-02 -8.852278e-01 2.756443e+00,7.328191e-02 -8.809044e-01 2.755548e+00,8.199550e-02 -8.569695e-01 2.750535e+00,9.211571e-02 -8.565322e-01 2.749692e+00,9.306806e-02 -8.677270e-01 2.752687e+00,9.382155e-02 -8.685489e-01 2.753956e+00,9.312717e-02 -8.735561e-01 2.755842e+00,9.241556e-02 -8.738990e-01 2.756243e+00,9.212215e-02 -8.739848e-01 2.756370e+00,8.733705e-02 -8.753530e-01 2.757463e+00,8.615023e-02 -8.763284e-01 2.757177e+00,8.795049e-02 -8.802783e-01 2.757900e+00,8.786869e-02 -8.814403e-01 2.758178e+00,8.684441e-02 -8.805185e-01 2.757787e+00,7.989931e-02 -9.210042e-01 2.766521e+00,8.017755e-02 -9.207934e-01 2.766430e+00,6.305066e-02 -9.546815e-01 2.773948e+00,7.428870e-02 -9.408121e-01 2.772344e+00,6.800932e-02 -9.380626e-01 2.771941e+00,6.733305e-02 -9.375260e-01 2.772165e+00,6.979150e-02 -9.321890e-01 2.769776e+00,6.605207e-02 -9.326448e-01 2.770842e+00,6.574835e-02 -9.329573e-01 2.771074e+00,6.513281e-02 -9.332381e-01 2.771327e+00,6.905453e-02 -9.325952e-01 2.772409e+00,6.746910e-02 -9.344712e-01 2.773486e+00,6.657556e-02 -9.328642e-01 2.773652e+00,6.687112e-02 -9.345545e-01 2.774305e+00,6.480540e-02 -9.349077e-01 2.774476e+00,7.205826e-02 -9.335508e-01 2.774309e+00,7.368118e-02 -9.332410e-01 2.774109e+00
7.597601e-02 -1.207056e+00 2.766837e+00,7.398923e-02 -1.212230e+00 2.761955e+00,7.395769e-02 -1.212324e+00 2.761810e+00,7.267252e-02 -1.215922e+00 2.760805e+00,7.249022e-02 -1.215356e+00 2.762336e+00,7.337441e-02 -1.211415e+00 2.763740e+00,7.474462e-02 -1.208128e+00 2.765906e+00,7.461048e-02 -1.217648e+00 2.763031e+00,7.544568e-02 -1.211089e+00 2.766949e+00,7.517811e-02 -1.212959e+00 2.766634e+00,6.284553e-02 -1.238569e+00 2.742388e+00,6.636652e-02 -1.230617e+00 2.749518e+00,6.909533e-02 -1.226760e+00 2.753733e+00,7.080164e-02 -1.209549e+00 2.755928e+00,7.450166e-02 -1.209481e+00 2.760705e+00,7.523098e-02 -1.208860e+00 2.763654e+00,7.472815e-02 -1.211408e+00 2.762672e+00,7.459115e-02 -1.189011e+00 2.758100e+00,7.535540e-02 -1.188407e+00 2.754664e+00,7.375131e-02 -1.199631e+00 2.753259e+00,7.365007e-02 -1.200504e+00 2.751823e+00,7.465860e-02 -1.205592e+00 2.753437e+00,7.649593e-02 -1.205719e+00 2.761473e+00,8.283371e-02 -1.206098e+00 2.760609e+00,8.571793e-02 -1.207646e+00 2.760289e+00,8.610844e-02 -1.208632e+00 2.759730e+00,7.955441e-02 -1.212398e+00 2.761868e+00,7.538575e-02 -1.213512e+00 2.760571e+00,7.518046e-02 -1.212641e+00 2.759784e+00,7.541441e-02 -1.215430e+00 2.762890e+00,7.427629e-02 -1.216370e+00 2.762280e+00,7.335181e-02 -1.218826e+00 2.761019e+00,7.283591e-02 -1.219464e+00 2.761328e+00,7.144053e-02 -1.223583e+00 2.758882e+00,7.218879e-02 -1.219063e+00 2.763127e+00,7.239770e-02 -1.219122e+00 2.762805e+00,7.266824e-02 -1.225289e+00 2.760444e+00,7.436701e-02 -1.216637e+00 2.765266e+00,7.086775e-02 -1.222516e+00 2.759514e+00,7.170410e-02 -1.217190e+00 2.762861e+00,7.333282e-02 -1.213563e+00 2.764764e+00,7.404458e-02 -1.217421e+00 2.761044e+00,7.373358e-02 -1.217344e+00 2.760378e+00,7.366803e-02 -1.209587e+00 2.764988e+00,7.286366e-02 -1.214532e+00 2.764547e+00,7.241474e-02 -1.214444e+00 2.763917e+00
6.439304e-02 -1.268606e+00 2.623767e+00,6.900427e-02 -1.268611e+00 2.615940e+00,6.264801e-02 -1.269542e+00 2.626144e+00,6.327531e-02 -1.269098e+00 2.625451e+00,6.299012e-02 -1.268775e+00 2.625409e+00,6.176967e-02 -1.269210e+00 2.626672e+00,6.137916e-02 -1.266929e+00 2.634832e+00,6.458291e-02 -1.268819e+00 2.621384e+00,6.484874e-02 -1.268117e+00 2.621568e+00,6.453272e-02 -1.267967e+00 2.621907e+00,6.379623e-02 -1.270158e+00 2.614778e+00,6.416128e-02 -1.267159e+00 2.619368e+00,6.113009e-02 -1.267332e+00 2.627343e+00,5.916834e-02 -1.266558e+00 2.621125e+00,5.967673e-02 -1.267395e+00 2.624966e+00,5.895352e-02 -1.266722e+00 2.619494e+00,5.820300e-02 -1.266676e+00 2.626888e+00,5.908022e-02 -1.265256e+00 2.615839e+00,5.695832e-02 -1.267408e+00 2.625879e+00,5.700392e-02 -1.269105e+00 2.617383e+00,5.896464e-02 -1.270267e+00 2.625653e+00,5.938057e-02 -1.269446e+00 2.623319e+00,6.151677e-02 -1.267097e+00 2.611381e+00,6.075013e-02 -1.267874e+00 2.616346e+00,6.074914e-02 -1.268525e+00 2.624083e+00,5.704930e-02 -1.269630e+00 2.624889e+00,5.448779e-02 -1.268541e+00 2.625219e+00,5.541695e-02 -1.268816e+00 2.628958e+00,5.668481e-02 -1.269202e+00 2.626719e+00,5.820982e-02 -1.268736e+00 2.634754e+00,5.469330e-02 -1.269271e+00 2.612442e+00,5.891003e-02 -1.268485e+00 2.628200e+00,5.866295e-02 -1.268747e+00 2.631308e+00,6.144539e-02 -1.268692e+00 2.628413e+00,6.388117e-02 -1.268844e+00 2.624238e+00,6.451095e-02 -1.268638e+00 2.623090e+00,6.156221e-02 -1.269058e+00 2.619153e+00,6.213180e-02 -1.268996e+00 2.618674e+00,6.155001e-02 -1.268725e+00 2.618727e+00,6.196265e-02 -1.267962e+00 2.619991e+00,6.186756e-02 -1.266154e+00 2.628689e+00,6.290396e-02 -1.266898e+00 2.626348e+00,6.338213e-02 -1.266383e+00 2.634488e+00,5.737835e-02 -1.265728e+00 2.638281e+00,5.825878e-02 -1.266347e+00 2.634542e+00,6.031590e-02 -1.266412e+00 2.637102e+00
3.640908e-02 -5.395487e-02 2.798941e+00,3.644815e-02 -5.393854e-02 2.799335e+00,3.641495e-02 -5.380051e-02 2.799422e+00,3.642594e-02 -5.380924e-02 2.799486e+00,3.620326e-02 -5.377048e-02 2.799562e+00,3.590967e-02 -5.340230e-02 2.798959e+00,3.573695e-02 -5.298571e-02 2.798761e+00,3.545736e-02 -5.266424e-02 2.798578e+00,3.467780e-02 -5.196437e-02 2.797863e+00,3.414669e-02 -5.172791e-02 2.797795e+00,3.213998e-02 -5.058014e-02 2.797776e+00,3.097714e-02 -5.036484e-02 2.798185e+00,2.944789e-02 -4.997811e-02 2.798278e+00,2.650970e-02 -4.862509e-02 2.797252e+00,2.675398e-02 -4.812947e-02 2.794213e+00,1.845303e-02 -5.245431e-02 2.782775e+00,1.922889e-02 -5.209371e-02 2.782523e+00,2.063026e-02 -5.148246e-02 2.780158e+00,2.316395e-04 -7.862739e-02 2.775820e+00,-6.421877e-03 -9.029390e-02 2.770469e+00,-5.719710e-03 -8.307511e-02 2.768563e+00,-4.735825e-03 -7.810678e-02 2.768588e+00,-1.249268e-03 -6.075197e-02 2.770166e+00,1.387716e-03 -5.600326e-02 2.770968e+00,1.689981e-02 -3.626499e-02 2.777498e+00,1.384539e-02 -4.398179e-02 2.778434e+00,1.284736e-02 -4.633893e-02 2.783216e+00,1.303970e-02 -4.568333e-02 2.785120e+00,1.370873e-02 -4.581319e-02 2.786885e+00,1.455683e-02 -4.627603e-02 2.788691e+00,1.479548e-02 -4.641892e-02 2.789042e+00,1.531065e-02 -4.662242e-02 2.789324e+00,1.566012e-02 -4.677959e-02 2.789334e+00,1.653698e-02 -4.706433e-02 2.789329e+00,1.906808e-02 -4.764175e-02 2.789157e+00,2.045159e-02 -4.802769e-02 2.788259e+00,2.234693e-02 -4.855863e-02 2.788660e+00,2.333174e-02 -4.896536e-02 2.789745e+00,2.402259e-02 -4.927442e-02 2.790474e+00,2.601245e-02 -4.974743e-02 2.792408e+00,2.705316e-02 -4.996142e-02 2.793102e+00,2.918486e-02 -5.111596e-02 2.795217e+00,2.998361e-02 -5.137290e-02 2.795422e+00,3.070511e-02 -5.175912e-02 2.796487e+00,3.160819e-02 -5.262395e-02 2.797945e+00,3.225062e-02 -5.296321e-02 2.798472e+00
