2.730798e-02 -6.143494e-01 2.771279e+00,2.714633e-02 -6.141610e-01 2.770981e+00,2.713734e-02 -6.135833e-01 2.770755e+00,2.716142e-02 -6.134012e-01 2.770298e+00,2.655996e-02 -6.132978e-01 2.769679e+00,2.332794e-02 -6.126667e-01 2.768047e+00,2.143015e-02 -6.125752e-01 2.767286e+00,1.928896e-02 -6.123683e-01 2.766087e+00,1.844106e-02 -6.120659e-01 2.765707e+00,1.811131e-02 -6.119613e-01 2.765215e+00,1.775229e-02 -6.117967e-01 2.764676e+00,1.774218e-02 -6.117367e-01 2.764458e+00,1.752002e-02 -6.113708e-01 2.764060e+00,1.720517e-02 -6.100807e-01 2.763666e+00,1.731126e-02 -6.096387e-01 2.763572e+00,1.777611e-02 -6.094241e-01 2.763641e+00,1.744815e-02 -6.090063e-01 2.763662e+00,1.705202e-02 -6.083707e-01 2.763800e+00,1.726925e-02 -6.082566e-01 2.763876e+00,2.177582e-02 -6.035276e-01 2.766848e+00,2.343946e-02 -6.011493e-01 2.767077e+00,2.433760e-02 -5.989896e-01 2.766640e+00,2.541030e-02 -5.908843e-01 2.766718e+00,2.463266e-02 -5.828778e-01 2.765331e+00,2.413015e-02 -5.827015e-01 2.765379e+00,1.777046e-02 -5.965800e-01 2.766190e+00,1.432742e-02 -6.065882e-01 2.766617e+00,8.772003e-03 -6.165783e-01 2.767465e+00,6.760198e-03 -6.208964e-01 2.768107e+00,7.519987e-03 -6.187125e-01 2.767749e+00,7.296765e-03 -6.166906e-01 2.767644e+00,7.595835e-03 -6.162639e-01 2.767456e+00,7.986751e-03 -6.142986e-01 2.766844e+00,8.437847e-03 -6.140213e-01 2.766817e+00,9.542272e-03 -6.128633e-01 2.766226e+00,1.009097e-02 -6.122585e-01 2.765792e+00,1.007782e-02 -6.122556e-01 2.765805e+00,1.096975e-02 -6.124630e-01 2.766398e+00,1.120991e-02 -6.128700e-01 2.766889e+00,1.142160e-02 -6.127949e-01 2.767295e+00,1.125658e-02 -6.129927e-01 2.767648e+00,1.133639e-02 -6.129566e-01 2.768058e+00,1.121105e-02 -6.135022e-01 2.768903e+00,1.163436e-02 -6.135434e-01 2.769202e+00,1.334549e-02 -6.133266e-01 2.770165e+00,1.354202e-02 -6.132464e-01 2.770669e+00
2.040076e-01 -6.169587e-01 2.738309e+00,2.066346e-01 -6.252918e-01 2.738887e+00,2.062570e-01 -6.262651e-01 2.734365e+00,2.089632e-01 -6.217284e-01 2.730644e+00,2.284950e-01 -6.027979e-01 2.704631e+00,2.134600e-01 -5.425376e-01 2.668968e+00,2.632722e-01 -4.688049e-01 2.623856e+00,2.795313e-01 -3.324600e-01 2.613355e+00,2.847725e-01 -2.578450e-01 2.629026e+00,2.844512e-01 -1.855797e-01 2.651455e+00,2.694815e-01 -8.411279e-02 2.720448e+00,2.588629e-01 -4.159280e-02 2.756298e+00,2.469097e-01 -2.373550e-02 2.747242e+00,2.294724e-01 7.718801e-03 2.747147e+00,2.105115e-01 1.136663e-01 2.779744e+00,1.956224e-01 1.306131e-01 2.748935e+00,1.971121e-01 1.471913e-01 2.665557e+00,1.915238e-01 2.008615e-01 2.628479e+00,1.735039e-01 2.423653e-01 2.566547e+00,1.299806e-01 2.943295e-01 2.436879e+00,1.182383e-01 2.897682e-01 2.378942e+00,1.108583e-01 2.529160e-01 2.313100e+00,9.888413e-02 2.343440e-01 2.301839e+00,8.743805e-02 1.925996e-01 2.279968e+00,8.819489e-02 1.690183e-01 2.269968e+00,9.832626e-02 1.057849e-01 2.264724e+00,1.047968e-01 6.399102e-02 2.263529e+00,1.162399e-01 -4.134723e-02 2.267347e+00,1.267058e-01 -1.020248e-01 2.248382e+00,1.458082e-01 -1.722884e-01 2.258710e+00,1.672313e-01 -3.100246e-01 2.313278e+00,1.804628e-01 -3.759089e-01 2.371041e+00,1.998270e-01 -5.228295e-01 2.438872e+00,2.078145e-01 -5.566735e-01 2.501573e+00,2.097984e-01 -5.831379e-01 2.562197e+00,2.154894e-01 -6.097079e-01 2.657848e+00,2.148253e-01 -6.176106e-01 2.692892e+00,2.220865e-01 -6.557276e-01 2.756443e+00,2.145531e-01 -6.416739e-01 2.783446e+00,2.104095e-01 -6.338559e-01 2.801148e+00,2.073474e-01 -6.314729e-01 2.819433e+00,2.073925e-01 -6.342404e-01 2.822806e+00,2.075396e-01 -6.389344e-01 2.818229e+00,2.076570e-01 -6.393737e-01 2.809710e+00,2.073493e-01 -6.401391e-01 2.796597e+00,2.072485e-01 -6.403902e-01 2.792658e+00
-4.135136e-02 -6.079719e-01 2.734400e+00,-4.165599e-02 -6.074529e-01 2.734142e+00,-4.172145e-02 -6.055004e-01 2.733620e+00,-4.165958e-02 -6.052491e-01 2.732913e+00,-4.221675e-02 -6.051717e-01 2.732560e+00,-4.548961e-02 -6.042472e-01 2.730461e+00,-4.734330e-02 -6.041145e-01 2.729391e+00,-4.939198e-02 -6.041003e-01 2.727674e+00,-5.030597e-02 -6.034268e-01 2.726938e+00,-5.067881e-02 -6.033083e-01 2.725969e+00,-5.097283e-02 -6.029594e-01 2.725063e+00,-5.094356e-02 -6.029341e-01 2.724918e+00,-5.108117e-02 -6.032196e-01 2.724704e+00,-5.131783e-02 -6.018964e-01 2.724836e+00,-5.112769e-02 -6.014708e-01 2.725246e+00,-5.010436e-02 -6.023090e-01 2.728446e+00,-5.046873e-02 -6.032686e-01 2.732409e+00,-5.091093e-02 -6.028522e-01 2.733533e+00,-5.029733e-02 -6.025395e-01 2.735059e+00,-4.577573e-02 -5.982644e-01 2.740641e+00,-4.413739e-02 -5.961230e-01 2.742832e+00,-4.366018e-02 -5.939868e-01 2.743412e+00,-4.209175e-02 -5.799777e-01 2.744124e+00,-4.264802e-02 -5.689600e-01 2.743300e+00,-4.304357e-02 -5.687516e-01 2.743485e+00,-5.035891e-02 -5.881328e-01 2.744709e+00,-5.305801e-02 -5.969853e-01 2.745014e+00,-5.876817e-02 -6.074953e-01 2.746494e+00,-6.040164e-02 -6.133358e-01 2.747628e+00,-5.961077e-02 -6.109161e-01 2.747193e+00,-5.976477e-02 -6.100010e-01 2.746695e+00,-5.961138e-02 -6.100032e-01 2.746319e+00,-5.926596e-02 -6.072490e-01 2.743398e+00,-5.868229e-02 -6.069305e-01 2.742640e+00,-5.735046e-02 -6.047839e-01 2.740381e+00,-5.701613e-02 -6.036612e-01 2.738629e+00,-5.713246e-02 -6.036924e-01 2.738357e+00,-5.654948e-02 -6.033521e-01 2.737918e+00,-5.656853e-02 -6.043268e-01 2.737996e+00,-5.651255e-02 -6.042935e-01 2.738023e+00,-5.696215e-02 -6.049663e-01 2.737280e+00,-5.688365e-02 -6.047577e-01 2.737251e+00,-5.690516e-02 -6.046790e-01 2.737119e+00,-5.648796e-02 -6.044987e-01 2.736868e+00,-5.511983e-02 -6.043420e-01 2.736948e+00,-5.496263e-02 -6.041956e-01 2.737072e+00
7.778717e-03 -9.269884e-01 2.744375e+00,6.222137e-03 -9.260777e-01 2.743673e+00,6.389359e-03 -9.262496e-01 2.743241e+00,7.077272e-03 -9.313200e-01 2.743838e+00,6.384260e-03 -9.310215e-01 2.743892e+00,5.744191e-03 -9.301216e-01 2.743365e+00,5.689942e-03 -9.283878e-01 2.742977e+00,5.723333e-03 -9.284717e-01 2.742880e+00,5.341893e-03 -9.279969e-01 2.743144e+00,5.403486e-03 -9.279642e-01 2.743055e+00,7.060988e-03 -9.272002e-01 2.742605e+00,7.255148e-03 -9.267899e-01 2.742255e+00,7.490907e-03 -9.268695e-01 2.742005e+00,7.717049e-03 -9.269449e-01 2.741791e+00,8.189198e-03 -9.271850e-01 2.741736e+00,9.053288e-03 -9.264612e-01 2.741647e+00,1.058840e-02 -9.260353e-01 2.741336e+00,1.121667e-02 -9.262598e-01 2.741828e+00,1.132635e-02 -9.259396e-01 2.741784e+00,1.191605e-02 -9.261476e-01 2.742173e+00,1.208307e-02 -9.260841e-01 2.742402e+00,1.436584e-02 -9.268414e-01 2.743685e+00,1.588278e-02 -9.275797e-01 2.744334e+00,1.698002e-02 -9.280196e-01 2.744363e+00,1.696223e-02 -9.279534e-01 2.744395e+00,1.776680e-02 -9.267085e-01 2.744236e+00,1.846348e-02 -9.306176e-01 2.744483e+00,1.879266e-02 -9.404596e-01 2.747398e+00,1.598774e-02 -9.385403e-01 2.746281e+00,1.449388e-02 -9.329431e-01 2.744554e+00,1.305123e-02 -9.316295e-01 2.744212e+00,1.091853e-02 -9.292763e-01 2.743471e+00,9.853193e-03 -9.287276e-01 2.742827e+00,9.198487e-03 -9.285000e-01 2.742642e+00,8.515085e-03 -9.279353e-01 2.741825e+00,7.904052e-03 -9.277201e-01 2.741156e+00,7.068101e-03 -9.269707e-01 2.740166e+00,-3.759952e-03 -9.145837e-01 2.736839e+00,-2.975665e-03 -9.175864e-01 2.737973e+00,-2.997759e-03 -9.179690e-01 2.738095e+00,-2.364290e-03 -9.190041e-01 2.738338e+00,-1.351755e-03 -9.197754e-01 2.738496e+00,3.286342e-03 -9.316148e-01 2.742008e+00,3.341629e-03 -9.311510e-01 2.741936e+00,2.939565e-03 -9.305089e-01 2.742554e+00,2.540980e-03 -9.295011e-01 2.742952e+00
-7.753252e-03 -1.209208e+00 2.763722e+00,-7.832765e-03 -1.209468e+00 2.763994e+00,-7.645521e-03 -1.209480e+00 2.763928e+00,-8.951171e-03 -1.207929e+00 2.764129e+00,-9.052980e-03 -1.208986e+00 2.763562e+00,-7.870484e-03 -1.210717e+00 2.763097e+00,-7.896960e-03 -1.210754e+00 2.763171e+00,-7.572554e-03 -1.212033e+00 2.763154e+00,-7.594484e-03 -1.212164e+00 2.763141e+00,-8.365325e-03 -1.211831e+00 2.762855e+00,-8.508642e-03 -1.210639e+00 2.763204e+00,-7.980244e-03 -1.211713e+00 2.763462e+00,-9.188873e-03 -1.210880e+00 2.763320e+00,-9.026408e-03 -1.210939e+00 2.763609e+00,-8.998007e-03 -1.210667e+00 2.763390e+00,-9.709316e-03 -1.210117e+00 2.763667e+00,-9.122387e-03 -1.210691e+00 2.763662e+00,-9.376260e-03 -1.211218e+00 2.763582e+00,-8.497007e-03 -1.210440e+00 2.764477e+00,-7.608914e-03 -1.213825e+00 2.762793e+00,-7.355111e-03 -1.213967e+00 2.762963e+00,-6.573826e-03 -1.214902e+00 2.763077e+00,-6.177359e-03 -1.215279e+00 2.763059e+00,-5.887815e-03 -1.215597e+00 2.762728e+00,-5.615278e-03 -1.215594e+00 2.762899e+00,-4.604330e-03 -1.216646e+00 2.763222e+00,-4.696690e-03 -1.216642e+00 2.763095e+00,-5.905517e-03 -1.215843e+00 2.764702e+00,-6.059309e-03 -1.215257e+00 2.764503e+00,-6.116383e-03 -1.215227e+00 2.764434e+00,-6.871828e-03 -1.217574e+00 2.758851e+00,-6.521927e-03 -1.217570e+00 2.759275e+00,-5.054115e-03 -1.212965e+00 2.760469e+00,-4.940083e-03 -1.212836e+00 2.760889e+00,-4.688445e-03 -1.212740e+00 2.761050e+00,-5.370293e-03 -1.211417e+00 2.761750e+00,-6.545419e-03 -1.211608e+00 2.761316e+00,-6.758189e-03 -1.211984e+00 2.761442e+00,-6.910632e-03 -1.212287e+00 2.761567e+00,-7.075371e-03 -1.212544e+00 2.761520e+00,-7.139642e-03 -1.212819e+00 2.761032e+00,-7.069886e-03 -1.213009e+00 2.761162e+00,-7.591730e-03 -1.243129e+00 2.729439e+00,-1.052566e-02 -1.212080e+00 2.756109e+00,-9.185801e-03 -1.211523e+00 2.758593e+00,-9.008495e-03 -1.211535e+00 2.759402e+00
2.068993e-02 -1.262843e+00 2.603730e+00,1.540296e-02 -1.263285e+00 2.628872e+00,9.097543e-03 -1.268009e+00 2.614262e+00,9.668101e-03 -1.267235e+00 2.616736e+00,1.355807e-02 -1.266940e+00 2.616413e+00,8.672394e-03 -1.258074e+00 2.598064e+00,1.458444e-02 -1.267805e+00 2.612515e+00,2.197834e-02 -1.264910e+00 2.616650e+00,2.225144e-02 -1.265042e+00 2.616692e+00,1.810475e-02 -1.264231e+00 2.620913e+00,1.880636e-02 -1.264919e+00 2.623673e+00,1.985487e-02 -1.264307e+00 2.627266e+00,-2.307711e-03 -1.259698e+00 2.598121e+00,1.943709e-02 -1.265619e+00 2.618901e+00,2.044154e-02 -1.265251e+00 2.617469e+00,1.397823e-02 -1.260867e+00 2.601290e+00,1.357649e-02 -1.262187e+00 2.601482e+00,1.834280e-02 -1.265281e+00 2.603673e+00,2.026835e-02 -1.265855e+00 2.605503e+00,1.958565e-02 -1.267024e+00 2.618009e+00,1.813730e-02 -1.266776e+00 2.618555e+00,1.822004e-02 -1.266711e+00 2.622828e+00,2.269120e-02 -1.266673e+00 2.618849e+00,2.040719e-02 -1.267991e+00 2.611382e+00,1.616318e-02 -1.266420e+00 2.621452e+00,1.735613e-02 -1.266689e+00 2.624694e+00,1.773139e-02 -1.266324e+00 2.625203e+00,1.652860e-02 -1.266094e+00 2.628444e+00,1.656358e-02 -1.266476e+00 2.627304e+00,1.877371e-02 -1.267494e+00 2.625242e+00,1.950849e-02 -1.267135e+00 2.624296e+00,1.861770e-02 -1.267485e+00 2.623829e+00,1.954069e-02 -1.267732e+00 2.603325e+00,1.998638e-02 -1.267575e+00 2.604165e+00,1.603883e-02 -1.266113e+00 2.605726e+00,2.164525e-02 -1.265523e+00 2.619003e+00,2.164103e-02 -1.265547e+00 2.619006e+00,2.075364e-02 -1.264537e+00 2.605189e+00,1.971432e-02 -1.265736e+00 2.609355e+00,2.127090e-02 -1.266281e+00 2.613403e+00,2.073669e-02 -1.268555e+00 2.625000e+00,2.082255e-02 -1.268434e+00 2.624879e+00,2.683996e-02 -1.269276e+00 2.585500e+00,2.536005e-02 -1.267776e+00 2.601076e+00,2.123059e-02 -1.265878e+00 2.614828e+00,2.130356e-02 -1.265918e+00 2.614960e+00
9.552572e-02 -6.071259e-01 2.740678e+00,9.539553e-02 -6.069487e-01 2.740313e+00,9.539736e-02 -6.069019e-01 2.740289e+00,9.539200e-02 -6.068038e-01 2.740133e+00,9.478287e-02 -6.066802e-01 2.739415e+00,9.159852e-02 -6.063170e-01 2.738387e+00,8.967967e-02 -6.062624e-01 2.738016e+00,8.741265e-02 -6.058409e-01 2.737357e+00,8.658817e-02 -6.058143e-01 2.737282e+00,8.634259e-02 -6.057407e-01 2.737142e+00,8.595876e-02 -6.057167e-01 2.736929e+00,8.590671e-02 -6.056358e-01 2.736709e+00,8.559994e-02 -6.049543e-01 2.736069e+00,8.518445e-02 -6.035461e-01 2.735134e+00,8.527505e-02 -6.027525e-01 2.734382e+00,8.597510e-02 -6.014903e-01 2.732207e+00,8.473325e-02 -5.984890e-01 2.727854e+00,8.415725e-02 -5.974565e-01 2.727109e+00,8.459130e-02 -5.974898e-01 2.726294e+00,8.903402e-02 -5.933653e-01 2.726748e+00,9.119295e-02 -5.902158e-01 2.724715e+00,9.227834e-02 -5.883506e-01 2.723199e+00,9.273150e-02 -5.852659e-01 2.722905e+00,9.175371e-02 -5.812390e-01 2.721093e+00,9.099482e-02 -5.812604e-01 2.720902e+00,8.528577e-02 -5.917102e-01 2.720985e+00,8.139133e-02 -6.017278e-01 2.721519e+00,7.587706e-02 -6.108519e-01 2.721888e+00,7.369549e-02 -6.138582e-01 2.722121e+00,7.445017e-02 -6.117948e-01 2.721768e+00,7.431284e-02 -6.075851e-01 2.722460e+00,7.493290e-02 -6.064281e-01 2.722456e+00,7.531019e-02 -6.050780e-01 2.723151e+00,7.593133e-02 -6.048375e-01 2.723884e+00,7.683362e-02 -6.044285e-01 2.724255e+00,7.743606e-02 -6.045838e-01 2.724874e+00,7.739720e-02 -6.046863e-01 2.725678e+00,7.908136e-02 -6.058209e-01 2.728442e+00,7.964435e-02 -6.059666e-01 2.729713e+00,7.992850e-02 -6.059722e-01 2.730759e+00,7.962181e-02 -6.061726e-01 2.733068e+00,7.964043e-02 -6.065685e-01 2.734291e+00,7.934014e-02 -6.080115e-01 2.736378e+00,7.991818e-02 -6.083297e-01 2.737273e+00,8.173078e-02 -6.078807e-01 2.738529e+00,8.188099e-02 -6.079133e-01 2.739269e+00
4.283092e-02 -8.870165e-01 2.718482e+00,4.281938e-02 -8.868452e-01 2.718387e+00,4.297044e-02 -8.868352e-01 2.718210e+00,4.308799e-02 -8.867737e-01 2.717830e+00,4.322006e-02 -8.867719e-01 2.717227e+00,4.358247e-02 -8.869226e-01 2.717381e+00,4.408080e-02 -8.872279e-01 2.717241e+00,4.490601e-02 -8.872576e-01 2.716649e+00,4.507771e-02 -8.873625e-01 2.716676e+00,4.469743e-02 -8.872758e-01 2.716458e+00,4.456382e-02 -8.872766e-01 2.716381e+00,4.457514e-02 -8.871848e-01 2.716460e+00,4.469134e-02 -8.865311e-01 2.716371e+00,4.439699e-02 -8.850902e-01 2.716362e+00,4.427332e-02 -8.842160e-01 2.716428e+00,4.448313e-02 -8.826678e-01 2.717120e+00,4.607632e-02 -8.795114e-01 2.718602e+00,4.682013e-02 -8.785576e-01 2.718780e+00,5.796074e-02 -8.789180e-01 2.724543e+00,5.867452e-02 -8.745210e-01 2.724912e+00,6.137334e-02 -8.712074e-01 2.724791e+00,6.228384e-02 -8.691642e-01 2.724579e+00,6.258997e-02 -8.660833e-01 2.724461e+00,6.120567e-02 -8.619685e-01 2.723327e+00,6.117087e-02 -8.620248e-01 2.723373e+00,5.959573e-02 -8.724645e-01 2.724976e+00,5.994591e-02 -8.826160e-01 2.725814e+00,5.344560e-02 -8.913012e-01 2.727659e+00,5.249859e-02 -8.947070e-01 2.725625e+00,4.949916e-02 -8.925794e-01 2.724004e+00,4.791174e-02 -8.887538e-01 2.721567e+00,4.726654e-02 -8.875647e-01 2.721096e+00,4.694733e-02 -8.864065e-01 2.720009e+00,4.680004e-02 -8.862333e-01 2.719683e+00,4.660817e-02 -8.858300e-01 2.719202e+00,4.390465e-02 -8.857485e-01 2.718882e+00,4.341155e-02 -8.859332e-01 2.718548e+00,3.602833e-02 -8.861708e-01 2.718779e+00,3.626077e-02 -8.864303e-01 2.718500e+00,3.569932e-02 -8.864419e-01 2.718242e+00,3.766449e-02 -8.871687e-01 2.718410e+00,3.436369e-02 -8.870615e-01 2.719782e+00,1.963407e-02 -9.335442e-01 2.741037e+00,2.024686e-02 -9.327142e-01 2.740787e+00,2.190954e-02 -9.310690e-01 2.741269e+00,2.214050e-02 -9.306362e-01 2.741716e+00
5.202433e-02 -1.217973e+00 2.675324e+00,5.184193e-02 -1.217827e+00 2.675446e+00,5.195809e-02 -1.217801e+00 2.675080e+00,5.201884e-02 -1.217763e+00 2.674941e+00,5.131536e-02 -1.217770e+00 2.674199e+00,5.191612e-02 -1.217953e+00 2.674793e+00,5.224800e-02 -1.218297e+00 2.675060e+00,5.271084e-02 -1.218438e+00 2.675658e+00,5.256230e-02 -1.218561e+00 2.675811e+00,5.179239e-02 -1.218483e+00 2.675587e+00,5.182333e-02 -1.218472e+00 2.675413e+00,5.278882e-02 -1.218350e+00 2.675402e+00,5.261336e-02 -1.217710e+00 2.675353e+00,5.228917e-02 -1.216267e+00 2.675238e+00,5.262299e-02 -1.215399e+00 2.675453e+00,5.328105e-02 -1.213881e+00 2.676554e+00,5.513027e-02 -1.210752e+00 2.678281e+00,5.574824e-02 -1.209810e+00 2.678506e+00,6.391186e-02 -1.209460e+00 2.676059e+00,6.458260e-02 -1.205052e+00 2.676127e+00,6.557463e-02 -1.201797e+00 2.676154e+00,6.565730e-02 -1.199947e+00 2.677587e+00,6.614996e-02 -1.196840e+00 2.677103e+00,6.615210e-02 -1.192840e+00 2.677092e+00,5.123113e-02 -1.191958e+00 2.750729e+00,4.969626e-02 -1.202180e+00 2.753682e+00,4.912021e-02 -1.212203e+00 2.754932e+00,4.707545e-02 -1.220646e+00 2.759136e+00,4.682386e-02 -1.223927e+00 2.757967e+00,4.555408e-02 -1.221686e+00 2.757386e+00,4.494931e-02 -1.217768e+00 2.755775e+00,4.282457e-02 -1.216255e+00 2.757426e+00,4.104289e-02 -1.215031e+00 2.756663e+00,4.066285e-02 -1.214845e+00 2.756402e+00,3.991853e-02 -1.214038e+00 2.758445e+00,3.897170e-02 -1.213770e+00 2.759454e+00,3.823231e-02 -1.214130e+00 2.758018e+00,3.474291e-02 -1.214390e+00 2.758320e+00,3.410943e-02 -1.214567e+00 2.758514e+00,3.377195e-02 -1.214686e+00 2.757600e+00,3.424903e-02 -1.215261e+00 2.758614e+00,3.346064e-02 -1.215331e+00 2.758993e+00,4.400485e-02 -1.216749e+00 2.761409e+00,4.403160e-02 -1.216744e+00 2.761397e+00,4.459701e-02 -1.216737e+00 2.761576e+00,4.476807e-02 -1.216714e+00 2.762148e+00
3.575700e-02 -1.293103e+00 2.582607e+00,5.570811e-02 -1.249444e+00 2.524324e+00,5.597556e-02 -1.249309e+00 2.523924e+00,5.635182e-02 -1.249270e+00 2.523798e+00,5.582036e-02 -1.249163e+00 2.523023e+00,3.145801e-02 -1.295131e+00 2.586375e+00,5.863246e-02 -1.249657e+00 2.523968e+00,3.861421e-02 -1.293975e+00 2.583020e+00,3.778801e-02 -1.297510e+00 2.588540e+00,3.677689e-02 -1.299254e+00 2.591463e+00,6.458189e-02 -1.249883e+00 2.524879e+00,6.571265e-02 -1.249673e+00 2.524854e+00,3.584363e-02 -1.296772e+00 2.588789e+00,3.755801e-02 -1.294688e+00 2.587066e+00,3.777344e-02 -1.293679e+00 2.587068e+00,4.876197e-02 -1.245173e+00 2.525261e+00,3.601309e-02 -1.289102e+00 2.591102e+00,4.332384e-02 -1.241461e+00 2.527822e+00,3.234617e-02 -1.279287e+00 2.581541e+00,3.267904e-02 -1.284948e+00 2.597579e+00,4.342556e-02 -1.231839e+00 2.526150e+00,3.622913e-02 -1.279534e+00 2.596815e+00,4.221044e-02 -1.227596e+00 2.527654e+00,4.186128e-02 -1.223808e+00 2.527761e+00,4.102807e-02 -1.267022e+00 2.602689e+00,4.258700e-02 -1.267225e+00 2.612531e+00,4.263651e-02 -1.267110e+00 2.612303e+00,4.139275e-02 -1.266326e+00 2.607387e+00,4.013943e-02 -1.266185e+00 2.608964e+00,4.063571e-02 -1.266076e+00 2.607147e+00,3.989787e-02 -1.265850e+00 2.612777e+00,3.978352e-02 -1.265584e+00 2.612984e+00,4.036518e-02 -1.265370e+00 2.613009e+00,4.012615e-02 -1.265549e+00 2.612873e+00,3.990360e-02 -1.264770e+00 2.610970e+00,4.056561e-02 -1.264630e+00 2.614751e+00,4.147805e-02 -1.264836e+00 2.612834e+00,4.694362e-02 -1.266015e+00 2.610595e+00,4.693248e-02 -1.266007e+00 2.610610e+00,4.673567e-02 -1.266298e+00 2.608937e+00,4.277499e-02 -1.266215e+00 2.619445e+00,4.289432e-02 -1.266096e+00 2.617410e+00,4.245900e-02 -1.265498e+00 2.612794e+00,4.256836e-02 -1.265553e+00 2.612818e+00,4.271886e-02 -1.265815e+00 2.613991e+00,4.268529e-02 -1.265808e+00 2.614032e+00
3.085334e-02 -1.148530e-01 2.780799e+00,3.072592e-02 -1.148775e-01 2.781042e+00,3.020688e-02 -1.148285e-01 2.781392e+00,2.978699e-02 -1.149733e-01 2.781461e+00,2.932624e-02 -1.149475e-01 2.781777e+00,2.817610e-02 -1.147421e-01 2.782044e+00,2.817189e-02 -1.147622e-01 2.782040e+00,2.835497e-02 -1.143428e-01 2.782003e+00,2.832566e-02 -1.138842e-01 2.782343e+00,2.835746e-02 -1.138252e-01 2.782376e+00,2.824850e-02 -1.136032e-01 2.782573e+00,2.809839e-02 -1.137338e-01 2.782745e+00,2.841400e-02 -1.126674e-01 2.783375e+00,2.790515e-02 -1.101252e-01 2.784567e+00,2.694738e-02 -1.089115e-01 2.785295e+00,2.660774e-02 -1.081967e-01 2.785763e+00,2.486276e-02 -1.081196e-01 2.785247e+00,2.350927e-02 -1.073605e-01 2.785273e+00,2.292227e-02 -1.077613e-01 2.785730e+00,2.291603e-02 -1.072970e-01 2.785951e+00,2.311360e-02 -1.072391e-01 2.786052e+00,2.436949e-02 -1.017357e-01 2.786237e+00,2.879686e-02 -8.551480e-02 2.782924e+00,2.919533e-02 -8.700396e-02 2.782020e+00,2.946471e-02 -8.930922e-02 2.781479e+00,2.899920e-02 -9.413097e-02 2.781735e+00,2.291260e-02 -1.060204e-01 2.781135e+00,1.727176e-02 -1.054496e-01 2.783677e+00,1.512501e-02 -1.083022e-01 2.784297e+00,1.538033e-02 -1.085087e-01 2.784403e+00,1.583357e-02 -1.086414e-01 2.784486e+00,1.607518e-02 -1.088087e-01 2.784566e+00,1.624896e-02 -1.084445e-01 2.784334e+00,1.579895e-02 -1.089350e-01 2.783538e+00,1.654468e-02 -1.087940e-01 2.782414e+00,1.709449e-02 -1.097347e-01 2.779349e+00,1.731034e-02 -1.098705e-01 2.778223e+00,1.855052e-02 -1.100959e-01 2.774992e+00,1.922279e-02 -1.103785e-01 2.774088e+00,2.027899e-02 -1.108825e-01 2.774371e+00,2.073274e-02 -1.117726e-01 2.774097e+00,2.242024e-02 -1.128658e-01 2.773805e+00,2.463643e-02 -1.131853e-01 2.773211e+00,2.466029e-02 -1.131709e-01 2.773101e+00,2.462230e-02 -1.133822e-01 2.773005e+00,2.460557e-02 -1.130006e-01 2.773617e+00
-1.496822e-01 -6.660796e-01 2.664103e+00,-1.498681e-01 -6.669284e-01 2.667503e+00,-1.500908e-01 -6.679816e-01 2.671703e+00,-1.498502e-01 -6.668274e-01 2.667102e+00,-1.501062e-01 -6.679777e-01 2.671702e+00,-1.556063e-01 -6.615159e-01 2.666106e+00,-1.522412e-01 -6.682627e-01 2.671614e+00,-1.500375e-01 -6.676250e-01 2.670301e+00,-1.467850e-01 -6.680618e-01 2.670602e+00,-1.539273e-01 -6.607805e-01 2.664773e+00,-1.492952e-01 -6.571352e-01 2.657109e+00,-1.492503e-01 -6.589180e-01 2.660441e+00,-1.530151e-01 -6.563136e-01 2.652358e+00,-1.489757e-01 -6.576778e-01 2.655441e+00,-1.492139e-01 -6.556519e-01 2.644536e+00,-1.428984e-01 -6.629683e-01 2.645901e+00,-1.381464e-01 -6.687981e-01 2.644845e+00,-1.384560e-01 -6.623631e-01 2.643502e+00,-1.308530e-01 -6.637418e-01 2.655606e+00,-1.400378e-01 -6.637307e-01 2.646101e+00,-1.356167e-01 -6.665320e-01 2.664189e+00,-1.478619e-01 -6.629955e-01 2.657503e+00,-1.426077e-01 -6.656166e-01 2.655672e+00,-1.464043e-01 -6.633769e-01 2.661616e+00,-1.477629e-01 -6.613790e-01 2.663754e+00,-1.517795e-01 -6.626039e-01 2.669721e+00,-1.425485e-01 -6.665833e-01 2.666103e+00,-1.543631e-01 -6.653512e-01 2.679304e+00,-1.607786e-01 -6.654547e-01 2.679103e+00,-1.548253e-01 -6.670206e-01 2.684776e+00,-1.268334e-01 -6.811271e-01 2.672092e+00,-1.346269e-01 -6.714810e-01 2.681771e+00,-1.681884e-01 -6.607785e-01 2.692610e+00,-1.724710e-01 -6.631032e-01 2.702109e+00,-1.680033e-01 -6.600655e-01 2.689710e+00,-1.644495e-01 -6.656695e-01 2.691705e+00,-1.645432e-01 -6.660127e-01 2.693106e+00,-1.716851e-01 -6.601304e-01 2.689984e+00,-1.716268e-01 -6.598805e-01 2.688984e+00,-1.714975e-01 -6.594241e-01 2.687109e+00,-1.557628e-01 -6.638774e-01 2.686109e+00,-1.603968e-01 -6.650421e-01 2.685273e+00,-1.717013e-01 -6.618802e-01 2.673960e+00,-1.659346e-01 -6.648391e-01 2.681675e+00,-1.628119e-01 -6.612545e-01 2.665103e+00,-1.632030e-01 -6.628021e-01 2.671353e+00
