5.520942e-02 -4.418235e-01 2.835766e+00,5.513078e-02 -4.418498e-01 2.835650e+00,5.516975e-02 -4.417864e-01 2.835498e+00,5.512329e-02 -4.417955e-01 2.835190e+00,5.419428e-02 -4.416688e-01 2.834769e+00,5.400819e-02 -4.415640e-01 2.834546e+00,5.400677e-02 -4.414255e-01 2.834471e+00,5.432772e-02 -4.409006e-01 2.834812e+00,5.388986e-02 -4.390319e-01 2.835623e+00,5.383405e-02 -4.384065e-01 2.836761e+00,5.306774e-02 -4.383533e-01 2.837975e+00,5.251017e-02 -4.397795e-01 2.838515e+00,5.253817e-02 -4.413918e-01 2.838449e+00,5.322113e-02 -4.428893e-01 2.838576e+00,5.336018e-02 -4.433324e-01 2.838636e+00,5.367234e-02 -4.436045e-01 2.838536e+00,5.371938e-02 -4.436193e-01 2.838535e+00,5.410203e-02 -4.443332e-01 2.838484e+00,5.416797e-02 -4.578619e-01 2.837005e+00,5.413682e-02 -4.587922e-01 2.836981e+00,5.438528e-02 -4.573047e-01 2.837674e+00,5.438217e-02 -4.550780e-01 2.837553e+00,5.450836e-02 -4.530126e-01 2.837504e+00,5.470179e-02 -4.484195e-01 2.838547e+00,5.452755e-02 -4.471931e-01 2.838527e+00,5.429839e-02 -4.461577e-01 2.838559e+00,5.432068e-02 -4.455264e-01 2.838600e+00,5.424020e-02 -4.451492e-01 2.838704e+00,5.420056e-02 -4.403989e-01 2.839382e+00,5.434985e-02 -4.394198e-01 2.839747e+00,5.431797e-02 -4.384571e-01 2.840015e+00,5.431459e-02 -4.384727e-01 2.840019e+00,5.424770e-02 -4.386913e-01 2.839818e+00,5.438027e-02 -4.389469e-01 2.838403e+00,5.384606e-02 -4.390414e-01 2.837599e+00,5.369702e-02 -4.396445e-01 2.837143e+00,5.360792e-02 -4.398459e-01 2.837001e+00,5.363402e-02 -4.400162e-01 2.836955e+00,5.366234e-02 -4.402525e-01 2.837042e+00,5.388493e-02 -4.403865e-01 2.837269e+00,5.392567e-02 -4.404979e-01 2.837380e+00,5.415426e-02 -4.405407e-01 2.837659e+00,5.405929e-02 -4.406354e-01 2.838116e+00,5.407169e-02 -4.406555e-01 2.838140e+00,5.400000e-02 -4.406858e-01 2.838499e+00,5.391883e-02 -4.407120e-01 2.838572e+00,5.377553e-02 -4.409006e-01 2.838802e+00
2.606871e-01 -4.397387e-01 2.712438e+00,2.594440e-01 -4.400587e-01 2.713250e+00,2.546959e-01 -4.347336e-01 2.707318e+00,2.502415e-01 -4.249315e-01 2.697708e+00,2.101704e-01 -3.958559e-01 2.668555e+00,1.921964e-01 -3.557144e-01 2.651899e+00,1.695930e-01 -3.164169e-01 2.630562e+00,1.277994e-01 -1.849255e-01 2.611712e+00,1.301769e-01 -6.794551e-02 2.627911e+00,1.127477e-01 -3.399181e-03 2.631707e+00,1.223217e-03 3.066791e-02 2.549617e+00,-2.420595e-03 5.376713e-02 2.549292e+00,1.571354e-02 7.653580e-02 2.548182e+00,4.442381e-02 9.511422e-02 2.565553e+00,5.531652e-02 9.070631e-02 2.593320e+00,5.192213e-02 6.959177e-02 2.622066e+00,5.821078e-02 7.008436e-02 2.623524e+00,1.010467e-01 8.172593e-02 2.633506e+00,1.096863e-01 1.055957e-01 2.642106e+00,1.101976e-01 1.026763e-01 2.644290e+00,7.081314e-02 6.680672e-02 2.633869e+00,5.961331e-02 5.941397e-02 2.624079e+00,5.937402e-02 4.656021e-02 2.627184e+00,6.682331e-02 3.833140e-02 2.626356e+00,2.588518e-02 6.045777e-02 2.622603e+00,4.094711e-02 6.852640e-02 2.592731e+00,4.335969e-02 6.270805e-02 2.584389e+00,4.870567e-02 5.497329e-02 2.566590e+00,4.716108e-02 4.193634e-03 2.535667e+00,4.210329e-02 -2.761285e-02 2.530486e+00,4.030441e-02 -1.438803e-01 2.531701e+00,1.132882e-01 -1.918278e-01 2.560767e+00,1.282689e-01 -2.440602e-01 2.571292e+00,1.786589e-01 -3.300806e-01 2.613151e+00,1.950854e-01 -3.654433e-01 2.641605e+00,2.303609e-01 -4.004994e-01 2.682968e+00,2.572148e-01 -4.152799e-01 2.690742e+00,2.693784e-01 -4.239540e-01 2.704577e+00,2.878736e-01 -4.381968e-01 2.729790e+00,2.973529e-01 -4.409481e-01 2.744491e+00,2.975496e-01 -4.402828e-01 2.745467e+00,2.965688e-01 -4.407269e-01 2.748211e+00,2.967055e-01 -4.400134e-01 2.750632e+00,2.934862e-01 -4.387977e-01 2.745171e+00,2.883339e-01 -4.386895e-01 2.745379e+00,2.849202e-01 -4.376704e-01 2.742421e+00,2.802529e-01 -4.370903e-01 2.738428e+00
-3.289251e-02 -4.362826e-01 2.801735e+00,-3.295352e-02 -4.363037e-01 2.801610e+00,-3.295093e-02 -4.362569e-01 2.801524e+00,-3.298295e-02 -4.362233e-01 2.801162e+00,-3.393969e-02 -4.359609e-01 2.800590e+00,-3.410827e-02 -4.358797e-01 2.800265e+00,-3.404408e-02 -4.357460e-01 2.800122e+00,-3.346043e-02 -4.352106e-01 2.800028e+00,-3.354738e-02 -4.329692e-01 2.800924e+00,-3.325708e-02 -4.323269e-01 2.803174e+00,-3.408757e-02 -4.324183e-01 2.806845e+00,-3.458813e-02 -4.336747e-01 2.807687e+00,-3.475612e-02 -4.353343e-01 2.807207e+00,-3.402982e-02 -4.368105e-01 2.806439e+00,-3.396378e-02 -4.371030e-01 2.806476e+00,-3.372584e-02 -4.372974e-01 2.806243e+00,-3.368497e-02 -4.372903e-01 2.806241e+00,-3.350863e-02 -4.380692e-01 2.805444e+00,-3.610285e-02 -4.516240e-01 2.803522e+00,-3.635651e-02 -4.527622e-01 2.802080e+00,-3.565069e-02 -4.509434e-01 2.801153e+00,-3.527891e-02 -4.485540e-01 2.801551e+00,-3.479827e-02 -4.464549e-01 2.801681e+00,-3.366126e-02 -4.414725e-01 2.804343e+00,-3.375375e-02 -4.401156e-01 2.804787e+00,-3.377889e-02 -4.391692e-01 2.804735e+00,-3.361590e-02 -4.386351e-01 2.804641e+00,-3.361072e-02 -4.383154e-01 2.804803e+00,-3.275840e-02 -4.336863e-01 2.806031e+00,-3.243950e-02 -4.328424e-01 2.806237e+00,-3.236546e-02 -4.318789e-01 2.806413e+00,-3.236846e-02 -4.319187e-01 2.806364e+00,-3.225601e-02 -4.323453e-01 2.805730e+00,-3.207787e-02 -4.328890e-01 2.803730e+00,-3.302815e-02 -4.332099e-01 2.802682e+00,-3.347062e-02 -4.339264e-01 2.802222e+00,-3.369762e-02 -4.342242e-01 2.802026e+00,-3.373054e-02 -4.344621e-01 2.801888e+00,-3.377965e-02 -4.348221e-01 2.802042e+00,-3.363270e-02 -4.351317e-01 2.802289e+00,-3.362171e-02 -4.352579e-01 2.802334e+00,-3.344733e-02 -4.353259e-01 2.802513e+00,-3.355716e-02 -4.355209e-01 2.803017e+00,-3.356005e-02 -4.355493e-01 2.802990e+00,-3.368765e-02 -4.356065e-01 2.803205e+00,-3.377222e-02 -4.356391e-01 2.803243e+00,-3.397319e-02 -4.358797e-01 2.803534e+00
-6.277214e-02 -8.617626e-01 2.806584e+00,-6.274652e-02 -8.618380e-01 2.806534e+00,-6.206316e-02 -8.607730e-01 2.806395e+00,-6.241191e-02 -8.623061e-01 2.806216e+00,-6.223363e-02 -8.620597e-01 2.806117e+00,-6.327340e-02 -8.668950e-01 2.807105e+00,-6.314687e-02 -8.653463e-01 2.807156e+00,-6.237889e-02 -8.628753e-01 2.807267e+00,-6.163006e-02 -8.678476e-01 2.808504e+00,-6.503058e-02 -8.870103e-01 2.813845e+00,-6.231906e-02 -8.749068e-01 2.811229e+00,-6.234885e-02 -8.713004e-01 2.809602e+00,-6.366393e-02 -8.744026e-01 2.809503e+00,-6.216837e-02 -8.714819e-01 2.809740e+00,-6.219208e-02 -8.689320e-01 2.808735e+00,-6.193170e-02 -8.641885e-01 2.807756e+00,-6.173312e-02 -8.621100e-01 2.807284e+00,-6.190697e-02 -8.620603e-01 2.807294e+00,-6.186950e-02 -8.624920e-01 2.807488e+00,-6.126016e-02 -8.620217e-01 2.808004e+00,-6.419319e-02 -8.749083e-01 2.810516e+00,-6.410767e-02 -8.702859e-01 2.808935e+00,-6.312495e-02 -8.661615e-01 2.808492e+00,-6.262188e-02 -8.639669e-01 2.808712e+00,-6.276114e-02 -8.616080e-01 2.808432e+00,-6.287998e-02 -8.614205e-01 2.808514e+00,-6.228541e-02 -8.613135e-01 2.808838e+00,-6.221152e-02 -8.609438e-01 2.808882e+00,-6.247611e-02 -8.612635e-01 2.808984e+00,-6.260849e-02 -8.610988e-01 2.809153e+00,-6.323227e-02 -8.645551e-01 2.809764e+00,-6.306341e-02 -8.640287e-01 2.809721e+00,-6.281856e-02 -8.641338e-01 2.809692e+00,-6.388353e-02 -8.779304e-01 2.812487e+00,-6.359456e-02 -8.690668e-01 2.810329e+00,-6.296903e-02 -8.659174e-01 2.809377e+00,-6.287617e-02 -8.656714e-01 2.809374e+00,-6.316809e-02 -8.653035e-01 2.809173e+00,-6.337323e-02 -8.648754e-01 2.809011e+00,-6.309003e-02 -8.666140e-01 2.809077e+00,-6.307073e-02 -8.661672e-01 2.808912e+00,-6.438257e-02 -8.673010e-01 2.808000e+00,-6.437904e-02 -8.671563e-01 2.808562e+00,-6.453990e-02 -8.663844e-01 2.808414e+00,-6.456773e-02 -8.628446e-01 2.808724e+00,-6.455370e-02 -8.616329e-01 2.808520e+00,-6.428944e-02 -8.651887e-01 2.809425e+00
-7.668146e-02 -1.200834e+00 2.822821e+00,-7.681720e-02 -1.200680e+00 2.822793e+00,-7.694077e-02 -1.199845e+00 2.822479e+00,-7.693190e-02 -1.199804e+00 2.822476e+00,-7.677484e-02 -1.200121e+00 2.822464e+00,-7.662345e-02 -1.200076e+00 2.822581e+00,-7.648144e-02 -1.200020e+00 2.822887e+00,-7.604577e-02 -1.200071e+00 2.822379e+00,-7.586982e-02 -1.200163e+00 2.822253e+00,-7.582699e-02 -1.200915e+00 2.822264e+00,-7.473265e-02 -1.200815e+00 2.822037e+00,-7.395693e-02 -1.201663e+00 2.822386e+00,-7.388456e-02 -1.201650e+00 2.822288e+00,-7.318350e-02 -1.203009e+00 2.821784e+00,-7.299127e-02 -1.203813e+00 2.821854e+00,-7.193113e-02 -1.203579e+00 2.822393e+00,-7.217928e-02 -1.203288e+00 2.822570e+00,-7.232831e-02 -1.203220e+00 2.822914e+00,-7.224966e-02 -1.202946e+00 2.822552e+00,-7.199313e-02 -1.202795e+00 2.822910e+00,-7.289570e-02 -1.202925e+00 2.821726e+00,-7.272477e-02 -1.202698e+00 2.821430e+00,-7.283541e-02 -1.202308e+00 2.822003e+00,-7.254760e-02 -1.202603e+00 2.822053e+00,-7.254103e-02 -1.202024e+00 2.822308e+00,-7.219832e-02 -1.202500e+00 2.821735e+00,-7.147416e-02 -1.202343e+00 2.822366e+00,-7.169135e-02 -1.201091e+00 2.823434e+00,-7.121447e-02 -1.202525e+00 2.823633e+00,-7.119375e-02 -1.202429e+00 2.823664e+00,-7.184657e-02 -1.201588e+00 2.824017e+00,-7.194485e-02 -1.201452e+00 2.823914e+00,-7.235160e-02 -1.200134e+00 2.823988e+00,-7.257243e-02 -1.200295e+00 2.823272e+00,-7.338224e-02 -1.199162e+00 2.823128e+00,-7.423763e-02 -1.198845e+00 2.823177e+00,-7.473588e-02 -1.199115e+00 2.823091e+00,-7.499911e-02 -1.199583e+00 2.822794e+00,-7.495589e-02 -1.199871e+00 2.823041e+00,-7.451463e-02 -1.199815e+00 2.823487e+00,-7.449882e-02 -1.200146e+00 2.823200e+00,-7.445271e-02 -1.200118e+00 2.823485e+00,-7.545231e-02 -1.199677e+00 2.824263e+00,-7.545719e-02 -1.199688e+00 2.824264e+00,-7.556510e-02 -1.199632e+00 2.824272e+00,-7.572180e-02 -1.199823e+00 2.824276e+00,-7.531795e-02 -1.200306e+00 2.824418e+00
-9.211014e-02 -1.257589e+00 2.668425e+00,-9.166658e-02 -1.257712e+00 2.668179e+00,-9.139916e-02 -1.257226e+00 2.667682e+00,-9.133630e-02 -1.257102e+00 2.667697e+00,-9.264345e-02 -1.255690e+00 2.677291e+00,-9.288873e-02 -1.255455e+00 2.677162e+00,-9.308831e-02 -1.255119e+00 2.677404e+00,-9.278660e-02 -1.254991e+00 2.680294e+00,-9.463877e-02 -1.256513e+00 2.677740e+00,-9.180257e-02 -1.258632e+00 2.673052e+00,-1.021825e-01 -1.256969e+00 2.656953e+00,-9.988238e-02 -1.256602e+00 2.661879e+00,-9.986869e-02 -1.256489e+00 2.660724e+00,-9.614305e-02 -1.259047e+00 2.665269e+00,-9.430257e-02 -1.257932e+00 2.670995e+00,-9.709096e-02 -1.256117e+00 2.673333e+00,-9.736177e-02 -1.255275e+00 2.673670e+00,-9.843083e-02 -1.254695e+00 2.675060e+00,-9.371892e-02 -1.257795e+00 2.670233e+00,-9.464556e-02 -1.257246e+00 2.671647e+00,-9.661490e-02 -1.256932e+00 2.674618e+00,-9.437803e-02 -1.256587e+00 2.669966e+00,-9.529255e-02 -1.255320e+00 2.681020e+00,-9.576491e-02 -1.256231e+00 2.679829e+00,-9.528625e-02 -1.256300e+00 2.680257e+00,-9.542519e-02 -1.255772e+00 2.680046e+00,-9.538159e-02 -1.256424e+00 2.679487e+00,-9.504492e-02 -1.256810e+00 2.679059e+00,-9.440206e-02 -1.259208e+00 2.666514e+00,-9.469578e-02 -1.257784e+00 2.675438e+00,-9.470712e-02 -1.257886e+00 2.676388e+00,-9.467472e-02 -1.257876e+00 2.677427e+00,-9.375725e-02 -1.257547e+00 2.676521e+00,-9.500743e-02 -1.256643e+00 2.672751e+00,-9.431971e-02 -1.256492e+00 2.674461e+00,-9.273770e-02 -1.257053e+00 2.671278e+00,-9.218605e-02 -1.257317e+00 2.672260e+00,-9.270816e-02 -1.256828e+00 2.674143e+00,-1.013435e-01 -1.257141e+00 2.666234e+00,-9.679505e-02 -1.258611e+00 2.666660e+00,-9.715240e-02 -1.258390e+00 2.667308e+00,-9.642150e-02 -1.255702e+00 2.677767e+00,-9.556377e-02 -1.255909e+00 2.679191e+00,-9.417899e-02 -1.254951e+00 2.680047e+00,-9.621342e-02 -1.254917e+00 2.674642e+00,-9.011066e-02 -1.254427e+00 2.684658e+00,-9.404491e-02 -1.254392e+00 2.675705e+00
1.417374e-01 -4.344783e-01 2.787503e+00,1.416474e-01 -4.345124e-01 2.787416e+00,1.417432e-01 -4.344437e-01 2.787200e+00,1.416859e-01 -4.344922e-01 2.786970e+00,1.407764e-01 -4.345011e-01 2.786731e+00,1.405787e-01 -4.343845e-01 2.786603e+00,1.405176e-01 -4.342255e-01 2.786588e+00,1.405916e-01 -4.335466e-01 2.787747e+00,1.398349e-01 -4.320647e-01 2.788542e+00,1.395913e-01 -4.315496e-01 2.788963e+00,1.387621e-01 -4.316017e-01 2.788821e+00,1.381335e-01 -4.332184e-01 2.788756e+00,1.383459e-01 -4.348106e-01 2.788838e+00,1.392170e-01 -4.364527e-01 2.789558e+00,1.394025e-01 -4.369915e-01 2.789553e+00,1.397825e-01 -4.373589e-01 2.789495e+00,1.398277e-01 -4.373908e-01 2.789474e+00,1.405574e-01 -4.382424e-01 2.790124e+00,1.430195e-01 -4.513307e-01 2.788765e+00,1.431642e-01 -4.528079e-01 2.790170e+00,1.430980e-01 -4.513069e-01 2.792307e+00,1.426470e-01 -4.487604e-01 2.791597e+00,1.423851e-01 -4.465875e-01 2.791354e+00,1.416909e-01 -4.420701e-01 2.791036e+00,1.413941e-01 -4.409207e-01 2.790522e+00,1.409201e-01 -4.399227e-01 2.790591e+00,1.407693e-01 -4.392160e-01 2.790761e+00,1.405895e-01 -4.388140e-01 2.790780e+00,1.396383e-01 -4.340984e-01 2.790838e+00,1.395862e-01 -4.330415e-01 2.791361e+00,1.394210e-01 -4.320439e-01 2.791740e+00,1.394108e-01 -4.320788e-01 2.791799e+00,1.392314e-01 -4.322458e-01 2.791781e+00,1.393084e-01 -4.323050e-01 2.790884e+00,1.390798e-01 -4.322412e-01 2.790289e+00,1.392000e-01 -4.327639e-01 2.789833e+00,1.392080e-01 -4.328798e-01 2.789747e+00,1.392906e-01 -4.330114e-01 2.789774e+00,1.393897e-01 -4.331817e-01 2.789831e+00,1.397740e-01 -4.331188e-01 2.790135e+00,1.398664e-01 -4.332070e-01 2.790359e+00,1.401692e-01 -4.331712e-01 2.790795e+00,1.400917e-01 -4.331644e-01 2.791215e+00,1.401572e-01 -4.331876e-01 2.791380e+00,1.401427e-01 -4.331760e-01 2.791906e+00,1.400659e-01 -4.331872e-01 2.792017e+00,1.399792e-01 -4.333050e-01 2.792168e+00
1.777466e-01 -8.799509e-01 2.806497e+00,1.778656e-01 -8.803493e-01 2.806559e+00,1.773569e-01 -8.855838e-01 2.808026e+00,1.775627e-01 -8.844683e-01 2.807596e+00,1.773902e-01 -8.831561e-01 2.807514e+00,1.771954e-01 -8.835023e-01 2.807297e+00,1.770921e-01 -8.828380e-01 2.807518e+00,1.774124e-01 -8.823559e-01 2.807462e+00,1.778335e-01 -8.803856e-01 2.807062e+00,1.783179e-01 -8.725606e-01 2.806385e+00,1.777877e-01 -8.658607e-01 2.805536e+00,1.779987e-01 -8.666377e-01 2.805754e+00,1.790448e-01 -8.782710e-01 2.807365e+00,1.791541e-01 -8.795157e-01 2.807743e+00,1.793073e-01 -8.839005e-01 2.808723e+00,1.796312e-01 -8.932853e-01 2.809623e+00,1.795934e-01 -8.800849e-01 2.808417e+00,1.799455e-01 -8.829185e-01 2.808624e+00,1.797730e-01 -8.824924e-01 2.808281e+00,1.796340e-01 -8.832913e-01 2.808386e+00,1.795792e-01 -8.827811e-01 2.808492e+00,1.794404e-01 -8.829561e-01 2.808401e+00,1.793261e-01 -8.829150e-01 2.808576e+00,1.793424e-01 -8.827776e-01 2.808615e+00,1.792801e-01 -8.824667e-01 2.808658e+00,1.792556e-01 -8.819523e-01 2.808602e+00,1.791770e-01 -8.815140e-01 2.808469e+00,1.791497e-01 -8.812463e-01 2.808520e+00,1.790968e-01 -8.822777e-01 2.808902e+00,1.791148e-01 -8.799539e-01 2.808965e+00,1.792656e-01 -8.822955e-01 2.809898e+00,1.789993e-01 -8.842790e-01 2.810127e+00,1.788619e-01 -8.837097e-01 2.809789e+00,1.781657e-01 -8.811569e-01 2.808507e+00,1.780413e-01 -8.811673e-01 2.808437e+00,1.773217e-01 -8.770700e-01 2.807520e+00,1.768675e-01 -8.786600e-01 2.807813e+00,1.766181e-01 -8.786398e-01 2.807770e+00,1.765880e-01 -8.778070e-01 2.806859e+00,1.766711e-01 -8.768180e-01 2.807154e+00,1.766293e-01 -8.784519e-01 2.807514e+00,1.763218e-01 -8.780152e-01 2.807279e+00,1.762481e-01 -8.789372e-01 2.807838e+00,1.763852e-01 -8.838765e-01 2.808228e+00,1.751799e-01 -8.732544e-01 2.806811e+00,1.752239e-01 -8.732942e-01 2.806826e+00,1.752056e-01 -8.747640e-01 2.806902e+00
1.871700e-01 -1.203741e+00 2.813983e+00,1.880353e-01 -1.203692e+00 2.813502e+00,1.881074e-01 -1.205233e+00 2.815586e+00,1.881049e-01 -1.205268e+00 2.815551e+00,1.880454e-01 -1.205409e+00 2.815278e+00,1.881725e-01 -1.205148e+00 2.815039e+00,1.883648e-01 -1.205010e+00 2.814841e+00,1.895114e-01 -1.204727e+00 2.813523e+00,1.900049e-01 -1.204952e+00 2.812458e+00,1.898591e-01 -1.205469e+00 2.811998e+00,1.893180e-01 -1.204647e+00 2.812812e+00,1.890316e-01 -1.203952e+00 2.813294e+00,1.890574e-01 -1.203815e+00 2.813252e+00,1.889629e-01 -1.203716e+00 2.813419e+00,1.886753e-01 -1.206595e+00 2.811025e+00,1.887888e-01 -1.206608e+00 2.811316e+00,1.885745e-01 -1.206206e+00 2.811244e+00,1.890306e-01 -1.205378e+00 2.812441e+00,1.895559e-01 -1.204746e+00 2.812452e+00,1.896338e-01 -1.205042e+00 2.812294e+00,1.899292e-01 -1.204438e+00 2.813269e+00,1.895481e-01 -1.205007e+00 2.813177e+00,1.894243e-01 -1.204713e+00 2.813283e+00,1.894221e-01 -1.204618e+00 2.813380e+00,1.892524e-01 -1.204224e+00 2.813988e+00,1.896259e-01 -1.201932e+00 2.814501e+00,1.891690e-01 -1.201011e+00 2.814502e+00,1.893107e-01 -1.202417e+00 2.814159e+00,1.893118e-01 -1.203006e+00 2.813906e+00,1.895144e-01 -1.203029e+00 2.813941e+00,1.894566e-01 -1.203907e+00 2.813934e+00,1.892481e-01 -1.204841e+00 2.813436e+00,1.894383e-01 -1.204940e+00 2.813374e+00,1.894509e-01 -1.204697e+00 2.813431e+00,1.894647e-01 -1.204522e+00 2.813656e+00,1.893369e-01 -1.204545e+00 2.813717e+00,1.893498e-01 -1.204623e+00 2.813664e+00,1.895817e-01 -1.204775e+00 2.813389e+00,1.872014e-01 -1.208436e+00 2.812315e+00,1.879913e-01 -1.207101e+00 2.812823e+00,1.882226e-01 -1.206862e+00 2.812624e+00,1.878084e-01 -1.206740e+00 2.812955e+00,1.877573e-01 -1.206310e+00 2.813646e+00,1.875622e-01 -1.206736e+00 2.813314e+00,1.882483e-01 -1.204886e+00 2.813111e+00,1.882997e-01 -1.204825e+00 2.813086e+00,1.879349e-01 -1.204790e+00 2.812756e+00
1.920732e-01 -1.259453e+00 2.667325e+00,1.918561e-01 -1.259408e+00 2.667368e+00,1.910492e-01 -1.260323e+00 2.668166e+00,1.909831e-01 -1.260355e+00 2.668450e+00,1.913382e-01 -1.260351e+00 2.668319e+00,1.881071e-01 -1.260137e+00 2.662482e+00,1.902462e-01 -1.259989e+00 2.670108e+00,1.911437e-01 -1.260902e+00 2.663747e+00,1.941088e-01 -1.259451e+00 2.668123e+00,1.899351e-01 -1.260850e+00 2.664834e+00,1.926467e-01 -1.258984e+00 2.679779e+00,1.896972e-01 -1.258925e+00 2.676174e+00,1.897281e-01 -1.259031e+00 2.675385e+00,1.898834e-01 -1.261458e+00 2.662525e+00,1.894540e-01 -1.262250e+00 2.660962e+00,1.901834e-01 -1.262274e+00 2.661126e+00,1.898668e-01 -1.261382e+00 2.662883e+00,1.904032e-01 -1.261709e+00 2.658168e+00,1.916675e-01 -1.259941e+00 2.660242e+00,1.913469e-01 -1.260682e+00 2.659976e+00,1.866009e-01 -1.257947e+00 2.674887e+00,1.862808e-01 -1.260611e+00 2.664396e+00,1.874832e-01 -1.260426e+00 2.666461e+00,1.882951e-01 -1.260683e+00 2.663337e+00,1.886377e-01 -1.260514e+00 2.663227e+00,1.919332e-01 -1.260034e+00 2.663640e+00,1.917032e-01 -1.259764e+00 2.663676e+00,1.921726e-01 -1.260002e+00 2.664199e+00,1.910456e-01 -1.259868e+00 2.665091e+00,1.912758e-01 -1.260433e+00 2.665431e+00,1.910853e-01 -1.260672e+00 2.665105e+00,1.911660e-01 -1.260675e+00 2.665143e+00,1.906682e-01 -1.259948e+00 2.665864e+00,1.929784e-01 -1.259201e+00 2.666680e+00,1.914527e-01 -1.258765e+00 2.667277e+00,1.913723e-01 -1.258767e+00 2.667093e+00,1.917160e-01 -1.258770e+00 2.666515e+00,1.885088e-01 -1.259023e+00 2.666389e+00,1.907060e-01 -1.260206e+00 2.659173e+00,1.927620e-01 -1.261956e+00 2.668120e+00,1.961321e-01 -1.262244e+00 2.674907e+00,1.919831e-01 -1.262637e+00 2.667544e+00,1.911981e-01 -1.262650e+00 2.669749e+00,1.909203e-01 -1.262055e+00 2.664929e+00,1.959459e-01 -1.260336e+00 2.671420e+00,1.953368e-01 -1.260915e+00 2.671743e+00,1.956036e-01 -1.259599e+00 2.669004e+00
6.236565e-02 1.621899e-01 2.868499e+00,6.239253e-02 1.622106e-01 2.868491e+00,6.243795e-02 1.623548e-01 2.868363e+00,6.244358e-02 1.622507e-01 2.868343e+00,6.227391e-02 1.622358e-01 2.868250e+00,6.233079e-02 1.622412e-01 2.868156e+00,6.234675e-02 1.622620e-01 2.868156e+00,6.228110e-02 1.622226e-01 2.868173e+00,6.232000e-02 1.621542e-01 2.868376e+00,6.262549e-02 1.616137e-01 2.869260e+00,6.238120e-02 1.611633e-01 2.871318e+00,6.127231e-02 1.611780e-01 2.872429e+00,6.073750e-02 1.611542e-01 2.872401e+00,6.090358e-02 1.627215e-01 2.873408e+00,6.049156e-02 1.630828e-01 2.874611e+00,6.003928e-02 1.635057e-01 2.875281e+00,5.956379e-02 1.638822e-01 2.875738e+00,5.969573e-02 1.654682e-01 2.876006e+00,6.016031e-02 1.652684e-01 2.873230e+00,6.010951e-02 1.652061e-01 2.872416e+00,5.990655e-02 1.660532e-01 2.872368e+00,6.027616e-02 1.659404e-01 2.872178e+00,5.981167e-02 1.658674e-01 2.873655e+00,6.050665e-02 1.655847e-01 2.874925e+00,6.079306e-02 1.653060e-01 2.875149e+00,6.140630e-02 1.649888e-01 2.875891e+00,6.158805e-02 1.646920e-01 2.876194e+00,6.177413e-02 1.644537e-01 2.876295e+00,6.190958e-02 1.643318e-01 2.876407e+00,6.192507e-02 1.642388e-01 2.876610e+00,6.194492e-02 1.641412e-01 2.876547e+00,6.188704e-02 1.642105e-01 2.876515e+00,6.183795e-02 1.640555e-01 2.876455e+00,6.063996e-02 1.641665e-01 2.876070e+00,6.049247e-02 1.641097e-01 2.875999e+00,5.985336e-02 1.637701e-01 2.875716e+00,5.914161e-02 1.636148e-01 2.875441e+00,5.880689e-02 1.633203e-01 2.874781e+00,5.846009e-02 1.631985e-01 2.874402e+00,5.791794e-02 1.631315e-01 2.873093e+00,5.770183e-02 1.629295e-01 2.872339e+00,5.752795e-02 1.629543e-01 2.871586e+00,5.752331e-02 1.629543e-01 2.871578e+00,5.728127e-02 1.627719e-01 2.871110e+00,5.685060e-02 1.627590e-01 2.870363e+00,5.665899e-02 1.627601e-01 2.870274e+00,5.640220e-02 1.627552e-01 2.869884e+00
