4.389780e-02 -5.600775e-01 2.743916e+00,4.375741e-02 -5.605392e-01 2.742309e+00,4.352011e-02 -5.606857e-01 2.741266e+00,4.148737e-02 -5.610651e-01 2.737524e+00,3.894043e-02 -5.606807e-01 2.734438e+00,3.777377e-02 -5.608577e-01 2.732742e+00,3.130822e-02 -5.594547e-01 2.728212e+00,2.952629e-02 -5.593624e-01 2.727624e+00,2.781030e-02 -5.591106e-01 2.726165e+00,2.016096e-02 -5.594584e-01 2.725384e+00,2.007614e-02 -5.600953e-01 2.724611e+00,1.651752e-02 -5.600091e-01 2.723105e+00,1.513937e-02 -5.570582e-01 2.720893e+00,1.212979e-02 -5.504490e-01 2.721366e+00,1.132513e-02 -5.480941e-01 2.721163e+00,9.590251e-03 -5.456303e-01 2.721885e+00,6.998086e-03 -5.372244e-01 2.719848e+00,7.063044e-03 -5.367205e-01 2.719609e+00,6.883068e-03 -5.345019e-01 2.719477e+00,6.871250e-03 -5.350487e-01 2.720158e+00,7.615970e-03 -5.349784e-01 2.720284e+00,9.891151e-03 -5.387074e-01 2.724786e+00,1.259927e-02 -5.423785e-01 2.726917e+00,2.051026e-02 -5.597494e-01 2.737087e+00,2.348684e-02 -5.635298e-01 2.741178e+00,2.547225e-02 -5.648179e-01 2.743077e+00,2.824523e-02 -5.670149e-01 2.749550e+00,2.813412e-02 -5.657113e-01 2.752333e+00,3.032421e-02 -5.623081e-01 2.755938e+00,3.043227e-02 -5.616444e-01 2.757172e+00,3.307512e-02 -5.608819e-01 2.759375e+00,3.739328e-02 -5.585005e-01 2.764259e+00,3.812980e-02 -5.582927e-01 2.765106e+00,3.959526e-02 -5.585696e-01 2.766792e+00,4.042698e-02 -5.583509e-01 2.767207e+00,4.112525e-02 -5.586321e-01 2.767779e+00,4.240877e-02 -5.589672e-01 2.768332e+00,4.296608e-02 -5.591718e-01 2.768433e+00,4.457897e-02 -5.591571e-01 2.768942e+00,4.522061e-02 -5.593607e-01 2.769377e+00,4.623823e-02 -5.595253e-01 2.769726e+00,4.647669e-02 -5.594929e-01 2.769743e+00,4.648320e-02 -5.596495e-01 2.769849e+00
2.101477e-01 -5.735410e-01 2.707719e+00,2.099507e-01 -5.736663e-01 2.706800e+00,2.128370e-01 -5.764081e-01 2.705802e+00,2.259329e-01 -5.632607e-01 2.657173e+00,2.275847e-01 -5.152470e-01 2.627027e+00,2.351072e-01 -4.640857e-01 2.580790e+00,2.195187e-01 -3.287461e-01 2.437579e+00,2.073181e-01 -2.344094e-01 2.417575e+00,1.484149e-01 2.967024e-03 2.355608e+00,1.146304e-01 6.990827e-02 2.376512e+00,8.045718e-02 1.490951e-01 2.373525e+00,8.791667e-03 2.623029e-01 2.374512e+00,-2.218544e-02 3.052531e-01 2.367121e+00,-7.069221e-02 3.606654e-01 2.351604e+00,-8.311956e-02 3.685783e-01 2.349416e+00,-9.860194e-02 3.791305e-01 2.346976e+00,-1.155777e-01 3.848360e-01 2.356571e+00,-1.232409e-01 3.848952e-01 2.363498e+00,-1.165185e-01 3.667336e-01 2.370766e+00,-1.038856e-01 3.477963e-01 2.376285e+00,-8.965264e-02 3.398602e-01 2.377641e+00,-4.646427e-02 3.168018e-01 2.395520e+00,-1.337557e-02 2.886814e-01 2.413241e+00,5.802389e-02 1.933173e-01 2.456246e+00,5.567700e-02 2.362007e-01 2.474200e+00,1.124296e-01 6.830424e-02 2.455490e+00,1.532588e-01 -9.254862e-02 2.369716e+00,2.052876e-01 -2.894427e-01 2.481035e+00,2.341682e-01 -4.545210e-01 2.600570e+00,2.204742e-01 -4.821008e-01 2.678129e+00,2.290549e-01 -5.236570e-01 2.710228e+00,2.207537e-01 -5.593740e-01 2.756633e+00,2.173793e-01 -5.523700e-01 2.759121e+00,2.168579e-01 -5.539442e-01 2.756284e+00,2.161279e-01 -5.554618e-01 2.752816e+00,2.189532e-01 -5.551178e-01 2.755666e+00,2.201138e-01 -5.551303e-01 2.754007e+00,2.205548e-01 -5.556973e-01 2.754495e+00,2.218095e-01 -5.562116e-01 2.751690e+00,2.225756e-01 -5.548404e-01 2.750836e+00,2.221476e-01 -5.572946e-01 2.747447e+00,2.186952e-01 -5.563318e-01 2.745332e+00,2.206646e-01 -5.562893e-01 2.745409e+00
-2.498862e-02 -5.528488e-01 2.708974e+00,-2.505741e-02 -5.532649e-01 2.707796e+00,-2.523366e-02 -5.533929e-01 2.707053e+00,-2.713433e-02 -5.536487e-01 2.704445e+00,-2.944259e-02 -5.529175e-01 2.701949e+00,-3.023031e-02 -5.531639e-01 2.701160e+00,-3.576161e-02 -5.514581e-01 2.699466e+00,-3.741237e-02 -5.516779e-01 2.700217e+00,-3.904777e-02 -5.522500e-01 2.701787e+00,-4.813069e-02 -5.535877e-01 2.707118e+00,-4.762815e-02 -5.555658e-01 2.708163e+00,-4.979919e-02 -5.567834e-01 2.709204e+00,-5.033462e-02 -5.545838e-01 2.708470e+00,-5.017231e-02 -5.436633e-01 2.709167e+00,-4.961594e-02 -5.409377e-01 2.707891e+00,-5.005265e-02 -5.389522e-01 2.707891e+00,-4.989725e-02 -5.358470e-01 2.707046e+00,-4.964488e-02 -5.350310e-01 2.706750e+00,-4.966183e-02 -5.345377e-01 2.707949e+00,-5.000749e-02 -5.348554e-01 2.710057e+00,-4.965481e-02 -5.348719e-01 2.710059e+00,-4.761698e-02 -5.371125e-01 2.712523e+00,-4.550250e-02 -5.433340e-01 2.718366e+00,-3.914334e-02 -5.596577e-01 2.730997e+00,-3.660808e-02 -5.630172e-01 2.736076e+00,-3.542742e-02 -5.640160e-01 2.737093e+00,-3.381804e-02 -5.642886e-01 2.738447e+00,-3.441249e-02 -5.627187e-01 2.738779e+00,-3.447376e-02 -5.576115e-01 2.737659e+00,-3.497105e-02 -5.564502e-01 2.737393e+00,-3.391390e-02 -5.558734e-01 2.737234e+00,-3.114923e-02 -5.529674e-01 2.737525e+00,-3.050888e-02 -5.522569e-01 2.737099e+00,-2.936186e-02 -5.520211e-01 2.736445e+00,-2.850492e-02 -5.514755e-01 2.736013e+00,-2.789853e-02 -5.515876e-01 2.735815e+00,-2.664057e-02 -5.519002e-01 2.735566e+00,-2.605384e-02 -5.520938e-01 2.735393e+00,-2.462510e-02 -5.523517e-01 2.735496e+00,-2.387153e-02 -5.525868e-01 2.735969e+00,-2.264484e-02 -5.526892e-01 2.736679e+00,-2.236796e-02 -5.525582e-01 2.736805e+00,-2.240822e-02 -5.527932e-01 2.737262e+00
-9.286047e-03 -9.036512e-01 2.750901e+00,-9.810852e-03 -9.038085e-01 2.749999e+00,-5.191479e-03 -9.122066e-01 2.750018e+00,-7.929856e-03 -9.069315e-01 2.746247e+00,-1.014181e-02 -9.052324e-01 2.745302e+00,-1.008984e-02 -9.053042e-01 2.745105e+00,-1.148991e-02 -9.029071e-01 2.741275e+00,-1.174251e-02 -9.032713e-01 2.740271e+00,-1.199714e-02 -9.030104e-01 2.735764e+00,-1.152849e-02 -8.958445e-01 2.730280e+00,-1.204562e-02 -8.955873e-01 2.728415e+00,-1.872453e-02 -8.894081e-01 2.724936e+00,-2.071933e-02 -8.873119e-01 2.723409e+00,-2.250251e-02 -8.874647e-01 2.723245e+00,-2.313473e-02 -8.867288e-01 2.723190e+00,-2.346043e-02 -8.864422e-01 2.723158e+00,-2.366781e-02 -9.104514e-01 2.727951e+00,-2.409659e-02 -8.949125e-01 2.725098e+00,-2.136287e-02 -9.463904e-01 2.736237e+00,-2.254277e-02 -8.860826e-01 2.728698e+00,-2.260019e-02 -8.884611e-01 2.729114e+00,-2.209597e-02 -8.889049e-01 2.729390e+00,-1.585706e-02 -8.955463e-01 2.733387e+00,-1.004033e-02 -8.973894e-01 2.738563e+00,-4.769929e-03 -8.991181e-01 2.743840e+00,-2.104915e-03 -9.010435e-01 2.748650e+00,1.698841e-03 -9.241996e-01 2.768415e+00,-4.612965e-03 -9.132320e-01 2.768081e+00,-8.569418e-03 -9.121954e-01 2.765854e+00,-6.829108e-03 -9.183553e-01 2.766483e+00,-7.051977e-03 -9.186242e-01 2.766418e+00,-1.029872e-02 -9.099951e-01 2.763929e+00,-1.044813e-02 -9.093938e-01 2.763693e+00,-1.192947e-02 -9.080219e-01 2.763571e+00,-1.178714e-02 -9.076377e-01 2.763594e+00,-1.207343e-02 -9.073284e-01 2.763615e+00,-1.176756e-02 -9.061208e-01 2.763657e+00,-1.123858e-02 -9.065472e-01 2.763908e+00,-1.063298e-02 -9.068844e-01 2.764482e+00,-1.066460e-02 -9.068117e-01 2.764539e+00,-1.039305e-02 -9.061385e-01 2.764755e+00,-1.040200e-02 -9.060572e-01 2.764799e+00,-9.692878e-03 -9.083487e-01 2.765502e+00
-1.799916e-02 -1.212009e+00 2.759689e+00,-1.756837e-02 -1.211378e+00 2.760870e+00,-1.825390e-02 -1.212026e+00 2.760417e+00,-1.922437e-02 -1.212443e+00 2.758931e+00,-1.878244e-02 -1.211745e+00 2.759031e+00,-1.897988e-02 -1.211762e+00 2.758768e+00,-1.753820e-02 -1.213612e+00 2.756535e+00,-1.740185e-02 -1.216312e+00 2.754249e+00,-1.826581e-02 -1.216717e+00 2.752628e+00,-1.928248e-02 -1.216432e+00 2.751875e+00,-2.149300e-02 -1.211881e+00 2.751262e+00,-2.264680e-02 -1.211609e+00 2.749906e+00,-2.329609e-02 -1.210506e+00 2.749249e+00,-2.692858e-02 -1.212059e+00 2.743747e+00,-2.538264e-02 -1.216890e+00 2.738672e+00,-2.579757e-02 -1.217099e+00 2.738417e+00,-2.868798e-02 -1.214713e+00 2.738230e+00,-2.954466e-02 -1.212463e+00 2.739595e+00,-3.073023e-02 -1.213908e+00 2.738504e+00,-3.052506e-02 -1.213916e+00 2.740294e+00,-3.071335e-02 -1.212392e+00 2.743290e+00,-2.894094e-02 -1.213581e+00 2.743072e+00,-2.827764e-02 -1.214024e+00 2.743456e+00,-2.059238e-02 -1.213667e+00 2.749880e+00,-1.855829e-02 -1.212508e+00 2.754156e+00,-1.867751e-02 -1.211406e+00 2.755100e+00,-1.826408e-02 -1.207620e+00 2.761035e+00,-1.899798e-02 -1.205854e+00 2.763018e+00,-1.699454e-02 -1.204595e+00 2.765311e+00,-1.616828e-02 -1.206937e+00 2.764475e+00,-1.742801e-02 -1.205837e+00 2.765052e+00,-1.831436e-02 -1.204310e+00 2.767144e+00,-1.827410e-02 -1.204369e+00 2.767523e+00,-1.882808e-02 -1.205183e+00 2.767959e+00,-1.874169e-02 -1.205282e+00 2.768045e+00,-1.875530e-02 -1.205167e+00 2.767641e+00,-1.707843e-02 -1.205147e+00 2.767833e+00,-1.733030e-02 -1.205134e+00 2.767421e+00,-1.812489e-02 -1.204937e+00 2.766873e+00,-1.792051e-02 -1.204677e+00 2.767110e+00,-1.810366e-02 -1.203237e+00 2.767544e+00,-1.814703e-02 -1.203107e+00 2.767428e+00,-1.816695e-02 -1.204376e+00 2.767062e+00
-3.686151e-03 -1.265818e+00 2.634132e+00,-5.101699e-03 -1.265425e+00 2.625889e+00,-4.962580e-03 -1.265952e+00 2.615863e+00,-4.292395e-03 -1.266185e+00 2.619260e+00,-2.705268e-03 -1.265623e+00 2.612787e+00,-5.857652e-03 -1.266706e+00 2.618742e+00,-5.955614e-03 -1.266600e+00 2.617886e+00,-9.516506e-03 -1.268242e+00 2.625802e+00,-1.130152e-02 -1.268657e+00 2.623321e+00,-1.057831e-02 -1.267540e+00 2.625447e+00,-1.017061e-02 -1.266703e+00 2.621358e+00,-1.210983e-02 -1.265500e+00 2.625912e+00,-1.520719e-02 -1.264984e+00 2.623447e+00,-1.414317e-02 -1.264519e+00 2.617751e+00,-1.374255e-02 -1.265277e+00 2.617944e+00,-1.493114e-02 -1.265700e+00 2.617746e+00,-3.538721e-02 -1.263676e+00 2.612369e+00,-3.370932e-02 -1.263675e+00 2.607762e+00,-2.650003e-02 -1.265294e+00 2.607929e+00,-2.313474e-02 -1.264714e+00 2.613336e+00,-2.065245e-02 -1.264288e+00 2.621294e+00,-1.607038e-02 -1.264575e+00 2.621898e+00,-1.537399e-02 -1.264149e+00 2.622651e+00,-1.129879e-02 -1.265171e+00 2.630264e+00,-1.042417e-02 -1.265362e+00 2.630344e+00,-6.829894e-03 -1.264602e+00 2.620907e+00,-8.022564e-03 -1.263612e+00 2.619520e+00,-1.144594e-02 -1.263628e+00 2.619421e+00,-1.046144e-02 -1.263525e+00 2.627628e+00,-1.037606e-02 -1.263814e+00 2.626727e+00,-6.904340e-03 -1.263336e+00 2.635179e+00,-7.102550e-03 -1.263187e+00 2.634593e+00,-8.123396e-03 -1.263028e+00 2.639686e+00,-9.259569e-03 -1.263691e+00 2.630517e+00,-8.621088e-03 -1.263578e+00 2.630556e+00,-8.009069e-03 -1.263600e+00 2.627882e+00,-1.000594e-02 -1.263801e+00 2.627902e+00,-1.534946e-02 -1.265567e+00 2.608826e+00,-1.153126e-02 -1.261643e+00 2.619886e+00,-8.377734e-03 -1.261413e+00 2.620694e+00,-3.760951e-03 -1.263030e+00 2.628708e+00,-4.193965e-03 -1.262974e+00 2.630057e+00,-4.982125e-03 -1.262830e+00 2.636515e+00
1.117273e-01 -5.532486e-01 2.710326e+00,1.114965e-01 -5.537505e-01 2.708261e+00,1.111968e-01 -5.539145e-01 2.706907e+00,1.091210e-01 -5.543850e-01 2.701903e+00,1.063785e-01 -5.544179e-01 2.698254e+00,1.047966e-01 -5.544288e-01 2.695370e+00,9.741070e-02 -5.534832e-01 2.687540e+00,9.487601e-02 -5.529000e-01 2.685110e+00,9.216981e-02 -5.510792e-01 2.677878e+00,8.493325e-02 -5.509574e-01 2.673137e+00,8.479107e-02 -5.509477e-01 2.669300e+00,8.077762e-02 -5.497957e-01 2.666462e+00,7.893685e-02 -5.460542e-01 2.663056e+00,7.416855e-02 -5.419668e-01 2.664159e+00,7.164922e-02 -5.396710e-01 2.665283e+00,6.816351e-02 -5.371929e-01 2.667271e+00,6.210713e-02 -5.224680e-01 2.663261e+00,6.214437e-02 -5.224372e-01 2.663204e+00,6.216703e-02 -5.183478e-01 2.660976e+00,6.266842e-02 -5.201443e-01 2.661307e+00,6.425995e-02 -5.201932e-01 2.661753e+00,6.705458e-02 -5.269845e-01 2.669672e+00,7.051913e-02 -5.292844e-01 2.669252e+00,7.961007e-02 -5.457172e-01 2.675858e+00,8.297274e-02 -5.498862e-01 2.678656e+00,8.586847e-02 -5.514379e-01 2.681413e+00,8.938350e-02 -5.567877e-01 2.695104e+00,9.033834e-02 -5.557125e-01 2.701641e+00,9.602654e-02 -5.530940e-01 2.710513e+00,9.669605e-02 -5.529527e-01 2.713356e+00,1.006358e-01 -5.522590e-01 2.717827e+00,1.057165e-01 -5.509444e-01 2.726235e+00,1.067704e-01 -5.512922e-01 2.728690e+00,1.084465e-01 -5.521873e-01 2.732727e+00,1.092279e-01 -5.521374e-01 2.733452e+00,1.098492e-01 -5.525202e-01 2.734522e+00,1.108199e-01 -5.526991e-01 2.735118e+00,1.112561e-01 -5.528464e-01 2.735209e+00,1.130890e-01 -5.519586e-01 2.735486e+00,1.134791e-01 -5.521161e-01 2.735664e+00,1.142705e-01 -5.523402e-01 2.735501e+00,1.145201e-01 -5.524094e-01 2.735323e+00,1.145008e-01 -5.526212e-01 2.735093e+00
8.504714e-02 -9.299594e-01 2.766257e+00,8.528656e-02 -9.295688e-01 2.765058e+00,8.543148e-02 -9.284451e-01 2.763705e+00,8.505201e-02 -9.254720e-01 2.759878e+00,8.473001e-02 -9.250735e-01 2.758543e+00,7.571492e-02 -9.284480e-01 2.754675e+00,7.943176e-02 -9.203249e-01 2.746513e+00,8.022834e-02 -9.183711e-01 2.743886e+00,7.539619e-02 -8.987530e-01 2.729793e+00,7.018396e-02 -9.107850e-01 2.732150e+00,7.260067e-02 -9.110321e-01 2.730858e+00,8.033527e-02 -8.825155e-01 2.717569e+00,8.454120e-02 -9.063599e-01 2.721113e+00,8.496152e-02 -9.077420e-01 2.720516e+00,8.268081e-02 -8.832990e-01 2.713864e+00,8.326092e-02 -8.786258e-01 2.712408e+00,8.866169e-02 -9.342359e-01 2.722877e+00,8.893709e-02 -9.266398e-01 2.721264e+00,9.001844e-02 -9.234306e-01 2.720812e+00,9.062547e-02 -9.229490e-01 2.721686e+00,9.022515e-02 -9.220670e-01 2.722448e+00,9.040796e-02 -9.220741e-01 2.726529e+00,8.976952e-02 -9.230601e-01 2.731562e+00,9.007224e-02 -9.236243e-01 2.741268e+00,8.983120e-02 -9.236098e-01 2.746761e+00,8.974936e-02 -9.239263e-01 2.752509e+00,8.988023e-02 -9.274355e-01 2.761716e+00,9.019879e-02 -9.274431e-01 2.762468e+00,9.053471e-02 -9.260281e-01 2.762956e+00,9.041532e-02 -9.260794e-01 2.762994e+00,9.013146e-02 -9.268647e-01 2.763665e+00,8.963321e-02 -9.274119e-01 2.766247e+00,8.884906e-02 -9.279283e-01 2.768125e+00,9.005447e-02 -9.051210e-01 2.771457e+00,9.041470e-02 -8.995655e-01 2.771538e+00,9.113029e-02 -9.181340e-01 2.777606e+00,8.940498e-02 -9.223526e-01 2.778267e+00,8.935031e-02 -9.225612e-01 2.778341e+00,8.997718e-02 -9.251605e-01 2.779217e+00,9.052784e-02 -9.260893e-01 2.779525e+00,9.104050e-02 -9.266123e-01 2.779687e+00,9.102455e-02 -9.267201e-01 2.779671e+00,9.117822e-02 -9.277447e-01 2.779866e+00
7.851586e-02 -1.218365e+00 2.759931e+00,8.037364e-02 -1.215797e+00 2.761236e+00,7.854320e-02 -1.221859e+00 2.755800e+00,7.780802e-02 -1.217242e+00 2.759319e+00,7.769939e-02 -1.214704e+00 2.762093e+00,7.796285e-02 -1.216705e+00 2.760686e+00,7.680480e-02 -1.217931e+00 2.759528e+00,7.653003e-02 -1.219458e+00 2.756504e+00,7.523185e-02 -1.222076e+00 2.751097e+00,7.561472e-02 -1.222052e+00 2.750779e+00,7.570400e-02 -1.221628e+00 2.750487e+00,8.140700e-02 -1.211330e+00 2.750053e+00,8.373281e-02 -1.217043e+00 2.747051e+00,8.462201e-02 -1.216666e+00 2.745313e+00,8.463331e-02 -1.212395e+00 2.744213e+00,8.526865e-02 -1.207667e+00 2.743324e+00,8.630821e-02 -1.215377e+00 2.741625e+00,8.680595e-02 -1.215455e+00 2.740905e+00,8.858543e-02 -1.216291e+00 2.740094e+00,8.873980e-02 -1.216272e+00 2.740094e+00,8.888593e-02 -1.216187e+00 2.740221e+00,8.969606e-02 -1.214669e+00 2.741108e+00,8.987563e-02 -1.214919e+00 2.741649e+00,8.375795e-02 -1.224479e+00 2.743602e+00,8.419447e-02 -1.224153e+00 2.753187e+00,8.439592e-02 -1.221845e+00 2.755286e+00,8.432517e-02 -1.215961e+00 2.761560e+00,8.351760e-02 -1.215181e+00 2.764529e+00,8.424090e-02 -1.213118e+00 2.766376e+00,8.414121e-02 -1.213058e+00 2.766336e+00,8.351324e-02 -1.218022e+00 2.763395e+00,8.350436e-02 -1.217991e+00 2.763688e+00,8.269296e-02 -1.217169e+00 2.764302e+00,8.236235e-02 -1.216346e+00 2.766832e+00,8.173512e-02 -1.217759e+00 2.765831e+00,8.445917e-02 -1.215838e+00 2.767940e+00,8.498640e-02 -1.214795e+00 2.767846e+00,8.444373e-02 -1.210435e+00 2.768339e+00,8.419163e-02 -1.212888e+00 2.766006e+00,8.427518e-02 -1.212506e+00 2.767783e+00,8.635287e-02 -1.215057e+00 2.769386e+00,8.618989e-02 -1.215219e+00 2.769033e+00,8.646223e-02 -1.212599e+00 2.770827e+00
6.987567e-02 -1.267567e+00 2.623731e+00,6.991057e-02 -1.267203e+00 2.624606e+00,8.994013e-02 -1.270027e+00 2.632595e+00,8.043006e-02 -1.268399e+00 2.638673e+00,7.595767e-02 -1.266716e+00 2.620896e+00,7.076420e-02 -1.267313e+00 2.621595e+00,6.956772e-02 -1.266567e+00 2.620932e+00,6.749090e-02 -1.267666e+00 2.614476e+00,6.532910e-02 -1.268364e+00 2.614710e+00,6.542219e-02 -1.268306e+00 2.614460e+00,9.524025e-02 -1.271638e+00 2.626046e+00,6.641564e-02 -1.268867e+00 2.625584e+00,6.940197e-02 -1.267576e+00 2.618350e+00,7.064113e-02 -1.267801e+00 2.615789e+00,7.114871e-02 -1.267984e+00 2.615937e+00,7.012528e-02 -1.267739e+00 2.614775e+00,8.937587e-02 -1.267984e+00 2.617733e+00,8.989789e-02 -1.268430e+00 2.613634e+00,8.256922e-02 -1.268805e+00 2.607799e+00,8.071426e-02 -1.269908e+00 2.599602e+00,8.311865e-02 -1.282027e+00 2.633856e+00,9.362050e-02 -1.268153e+00 2.622247e+00,8.591188e-02 -1.267542e+00 2.621793e+00,6.712605e-02 -1.275400e+00 2.625425e+00,6.846485e-02 -1.270167e+00 2.627373e+00,6.927309e-02 -1.269863e+00 2.625822e+00,7.115327e-02 -1.268667e+00 2.615770e+00,7.675391e-02 -1.268959e+00 2.616910e+00,7.482999e-02 -1.265704e+00 2.620532e+00,7.454021e-02 -1.265954e+00 2.620581e+00,7.565784e-02 -1.266359e+00 2.620357e+00,7.572943e-02 -1.265823e+00 2.622249e+00,7.862359e-02 -1.264967e+00 2.629556e+00,7.590108e-02 -1.266136e+00 2.625773e+00,7.622976e-02 -1.266079e+00 2.625253e+00,7.519198e-02 -1.265809e+00 2.626682e+00,7.376963e-02 -1.265743e+00 2.622589e+00,7.317796e-02 -1.265591e+00 2.621837e+00,7.018220e-02 -1.266211e+00 2.615674e+00,7.035397e-02 -1.266029e+00 2.616305e+00,7.330335e-02 -1.266465e+00 2.632586e+00,7.334040e-02 -1.266486e+00 2.631434e+00,7.402515e-02 -1.266949e+00 2.636423e+00
4.135347e-02 -5.193478e-02 2.769872e+00,4.122992e-02 -5.187460e-02 2.768752e+00,4.151918e-02 -5.177869e-02 2.767880e+00,4.082951e-02 -5.136582e-02 2.764227e+00,4.016396e-02 -5.076800e-02 2.762712e+00,4.011721e-02 -5.039265e-02 2.760652e+00,3.997125e-02 -4.906579e-02 2.757504e+00,3.983669e-02 -4.823516e-02 2.756393e+00,3.970594e-02 -4.660178e-02 2.754022e+00,4.031408e-02 -4.637115e-02 2.754924e+00,3.888096e-02 -4.294284e-02 2.750394e+00,3.897137e-02 -4.343065e-02 2.752065e+00,3.536969e-02 -3.637804e-02 2.744562e+00,3.321540e-02 -3.218739e-02 2.741899e+00,3.351400e-02 -3.104050e-02 2.739468e+00,3.343345e-02 -3.039261e-02 2.737638e+00,3.330762e-02 -2.992620e-02 2.734826e+00,3.323533e-02 -3.000420e-02 2.734525e+00,3.331587e-02 -3.053308e-02 2.733865e+00,3.348278e-02 -3.150507e-02 2.733954e+00,3.351205e-02 -3.159634e-02 2.734220e+00,3.285035e-02 -3.334097e-02 2.737831e+00,3.159816e-02 -3.271697e-02 2.741010e+00,3.295967e-02 -3.644533e-02 2.747689e+00,3.406608e-02 -3.711099e-02 2.749510e+00,4.374490e-02 -3.790361e-02 2.764165e+00,4.488543e-02 -4.311809e-02 2.774199e+00,4.455496e-02 -4.367997e-02 2.775736e+00,4.405788e-02 -4.395522e-02 2.776620e+00,4.394188e-02 -4.410415e-02 2.777078e+00,4.410501e-02 -4.428349e-02 2.777522e+00,4.444483e-02 -4.469253e-02 2.778473e+00,4.503453e-02 -4.498220e-02 2.779211e+00,4.592865e-02 -4.633433e-02 2.781920e+00,4.620731e-02 -4.665176e-02 2.782570e+00,4.647741e-02 -4.719271e-02 2.783554e+00,4.694210e-02 -4.817600e-02 2.785218e+00,4.695232e-02 -4.838819e-02 2.785812e+00,4.684943e-02 -4.885659e-02 2.787804e+00,4.682232e-02 -4.923356e-02 2.789203e+00,4.691254e-02 -4.992376e-02 2.791317e+00,4.650890e-02 -5.032740e-02 2.792201e+00,4.608911e-02 -5.093764e-02 2.794034e+00
-1.277741e-01 -5.851550e-01 2.648818e+00,-1.294261e-01 -5.847656e-01 2.648854e+00,-1.298987e-01 -5.866097e-01 2.657200e+00,-1.468812e-01 -5.829395e-01 2.637449e+00,-1.431823e-01 -5.825023e-01 2.635450e+00,-1.465867e-01 -5.817808e-01 2.632199e+00,-1.437355e-01 -5.790559e-01 2.652020e+00,-1.540785e-01 -5.781754e-01 2.655456e+00,-1.671363e-01 -5.601079e-01 2.661671e+00,-1.568978e-01 -5.754204e-01 2.669883e+00,-1.610886e-01 -5.668622e-01 2.672428e+00,-1.547935e-01 -5.727990e-01 2.685522e+00,-1.462781e-01 -5.756689e-01 2.687263e+00,-1.607196e-01 -5.690179e-01 2.711291e+00,-1.665858e-01 -5.686817e-01 2.723476e+00,-1.598268e-01 -5.747992e-01 2.734975e+00,-1.384978e-01 -5.801997e-01 2.731141e+00,-1.334822e-01 -5.813103e-01 2.730474e+00,-1.363016e-01 -5.755429e-01 2.741882e+00,-1.301487e-01 -5.718696e-01 2.738485e+00,-1.465199e-01 -5.421814e-01 2.764180e+00,-1.307853e-01 -5.784215e-01 2.751982e+00,-1.405896e-01 -5.784593e-01 2.754766e+00,-1.533111e-01 -5.722010e-01 2.752149e+00,-1.634948e-01 -5.689762e-01 2.746282e+00,-1.620079e-01 -5.948405e-01 2.730455e+00,-1.665427e-01 -5.945370e-01 2.723453e+00,-1.578882e-01 -5.948159e-01 2.728056e+00,-1.536926e-01 -5.915095e-01 2.715124e+00,-1.472681e-01 -5.917293e-01 2.710457e+00,-1.457281e-01 -5.892727e-01 2.704792e+00,-1.414611e-01 -5.884302e-01 2.698659e+00,-1.407003e-01 -5.852441e-01 2.684059e+00,-1.371533e-01 -5.864479e-01 2.688603e+00,-1.334015e-01 -5.864182e-01 2.687905e+00,-1.330034e-01 -5.846981e-01 2.680016e+00,-1.332657e-01 -5.920991e-01 2.682054e+00,-1.328626e-01 -5.840924e-01 2.677238e+00,-1.199146e-01 -5.863429e-01 2.678462e+00,-1.137470e-01 -5.877265e-01 2.680033e+00,-1.283308e-01 -5.901970e-01 2.675622e+00,-1.326924e-01 -5.901057e-01 2.677955e+00,-1.347415e-01 -5.928558e-01 2.682203e+00
