2.869514e-02 -5.644596e-01 2.758499e+00,2.871952e-02 -5.643613e-01 2.757818e+00,2.826274e-02 -5.643334e-01 2.757400e+00,2.643001e-02 -5.642010e-01 2.756177e+00,1.954870e-02 -5.733745e-01 2.756018e+00,1.966854e-02 -5.740700e-01 2.755797e+00,2.030708e-02 -5.790104e-01 2.754821e+00,2.045292e-02 -5.792220e-01 2.754745e+00,1.715673e-02 -5.630427e-01 2.753039e+00,1.603241e-02 -5.629413e-01 2.753029e+00,1.547915e-02 -5.629750e-01 2.753221e+00,1.374906e-02 -5.628452e-01 2.753760e+00,1.281852e-02 -5.626767e-01 2.754324e+00,1.243264e-02 -5.627283e-01 2.754489e+00,1.264550e-02 -5.623356e-01 2.754516e+00,1.133693e-02 -5.617239e-01 2.755818e+00,1.146698e-02 -5.609112e-01 2.755473e+00,1.161384e-02 -5.603253e-01 2.755474e+00,1.189050e-02 -5.601788e-01 2.755523e+00,1.207300e-02 -5.598913e-01 2.755538e+00,1.238941e-02 -5.598193e-01 2.755428e+00,1.264602e-02 -5.598289e-01 2.755051e+00,1.280890e-02 -5.598075e-01 2.754924e+00,1.282255e-02 -5.597886e-01 2.754884e+00,1.236011e-02 -5.602527e-01 2.755111e+00,1.260157e-02 -5.603555e-01 2.754941e+00,1.230815e-02 -5.605252e-01 2.754939e+00,1.284461e-02 -5.611222e-01 2.755228e+00,1.299028e-02 -5.613817e-01 2.755326e+00,1.344795e-02 -5.615471e-01 2.755617e+00,1.400658e-02 -5.620412e-01 2.755933e+00,1.557400e-02 -5.629433e-01 2.756685e+00,1.815935e-02 -5.638716e-01 2.757995e+00,2.119579e-02 -5.643303e-01 2.759100e+00,2.775913e-02 -5.649371e-01 2.761366e+00,2.831709e-02 -5.649083e-01 2.761462e+00,2.962889e-02 -5.649269e-01 2.761593e+00,3.154203e-02 -5.647066e-01 2.762456e+00,3.172815e-02 -5.647340e-01 2.762455e+00,3.375127e-02 -5.650881e-01 2.762722e+00,3.537021e-02 -5.652186e-01 2.762990e+00,3.604122e-02 -5.652564e-01 2.763078e+00,3.652509e-02 -5.651228e-01 2.762787e+00
2.049948e-01 -5.367345e-01 2.695770e+00,2.059066e-01 -5.375890e-01 2.687995e+00,2.061218e-01 -5.331277e-01 2.664622e+00,1.962740e-01 -5.125352e-01 2.554780e+00,-5.943476e-02 1.510726e-01 2.457881e+00,-7.145856e-02 1.146506e-01 2.449295e+00,-8.556984e-02 -4.752268e-03 2.425702e+00,-5.864144e-02 -9.152394e-02 2.434484e+00,-2.742857e-02 -2.682646e-01 2.433488e+00,3.935330e-02 -3.026895e-01 2.451744e+00,6.879614e-02 -3.296516e-01 2.457708e+00,1.277025e-01 -2.872515e-01 2.443158e+00,1.560544e-01 -2.364158e-01 2.421806e+00,2.245301e-01 -9.216144e-02 2.375819e+00,2.597724e-01 -2.129779e-02 2.393170e+00,3.193800e-01 1.077828e-01 2.442019e+00,3.330469e-01 1.414876e-01 2.466348e+00,3.379385e-01 1.802240e-01 2.501751e+00,3.330148e-01 1.831131e-01 2.510498e+00,3.215938e-01 1.651685e-01 2.518418e+00,3.195806e-01 1.488628e-01 2.513286e+00,3.190736e-01 1.167091e-01 2.515707e+00,3.308029e-01 4.701469e-02 2.511183e+00,3.403561e-01 5.852947e-03 2.498342e+00,3.599189e-01 -1.099798e-01 2.486226e+00,3.708722e-01 -1.796293e-01 2.499486e+00,3.812938e-01 -2.466379e-01 2.514652e+00,3.741270e-01 -3.890651e-01 2.556238e+00,3.581295e-01 -4.558896e-01 2.582156e+00,3.121731e-01 -5.314389e-01 2.653049e+00,2.904248e-01 -5.416551e-01 2.675975e+00,2.762997e-01 -5.322791e-01 2.705053e+00,2.395864e-01 -5.391867e-01 2.718306e+00,2.104660e-01 -5.852239e-01 2.710158e+00,1.970554e-01 -5.809302e-01 2.711841e+00,1.965292e-01 -5.820996e-01 2.709202e+00,1.969590e-01 -5.841050e-01 2.711608e+00,2.089230e-01 -5.327554e-01 2.716304e+00,2.089297e-01 -5.318782e-01 2.714925e+00,2.083187e-01 -5.372664e-01 2.716065e+00,2.082500e-01 -5.334243e-01 2.714653e+00,2.103172e-01 -5.317926e-01 2.714176e+00,2.085740e-01 -5.351688e-01 2.710037e+00
-4.010275e-02 -5.564776e-01 2.724761e+00,-4.007960e-02 -5.563439e-01 2.724280e+00,-4.038426e-02 -5.562892e-01 2.724124e+00,-4.190972e-02 -5.559827e-01 2.723583e+00,-4.851696e-02 -5.679099e-01 2.738133e+00,-4.824758e-02 -5.684942e-01 2.738464e+00,-4.771675e-02 -5.743009e-01 2.737871e+00,-4.738406e-02 -5.744908e-01 2.737966e+00,-4.845822e-02 -5.562148e-01 2.735210e+00,-4.974556e-02 -5.562524e-01 2.734685e+00,-5.047413e-02 -5.563042e-01 2.734357e+00,-5.271730e-02 -5.561577e-01 2.733769e+00,-5.359415e-02 -5.559959e-01 2.733664e+00,-5.442260e-02 -5.562487e-01 2.732956e+00,-5.429751e-02 -5.558416e-01 2.732269e+00,-5.557539e-02 -5.554716e-01 2.732801e+00,-5.563776e-02 -5.551308e-01 2.732439e+00,-5.556457e-02 -5.545568e-01 2.732352e+00,-5.537779e-02 -5.544330e-01 2.732296e+00,-5.528901e-02 -5.542030e-01 2.732230e+00,-5.503365e-02 -5.542066e-01 2.732035e+00,-5.472500e-02 -5.543211e-01 2.731047e+00,-5.456702e-02 -5.540820e-01 2.729960e+00,-5.466351e-02 -5.539668e-01 2.729498e+00,-5.529054e-02 -5.543338e-01 2.728611e+00,-5.505105e-02 -5.542783e-01 2.727987e+00,-5.551588e-02 -5.543190e-01 2.727724e+00,-5.512662e-02 -5.546955e-01 2.727422e+00,-5.508342e-02 -5.547897e-01 2.727353e+00,-5.475886e-02 -5.547361e-01 2.727070e+00,-5.426079e-02 -5.551766e-01 2.727141e+00,-5.290990e-02 -5.559499e-01 2.727187e+00,-5.066817e-02 -5.564862e-01 2.727272e+00,-4.783297e-02 -5.568198e-01 2.727416e+00,-4.111275e-02 -5.568654e-01 2.727858e+00,-4.054432e-02 -5.567656e-01 2.727628e+00,-3.926000e-02 -5.567920e-01 2.727485e+00,-3.742149e-02 -5.564996e-01 2.727943e+00,-3.720685e-02 -5.564637e-01 2.727864e+00,-3.498983e-02 -5.571722e-01 2.728322e+00,-3.348029e-02 -5.572955e-01 2.728519e+00,-3.270630e-02 -5.573372e-01 2.728703e+00,-3.229561e-02 -5.570397e-01 2.728456e+00
1.259104e-03 -9.197380e-01 2.760148e+00,-9.180561e-05 -9.184285e-01 2.759330e+00,2.862252e-03 -9.211433e-01 2.759499e+00,3.691516e-03 -9.234574e-01 2.759935e+00,1.386586e-02 -9.328544e-01 2.762916e+00,1.491742e-02 -9.325790e-01 2.762458e+00,1.559626e-02 -9.321701e-01 2.761962e+00,1.558633e-02 -9.333651e-01 2.761942e+00,1.313836e-02 -9.244462e-01 2.755982e+00,1.139844e-02 -9.213345e-01 2.754377e+00,1.158433e-02 -9.218411e-01 2.754552e+00,9.759336e-03 -9.215699e-01 2.754960e+00,6.354201e-03 -9.178512e-01 2.754704e+00,3.700457e-03 -9.160461e-01 2.754347e+00,3.620151e-03 -9.160540e-01 2.754430e+00,1.864306e-03 -9.154208e-01 2.755677e+00,1.387585e-03 -9.149888e-01 2.755956e+00,2.755019e-03 -9.193708e-01 2.757890e+00,1.895991e-03 -9.183607e-01 2.758237e+00,1.465247e-03 -9.174920e-01 2.758280e+00,2.509118e-03 -9.227891e-01 2.759464e+00,2.944042e-03 -9.245819e-01 2.759929e+00,2.888463e-03 -9.230765e-01 2.760010e+00,1.902052e-03 -9.210255e-01 2.759147e+00,1.907406e-03 -9.210400e-01 2.758863e+00,1.423970e-03 -9.194370e-01 2.758714e+00,5.329929e-04 -9.180052e-01 2.758225e+00,-3.241124e-04 -9.170336e-01 2.758190e+00,-4.576407e-04 -9.164270e-01 2.757949e+00,-2.216470e-03 -9.131167e-01 2.758135e+00,1.878727e-04 -9.217847e-01 2.761466e+00,2.430797e-04 -9.234835e-01 2.762761e+00,3.317962e-04 -9.242680e-01 2.763186e+00,-4.764881e-05 -9.225071e-01 2.762566e+00,-8.478544e-04 -9.204140e-01 2.762775e+00,-4.676653e-04 -9.201255e-01 2.762480e+00,7.256796e-04 -9.216992e-01 2.762750e+00,2.825496e-03 -9.244292e-01 2.763829e+00,3.073625e-03 -9.245509e-01 2.763831e+00,4.996373e-03 -9.242496e-01 2.764565e+00,6.491719e-03 -9.252771e-01 2.765186e+00,6.567220e-03 -9.243068e-01 2.764709e+00,7.580850e-03 -9.224399e-01 2.763879e+00
-3.046882e-02 -1.249623e+00 2.716572e+00,-4.097596e-03 -1.213938e+00 2.761734e+00,-5.158486e-03 -1.212611e+00 2.762489e+00,-2.641266e-02 -1.244655e+00 2.725400e+00,-1.745933e-02 -1.221183e+00 2.756522e+00,-2.502044e-02 -1.250221e+00 2.719632e+00,-1.171051e-02 -1.232821e+00 2.746489e+00,-7.418271e-03 -1.241775e+00 2.745363e+00,-1.259044e-02 -1.225773e+00 2.755202e+00,-1.217866e-02 -1.220429e+00 2.757418e+00,-1.239351e-02 -1.218770e+00 2.759241e+00,-1.189857e-02 -1.219114e+00 2.759574e+00,-1.279191e-02 -1.217914e+00 2.760754e+00,-2.034466e-02 -1.250031e+00 2.712041e+00,-1.791818e-02 -1.222819e+00 2.759739e+00,-2.751847e-02 -1.248119e+00 2.722297e+00,-2.782685e-02 -1.248444e+00 2.722310e+00,-3.003822e-02 -1.251413e+00 2.721189e+00,-3.138511e-02 -1.251893e+00 2.720348e+00,-1.698498e-02 -1.219739e+00 2.761709e+00,-3.714431e-02 -1.254556e+00 2.715571e+00,-3.018713e-02 -1.245524e+00 2.727311e+00,-1.671482e-02 -1.239403e+00 2.739789e+00,-2.133827e-02 -1.225698e+00 2.749169e+00,-1.889048e-02 -1.223968e+00 2.752906e+00,-2.003245e-02 -1.223235e+00 2.753779e+00,-1.952021e-02 -1.224562e+00 2.753098e+00,-1.923734e-02 -1.226098e+00 2.754058e+00,-1.703499e-02 -1.226688e+00 2.753148e+00,-1.575779e-02 -1.226578e+00 2.753842e+00,-3.139224e-02 -1.253406e+00 2.721447e+00,-8.056260e-03 -1.220847e+00 2.759748e+00,-1.554226e-02 -1.224511e+00 2.753750e+00,-6.731615e-03 -1.248739e+00 2.744361e+00,-1.000428e-02 -1.228941e+00 2.756605e+00,-1.087738e-02 -1.226170e+00 2.757886e+00,-1.117069e-02 -1.222669e+00 2.758388e+00,-1.372743e-02 -1.221810e+00 2.757163e+00,-1.330115e-02 -1.220147e+00 2.757655e+00,-1.034793e-02 -1.215885e+00 2.767596e+00,-1.126827e-02 -1.213371e+00 2.767153e+00,-1.073222e-02 -1.217714e+00 2.761372e+00,-9.192932e-03 -1.218016e+00 2.761557e+00
1.768967e-02 -1.280279e+00 2.611502e+00,3.696163e-03 -1.266510e+00 2.632007e+00,3.244311e-03 -1.266524e+00 2.630941e+00,1.028009e-02 -1.277559e+00 2.615330e+00,3.883781e-03 -1.266920e+00 2.613927e+00,1.376254e-02 -1.275239e+00 2.606374e+00,8.109310e-03 -1.268631e+00 2.627441e+00,8.088858e-03 -1.269480e+00 2.625964e+00,-9.806309e-03 -1.273587e+00 2.609673e+00,-1.783174e-03 -1.270242e+00 2.611188e+00,6.449830e-04 -1.268725e+00 2.619386e+00,-1.555024e-03 -1.270156e+00 2.630536e+00,-1.480048e-03 -1.269850e+00 2.630732e+00,2.144863e-02 -1.277333e+00 2.601211e+00,2.721976e-03 -1.271299e+00 2.631074e+00,1.018756e-02 -1.282542e+00 2.613367e+00,-3.059729e-02 -1.276780e+00 2.601769e+00,-6.321060e-03 -1.278702e+00 2.603223e+00,4.015228e-03 -1.284970e+00 2.609567e+00,1.084857e-02 -1.268062e+00 2.630181e+00,-3.885828e-02 -1.277050e+00 2.592531e+00,-2.646036e-02 -1.271140e+00 2.605498e+00,-8.894376e-03 -1.268873e+00 2.614424e+00,-9.424102e-03 -1.268768e+00 2.619853e+00,-2.001422e-03 -1.267261e+00 2.634992e+00,-1.278183e-03 -1.267680e+00 2.633508e+00,-2.630736e-03 -1.267016e+00 2.631646e+00,-4.309180e-03 -1.266748e+00 2.633221e+00,-3.175333e-03 -1.266991e+00 2.629102e+00,-2.575410e-03 -1.265853e+00 2.636492e+00,1.174179e-02 -1.279561e+00 2.610958e+00,-2.160660e-03 -1.266275e+00 2.636420e+00,-1.112986e-03 -1.266938e+00 2.634200e+00,1.462875e-05 -1.273663e+00 2.622677e+00,9.812300e-03 -1.267785e+00 2.644213e+00,1.272846e-03 -1.265562e+00 2.634453e+00,1.347889e-03 -1.265881e+00 2.629752e+00,-3.852292e-02 -1.255314e+00 2.642890e+00,7.656097e-03 -1.262695e+00 2.613281e+00,1.066681e-02 -1.265357e+00 2.622041e+00,1.000762e-02 -1.265673e+00 2.622740e+00,9.028188e-03 -1.265945e+00 2.622783e+00,4.076126e-03 -1.266759e+00 2.624699e+00
9.678055e-02 -5.584939e-01 2.723102e+00,9.680283e-02 -5.584381e-01 2.722306e+00,9.618768e-02 -5.584435e-01 2.721582e+00,9.405722e-02 -5.585068e-01 2.719638e+00,8.683418e-02 -5.671422e-01 2.704832e+00,8.684158e-02 -5.677203e-01 2.703981e+00,8.749648e-02 -5.707676e-01 2.702796e+00,8.753741e-02 -5.709231e-01 2.702600e+00,8.130688e-02 -5.525021e-01 2.699279e+00,8.022457e-02 -5.528052e-01 2.700327e+00,7.959598e-02 -5.533874e-01 2.701998e+00,7.816623e-02 -5.538225e-01 2.704483e+00,7.731744e-02 -5.539519e-01 2.706319e+00,7.724929e-02 -5.541765e-01 2.707690e+00,7.816193e-02 -5.534589e-01 2.708668e+00,7.741619e-02 -5.530013e-01 2.710736e+00,7.794937e-02 -5.516765e-01 2.710364e+00,7.819127e-02 -5.512545e-01 2.710382e+00,7.862856e-02 -5.511597e-01 2.710540e+00,7.896494e-02 -5.509284e-01 2.710610e+00,7.940316e-02 -5.508252e-01 2.710549e+00,7.963766e-02 -5.508282e-01 2.710445e+00,8.006687e-02 -5.510083e-01 2.710824e+00,8.017199e-02 -5.510388e-01 2.710980e+00,7.954144e-02 -5.523063e-01 2.712889e+00,7.997741e-02 -5.526141e-01 2.713003e+00,7.970028e-02 -5.529890e-01 2.713288e+00,8.067773e-02 -5.541223e-01 2.714857e+00,8.099112e-02 -5.546119e-01 2.715266e+00,8.176260e-02 -5.551630e-01 2.716601e+00,8.224180e-02 -5.555400e-01 2.717000e+00,8.393380e-02 -5.564261e-01 2.718422e+00,8.679571e-02 -5.577036e-01 2.721032e+00,8.993540e-02 -5.581740e-01 2.722992e+00,9.617305e-02 -5.592234e-01 2.726823e+00,9.679636e-02 -5.592366e-01 2.727226e+00,9.803684e-02 -5.592116e-01 2.727539e+00,9.987077e-02 -5.590296e-01 2.728685e+00,1.000414e-01 -5.591089e-01 2.728733e+00,1.018347e-01 -5.591643e-01 2.728785e+00,1.034498e-01 -5.592611e-01 2.729066e+00,1.039947e-01 -5.592780e-01 2.729047e+00,1.045136e-01 -5.592426e-01 2.728654e+00
4.776100e-02 -9.302968e-01 2.765014e+00,4.644295e-02 -9.305791e-01 2.764819e+00,4.508811e-02 -9.353873e-01 2.764485e+00,4.369755e-02 -9.377571e-01 2.764270e+00,4.810719e-02 -9.414628e-01 2.766476e+00,4.900229e-02 -9.396991e-01 2.765511e+00,4.849825e-02 -9.413201e-01 2.765382e+00,4.865211e-02 -9.414630e-01 2.765271e+00,5.364799e-02 -9.370653e-01 2.762295e+00,5.596587e-02 -9.328358e-01 2.760938e+00,5.647638e-02 -9.311829e-01 2.760377e+00,5.022870e-02 -9.322076e-01 2.759738e+00,4.891217e-02 -9.132364e-01 2.757524e+00,4.390428e-02 -9.237027e-01 2.760149e+00,4.102206e-02 -9.317359e-01 2.762481e+00,4.281003e-02 -9.192909e-01 2.762417e+00,5.351495e-02 -8.909206e-01 2.756039e+00,5.001159e-02 -8.968373e-01 2.758353e+00,4.436444e-02 -9.266293e-01 2.764140e+00,3.896851e-02 -9.341481e-01 2.765631e+00,3.944677e-02 -9.338019e-01 2.765430e+00,3.987194e-02 -9.336066e-01 2.765037e+00,4.308403e-02 -9.209615e-01 2.763445e+00,4.273212e-02 -9.223181e-01 2.763181e+00,4.225969e-02 -9.309030e-01 2.764790e+00,4.111813e-02 -9.319696e-01 2.764959e+00,4.253295e-02 -9.227200e-01 2.762800e+00,3.924747e-02 -9.304522e-01 2.764243e+00,3.968864e-02 -9.314694e-01 2.764786e+00,4.485128e-02 -9.218398e-01 2.764407e+00,4.634834e-02 -9.186303e-01 2.764797e+00,4.499565e-02 -9.242820e-01 2.766485e+00,4.513636e-02 -9.273846e-01 2.766873e+00,4.578254e-02 -9.248136e-01 2.767087e+00,4.547238e-02 -9.304499e-01 2.768090e+00,4.536168e-02 -9.305916e-01 2.767930e+00,4.554610e-02 -9.307156e-01 2.768261e+00,4.220912e-02 -9.371583e-01 2.769571e+00,4.251166e-02 -9.362112e-01 2.769310e+00,7.231631e-02 -9.090402e-01 2.766241e+00,7.275540e-02 -9.086856e-01 2.766415e+00,7.328933e-02 -9.084754e-01 2.766570e+00,7.372086e-02 -9.082739e-01 2.766612e+00
6.260972e-02 -1.230657e+00 2.758201e+00,6.274232e-02 -1.230985e+00 2.757725e+00,6.147261e-02 -1.231258e+00 2.757727e+00,6.113029e-02 -1.230954e+00 2.758246e+00,6.337745e-02 -1.220788e+00 2.760232e+00,6.305540e-02 -1.221412e+00 2.759242e+00,6.310738e-02 -1.219809e+00 2.761373e+00,6.292098e-02 -1.219812e+00 2.761533e+00,6.295933e-02 -1.227162e+00 2.755596e+00,6.253350e-02 -1.226578e+00 2.756151e+00,6.134936e-02 -1.224905e+00 2.757356e+00,6.269760e-02 -1.224942e+00 2.757769e+00,6.229784e-02 -1.225120e+00 2.757578e+00,6.235919e-02 -1.223925e+00 2.757841e+00,6.239391e-02 -1.223909e+00 2.758514e+00,6.387234e-02 -1.224336e+00 2.758778e+00,6.346585e-02 -1.224393e+00 2.758191e+00,6.210309e-02 -1.231784e+00 2.756398e+00,6.175253e-02 -1.230057e+00 2.757040e+00,6.104087e-02 -1.228546e+00 2.758425e+00,6.094612e-02 -1.228407e+00 2.758677e+00,6.113517e-02 -1.229318e+00 2.757501e+00,6.221428e-02 -1.226553e+00 2.758394e+00,9.118674e-02 -1.254018e+00 2.724366e+00,6.383948e-02 -1.236681e+00 2.752762e+00,6.334613e-02 -1.236052e+00 2.752896e+00,6.257106e-02 -1.232808e+00 2.755424e+00,6.285439e-02 -1.231645e+00 2.758145e+00,6.285835e-02 -1.230262e+00 2.759641e+00,6.273554e-02 -1.230017e+00 2.759671e+00,6.288321e-02 -1.229933e+00 2.759801e+00,5.886897e-02 -1.224922e+00 2.763535e+00,5.888016e-02 -1.226184e+00 2.762185e+00,5.921095e-02 -1.227568e+00 2.760408e+00,6.136269e-02 -1.226760e+00 2.759716e+00,6.122926e-02 -1.226577e+00 2.760077e+00,6.160863e-02 -1.226594e+00 2.760440e+00,6.065084e-02 -1.228409e+00 2.758528e+00,6.075056e-02 -1.227973e+00 2.758456e+00,6.141709e-02 -1.228385e+00 2.758696e+00,6.150893e-02 -1.228408e+00 2.758892e+00,6.144901e-02 -1.227800e+00 2.759517e+00,6.150446e-02 -1.228280e+00 2.759674e+00
5.993148e-02 -1.267992e+00 2.630058e+00,7.270598e-02 -1.270785e+00 2.631471e+00,7.112923e-02 -1.269600e+00 2.627979e+00,6.473804e-02 -1.270339e+00 2.633288e+00,5.557021e-02 -1.269655e+00 2.622297e+00,5.760510e-02 -1.269616e+00 2.626853e+00,6.754357e-02 -1.271343e+00 2.626629e+00,6.796373e-02 -1.271919e+00 2.639873e+00,4.852092e-02 -1.270246e+00 2.625528e+00,5.477110e-02 -1.268486e+00 2.615840e+00,5.459020e-02 -1.267934e+00 2.617606e+00,5.490874e-02 -1.270478e+00 2.619331e+00,5.344737e-02 -1.270845e+00 2.612848e+00,4.818772e-02 -1.270379e+00 2.616407e+00,5.758305e-02 -1.271967e+00 2.625938e+00,5.603813e-02 -1.270606e+00 2.620728e+00,5.384111e-02 -1.270585e+00 2.621220e+00,5.128728e-02 -1.269245e+00 2.622940e+00,5.505554e-02 -1.269344e+00 2.618227e+00,5.803416e-02 -1.268749e+00 2.622042e+00,6.171422e-02 -1.269029e+00 2.627304e+00,2.987284e-02 -1.258497e+00 2.603007e+00,5.554217e-02 -1.267424e+00 2.624593e+00,4.747573e-02 -1.275589e+00 2.611406e+00,5.446611e-02 -1.269911e+00 2.626152e+00,5.450587e-02 -1.269778e+00 2.626615e+00,5.321167e-02 -1.268691e+00 2.623637e+00,5.403777e-02 -1.268857e+00 2.617447e+00,5.212784e-02 -1.269649e+00 2.621489e+00,5.643911e-02 -1.269005e+00 2.621384e+00,5.667890e-02 -1.269211e+00 2.621523e+00,5.539728e-02 -1.268780e+00 2.618319e+00,5.717134e-02 -1.269681e+00 2.627268e+00,5.725134e-02 -1.270028e+00 2.629088e+00,6.304930e-02 -1.268604e+00 2.624097e+00,6.287139e-02 -1.268423e+00 2.625637e+00,6.069624e-02 -1.268145e+00 2.630556e+00,6.131986e-02 -1.267884e+00 2.619645e+00,6.114791e-02 -1.267821e+00 2.617528e+00,6.104731e-02 -1.268910e+00 2.625458e+00,6.231190e-02 -1.268661e+00 2.624277e+00,6.106134e-02 -1.268866e+00 2.626749e+00,6.198485e-02 -1.268786e+00 2.625633e+00
2.634791e-02 -5.773879e-02 2.793651e+00,2.664286e-02 -5.772527e-02 2.793657e+00,2.684825e-02 -5.776550e-02 2.793673e+00,2.727618e-02 -5.769363e-02 2.794241e+00,2.563075e-02 -6.409318e-02 2.796839e+00,2.545703e-02 -6.484867e-02 2.796260e+00,3.310343e-02 -5.722665e-02 2.795485e+00,3.268644e-02 -5.741941e-02 2.798431e+00,3.198377e-02 -5.837210e-02 2.801301e+00,2.996478e-02 -5.802462e-02 2.802647e+00,2.856820e-02 -5.753461e-02 2.803982e+00,2.496447e-02 -5.647710e-02 2.805967e+00,2.388555e-02 -5.644869e-02 2.806880e+00,2.259116e-02 -5.606884e-02 2.806894e+00,2.170594e-02 -5.578163e-02 2.806523e+00,2.112118e-02 -5.542155e-02 2.806059e+00,2.057596e-02 -5.507484e-02 2.805294e+00,1.955795e-02 -5.426694e-02 2.804488e+00,1.925609e-02 -5.421858e-02 2.804343e+00,1.885656e-02 -5.409744e-02 2.803953e+00,1.871738e-02 -5.415113e-02 2.803865e+00,1.829538e-02 -5.421596e-02 2.803501e+00,1.787321e-02 -5.440242e-02 2.803431e+00,1.778256e-02 -5.439699e-02 2.803383e+00,1.710068e-02 -5.444708e-02 2.803104e+00,1.691275e-02 -5.456727e-02 2.802913e+00,1.675362e-02 -5.467496e-02 2.802771e+00,1.679233e-02 -5.483704e-02 2.802559e+00,1.688713e-02 -5.498324e-02 2.802308e+00,1.753529e-02 -5.496730e-02 2.801682e+00,1.902829e-02 -5.513751e-02 2.801310e+00,1.998434e-02 -5.546484e-02 2.800826e+00,2.218637e-02 -5.549022e-02 2.799548e+00,2.350668e-02 -5.534256e-02 2.799067e+00,2.592335e-02 -5.551074e-02 2.798662e+00,2.685561e-02 -5.535545e-02 2.798381e+00,2.727280e-02 -5.535018e-02 2.798218e+00,2.836697e-02 -5.535044e-02 2.798308e+00,2.897078e-02 -5.544329e-02 2.797905e+00,3.021123e-02 -5.601568e-02 2.798035e+00,3.071286e-02 -5.617799e-02 2.797918e+00,3.140923e-02 -5.638604e-02 2.797787e+00,3.251126e-02 -5.700904e-02 2.797675e+00
-1.366145e-01 -6.037595e-01 2.671476e+00,-1.362742e-01 -6.022525e-01 2.664810e+00,-1.436606e-01 -6.004531e-01 2.667477e+00,-1.442110e-01 -5.962787e-01 2.668281e+00,-1.448261e-01 -5.964811e-01 2.665980e+00,-1.464331e-01 -5.938393e-01 2.662232e+00,-1.380393e-01 -6.058690e-01 2.675475e+00,-1.208310e-01 -6.110992e-01 2.671805e+00,-1.359198e-01 -6.006668e-01 2.657809e+00,-1.412576e-01 -6.028509e-01 2.667475e+00,-1.488079e-01 -5.978770e-01 2.672229e+00,-1.553557e-01 -5.999216e-01 2.684679e+00,-1.557983e-01 -6.023852e-01 2.686957e+00,-1.511856e-01 -6.069105e-01 2.695584e+00,-1.495748e-01 -6.070552e-01 2.686140e+00,-1.582829e-01 -6.003934e-01 2.688979e+00,-1.449937e-01 -6.083447e-01 2.691808e+00,-1.551038e-01 -5.902148e-01 2.680288e+00,-1.545148e-01 -6.000620e-01 2.687480e+00,-1.567502e-01 -6.040170e-01 2.683474e+00,-1.618671e-01 -5.971590e-01 2.677228e+00,-1.558008e-01 -5.967447e-01 2.667227e+00,-1.490690e-01 -6.050247e-01 2.677140e+00,-1.378753e-01 -6.124315e-01 2.672467e+00,-1.488567e-01 -5.970156e-01 2.673813e+00,-1.363361e-01 -6.097788e-01 2.666135e+00,-1.300192e-01 -6.170139e-01 2.660961e+00,-1.437520e-01 -6.031520e-01 2.668807e+00,-1.475031e-01 -5.962952e-01 2.667480e+00,-1.499169e-01 -5.963168e-01 2.670647e+00,-1.494067e-01 -5.941833e-01 2.661147e+00,-1.496540e-01 -5.953135e-01 2.666147e+00,-1.382186e-01 -5.918357e-01 2.673125e+00,-1.382099e-01 -5.917948e-01 2.672943e+00,-1.432671e-01 -5.922857e-01 2.671486e+00,-1.438587e-01 -5.915832e-01 2.671042e+00,-1.413139e-01 -5.925428e-01 2.677155e+00,-1.312573e-01 -5.971082e-01 2.675628e+00,-1.350652e-01 -5.946022e-01 2.669057e+00,-1.406630e-01 -5.836270e-01 2.668768e+00,-1.453517e-01 -5.862259e-01 2.662090e+00,-1.407117e-01 -5.838467e-01 2.669768e+00,-1.407155e-01 -5.932324e-01 2.656816e+00
