1.246370e-02 -4.834785e-01 2.851889e+00,1.247140e-02 -4.834571e-01 2.851669e+00,1.233550e-02 -4.833939e-01 2.851179e+00,1.173943e-02 -4.834287e-01 2.850870e+00,1.147037e-02 -4.834150e-01 2.850705e+00,9.710854e-03 -4.829714e-01 2.849229e+00,9.187578e-03 -4.828630e-01 2.848759e+00,8.317173e-03 -4.828317e-01 2.848481e+00,7.871369e-03 -4.826967e-01 2.848071e+00,7.298911e-03 -4.824304e-01 2.847663e+00,7.044689e-03 -4.820418e-01 2.847010e+00,6.935463e-03 -4.819213e-01 2.846636e+00,6.890445e-03 -4.819452e-01 2.846214e+00,6.160473e-03 -4.818175e-01 2.845031e+00,5.822575e-03 -4.815246e-01 2.844459e+00,4.443408e-03 -4.807489e-01 2.843722e+00,4.708870e-03 -4.796981e-01 2.842940e+00,3.597317e-03 -4.779530e-01 2.841591e+00,3.091813e-03 -4.759098e-01 2.840365e+00,3.355623e-03 -4.751698e-01 2.840114e+00,3.887976e-03 -4.725253e-01 2.839229e+00,3.892020e-03 -4.708117e-01 2.839266e+00,4.730207e-03 -4.686578e-01 2.838790e+00,6.294157e-03 -4.620212e-01 2.838820e+00,6.983616e-03 -4.591537e-01 2.838677e+00,7.583563e-03 -4.584278e-01 2.838678e+00,8.266215e-03 -4.581186e-01 2.838627e+00,8.611156e-03 -4.581572e-01 2.838545e+00,8.710133e-03 -4.584079e-01 2.838559e+00,8.813564e-03 -4.592702e-01 2.838493e+00,9.059784e-03 -4.599230e-01 2.838746e+00,7.843859e-03 -4.630387e-01 2.838733e+00,7.383354e-03 -4.658333e-01 2.838801e+00,5.666831e-03 -4.675357e-01 2.838857e+00,5.182872e-03 -4.685412e-01 2.838577e+00,2.619489e-03 -4.713803e-01 2.838671e+00,1.419880e-03 -4.724782e-01 2.838559e+00,1.061061e-03 -4.736976e-01 2.838373e+00,9.826599e-04 -4.743810e-01 2.838536e+00,1.122130e-03 -4.748331e-01 2.838535e+00,1.498407e-03 -4.756731e-01 2.838701e+00,1.928779e-03 -4.760323e-01 2.838863e+00,2.758939e-03 -4.764557e-01 2.838765e+00,2.741255e-03 -4.767059e-01 2.838655e+00,2.753333e-03 -4.768107e-01 2.838506e+00,2.857255e-03 -4.769642e-01 2.838402e+00,3.759423e-03 -4.774809e-01 2.837871e+00,3.642547e-03 -4.776056e-01 2.837793e+00,4.117050e-03 -4.778571e-01 2.837178e+00
2.322370e-01 -4.862399e-01 2.714503e+00,2.317111e-01 -4.870070e-01 2.713220e+00,2.353801e-01 -4.860373e-01 2.708981e+00,2.438408e-01 -4.751301e-01 2.698883e+00,2.478317e-01 -4.654079e-01 2.679168e+00,2.739436e-01 -4.133351e-01 2.644491e+00,2.909478e-01 -3.700695e-01 2.627414e+00,3.058596e-01 -3.221132e-01 2.608556e+00,3.381035e-01 -1.952864e-01 2.591230e+00,3.465054e-01 -1.240866e-01 2.597042e+00,3.441735e-01 1.719890e-02 2.656033e+00,3.370208e-01 7.944953e-02 2.683370e+00,3.228992e-01 1.371703e-01 2.709405e+00,2.878576e-01 2.207475e-01 2.768559e+00,2.654938e-01 2.508123e-01 2.801503e+00,2.473570e-01 2.362853e-01 2.791604e+00,2.396555e-01 2.432212e-01 2.790267e+00,2.266303e-01 2.602003e-01 2.786616e+00,1.791679e-01 3.358130e-01 2.764313e+00,1.997199e-01 3.588579e-01 2.709953e+00,1.932421e-01 4.177819e-01 2.622553e+00,1.839129e-01 4.848823e-01 2.589841e+00,1.830316e-01 5.324292e-01 2.528469e+00,1.847332e-01 4.671158e-01 2.420077e+00,1.744956e-01 4.051045e-01 2.383629e+00,1.707045e-01 3.960395e-01 2.366143e+00,1.636462e-01 3.711616e-01 2.355718e+00,1.657944e-01 3.532211e-01 2.354486e+00,1.652902e-01 3.340058e-01 2.350865e+00,1.691140e-01 2.775770e-01 2.347296e+00,1.637015e-01 2.393455e-01 2.355152e+00,1.690634e-01 1.353096e-01 2.404226e+00,1.787275e-01 6.461766e-02 2.438554e+00,1.680176e-01 -9.838147e-02 2.462625e+00,1.766409e-01 -1.755803e-01 2.490345e+00,1.948029e-01 -3.051151e-01 2.557384e+00,1.935997e-01 -3.732234e-01 2.583144e+00,2.018971e-01 -4.458111e-01 2.653198e+00,2.120301e-01 -4.647636e-01 2.670457e+00,2.179604e-01 -4.737490e-01 2.694970e+00,2.250803e-01 -4.888317e-01 2.725177e+00,2.182014e-01 -4.945908e-01 2.735918e+00,2.076882e-01 -4.938463e-01 2.746212e+00,2.026923e-01 -4.931372e-01 2.744555e+00,1.964906e-01 -4.949340e-01 2.742310e+00,1.970004e-01 -4.954349e-01 2.741945e+00,1.971243e-01 -4.956735e-01 2.740193e+00,1.976193e-01 -4.951801e-01 2.739048e+00,1.978120e-01 -4.946356e-01 2.739201e+00
-6.071794e-02 -4.790193e-01 2.812070e+00,-6.074047e-02 -4.789538e-01 2.811621e+00,-6.091389e-02 -4.788295e-01 2.810954e+00,-6.164087e-02 -4.787920e-01 2.810374e+00,-6.193718e-02 -4.787802e-01 2.810010e+00,-6.404500e-02 -4.783149e-01 2.807683e+00,-6.473627e-02 -4.780856e-01 2.806681e+00,-6.573441e-02 -4.778657e-01 2.805484e+00,-6.632891e-02 -4.774148e-01 2.803663e+00,-6.684077e-02 -4.766721e-01 2.802238e+00,-6.650089e-02 -4.757987e-01 2.799525e+00,-6.633759e-02 -4.754721e-01 2.798354e+00,-6.614716e-02 -4.754845e-01 2.797366e+00,-6.635734e-02 -4.753648e-01 2.795384e+00,-6.658853e-02 -4.750021e-01 2.794782e+00,-6.766085e-02 -4.742085e-01 2.794328e+00,-6.737551e-02 -4.735886e-01 2.794188e+00,-6.817593e-02 -4.722806e-01 2.794330e+00,-6.888960e-02 -4.705731e-01 2.795533e+00,-6.893887e-02 -4.700162e-01 2.796616e+00,-6.892683e-02 -4.682170e-01 2.800638e+00,-6.948921e-02 -4.663134e-01 2.803941e+00,-6.916860e-02 -4.651785e-01 2.805090e+00,-6.797460e-02 -4.602758e-01 2.808608e+00,-6.730498e-02 -4.575597e-01 2.809797e+00,-6.683376e-02 -4.569640e-01 2.810234e+00,-6.614818e-02 -4.569089e-01 2.810403e+00,-6.595036e-02 -4.570381e-01 2.810380e+00,-6.590399e-02 -4.573776e-01 2.810344e+00,-6.585652e-02 -4.583042e-01 2.809868e+00,-6.564835e-02 -4.587871e-01 2.809551e+00,-6.692770e-02 -4.613029e-01 2.807675e+00,-6.696481e-02 -4.638607e-01 2.806604e+00,-6.843344e-02 -4.653096e-01 2.805440e+00,-6.899624e-02 -4.663365e-01 2.804031e+00,-7.133478e-02 -4.679520e-01 2.802092e+00,-7.241099e-02 -4.685935e-01 2.801006e+00,-7.280990e-02 -4.693991e-01 2.799596e+00,-7.283167e-02 -4.697400e-01 2.799212e+00,-7.269658e-02 -4.700351e-01 2.798844e+00,-7.215247e-02 -4.707391e-01 2.798517e+00,-7.150562e-02 -4.710590e-01 2.798469e+00,-7.051087e-02 -4.716015e-01 2.798022e+00,-7.047392e-02 -4.717859e-01 2.797813e+00,-7.049042e-02 -4.718573e-01 2.797615e+00,-7.042025e-02 -4.719976e-01 2.797570e+00,-6.924626e-02 -4.725696e-01 2.796921e+00,-6.928298e-02 -4.726467e-01 2.796901e+00,-6.896154e-02 -4.728692e-01 2.796465e+00
-1.031370e-01 -8.051375e-01 2.813640e+00,-1.033098e-01 -8.051276e-01 2.813583e+00,-1.017304e-01 -8.007836e-01 2.811867e+00,-1.019845e-01 -8.013005e-01 2.811903e+00,-1.027327e-01 -8.032668e-01 2.811658e+00,-1.040464e-01 -8.080436e-01 2.811285e+00,-1.042821e-01 -8.081579e-01 2.811080e+00,-1.044184e-01 -8.079989e-01 2.810912e+00,-1.049568e-01 -8.090069e-01 2.810642e+00,-1.013358e-01 -8.043769e-01 2.807886e+00,-1.035982e-01 -8.084067e-01 2.807707e+00,-1.037377e-01 -8.078323e-01 2.807078e+00,-1.051017e-01 -8.082726e-01 2.807030e+00,-1.070021e-01 -8.108102e-01 2.806552e+00,-1.067651e-01 -8.105812e-01 2.806191e+00,-1.021499e-01 -8.054088e-01 2.804061e+00,-1.033978e-01 -8.062904e-01 2.803856e+00,-1.012108e-01 -8.032025e-01 2.803068e+00,-9.906723e-02 -8.005889e-01 2.802520e+00,-9.729746e-02 -7.961626e-01 2.802067e+00,-9.962168e-02 -7.984242e-01 2.803382e+00,-9.686404e-02 -7.965403e-01 2.802772e+00,-9.484914e-02 -7.947158e-01 2.802823e+00,-9.098836e-02 -7.900521e-01 2.801211e+00,-8.968033e-02 -7.880984e-01 2.801168e+00,-8.828258e-02 -7.863159e-01 2.800731e+00,-8.708512e-02 -7.856393e-01 2.800681e+00,-8.686220e-02 -7.850275e-01 2.800241e+00,-8.689167e-02 -7.848573e-01 2.800173e+00,-8.734766e-02 -7.857847e-01 2.800324e+00,-9.699935e-02 -8.011330e-01 2.805465e+00,-9.937988e-02 -8.032734e-01 2.806285e+00,-1.008548e-01 -8.055215e-01 2.806857e+00,-1.034047e-01 -8.107284e-01 2.808851e+00,-1.035903e-01 -8.088247e-01 2.808456e+00,-1.045864e-01 -8.074971e-01 2.808394e+00,-1.047273e-01 -8.075550e-01 2.808300e+00,-1.050341e-01 -8.095759e-01 2.807977e+00,-9.982529e-02 -7.952804e-01 2.805234e+00,-1.002823e-01 -7.957079e-01 2.805417e+00,-1.045664e-01 -8.038551e-01 2.807509e+00,-1.050109e-01 -8.050761e-01 2.807708e+00,-1.051124e-01 -8.059524e-01 2.807889e+00,-1.039548e-01 -8.076617e-01 2.808061e+00,-1.007740e-01 -8.016553e-01 2.806174e+00,-1.024012e-01 -8.053468e-01 2.807481e+00,-9.892344e-02 -8.058950e-01 2.806830e+00,-9.939370e-02 -8.063012e-01 2.807050e+00,-1.000948e-01 -8.060788e-01 2.806778e+00
-9.852935e-02 -1.183676e+00 2.812922e+00,-9.756222e-02 -1.176844e+00 2.814506e+00,-9.743888e-02 -1.178589e+00 2.815732e+00,-9.772770e-02 -1.181707e+00 2.814655e+00,-9.774385e-02 -1.181754e+00 2.814670e+00,-9.854319e-02 -1.183163e+00 2.814117e+00,-9.861044e-02 -1.183164e+00 2.814080e+00,-9.904145e-02 -1.172069e+00 2.813699e+00,-9.894148e-02 -1.172584e+00 2.814760e+00,-1.001228e-01 -1.178391e+00 2.812817e+00,-1.000680e-01 -1.181876e+00 2.812522e+00,-1.001022e-01 -1.182257e+00 2.812404e+00,-9.998848e-02 -1.182747e+00 2.812479e+00,-1.002580e-01 -1.185377e+00 2.811778e+00,-1.005832e-01 -1.184701e+00 2.812218e+00,-1.005381e-01 -1.184971e+00 2.812057e+00,-1.005155e-01 -1.185009e+00 2.812029e+00,-1.005926e-01 -1.184919e+00 2.811988e+00,-1.007370e-01 -1.184880e+00 2.812012e+00,-1.005303e-01 -1.184898e+00 2.812088e+00,-1.005220e-01 -1.184796e+00 2.811877e+00,-1.002229e-01 -1.184825e+00 2.811978e+00,-1.001052e-01 -1.185133e+00 2.812272e+00,-9.978398e-02 -1.185405e+00 2.812619e+00,-9.939349e-02 -1.184776e+00 2.812952e+00,-9.929022e-02 -1.185375e+00 2.812752e+00,-9.924061e-02 -1.187341e+00 2.811065e+00,-9.910642e-02 -1.187458e+00 2.810946e+00,-9.908607e-02 -1.186377e+00 2.811279e+00,-9.959415e-02 -1.183912e+00 2.811591e+00,-9.958582e-02 -1.184058e+00 2.811440e+00,-9.965505e-02 -1.184184e+00 2.811422e+00,-9.968437e-02 -1.183980e+00 2.811543e+00,-9.987427e-02 -1.184161e+00 2.811196e+00,-9.849574e-02 -1.173295e+00 2.814993e+00,-9.898217e-02 -1.177351e+00 2.814091e+00,-9.915975e-02 -1.177852e+00 2.813996e+00,-9.968453e-02 -1.181956e+00 2.813269e+00,-9.971102e-02 -1.182057e+00 2.813264e+00,-9.979800e-02 -1.181724e+00 2.813086e+00,-9.953942e-02 -1.180204e+00 2.813385e+00,-9.941790e-02 -1.180848e+00 2.812850e+00,-9.864970e-02 -1.180988e+00 2.815032e+00,-9.958611e-02 -1.188334e+00 2.811053e+00,-9.928977e-02 -1.187265e+00 2.811248e+00,-9.943902e-02 -1.186395e+00 2.811806e+00,-9.950473e-02 -1.184504e+00 2.812405e+00,-9.977366e-02 -1.184564e+00 2.812126e+00,-9.956215e-02 -1.186017e+00 2.811962e+00
-1.193897e-01 -1.242679e+00 2.665630e+00,-1.182975e-01 -1.242386e+00 2.683287e+00,-1.251156e-01 -1.239729e+00 2.661654e+00,-1.285754e-01 -1.242296e+00 2.669831e+00,-1.241880e-01 -1.242571e+00 2.667381e+00,-1.240433e-01 -1.242180e+00 2.666663e+00,-1.259031e-01 -1.241153e+00 2.663920e+00,-1.252460e-01 -1.240861e+00 2.668943e+00,-1.172868e-01 -1.241325e+00 2.677847e+00,-1.178352e-01 -1.241289e+00 2.672863e+00,-1.268067e-01 -1.242957e+00 2.662805e+00,-1.229501e-01 -1.241725e+00 2.672215e+00,-1.206066e-01 -1.241536e+00 2.678554e+00,-1.337262e-01 -1.241665e+00 2.660025e+00,-1.251265e-01 -1.241946e+00 2.671651e+00,-1.177779e-01 -1.242671e+00 2.679641e+00,-1.179751e-01 -1.242534e+00 2.680013e+00,-1.182929e-01 -1.242618e+00 2.679189e+00,-1.277738e-01 -1.243499e+00 2.660775e+00,-1.187378e-01 -1.243303e+00 2.675245e+00,-1.162113e-01 -1.242897e+00 2.664368e+00,-1.153877e-01 -1.242113e+00 2.675129e+00,-1.175594e-01 -1.242592e+00 2.673436e+00,-1.158809e-01 -1.243477e+00 2.678898e+00,-1.195213e-01 -1.243527e+00 2.674189e+00,-1.234669e-01 -1.243982e+00 2.675204e+00,-1.206850e-01 -1.242900e+00 2.679037e+00,-1.199705e-01 -1.242938e+00 2.678287e+00,-1.197834e-01 -1.242497e+00 2.677753e+00,-1.177899e-01 -1.241882e+00 2.682368e+00,-1.192348e-01 -1.242287e+00 2.682937e+00,-1.264439e-01 -1.245026e+00 2.664358e+00,-1.337168e-01 -1.245504e+00 2.671216e+00,-1.238720e-01 -1.244632e+00 2.680064e+00,-1.220516e-01 -1.242948e+00 2.682553e+00,-1.275886e-01 -1.242200e+00 2.676647e+00,-1.284774e-01 -1.242196e+00 2.671138e+00,-1.320170e-01 -1.244488e+00 2.662228e+00,-1.214763e-01 -1.240632e+00 2.677929e+00,-1.196792e-01 -1.240526e+00 2.681006e+00,-1.250417e-01 -1.240580e+00 2.658463e+00,-1.201835e-01 -1.242045e+00 2.674130e+00,-1.261503e-01 -1.242363e+00 2.661191e+00,-1.243385e-01 -1.243414e+00 2.662514e+00,-1.181751e-01 -1.243800e+00 2.683825e+00,-1.182086e-01 -1.243783e+00 2.683819e+00,-1.217955e-01 -1.242973e+00 2.682775e+00,-1.253787e-01 -1.244072e+00 2.670177e+00,-1.328941e-01 -1.243433e+00 2.657309e+00
8.531783e-02 -4.753496e-01 2.817230e+00,8.533482e-02 -4.753504e-01 2.817164e+00,8.523522e-02 -4.753512e-01 2.816831e+00,8.471398e-02 -4.754210e-01 2.816726e+00,8.445977e-02 -4.754072e-01 2.816715e+00,8.312141e-02 -4.750180e-01 2.816001e+00,8.275383e-02 -4.749868e-01 2.815901e+00,8.164509e-02 -4.751132e-01 2.816388e+00,8.111458e-02 -4.750773e-01 2.816839e+00,8.040645e-02 -4.750761e-01 2.817119e+00,7.992169e-02 -4.748864e-01 2.817552e+00,7.972119e-02 -4.749026e-01 2.817671e+00,7.962278e-02 -4.749650e-01 2.817705e+00,7.866394e-02 -4.750086e-01 2.817649e+00,7.833149e-02 -4.749055e-01 2.817482e+00,7.667857e-02 -4.743634e-01 2.817062e+00,7.678191e-02 -4.729601e-01 2.815733e+00,7.515023e-02 -4.706225e-01 2.812292e+00,7.494172e-02 -4.674404e-01 2.807683e+00,7.593943e-02 -4.659629e-01 2.805945e+00,7.743232e-02 -4.608437e-01 2.799757e+00,7.772055e-02 -4.589878e-01 2.797952e+00,7.923327e-02 -4.563036e-01 2.795546e+00,8.083128e-02 -4.496338e-01 2.792963e+00,8.137187e-02 -4.474205e-01 2.792078e+00,8.207596e-02 -4.467332e-01 2.791747e+00,8.268403e-02 -4.463859e-01 2.791613e+00,8.319885e-02 -4.463797e-01 2.791527e+00,8.336236e-02 -4.466878e-01 2.791661e+00,8.350772e-02 -4.478940e-01 2.792161e+00,8.389761e-02 -4.492540e-01 2.793727e+00,8.237523e-02 -4.535840e-01 2.796000e+00,8.142602e-02 -4.565853e-01 2.797181e+00,7.930983e-02 -4.584621e-01 2.798421e+00,7.879672e-02 -4.595973e-01 2.798925e+00,7.573319e-02 -4.636176e-01 2.801308e+00,7.430325e-02 -4.652355e-01 2.802236e+00,7.409916e-02 -4.670702e-01 2.803180e+00,7.404199e-02 -4.682786e-01 2.804304e+00,7.430329e-02 -4.688262e-01 2.804645e+00,7.464004e-02 -4.694842e-01 2.805221e+00,7.492876e-02 -4.697388e-01 2.805485e+00,7.572393e-02 -4.698832e-01 2.805571e+00,7.567392e-02 -4.700996e-01 2.805527e+00,7.573946e-02 -4.701408e-01 2.805322e+00,7.589704e-02 -4.702412e-01 2.805119e+00,7.657076e-02 -4.705520e-01 2.804650e+00,7.634820e-02 -4.706728e-01 2.804471e+00,7.701730e-02 -4.708512e-01 2.803612e+00
1.047611e-01 -8.082473e-01 2.802063e+00,1.046614e-01 -8.083105e-01 2.802006e+00,1.045062e-01 -8.067734e-01 2.801312e+00,1.044128e-01 -8.067058e-01 2.801268e+00,1.043620e-01 -8.066076e-01 2.801134e+00,1.043535e-01 -8.036646e-01 2.799831e+00,1.044587e-01 -8.035796e-01 2.799788e+00,1.046520e-01 -8.028442e-01 2.799695e+00,1.047937e-01 -8.026295e-01 2.799837e+00,1.048311e-01 -8.025336e-01 2.799799e+00,1.051862e-01 -8.007302e-01 2.799617e+00,1.051008e-01 -8.002036e-01 2.799558e+00,1.049965e-01 -7.997218e-01 2.799298e+00,1.049211e-01 -7.976717e-01 2.798706e+00,1.048334e-01 -7.957706e-01 2.797996e+00,1.052255e-01 -7.970099e-01 2.797781e+00,1.050900e-01 -7.962579e-01 2.797442e+00,1.051893e-01 -7.959415e-01 2.797240e+00,1.053012e-01 -7.939367e-01 2.796319e+00,1.052395e-01 -7.939506e-01 2.796113e+00,1.057649e-01 -7.943380e-01 2.795317e+00,1.059415e-01 -7.936544e-01 2.794776e+00,1.053930e-01 -7.911845e-01 2.792925e+00,1.050807e-01 -7.865984e-01 2.791110e+00,1.048711e-01 -7.834349e-01 2.789494e+00,1.050189e-01 -7.817509e-01 2.789107e+00,1.049329e-01 -7.779116e-01 2.788032e+00,1.049500e-01 -7.779341e-01 2.788015e+00,1.049437e-01 -7.779747e-01 2.787996e+00,1.051855e-01 -7.809579e-01 2.788724e+00,1.053513e-01 -7.845925e-01 2.789951e+00,1.051911e-01 -7.847301e-01 2.789953e+00,1.051141e-01 -7.886361e-01 2.790856e+00,1.050363e-01 -7.886552e-01 2.791000e+00,1.050455e-01 -7.886395e-01 2.790939e+00,1.047261e-01 -7.941892e-01 2.792345e+00,1.044487e-01 -7.944478e-01 2.792246e+00,1.037258e-01 -7.959446e-01 2.792728e+00,1.034702e-01 -7.963846e-01 2.792981e+00,1.046029e-01 -8.030866e-01 2.794471e+00,1.037528e-01 -8.015078e-01 2.794259e+00,1.036291e-01 -8.020278e-01 2.794344e+00,1.035416e-01 -8.023964e-01 2.794350e+00,1.035787e-01 -8.022655e-01 2.794119e+00,1.039074e-01 -8.000630e-01 2.793298e+00,1.038957e-01 -7.999896e-01 2.793191e+00,1.037458e-01 -8.003997e-01 2.793073e+00,1.036240e-01 -7.995887e-01 2.792833e+00,1.037333e-01 -7.986344e-01 2.791942e+00
1.237632e-01 -1.196590e+00 2.820931e+00,1.237482e-01 -1.196579e+00 2.820931e+00,1.239576e-01 -1.197256e+00 2.819444e+00,1.238906e-01 -1.195567e+00 2.821126e+00,1.239302e-01 -1.195540e+00 2.821024e+00,1.227222e-01 -1.195827e+00 2.821263e+00,1.223277e-01 -1.196678e+00 2.820939e+00,1.221759e-01 -1.197092e+00 2.820745e+00,1.219548e-01 -1.195736e+00 2.820594e+00,1.217847e-01 -1.195029e+00 2.820882e+00,1.216787e-01 -1.194775e+00 2.820790e+00,1.212669e-01 -1.193776e+00 2.821108e+00,1.212363e-01 -1.193709e+00 2.821102e+00,1.205458e-01 -1.191279e+00 2.822881e+00,1.205625e-01 -1.191295e+00 2.822881e+00,1.205360e-01 -1.190520e+00 2.823156e+00,1.206447e-01 -1.190281e+00 2.822747e+00,1.203241e-01 -1.190262e+00 2.822597e+00,1.197999e-01 -1.192511e+00 2.822130e+00,1.201749e-01 -1.192573e+00 2.821520e+00,1.207470e-01 -1.191862e+00 2.821820e+00,1.207911e-01 -1.191880e+00 2.821360e+00,1.208122e-01 -1.191838e+00 2.821239e+00,1.205230e-01 -1.192389e+00 2.821505e+00,1.212821e-01 -1.190925e+00 2.821810e+00,1.214050e-01 -1.191440e+00 2.821205e+00,1.215542e-01 -1.191091e+00 2.821175e+00,1.213992e-01 -1.191002e+00 2.821487e+00,1.216312e-01 -1.191091e+00 2.821783e+00,1.216983e-01 -1.191503e+00 2.822059e+00,1.216914e-01 -1.191560e+00 2.822017e+00,1.218436e-01 -1.192906e+00 2.821101e+00,1.218754e-01 -1.193277e+00 2.820907e+00,1.212830e-01 -1.190660e+00 2.822440e+00,1.213352e-01 -1.190438e+00 2.822143e+00,1.214176e-01 -1.193272e+00 2.822353e+00,1.215780e-01 -1.194026e+00 2.821902e+00,1.217028e-01 -1.194213e+00 2.821901e+00,1.221146e-01 -1.195363e+00 2.821061e+00,1.223157e-01 -1.194901e+00 2.820225e+00,1.222747e-01 -1.194830e+00 2.820215e+00,1.224985e-01 -1.195287e+00 2.819858e+00,1.224048e-01 -1.194040e+00 2.821306e+00,1.222796e-01 -1.193388e+00 2.820745e+00,1.223612e-01 -1.191358e+00 2.822089e+00,1.222077e-01 -1.191261e+00 2.822294e+00,1.216085e-01 -1.194299e+00 2.821053e+00,1.217805e-01 -1.193703e+00 2.821265e+00,1.220354e-01 -1.193901e+00 2.821066e+00
1.328962e-01 -1.246213e+00 2.694518e+00,1.324319e-01 -1.246941e+00 2.697759e+00,1.323528e-01 -1.247084e+00 2.697644e+00,1.321392e-01 -1.247305e+00 2.700241e+00,1.323062e-01 -1.247552e+00 2.699252e+00,1.340203e-01 -1.247385e+00 2.694979e+00,1.342599e-01 -1.248159e+00 2.697156e+00,1.342736e-01 -1.248436e+00 2.697550e+00,1.326524e-01 -1.248506e+00 2.694863e+00,1.318584e-01 -1.247185e+00 2.687426e+00,1.327486e-01 -1.247142e+00 2.692138e+00,1.327402e-01 -1.246707e+00 2.691183e+00,1.328458e-01 -1.247011e+00 2.691981e+00,1.335919e-01 -1.246893e+00 2.700006e+00,1.332437e-01 -1.247538e+00 2.699657e+00,1.331312e-01 -1.248111e+00 2.699661e+00,1.329294e-01 -1.248106e+00 2.699486e+00,1.323512e-01 -1.247924e+00 2.698067e+00,1.286424e-01 -1.247669e+00 2.689854e+00,1.291509e-01 -1.248088e+00 2.688376e+00,1.296073e-01 -1.247359e+00 2.692874e+00,1.302529e-01 -1.247307e+00 2.694374e+00,1.307323e-01 -1.247255e+00 2.696714e+00,1.313926e-01 -1.247248e+00 2.696560e+00,1.286322e-01 -1.247892e+00 2.687617e+00,1.297702e-01 -1.248076e+00 2.686962e+00,1.299568e-01 -1.247157e+00 2.691098e+00,1.307710e-01 -1.246773e+00 2.692628e+00,1.322912e-01 -1.247162e+00 2.697032e+00,1.319917e-01 -1.247341e+00 2.688763e+00,1.322262e-01 -1.247323e+00 2.688811e+00,1.323387e-01 -1.248792e+00 2.690478e+00,1.305470e-01 -1.248129e+00 2.683315e+00,1.308136e-01 -1.247338e+00 2.687292e+00,1.314130e-01 -1.246939e+00 2.688731e+00,1.327557e-01 -1.247888e+00 2.693253e+00,1.324473e-01 -1.248115e+00 2.693684e+00,1.338905e-01 -1.248608e+00 2.697748e+00,1.322242e-01 -1.248920e+00 2.695886e+00,1.321773e-01 -1.248840e+00 2.695475e+00,1.306683e-01 -1.248868e+00 2.687661e+00,1.306528e-01 -1.248874e+00 2.687727e+00,1.308909e-01 -1.248273e+00 2.689024e+00,1.332845e-01 -1.247560e+00 2.689563e+00,1.285164e-01 -1.247804e+00 2.687420e+00,1.287038e-01 -1.247680e+00 2.687284e+00,1.264090e-01 -1.247069e+00 2.677771e+00,1.325951e-01 -1.246044e+00 2.690065e+00,1.311923e-01 -1.246053e+00 2.688809e+00
6.802526e-03 7.181256e-02 2.861227e+00,6.569847e-03 7.180974e-02 2.860900e+00,6.339184e-03 7.186043e-02 2.860725e+00,5.643651e-03 7.185300e-02 2.860329e+00,5.576444e-03 7.181489e-02 2.860163e+00,5.060071e-03 7.187778e-02 2.859208e+00,4.963403e-03 7.190402e-02 2.859095e+00,4.787516e-03 7.187437e-02 2.858531e+00,3.974654e-03 7.193606e-02 2.857522e+00,3.427644e-03 7.218683e-02 2.857047e+00,2.916257e-03 7.251190e-02 2.855943e+00,2.647904e-03 7.261332e-02 2.855516e+00,2.838126e-03 7.258017e-02 2.855170e+00,2.747889e-03 7.269569e-02 2.855056e+00,2.754063e-03 7.268242e-02 2.855052e+00,2.445409e-03 7.299335e-02 2.855186e+00,2.112048e-03 7.387760e-02 2.855344e+00,1.694958e-03 7.460555e-02 2.855437e+00,9.779871e-04 7.654771e-02 2.856606e+00,4.512655e-04 7.814875e-02 2.857180e+00,-3.910892e-04 8.103015e-02 2.857938e+00,-4.822086e-04 8.185627e-02 2.857958e+00,-4.549857e-04 8.339224e-02 2.858228e+00,2.225873e-04 8.748611e-02 2.858151e+00,8.405061e-04 8.893283e-02 2.857733e+00,6.201115e-04 8.772743e-02 2.856299e+00,4.345664e-04 8.766405e-02 2.856482e+00,3.859748e-04 8.764605e-02 2.856535e+00,3.899584e-04 8.738388e-02 2.856812e+00,4.197745e-04 8.583016e-02 2.857482e+00,6.151322e-04 8.549462e-02 2.857716e+00,3.861801e-04 8.425637e-02 2.857637e+00,2.915837e-04 8.370113e-02 2.857501e+00,-3.287640e-05 8.299697e-02 2.856754e+00,-3.704687e-04 8.252225e-02 2.855519e+00,-8.351703e-04 8.161066e-02 2.854012e+00,-9.070286e-04 8.119298e-02 2.853130e+00,-1.148242e-03 8.057644e-02 2.851550e+00,-1.077695e-03 8.025173e-02 2.850507e+00,-1.018216e-03 8.006343e-02 2.850071e+00,-9.264910e-04 7.982014e-02 2.849176e+00,-8.850442e-04 7.982602e-02 2.848372e+00,-4.560834e-04 7.970452e-02 2.847375e+00,-1.385874e-04 7.939541e-02 2.846415e+00,-2.365288e-05 7.926214e-02 2.845803e+00,-3.191127e-05 7.920235e-02 2.845731e+00,2.981464e-04 7.882455e-02 2.844683e+00,3.718383e-04 7.872171e-02 2.844342e+00,5.398534e-04 7.857373e-02 2.843630e+00
