1.939887e-02 -6.135162e-01 2.772918e+00,2.056552e-02 -6.135421e-01 2.772949e+00,2.129298e-02 -6.134520e-01 2.772568e+00,2.124343e-02 -6.134520e-01 2.772383e+00,2.106230e-02 -6.138383e-01 2.771939e+00,1.975899e-02 -6.134201e-01 2.770655e+00,1.920090e-02 -6.133301e-01 2.770266e+00,1.805349e-02 -6.135087e-01 2.768918e+00,1.811791e-02 -6.133848e-01 2.768572e+00,1.804256e-02 -6.128272e-01 2.767878e+00,1.778576e-02 -6.125372e-01 2.767589e+00,1.846542e-02 -6.122785e-01 2.766691e+00,1.881711e-02 -6.119308e-01 2.766225e+00,1.924422e-02 -6.110936e-01 2.765411e+00,1.932034e-02 -6.111757e-01 2.765160e+00,1.914777e-02 -6.107191e-01 2.765138e+00,1.926446e-02 -6.105296e-01 2.765141e+00,1.902547e-02 -6.102359e-01 2.765361e+00,1.963489e-02 -6.093203e-01 2.766354e+00,1.997183e-02 -6.089871e-01 2.767103e+00,2.452895e-02 -5.974726e-01 2.772748e+00,2.704233e-02 -5.964876e-01 2.773852e+00,2.939556e-02 -5.878072e-01 2.776086e+00,3.001681e-02 -5.877929e-01 2.775923e+00,2.907648e-02 -5.855728e-01 2.775555e+00,2.272194e-02 -5.903053e-01 2.774105e+00,2.208244e-02 -5.922786e-01 2.774406e+00,1.696434e-02 -6.007141e-01 2.774997e+00,1.575533e-02 -6.129032e-01 2.773360e+00,1.593616e-02 -6.196996e-01 2.770763e+00,1.889753e-02 -6.172845e-01 2.768840e+00,1.886673e-02 -6.168345e-01 2.768427e+00,1.935127e-02 -6.154827e-01 2.767380e+00,2.163203e-02 -6.130943e-01 2.765645e+00,2.224832e-02 -6.125600e-01 2.765209e+00,2.243092e-02 -6.120847e-01 2.765017e+00,2.208730e-02 -6.118761e-01 2.764945e+00,2.206244e-02 -6.119507e-01 2.764916e+00,2.037291e-02 -6.118252e-01 2.764853e+00,2.036734e-02 -6.118423e-01 2.764861e+00,2.048970e-02 -6.117837e-01 2.764838e+00,2.145856e-02 -6.118433e-01 2.765166e+00,2.230106e-02 -6.115801e-01 2.765572e+00,2.370132e-02 -6.117487e-01 2.766718e+00,2.369697e-02 -6.119652e-01 2.766884e+00,2.427779e-02 -6.121596e-01 2.767042e+00,2.452359e-02 -6.122863e-01 2.767127e+00,2.475579e-02 -6.123239e-01 2.767047e+00,2.483354e-02 -6.120847e-01 2.766895e+00
2.133002e-01 -6.304660e-01 2.748166e+00,2.122389e-01 -6.272218e-01 2.738315e+00,2.062783e-01 -5.989282e-01 2.709528e+00,2.049567e-01 -5.879537e-01 2.690620e+00,2.157790e-01 -5.691983e-01 2.668451e+00,1.458516e-01 -5.747575e-01 2.676905e+00,2.528759e-01 -4.347171e-01 2.602004e+00,2.414309e-01 -2.801383e-01 2.637256e+00,2.464898e-01 -2.134409e-01 2.660468e+00,2.364894e-01 -1.288213e-01 2.734555e+00,2.440992e-01 -9.069318e-02 2.747300e+00,2.600489e-01 5.455847e-02 2.739526e+00,2.440508e-01 -4.281892e-02 2.741692e+00,2.433432e-01 -1.406278e-02 2.736218e+00,2.413459e-01 4.500639e-03 2.727072e+00,2.434387e-01 2.576081e-02 2.715415e+00,2.293720e-01 8.205212e-02 2.672981e+00,2.275160e-01 1.349539e-01 2.660311e+00,1.915170e-01 1.918871e-01 2.539640e+00,1.728874e-01 2.638771e-01 2.486839e+00,1.484643e-01 2.849351e-01 2.347724e+00,1.510934e-01 2.646852e-01 2.313848e+00,1.344557e-01 2.395413e-01 2.296571e+00,1.252577e-01 2.194673e-01 2.285198e+00,1.217948e-01 1.980612e-01 2.273637e+00,1.237639e-01 1.368809e-01 2.258954e+00,1.304398e-01 9.434505e-02 2.259454e+00,1.416014e-01 8.069701e-03 2.249541e+00,1.490325e-01 -4.446287e-02 2.252592e+00,1.748185e-01 -1.516706e-01 2.251329e+00,1.795067e-01 -2.063036e-01 2.261742e+00,1.893624e-01 -2.604856e-01 2.282116e+00,2.096170e-01 -3.496838e-01 2.384009e+00,2.290198e-01 -4.417153e-01 2.406883e+00,2.388730e-01 -5.023051e-01 2.410898e+00,2.398515e-01 -5.232759e-01 2.462747e+00,2.453471e-01 -5.656142e-01 2.540671e+00,2.449688e-01 -5.829397e-01 2.580846e+00,2.425907e-01 -5.986686e-01 2.648450e+00,2.381350e-01 -6.069482e-01 2.676976e+00,2.376501e-01 -6.335396e-01 2.688141e+00,2.160902e-01 -6.167937e-01 2.725988e+00,2.129925e-01 -6.436771e-01 2.726375e+00,1.858080e-01 -6.285214e-01 2.711969e+00,2.127320e-01 -6.314164e-01 2.737146e+00,2.188437e-01 -6.322868e-01 2.740937e+00,2.199333e-01 -6.191307e-01 2.744148e+00,2.202284e-01 -6.176267e-01 2.744089e+00,2.214300e-01 -6.183662e-01 2.746074e+00
-4.852548e-02 -6.051691e-01 2.737677e+00,-4.738660e-02 -6.054383e-01 2.737411e+00,-4.664136e-02 -6.052507e-01 2.736844e+00,-4.668141e-02 -6.053680e-01 2.736591e+00,-4.696955e-02 -6.060483e-01 2.735623e+00,-4.847258e-02 -6.054889e-01 2.733681e+00,-4.907871e-02 -6.052577e-01 2.733097e+00,-5.029379e-02 -6.048017e-01 2.731350e+00,-5.020106e-02 -6.040614e-01 2.730238e+00,-5.031616e-02 -6.031008e-01 2.729420e+00,-5.042548e-02 -6.028428e-01 2.729299e+00,-4.975956e-02 -6.028575e-01 2.729055e+00,-4.954295e-02 -6.027938e-01 2.728998e+00,-4.903924e-02 -6.029818e-01 2.729074e+00,-4.885588e-02 -6.035652e-01 2.729257e+00,-4.899765e-02 -6.035187e-01 2.729873e+00,-4.866102e-02 -6.035427e-01 2.732202e+00,-4.900885e-02 -6.037600e-01 2.733912e+00,-4.773189e-02 -6.037176e-01 2.739559e+00,-4.731737e-02 -6.036655e-01 2.741764e+00,-4.357279e-02 -5.975418e-01 2.747751e+00,-4.134140e-02 -5.975475e-01 2.749465e+00,-3.756236e-02 -5.897021e-01 2.754487e+00,-3.725758e-02 -5.898665e-01 2.754477e+00,-3.914569e-02 -5.817885e-01 2.753697e+00,-4.417783e-02 -5.915650e-01 2.753179e+00,-4.487526e-02 -5.923141e-01 2.753655e+00,-4.947121e-02 -5.989407e-01 2.754759e+00,-5.094007e-02 -6.083508e-01 2.753145e+00,-5.043890e-02 -6.153116e-01 2.750250e+00,-4.775481e-02 -6.132911e-01 2.748095e+00,-4.787249e-02 -6.129482e-01 2.747199e+00,-4.779626e-02 -6.102217e-01 2.744553e+00,-4.549628e-02 -6.069725e-01 2.741708e+00,-4.475785e-02 -6.058142e-01 2.740595e+00,-4.468606e-02 -6.048243e-01 2.740000e+00,-4.555043e-02 -6.042361e-01 2.739391e+00,-4.565725e-02 -6.045095e-01 2.739167e+00,-4.779044e-02 -6.042545e-01 2.738161e+00,-4.781422e-02 -6.043168e-01 2.738100e+00,-4.758886e-02 -6.042418e-01 2.737701e+00,-4.665369e-02 -6.035502e-01 2.737334e+00,-4.596560e-02 -6.029372e-01 2.737123e+00,-4.480281e-02 -6.029171e-01 2.737360e+00,-4.480599e-02 -6.030854e-01 2.737255e+00,-4.404811e-02 -6.031191e-01 2.736492e+00,-4.371772e-02 -6.033059e-01 2.736249e+00,-4.340640e-02 -6.033612e-01 2.735747e+00,-4.344562e-02 -6.016542e-01 2.734280e+00
3.854890e-03 -9.270568e-01 2.742183e+00,4.316467e-03 -9.272451e-01 2.741874e+00,5.320729e-03 -9.266897e-01 2.740995e+00,5.929619e-03 -9.266495e-01 2.740807e+00,6.158475e-03 -9.265537e-01 2.740698e+00,7.103549e-03 -9.266787e-01 2.740033e+00,7.594601e-03 -9.268444e-01 2.739959e+00,7.874896e-03 -9.264715e-01 2.739283e+00,8.291664e-03 -9.267082e-01 2.739088e+00,9.836034e-03 -9.263505e-01 2.738036e+00,1.002868e-02 -9.254543e-01 2.737348e+00,1.227981e-02 -9.243159e-01 2.735786e+00,1.279841e-02 -9.234700e-01 2.735455e+00,1.377524e-02 -9.234717e-01 2.735067e+00,1.449130e-02 -9.233975e-01 2.734604e+00,1.457270e-02 -9.233757e-01 2.734638e+00,1.649888e-02 -9.242347e-01 2.735178e+00,1.983380e-02 -9.288381e-01 2.738019e+00,1.924403e-02 -9.276497e-01 2.738523e+00,1.895762e-02 -9.269838e-01 2.738872e+00,1.827839e-02 -9.267710e-01 2.739736e+00,2.576959e-02 -9.475212e-01 2.748762e+00,1.505934e-02 -9.106613e-01 2.742279e+00,1.794190e-02 -9.202634e-01 2.745376e+00,1.892444e-02 -9.229274e-01 2.746274e+00,2.185484e-02 -9.313540e-01 2.747425e+00,1.831303e-02 -9.257433e-01 2.746630e+00,1.809710e-02 -9.260181e-01 2.746270e+00,1.801784e-02 -9.267976e-01 2.746131e+00,1.864339e-02 -9.381836e-01 2.745611e+00,1.809749e-02 -9.345069e-01 2.743811e+00,1.755311e-02 -9.320176e-01 2.742764e+00,1.715706e-02 -9.303348e-01 2.741879e+00,1.693864e-02 -9.297780e-01 2.741570e+00,1.597057e-02 -9.287180e-01 2.740818e+00,1.582785e-02 -9.285528e-01 2.740714e+00,1.509723e-02 -9.279040e-01 2.740604e+00,1.508129e-02 -9.279124e-01 2.740618e+00,1.538888e-02 -9.326817e-01 2.740727e+00,1.491443e-02 -9.315143e-01 2.740504e+00,1.434310e-02 -9.304370e-01 2.739997e+00,1.536135e-02 -9.329565e-01 2.740732e+00,1.502410e-02 -9.313541e-01 2.740107e+00,1.425623e-02 -9.305630e-01 2.739534e+00,1.421420e-02 -9.302415e-01 2.739347e+00,1.441486e-02 -9.287708e-01 2.738057e+00,1.457022e-02 -9.285747e-01 2.737843e+00,1.444136e-02 -9.283587e-01 2.737650e+00,1.429192e-02 -9.275706e-01 2.736150e+00
-6.760149e-03 -1.213603e+00 2.762452e+00,-6.758219e-03 -1.213377e+00 2.762638e+00,-6.880327e-03 -1.213323e+00 2.762659e+00,-6.867802e-03 -1.213328e+00 2.762664e+00,-6.947991e-03 -1.213349e+00 2.762386e+00,-6.623756e-03 -1.213313e+00 2.761633e+00,-5.100452e-03 -1.213535e+00 2.761859e+00,-5.209639e-03 -1.213341e+00 2.761726e+00,-5.641783e-03 -1.212603e+00 2.761630e+00,-5.534992e-03 -1.212217e+00 2.762146e+00,-5.273179e-03 -1.212247e+00 2.762059e+00,-5.253496e-03 -1.211576e+00 2.762112e+00,-5.753233e-03 -1.211583e+00 2.761774e+00,-5.917469e-03 -1.214751e+00 2.757955e+00,-5.873297e-03 -1.214746e+00 2.757990e+00,-6.052559e-03 -1.214156e+00 2.759654e+00,-5.851145e-03 -1.213708e+00 2.761304e+00,-5.942116e-03 -1.213907e+00 2.761417e+00,-5.088462e-03 -1.215360e+00 2.762112e+00,-5.076046e-03 -1.215365e+00 2.762129e+00,-4.286687e-03 -1.215209e+00 2.762888e+00,-5.005659e-03 -1.215684e+00 2.762333e+00,-5.110899e-03 -1.216197e+00 2.761678e+00,-4.770476e-03 -1.216406e+00 2.761613e+00,-4.679804e-03 -1.217140e+00 2.762368e+00,-4.219722e-03 -1.217530e+00 2.761868e+00,-4.431053e-03 -1.217810e+00 2.762151e+00,-6.001167e-03 -1.217022e+00 2.762342e+00,-5.974089e-03 -1.217049e+00 2.762474e+00,-5.839108e-03 -1.217214e+00 2.762027e+00,-5.939022e-03 -1.218381e+00 2.760730e+00,-6.221079e-03 -1.217831e+00 2.760983e+00,-5.346551e-03 -1.216165e+00 2.761097e+00,-4.948459e-03 -1.214047e+00 2.762390e+00,-3.241578e-03 -1.213964e+00 2.762489e+00,-3.041430e-03 -1.213678e+00 2.762359e+00,-2.204398e-03 -1.212021e+00 2.762890e+00,-1.687206e-03 -1.213001e+00 2.762598e+00,-1.519067e-03 -1.214155e+00 2.760628e+00,-1.703177e-03 -1.214194e+00 2.761026e+00,-2.640108e-03 -1.214113e+00 2.760746e+00,-3.361376e-03 -1.212466e+00 2.761927e+00,-4.144798e-03 -1.211352e+00 2.762098e+00,-4.130546e-03 -1.211674e+00 2.762062e+00,-3.686742e-03 -1.212269e+00 2.762166e+00,-4.228575e-04 -1.213602e+00 2.760969e+00,-7.617638e-04 -1.216346e+00 2.758246e+00,-1.247653e-03 -1.214556e+00 2.760249e+00,-1.629980e-03 -1.214234e+00 2.760564e+00
1.908758e-02 -1.266362e+00 2.619512e+00,1.916571e-02 -1.266327e+00 2.619587e+00,1.935438e-02 -1.266104e+00 2.618007e+00,2.042584e-02 -1.265993e+00 2.615559e+00,1.972807e-02 -1.264764e+00 2.600281e+00,1.378826e-02 -1.266083e+00 2.620350e+00,1.414184e-02 -1.266127e+00 2.620414e+00,1.859457e-02 -1.265117e+00 2.616137e+00,1.911067e-02 -1.265210e+00 2.614538e+00,1.813103e-02 -1.265948e+00 2.617990e+00,1.754383e-02 -1.265863e+00 2.621353e+00,1.694950e-02 -1.266144e+00 2.622234e+00,2.019537e-02 -1.266316e+00 2.615913e+00,2.421650e-02 -1.262085e+00 2.594619e+00,1.726032e-02 -1.264892e+00 2.623461e+00,1.678112e-02 -1.265087e+00 2.623860e+00,1.190913e-02 -1.265931e+00 2.619760e+00,1.233404e-02 -1.265687e+00 2.621498e+00,1.444154e-02 -1.265309e+00 2.625381e+00,1.537817e-02 -1.265198e+00 2.624333e+00,1.953408e-02 -1.265520e+00 2.622973e+00,1.662997e-02 -1.265286e+00 2.625089e+00,1.566980e-02 -1.263829e+00 2.613995e+00,1.709393e-02 -1.264356e+00 2.614973e+00,1.770853e-02 -1.264959e+00 2.626238e+00,1.763104e-02 -1.264631e+00 2.627320e+00,1.727048e-02 -1.264717e+00 2.627288e+00,1.433080e-02 -1.265481e+00 2.625509e+00,1.491960e-02 -1.265718e+00 2.625451e+00,1.483186e-02 -1.266392e+00 2.624578e+00,1.889534e-02 -1.265646e+00 2.616396e+00,1.642006e-02 -1.267317e+00 2.611296e+00,2.119557e-02 -1.267319e+00 2.613702e+00,2.125135e-02 -1.267451e+00 2.611827e+00,1.531141e-02 -1.267157e+00 2.612329e+00,1.586347e-02 -1.267098e+00 2.612430e+00,1.416475e-02 -1.267655e+00 2.610851e+00,1.495171e-02 -1.267643e+00 2.611867e+00,1.835707e-02 -1.268194e+00 2.611263e+00,1.858092e-02 -1.268363e+00 2.612013e+00,1.832137e-02 -1.267494e+00 2.614594e+00,2.052354e-02 -1.267310e+00 2.611162e+00,2.090530e-02 -1.267007e+00 2.610737e+00,2.314758e-02 -1.266602e+00 2.623047e+00,2.171982e-02 -1.268041e+00 2.616571e+00,9.277694e-03 -1.267628e+00 2.597872e+00,8.784708e-03 -1.268241e+00 2.595747e+00,1.452124e-02 -1.268010e+00 2.597777e+00,2.313843e-02 -1.267701e+00 2.598888e+00
8.727176e-02 -6.073341e-01 2.741804e+00,8.842903e-02 -6.070796e-01 2.742077e+00,8.909018e-02 -6.070156e-01 2.741772e+00,8.898840e-02 -6.068936e-01 2.741572e+00,8.886615e-02 -6.070641e-01 2.741435e+00,8.766136e-02 -6.067027e-01 2.740680e+00,8.711940e-02 -6.067116e-01 2.740460e+00,8.594587e-02 -6.074334e-01 2.739429e+00,8.598315e-02 -6.075016e-01 2.739393e+00,8.588405e-02 -6.072364e-01 2.738810e+00,8.547576e-02 -6.070144e-01 2.738415e+00,8.614456e-02 -6.063781e-01 2.736716e+00,8.661941e-02 -6.056446e-01 2.735673e+00,8.702948e-02 -6.039230e-01 2.733722e+00,8.709585e-02 -6.035444e-01 2.732640e+00,8.665381e-02 -6.019405e-01 2.731824e+00,8.686255e-02 -6.015542e-01 2.730594e+00,8.632919e-02 -6.005777e-01 2.730031e+00,8.694597e-02 -5.987156e-01 2.728668e+00,8.717696e-02 -5.984395e-01 2.728551e+00,9.212492e-02 -5.821411e-01 2.731485e+00,9.514008e-02 -5.801945e-01 2.731867e+00,9.642533e-02 -5.710157e-01 2.731369e+00,9.739149e-02 -5.707909e-01 2.730878e+00,9.692682e-02 -5.708483e-01 2.730692e+00,8.852713e-02 -5.744132e-01 2.727833e+00,8.823022e-02 -5.786754e-01 2.727886e+00,8.302748e-02 -5.884089e-01 2.728117e+00,8.220854e-02 -6.030374e-01 2.726755e+00,8.213177e-02 -6.092708e-01 2.724494e+00,8.526357e-02 -6.064491e-01 2.722831e+00,8.527920e-02 -6.058066e-01 2.722713e+00,8.597887e-02 -6.051710e-01 2.722595e+00,8.811844e-02 -6.037337e-01 2.722034e+00,8.866466e-02 -6.036295e-01 2.722062e+00,8.888897e-02 -6.035066e-01 2.722148e+00,8.886124e-02 -6.034501e-01 2.722705e+00,8.888266e-02 -6.035510e-01 2.722836e+00,8.737649e-02 -6.037928e-01 2.723865e+00,8.742215e-02 -6.038668e-01 2.724077e+00,8.772486e-02 -6.037921e-01 2.724491e+00,8.942410e-02 -6.050086e-01 2.726183e+00,9.077573e-02 -6.052274e-01 2.727702e+00,9.223463e-02 -6.057410e-01 2.730075e+00,9.214932e-02 -6.061543e-01 2.730776e+00,9.287587e-02 -6.065810e-01 2.731844e+00,9.306968e-02 -6.066930e-01 2.732201e+00,9.324846e-02 -6.067157e-01 2.732287e+00,9.333874e-02 -6.069531e-01 2.732517e+00
2.543803e-02 -9.284093e-01 2.741333e+00,2.515249e-02 -9.284823e-01 2.741168e+00,2.533491e-02 -9.278603e-01 2.740548e+00,2.531434e-02 -9.278737e-01 2.740512e+00,2.526817e-02 -9.278716e-01 2.740469e+00,2.521010e-02 -9.279510e-01 2.740304e+00,2.507612e-02 -9.280278e-01 2.740247e+00,2.574198e-02 -9.267355e-01 2.739225e+00,2.588454e-02 -9.267714e-01 2.739112e+00,2.605029e-02 -9.261423e-01 2.738436e+00,2.612020e-02 -9.261237e-01 2.738241e+00,2.580177e-02 -9.253725e-01 2.737432e+00,2.533249e-02 -9.266796e-01 2.737416e+00,2.559826e-02 -9.263891e-01 2.737151e+00,2.592907e-02 -9.259838e-01 2.736724e+00,2.611559e-02 -9.260071e-01 2.736640e+00,2.628864e-02 -9.255285e-01 2.736888e+00,2.668067e-02 -9.251499e-01 2.736940e+00,2.675919e-02 -9.269097e-01 2.738497e+00,2.735723e-02 -9.268988e-01 2.738818e+00,3.687057e-02 -9.079338e-01 2.736946e+00,3.417928e-02 -9.161117e-01 2.739597e+00,3.955298e-02 -9.110436e-01 2.740741e+00,3.856079e-02 -9.162312e-01 2.742204e+00,3.587238e-02 -9.503769e-01 2.750618e+00,3.549318e-02 -9.277440e-01 2.744380e+00,3.496083e-02 -9.272489e-01 2.744730e+00,3.464859e-02 -9.266553e-01 2.744696e+00,3.434272e-02 -9.266276e-01 2.744578e+00,3.344544e-02 -9.290633e-01 2.743589e+00,3.343684e-02 -9.291722e-01 2.743208e+00,3.297566e-02 -9.282879e-01 2.742236e+00,3.173441e-02 -9.267717e-01 2.741169e+00,3.167805e-02 -9.266911e-01 2.740915e+00,3.166696e-02 -9.269710e-01 2.740789e+00,3.158709e-02 -9.268847e-01 2.740711e+00,2.989508e-02 -9.322728e-01 2.741349e+00,2.989876e-02 -9.321507e-01 2.741344e+00,3.099626e-02 -9.276610e-01 2.739351e+00,3.097259e-02 -9.275028e-01 2.739349e+00,2.939268e-02 -9.305689e-01 2.739838e+00,2.921097e-02 -9.300246e-01 2.739763e+00,2.886213e-02 -9.303362e-01 2.739717e+00,2.836575e-02 -9.324210e-01 2.739983e+00,2.840704e-02 -9.321666e-01 2.739768e+00,2.921544e-02 -9.306864e-01 2.738794e+00,2.834826e-02 -9.313569e-01 2.738866e+00,2.772840e-02 -9.316410e-01 2.738685e+00,2.843823e-02 -9.295113e-01 2.736730e+00
4.216634e-02 -1.217963e+00 2.761153e+00,4.217416e-02 -1.217624e+00 2.761525e+00,4.290801e-02 -1.216216e+00 2.763104e+00,4.306381e-02 -1.216306e+00 2.762958e+00,4.314033e-02 -1.216327e+00 2.762636e+00,4.303236e-02 -1.216288e+00 2.762598e+00,4.194774e-02 -1.217201e+00 2.761963e+00,4.900248e-02 -1.209633e+00 2.766850e+00,6.351052e-02 -1.242806e+00 2.729533e+00,4.782620e-02 -1.213451e+00 2.764983e+00,4.785813e-02 -1.213289e+00 2.764978e+00,4.796202e-02 -1.213109e+00 2.763305e+00,4.825665e-02 -1.213286e+00 2.763978e+00,4.863234e-02 -1.224818e+00 2.752495e+00,4.866441e-02 -1.224657e+00 2.752672e+00,4.868471e-02 -1.223487e+00 2.753392e+00,5.446704e-02 -1.225953e+00 2.745317e+00,5.357122e-02 -1.215132e+00 2.759211e+00,5.249695e-02 -1.215575e+00 2.759167e+00,5.222896e-02 -1.213331e+00 2.760472e+00,5.164500e-02 -1.214872e+00 2.759335e+00,5.059297e-02 -1.217846e+00 2.758231e+00,5.022224e-02 -1.215462e+00 2.759635e+00,5.061799e-02 -1.216673e+00 2.758847e+00,5.089581e-02 -1.216528e+00 2.759625e+00,5.087525e-02 -1.216337e+00 2.758594e+00,5.064309e-02 -1.217139e+00 2.758388e+00,4.959565e-02 -1.219958e+00 2.755614e+00,4.937520e-02 -1.220152e+00 2.755572e+00,4.937684e-02 -1.219977e+00 2.755301e+00,4.927865e-02 -1.220117e+00 2.754924e+00,4.910114e-02 -1.220204e+00 2.754932e+00,6.110224e-02 -1.242512e+00 2.725343e+00,4.805624e-02 -1.215097e+00 2.758842e+00,4.868022e-02 -1.215930e+00 2.758262e+00,4.838877e-02 -1.215736e+00 2.758325e+00,4.834559e-02 -1.216724e+00 2.758699e+00,4.781190e-02 -1.217516e+00 2.758737e+00,4.681597e-02 -1.216645e+00 2.761151e+00,4.675088e-02 -1.216680e+00 2.761143e+00,4.680952e-02 -1.216724e+00 2.761033e+00,4.649870e-02 -1.217743e+00 2.759562e+00,4.654208e-02 -1.218250e+00 2.759290e+00,4.645274e-02 -1.219536e+00 2.753899e+00,4.616982e-02 -1.219301e+00 2.754503e+00,4.732493e-02 -1.222277e+00 2.750418e+00,4.203777e-02 -1.261208e+00 2.688079e+00,6.613398e-02 -1.246269e+00 2.726584e+00,4.367221e-02 -1.220698e+00 2.757493e+00
3.894641e-02 -1.265802e+00 2.612221e+00,3.892566e-02 -1.265791e+00 2.612404e+00,4.054056e-02 -1.265514e+00 2.612671e+00,4.032772e-02 -1.265527e+00 2.612085e+00,3.928496e-02 -1.265552e+00 2.608817e+00,4.220730e-02 -1.265006e+00 2.604336e+00,4.205269e-02 -1.264985e+00 2.604402e+00,4.275907e-02 -1.264605e+00 2.603866e+00,4.161064e-02 -1.266884e+00 2.597883e+00,4.779641e-02 -1.266070e+00 2.615623e+00,4.675147e-02 -1.266353e+00 2.617018e+00,4.491376e-02 -1.266717e+00 2.601510e+00,4.537367e-02 -1.266216e+00 2.604359e+00,3.979504e-02 -1.265474e+00 2.599635e+00,4.051248e-02 -1.265533e+00 2.607278e+00,4.090802e-02 -1.265825e+00 2.603585e+00,3.657912e-02 -1.264695e+00 2.601875e+00,3.572091e-02 -1.264679e+00 2.607897e+00,4.014514e-02 -1.265711e+00 2.612733e+00,3.799354e-02 -1.264742e+00 2.610970e+00,4.015615e-02 -1.265577e+00 2.612203e+00,4.229887e-02 -1.265595e+00 2.605090e+00,4.330356e-02 -1.265526e+00 2.608768e+00,4.252026e-02 -1.265884e+00 2.607510e+00,4.068049e-02 -1.266080e+00 2.604293e+00,4.201228e-02 -1.266587e+00 2.612714e+00,4.200122e-02 -1.266713e+00 2.612875e+00,4.137313e-02 -1.266557e+00 2.605608e+00,4.160953e-02 -1.266760e+00 2.605197e+00,4.044075e-02 -1.266481e+00 2.606543e+00,3.993591e-02 -1.266240e+00 2.605890e+00,4.137210e-02 -1.266302e+00 2.605818e+00,3.707390e-02 -1.274751e+00 2.597685e+00,4.183482e-02 -1.265658e+00 2.607927e+00,4.089470e-02 -1.265327e+00 2.602632e+00,4.443338e-02 -1.263988e+00 2.615003e+00,4.339506e-02 -1.264837e+00 2.615442e+00,4.434023e-02 -1.264809e+00 2.614824e+00,4.318506e-02 -1.265769e+00 2.604092e+00,4.295466e-02 -1.265169e+00 2.618436e+00,4.153062e-02 -1.265249e+00 2.617876e+00,4.187778e-02 -1.264755e+00 2.616248e+00,4.097835e-02 -1.264740e+00 2.615830e+00,4.118154e-02 -1.265279e+00 2.616342e+00,4.080420e-02 -1.266151e+00 2.612926e+00,4.258607e-02 -1.266577e+00 2.609992e+00,4.225067e-02 -1.289522e+00 2.556058e+00,4.003754e-02 -1.272776e+00 2.596783e+00,4.466408e-02 -1.266889e+00 2.605482e+00
2.506326e-02 -1.126560e-01 2.782855e+00,2.548805e-02 -1.123535e-01 2.783550e+00,2.559948e-02 -1.120510e-01 2.784414e+00,2.552290e-02 -1.117378e-01 2.784404e+00,2.558559e-02 -1.116277e-01 2.784630e+00,2.501262e-02 -1.113863e-01 2.784927e+00,2.496098e-02 -1.114291e-01 2.784957e+00,2.522729e-02 -1.113643e-01 2.785119e+00,2.648765e-02 -1.111104e-01 2.785441e+00,2.697793e-02 -1.111668e-01 2.785987e+00,2.648317e-02 -1.105819e-01 2.786625e+00,2.585394e-02 -1.103765e-01 2.787736e+00,2.572311e-02 -1.098158e-01 2.788261e+00,2.528848e-02 -1.093393e-01 2.788631e+00,2.493921e-02 -1.089850e-01 2.788787e+00,2.416711e-02 -1.071863e-01 2.789487e+00,2.374509e-02 -1.066894e-01 2.789717e+00,2.376061e-02 -1.059811e-01 2.789854e+00,2.360999e-02 -1.058564e-01 2.790146e+00,2.362208e-02 -1.058578e-01 2.790139e+00,2.438051e-02 -1.070660e-01 2.789750e+00,2.546629e-02 -1.071435e-01 2.789462e+00,2.518241e-02 -1.044374e-01 2.789869e+00,2.430399e-02 -1.040241e-01 2.789394e+00,2.599728e-02 -9.892617e-02 2.787892e+00,2.607309e-02 -9.670661e-02 2.787088e+00,2.651348e-02 -9.964330e-02 2.786375e+00,2.301555e-02 -1.006363e-01 2.786813e+00,1.996558e-02 -1.042880e-01 2.788241e+00,1.916485e-02 -1.058065e-01 2.787785e+00,1.979292e-02 -1.051609e-01 2.787684e+00,2.002465e-02 -1.050178e-01 2.787645e+00,2.097975e-02 -1.051375e-01 2.787201e+00,2.314494e-02 -1.057107e-01 2.785486e+00,2.376425e-02 -1.061844e-01 2.784258e+00,2.437881e-02 -1.060669e-01 2.783407e+00,2.459776e-02 -1.069375e-01 2.781677e+00,2.474141e-02 -1.077958e-01 2.780107e+00,2.545385e-02 -1.082361e-01 2.778362e+00,2.566823e-02 -1.085503e-01 2.777430e+00,2.631119e-02 -1.086916e-01 2.776595e+00,2.698754e-02 -1.095729e-01 2.775182e+00,2.774004e-02 -1.098859e-01 2.774493e+00,2.830565e-02 -1.105228e-01 2.773902e+00,2.857503e-02 -1.107454e-01 2.773760e+00,2.900980e-02 -1.112018e-01 2.773506e+00,2.900966e-02 -1.111997e-01 2.773509e+00,2.922228e-02 -1.114893e-01 2.774309e+00,2.930232e-02 -1.117698e-01 2.774426e+00
