3.512135e-02 -6.145602e-01 2.785888e+00,3.499829e-02 -6.157132e-01 2.786634e+00,3.490062e-02 -6.154506e-01 2.786979e+00,3.458109e-02 -6.149718e-01 2.787161e+00,3.458624e-02 -6.150093e-01 2.787239e+00,3.428338e-02 -6.156605e-01 2.787374e+00,3.260600e-02 -6.163523e-01 2.786990e+00,3.037772e-02 -6.154871e-01 2.785964e+00,2.974724e-02 -6.151735e-01 2.785634e+00,2.833402e-02 -6.147963e-01 2.784653e+00,2.654900e-02 -6.143184e-01 2.783638e+00,2.572504e-02 -6.144535e-01 2.782830e+00,2.468972e-02 -6.145145e-01 2.781080e+00,2.428551e-02 -6.149769e-01 2.780522e+00,2.347995e-02 -6.165471e-01 2.779385e+00,2.383130e-02 -6.192146e-01 2.778726e+00,2.397077e-02 -6.219314e-01 2.778471e+00,2.407770e-02 -6.271389e-01 2.777549e+00,2.329212e-02 -6.321487e-01 2.778225e+00,2.315702e-02 -6.329101e-01 2.778507e+00,2.282785e-02 -6.331278e-01 2.778493e+00,2.155353e-02 -6.345938e-01 2.778201e+00,2.112106e-02 -6.347836e-01 2.778012e+00,1.946204e-02 -6.349576e-01 2.777367e+00,1.931887e-02 -6.349258e-01 2.777052e+00,1.878502e-02 -6.344755e-01 2.776161e+00,1.888116e-02 -6.346115e-01 2.773999e+00,1.889945e-02 -6.345218e-01 2.773646e+00,1.971776e-02 -6.341556e-01 2.772134e+00,1.956277e-02 -6.321294e-01 2.770832e+00,1.971616e-02 -6.315624e-01 2.770390e+00,2.035580e-02 -6.272110e-01 2.769016e+00,2.013872e-02 -6.209644e-01 2.766967e+00,2.063207e-02 -6.191017e-01 2.766256e+00,2.026975e-02 -6.162090e-01 2.764459e+00,2.218310e-02 -6.153713e-01 2.764060e+00,2.227922e-02 -6.154813e-01 2.763919e+00,2.398197e-02 -6.147265e-01 2.762882e+00,2.551889e-02 -6.142986e-01 2.762617e+00,2.658116e-02 -6.139995e-01 2.762612e+00,2.732629e-02 -6.137803e-01 2.762722e+00,2.828602e-02 -6.133887e-01 2.762496e+00,2.916479e-02 -6.137957e-01 2.762625e+00,3.190408e-02 -6.145776e-01 2.763058e+00,3.206125e-02 -6.146879e-01 2.763094e+00,3.451240e-02 -6.150433e-01 2.763828e+00,3.543681e-02 -6.149077e-01 2.764403e+00,3.671257e-02 -6.151037e-01 2.764933e+00,3.787917e-02 -6.152541e-01 2.765112e+00
2.120798e-01 -6.147623e-01 2.717924e+00,2.109336e-01 -6.151617e-01 2.717676e+00,2.114121e-01 -6.136083e-01 2.717286e+00,2.156768e-01 -6.094721e-01 2.708169e+00,2.208984e-01 -6.004684e-01 2.708012e+00,2.299293e-01 -5.927501e-01 2.704087e+00,2.513980e-01 -5.281181e-01 2.668179e+00,2.713012e-01 -4.216887e-01 2.603278e+00,2.699317e-01 -3.521173e-01 2.602782e+00,2.652388e-01 -2.833557e-01 2.614424e+00,2.400293e-01 -1.803350e-01 2.664314e+00,2.214220e-01 -1.582830e-01 2.694446e+00,1.822888e-01 -1.247061e-01 2.675736e+00,1.569887e-01 -8.330167e-02 2.611644e+00,1.431238e-01 -9.090422e-02 2.545370e+00,1.225822e-01 -7.712108e-02 2.486552e+00,9.982552e-02 -5.659139e-02 2.418517e+00,8.490492e-02 -6.770718e-02 2.304854e+00,1.048276e-01 -8.417404e-02 2.227716e+00,9.778749e-02 -7.788638e-02 2.219485e+00,9.652217e-02 -7.443304e-02 2.216102e+00,1.078526e-01 -8.211690e-02 2.210731e+00,1.116233e-01 -8.110202e-02 2.209687e+00,1.117417e-01 -7.711646e-02 2.215077e+00,1.117952e-01 -7.352932e-02 2.221212e+00,1.120314e-01 -7.133427e-02 2.232799e+00,1.139859e-01 -7.200208e-02 2.268255e+00,1.164660e-01 -7.831132e-02 2.302266e+00,1.195685e-01 -9.192608e-02 2.365131e+00,1.149419e-01 -9.790775e-02 2.387541e+00,1.234789e-01 -1.171644e-01 2.419338e+00,1.479416e-01 -1.893442e-01 2.489572e+00,1.474469e-01 -2.491284e-01 2.526991e+00,1.475903e-01 -2.734644e-01 2.532884e+00,1.617551e-01 -3.462345e-01 2.551531e+00,1.766713e-01 -3.942378e-01 2.555767e+00,1.768150e-01 -4.408005e-01 2.599278e+00,1.756354e-01 -5.351566e-01 2.658103e+00,1.943601e-01 -5.763180e-01 2.679078e+00,2.148077e-01 -6.033282e-01 2.684304e+00,2.361473e-01 -6.247180e-01 2.699687e+00,2.451321e-01 -6.446262e-01 2.724221e+00,2.415237e-01 -6.453090e-01 2.727741e+00,2.336283e-01 -6.514801e-01 2.739891e+00,2.327053e-01 -6.509625e-01 2.737324e+00,2.306371e-01 -6.519250e-01 2.736688e+00,2.275181e-01 -6.518160e-01 2.735362e+00,2.253294e-01 -6.517491e-01 2.731772e+00,2.229364e-01 -6.355287e-01 2.732620e+00
-3.333058e-02 -6.037750e-01 2.748002e+00,-3.322421e-02 -6.076508e-01 2.749363e+00,-3.332251e-02 -6.069265e-01 2.749871e+00,-3.384403e-02 -6.052327e-01 2.749858e+00,-3.383030e-02 -6.053079e-01 2.749902e+00,-3.425881e-02 -6.071739e-01 2.749630e+00,-3.612905e-02 -6.083917e-01 2.748570e+00,-3.872097e-02 -6.057281e-01 2.746455e+00,-3.926684e-02 -6.050270e-01 2.746001e+00,-4.069487e-02 -6.038670e-01 2.744286e+00,-4.172908e-02 -6.036426e-01 2.743580e+00,-4.241256e-02 -6.038717e-01 2.743167e+00,-4.361089e-02 -6.034434e-01 2.742375e+00,-4.400129e-02 -6.037104e-01 2.742457e+00,-4.514511e-02 -6.060317e-01 2.742785e+00,-4.494479e-02 -6.098906e-01 2.744292e+00,-4.484421e-02 -6.130546e-01 2.746072e+00,-4.465798e-02 -6.197037e-01 2.749603e+00,-4.528411e-02 -6.266165e-01 2.755052e+00,-4.506043e-02 -6.278684e-01 2.757202e+00,-4.546441e-02 -6.278436e-01 2.758134e+00,-4.601221e-02 -6.285012e-01 2.758845e+00,-4.641529e-02 -6.288087e-01 2.759281e+00,-4.810276e-02 -6.295233e-01 2.760192e+00,-4.811836e-02 -6.295006e-01 2.760166e+00,-4.852841e-02 -6.289446e-01 2.759323e+00,-4.891856e-02 -6.289837e-01 2.756408e+00,-4.895964e-02 -6.287482e-01 2.756019e+00,-4.807256e-02 -6.277961e-01 2.753123e+00,-4.872464e-02 -6.236947e-01 2.750915e+00,-4.862594e-02 -6.231026e-01 2.750021e+00,-4.797762e-02 -6.186147e-01 2.747492e+00,-4.887022e-02 -6.086478e-01 2.741124e+00,-4.834931e-02 -6.065867e-01 2.740015e+00,-4.873616e-02 -6.020781e-01 2.735905e+00,-4.656310e-02 -6.023857e-01 2.735115e+00,-4.614579e-02 -6.039937e-01 2.734088e+00,-4.425131e-02 -6.036828e-01 2.732105e+00,-4.245839e-02 -6.032786e-01 2.730456e+00,-4.139923e-02 -6.033946e-01 2.730021e+00,-4.076552e-02 -6.031436e-01 2.729937e+00,-3.959110e-02 -6.017599e-01 2.728338e+00,-3.863484e-02 -6.027183e-01 2.728179e+00,-3.592683e-02 -6.042712e-01 2.728086e+00,-3.574904e-02 -6.044755e-01 2.727971e+00,-3.349470e-02 -6.052752e-01 2.728140e+00,-3.253410e-02 -6.053520e-01 2.728654e+00,-3.121279e-02 -6.059104e-01 2.729335e+00,-3.000119e-02 -6.061877e-01 2.729091e+00
1.196812e-02 -9.272084e-01 2.756978e+00,1.151464e-02 -9.237477e-01 2.755850e+00,1.121036e-02 -9.238773e-01 2.756106e+00,1.133526e-02 -9.244658e-01 2.756397e+00,1.133143e-02 -9.244527e-01 2.756402e+00,1.104478e-02 -9.244703e-01 2.756424e+00,1.122335e-02 -9.245781e-01 2.756367e+00,1.166571e-02 -9.249994e-01 2.756329e+00,1.180278e-02 -9.251326e-01 2.756352e+00,1.174846e-02 -9.251738e-01 2.756090e+00,1.209023e-02 -9.275942e-01 2.755154e+00,1.248365e-02 -9.272912e-01 2.754906e+00,1.254907e-02 -9.248911e-01 2.753757e+00,1.270741e-02 -9.252121e-01 2.753673e+00,1.363143e-02 -9.260674e-01 2.753778e+00,1.417191e-02 -9.265919e-01 2.754153e+00,1.433168e-02 -9.272709e-01 2.754462e+00,1.579363e-02 -9.272960e-01 2.754687e+00,1.757413e-02 -9.294218e-01 2.755669e+00,1.833783e-02 -9.313876e-01 2.757232e+00,1.795779e-02 -9.326919e-01 2.757799e+00,2.190088e-02 -9.398832e-01 2.759828e+00,2.046040e-02 -9.385628e-01 2.758751e+00,1.960028e-02 -9.370058e-01 2.757254e+00,1.920395e-02 -9.357894e-01 2.755506e+00,1.927380e-02 -9.384857e-01 2.755306e+00,1.928776e-02 -9.350522e-01 2.753002e+00,1.919697e-02 -9.342086e-01 2.752407e+00,1.767280e-02 -9.312658e-01 2.749689e+00,1.696897e-02 -9.308576e-01 2.749319e+00,1.685568e-02 -9.307975e-01 2.749296e+00,1.662113e-02 -9.295055e-01 2.748489e+00,1.569409e-02 -9.275491e-01 2.746827e+00,1.554221e-02 -9.273981e-01 2.746833e+00,1.530163e-02 -9.272631e-01 2.746843e+00,1.514118e-02 -9.268082e-01 2.746408e+00,1.493618e-02 -9.264220e-01 2.745728e+00,1.485864e-02 -9.260178e-01 2.745515e+00,1.429790e-02 -9.249942e-01 2.744998e+00,1.357052e-02 -9.243672e-01 2.744412e+00,1.299696e-02 -9.240472e-01 2.743997e+00,1.317574e-02 -9.241176e-01 2.743749e+00,1.297164e-02 -9.238625e-01 2.743239e+00,1.293964e-02 -9.230331e-01 2.742823e+00,1.294556e-02 -9.232252e-01 2.742502e+00,1.308736e-02 -9.230594e-01 2.742031e+00,1.363381e-02 -9.237406e-01 2.741900e+00,1.362192e-02 -9.237522e-01 2.741882e+00,1.370013e-02 -9.234208e-01 2.740936e+00
-1.056309e-02 -1.213682e+00 2.759847e+00,-1.090690e-02 -1.213054e+00 2.760617e+00,-1.063397e-02 -1.213506e+00 2.760634e+00,-1.082282e-02 -1.213385e+00 2.761065e+00,-1.086799e-02 -1.212723e+00 2.761037e+00,-1.081147e-02 -1.212353e+00 2.761193e+00,-1.056357e-02 -1.213627e+00 2.761310e+00,-9.349979e-03 -1.212615e+00 2.761442e+00,-7.248472e-03 -1.213776e+00 2.759890e+00,-8.914055e-03 -1.213548e+00 2.759328e+00,-6.218780e-03 -1.219198e+00 2.755444e+00,-6.216120e-03 -1.219038e+00 2.755022e+00,-6.910379e-03 -1.215595e+00 2.757761e+00,-6.912316e-03 -1.215898e+00 2.757691e+00,-7.815175e-03 -1.213893e+00 2.758699e+00,-8.110818e-03 -1.214410e+00 2.759570e+00,-8.099469e-03 -1.214611e+00 2.759650e+00,-7.601012e-03 -1.216184e+00 2.759188e+00,-8.094107e-03 -1.216649e+00 2.758910e+00,-7.635786e-03 -1.216758e+00 2.759690e+00,-7.192686e-03 -1.218294e+00 2.759880e+00,-7.143303e-03 -1.218903e+00 2.759655e+00,-6.969222e-03 -1.218811e+00 2.759728e+00,-2.540832e-02 -1.247357e+00 2.726448e+00,-6.795321e-03 -1.221824e+00 2.758995e+00,-6.502850e-03 -1.221954e+00 2.759143e+00,-7.061716e-03 -1.218650e+00 2.759189e+00,-7.049370e-03 -1.218534e+00 2.759275e+00,-7.208755e-03 -1.218828e+00 2.759347e+00,-1.785515e-02 -1.244460e+00 2.734400e+00,-4.890709e-03 -1.226179e+00 2.756863e+00,-4.597919e-03 -1.224299e+00 2.757371e+00,-5.745551e-03 -1.221953e+00 2.756686e+00,-5.420148e-03 -1.222350e+00 2.756253e+00,-5.619672e-03 -1.220360e+00 2.758202e+00,-5.098037e-03 -1.218893e+00 2.759057e+00,-5.490974e-03 -1.218138e+00 2.759577e+00,-4.486234e-03 -1.216487e+00 2.759927e+00,-3.023013e-03 -1.218063e+00 2.759471e+00,-4.990517e-03 -1.215382e+00 2.759317e+00,-4.991473e-03 -1.213082e+00 2.759643e+00,-5.415056e-03 -1.214277e+00 2.759028e+00,-6.152926e-03 -1.213190e+00 2.759321e+00,-5.132766e-03 -1.214820e+00 2.758634e+00,-4.700057e-03 -1.214584e+00 2.758859e+00,-4.474401e-03 -1.214723e+00 2.758860e+00,-4.528471e-03 -1.215125e+00 2.759279e+00,-4.472022e-03 -1.215501e+00 2.759239e+00,-4.553314e-03 -1.216365e+00 2.758921e+00
1.768264e-02 -1.266270e+00 2.622901e+00,1.685451e-02 -1.265753e+00 2.623558e+00,1.655155e-02 -1.265898e+00 2.622134e+00,1.754286e-02 -1.265800e+00 2.618271e+00,1.716728e-02 -1.265632e+00 2.619253e+00,1.689287e-02 -1.265476e+00 2.620478e+00,1.879741e-02 -1.264977e+00 2.618488e+00,1.734815e-02 -1.264291e+00 2.630199e+00,1.797820e-02 -1.264510e+00 2.629023e+00,1.903586e-02 -1.265188e+00 2.623919e+00,1.151625e-02 -1.266744e+00 2.595206e+00,1.035303e-02 -1.266123e+00 2.626204e+00,1.035151e-02 -1.265534e+00 2.625430e+00,1.941931e-02 -1.267944e+00 2.609861e+00,1.805222e-02 -1.267671e+00 2.613507e+00,1.763128e-02 -1.267421e+00 2.616192e+00,1.731218e-02 -1.268088e+00 2.617317e+00,1.708363e-02 -1.268081e+00 2.618412e+00,1.545312e-02 -1.268001e+00 2.621814e+00,1.589070e-02 -1.267906e+00 2.624273e+00,1.589169e-02 -1.267973e+00 2.624223e+00,1.491617e-02 -1.267459e+00 2.623736e+00,1.486232e-02 -1.267119e+00 2.625418e+00,2.341902e-02 -1.273823e+00 2.610062e+00,1.693467e-02 -1.266559e+00 2.620795e+00,1.691206e-02 -1.266966e+00 2.621637e+00,1.635849e-02 -1.266913e+00 2.624305e+00,1.673278e-02 -1.267105e+00 2.624842e+00,1.833273e-02 -1.266746e+00 2.620408e+00,2.277671e-02 -1.272053e+00 2.614141e+00,1.600623e-02 -1.266830e+00 2.602983e+00,1.420504e-02 -1.267180e+00 2.604290e+00,1.276909e-02 -1.266782e+00 2.608922e+00,1.345928e-02 -1.267102e+00 2.616945e+00,1.378497e-02 -1.267683e+00 2.618488e+00,1.371577e-02 -1.267679e+00 2.618433e+00,1.431042e-02 -1.267356e+00 2.619465e+00,2.867687e-03 -1.266115e+00 2.602454e+00,1.159270e-02 -1.268229e+00 2.621746e+00,1.482575e-02 -1.267193e+00 2.619297e+00,1.725344e-02 -1.266599e+00 2.612585e+00,1.829952e-02 -1.267325e+00 2.614275e+00,1.913677e-02 -1.267401e+00 2.609895e+00,1.645179e-02 -1.266446e+00 2.600877e+00,1.668801e-02 -1.266602e+00 2.601775e+00,1.985072e-02 -1.267655e+00 2.614667e+00,1.911740e-02 -1.268206e+00 2.614187e+00,1.469377e-02 -1.269187e+00 2.606305e+00,1.649328e-02 -1.268286e+00 2.605352e+00
1.026344e-01 -6.109014e-01 2.757729e+00,1.024816e-01 -6.108479e-01 2.758064e+00,1.023753e-01 -6.107140e-01 2.758288e+00,1.021228e-01 -6.106044e-01 2.758513e+00,1.021212e-01 -6.105787e-01 2.758620e+00,1.018818e-01 -6.106395e-01 2.758903e+00,1.003072e-01 -6.106430e-01 2.758991e+00,9.828909e-02 -6.107170e-01 2.758693e+00,9.760679e-02 -6.106952e-01 2.758490e+00,9.621377e-02 -6.108842e-01 2.758068e+00,9.377632e-02 -6.102284e-01 2.756751e+00,9.292635e-02 -6.102393e-01 2.755587e+00,9.209101e-02 -6.107792e-01 2.752534e+00,9.170517e-02 -6.116834e-01 2.750800e+00,9.123082e-02 -6.129119e-01 2.748478e+00,9.192130e-02 -6.152131e-01 2.745904e+00,9.216131e-02 -6.177723e-01 2.743910e+00,9.228668e-02 -6.221447e-01 2.738856e+00,9.114150e-02 -6.253543e-01 2.736473e+00,9.068365e-02 -6.259122e-01 2.735454e+00,8.979402e-02 -6.263235e-01 2.733707e+00,8.779154e-02 -6.280274e-01 2.731647e+00,8.701199e-02 -6.277783e-01 2.730201e+00,8.528746e-02 -6.264334e-01 2.726775e+00,8.511993e-02 -6.263092e-01 2.726215e+00,8.472349e-02 -6.258814e-01 2.725605e+00,8.539958e-02 -6.257749e-01 2.724393e+00,8.552447e-02 -6.257513e-01 2.724154e+00,8.638819e-02 -6.256186e-01 2.723694e+00,8.656702e-02 -6.249516e-01 2.723238e+00,8.685336e-02 -6.244372e-01 2.723235e+00,8.775124e-02 -6.204240e-01 2.723305e+00,8.814120e-02 -6.163696e-01 2.724044e+00,8.858432e-02 -6.153483e-01 2.724102e+00,8.844343e-02 -6.142420e-01 2.724138e+00,9.056587e-02 -6.122422e-01 2.724682e+00,9.062889e-02 -6.119406e-01 2.724926e+00,9.204547e-02 -6.109912e-01 2.725168e+00,9.381897e-02 -6.105167e-01 2.726726e+00,9.496943e-02 -6.096574e-01 2.727537e+00,9.569445e-02 -6.095042e-01 2.728045e+00,9.672599e-02 -6.097035e-01 2.728892e+00,9.749230e-02 -6.097814e-01 2.729485e+00,9.989585e-02 -6.099353e-01 2.730812e+00,1.000417e-01 -6.100214e-01 2.731103e+00,1.024371e-01 -6.099418e-01 2.732696e+00,1.031968e-01 -6.096148e-01 2.733403e+00,1.042995e-01 -6.095079e-01 2.733860e+00,1.053613e-01 -6.095565e-01 2.734544e+00
3.279667e-02 -9.386307e-01 2.763030e+00,3.228841e-02 -9.395199e-01 2.763013e+00,3.223678e-02 -9.392562e-01 2.763124e+00,3.243692e-02 -9.380968e-01 2.763187e+00,3.226214e-02 -9.372389e-01 2.763102e+00,3.270270e-02 -9.368327e-01 2.763254e+00,3.269707e-02 -9.366307e-01 2.763317e+00,3.274338e-02 -9.366063e-01 2.763390e+00,3.272780e-02 -9.365925e-01 2.763368e+00,3.263917e-02 -9.365247e-01 2.763185e+00,3.292806e-02 -9.430273e-01 2.762556e+00,3.179404e-02 -9.408962e-01 2.761667e+00,3.179208e-02 -9.377463e-01 2.760223e+00,3.151834e-02 -9.375123e-01 2.760082e+00,3.140783e-02 -9.367905e-01 2.759975e+00,3.104256e-02 -9.377391e-01 2.760053e+00,3.037006e-02 -9.391014e-01 2.760481e+00,3.042277e-02 -9.401109e-01 2.760808e+00,2.997140e-02 -9.429100e-01 2.760713e+00,3.050241e-02 -9.428585e-01 2.761148e+00,3.385103e-02 -9.467853e-01 2.762851e+00,3.564053e-02 -9.448740e-01 2.762134e+00,3.566936e-02 -9.449170e-01 2.761874e+00,3.533646e-02 -9.450831e-01 2.760906e+00,3.439087e-02 -9.450675e-01 2.759859e+00,3.496527e-02 -9.436363e-01 2.758872e+00,3.491306e-02 -9.433898e-01 2.757223e+00,3.396513e-02 -9.435605e-01 2.756529e+00,3.442232e-02 -9.431325e-01 2.754843e+00,3.270234e-02 -9.435802e-01 2.754435e+00,3.283491e-02 -9.410754e-01 2.753603e+00,3.373289e-02 -9.348223e-01 2.750919e+00,3.411245e-02 -9.328973e-01 2.749804e+00,3.359588e-02 -9.340201e-01 2.749954e+00,3.421776e-02 -9.325522e-01 2.749830e+00,3.357778e-02 -9.339501e-01 2.749992e+00,3.342300e-02 -9.330674e-01 2.749218e+00,3.333404e-02 -9.323908e-01 2.748934e+00,3.182623e-02 -9.366692e-01 2.749059e+00,3.220756e-02 -9.356331e-01 2.748400e+00,3.295565e-02 -9.348183e-01 2.748176e+00,3.250358e-02 -9.348288e-01 2.748130e+00,3.187938e-02 -9.355560e-01 2.747953e+00,3.222603e-02 -9.354882e-01 2.747746e+00,3.426166e-02 -9.328164e-01 2.747020e+00,3.416900e-02 -9.317178e-01 2.746360e+00,3.414598e-02 -9.317325e-01 2.746313e+00,3.184354e-02 -9.458109e-01 2.749718e+00,3.289213e-02 -9.459060e-01 2.749536e+00
4.961870e-02 -1.221963e+00 2.759054e+00,4.898953e-02 -1.221524e+00 2.760383e+00,4.881287e-02 -1.220546e+00 2.761970e+00,4.902736e-02 -1.220475e+00 2.761530e+00,4.924879e-02 -1.220685e+00 2.761022e+00,4.915762e-02 -1.221326e+00 2.760991e+00,6.897955e-02 -1.239106e+00 2.733434e+00,5.029732e-02 -1.242658e+00 2.739664e+00,5.044863e-02 -1.223483e+00 2.755956e+00,5.091424e-02 -1.221959e+00 2.756879e+00,5.097965e-02 -1.220314e+00 2.757477e+00,5.097524e-02 -1.220230e+00 2.757538e+00,5.210170e-02 -1.217813e+00 2.760876e+00,5.167063e-02 -1.218440e+00 2.760327e+00,5.232926e-02 -1.217415e+00 2.760941e+00,5.155136e-02 -1.218363e+00 2.760601e+00,6.877036e-02 -1.250115e+00 2.725449e+00,5.475093e-02 -1.223092e+00 2.751541e+00,5.235655e-02 -1.233033e+00 2.744446e+00,5.086138e-02 -1.236634e+00 2.742291e+00,5.262219e-02 -1.226155e+00 2.750895e+00,5.244057e-02 -1.218433e+00 2.757257e+00,5.284491e-02 -1.217749e+00 2.758551e+00,5.259691e-02 -1.217704e+00 2.758439e+00,5.264176e-02 -1.216523e+00 2.760755e+00,5.296114e-02 -1.215142e+00 2.763021e+00,5.280510e-02 -1.217370e+00 2.760514e+00,5.276136e-02 -1.217785e+00 2.761352e+00,5.185594e-02 -1.218167e+00 2.761449e+00,5.190787e-02 -1.218128e+00 2.761299e+00,5.231065e-02 -1.218165e+00 2.761966e+00,5.204026e-02 -1.218965e+00 2.760754e+00,5.181314e-02 -1.221774e+00 2.755839e+00,5.176216e-02 -1.221520e+00 2.756377e+00,6.483035e-02 -1.237408e+00 2.739331e+00,5.716657e-02 -1.225738e+00 2.749604e+00,5.165573e-02 -1.234826e+00 2.731487e+00,5.145305e-02 -1.238885e+00 2.729625e+00,5.915570e-02 -1.239066e+00 2.736951e+00,6.171323e-02 -1.239606e+00 2.732723e+00,5.641611e-02 -1.229712e+00 2.742675e+00,5.182700e-02 -1.230051e+00 2.744526e+00,5.829607e-02 -1.238280e+00 2.731194e+00,5.111698e-02 -1.227488e+00 2.749737e+00,4.991532e-02 -1.226569e+00 2.751771e+00,4.910095e-02 -1.225266e+00 2.752468e+00,4.857711e-02 -1.225108e+00 2.753929e+00,4.859079e-02 -1.224338e+00 2.755054e+00,4.964053e-02 -1.224760e+00 2.753490e+00
4.931453e-02 -1.265401e+00 2.627160e+00,4.825836e-02 -1.263920e+00 2.613848e+00,4.833741e-02 -1.264086e+00 2.613414e+00,4.717965e-02 -1.264446e+00 2.617537e+00,4.859020e-02 -1.264489e+00 2.615815e+00,4.963240e-02 -1.265158e+00 2.617803e+00,4.779777e-02 -1.269230e+00 2.608144e+00,4.920777e-02 -1.268788e+00 2.610422e+00,4.562056e-02 -1.266159e+00 2.599339e+00,4.492638e-02 -1.265925e+00 2.600289e+00,4.468398e-02 -1.266001e+00 2.601269e+00,4.343230e-02 -1.267571e+00 2.610956e+00,4.358260e-02 -1.267392e+00 2.613073e+00,4.525230e-02 -1.267960e+00 2.610014e+00,4.571746e-02 -1.268345e+00 2.611265e+00,4.716276e-02 -1.267762e+00 2.612953e+00,4.317707e-02 -1.272910e+00 2.597980e+00,4.737639e-02 -1.268559e+00 2.615396e+00,4.653323e-02 -1.268913e+00 2.616212e+00,4.647530e-02 -1.268998e+00 2.615272e+00,4.577291e-02 -1.269647e+00 2.613802e+00,4.649201e-02 -1.269316e+00 2.618130e+00,4.648945e-02 -1.269297e+00 2.618107e+00,4.638198e-02 -1.269189e+00 2.614957e+00,4.562099e-02 -1.269078e+00 2.613642e+00,4.441974e-02 -1.269166e+00 2.615087e+00,4.280506e-02 -1.269327e+00 2.614202e+00,4.290652e-02 -1.269355e+00 2.613276e+00,4.615679e-02 -1.268655e+00 2.611896e+00,4.527208e-02 -1.268635e+00 2.613767e+00,4.690124e-02 -1.268620e+00 2.613680e+00,4.572216e-02 -1.268436e+00 2.613871e+00,4.615080e-02 -1.268910e+00 2.612041e+00,4.620950e-02 -1.268832e+00 2.614466e+00,4.730861e-02 -1.270035e+00 2.614021e+00,4.799744e-02 -1.268716e+00 2.615977e+00,4.717635e-02 -1.272823e+00 2.607579e+00,7.418995e-02 -1.274911e+00 2.607597e+00,5.278127e-02 -1.270835e+00 2.610092e+00,4.954507e-02 -1.272966e+00 2.607167e+00,5.502566e-02 -1.266258e+00 2.603667e+00,5.007069e-02 -1.267143e+00 2.612864e+00,4.771177e-02 -1.269358e+00 2.604456e+00,4.888833e-02 -1.266585e+00 2.607139e+00,5.180936e-02 -1.267121e+00 2.609340e+00,6.284030e-02 -1.267826e+00 2.621778e+00,5.188500e-02 -1.268728e+00 2.613158e+00,5.047232e-02 -1.269048e+00 2.613883e+00,5.168932e-02 -1.267732e+00 2.605289e+00
4.145600e-02 -1.185150e-01 2.804118e+00,4.097516e-02 -1.179864e-01 2.804826e+00,4.115693e-02 -1.178963e-01 2.805499e+00,4.020055e-02 -1.177329e-01 2.806548e+00,3.949453e-02 -1.173846e-01 2.805294e+00,3.949197e-02 -1.176690e-01 2.805283e+00,3.939695e-02 -1.173531e-01 2.805251e+00,3.973788e-02 -1.177511e-01 2.804712e+00,4.040485e-02 -1.173223e-01 2.804467e+00,4.100707e-02 -1.171834e-01 2.803705e+00,4.045539e-02 -1.168460e-01 2.801436e+00,4.150992e-02 -1.163949e-01 2.801021e+00,4.158441e-02 -1.156547e-01 2.799884e+00,4.074663e-02 -1.157182e-01 2.798828e+00,4.141591e-02 -1.141903e-01 2.799572e+00,4.106122e-02 -1.137026e-01 2.799647e+00,3.827676e-02 -1.141692e-01 2.798583e+00,3.464972e-02 -1.135175e-01 2.796870e+00,3.153325e-02 -1.150395e-01 2.799303e+00,3.064571e-02 -1.150340e-01 2.799744e+00,2.994860e-02 -1.154863e-01 2.798778e+00,2.828874e-02 -1.161188e-01 2.799025e+00,2.818002e-02 -1.160564e-01 2.799089e+00,2.784843e-02 -1.162142e-01 2.797261e+00,2.715367e-02 -1.158491e-01 2.796941e+00,2.727539e-02 -1.155178e-01 2.796496e+00,2.783456e-02 -1.154885e-01 2.794851e+00,2.832436e-02 -1.158986e-01 2.793628e+00,2.992412e-02 -1.153294e-01 2.791368e+00,3.088931e-02 -1.150391e-01 2.790344e+00,3.148864e-02 -1.157986e-01 2.789201e+00,3.474404e-02 -1.151398e-01 2.785778e+00,3.979028e-02 -1.165517e-01 2.782564e+00,3.934573e-02 -1.164281e-01 2.782545e+00,4.062226e-02 -1.158483e-01 2.780702e+00,4.068693e-02 -1.157382e-01 2.780649e+00,4.121184e-02 -1.154684e-01 2.779747e+00,4.176356e-02 -1.153390e-01 2.778439e+00,4.240898e-02 -1.152743e-01 2.778346e+00,4.270281e-02 -1.152284e-01 2.778177e+00,4.397114e-02 -1.151771e-01 2.778165e+00,4.436826e-02 -1.154083e-01 2.778124e+00,4.462551e-02 -1.156359e-01 2.777975e+00,4.582194e-02 -1.154174e-01 2.778609e+00,4.520137e-02 -1.155702e-01 2.779223e+00,4.516814e-02 -1.161583e-01 2.778798e+00,4.540009e-02 -1.162108e-01 2.778909e+00,4.597462e-02 -1.164163e-01 2.778877e+00,4.685143e-02 -1.167305e-01 2.778472e+00
