5.099307e-02 -5.628076e-01 2.698711e+00,5.089778e-02 -5.629345e-01 2.698746e+00,5.092640e-02 -5.630513e-01 2.698780e+00,5.044460e-02 -5.634108e-01 2.698821e+00,5.034529e-02 -5.636019e-01 2.698969e+00,4.996183e-02 -5.639678e-01 2.699403e+00,4.887850e-02 -5.639985e-01 2.700704e+00,4.732119e-02 -5.637591e-01 2.701637e+00,4.715573e-02 -5.630756e-01 2.702249e+00,4.624885e-02 -5.624157e-01 2.702638e+00,4.626902e-02 -5.598423e-01 2.703387e+00,4.644484e-02 -5.594603e-01 2.703486e+00,4.645728e-02 -5.591823e-01 2.703381e+00,4.665514e-02 -5.587733e-01 2.703375e+00,4.714109e-02 -5.592002e-01 2.703109e+00,4.686872e-02 -5.609936e-01 2.702498e+00,4.614112e-02 -5.613084e-01 2.701944e+00,4.632372e-02 -5.608097e-01 2.701758e+00,4.594437e-02 -5.599630e-01 2.701631e+00,4.571652e-02 -5.593181e-01 2.701515e+00,4.619288e-02 -5.584858e-01 2.701123e+00,4.633014e-02 -5.583715e-01 2.700973e+00,4.629242e-02 -5.584247e-01 2.700826e+00,4.649571e-02 -5.585346e-01 2.700425e+00,4.654520e-02 -5.586078e-01 2.700369e+00,4.692169e-02 -5.596802e-01 2.700055e+00,4.701741e-02 -5.592121e-01 2.699939e+00,4.651368e-02 -5.588906e-01 2.699810e+00,4.629591e-02 -5.583998e-01 2.699719e+00,4.606549e-02 -5.580845e-01 2.699898e+00,4.577553e-02 -5.568208e-01 2.700627e+00,4.532422e-02 -5.563153e-01 2.700614e+00,4.475667e-02 -5.564896e-01 2.700780e+00,4.468004e-02 -5.572296e-01 2.700755e+00,4.486409e-02 -5.575290e-01 2.700822e+00,4.549966e-02 -5.583095e-01 2.700877e+00,4.550813e-02 -5.587873e-01 2.701026e+00,4.574332e-02 -5.595977e-01 2.701179e+00,4.653362e-02 -5.622281e-01 2.702383e+00,4.638514e-02 -5.632825e-01 2.702646e+00,4.548532e-02 -5.644317e-01 2.703137e+00,4.550564e-02 -5.646576e-01 2.703537e+00,4.541218e-02 -5.650874e-01 2.704319e+00,4.544567e-02 -5.652741e-01 2.704722e+00,4.555148e-02 -5.654495e-01 2.704912e+00,4.557987e-02 -5.654553e-01 2.705197e+00,4.566566e-02 -5.655150e-01 2.705555e+00,4.561003e-02 -5.654455e-01 2.705876e+00,4.540889e-02 -5.654252e-01 2.706177e+00,4.524429e-02 -5.654349e-01 2.706533e+00
2.133800e-01 -5.820397e-01 2.601411e+00,2.135164e-01 -5.816795e-01 2.599273e+00,2.159431e-01 -5.862588e-01 2.598544e+00,2.239924e-01 -5.843554e-01 2.568066e+00,2.267268e-01 -5.570368e-01 2.540258e+00,2.218262e-01 -5.403650e-01 2.534335e+00,2.256316e-01 -4.328460e-01 2.482586e+00,2.411922e-01 -4.319133e-01 2.441810e+00,2.012462e-01 -3.127428e-01 2.433952e+00,1.745010e-01 -2.593850e-01 2.441931e+00,1.229046e-01 -2.000553e-01 2.471294e+00,9.863155e-02 -1.829115e-01 2.478002e+00,-2.841545e-02 -1.414717e-01 2.471078e+00,2.278440e-02 -1.420570e-01 2.474968e+00,1.905688e-02 -1.345978e-01 2.480479e+00,-6.686406e-02 -1.389477e-01 2.486667e+00,1.303185e-01 -4.169224e-02 2.480363e+00,1.382541e-01 -1.029696e-01 2.484311e+00,1.214426e-01 -1.120237e-01 2.486333e+00,1.368955e-02 -8.225434e-02 2.471831e+00,2.418546e-02 -1.317753e-01 2.483347e+00,-3.496106e-02 -1.576799e-01 2.504365e+00,-5.081259e-02 -1.751533e-01 2.517515e+00,-7.023896e-02 -1.355106e-01 2.503008e+00,1.152858e-01 -8.171955e-02 2.465667e+00,7.173482e-02 -6.784061e-02 2.474254e+00,9.352093e-02 2.335678e-02 2.496024e+00,1.228330e-02 -1.519042e-01 2.488575e+00,-2.294276e-02 -1.622420e-01 2.487696e+00,-4.417307e-02 -1.675820e-01 2.487355e+00,-8.308824e-02 -2.021855e-01 2.487160e+00,1.354167e-01 -2.387719e-01 2.401322e+00,1.601897e-01 -2.789077e-01 2.408376e+00,2.016094e-01 -3.523932e-01 2.421559e+00,2.171467e-01 -3.870781e-01 2.437385e+00,2.343955e-01 -4.539736e-01 2.492808e+00,2.330471e-01 -4.869120e-01 2.539459e+00,2.329506e-01 -5.147967e-01 2.566964e+00,2.495111e-01 -5.685407e-01 2.586442e+00,2.410578e-01 -5.835720e-01 2.613833e+00,2.292323e-01 -5.984772e-01 2.634785e+00,2.230745e-01 -5.965167e-01 2.634680e+00,2.213837e-01 -5.963471e-01 2.634823e+00,2.249053e-01 -5.965712e-01 2.634554e+00,2.230866e-01 -5.970740e-01 2.631546e+00,2.176829e-01 -5.971012e-01 2.628820e+00,2.176735e-01 -5.964498e-01 2.629650e+00,2.181783e-01 -5.966721e-01 2.633366e+00,2.182984e-01 -5.973974e-01 2.632113e+00,2.185777e-01 -5.981776e-01 2.632194e+00
-2.147461e-02 -5.563070e-01 2.669199e+00,-2.163935e-02 -5.566061e-01 2.669356e+00,-2.161416e-02 -5.567850e-01 2.669450e+00,-2.201153e-02 -5.570849e-01 2.669552e+00,-2.207152e-02 -5.572799e-01 2.669606e+00,-2.248121e-02 -5.577324e-01 2.670208e+00,-2.368603e-02 -5.580394e-01 2.672403e+00,-2.515247e-02 -5.577962e-01 2.673509e+00,-2.531708e-02 -5.572791e-01 2.674192e+00,-2.615822e-02 -5.565140e-01 2.674671e+00,-2.579772e-02 -5.541575e-01 2.675296e+00,-2.551948e-02 -5.537728e-01 2.675444e+00,-2.546072e-02 -5.533931e-01 2.675165e+00,-2.494766e-02 -5.528804e-01 2.675303e+00,-2.425062e-02 -5.534945e-01 2.674177e+00,-2.484140e-02 -5.555396e-01 2.672574e+00,-2.583203e-02 -5.556865e-01 2.672043e+00,-2.538316e-02 -5.547206e-01 2.671847e+00,-2.562613e-02 -5.531858e-01 2.671489e+00,-2.582164e-02 -5.523932e-01 2.671438e+00,-2.520632e-02 -5.515273e-01 2.671104e+00,-2.500517e-02 -5.514107e-01 2.670943e+00,-2.508309e-02 -5.515068e-01 2.670692e+00,-2.496837e-02 -5.516154e-01 2.670469e+00,-2.491224e-02 -5.518085e-01 2.670131e+00,-2.470461e-02 -5.530740e-01 2.669400e+00,-2.451056e-02 -5.526409e-01 2.669450e+00,-2.489752e-02 -5.523914e-01 2.669595e+00,-2.505881e-02 -5.518464e-01 2.669637e+00,-2.523434e-02 -5.515751e-01 2.669746e+00,-2.546246e-02 -5.504771e-01 2.670640e+00,-2.594046e-02 -5.500726e-01 2.670877e+00,-2.668358e-02 -5.503410e-01 2.671362e+00,-2.701736e-02 -5.512722e-01 2.671833e+00,-2.685767e-02 -5.517652e-01 2.672063e+00,-2.641140e-02 -5.526065e-01 2.672210e+00,-2.646673e-02 -5.532457e-01 2.672524e+00,-2.630070e-02 -5.543253e-01 2.672717e+00,-2.549741e-02 -5.571865e-01 2.673957e+00,-2.576093e-02 -5.585244e-01 2.674613e+00,-2.672674e-02 -5.596938e-01 2.675764e+00,-2.673125e-02 -5.599248e-01 2.676302e+00,-2.685783e-02 -5.604075e-01 2.677514e+00,-2.682875e-02 -5.605201e-01 2.677986e+00,-2.674204e-02 -5.606351e-01 2.678169e+00,-2.672589e-02 -5.605695e-01 2.678482e+00,-2.665785e-02 -5.605920e-01 2.678842e+00,-2.670658e-02 -5.604849e-01 2.679178e+00,-2.689574e-02 -5.604063e-01 2.679364e+00,-2.706435e-02 -5.603690e-01 2.679626e+00
-6.662368e-03 -8.777115e-01 2.691202e+00,-6.058907e-03 -8.790522e-01 2.691928e+00,-6.192716e-03 -8.788070e-01 2.692006e+00,-5.063079e-03 -8.776513e-01 2.691965e+00,-5.038605e-03 -8.778530e-01 2.692028e+00,-5.007082e-03 -8.777912e-01 2.691987e+00,-5.652389e-03 -8.760834e-01 2.690264e+00,-6.131676e-03 -8.755436e-01 2.689858e+00,-6.562182e-03 -8.735523e-01 2.689404e+00,-8.532498e-03 -8.707107e-01 2.688274e+00,-8.211218e-03 -8.682677e-01 2.687734e+00,-8.628040e-03 -8.675044e-01 2.687657e+00,-9.431324e-03 -8.629645e-01 2.684957e+00,-9.681190e-03 -8.624270e-01 2.685006e+00,-9.890615e-03 -8.625693e-01 2.685018e+00,-9.864632e-03 -8.652860e-01 2.686543e+00,-9.906200e-03 -8.654299e-01 2.686575e+00,-1.004240e-02 -8.653877e-01 2.686512e+00,-1.065032e-02 -8.656923e-01 2.686824e+00,-1.080355e-02 -8.656151e-01 2.686861e+00,-1.120389e-02 -8.651563e-01 2.686695e+00,-1.102026e-02 -8.654755e-01 2.686731e+00,-1.102543e-02 -8.655180e-01 2.686743e+00,-1.174624e-02 -8.656312e-01 2.686479e+00,-1.174316e-02 -8.655705e-01 2.686502e+00,-1.163400e-02 -8.656744e-01 2.686888e+00,-1.153471e-02 -8.656598e-01 2.687011e+00,-1.150518e-02 -8.656918e-01 2.686934e+00,-1.097929e-02 -8.664047e-01 2.687233e+00,-1.100867e-02 -8.664249e-01 2.687308e+00,-1.270124e-02 -8.661343e-01 2.687469e+00,-1.270357e-02 -8.658869e-01 2.687291e+00,-1.230452e-02 -8.663933e-01 2.687270e+00,-1.220291e-02 -8.656917e-01 2.686777e+00,-1.131510e-02 -8.602964e-01 2.684219e+00,-9.902133e-03 -8.613191e-01 2.684338e+00,-1.013850e-02 -8.613653e-01 2.684260e+00,-1.282239e-02 -8.613887e-01 2.684475e+00,-7.090604e-03 -8.721760e-01 2.687951e+00,-7.388229e-03 -8.730420e-01 2.688380e+00,-6.753611e-03 -8.774540e-01 2.689814e+00,-6.937794e-03 -8.770781e-01 2.689744e+00,-6.912993e-03 -8.769490e-01 2.689978e+00,-7.426421e-03 -8.769166e-01 2.690569e+00,-7.288268e-03 -8.776496e-01 2.691162e+00,-7.557819e-03 -8.772207e-01 2.691041e+00,-7.494975e-03 -8.771756e-01 2.691134e+00,-7.480293e-03 -8.768048e-01 2.691123e+00,-8.605349e-03 -8.757561e-01 2.690913e+00,-8.567578e-03 -8.756756e-01 2.690917e+00
9.345124e-03 -1.217477e+00 2.747838e+00,7.952786e-03 -1.218075e+00 2.747241e+00,8.029192e-03 -1.218295e+00 2.747220e+00,7.726483e-03 -1.218571e+00 2.747450e+00,8.010637e-03 -1.219076e+00 2.747395e+00,9.020779e-03 -1.219409e+00 2.747036e+00,6.875854e-03 -1.221932e+00 2.746926e+00,7.738872e-03 -1.218614e+00 2.745900e+00,8.282109e-03 -1.216568e+00 2.748038e+00,7.076474e-03 -1.216536e+00 2.748175e+00,7.018167e-03 -1.219083e+00 2.747092e+00,8.628199e-03 -1.221892e+00 2.747044e+00,7.777462e-03 -1.221386e+00 2.747310e+00,6.060619e-03 -1.219953e+00 2.748083e+00,5.620578e-03 -1.219230e+00 2.748193e+00,6.067178e-03 -1.219993e+00 2.747739e+00,5.665595e-03 -1.219704e+00 2.748081e+00,-1.322421e-02 -1.245000e+00 2.734223e+00,-1.411281e-02 -1.246477e+00 2.733225e+00,-1.726332e-02 -1.252496e+00 2.731792e+00,-1.721093e-02 -1.252039e+00 2.731678e+00,-1.765497e-02 -1.252384e+00 2.731469e+00,-1.713306e-02 -1.252431e+00 2.731508e+00,-1.694352e-02 -1.252548e+00 2.731303e+00,-1.787482e-02 -1.252527e+00 2.730978e+00,-1.746351e-02 -1.252647e+00 2.731286e+00,-1.757406e-02 -1.252671e+00 2.731135e+00,-1.802562e-02 -1.252683e+00 2.731141e+00,-1.664289e-02 -1.253909e+00 2.728036e+00,-1.518355e-02 -1.254123e+00 2.726877e+00,-1.524678e-02 -1.253888e+00 2.726751e+00,-1.521504e-02 -1.253686e+00 2.726262e+00,-1.569318e-02 -1.254202e+00 2.726098e+00,-1.685063e-02 -1.253477e+00 2.725712e+00,-1.676916e-02 -1.247845e+00 2.724955e+00,-1.730440e-02 -1.248950e+00 2.724233e+00,-1.713119e-02 -1.248950e+00 2.724526e+00,-1.731222e-02 -1.249046e+00 2.724493e+00,-1.699043e-02 -1.255602e+00 2.726012e+00,-1.681077e-02 -1.255450e+00 2.726098e+00,-1.841706e-02 -1.246702e+00 2.724940e+00,-1.858889e-02 -1.244684e+00 2.724628e+00,-1.846286e-02 -1.245051e+00 2.724880e+00,-1.870916e-02 -1.245255e+00 2.725026e+00,-1.897275e-02 -1.245887e+00 2.725294e+00,-1.905001e-02 -1.246181e+00 2.725625e+00,-1.933475e-02 -1.245700e+00 2.725593e+00,-1.992415e-02 -1.244418e+00 2.725217e+00,-1.892284e-02 -1.246757e+00 2.726460e+00,-1.985156e-02 -1.247598e+00 2.727476e+00
8.525066e-03 -1.274054e+00 2.616457e+00,5.809396e-03 -1.274519e+00 2.612557e+00,2.121964e-03 -1.274491e+00 2.612754e+00,7.378221e-03 -1.274296e+00 2.616462e+00,1.239587e-02 -1.275990e+00 2.630982e+00,1.170484e-02 -1.276123e+00 2.637116e+00,1.141295e-02 -1.273810e+00 2.614117e+00,1.284989e-02 -1.273727e+00 2.616091e+00,9.140104e-03 -1.275956e+00 2.634955e+00,1.041403e-02 -1.275830e+00 2.637093e+00,9.652165e-03 -1.275834e+00 2.636670e+00,3.721102e-03 -1.273512e+00 2.613846e+00,7.001413e-03 -1.274684e+00 2.632987e+00,6.158755e-03 -1.275797e+00 2.626963e+00,1.174902e-02 -1.276033e+00 2.633417e+00,1.039729e-02 -1.273935e+00 2.619698e+00,8.209981e-03 -1.274261e+00 2.620886e+00,1.025728e-02 -1.275231e+00 2.619766e+00,7.081388e-03 -1.276581e+00 2.618169e+00,1.262705e-02 -1.279176e+00 2.617675e+00,1.255638e-02 -1.279274e+00 2.617819e+00,6.617796e-03 -1.278478e+00 2.615330e+00,6.682096e-03 -1.278519e+00 2.615299e+00,1.201260e-02 -1.278520e+00 2.616720e+00,1.202983e-02 -1.278620e+00 2.616788e+00,1.333392e-02 -1.281818e+00 2.619029e+00,1.512186e-02 -1.281754e+00 2.619580e+00,1.654060e-02 -1.279562e+00 2.619190e+00,1.389280e-02 -1.280196e+00 2.614204e+00,9.461117e-03 -1.281420e+00 2.611611e+00,9.947107e-03 -1.283405e+00 2.612804e+00,1.119367e-02 -1.283855e+00 2.613052e+00,1.171333e-02 -1.283649e+00 2.612825e+00,1.431970e-02 -1.288038e+00 2.616827e+00,1.137566e-02 -1.286314e+00 2.617466e+00,1.521794e-02 -1.286904e+00 2.618156e+00,1.667723e-02 -1.287228e+00 2.619256e+00,1.736854e-02 -1.283515e+00 2.617011e+00,2.059853e-02 -1.285053e+00 2.616898e+00,1.991872e-02 -1.284117e+00 2.616132e+00,6.137107e-03 -1.277028e+00 2.611167e+00,1.173612e-02 -1.279441e+00 2.615437e+00,1.302978e-02 -1.284947e+00 2.619716e+00,8.331155e-03 -1.274696e+00 2.608468e+00,1.497391e-02 -1.274587e+00 2.611833e+00,1.622961e-02 -1.276644e+00 2.616024e+00,1.575164e-02 -1.280231e+00 2.618404e+00,1.487775e-02 -1.278996e+00 2.617912e+00,2.189851e-03 -1.273524e+00 2.605943e+00,2.549178e-03 -1.273516e+00 2.605720e+00
1.220570e-01 -5.544244e-01 2.658165e+00,1.220073e-01 -5.544769e-01 2.658077e+00,1.220437e-01 -5.545590e-01 2.658054e+00,1.214704e-01 -5.550067e-01 2.657890e+00,1.213339e-01 -5.551890e-01 2.658130e+00,1.210148e-01 -5.554616e-01 2.658378e+00,1.201002e-01 -5.553136e-01 2.658951e+00,1.185368e-01 -5.550765e-01 2.659611e+00,1.183759e-01 -5.542188e-01 2.660087e+00,1.174323e-01 -5.536684e-01 2.660339e+00,1.171061e-01 -5.508843e-01 2.661113e+00,1.171946e-01 -5.505059e-01 2.661152e+00,1.171771e-01 -5.502967e-01 2.661146e+00,1.171120e-01 -5.498940e-01 2.660940e+00,1.175891e-01 -5.503396e-01 2.661173e+00,1.175768e-01 -5.519325e-01 2.661175e+00,1.170608e-01 -5.523665e-01 2.660687e+00,1.170747e-01 -5.521991e-01 2.660542e+00,1.165713e-01 -5.517799e-01 2.660618e+00,1.162594e-01 -5.513231e-01 2.660528e+00,1.165457e-01 -5.505937e-01 2.660151e+00,1.166066e-01 -5.505131e-01 2.660052e+00,1.165924e-01 -5.505397e-01 2.660003e+00,1.168710e-01 -5.506712e-01 2.659452e+00,1.169416e-01 -5.507314e-01 2.659538e+00,1.175015e-01 -5.516549e-01 2.659638e+00,1.174743e-01 -5.511115e-01 2.659376e+00,1.167333e-01 -5.506620e-01 2.658900e+00,1.164592e-01 -5.502429e-01 2.658752e+00,1.161579e-01 -5.498853e-01 2.659074e+00,1.158103e-01 -5.484318e-01 2.659832e+00,1.153486e-01 -5.477877e-01 2.659560e+00,1.148985e-01 -5.479224e-01 2.659529e+00,1.150822e-01 -5.486650e-01 2.659059e+00,1.153082e-01 -5.488464e-01 2.659021e+00,1.161694e-01 -5.495718e-01 2.658969e+00,1.162258e-01 -5.498974e-01 2.659002e+00,1.165088e-01 -5.504436e-01 2.659118e+00,1.172867e-01 -5.527115e-01 2.660269e+00,1.172358e-01 -5.535173e-01 2.660248e+00,1.164186e-01 -5.546179e-01 2.660215e+00,1.164635e-01 -5.548052e-01 2.660463e+00,1.164134e-01 -5.551386e-01 2.660872e+00,1.164646e-01 -5.554072e-01 2.661160e+00,1.165914e-01 -5.556313e-01 2.661332e+00,1.166356e-01 -5.556895e-01 2.661566e+00,1.167404e-01 -5.557764e-01 2.661893e+00,1.166873e-01 -5.557401e-01 2.662178e+00,1.164569e-01 -5.558029e-01 2.662705e+00,1.163187e-01 -5.558614e-01 2.663132e+00
7.312411e-02 -8.995111e-01 2.696069e+00,7.253818e-02 -9.000759e-01 2.696426e+00,7.254586e-02 -9.001206e-01 2.696435e+00,7.169356e-02 -9.007983e-01 2.696691e+00,7.175323e-02 -9.013752e-01 2.696908e+00,7.180060e-02 -9.011777e-01 2.696757e+00,6.990474e-02 -9.008669e-01 2.696661e+00,7.059866e-02 -9.005802e-01 2.696915e+00,7.004619e-02 -8.991711e-01 2.696701e+00,7.047531e-02 -8.991625e-01 2.696704e+00,7.084329e-02 -8.990746e-01 2.697000e+00,7.102620e-02 -8.990741e-01 2.697109e+00,7.202335e-02 -8.993670e-01 2.696766e+00,7.220891e-02 -9.013183e-01 2.697604e+00,7.211623e-02 -9.013519e-01 2.697564e+00,7.207517e-02 -9.017307e-01 2.697464e+00,7.188457e-02 -9.015016e-01 2.697232e+00,7.222444e-02 -9.010628e-01 2.697004e+00,7.154707e-02 -9.012982e-01 2.696970e+00,7.181023e-02 -9.015886e-01 2.697119e+00,7.306681e-02 -9.012282e-01 2.696087e+00,7.271446e-02 -9.012571e-01 2.695974e+00,7.337667e-02 -9.009976e-01 2.695831e+00,7.330903e-02 -9.011292e-01 2.695694e+00,7.293431e-02 -9.011232e-01 2.695784e+00,7.167721e-02 -9.020742e-01 2.696798e+00,7.226273e-02 -9.017533e-01 2.696283e+00,7.136406e-02 -9.017949e-01 2.696079e+00,7.161152e-02 -9.019990e-01 2.696175e+00,7.190287e-02 -9.019250e-01 2.696063e+00,7.184171e-02 -9.016734e-01 2.696015e+00,7.102684e-02 -9.013996e-01 2.696109e+00,7.128091e-02 -9.014106e-01 2.696152e+00,7.188626e-02 -9.008647e-01 2.695820e+00,7.182901e-02 -9.006391e-01 2.695884e+00,7.138359e-02 -9.003839e-01 2.695793e+00,7.196239e-02 -9.005675e-01 2.695895e+00,7.195181e-02 -9.005803e-01 2.695866e+00,7.232719e-02 -9.012376e-01 2.696239e+00,7.195978e-02 -9.016275e-01 2.696287e+00,7.119669e-02 -9.017413e-01 2.696255e+00,7.144880e-02 -9.016530e-01 2.696143e+00,7.178470e-02 -9.022411e-01 2.696447e+00,7.137664e-02 -9.021084e-01 2.696488e+00,7.117777e-02 -9.019669e-01 2.696505e+00,7.077654e-02 -9.016984e-01 2.696558e+00,7.103809e-02 -9.016473e-01 2.696726e+00,7.081708e-02 -9.013784e-01 2.696898e+00,7.074652e-02 -9.014192e-01 2.696992e+00,7.140209e-02 -9.014347e-01 2.696961e+00
8.059146e-02 -1.260224e+00 2.737069e+00,8.034869e-02 -1.259466e+00 2.736884e+00,7.892638e-02 -1.268921e+00 2.740409e+00,7.891051e-02 -1.263391e+00 2.737905e+00,7.708076e-02 -1.269849e+00 2.740480e+00,7.663345e-02 -1.273081e+00 2.741062e+00,7.650921e-02 -1.275308e+00 2.741546e+00,7.951435e-02 -1.266943e+00 2.738745e+00,7.839650e-02 -1.274602e+00 2.741855e+00,7.865874e-02 -1.271091e+00 2.740518e+00,7.909113e-02 -1.269422e+00 2.740140e+00,7.968200e-02 -1.269735e+00 2.739994e+00,8.021040e-02 -1.269498e+00 2.739639e+00,7.971730e-02 -1.280493e+00 2.742479e+00,8.006924e-02 -1.275846e+00 2.740740e+00,8.055125e-02 -1.272609e+00 2.739260e+00,8.054640e-02 -1.270510e+00 2.738353e+00,5.758721e-02 -1.222269e+00 2.750847e+00,5.731938e-02 -1.222348e+00 2.750691e+00,5.768297e-02 -1.223495e+00 2.748962e+00,5.398321e-02 -1.206557e+00 2.753628e+00,5.642026e-02 -1.215880e+00 2.747673e+00,5.591305e-02 -1.216601e+00 2.747836e+00,5.805085e-02 -1.218985e+00 2.747669e+00,5.755360e-02 -1.219674e+00 2.747828e+00,5.697469e-02 -1.224707e+00 2.747297e+00,5.705106e-02 -1.225335e+00 2.745835e+00,5.775576e-02 -1.224423e+00 2.746003e+00,5.753793e-02 -1.224451e+00 2.745516e+00,5.731156e-02 -1.224599e+00 2.745310e+00,5.793620e-02 -1.224497e+00 2.745035e+00,5.864020e-02 -1.224349e+00 2.744787e+00,5.950759e-02 -1.224779e+00 2.744230e+00,6.005822e-02 -1.224202e+00 2.744598e+00,6.127993e-02 -1.221556e+00 2.746815e+00,6.157357e-02 -1.220932e+00 2.746226e+00,6.156444e-02 -1.221046e+00 2.746260e+00,6.205711e-02 -1.220870e+00 2.746330e+00,6.231781e-02 -1.221264e+00 2.746708e+00,6.354311e-02 -1.223352e+00 2.745380e+00,6.318461e-02 -1.223545e+00 2.745568e+00,6.816779e-02 -1.240635e+00 2.737186e+00,6.604888e-02 -1.238439e+00 2.738687e+00,6.400897e-02 -1.228378e+00 2.743890e+00,6.369547e-02 -1.228087e+00 2.743990e+00,6.202795e-02 -1.226361e+00 2.744665e+00,6.194016e-02 -1.226159e+00 2.745067e+00,6.119210e-02 -1.225194e+00 2.745699e+00,5.929900e-02 -1.223102e+00 2.745485e+00,6.027823e-02 -1.223127e+00 2.745414e+00
6.168502e-02 -1.275100e+00 2.614753e+00,5.545490e-02 -1.280285e+00 2.618208e+00,5.622552e-02 -1.278969e+00 2.617579e+00,5.711842e-02 -1.278808e+00 2.616461e+00,6.069618e-02 -1.277243e+00 2.615702e+00,5.811919e-02 -1.278003e+00 2.616127e+00,5.777670e-02 -1.278272e+00 2.616272e+00,6.531900e-02 -1.278592e+00 2.614725e+00,6.021920e-02 -1.273687e+00 2.612038e+00,1.071708e-01 -1.275829e+00 2.618564e+00,6.404911e-02 -1.277852e+00 2.615416e+00,8.948018e-02 -1.276150e+00 2.600676e+00,4.995448e-02 -1.280162e+00 2.619138e+00,5.703000e-02 -1.275941e+00 2.616939e+00,6.204163e-02 -1.276520e+00 2.614931e+00,6.269211e-02 -1.275868e+00 2.613866e+00,5.500975e-02 -1.278278e+00 2.615670e+00,6.270836e-02 -1.275536e+00 2.617099e+00,6.208488e-02 -1.275261e+00 2.617623e+00,6.301162e-02 -1.274910e+00 2.626680e+00,7.477629e-02 -1.272148e+00 2.620039e+00,7.161701e-02 -1.275547e+00 2.613751e+00,7.151666e-02 -1.275460e+00 2.614016e+00,6.376770e-02 -1.275465e+00 2.613376e+00,6.048106e-02 -1.274512e+00 2.617063e+00,6.582610e-02 -1.275228e+00 2.632049e+00,6.615380e-02 -1.274248e+00 2.635317e+00,6.121128e-02 -1.274357e+00 2.614526e+00,6.269931e-02 -1.274509e+00 2.632483e+00,5.959420e-02 -1.275489e+00 2.633070e+00,6.733166e-02 -1.276749e+00 2.632996e+00,6.597363e-02 -1.277077e+00 2.631328e+00,6.446373e-02 -1.275834e+00 2.625830e+00,6.320724e-02 -1.276628e+00 2.632334e+00,6.062695e-02 -1.276271e+00 2.629093e+00,6.603189e-02 -1.274755e+00 2.632806e+00,7.826377e-02 -1.273499e+00 2.641362e+00,6.626455e-02 -1.272044e+00 2.618266e+00,6.512278e-02 -1.273820e+00 2.626184e+00,6.444333e-02 -1.273955e+00 2.623695e+00,6.281916e-02 -1.274290e+00 2.621138e+00,6.370654e-02 -1.276215e+00 2.622816e+00,6.042304e-02 -1.278221e+00 2.627056e+00,6.271622e-02 -1.273731e+00 2.621348e+00,6.278729e-02 -1.273592e+00 2.610121e+00,8.222192e-02 -1.277422e+00 2.620247e+00,6.757183e-02 -1.276292e+00 2.625062e+00,6.688458e-02 -1.274745e+00 2.621911e+00,6.983498e-02 -1.274637e+00 2.632719e+00,6.379469e-02 -1.274208e+00 2.630656e+00
4.476458e-02 -4.154529e-02 2.737403e+00,4.474647e-02 -4.156476e-02 2.737706e+00,4.461622e-02 -4.159644e-02 2.737925e+00,4.439516e-02 -4.166283e-02 2.737869e+00,4.438600e-02 -4.168287e-02 2.737587e+00,4.422330e-02 -4.185473e-02 2.737313e+00,4.375944e-02 -4.182265e-02 2.737017e+00,4.351585e-02 -4.178048e-02 2.736975e+00,4.318770e-02 -4.192400e-02 2.737003e+00,4.292283e-02 -4.197197e-02 2.737079e+00,4.292784e-02 -4.184751e-02 2.738146e+00,4.329668e-02 -4.188972e-02 2.738725e+00,4.312809e-02 -4.180039e-02 2.739097e+00,4.355244e-02 -4.168872e-02 2.739754e+00,4.342232e-02 -4.157127e-02 2.739972e+00,4.287366e-02 -4.194529e-02 2.739916e+00,4.241870e-02 -4.225870e-02 2.739814e+00,4.228368e-02 -4.254814e-02 2.739882e+00,4.221938e-02 -4.258266e-02 2.739856e+00,4.214474e-02 -4.203129e-02 2.739898e+00,4.247817e-02 -4.195921e-02 2.739810e+00,4.249260e-02 -4.191950e-02 2.739838e+00,4.240660e-02 -4.190462e-02 2.739872e+00,4.236251e-02 -4.216036e-02 2.739782e+00,4.225962e-02 -4.228313e-02 2.739968e+00,4.220422e-02 -4.235619e-02 2.740063e+00,4.208459e-02 -4.200030e-02 2.740117e+00,4.215536e-02 -4.225834e-02 2.740032e+00,4.204983e-02 -4.222060e-02 2.740078e+00,4.203105e-02 -4.222542e-02 2.740223e+00,4.176176e-02 -4.227793e-02 2.740573e+00,4.168220e-02 -4.236192e-02 2.740588e+00,4.161985e-02 -4.239286e-02 2.740608e+00,4.167012e-02 -4.254579e-02 2.740335e+00,4.156887e-02 -4.266867e-02 2.740144e+00,4.139656e-02 -4.268267e-02 2.739104e+00,4.126666e-02 -4.275603e-02 2.738877e+00,4.119160e-02 -4.275592e-02 2.738697e+00,4.101549e-02 -4.314367e-02 2.738479e+00,4.089716e-02 -4.325217e-02 2.738333e+00,4.068677e-02 -4.355529e-02 2.737866e+00,4.077641e-02 -4.375955e-02 2.737630e+00,4.070574e-02 -4.380342e-02 2.737672e+00,4.056558e-02 -4.392739e-02 2.737473e+00,4.048857e-02 -4.403019e-02 2.737518e+00,4.035917e-02 -4.437232e-02 2.738078e+00,4.037177e-02 -4.475320e-02 2.738795e+00,4.039392e-02 -4.494894e-02 2.739055e+00,4.038837e-02 -4.491322e-02 2.740168e+00,4.029761e-02 -4.507702e-02 2.740479e+00
